ngram,district,distrct,distrit,distrct
1500,0.00019248143325967249,0.0,0.0,0.0
1501,0.00015398514660773798,0.0,0.0,0.0
1502,0.00015924606486805715,0.0,0.0,0.0
1503,0.00013649662702976326,0.0,0.0,0.0
1504,0.0001241998148283788,0.0,0.0,0.0
1505,0.00018307649796562537,0.0,0.0,0.0
1506,0.00018307649796562537,0.0,0.0,0.0
1507,0.00018307649796562537,0.0,0.0,0.0
1508,0.00018307649796562537,0.0,0.0,0.0
1509,0.00015656926136996065,0.0,0.0,0.0
1510,0.00015656926136996065,0.0,0.0,0.0
1511,0.00015656926136996065,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.4283056901019466e-06,0.0,0.0,0.0
1515,1.4283056901019466e-06,0.0,0.0,0.0
1516,1.4283056901019466e-06,0.0,0.0,0.0
1517,1.4283056901019466e-06,0.0,0.0,0.0
1518,1.4283056901019466e-06,0.0,0.0,0.0
1519,1.4283056901019466e-06,0.0,0.0,0.0
1520,3.241108983534754e-05,0.0,0.0,0.0
1521,3.098278414524559e-05,0.0,0.0,0.0
1522,3.415654100535903e-05,0.0,0.0,0.0
1523,0.00010192149238719139,0.0,0.0,0.0
1524,0.00010192149238719139,0.0,0.0,0.0
1525,0.00010192149238719139,0.0,0.0,0.0
1526,0.00010192149238719139,0.0,0.0,0.0
1527,7.09387082419458e-05,0.0,0.0,0.0
1528,7.09387082419458e-05,0.0,0.0,0.0
1529,6.776495138183236e-05,0.0,0.0,0.0
1530,0.0,0.0,0.0,0.0
1531,0.0,0.0,0.0,0.0
1532,0.0,0.0,0.0,0.0
1533,0.0,0.0,0.0,0.0
1534,7.022353591829804e-06,0.0,0.0,0.0
1535,7.022353591829804e-06,0.0,0.0,0.0
1536,0.00023602171911209422,0.0,0.0,0.0
1537,0.00023602171911209422,0.0,0.0,0.0
1538,0.00023602171911209422,0.0,0.0,0.0
1539,0.00023602171911209422,0.0,0.0,0.0
1540,0.00023602171911209422,0.0,0.0,0.0
1541,0.0002289993655202644,0.0,0.0,0.0
1542,0.00023501795086693683,0.0,0.0,0.0
1543,6.018585346672418e-06,0.0,0.0,0.0
1544,6.9923198030405076e-06,0.0,0.0,0.0
1545,7.2602399053981315e-06,0.0,0.0,0.0
1546,7.2602399053981315e-06,0.0,0.0,0.0
1547,7.2602399053981315e-06,0.0,0.0,0.0
1548,0.0001323990939811535,0.0,0.0,0.0
1549,0.0001263805086344811,0.0,0.0,0.0
1550,0.0002603862437971267,0.0,0.0,0.0
1551,0.0002594125093407586,0.0,0.0,0.0
1552,0.00026130792217112945,0.0,0.0,0.0
1553,0.00026130792217112945,0.0,0.0,0.0
1554,0.00026130792217112945,0.0,0.0,0.0
1555,0.00013616906809537404,0.0,0.0,0.0
1556,0.00013616906809537404,0.0,0.0,0.0
1557,2.1633329327284756e-06,0.0,0.0,0.0
1558,9.287580646092206e-05,0.0,0.0,0.0
1559,9.071247352819358e-05,0.0,0.0,0.0
1560,9.116116377429404e-05,0.0,0.0,0.0
1561,9.116116377429404e-05,0.0,0.0,0.0
1562,9.116116377429404e-05,0.0,0.0,0.0
1563,9.116116377429404e-05,0.0,0.0,0.0
1564,9.116116377429404e-05,0.0,0.0,0.0
1565,3.484092173623919e-06,0.0,0.0,0.0
1566,3.484092173623919e-06,0.0,0.0,0.0
1567,3.035401927523448e-06,0.0,0.0,0.0
1568,3.035401927523448e-06,0.0,0.0,0.0
1569,5.26351790800358e-06,0.0,0.0,0.0
1570,5.26351790800358e-06,0.0,0.0,0.0
1571,5.26351790800358e-06,0.0,0.0,0.0
1572,2.2281159804801324e-06,0.0,0.0,0.0
1573,2.2281159804801324e-06,0.0,0.0,0.0
1574,2.2281159804801324e-06,0.0,0.0,0.0
1575,2.2281159804801324e-06,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,0.0,0.0
1579,1.1285810290116518e-06,0.0,0.0,0.0
1580,1.1285810290116518e-06,0.0,0.0,0.0
1581,1.1285810290116518e-06,0.0,0.0,0.0
1582,1.5475624033050345e-06,0.0,0.0,0.0
1583,2.98943021854419e-06,0.0,0.0,0.0
1584,2.98943021854419e-06,0.0,0.0,0.0
1585,2.507603994672536e-06,0.0,0.0,0.0
1586,1.8608491895325382e-06,0.0,0.0,0.0
1587,1.8608491895325382e-06,0.0,0.0,0.0
1588,1.8608491895325382e-06,0.0,0.0,0.0
1589,9.256438936842772e-05,0.0,0.0,0.0
1590,9.138249720308522e-05,0.0,0.0,0.0
1591,9.138249720308522e-05,0.0,0.0,0.0
1592,9.138249720308522e-05,0.0,0.0,0.0
1593,9.138249720308522e-05,0.0,0.0,0.0
1594,9.155012878636626e-05,0.0,0.0,0.0
1595,9.155012878636626e-05,0.0,0.0,0.0
1596,1.6901165866199465e-06,0.0,0.0,0.0
1597,1.6722651220594083e-06,0.0,0.0,0.0
1598,5.0064168606565674e-05,0.0,0.0,0.0
1599,7.789119946924725e-05,0.0,0.0,0.0
1600,8.300349153549697e-05,0.0,0.0,0.0
1601,8.654701332488912e-05,0.0,0.0,0.0
1602,9.448146797045151e-05,0.0,0.0,0.0
1603,9.321895861700926e-05,0.0,0.0,0.0
1604,9.41687267186353e-05,0.0,0.0,0.0
1605,4.611413390063847e-05,0.0,0.0,0.0
1606,2.381263051834789e-05,0.0,0.0,0.0
1607,1.870033845209816e-05,0.0,0.0,0.0
1608,1.4989185079424974e-05,0.0,0.0,0.0
1609,7.243404411383381e-06,0.0,0.0,0.0
1610,7.243404411383381e-06,0.0,0.0,0.0
1611,7.792520802597989e-06,0.0,0.0,0.0
1612,7.455210136088551e-06,0.0,0.0,0.0
1613,2.0894931367365643e-06,0.0,0.0,0.0
1614,2.0894931367365643e-06,0.0,0.0,0.0
1615,3.2323228619394025e-06,0.0,0.0,0.0
1616,3.0436488844186116e-06,0.0,0.0,0.0
1617,3.0436488844186116e-06,0.0,0.0,0.0
1618,2.710364948857854e-05,0.0,0.0,0.0
1619,2.710364948857854e-05,0.0,0.0,0.0
1620,2.7246055749076602e-05,0.0,0.0,0.0
1621,2.7246055749076602e-05,0.0,0.0,0.0
1622,2.6103226023873765e-05,0.0,0.0,0.0
1623,3.1222095555806716e-05,0.0,0.0,0.0
1624,3.1222095555806716e-05,0.0,0.0,0.0
1625,5.421086273470012e-06,0.0,0.0,0.0
1626,1.5294824769236065e-05,0.0,0.0,0.0
1627,1.4992608027699004e-05,0.0,0.0,0.0
1628,1.5254654532067694e-05,0.0,0.0,0.0
1629,1.558477190753495e-05,0.0,0.0,0.0
1630,1.072464936312047e-05,0.0,0.0,0.0
1631,1.1008049276434967e-05,0.0,0.0,0.0
1632,1.1008049276434967e-05,0.0,0.0,0.0
1633,1.134310780668914e-06,0.0,0.0,0.0
1634,1.8748197427547503e-06,0.0,0.0,0.0
1635,1.6127732383860608e-06,0.0,0.0,0.0
1636,1.5431890980315593e-06,0.0,0.0,0.0
1637,1.2844421105130875e-06,0.0,0.0,0.0
1638,1.135712271401904e-06,0.0,0.0,0.0
1639,1.9144145539939927e-06,0.0,0.0,0.0
1640,2.0172226088886547e-06,0.0,0.0,0.0
1641,1.2767136468028184e-06,0.0,0.0,0.0
1642,1.6005631420869446e-06,0.0,0.0,0.0
1643,1.4303523536390067e-06,0.0,0.0,0.0
1644,1.796998219560919e-06,0.0,0.0,0.0
1645,2.6446647975067857e-06,0.0,0.0,0.0
1646,2.8733466511507037e-06,0.0,0.0,0.0
1647,2.7705385962560414e-06,0.0,0.0,0.0
1648,5.7507388727831966e-06,0.0,0.0,0.0
1649,5.505117152487011e-06,0.0,0.0,0.0
1650,5.897916212558942e-06,0.0,0.0,0.0
1651,5.5312703466370294e-06,0.0,0.0,0.0
1652,6.274747054898658e-06,0.0,0.0,0.0
1653,6.548751173340861e-06,0.0,0.0,0.0
1654,6.548751173340861e-06,0.0,0.0,0.0
1655,3.568550896813706e-06,0.0,0.0,0.0
1656,3.5356304530458667e-06,0.0,0.0,0.0
1657,3.1359222459416614e-06,0.0,0.0,0.0
1658,1.7987453093480455e-05,0.0,0.0,0.0
1659,1.79021661373164e-05,0.0,0.0,0.0
1660,1.6861302283034873e-05,0.0,0.0,0.0
1661,1.6861302283034873e-05,0.0,0.0,0.0
1662,1.7267300880316077e-05,0.0,0.0,0.0
1663,1.768185839929564e-05,0.0,0.0,0.0
1664,1.7991474919654138e-05,0.0,0.0,0.0
1665,3.1840356890760243e-06,0.0,0.0,0.0
1666,1.7432512769184022e-06,0.0,0.0,0.0
1667,4.3950355928603e-05,0.0,0.0,0.0
1668,4.3950355928603e-05,0.0,0.0,0.0
1669,4.387385235255741e-05,0.0,0.0,0.0
1670,4.3529935002847454e-05,0.0,0.0,0.0
1671,4.3293345953543394e-05,0.0,0.0,0.0
1672,4.324925433658271e-05,0.0,0.0,0.0
1673,4.304951234449358e-05,0.0,0.0,0.0
1674,1.1223716813089725e-06,0.0,0.0,0.0
1675,1.1223716813089725e-06,0.0,0.0,0.0
1676,7.92876660073359e-07,0.0,0.0,0.0
1677,6.769291595836486e-07,0.0,0.0,0.0
1678,5.404069603238375e-07,0.0,0.0,0.0
1679,5.404069603238375e-07,0.0,2.3071769256992932e-08,0.0
1680,5.58508889168609e-07,0.0,2.3071769256992932e-08,0.0
1681,3.960340596417414e-07,0.0,2.3071769256992932e-08,0.0
1682,4.5651715855196275e-07,0.0,2.3071769256992932e-08,0.0
1683,5.006516151492438e-07,0.0,2.3071769256992932e-08,0.0
1684,5.298731947180256e-07,0.0,2.3071769256992932e-08,0.0
1685,6.918071144517463e-07,0.0,2.3071769256992932e-08,0.0
1686,9.680991967440735e-07,0.0,0.0,0.0
1687,1.0735975329063358e-06,0.0,0.0,0.0
1688,8.087671302194264e-07,0.0,0.0,0.0
1689,9.692822138569163e-07,0.0,0.0,0.0
1690,1.0913100843319107e-06,0.0,0.0,0.0
1691,1.0620885047631288e-06,0.0,0.0,0.0
1692,9.749081917626817e-07,0.0,0.0,0.0
1693,6.986161094703545e-07,0.0,0.0,0.0
1694,7.457146986260861e-07,0.0,0.0,0.0
1695,9.00640397308702e-07,0.0,0.0,0.0
1696,7.741178933429183e-07,0.0,0.0,0.0
1697,2.8782016800375587e-06,0.0,7.347074821544603e-09,0.0
1698,1.8175825646592004e-05,0.0,7.347074821544603e-09,0.0
1699,1.8107292549172727e-05,0.0,7.347074821544603e-09,0.0
1700,1.8107292549172727e-05,0.0,7.347074821544603e-09,0.0
1701,1.796559397299851e-05,0.0,7.347074821544603e-09,0.0
1702,1.7777410915544222e-05,0.0,7.347074821544603e-09,0.0
1703,1.788167701225315e-05,0.0,7.347074821544603e-09,0.0
1704,1.5654739732846273e-05,0.0,0.0,0.0
1705,5.494296715369273e-07,0.0,0.0,0.0
1706,2.361804117104579e-06,0.0,0.0,0.0
1707,2.373956570116726e-06,0.0,0.0,0.0
1708,2.3835397615000275e-06,0.0,0.0,0.0
1709,2.323613963588806e-06,0.0,0.0,0.0
1710,2.417527574445038e-06,0.0,0.0,0.0
1711,2.471142031319167e-06,0.0,0.0,0.0
1712,2.289691545952012e-06,0.0,0.0,0.0
1713,1.9007920012573517e-06,0.0,0.0,0.0
1714,2.0322137136271782e-06,0.0,0.0,0.0
1715,8.005799755445813e-06,0.0,0.0,0.0
1716,8.094349337081244e-06,0.0,0.0,0.0
1717,7.878108006715528e-06,0.0,0.0,0.0
1718,7.788926471923624e-06,0.0,0.0,0.0
1719,7.922930210315013e-06,0.0,0.0,0.0
1720,6.663599914397926e-06,0.0,0.0,0.0
1721,6.607626329773504e-06,0.0,0.0,0.0
1722,4.219694979720348e-06,0.0,0.0,0.0
1723,4.2608241004009936e-06,0.0,0.0,0.0
1724,4.372279476630833e-06,0.0,0.0,0.0
1725,4.585126305300946e-06,0.0,0.0,0.0
1726,4.670209079904453e-06,0.0,0.0,0.0
1727,4.548352551734881e-06,0.0,0.0,0.0
1728,4.875443810955663e-06,0.0,0.0,0.0
1729,1.2575776265423753e-06,0.0,0.0,0.0
1730,1.1606318760673924e-06,0.0,0.0,0.0
1731,1.1190639729160727e-06,0.0,0.0,0.0
1732,9.172509598848981e-07,0.0,0.0,0.0
1733,7.505239543499036e-07,0.0,0.0,0.0
1734,5.947062880246838e-06,0.0,0.0,0.0
1735,6.903359334842207e-06,0.0,0.0,0.0
1736,6.9355736331187605e-06,0.0,0.0,0.0
1737,7.484257452006204e-06,0.0,0.0,0.0
1738,7.491726774690376e-06,0.0,0.0,0.0
1739,7.686191687688343e-06,0.0,0.0,0.0
1740,7.630456038957131e-06,0.0,0.0,0.0
1741,2.454610220732028e-06,0.0,0.0,0.0
1742,1.3450941820687085e-06,0.0,0.0,0.0
1743,7.894381327945763e-06,0.0,0.0,0.0
1744,7.647769078593975e-06,0.0,0.0,0.0
1745,8.137778984515112e-06,0.0,0.0,0.0
1746,8.357622498575015e-06,0.0,0.0,0.0
1747,8.732777181259216e-06,0.0,0.0,0.0
1748,1.110411553132248e-05,0.0,0.0,0.0
1749,1.1110228407622863e-05,0.0,0.0,0.0
1750,5.297556884085809e-06,0.0,0.0,0.0
1751,5.901435802765523e-06,0.0,0.0,0.0
1752,8.23617795374178e-06,0.0,0.0,0.0
1753,9.714247913247423e-06,0.0,0.0,0.0
1754,9.975952545054107e-06,0.0,0.0,0.0
1755,8.328541850590096e-06,0.0,0.0,0.0
1756,1.230758003397828e-05,0.0,0.0,0.0
1757,1.5795550617830096e-05,0.0,3.045123264655558e-09,0.0
1758,1.6025319057787003e-05,0.0,3.045123264655558e-09,0.0
1759,1.7137858971441995e-05,0.0,3.045123264655558e-09,0.0
1760,1.6035760576674613e-05,0.0,3.045123264655558e-09,0.0
1761,2.044017134851726e-05,0.0,3.045123264655558e-09,0.0
1762,2.145664439012762e-05,0.0,3.045123264655558e-09,0.0
1763,1.8453360488430398e-05,0.0,3.045123264655558e-09,0.0
1764,1.5584285132977777e-05,0.0,2.810679688991513e-09,0.0
1765,1.5783430821362083e-05,0.0,2.810679688991513e-09,0.0
1766,1.447442861847646e-05,0.0,2.810679688991513e-09,0.0
1767,1.4572279789198156e-05,0.0,2.810679688991513e-09,0.0
1768,1.2219145966290463e-05,0.0,2.810679688991513e-09,0.0
1769,1.2308768613625684e-05,0.0,2.810679688991513e-09,0.0
1770,1.6741901617933763e-05,0.0,2.810679688991513e-09,0.0
1771,1.7111675788328284e-05,0.0,0.0,0.0
1772,1.8308985805301097e-05,0.0,0.0,0.0
1773,1.7255322291021002e-05,0.0,0.0,0.0
1774,1.9667614651552867e-05,0.0,0.0,0.0
1775,1.9398489972185678e-05,0.0,0.0,0.0
1776,1.8992848578948595e-05,0.0,0.0,0.0
1777,1.7979420460635864e-05,0.0,0.0,0.0
1778,1.8078915413103198e-05,0.0,0.0,0.0
1779,1.8037268351430873e-05,0.0,0.0,0.0
1780,1.896105056532958e-05,0.0,0.0,0.0
1781,1.863111525121245e-05,0.0,0.0,0.0
1782,1.8228945529179847e-05,0.0,0.0,0.0
1783,2.1712671826078023e-05,0.0,0.0,0.0
1784,2.0513393922426205e-05,0.0,0.0,0.0
1785,2.178918501678189e-05,0.0,0.0,0.0
1786,2.375257359485009e-05,0.0,0.0,0.0
1787,2.6285321707421516e-05,1.2891416188511228e-09,0.0,1.2891416188511228e-09
1788,2.6713998262753842e-05,1.2891416188511228e-09,0.0,1.2891416188511228e-09
1789,2.9255954619397278e-05,2.452526435904799e-09,1.163384817053676e-09,2.452526435904799e-09
1790,2.9189664408996968e-05,2.452526435904799e-09,2.2682332202959644e-09,2.452526435904799e-09
1791,3.217870939157105e-05,2.452526435904799e-09,2.2682332202959644e-09,2.452526435904799e-09
1792,3.382572841863813e-05,2.452526435904799e-09,2.2682332202959644e-09,2.452526435904799e-09
1793,3.775872236084459e-05,4.424570678094954e-09,3.254255341391042e-09,4.424570678094954e-09
1794,3.673140288031261e-05,3.1354290592438313e-09,3.254255341391042e-09,3.1354290592438313e-09
1795,3.936206381435373e-05,3.1354290592438313e-09,3.254255341391042e-09,3.1354290592438313e-09
1796,3.980965682006042e-05,1.972044242190155e-09,3.0390321370532547e-09,1.972044242190155e-09
1797,4.4507349749827494e-05,1.972044242190155e-09,1.9341837338109666e-09,1.972044242190155e-09
1798,4.514192551141605e-05,1.972044242190155e-09,1.9341837338109666e-09,1.972044242190155e-09
1799,4.648660303376216e-05,1.972044242190155e-09,1.9341837338109666e-09,1.972044242190155e-09
1800,4.451073514896312e-05,8.233278186204578e-10,9.481616127158888e-10,8.233278186204578e-10
1801,4.644063093499946e-05,1.2876682894561294e-09,9.481616127158888e-10,1.2876682894561294e-09
1802,4.575219333803814e-05,1.7217950874583364e-09,1.8164152087203028e-09,1.7217950874583364e-09
1803,4.666740590307329e-05,1.7217950874583364e-09,1.2192535552608368e-09,1.7217950874583364e-09
1804,4.411230267058792e-05,2.331950188505516e-09,1.5243311057844267e-09,2.331950188505516e-09
1805,4.429614533104801e-05,3.1109827095373734e-09,1.7840086075082695e-09,3.1109827095373734e-09
1806,4.3962243320753e-05,3.1109827095373734e-09,1.7840086075082695e-09,3.1109827095373734e-09
1807,4.5222412154544145e-05,2.4968761185612767e-09,1.7840086075082695e-09,2.4968761185612767e-09
1808,4.5414162741508335e-05,2.0325356477256052e-09,1.7840086075082695e-09,2.0325356477256052e-09
1809,4.746359367605432e-05,1.5984088497233984e-09,9.157550115038557e-10,1.5984088497233984e-09
1810,4.9405974485645334e-05,1.5984088497233984e-09,5.647550522474327e-10,1.5984088497233984e-09
1811,5.142607447591477e-05,1.6914055711581e-09,4.940614425511366e-10,1.6914055711581e-09
1812,5.3446563729916564e-05,1.8672060881590777e-09,7.118004598437113e-10,1.8672060881590777e-09
1813,5.483053558106933e-05,2.061185492127241e-09,9.057798638118746e-10,2.061185492127241e-09
1814,5.4431767888932624e-05,1.8519642644828797e-09,9.057798638118746e-10,1.8519642644828797e-09
1815,5.6158968488619265e-05,1.8519642644828797e-09,1.0989205735865782e-09,1.8519642644828797e-09
1816,5.750549618304441e-05,2.2323097021675106e-09,1.2890932924288938e-09,2.2323097021675106e-09
1817,5.755353777203709e-05,2.746352415324996e-09,1.2890932924288938e-09,2.746352415324996e-09
1818,5.653635162161663e-05,2.043200592843115e-09,1.4127790841962045e-09,2.043200592843115e-09
1819,5.68811031241369e-05,1.539259894148667e-09,1.0856600063391397e-09,1.539259894148667e-09
1820,5.732944503376659e-05,1.3452804901805037e-09,8.916806023709764e-10,1.3452804901805037e-09
