ngram,fruit,frit,friut,fuit
1560,4.748921920898803e-05,0.0,0.0,0.0
1561,2.8976014878675676e-05,0.0,0.0,0.0
1562,4.139477654721954e-05,0.0,0.0,0.0
1563,4.139477654721954e-05,0.0,0.0,0.0
1564,3.841141512696465e-05,0.0,0.0,0.0
1565,4.2765824738515743e-05,0.0,0.0,1.011800642507816e-06
1566,3.091570891098984e-05,0.0,0.0,2.915471148818532e-06
1567,3.0252035490515743e-05,0.0,0.0,4.280265784473158e-06
1568,3.3193116840785865e-05,0.0,0.0,4.280265784473158e-06
1569,2.1199516140768537e-05,0.0,0.0,4.280265784473158e-06
1570,2.1199516140768537e-05,0.0,0.0,4.280265784473158e-06
1571,2.2193424423936188e-05,0.0,0.0,4.280265784473158e-06
1572,1.8230585023307606e-05,0.0,0.0,3.2684651419653425e-06
1573,1.6326914516996893e-05,0.0,0.0,1.3647946356546266e-06
1574,1.7278651804580087e-05,5.447115459641541e-07,0.0,0.0
1575,1.4337570454309961e-05,5.447115459641541e-07,0.0,8.800957792638136e-06
1576,1.3010815369593079e-05,5.447115459641541e-07,0.0,8.800957792638136e-06
1577,1.5562291277352154e-05,5.447115459641541e-07,0.0,8.800957792638136e-06
1578,8.447649357939163e-06,5.447115459641541e-07,0.0,8.800957792638136e-06
1579,9.855168286776461e-06,5.447115459641541e-07,0.0,8.800957792638136e-06
1580,1.0845629130277043e-05,5.447115459641541e-07,0.0,9.791418636138718e-06
1581,9.804801899398236e-06,0.0,0.0,1.1571340824697732e-05
1582,1.4413597179035215e-05,0.0,0.0,2.7703830320595964e-06
1583,1.7597528491413478e-05,0.0,0.0,3.491316939679174e-06
1584,1.864249892540621e-05,0.0,0.0,3.491316939679174e-06
1585,2.02887666611267e-05,0.0,0.0,3.868753115706827e-06
1586,1.791816443333768e-05,0.0,0.0,3.868753115706827e-06
1587,1.7619862709190265e-05,0.0,0.0,2.878292272206246e-06
1588,1.702655533465856e-05,0.0,0.0,1.0983700836472314e-06
1589,1.5592110165536205e-05,0.0,0.0,1.2850965569149203e-06
1590,1.4886501308605407e-05,0.0,0.0,8.241382991920026e-07
1591,1.2622722221879354e-05,0.0,0.0,8.241382991920026e-07
1592,1.3720400342468306e-05,0.0,0.0,4.46702123164349e-07
1593,1.2903379164137213e-05,0.0,0.0,6.699788497956303e-07
1594,1.4390430676160446e-05,0.0,0.0,1.0052420163577023e-06
1595,1.889840145200391e-05,0.0,0.0,1.4560391069348303e-06
1596,2.0353252563966506e-05,0.0,0.0,1.4797308592408496e-06
1597,2.956402659037849e-05,0.0,0.0,1.2197552093441897e-06
1598,2.916027155411679e-05,1.769356653572426e-07,0.0,1.3966908747014323e-06
1599,2.9594835918292768e-05,2.9484681363101117e-07,0.0,1.5146020229752009e-06
1600,3.176987625660591e-05,4.0135289834454723e-07,0.0,1.6108435504845277e-06
1601,3.5841029200258034e-05,4.0135289834454723e-07,0.0,1.2755803839224557e-06
1602,3.8536708091539496e-05,4.0135289834454723e-07,0.0,9.291840115110972e-07
1603,3.844071794186935e-05,8.134630076840819e-07,0.0,7.187657859373888e-07
1604,2.7382693393259876e-05,8.134630076840819e-07,0.0,1.2295767289417978e-06
1605,3.466167410286809e-05,6.365273423268394e-07,0.0,1.9521361959310265e-06
1606,5.230331875541846e-05,5.186161940530707e-07,0.0,1.9143051547741507e-06
1607,5.401409751876989e-05,4.121101093395347e-07,0.0,2.341283975835852e-06
1608,5.9345034709882126e-05,4.121101093395347e-07,0.0,2.341283975835852e-06
1609,6.138641011992669e-05,4.121101093395347e-07,0.0,3.368927155276781e-06
1610,6.118644003955913e-05,1.2744826400583926e-07,0.0,4.8983062908648985e-06
1611,6.252155097692074e-05,1.2744826400583926e-07,0.0,7.255039114235322e-06
1612,6.588068962238529e-05,3.9644899223796007e-07,0.0,6.624544710120972e-06
1613,5.089242014426938e-05,1.19550141367394e-06,0.0,7.982758883632154e-06
1614,5.159991607277854e-05,1.19550141367394e-06,0.0,8.225091083399353e-06
1615,4.839936679802902e-05,1.19550141367394e-06,0.0,1.4320183124384909e-05
1616,5.717556866459615e-05,1.19550141367394e-06,0.0,1.4629837356291578e-05
1617,6.630833325159204e-05,1.1915944842907526e-06,0.0,1.3223999555326113e-05
1618,6.994028080953285e-05,1.2900716228614328e-06,0.0,1.0750364343234001e-05
1619,6.793868150063125e-05,1.021070894629312e-06,0.0,1.1606708564418763e-05
1620,6.478731146281851e-05,4.2349630088470545e-07,0.0,1.339205952685266e-05
1621,6.831048969096238e-05,4.2349630088470545e-07,0.0,1.329532021340388e-05
1622,6.977851496360797e-05,4.2349630088470545e-07,0.0,9.66242236342753e-06
1623,5.8762057181281436e-05,4.2349630088470545e-07,0.0,8.220724233914162e-06
1624,4.992534949061727e-05,2.999549662620536e-07,0.0,9.142508231109656e-06
1625,5.297829764978295e-05,2.0147782769137329e-07,0.0,9.99456999904526e-06
1626,4.9153410925230544e-05,2.0147782769137329e-07,0.0,9.098846866046578e-06
1627,5.981254590941327e-05,0.0,0.0,7.472914993351358e-06
1628,6.136234566968466e-05,6.55116260921724e-08,0.0,1.1690731623405424e-05
1629,5.861109249443481e-05,2.3057031382580006e-07,0.0,1.0383948197808682e-05
1630,6.126621104028475e-05,2.3057031382580006e-07,0.0,1.1505185219513286e-05
1631,6.740610998739223e-05,2.3057031382580006e-07,0.0,1.108333974895816e-05
1632,6.655815325627503e-05,3.2219644806121194e-07,0.0,1.1486639842977248e-05
1633,6.698678355730538e-05,5.96382043178372e-07,0.0,1.3039224346097658e-05
1634,6.130498253956571e-05,7.19800206232841e-07,0.0,1.2922528899902577e-05
1635,6.783312866381104e-05,1.0658871636743633e-06,0.0,8.224220891861478e-06
1636,6.950689047308905e-05,9.008284759407356e-07,0.0,7.850409799305322e-06
1637,6.950413912168838e-05,9.008284759407356e-07,0.0,8.338695546886551e-06
1638,7.193260950901146e-05,9.681635130423923e-07,0.0,9.398591633466172e-06
1639,6.88347832432815e-05,8.765373788069805e-07,0.0,1.047477930374693e-05
1640,6.708635399783296e-05,8.079678934791445e-07,0.0,8.898189093997644e-06
1641,6.468202367873996e-05,6.845497304246757e-07,0.0,8.074114134615229e-06
1642,6.323244919518142e-05,3.8090098135918584e-07,0.0,8.202264731543047e-06
1643,6.475792231088105e-05,5.61545874688818e-07,0.0,7.962599754916613e-06
1644,6.536687007090742e-05,7.448688076497742e-07,0.0,1.2219410840381378e-05
1645,6.356430770080936e-05,9.722347402073086e-07,0.0,1.1174553703442922e-05
1646,6.72255851636042e-05,9.722347402073086e-07,0.0,1.0060910182931235e-05
1647,7.071230044987584e-05,7.666186304179843e-07,0.0,1.1832159543700982e-05
1648,7.461696181313268e-05,8.583171019641409e-07,0.0,1.2688241310700374e-05
1649,6.729394746279078e-05,9.06822817471818e-07,0.0,1.3713047662479636e-05
1650,6.652785876732585e-05,9.01858470570005e-07,0.0,1.4005595533360196e-05
1651,6.847379803990148e-05,7.615356188190552e-07,0.0,1.239626960471339e-05
1652,6.72108872095123e-05,5.781774429384054e-07,0.0,1.3761921114304901e-05
1653,6.548053092306613e-05,6.535532211923314e-07,0.0,1.3280743197745843e-05
1654,7.648940092102359e-05,6.950364073483277e-07,0.0,1.2465406923313691e-05
1655,7.865281336957455e-05,7.776470779065546e-07,0.0,1.3392710051058592e-05
1656,7.605309968182285e-05,6.664988591507739e-07,0.0,1.4773131104967823e-05
1657,7.856174904320921e-05,6.020360428595138e-07,0.0,1.5801545487192925e-05
1658,8.17910279563096e-05,6.662672303394044e-07,0.0,1.2724081508557511e-05
1659,7.712725554093984e-05,5.549244365608632e-07,0.0,1.181359545755965e-05
1660,7.664506015966513e-05,4.79548658306937e-07,0.0,1.4771873663578714e-05
1661,6.243170667273392e-05,4.3806547215094073e-07,0.0,1.4282198532912713e-05
1662,5.574118404183537e-05,2.6375633004655743e-07,0.0,1.3141066184679013e-05
1663,5.3980950594580334e-05,2.1844899882645613e-07,0.0,1.1181514245046336e-05
1664,4.976292465081704e-05,1.0723126868989701e-07,0.0,1.0458403721713694e-05
1665,3.970079965906085e-05,0.0,0.0,1.0116600476197033e-05
1666,4.258159294425111e-05,0.0,0.0,1.0780645685112436e-05
1667,4.253591084437046e-05,9.73569496766556e-08,0.0,7.76265726796867e-06
1668,4.579601798988213e-05,1.8486338149159565e-07,0.0,8.447152920000787e-06
1669,4.7154486050463417e-05,1.8486338149159565e-07,0.0,8.675616170096743e-06
1670,4.820245521841571e-05,2.6216171785823204e-07,0.0,8.617771527497098e-06
1671,4.6443241964360436e-05,3.4038210320172115e-07,0.0,9.277053972514945e-06
1672,5.065829931741713e-05,5.125863172647119e-07,0.0,9.029727737340312e-06
1673,4.792571624940527e-05,5.373291876204738e-07,0.0,8.38542739854477e-06
1674,5.0740234395821714e-05,5.05033286555902e-07,0.0,9.006088216015737e-06
1675,5.180291399093611e-05,4.1752685474096195e-07,0.0,8.576338002187964e-06
1676,5.592257158631193e-05,5.463663857848847e-07,0.0,8.0364489544341e-06
1677,5.5645313425754595e-05,5.362404453178118e-07,0.0,8.85535122766409e-06
1678,5.474214360999342e-05,4.779386314014898e-07,0.0,7.793269495388294e-06
1679,4.7616588355075305e-05,4.441650328804566e-07,0.0,8.0565105236019e-06
1680,4.62901137195461e-05,5.099318108087963e-07,0.0,7.3594257433537024e-06
1681,4.1768971381575935e-05,5.567499954395316e-07,2.237584746061267e-08,6.652375792067947e-06
1682,3.6311709014366246e-05,6.373941273198267e-07,2.237584746061267e-08,6.733827928785883e-06
1683,2.8874474082840607e-05,5.08554596275904e-07,2.237584746061267e-08,8.305856778991125e-06
1684,2.674124386560704e-05,4.998253595139041e-07,2.237584746061267e-08,7.699016058333135e-06
1685,2.3340241049092064e-05,5.001126197612393e-07,2.237584746061267e-08,7.628821387178115e-06
1686,2.694998706179571e-05,3.893112108244168e-07,2.237584746061267e-08,7.6040420741004965e-06
1687,2.7191839892891168e-05,3.400016522294079e-07,2.237584746061267e-08,8.094099679770547e-06
1688,2.5476315386185888e-05,2.747139973280355e-07,0.0,7.85502762872576e-06
1689,2.5128071943722068e-05,2.2564103525317997e-07,0.0,7.888824581771456e-06
1690,2.472840307226371e-05,3.2949249170347426e-07,0.0,5.806742722467918e-06
1691,2.5016741996556186e-05,3.444474876752273e-07,0.0,5.498946978020415e-06
1692,2.7448078461540198e-05,3.2424165600072487e-07,0.0,5.423855652354957e-06
1693,2.4473421165436904e-05,3.593148371854633e-07,0.0,6.225241577340057e-06
1694,2.1892255192921895e-05,3.425002980910514e-07,0.0,6.196719433709015e-06
1695,2.0320588191680145e-05,3.8894954051167066e-07,0.0,6.025005924519584e-06
1696,2.1194274787766127e-05,3.8887026221345877e-07,0.0,5.50277354705031e-06
1697,2.3317073880337246e-05,3.5114248118718804e-07,0.0,5.399757648254828e-06
1698,2.286253259496464e-05,3.39971949512931e-07,0.0,5.335385887000095e-06
1699,1.999331236999881e-05,3.9225011099525933e-07,0.0,5.331814041450603e-06
1700,1.8982198525918648e-05,3.685412813021165e-07,0.0,4.0264982479649395e-06
1701,1.8384700784476342e-05,4.0215628668452806e-07,0.0,3.477288243759956e-06
1702,1.7854976119581677e-05,3.690412638336836e-07,1.1985159785256525e-08,3.2391209775336653e-06
1703,1.5571788675775417e-05,3.706730028950135e-07,1.1985159785256525e-08,3.2274004167577786e-06
1704,1.2390961273922585e-05,3.651816931388956e-07,1.1985159785256525e-08,3.1298761444174616e-06
1705,1.1661045651375648e-05,3.3042748473885044e-07,1.1985159785256525e-08,2.719556472844228e-06
1706,1.1869424919755797e-05,3.003000890495449e-07,1.1985159785256525e-08,2.408311762077834e-06
1707,1.1198607613290992e-05,3.0991634300140246e-07,1.1985159785256525e-08,2.375024320956852e-06
1708,1.0954536004906654e-05,3.4837445639368525e-07,1.1985159785256525e-08,2.461126801530814e-06
1709,1.2294254962138698e-05,3.365487231121733e-07,0.0,2.3540176243841415e-06
1710,1.318625514353958e-05,3.3785513916687447e-07,0.0,2.3797877020115266e-06
1711,1.320431225134858e-05,4.226077103502186e-07,0.0,2.277073089576983e-06
1712,1.2842986767022272e-05,4.7117823547588547e-07,0.0,2.1263236931190477e-06
1713,1.4354446258429171e-05,4.5984548486493235e-07,0.0,2.130707490063547e-06
1714,1.5622231720564222e-05,4.495221150234231e-07,0.0,2.020909213180338e-06
1715,1.586031703482149e-05,4.88931689801575e-07,0.0,2.025063979869758e-06
1716,1.46903153758363e-05,5.205262445835095e-07,0.0,2.053382461651511e-06
1717,1.408894318696444e-05,5.472274417732998e-07,0.0,1.9858424756031515e-06
1718,1.4218252804961854e-05,4.405512856107764e-07,0.0,2.755874821299845e-06
1719,1.3180742371332599e-05,4.237711855077058e-07,0.0,2.760185712499411e-06
1720,1.205277807717461e-05,4.854421961551582e-07,0.0,3.2853577717365364e-06
1721,1.0580803778533923e-05,4.909560443268544e-07,0.0,3.725461299706824e-06
1722,1.2618126740043018e-05,4.1690849375949514e-07,0.0,3.63882046323332e-06
1723,1.3469371034651495e-05,3.8044010709979504e-07,0.0,4.5800108929532664e-06
1724,1.3516741156698636e-05,3.486634625460283e-07,0.0,4.483753091985168e-06
1725,1.3377435282434038e-05,3.2466058793748485e-07,0.0,4.473083874602578e-06
1726,1.4913681687695706e-05,2.97334239007796e-07,0.0,4.594517901880733e-06
1727,1.640945603347583e-05,2.522160765952971e-07,0.0,4.410764631757047e-06
1728,1.709679859881622e-05,2.4081358722989013e-07,0.0,4.274767499217498e-06
1729,1.6668712955184412e-05,1.9173684709780252e-07,0.0,4.407635580199505e-06
1730,1.6853876721662736e-05,1.7306032873420918e-07,1.636647592054682e-08,3.8806768835846535e-06
1731,1.634927061136945e-05,1.5067246904111797e-07,1.636647592054682e-08,3.921846557984411e-06
1732,1.726427191377817e-05,4.11341614738246e-07,1.636647592054682e-08,3.344757357938631e-06
1733,1.6887647689145524e-05,4.145279725824886e-07,2.3391245511967488e-08,3.8064064418514524e-06
1734,1.6928012103432722e-05,4.23289230460406e-07,2.3391245511967488e-08,3.9941111416348055e-06
1735,1.7234710087775185e-05,4.2969298671583343e-07,2.3391245511967488e-08,3.993163610565327e-06
1736,1.6212938914707464e-05,4.720722850087051e-07,2.3391245511967488e-08,4.0737295096602925e-06
1737,1.6012440028134733e-05,4.544441988433131e-07,7.024769591420668e-09,3.921826094353621e-06
1738,1.633985162438226e-05,4.6944472436345155e-07,7.024769591420668e-09,4.543249912915469e-06
1739,1.5189360835522945e-05,2.2637883846852803e-07,7.024769591420668e-09,4.654996960847971e-06
1740,1.5891221145076478e-05,2.2120410392290069e-07,0.0,4.572489420492534e-06
1741,1.5514862622824565e-05,2.385441401234597e-07,0.0,4.3443499505104096e-06
1742,2.0841228173854427e-05,2.1887469919030472e-07,0.0,4.796804237880029e-06
1743,2.1718768818703082e-05,2.215398069438379e-07,0.0,4.472606081305587e-06
1744,2.2463426181015427e-05,2.503306615965682e-07,0.0,4.2659682029417515e-06
1745,2.395691938415569e-05,2.5992127713639744e-07,0.0,3.5995781867573636e-06
1746,2.5696045538227607e-05,2.674359283868658e-07,0.0,3.6537829016326995e-06
1747,2.6118335102052826e-05,2.790783314919411e-07,0.0,3.279382748847378e-06
1748,2.5936603768578997e-05,2.6928295580676475e-07,0.0,3.3304436653582215e-06
1749,2.0846458158173065e-05,2.7492724135364757e-07,0.0,3.1015750404809036e-06
1750,2.109201549111666e-05,2.4682746462596175e-07,0.0,3.4837208724119203e-06
1751,2.1828023039103884e-05,2.646520625505998e-07,0.0,3.942170613819533e-06
1752,2.4117286687084872e-05,2.6038431347582704e-07,0.0,4.168684881733498e-06
1753,2.6556965946968247e-05,2.3564855362272802e-07,0.0,4.204255381929605e-06
1754,3.095164148752312e-05,2.3589772268906017e-07,4.184068710547503e-09,4.164432961520756e-06
1755,3.423854702435035e-05,2.1534078748735347e-07,4.184068710547503e-09,4.351874167696224e-06
1756,3.677488088474742e-05,2.5430926545563383e-07,7.2195392521377604e-09,4.162334497388136e-06
1757,4.173781131352631e-05,2.550719153353904e-07,7.2195392521377604e-09,4.055021690874128e-06
1758,4.125517781566097e-05,2.2639551287641423e-07,7.2195392521377604e-09,3.7315799415539786e-06
1759,3.898313246151831e-05,2.4085092016028806e-07,7.2195392521377604e-09,3.5286192801972253e-06
1760,3.762185666086485e-05,2.7366746735424385e-07,7.2195392521377604e-09,3.438761755855272e-06
1761,3.6441570046008565e-05,3.345227729109216e-07,3.035470541590257e-09,3.399820652053417e-06
1762,3.666804098299638e-05,3.7310231196637946e-07,3.035470541590257e-09,3.499191783313498e-06
1763,3.663160818437713e-05,3.405828518257944e-07,0.0,3.4854104049892546e-06
1764,3.668021521921868e-05,3.4104909575814547e-07,2.810679688991513e-09,3.7591815303780355e-06
1765,4.143429863948508e-05,3.662943604305318e-07,5.758088101564291e-09,4.7971831236282014e-06
1766,4.6553285886018004e-05,3.789656558085751e-07,5.758088101564291e-09,5.27482638647468e-06
1767,4.7805167663942226e-05,3.575615709548531e-07,5.758088101564291e-09,5.357047728336641e-06
1768,4.8933636467804066e-05,3.1923867993555177e-07,5.758088101564291e-09,6.676060950537378e-06
1769,4.8641109710193374e-05,2.9714067092559813e-07,5.758088101564291e-09,6.2646606368486705e-06
1770,5.210566502812851e-05,3.293395260633198e-07,5.758088101564291e-09,6.408033901347413e-06
1771,4.987804017478733e-05,3.35279062418132e-07,5.580052229804875e-09,6.161803834662091e-06
1772,4.993516059974874e-05,3.2471434760087246e-07,2.6326438172320975e-09,5.865182921687457e-06
1773,4.649054400423276e-05,3.092253767330736e-07,2.6326438172320975e-09,5.444287450830286e-06
1774,5.071002513951888e-05,3.308291931196956e-07,2.6326438172320975e-09,5.36669150668396e-06
1775,5.0142167830407356e-05,3.0112036191504945e-07,2.6326438172320975e-09,5.16745525861292e-06
1776,5.072821139557553e-05,2.913550503080842e-07,2.6326438172320975e-09,5.168655369353863e-06
1777,4.780178122538408e-05,2.6878347877560114e-07,2.6326438172320975e-09,5.2845272031325815e-06
1778,4.803674320490765e-05,2.680813326248556e-07,0.0,5.84805827332145e-06
1779,4.3204244190876905e-05,2.4903359019390336e-07,2.5616857206906776e-09,5.222756239423429e-06
1780,4.494232702459807e-05,2.688342358883996e-07,2.5616857206906776e-09,5.354271934265853e-06
1781,4.15055772983968e-05,2.494176527534364e-07,2.5616857206906776e-09,5.590789734404618e-06
1782,4.0991515301617e-05,2.557579189702405e-07,2.5616857206906776e-09,4.8301111681731915e-06
1783,4.036833005167344e-05,2.607154385714239e-07,2.5616857206906776e-09,5.074771576931068e-06
1784,4.100931697134261e-05,2.58145592267413e-07,7.555101940884664e-09,5.277300715533784e-06
1785,4.0115364234744834e-05,2.9480623555043296e-07,7.555101940884664e-09,5.0782227195408524e-06
1786,4.089629354504203e-05,3.212161914234457e-07,4.993416220193987e-09,5.3682944910958345e-06
1787,4.091394397879152e-05,3.359687557999028e-07,6.282557839045109e-09,5.364073980932257e-06
1788,4.206189883656667e-05,3.621561899892965e-07,6.282557839045109e-09,5.2842882983635974e-06
1789,4.214960998589439e-05,3.5954335381965006e-07,6.282557839045109e-09,5.295289936059687e-06
1790,4.103120019343416e-05,3.7778249455706306e-07,6.282557839045109e-09,5.057773120954932e-06
1791,4.156668105029634e-05,3.7968038668623194e-07,4.547040458443721e-09,4.638041770834077e-06
1792,4.285899402540443e-05,3.525718820388387e-07,4.547040458443721e-09,4.217645255266689e-06
1793,4.6244311566364816e-05,3.401792127988301e-07,5.533062579538799e-09,3.833349150487006e-06
1794,4.5945584653444325e-05,2.96637706144663e-07,4.243920960687677e-09,3.724742425349957e-06
1795,4.79637055832427e-05,3.257835560686674e-07,6.0704652098715024e-09,3.481298433273748e-06
1796,4.957450697215141e-05,3.46177874429746e-07,7.96678843530328e-09,3.2655209127239815e-06
1797,5.212306340191779e-05,3.3282980536699013e-07,8.533712086184714e-09,3.266620069553028e-06
1798,5.397964456018859e-05,3.319977111004846e-07,5.854469924721733e-09,3.0288744190849163e-06
1799,5.499427996775401e-05,3.2954611534868103e-07,5.854469924721733e-09,2.900957302439825e-06
1800,5.41021534965174e-05,3.2014684084710356e-07,4.868447803626655e-09,2.69672232531905e-06
1801,5.4826939698874154e-05,3.245684670868546e-07,6.261469247854328e-09,2.8580563561523116e-06
1802,5.2897746042747584e-05,2.631220244861002e-07,4.434924998670502e-09,2.881123805309471e-06
1803,5.2837415881055805e-05,2.411910011395386e-07,3.5916016192873356e-09,2.855124470053332e-06
1804,5.388463302681755e-05,2.5184413995508035e-07,3.0246779684059024e-09,2.741184013237736e-06
1805,5.250652092010049e-05,2.4209871948447213e-07,2.9653762937239694e-09,2.876949614411777e-06
1806,5.292008583117942e-05,2.3219627312950512e-07,2.9653762937239694e-09,3.018075777358068e-06
1807,5.429962038761005e-05,2.472552519553314e-07,3.3838187490126917e-09,3.101945237306479e-06
1808,5.355323602478685e-05,2.2842802950760544e-07,2.22616049404069e-09,2.860133365954555e-06
1809,5.2145105395798706e-05,2.2412684229168788e-07,2.22616049404069e-09,2.860727428404581e-06
1810,5.06250533882329e-05,2.0884767439253794e-07,1.391098300044088e-09,2.765223241242763e-06
1811,4.898672029542338e-05,1.7515113930650322e-07,1.625482240871382e-09,2.7067118090989036e-06
1812,4.921453364659101e-05,2.1501200819784572e-07,1.5835437564401138e-09,2.506756995249556e-06
1813,4.715713190047869e-05,2.0454861474458346e-07,1.5835437564401138e-09,2.4498282138145962e-06
1814,4.604654480187621e-05,1.78378333056831e-07,1.3740594376595742e-09,2.421388996611183e-06
1815,4.772960632440767e-05,1.8408984000676094e-07,1.1386962484039032e-09,2.341581583615542e-06
1816,4.9777980685965826e-05,2.0194924843508488e-07,1.1386962484039032e-09,2.2355019544712766e-06
1817,5.125389465579896e-05,1.9802222084308596e-07,9.207585963518941e-10,2.235503351195283e-06
1818,5.247440484319148e-05,2.0268610967377754e-07,6.863746555246004e-10,2.231206540922618e-06
1819,5.373970686507944e-05,1.5080680628086286e-07,2.0895813650818289e-10,2.323382497187205e-06
1820,5.4647329566900483e-05,1.734628877362151e-07,2.0895813650818289e-10,2.249512070713016e-06
1821,5.644839049117374e-05,1.7373221489996077e-07,0.0,2.2067760190631295e-06
1822,5.5200011307273856e-05,1.6171963628559232e-07,0.0,2.2160433153268448e-06
1823,5.452346054620908e-05,1.3612152827136015e-07,1.4046276840064464e-10,2.275103107811966e-06
1824,5.368406190037993e-05,1.2879997005451775e-07,1.4046276840064464e-10,2.330721080007996e-06
1825,5.302214360978853e-05,1.209162020034325e-07,1.4046276840064464e-10,2.2969804181879487e-06
1826,5.2330027496541985e-05,1.226466151495385e-07,2.5896101136473655e-10,2.2707072600626688e-06
1827,5.3837943206807335e-05,9.979278559058002e-08,2.5896101136473655e-10,2.119551725497461e-06
1828,5.425091824560825e-05,1.2435917844706118e-07,4.796196297261548e-10,2.026326910709031e-06
1829,5.391106242313981e-05,1.2890003781811693e-07,5.498939081860499e-10,1.8590865563185486e-06
1830,5.413678185764833e-05,1.3247040239353476e-07,5.047356818213952e-10,1.7051336271833861e-06
1831,5.494711409223133e-05,1.3412657194424226e-07,6.905250022575566e-10,1.5722252036149648e-06
1832,5.581111690844409e-05,1.339033569739253e-07,6.905250022575566e-10,1.4476177057076711e-06
1833,5.474908799182491e-05,1.2712484017843702e-07,5.720267592934647e-10,1.3713858574452128e-06
1834,5.36847577937546e-05,1.1614450556862721e-07,7.381471465807619e-10,1.400511337124044e-06
1835,5.229664956069817e-05,8.325721217212439e-08,5.174885282193437e-10,1.5035588246194363e-06
1836,5.326938844518736e-05,8.126805894903555e-08,5.973366087478179e-10,1.5995787764820437e-06
1837,5.2837243336918096e-05,8.753007715459457e-08,6.569148875661718e-10,1.6766444852172363e-06
