ngram,smoke,smok,smok,smoke
1851,2.1280867128682856e-05,2.3210850892090614e-08,2.3210850892090614e-08,2.1280867128682856e-05
1852,2.20102966912756e-05,2.045647993855125e-08,2.045647993855125e-08,2.20102966912756e-05
1853,2.268708989764231e-05,2.1534955152446855e-08,2.1534955152446855e-08,2.268708989764231e-05
1854,2.3009309058709603e-05,2.178733511064885e-08,2.178733511064885e-08,2.3009309058709603e-05
1855,2.3142119451741955e-05,2.269305936814752e-08,2.269305936814752e-08,2.3142119451741955e-05
1856,2.3183624892096433e-05,2.1150365014932504e-08,2.1150365014932504e-08,2.3183624892096433e-05
1857,2.34764650355958e-05,2.0534945680391762e-08,2.0534945680391762e-08,2.34764650355958e-05
1858,2.2973375182898182e-05,2.0376641834169666e-08,2.0376641834169666e-08,2.2973375182898182e-05
1859,2.2588869407107787e-05,1.938472087610015e-08,1.938472087610015e-08,2.2588869407107787e-05
1860,2.2281113810354975e-05,1.7605178267591067e-08,1.7605178267591067e-08,2.2281113810354975e-05
1861,2.2195233343934107e-05,1.797886055905045e-08,1.797886055905045e-08,2.2195233343934107e-05
1862,2.2325020056866508e-05,1.9345152273737247e-08,1.9345152273737247e-08,2.2325020056866508e-05
1863,2.2575122004907045e-05,2.0706695532827065e-08,2.0706695532827065e-08,2.2575122004907045e-05
1864,2.250061905734973e-05,2.0865277505777158e-08,2.0865277505777158e-08,2.250061905734973e-05
1865,2.2632839318248443e-05,2.195729997822582e-08,2.195729997822582e-08,2.2632839318248443e-05
1866,2.2673783470444115e-05,2.67094620706335e-08,2.67094620706335e-08,2.2673783470444115e-05
1867,2.2391274147334377e-05,2.821710078291874e-08,2.821710078291874e-08,2.2391274147334377e-05
1868,2.2256464165236268e-05,2.7631463339616857e-08,2.7631463339616857e-08,2.2256464165236268e-05
1869,2.1986830688547343e-05,2.7179497002245105e-08,2.7179497002245105e-08,2.1986830688547343e-05
1870,2.1538936250310924e-05,2.7112058376133064e-08,2.7112058376133064e-08,2.1538936250310924e-05
1871,2.1221746594944436e-05,2.7124541343174054e-08,2.7124541343174054e-08,2.1221746594944436e-05
1872,2.0891762687824667e-05,2.8248362633170084e-08,2.8248362633170084e-08,2.0891762687824667e-05
1873,2.0588455039874782e-05,2.3994346319357518e-08,2.3994346319357518e-08,2.0588455039874782e-05
1874,2.0365454214957674e-05,2.537027832261174e-08,2.537027832261174e-08,2.0365454214957674e-05
1875,1.9890192041722393e-05,2.667644771747746e-08,2.667644771747746e-08,1.9890192041722393e-05
1876,1.9655965713484746e-05,2.773433343301284e-08,2.773433343301284e-08,1.9655965713484746e-05
1877,1.9624772383914596e-05,2.8985078971897693e-08,2.8985078971897693e-08,1.9624772383914596e-05
1878,1.9706182813804064e-05,2.895318803755994e-08,2.895318803755994e-08,1.9706182813804064e-05
1879,2.0065338893411016e-05,2.7833826164526598e-08,2.7833826164526598e-08,2.0065338893411016e-05
1880,2.027526040494974e-05,3.0042338140999295e-08,3.0042338140999295e-08,2.027526040494974e-05
1881,2.0633510627833728e-05,2.88262843436574e-08,2.88262843436574e-08,2.0633510627833728e-05
1882,2.0831732139673216e-05,2.8458477479326964e-08,2.8458477479326964e-08,2.0831732139673216e-05
1883,2.0819297787966207e-05,2.572497947994634e-08,2.572497947994634e-08,2.0819297787966207e-05
1884,2.072744402019972e-05,2.4960748388837472e-08,2.4960748388837472e-08,2.072744402019972e-05
1885,2.0595311850359265e-05,2.5874342668430472e-08,2.5874342668430472e-08,2.0595311850359265e-05
1886,2.019919936304047e-05,2.7429966108018433e-08,2.7429966108018433e-08,2.019919936304047e-05
1887,2.0020599030041402e-05,2.5680122663272542e-08,2.5680122663272542e-08,2.0020599030041402e-05
1888,2.0060970460430587e-05,2.5498064865863464e-08,2.5498064865863464e-08,2.0060970460430587e-05
1889,2.0340458442141035e-05,2.5471104336816097e-08,2.5471104336816097e-08,2.0340458442141035e-05
1890,2.062913855687449e-05,2.6394111277535818e-08,2.6394111277535818e-08,2.062913855687449e-05
1891,2.0942972176791435e-05,2.7638085090383616e-08,2.7638085090383616e-08,2.0942972176791435e-05
1892,2.1031391692564023e-05,2.598963304884754e-08,2.598963304884754e-08,2.1031391692564023e-05
1893,2.1237501901591065e-05,2.373180560003415e-08,2.373180560003415e-08,2.1237501901591065e-05
1894,2.1265591775383136e-05,2.3188362468269067e-08,2.3188362468269067e-08,2.1265591775383136e-05
1895,2.1515889394712368e-05,2.3274056459854364e-08,2.3274056459854364e-08,2.1515889394712368e-05
1896,2.1912691019159475e-05,2.387099838431693e-08,2.387099838431693e-08,2.1912691019159475e-05
1897,2.2018771882617978e-05,2.52808976292889e-08,2.52808976292889e-08,2.2018771882617978e-05
1898,2.1806858837538e-05,2.3930476140370567e-08,2.3930476140370567e-08,2.1806858837538e-05
1899,2.203622560565626e-05,2.4042377485703322e-08,2.4042377485703322e-08,2.203622560565626e-05
1900,2.1923197501954356e-05,2.4528889142061416e-08,2.4528889142061416e-08,2.1923197501954356e-05
1901,2.2061034542275593e-05,2.4938116841407724e-08,2.4938116841407724e-08,2.2061034542275593e-05
1902,2.197071314315378e-05,2.4750512242884985e-08,2.4750512242884985e-08,2.197071314315378e-05
1903,2.1376884563194055e-05,2.4331954356122358e-08,2.4331954356122358e-08,2.1376884563194055e-05
1904,2.1253555002788615e-05,2.352116342966123e-08,2.352116342966123e-08,2.1253555002788615e-05
1905,2.143169123363415e-05,2.3610354052802255e-08,2.3610354052802255e-08,2.143169123363415e-05
1906,2.1351052834818673e-05,2.3402476147436702e-08,2.3402476147436702e-08,2.1351052834818673e-05
1907,2.146706122273047e-05,2.357642462210866e-08,2.357642462210866e-08,2.146706122273047e-05
1908,2.144402735991337e-05,2.4018930082953764e-08,2.4018930082953764e-08,2.144402735991337e-05
1909,2.1439472090735633e-05,2.415814316845756e-08,2.415814316845756e-08,2.1439472090735633e-05
1910,2.152340338008279e-05,2.4487950714810073e-08,2.4487950714810073e-08,2.152340338008279e-05
1911,2.1443836625881625e-05,2.4829718471762263e-08,2.4829718471762263e-08,2.1443836625881625e-05
1912,2.1736684305194232e-05,2.5659088060641418e-08,2.5659088060641418e-08,2.1736684305194232e-05
1913,2.1454662990955902e-05,2.6820828732557596e-08,2.6820828732557596e-08,2.1454662990955902e-05
1914,2.113879911900897e-05,2.6461780322506456e-08,2.6461780322506456e-08,2.113879911900897e-05
1915,2.0725080113542e-05,2.658943034004681e-08,2.658943034004681e-08,2.0725080113542e-05
1916,2.015288399499176e-05,2.7017193307951208e-08,2.7017193307951208e-08,2.015288399499176e-05
1917,1.9709482460582096e-05,2.6317143765806706e-08,2.6317143765806706e-08,1.9709482460582096e-05
1918,1.9185256470726536e-05,2.4801707354527025e-08,2.4801707354527025e-08,1.9185256470726536e-05
1919,1.8443439850151272e-05,2.375816927318348e-08,2.375816927318348e-08,1.8443439850151272e-05
1920,1.8395932524331977e-05,2.2742371287774532e-08,2.2742371287774532e-08,1.8395932524331977e-05
1921,1.8302942927610794e-05,2.2126506595197626e-08,2.2126506595197626e-08,1.8302942927610794e-05
1922,1.8289353257776903e-05,2.165581136637229e-08,2.165581136637229e-08,1.8289353257776903e-05
1923,1.8141247502561392e-05,2.1201257130850796e-08,2.1201257130850796e-08,1.8141247502561392e-05
1924,1.8089217129662366e-05,2.0654594986727456e-08,2.0654594986727456e-08,1.8089217129662366e-05
1925,1.8170201396320147e-05,2.0970527156042148e-08,2.0970527156042148e-08,1.8170201396320147e-05
1926,1.811637334217916e-05,2.093308333022443e-08,2.093308333022443e-08,1.811637334217916e-05
1927,1.78782702278113e-05,2.1100241300229883e-08,2.1100241300229883e-08,1.78782702278113e-05
1928,1.7552196888053523e-05,2.0880857931615537e-08,2.0880857931615537e-08,1.7552196888053523e-05
1929,1.722972228890285e-05,2.0142205617698243e-08,2.0142205617698243e-08,1.722972228890285e-05
1930,1.701383553154301e-05,1.9749331313180718e-08,1.9749331313180718e-08,1.701383553154301e-05
1931,1.6684628073042923e-05,1.9131747868479058e-08,1.9131747868479058e-08,1.6684628073042923e-05
1932,1.6470876809242846e-05,1.8768665859576165e-08,1.8768665859576165e-08,1.6470876809242846e-05
1933,1.623219369711088e-05,1.718212886256002e-08,1.718212886256002e-08,1.623219369711088e-05
1934,1.6024307634714724e-05,1.6986983121723498e-08,1.6986983121723498e-08,1.6024307634714724e-05
1935,1.6027673544678172e-05,1.7569779662908658e-08,1.7569779662908658e-08,1.6027673544678172e-05
1936,1.5691253793193027e-05,1.8082280434888228e-08,1.8082280434888228e-08,1.5691253793193027e-05
1937,1.5594215905626436e-05,1.8002961534234274e-08,1.8002961534234274e-08,1.5594215905626436e-05
1938,1.5524378925744842e-05,1.8354015069681802e-08,1.8354015069681802e-08,1.5524378925744842e-05
1939,1.580409272199696e-05,1.847421149392403e-08,1.847421149392403e-08,1.580409272199696e-05
1940,1.5979298820769016e-05,2.016455244050316e-08,2.016455244050316e-08,1.5979298820769016e-05
1941,1.6389321379912352e-05,2.117521776970729e-08,2.117521776970729e-08,1.6389321379912352e-05
1942,1.6497460299953154e-05,2.1335838746543752e-08,2.1335838746543752e-08,1.6497460299953154e-05
1943,1.7056610886356793e-05,2.147139202942786e-08,2.147139202942786e-08,1.7056610886356793e-05
1944,1.7324236198744203e-05,2.189306996009626e-08,2.189306996009626e-08,1.7324236198744203e-05
1945,1.744846122164745e-05,2.2037176908692605e-08,2.2037176908692605e-08,1.744846122164745e-05
1946,1.7092273213035825e-05,2.190480102066366e-08,2.190480102066366e-08,1.7092273213035825e-05
1947,1.6842485430450843e-05,2.0801510101721632e-08,2.0801510101721632e-08,1.6842485430450843e-05
1948,1.6385363258970237e-05,1.91966173750708e-08,1.91966173750708e-08,1.6385363258970237e-05
1949,1.6248051127019736e-05,1.8286010927681673e-08,1.8286010927681673e-08,1.6248051127019736e-05
1950,1.5937288480927236e-05,1.8458967180176193e-08,1.8458967180176193e-08,1.5937288480927236e-05
1951,1.6052017079865827e-05,1.817998830842628e-08,1.817998830842628e-08,1.6052017079865827e-05
1952,1.5910986024079777e-05,1.8221369809826423e-08,1.8221369809826423e-08,1.5910986024079777e-05
1953,1.5775097121409738e-05,1.7499155013922518e-08,1.7499155013922518e-08,1.5775097121409738e-05
1954,1.575478004919465e-05,1.8304149941781944e-08,1.8304149941781944e-08,1.575478004919465e-05
1955,1.56237453796036e-05,1.847563257939555e-08,1.847563257939555e-08,1.56237453796036e-05
1956,1.542404256075055e-05,1.8443110277084022e-08,1.8443110277084022e-08,1.542404256075055e-05
1957,1.508874551551084e-05,1.7602824214130967e-08,1.7602824214130967e-08,1.508874551551084e-05
1958,1.4533448068375168e-05,1.7134133730881525e-08,1.7134133730881525e-08,1.4533448068375168e-05
1959,1.4302135761162e-05,1.728819538320587e-08,1.728819538320587e-08,1.4302135761162e-05
1960,1.4090141511197934e-05,1.8837494358032407e-08,1.8837494358032407e-08,1.4090141511197934e-05
1961,1.3773870185624609e-05,1.9186539341425098e-08,1.9186539341425098e-08,1.3773870185624609e-05
1962,1.3596222873145183e-05,1.9253109836573198e-08,1.9253109836573198e-08,1.3596222873145183e-05
1963,1.3413625051076192e-05,1.9444654394565727e-08,1.9444654394565727e-08,1.3413625051076192e-05
1964,1.3526366404091408e-05,1.9488278927123507e-08,1.9488278927123507e-08,1.3526366404091408e-05
1965,1.3615212862662571e-05,2.059913458854875e-08,2.059913458854875e-08,1.3615212862662571e-05
1966,1.3709987927411151e-05,2.1440989935886786e-08,2.1440989935886786e-08,1.3709987927411151e-05
1967,1.408399280730269e-05,2.0934883033468006e-08,2.0934883033468006e-08,1.408399280730269e-05
1968,1.444641605173404e-05,2.0942331043930348e-08,2.0942331043930348e-08,1.444641605173404e-05
1969,1.4716001195275957e-05,2.103027441080485e-08,2.103027441080485e-08,1.4716001195275957e-05
1970,1.4828899501091136e-05,2.0993673339424797e-08,2.0993673339424797e-08,1.4828899501091136e-05
1971,1.4753267350897659e-05,2.125982792985529e-08,2.125982792985529e-08,1.4753267350897659e-05
1972,1.460910555449248e-05,2.0456426647846067e-08,2.0456426647846067e-08,1.460910555449248e-05
1973,1.4902464239899668e-05,2.1402508463909597e-08,2.1402508463909597e-08,1.4902464239899668e-05
1974,1.4717484711062362e-05,2.1887110536665333e-08,2.1887110536665333e-08,1.4717484711062362e-05
1975,1.4605950777227658e-05,2.166800301089162e-08,2.166800301089162e-08,1.4605950777227658e-05
1976,1.4590537440588897e-05,2.221079751864506e-08,2.221079751864506e-08,1.4590537440588897e-05
1977,1.4693880984850693e-05,2.331192585001775e-08,2.331192585001775e-08,1.4693880984850693e-05
1978,1.4869418789333264e-05,2.3745330527244083e-08,2.3745330527244083e-08,1.4869418789333264e-05
1979,1.5055689540791459e-05,2.4384938766632202e-08,2.4384938766632202e-08,1.5055689540791459e-05
1980,1.5195943498318748e-05,2.3507070322027956e-08,2.3507070322027956e-08,1.5195943498318748e-05
1981,1.5351384198376244e-05,2.3518910247893084e-08,2.3518910247893084e-08,1.5351384198376244e-05
1982,1.547981316564671e-05,2.3662163276380203e-08,2.3662163276380203e-08,1.547981316564671e-05
1983,1.5715388144599274e-05,2.447815309177973e-08,2.447815309177973e-08,1.5715388144599274e-05
1984,1.5960256990053623e-05,2.5319542779860578e-08,2.5319542779860578e-08,1.5960256990053623e-05
1985,1.6089781768511913e-05,2.5720062016684357e-08,2.5720062016684357e-08,1.6089781768511913e-05
1986,1.6208682999214424e-05,2.6221139799125533e-08,2.6221139799125533e-08,1.6208682999214424e-05
1987,1.6031473933253437e-05,2.6138195861692892e-08,2.6138195861692892e-08,1.6031473933253437e-05
1988,1.619772072964614e-05,2.5543120126972748e-08,2.5543120126972748e-08,1.619772072964614e-05
1989,1.615330932379168e-05,2.5136168194502976e-08,2.5136168194502976e-08,1.615330932379168e-05
1990,1.6128339016826692e-05,2.45192678858887e-08,2.45192678858887e-08,1.6128339016826692e-05
1991,1.605855192922588e-05,2.3320646747038154e-08,2.3320646747038154e-08,1.605855192922588e-05
1992,1.598148680516585e-05,2.313413689185901e-08,2.313413689185901e-08,1.598148680516585e-05
1993,1.600488758413121e-05,2.292917728701533e-08,2.292917728701533e-08,1.600488758413121e-05
1994,1.6055475758288855e-05,2.3371422638466096e-08,2.3371422638466096e-08,1.6055475758288855e-05
1995,1.6154264033372912e-05,2.4059306927678596e-08,2.4059306927678596e-08,1.6154264033372912e-05
1996,1.6401417139734675e-05,2.442558840901451e-08,2.442558840901451e-08,1.6401417139734675e-05
1997,1.6790969051986133e-05,2.4282914472857035e-08,2.4282914472857035e-08,1.6790969051986133e-05
1998,1.7328277473487625e-05,2.4690128291077988e-08,2.4690128291077988e-08,1.7328277473487625e-05
1999,1.791149302984455e-05,2.424424216940224e-08,2.424424216940224e-08,1.791149302984455e-05
2000,1.8477929188520648e-05,2.363685958073347e-08,2.363685958073347e-08,1.8477929188520648e-05
2001,1.9229160898248665e-05,2.2755160041957164e-08,2.2755160041957164e-08,1.9229160898248665e-05
2002,1.9917066310881637e-05,2.169140092941494e-08,2.169140092941494e-08,1.9917066310881637e-05
2003,2.071645862348045e-05,2.1176835523257457e-08,2.1176835523257457e-08,2.071645862348045e-05
2004,2.1292938202220413e-05,2.0643322479989886e-08,2.0643322479989886e-08,2.1292938202220413e-05
2005,2.2072348396510017e-05,2.0277165851163252e-08,2.0277165851163252e-08,2.2072348396510017e-05
2006,2.314432692531097e-05,2.0259470545624936e-08,2.0259470545624936e-08,2.314432692531097e-05
2007,2.4330377657731462e-05,1.9710340026790618e-08,1.9710340026790618e-08,2.4330377657731462e-05
2008,2.5665337618972573e-05,1.8654480753761097e-08,1.8654480753761097e-08,2.5665337618972573e-05
2009,2.6547536825611523e-05,1.8487957450677835e-08,1.8487957450677835e-08,2.6547536825611523e-05
2010,2.7217795442473808e-05,1.8636496409588484e-08,1.8636496409588484e-08,2.7217795442473808e-05
2011,2.8407393204231213e-05,1.7823821656699172e-08,1.7823821656699172e-08,2.8407393204231213e-05
2012,2.9193258472202744e-05,1.648283122688911e-08,1.648283122688911e-08,2.9193258472202744e-05
2013,2.9305948503731217e-05,1.4787451263487128e-08,1.4787451263487128e-08,2.9305948503731217e-05
2014,2.9649613290010685e-05,1.4278554846417331e-08,1.4278554846417331e-08,2.9649613290010685e-05
2015,2.9527505570773167e-05,1.4495357295426662e-08,1.4495357295426662e-08,2.9527505570773167e-05
2016,2.979357564722055e-05,1.3198985269826023e-08,1.3198985269826023e-08,2.979357564722055e-05
2017,3.0166967917466536e-05,1.1921733822362057e-08,1.1921733822362057e-08,3.0166967917466536e-05
2018,2.9876741609768943e-05,1.1543854405715592e-08,1.1543854405715592e-08,2.9876741609768943e-05
2019,2.968543685710756e-05,1.1289981838302765e-08,1.1289981838302765e-08,2.968543685710756e-05
