ngram,smoke,smok,smok,smoke
1559,3.2927476110801634e-05,0.0,0.0,3.2927476110801634e-05
1560,3.65169980796054e-05,0.0,0.0,3.65169980796054e-05
1561,8.747191584136869e-06,0.0,0.0,8.747191584136869e-06
1562,1.9413479354365597e-05,0.0,0.0,1.9413479354365597e-05
1563,1.9413479354365597e-05,0.0,0.0,1.9413479354365597e-05
1564,1.9413479354365597e-05,0.0,0.0,1.9413479354365597e-05
1565,1.9413479354365597e-05,0.0,0.0,1.9413479354365597e-05
1566,1.4255809739032494e-05,0.0,0.0,1.4255809739032494e-05
1567,1.134868508805604e-05,0.0,0.0,1.134868508805604e-05
1568,1.134868508805604e-05,0.0,0.0,1.134868508805604e-05
1569,1.4251026446540242e-06,0.0,0.0,1.4251026446540242e-06
1570,2.1068263192449065e-05,0.0,0.0,2.1068263192449065e-05
1571,2.1068263192449065e-05,0.0,0.0,2.1068263192449065e-05
1572,2.1068263192449065e-05,0.0,0.0,2.1068263192449065e-05
1573,2.1068263192449065e-05,0.0,0.0,2.1068263192449065e-05
1574,2.0930577420585905e-05,0.0,0.0,2.0930577420585905e-05
1575,2.4702416177595815e-05,0.0,0.0,2.4702416177595815e-05
1576,2.4861071746532355e-05,0.0,0.0,2.4861071746532355e-05
1577,5.217911198737316e-06,0.0,0.0,5.217911198737316e-06
1578,6.6633898378703246e-06,0.0,0.0,6.6633898378703246e-06
1579,7.310144643010322e-06,0.0,0.0,7.310144643010322e-06
1580,8.300605486510904e-06,0.0,0.0,8.300605486510904e-06
1581,7.755893940546749e-06,0.0,0.0,7.755893940546749e-06
1582,3.331275222860443e-05,0.0,0.0,3.331275222860443e-05
1583,3.337263654300061e-05,0.0,0.0,3.337263654300061e-05
1584,3.517085971387652e-05,0.0,0.0,3.517085971387652e-05
1585,3.448025342679882e-05,0.0,0.0,3.448025342679882e-05
1586,3.383349862165882e-05,0.0,0.0,3.383349862165882e-05
1587,3.388127645718798e-05,0.0,0.0,3.388127645718798e-05
1588,3.4550782272292834e-05,0.0,0.0,3.4550782272292834e-05
1589,6.342444066831376e-06,0.0,0.0,6.342444066831376e-06
1590,7.980955420602445e-06,0.0,0.0,7.980955420602445e-06
1591,7.781933033714137e-06,0.0,0.0,7.781933033714137e-06
1592,9.414947856255043e-06,0.0,0.0,9.414947856255043e-06
1593,1.1424438460900482e-05,0.0,0.0,1.1424438460900482e-05
1594,1.105672611499488e-05,0.0,0.0,1.105672611499488e-05
1595,1.083801739046716e-05,0.0,0.0,1.083801739046716e-05
1596,1.055933145315586e-05,0.0,0.0,1.055933145315586e-05
1597,9.77550631172822e-06,1.2106209266806089e-07,1.2106209266806089e-07,9.77550631172822e-06
1598,8.53017685845511e-06,1.2106209266806089e-07,1.2106209266806089e-07,8.53017685845511e-06
1599,6.260200832132666e-06,1.2106209266806089e-07,1.2106209266806089e-07,6.260200832132666e-06
1600,4.783240651054907e-06,1.2106209266806089e-07,1.2106209266806089e-07,4.783240651054907e-06
1601,6.6519245202860996e-06,3.163859543877022e-07,3.163859543877022e-07,6.6519245202860996e-06
1602,8.393542624876968e-06,3.163859543877022e-07,3.163859543877022e-07,8.393542624876968e-06
1603,7.963979831921669e-06,3.163859543877022e-07,3.163859543877022e-07,7.963979831921669e-06
1604,6.8291296884126496e-06,1.953238617196413e-07,1.953238617196413e-07,6.8291296884126496e-06
1605,6.812569024207603e-06,1.953238617196413e-07,1.953238617196413e-07,6.812569024207603e-06
1606,9.25722130367441e-06,1.953238617196413e-07,1.953238617196413e-07,9.25722130367441e-06
1607,9.471187955309038e-06,1.953238617196413e-07,1.953238617196413e-07,9.471187955309038e-06
1608,1.2123595427380809e-05,0.0,0.0,1.2123595427380809e-05
1609,1.0308528187254393e-05,0.0,0.0,1.0308528187254393e-05
1610,1.180814202988196e-05,0.0,0.0,1.180814202988196e-05
1611,1.2458420412388347e-05,0.0,0.0,1.2458420412388347e-05
1612,1.4273115571735876e-05,0.0,0.0,1.4273115571735876e-05
1613,1.538619312668743e-05,0.0,0.0,1.538619312668743e-05
1614,1.760618374646583e-05,0.0,0.0,1.760618374646583e-05
1615,1.2795509324600321e-05,0.0,0.0,1.2795509324600321e-05
1616,1.2778585901937081e-05,0.0,0.0,1.2778585901937081e-05
1617,1.494372600063798e-05,0.0,0.0,1.494372600063798e-05
1618,1.4400183447703188e-05,0.0,0.0,1.4400183447703188e-05
1619,1.3260988128292541e-05,0.0,0.0,1.3260988128292541e-05
1620,9.887563887137471e-06,0.0,0.0,9.887563887137471e-06
1621,8.526838200850761e-06,0.0,0.0,8.526838200850761e-06
1622,8.356940173013885e-06,0.0,0.0,8.356940173013885e-06
1623,9.882415010257059e-06,0.0,0.0,9.882415010257059e-06
1624,6.8508762914072056e-06,0.0,0.0,6.8508762914072056e-06
1625,6.478382634408522e-06,0.0,0.0,6.478382634408522e-06
1626,6.1544375772168025e-06,0.0,0.0,6.1544375772168025e-06
1627,6.491306196819226e-06,0.0,0.0,6.491306196819226e-06
1628,5.671683733713248e-06,0.0,0.0,5.671683733713248e-06
1629,5.6256971967221555e-06,0.0,0.0,5.6256971967221555e-06
1630,4.257291802137583e-06,0.0,0.0,4.257291802137583e-06
1631,4.799006140793998e-06,0.0,0.0,4.799006140793998e-06
1632,4.383682689227239e-06,0.0,0.0,4.383682689227239e-06
1633,3.694817239972638e-06,0.0,0.0,3.694817239972638e-06
1634,3.425986359876073e-06,0.0,0.0,3.425986359876073e-06
1635,3.216084792256879e-06,0.0,0.0,3.216084792256879e-06
1636,3.398403740512939e-06,0.0,0.0,3.398403740512939e-06
1637,3.7588312937129686e-06,0.0,0.0,3.7588312937129686e-06
1638,2.306461697441721e-06,0.0,0.0,2.306461697441721e-06
1639,3.08516398003381e-06,0.0,0.0,3.08516398003381e-06
1640,3.08516398003381e-06,0.0,0.0,3.08516398003381e-06
1641,3.0135199316256537e-06,0.0,0.0,3.0135199316256537e-06
1642,2.9770311341183387e-06,0.0,0.0,2.9770311341183387e-06
1643,4.165135083310036e-06,0.0,0.0,4.165135083310036e-06
1644,3.562197946394008e-06,0.0,0.0,3.562197946394008e-06
1645,3.57487835702029e-06,0.0,0.0,3.57487835702029e-06
1646,3.400606504198679e-06,0.0,0.0,3.400606504198679e-06
1647,3.712743169411884e-06,0.0,0.0,3.712743169411884e-06
1648,3.7809266229617478e-06,0.0,0.0,3.7809266229617478e-06
1649,3.397632992476117e-06,0.0,0.0,3.397632992476117e-06
1650,2.828394420768226e-06,0.0,0.0,2.828394420768226e-06
1651,3.5854119784874328e-06,0.0,0.0,3.5854119784874328e-06
1652,3.939104073781761e-06,0.0,0.0,3.939104073781761e-06
1653,3.4854252005191355e-06,0.0,0.0,3.4854252005191355e-06
1654,4.085918655099314e-06,0.0,0.0,4.085918655099314e-06
1655,5.927040352357185e-06,0.0,0.0,5.927040352357185e-06
1656,7.67349276234849e-06,0.0,0.0,7.67349276234849e-06
1657,7.81942703399961e-06,0.0,0.0,7.81942703399961e-06
1658,1.252429782588089e-05,0.0,0.0,1.252429782588089e-05
1659,1.247359583495771e-05,0.0,0.0,1.247359583495771e-05
1660,1.248319387871431e-05,0.0,0.0,1.248319387871431e-05
1661,1.2914271889842763e-05,0.0,0.0,1.2914271889842763e-05
1662,1.1355954062050192e-05,0.0,0.0,1.1355954062050192e-05
1663,1.0372775802482335e-05,0.0,0.0,1.0372775802482335e-05
1664,9.850143247344281e-06,0.0,0.0,9.850143247344281e-06
1665,4.466003442108299e-06,0.0,0.0,4.466003442108299e-06
1666,4.61488882917495e-06,0.0,0.0,4.61488882917495e-06
1667,4.811514697524087e-06,0.0,0.0,4.811514697524087e-06
1668,4.430377300325615e-06,0.0,0.0,4.430377300325615e-06
1669,4.619494120561285e-06,0.0,0.0,4.619494120561285e-06
1670,4.124905282359188e-06,0.0,0.0,4.124905282359188e-06
1671,3.6918013230596055e-06,0.0,0.0,3.6918013230596055e-06
1672,3.585074393543307e-06,0.0,0.0,3.585074393543307e-06
1673,3.4807058162706587e-06,2.4742870355761885e-08,2.4742870355761885e-08,3.4807058162706587e-06
1674,3.4815661008126753e-06,2.4742870355761885e-08,2.4742870355761885e-08,3.4815661008126753e-06
1675,3.0680913596370374e-06,2.4742870355761885e-08,2.4742870355761885e-08,3.0680913596370374e-06
1676,2.6588418709902077e-06,2.4742870355761885e-08,2.4742870355761885e-08,2.6588418709902077e-06
1677,2.4352182046121536e-06,2.4742870355761885e-08,2.4742870355761885e-08,2.4352182046121536e-06
1678,2.5974745767598506e-06,2.4742870355761885e-08,2.4742870355761885e-08,2.5974745767598506e-06
1679,2.5821862631606303e-06,2.4742870355761885e-08,2.4742870355761885e-08,2.5821862631606303e-06
1680,2.4312655243972714e-06,0.0,0.0,2.4312655243972714e-06
1681,2.744705203180534e-06,0.0,0.0,2.744705203180534e-06
1682,2.5383467670638183e-06,0.0,0.0,2.5383467670638183e-06
1683,2.50609179732107e-06,0.0,0.0,2.50609179732107e-06
1684,2.596790409370442e-06,0.0,0.0,2.596790409370442e-06
1685,2.399328260643025e-06,0.0,0.0,2.399328260643025e-06
1686,2.9698575352605464e-06,0.0,0.0,2.9698575352605464e-06
1687,3.1615220450476045e-06,0.0,0.0,3.1615220450476045e-06
1688,3.0027539586236732e-06,0.0,0.0,3.0027539586236732e-06
1689,2.9441569365319864e-06,0.0,0.0,2.9441569365319864e-06
1690,2.6507982754862624e-06,0.0,0.0,2.6507982754862624e-06
1691,2.8968356267406695e-06,0.0,0.0,2.8968356267406695e-06
1692,3.4383058959974733e-06,0.0,0.0,3.4383058959974733e-06
1693,2.7311125125249547e-06,0.0,0.0,2.7311125125249547e-06
1694,2.512523516478333e-06,0.0,0.0,2.512523516478333e-06
1695,2.1860978124875274e-06,0.0,0.0,2.1860978124875274e-06
1696,2.122400522759043e-06,0.0,0.0,2.122400522759043e-06
1697,2.914892214838411e-06,0.0,0.0,2.914892214838411e-06
1698,2.511465571127961e-06,0.0,0.0,2.511465571127961e-06
1699,2.0186643285212213e-06,0.0,0.0,2.0186643285212213e-06
1700,2.0805849771932117e-06,0.0,0.0,2.0805849771932117e-06
1701,2.092242620424908e-06,0.0,0.0,2.092242620424908e-06
1702,2.133879011775467e-06,0.0,0.0,2.133879011775467e-06
1703,2.310919317746344e-06,0.0,0.0,2.310919317746344e-06
1704,1.6224585611520785e-06,0.0,0.0,1.6224585611520785e-06
1705,1.8997332550238103e-06,0.0,0.0,1.8997332550238103e-06
1706,2.3500507008325907e-06,0.0,0.0,2.3500507008325907e-06
1707,2.400668173712412e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.400668173712412e-06
1708,2.3034991727399756e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.3034991727399756e-06
1709,2.3162814548933445e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.3162814548933445e-06
1710,2.3836035195147687e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.3836035195147687e-06
1711,2.456798646172891e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.456798646172891e-06
1712,2.4357805484344553e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.4357805484344553e-06
1713,2.1400995332701963e-06,2.4304906024294074e-08,2.4304906024294074e-08,2.1400995332701963e-06
1714,2.230227745972765e-06,0.0,0.0,2.230227745972765e-06
1715,2.3723646011473775e-06,0.0,0.0,2.3723646011473775e-06
1716,2.618886972933459e-06,0.0,0.0,2.618886972933459e-06
1717,2.6431313082347126e-06,0.0,0.0,2.6431313082347126e-06
1718,2.9813942806608144e-06,7.741756442263587e-09,7.741756442263587e-09,2.9813942806608144e-06
1719,2.8076119146395025e-06,7.741756442263587e-09,7.741756442263587e-09,2.8076119146395025e-06
1720,2.7458441828847365e-06,7.741756442263587e-09,7.741756442263587e-09,2.7458441828847365e-06
1721,2.6068053102790145e-06,5.154204682103877e-08,5.154204682103877e-08,2.6068053102790145e-06
1722,3.902326365537842e-06,1.133627404012064e-07,1.133627404012064e-07,3.902326365537842e-06
1723,3.730237657301976e-06,1.133627404012064e-07,1.133627404012064e-07,3.730237657301976e-06
1724,3.458411729947589e-06,1.133627404012064e-07,1.133627404012064e-07,3.458411729947589e-06
1725,3.1478952645816856e-06,1.0562098395894282e-07,1.0562098395894282e-07,3.1478952645816856e-06
1726,3.428819354667212e-06,1.1200848198151497e-07,1.1200848198151497e-07,3.428819354667212e-06
1727,3.5287105707279158e-06,1.1200848198151497e-07,1.1200848198151497e-07,3.5287105707279158e-06
1728,3.5718958802785243e-06,6.820819160273978e-08,6.820819160273978e-08,3.5718958802785243e-06
1729,2.132128315679438e-06,6.3874980225721495e-09,6.3874980225721495e-09,2.132128315679438e-06
1730,2.3818377517922533e-06,6.3874980225721495e-09,6.3874980225721495e-09,2.3818377517922533e-06
1731,2.5129507191325373e-06,6.3874980225721495e-09,6.3874980225721495e-09,2.5129507191325373e-06
1732,2.560862542720445e-06,1.2646021880462804e-08,1.2646021880462804e-08,2.560862542720445e-06
1733,2.2663560262766884e-06,6.258523857890655e-09,6.258523857890655e-09,2.2663560262766884e-06
1734,2.440512178379452e-06,6.258523857890655e-09,6.258523857890655e-09,2.440512178379452e-06
1735,2.517723633640604e-06,6.258523857890655e-09,6.258523857890655e-09,2.517723633640604e-06
1736,2.812003344843106e-06,6.258523857890655e-09,6.258523857890655e-09,2.812003344843106e-06
1737,2.8218550564166174e-06,6.258523857890655e-09,6.258523857890655e-09,2.8218550564166174e-06
1738,2.7206497991625966e-06,6.258523857890655e-09,6.258523857890655e-09,2.7206497991625966e-06
1739,2.7290075032786783e-06,0.0,0.0,2.7290075032786783e-06
1740,2.922114942651076e-06,0.0,0.0,2.922114942651076e-06
1741,2.7655413045327544e-06,0.0,0.0,2.7655413045327544e-06
1742,3.169842297471145e-06,0.0,0.0,3.169842297471145e-06
1743,3.6093107870068967e-06,0.0,0.0,3.6093107870068967e-06
1744,3.7446012421631688e-06,0.0,0.0,3.7446012421631688e-06
1745,4.526256394196285e-06,0.0,0.0,4.526256394196285e-06
1746,4.8829695385523205e-06,0.0,0.0,4.8829695385523205e-06
1747,5.297178404362057e-06,4.159151753161236e-09,4.159151753161236e-09,5.297178404362057e-06
1748,5.481090413793156e-06,4.159151753161236e-09,4.159151753161236e-09,5.481090413793156e-06
1749,5.319016054272652e-06,4.159151753161236e-09,4.159151753161236e-09,5.319016054272652e-06
1750,5.17396210852894e-06,4.159151753161236e-09,4.159151753161236e-09,5.17396210852894e-06
1751,5.285078389403809e-06,4.159151753161236e-09,4.159151753161236e-09,5.285078389403809e-06
1752,5.3050122395299174e-06,4.159151753161236e-09,4.159151753161236e-09,5.3050122395299174e-06
1753,6.237862505388746e-06,4.159151753161236e-09,4.159151753161236e-09,6.237862505388746e-06
1754,6.677864478530994e-06,0.0,0.0,6.677864478530994e-06
1755,7.797601548580652e-06,0.0,0.0,7.797601548580652e-06
1756,8.239541265148936e-06,0.0,0.0,8.239541265148936e-06
1757,9.199807859009265e-06,0.0,0.0,9.199807859009265e-06
1758,9.528712325845845e-06,0.0,0.0,9.528712325845845e-06
1759,9.72540010479861e-06,0.0,0.0,9.72540010479861e-06
1760,9.228437777762468e-06,2.661366999794674e-09,2.661366999794674e-09,9.228437777762468e-06
1761,9.26804003548958e-06,2.661366999794674e-09,2.661366999794674e-09,9.26804003548958e-06
1762,8.850323281097059e-06,2.661366999794674e-09,2.661366999794674e-09,8.850323281097059e-06
1763,8.731165442960836e-06,2.661366999794674e-09,2.661366999794674e-09,8.731165442960836e-06
1764,8.765701815199073e-06,5.472046688786187e-09,5.472046688786187e-09,8.765701815199073e-06
1765,8.889175855334283e-06,5.472046688786187e-09,5.472046688786187e-09,8.889175855334283e-06
1766,8.664082997711375e-06,8.873098827117637e-09,8.873098827117637e-09,8.664082997711375e-06
1767,8.887359919234378e-06,6.211731827322962e-09,6.211731827322962e-09,8.887359919234378e-06
1768,9.393803468680875e-06,6.211731827322962e-09,6.211731827322962e-09,9.393803468680875e-06
1769,9.507580346377966e-06,6.211731827322962e-09,6.211731827322962e-09,9.507580346377966e-06
1770,1.094488490187879e-05,6.211731827322962e-09,6.211731827322962e-09,1.094488490187879e-05
1771,1.0937990152472463e-05,6.033695955563547e-09,6.033695955563547e-09,1.0937990152472463e-05
1772,1.1378162980690831e-05,1.9214105354389436e-08,1.9214105354389436e-08,1.1378162980690831e-05
1773,1.1974651247978077e-05,1.5813053216057986e-08,1.5813053216057986e-08,1.1974651247978077e-05
1774,1.2293366255887253e-05,1.5813053216057986e-08,1.5813053216057986e-08,1.2293366255887253e-05
1775,1.2076396810048859e-05,1.5813053216057986e-08,1.5813053216057986e-08,1.2076396810048859e-05
1776,1.293685844367636e-05,1.5813053216057986e-08,1.5813053216057986e-08,1.293685844367636e-05
1777,1.2950055211799086e-05,1.5813053216057986e-08,1.5813053216057986e-08,1.2950055211799086e-05
1778,1.2317704204178881e-05,1.318040939882589e-08,1.318040939882589e-08,1.2317704204178881e-05
1779,1.1895340581499372e-05,0.0,0.0,1.1895340581499372e-05
1780,1.1542374133049244e-05,0.0,0.0,1.1542374133049244e-05
1781,1.1544827559971185e-05,0.0,0.0,1.1544827559971185e-05
1782,1.198472753977902e-05,0.0,0.0,1.198472753977902e-05
1783,1.1777560367980705e-05,0.0,0.0,1.1777560367980705e-05
1784,1.1185063288264376e-05,0.0,0.0,1.1185063288264376e-05
1785,1.2047018701975634e-05,0.0,0.0,1.2047018701975634e-05
1786,1.2007580932861725e-05,9.380688733732053e-09,9.380688733732053e-09,1.2007580932861725e-05
1787,1.2584637650953872e-05,9.380688733732053e-09,9.380688733732053e-09,1.2584637650953872e-05
1788,1.2503928831262914e-05,1.4606897025259968e-08,1.4606897025259968e-08,1.2503928831262914e-05
1789,1.1991662566807853e-05,1.5770281842313645e-08,1.5770281842313645e-08,1.1991662566807853e-05
1790,1.1464320778031833e-05,1.5770281842313645e-08,1.5770281842313645e-08,1.1464320778031833e-05
1791,1.1424758538071598e-05,1.5770281842313645e-08,1.5770281842313645e-08,1.1424758538071598e-05
1792,1.1345855715002731e-05,1.903506787113786e-08,1.903506787113786e-08,1.1345855715002731e-05
1793,1.2070192237193364e-05,1.0640401258500885e-08,1.0640401258500885e-08,1.2070192237193364e-05
1794,1.2225269139370149e-05,1.2636372392904605e-08,1.2636372392904605e-08,1.2225269139370149e-05
1795,1.3088851379247249e-05,1.836942908894912e-08,1.836942908894912e-08,1.3088851379247249e-05
1796,1.3853848031430971e-05,1.720604427189544e-08,1.720604427189544e-08,1.3853848031430971e-05
1797,1.5324855667131487e-05,2.1741433478946907e-08,2.1741433478946907e-08,1.5324855667131487e-05
1798,1.5883633100851773e-05,2.2898746835206144e-08,2.2898746835206144e-08,1.5883633100851773e-05
1799,1.6681466539531747e-05,2.0234730399185504e-08,2.0234730399185504e-08,1.6681466539531747e-05
1800,1.6866713719667003e-05,2.2542019552572257e-08,2.2542019552572257e-08,1.6866713719667003e-05
1801,1.717062085455317e-05,2.1474729359839883e-08,2.1474729359839883e-08,1.717062085455317e-05
1802,1.6933950064412784e-05,1.5290859182012388e-08,1.5290859182012388e-08,1.6933950064412784e-05
1803,1.7479736535668572e-05,1.9151858828995013e-08,1.9151858828995013e-08,1.7479736535668572e-05
1804,1.706486195221909e-05,1.8887555202391175e-08,1.8887555202391175e-08,1.706486195221909e-05
1805,1.731097303750825e-05,2.1885081873713423e-08,2.1885081873713423e-08,1.731097303750825e-05
1806,1.736145441100234e-05,2.3611263103414818e-08,2.3611263103414818e-08,1.736145441100234e-05
1807,1.7725937660933206e-05,3.6218765447111016e-08,3.6218765447111016e-08,1.7725937660933206e-05
1808,1.7695666558990653e-05,3.811444264962509e-08,3.811444264962509e-08,1.7695666558990653e-05
1809,1.7180221870408525e-05,3.49673712207732e-08,3.49673712207732e-08,1.7180221870408525e-05
1810,1.6635653602341855e-05,3.3503685667061034e-08,3.3503685667061034e-08,1.6635653602341855e-05
1811,1.6146035055239088e-05,3.087328767240446e-08,3.087328767240446e-08,1.6146035055239088e-05
1812,1.6298247828672174e-05,3.006036334137921e-08,3.006036334137921e-08,1.6298247828672174e-05
1813,1.5381433253683747e-05,2.967320662199719e-08,2.967320662199719e-08,1.5381433253683747e-05
1814,1.4940280899671571e-05,1.7951555670541504e-08,1.7951555670541504e-08,1.4940280899671571e-05
1815,1.5085318799330188e-05,1.8410589624246702e-08,1.8410589624246702e-08,1.5085318799330188e-05
1816,1.6031384023205775e-05,2.020537515079468e-08,2.020537515079468e-08,1.6031384023205775e-05
1817,1.6341686464979182e-05,2.0892317463351773e-08,2.0892317463351773e-08,1.6341686464979182e-05
1818,1.6922918413391536e-05,2.2832327266948075e-08,2.2832327266948075e-08,1.6922918413391536e-05
1819,1.7304376082652846e-05,2.490111938868722e-08,2.490111938868722e-08,1.7304376082652846e-05
1820,1.809983651972808e-05,2.5467073275616973e-08,2.5467073275616973e-08,1.809983651972808e-05
1821,1.8618236676307527e-05,2.7329960516908613e-08,2.7329960516908613e-08,1.8618236676307527e-05
1822,1.890159442804621e-05,2.7789635481667574e-08,2.7789635481667574e-08,1.890159442804621e-05
1823,1.8757984175213744e-05,2.7737633142724657e-08,2.7737633142724657e-08,1.8757984175213744e-05
1824,1.874144800240174e-05,2.612869692037683e-08,2.612869692037683e-08,1.874144800240174e-05
1825,1.858568949890988e-05,2.697958757989584e-08,2.697958757989584e-08,1.858568949890988e-05
1826,1.824991678794114e-05,2.4412837719621294e-08,2.4412837719621294e-08,1.824991678794114e-05
1827,1.810345747799147e-05,2.6508196526719985e-08,2.6508196526719985e-08,1.810345747799147e-05
1828,1.8161633956229446e-05,2.3003720832954448e-08,2.3003720832954448e-08,1.8161633956229446e-05
1829,1.7603342452535537e-05,2.1790527731419777e-08,2.1790527731419777e-08,1.7603342452535537e-05
1830,1.764588211829375e-05,2.061142570905109e-08,2.061142570905109e-08,1.764588211829375e-05
1831,1.768282761206917e-05,2.155136665952081e-08,2.155136665952081e-08,1.768282761206917e-05
1832,1.7813835646458237e-05,1.9248515035842828e-08,1.9248515035842828e-08,1.7813835646458237e-05
1833,1.7805073574501356e-05,1.8961383193730593e-08,1.8961383193730593e-08,1.7805073574501356e-05
1834,1.7766327541072053e-05,1.6852082269329978e-08,1.6852082269329978e-08,1.7766327541072053e-05
1835,1.7866434063762426e-05,2.026312971383147e-08,2.026312971383147e-08,1.7866434063762426e-05
1836,1.852155063326271e-05,2.2011743158348703e-08,2.2011743158348703e-08,1.852155063326271e-05
1837,1.8766320083938937e-05,2.2452746582603467e-08,2.2452746582603467e-08,1.8766320083938937e-05
1838,1.9034166273611065e-05,2.2403583623185697e-08,2.2403583623185697e-08,1.9034166273611065e-05
1839,1.954860012379608e-05,2.4291263350002216e-08,2.4291263350002216e-08,1.954860012379608e-05
1840,1.9622985876464683e-05,2.4153188147936688e-08,2.4153188147936688e-08,1.9622985876464683e-05
1841,1.985576143072519e-05,2.3970643374988347e-08,2.3970643374988347e-08,1.985576143072519e-05
1842,1.990357694532057e-05,2.233991785211791e-08,2.233991785211791e-08,1.990357694532057e-05
1843,1.9981438007172464e-05,2.107785895028818e-08,2.107785895028818e-08,1.9981438007172464e-05
1844,2.0034312131299104e-05,2.2451822496399084e-08,2.2451822496399084e-08,2.0034312131299104e-05
1845,2.002041427268913e-05,2.6025474347030856e-08,2.6025474347030856e-08,2.002041427268913e-05
1846,1.9683449084238547e-05,2.4356996166017908e-08,2.4356996166017908e-08,1.9683449084238547e-05
1847,2.003966229884619e-05,2.4362463792369582e-08,2.4362463792369582e-08,2.003966229884619e-05
1848,2.030630509710006e-05,2.435008512285159e-08,2.435008512285159e-08,2.030630509710006e-05
1849,2.053363121896317e-05,2.3364040353206813e-08,2.3364040353206813e-08,2.053363121896317e-05
1850,2.0601133655873127e-05,2.4524963900976867e-08,2.4524963900976867e-08,2.0601133655873127e-05
