ngram,communication,communcation,comunication,communicaton
1893,4.1532943474261886e-05,3.9544084832040684e-09,9.581553391971705e-09,2.530959378585099e-09
1894,4.169943193638963e-05,3.959642613793335e-09,1.0724244286259527e-08,2.204739930305217e-09
1895,4.145506630136099e-05,4.383953390783648e-09,1.009265452164446e-08,1.999746098871721e-09
1896,4.118987427708427e-05,3.945692280841026e-09,9.962351768929726e-09,1.9570212910530974e-09
1897,4.1114134676588166e-05,4.231860005278674e-09,1.288287489385555e-08,2.0823184446580203e-09
1898,4.133486592244091e-05,4.012420364217308e-09,1.3686336698879944e-08,1.871057467691831e-09
1899,4.105547850485891e-05,4.138501604903208e-09,1.3808402358047748e-08,2.0416067090879763e-09
1900,4.123381430482758e-05,4.571506157751466e-09,1.4839454363725833e-08,1.8022115704547608e-09
1901,4.0445273563299065e-05,4.871503327714371e-09,1.4797550613414906e-08,2.186032941965875e-09
1902,4.00587788525237e-05,5.166421703149484e-09,1.525841967061784e-08,2.224689385091746e-09
1903,3.958628959870631e-05,6.368019064443128e-09,1.558318946897381e-08,3.021286205345015e-09
1904,3.9009430890603524e-05,6.96162467355472e-09,1.3415391337494903e-08,3.60369848248102e-09
1905,3.848608425219676e-05,7.978450915808416e-09,1.3513139940357632e-08,4.213362325700132e-09
1906,3.795694387268408e-05,8.385187528452726e-09,1.3233130781640869e-08,4.3354466048940915e-09
1907,3.770409706963359e-05,8.841218170273026e-09,1.36279852165038e-08,4.737327070308035e-09
1908,3.744456677980322e-05,9.603718328524532e-09,1.3276676266319295e-08,5.582022939114901e-09
1909,3.7148762722998594e-05,9.459575725908768e-09,1.3170694376388577e-08,5.854333367289704e-09
1910,3.6863264020731936e-05,9.282988980682409e-09,1.2882533516135806e-08,5.227175073737758e-09
1911,3.696954185475728e-05,9.297755200675186e-09,1.2059774639234483e-08,4.6272748172831206e-09
1912,3.728593947016634e-05,9.011849425430033e-09,1.2078745368983488e-08,4.078645056613896e-09
1913,3.728006933150547e-05,8.909922704398404e-09,1.1774816931011043e-08,4.000456362999014e-09
1914,3.75020873824334e-05,9.024227206769605e-09,1.0600310470668513e-08,3.779827990284852e-09
1915,3.7614132972001766e-05,9.135858418980142e-09,1.0420177355894924e-08,2.8147077525884713e-09
1916,3.769088289118372e-05,9.519699441438791e-09,1.0483639480339337e-08,2.8216571777507836e-09
1917,3.75897777433108e-05,9.34547398198252e-09,1.0477002757422075e-08,2.9953850352474174e-09
1918,3.691825207040113e-05,9.142045216086509e-09,1.0434572824838791e-08,3.0913218175752733e-09
1919,3.609577678227132e-05,9.152329307125586e-09,9.9077843072694e-09,3.4427150019666897e-09
1920,3.5414125574919e-05,8.763621701340135e-09,9.936446839934173e-09,3.3725906194754477e-09
1921,3.4297841401504616e-05,9.024630439772149e-09,1.017607217538138e-08,3.2736779636317284e-09
1922,3.340534801411975e-05,8.348507472634635e-09,9.940452905254915e-09,3.3186322261664306e-09
1923,3.2621199872145166e-05,8.131200918930809e-09,9.707248846016877e-09,3.164069990140612e-09
1924,3.188957011194101e-05,8.217394954966397e-09,9.064158947223535e-09,2.842636031325745e-09
1925,3.1428950803404276e-05,7.961292006594282e-09,8.687242671255393e-09,2.8943375315496465e-09
1926,3.122053983263738e-05,8.186973194617459e-09,8.221684158879076e-09,2.5127200479043867e-09
1927,3.111394393532204e-05,8.515540399806859e-09,8.037961851670161e-09,2.688604466045368e-09
1928,3.1105060510786385e-05,7.887083494243337e-09,8.222142395502324e-09,2.589964274792221e-09
1929,3.10646524407535e-05,7.98076614318331e-09,8.604179273825302e-09,2.537931420576456e-09
1930,3.099178216611368e-05,7.678825321631523e-09,8.794517558641246e-09,2.392796786107202e-09
1931,3.1277081818968456e-05,7.182343418423085e-09,9.122060884436678e-09,2.2046704541343688e-09
1932,3.143047693551385e-05,6.996353211060782e-09,9.578266751170922e-09,1.8870645125877518e-09
1933,3.114572479846954e-05,6.4793812220338106e-09,1.030768162887544e-08,2.144345201404718e-09
1934,3.0947340097294985e-05,6.468020087778216e-09,1.1867989765538108e-08,1.913985882483006e-09
1935,3.0817428913516256e-05,6.445121135202823e-09,1.2162572663295838e-08,2.287068320442184e-09
1936,3.083187376822545e-05,6.459623439322318e-09,1.2341356888815166e-08,2.2925474613926563e-09
1937,3.107121015740891e-05,6.386703927623622e-09,1.2269112456156757e-08,2.312024960371417e-09
1938,3.100235725079463e-05,6.76920284904879e-09,1.3563902889757173e-08,2.5986334354196774e-09
1939,3.128132682052508e-05,6.661114390230491e-09,1.3845606566016094e-08,2.8563291414635775e-09
1940,3.182860278424674e-05,7.184102899872511e-09,1.4408922182391443e-08,2.859890800367891e-09
1941,3.2159990431474785e-05,7.426330724972072e-09,1.34022056944413e-08,3.0540013058149337e-09
1942,3.238348654122092e-05,7.879786220347081e-09,1.3968461054503223e-08,3.071328017309075e-09
1943,3.335951675710801e-05,8.570118012077695e-09,1.6370114026236545e-08,3.168490961665985e-09
1944,3.357362948008813e-05,8.684843637902467e-09,1.748613038492814e-08,3.1802807054504e-09
1945,3.369595547805407e-05,8.840740520607175e-09,1.7293260157202894e-08,3.1265897490076864e-09
1946,3.3970139026808154e-05,9.426257806057135e-09,1.7503067186096033e-08,3.067449627636165e-09
1947,3.381608413682053e-05,8.791211377915228e-09,1.8003680324341076e-08,2.7595043869002976e-09
1948,3.4040920581901446e-05,9.007532814868974e-09,1.9601823148767446e-08,2.8996472683268895e-09
1949,3.4321657169909615e-05,9.337004122248312e-09,2.0687809814441087e-08,2.68389163274715e-09
1950,3.4208092984044924e-05,8.872816322938855e-09,2.0228019386487565e-08,2.4306647329806553e-09
1951,3.4662148079535526e-05,9.427795940756108e-09,2.1087303332072745e-08,2.37536005151132e-09
1952,3.5205695374835546e-05,9.19972770978867e-09,2.188408666979415e-08,2.2884536805228048e-09
1953,3.5892213158409246e-05,9.448238509029189e-09,2.3519092451351753e-08,2.363694002432177e-09
1954,3.695659324876033e-05,1.0329190455341371e-08,2.5127691165900094e-08,2.254147043626428e-09
1955,3.805784009663122e-05,1.0332932858554095e-08,2.7191404937200658e-08,1.9771263198060343e-09
1956,3.9543395749725665e-05,1.0272559691770766e-08,2.7995043489730572e-08,1.9701650628383457e-09
1957,4.075116677475827e-05,1.066442210730299e-08,2.8779321782833123e-08,2.200842000707074e-09
1958,4.223040273895354e-05,1.0772452644200063e-08,2.941330937541612e-08,2.3929724075293687e-09
1959,4.408656241139397e-05,1.1358648751727936e-08,3.100616601565369e-08,2.4356716326374387e-09
1960,4.515436532009127e-05,1.1451248964939559e-08,3.180844844661936e-08,2.2187180822744577e-09
1961,4.660437636110666e-05,1.145394750474387e-08,3.192181097233515e-08,2.4838053677303915e-09
1962,4.81345367526436e-05,1.2108759836085677e-08,3.1434819192099894e-08,2.3936629662506856e-09
1963,4.9223549597497496e-05,1.2173479240524493e-08,3.094239505888449e-08,2.419841359037532e-09
1964,5.056492539422054e-05,1.2687932989966351e-08,3.137670973834312e-08,2.6580295583603484e-09
1965,5.1688834251503325e-05,1.3322861290378439e-08,3.216734941905283e-08,2.922869232361133e-09
1966,5.264161986165813e-05,1.3768147891620889e-08,3.2129398824005355e-08,3.3414655962817262e-09
1967,5.376965522633067e-05,1.4292103881327226e-08,3.4653975942790435e-08,3.6851799707043095e-09
1968,5.4774661943416246e-05,1.474391301111869e-08,3.538928312301388e-08,4.259736658645303e-09
1969,5.584123105758668e-05,1.487351841689133e-08,3.79489767863918e-08,4.817511944921193e-09
1970,5.6552618064285654e-05,1.50874798369013e-08,4.098188049234912e-08,5.230421175537816e-09
1971,5.69992937796217e-05,1.5095203436439012e-08,4.2140498075176376e-08,4.976148731168044e-09
1972,5.7523414268091854e-05,1.522097482973907e-08,4.516800343269876e-08,5.070923141709776e-09
1973,5.8388196131480595e-05,1.5774185386468228e-08,4.963670617387704e-08,5.431716949238259e-09
1974,5.9333701106619886e-05,1.6242368466074756e-08,5.135699916130372e-08,6.478863065087889e-09
1975,6.0067427901750694e-05,1.8376419370318738e-08,5.607527293299037e-08,6.831721315642929e-09
1976,6.035444260175739e-05,1.939259521220395e-08,5.9469793407223344e-08,7.401793178374305e-09
1977,6.142815202890364e-05,2.1578027238027582e-08,6.256196221394411e-08,8.458611937862365e-09
1978,6.218234869135943e-05,2.297779820383182e-08,6.583295584862623e-08,9.808083297916222e-09
1979,6.297087592039523e-05,2.3715715613548127e-08,6.840444655153988e-08,1.1121304512227783e-08
1980,6.317103855378394e-05,2.4465573440173623e-08,6.73708586061496e-08,1.1811558080816148e-08
1981,6.354967419091346e-05,2.5079182920860277e-08,6.823502169644208e-08,1.1892167758479185e-08
1982,6.427966166354184e-05,2.3676250293647172e-08,6.706100411487828e-08,1.3058056223615365e-08
1983,6.513964971028534e-05,2.3845256943591916e-08,6.340916363407295e-08,1.3810881327458446e-08
1984,6.543936199575131e-05,2.2945324116920218e-08,5.957016416654629e-08,1.3640742123145953e-08
1985,6.583819880948536e-05,2.249008750660713e-08,5.673696027283118e-08,1.2987443120948683e-08
1986,6.612494533848283e-05,2.2186521826077817e-08,5.241587633772074e-08,1.220068351110675e-08
1987,6.698156461685098e-05,2.137255375852679e-08,5.020540478588893e-08,1.1721391095826611e-08
1988,6.741844117641449e-05,2.030291236719352e-08,4.513332894719367e-08,1.100490460664056e-08
1989,6.755747225335134e-05,1.9244587003340386e-08,4.02685595344922e-08,9.551779874986518e-09
1990,6.78442873842349e-05,1.777307862787276e-08,3.728610334771279e-08,8.395572935272964e-09
1991,6.886910081708006e-05,1.6564177458227343e-08,3.5073017506143904e-08,8.41450889918097e-09
1992,6.996330609711419e-05,1.5152271564440005e-08,3.1922280184306014e-08,9.502353507225995e-09
1993,7.100581361945453e-05,1.4175342677447134e-08,2.8771969949405374e-08,9.24517662426183e-09
1994,7.213652341826153e-05,1.3500554705915744e-08,2.572236341385243e-08,8.956161780458518e-09
1995,7.361190780232261e-05,1.2936914904417205e-08,2.3757392497714136e-08,8.617546168717841e-09
1996,7.486991463727983e-05,1.2832270611186556e-08,2.2173914260292804e-08,8.421153298497432e-09
1997,7.598734997113102e-05,1.222255439716134e-08,1.9983660567593882e-08,8.132486366869379e-09
1998,7.658926188014448e-05,1.1370052708871623e-08,1.8377433796956666e-08,6.911393647866606e-09
1999,7.751443730999849e-05,1.103254059537611e-08,1.7049437163661552e-08,4.9824282794779555e-09
2000,7.852812476422904e-05,1.0201586559637527e-08,1.560397804618268e-08,4.2766326353265475e-09
2001,7.928028311913035e-05,9.079726431033513e-09,1.4320256726461724e-08,3.6467463017584934e-09
2002,8.008644467086665e-05,8.42114625651139e-09,1.348232294061193e-08,3.518045759471582e-09
2003,8.070610783761367e-05,7.497351691857342e-09,1.2365622177006636e-08,3.17503455273181e-09
2004,8.092458925342985e-05,7.030667159568793e-09,1.1541497408578444e-08,2.817698963042403e-09
2005,8.119091424824936e-05,6.773389087706099e-09,1.0220524109578427e-08,2.6072558397974686e-09
2006,8.115113450912759e-05,6.096648900008209e-09,9.337536458328292e-09,2.7271229401699362e-09
2007,8.093679623146142e-05,5.674687640423924e-09,8.654005575639952e-09,2.6803153982005566e-09
2008,8.004398114280775e-05,5.235726899651841e-09,7.896024151981301e-09,2.5956500441079047e-09
2009,7.870391813672281e-05,5.111321778526547e-09,7.604012657631237e-09,2.4922079955302934e-09
2010,7.848548765260992e-05,5.007446647807358e-09,7.326734964761629e-09,2.414029198760659e-09
2011,7.776871643727645e-05,4.931881442920323e-09,7.049908783735808e-09,2.372018962201342e-09
2012,7.681650250950562e-05,4.508326759530437e-09,6.58920419814381e-09,2.2475198051858617e-09
2013,7.676366242646639e-05,4.225159365235851e-09,6.145604691809581e-09,1.876522381927259e-09
2014,7.583356429157513e-05,3.998302736515516e-09,5.806658741138091e-09,1.674166376958957e-09
2015,7.47923633233378e-05,3.735576831991645e-09,5.604939972465266e-09,1.4969219276826452e-09
2016,7.460057843543057e-05,3.3165784721741633e-09,4.6305151142027916e-09,1.24055503171659e-09
2017,7.36606622619244e-05,3.009623402346525e-09,4.227319420439339e-09,1.0270075253189976e-09
2018,7.365412748185917e-05,2.5586524454723756e-09,3.9483947222862525e-09,8.814438179349792e-10
2019,7.365365127043333e-05,2.478769745017928e-09,4.150534360647384e-09,8.588412619969787e-10
