ngram,list,lis,lsit,liist
1609,2.1110693653879154e-05,1.631593054948358e-06,0.0,0.0
1610,2.3961094744403715e-05,1.3469312096146626e-06,0.0,0.0
1611,2.882027963226262e-05,1.3481816673837393e-06,0.0,0.0
1612,2.825385607658453e-05,1.6171823956158602e-06,0.0,0.0
1613,2.6799823509853532e-05,1.7762933940243135e-06,0.0,0.0
1614,3.0735639744047406e-05,2.105903141520165e-06,0.0,0.0
1615,3.3565096146048745e-05,1.9062255449041134e-06,0.0,0.0
1616,3.4252098365478946e-05,1.7175515673833225e-06,0.0,0.0
1617,3.20996253192009e-05,1.837185972622787e-06,0.0,0.0
1618,2.542718552181863e-05,1.6205559956818303e-06,0.0,0.0
1619,3.105932111273952e-05,1.689158758771165e-06,0.0,0.0
1620,3.104826217687722e-05,1.3104662457408267e-06,0.0,0.0
1621,2.6624309482161023e-05,1.5161105011429754e-06,0.0,0.0
1622,2.7135331168080613e-05,1.5864589093845488e-06,0.0,0.0
1623,3.485371546828121e-05,2.933529832002283e-06,0.0,0.0
1624,3.3212335308365126e-05,3.1344437242556263e-06,0.0,0.0
1625,3.191931487630687e-05,2.839012300423097e-06,0.0,0.0
1626,2.8845746653262593e-05,3.6495178911926426e-06,0.0,0.0
1627,2.4062256540803772e-05,3.868321657916697e-06,0.0,0.0
1628,2.4119357996304253e-05,4.1847188185784034e-06,0.0,0.0
1629,2.174790461140219e-05,5.10472256922055e-06,0.0,0.0
1630,1.439905112679948e-05,3.930149643695456e-06,0.0,0.0
1631,1.631197158401067e-05,3.5388330681079035e-06,0.0,0.0
1632,1.9323610623749638e-05,3.6304592023433154e-06,0.0,0.0
1633,2.1177937274582552e-05,2.4823501202523142e-06,0.0,0.0
1634,2.157690895338809e-05,2.779898230593452e-06,0.0,0.0
1635,2.066834999173547e-05,2.998403358235789e-06,0.0,0.0
1636,2.1879313603026924e-05,2.3554288353417566e-06,0.0,0.0
1637,2.2189728302432093e-05,2.5487314912554993e-06,0.0,0.0
1638,2.069221565242125e-05,2.6940566125891304e-06,0.0,0.0
1639,1.9601313397288322e-05,2.8360411761241267e-06,0.0,0.0
1640,1.631080911985399e-05,3.247273395702775e-06,0.0,0.0
1641,1.752125912649457e-05,3.048237203984172e-06,0.0,0.0
1642,1.8465660754632802e-05,2.4098802506549485e-06,0.0,0.0
1643,1.649954167857816e-05,2.243147507994893e-06,0.0,0.0
1644,1.6211127396153252e-05,1.9690083214689887e-06,0.0,0.0
1645,1.5327906047397327e-05,2.0125873772615577e-06,0.0,0.0
1646,1.3256951660878258e-05,1.7789766794911493e-06,0.0,0.0
1647,1.162192269735637e-05,1.6798811251257057e-06,0.0,0.0
1648,1.175897783208971e-05,1.3993742332526641e-06,0.0,0.0
1649,1.010691513719004e-05,1.2022582122231791e-06,0.0,0.0
1650,1.1358259598637233e-05,1.065533455500502e-06,0.0,0.0
1651,1.1245033484945971e-05,1.4898729635401002e-06,4.300008121000636e-08,0.0
1652,1.4447925747975074e-05,2.858759350894096e-06,4.300008121000636e-08,0.0
1653,1.59518806088142e-05,3.235638234043238e-06,4.300008121000636e-08,0.0
1654,1.619807900559473e-05,3.1309175036702593e-06,4.300008121000636e-08,4.1483186155996266e-08
1655,1.5758992893617168e-05,3.4581941536414107e-06,4.300008121000636e-08,4.1483186155996266e-08
1656,1.6632552810083973e-05,3.721891488339679e-06,8.83074124301077e-08,4.1483186155996266e-08
1657,1.729314076978231e-05,3.956015673013878e-06,1.1611184496424748e-07,4.1483186155996266e-08
1658,1.84683818978166e-05,3.49363033283875e-06,7.311176375424111e-08,4.1483186155996266e-08
1659,1.7426876638637623e-05,2.136497264310882e-06,7.311176375424111e-08,4.1483186155996266e-08
1660,2.002408168014621e-05,2.0001427815584194e-06,7.311176375424111e-08,2.018327864204496e-07
1661,1.988611458208262e-05,2.1958392924911356e-06,7.311176375424111e-08,1.6034960026445333e-07
1662,1.965008875361361e-05,1.7310149352007492e-06,7.311176375424111e-08,1.6034960026445333e-07
1663,2.2239359103488304e-05,2.349448952340286e-06,2.7804432534139778e-08,1.6034960026445333e-07
1664,2.4702518398303903e-05,2.4251314495618966e-06,0.0,1.6034960026445333e-07
1665,2.321820576461115e-05,2.5919739040805974e-06,0.0,1.6034960026445333e-07
1666,2.130109487552545e-05,2.4944300126402856e-06,0.0,1.6034960026445333e-07
1667,1.7311474623836277e-05,2.5784287832461165e-06,0.0,0.0
1668,1.7333449639928794e-05,2.3940824251310133e-06,0.0,0.0
1669,2.1234366743426237e-05,2.6636692577345196e-06,0.0,0.0
1670,1.806957659157758e-05,2.087942935499346e-06,0.0,0.0
1671,1.421132947143633e-05,2.242648633909994e-06,0.0,0.0
1672,1.4350235557815591e-05,2.317397778434887e-06,0.0,0.0
1673,1.416651243094488e-05,2.504004377052687e-06,0.0,0.0
1674,1.449572807489728e-05,2.407194870102103e-06,0.0,0.0
1675,1.4528393811425694e-05,2.4629767787181275e-06,0.0,0.0
1676,9.628200002355567e-06,2.365175987506518e-06,4.2946510347974254e-08,0.0
1677,9.1974954037661e-06,1.924846238970141e-06,4.2946510347974254e-08,0.0
1678,8.86367739180319e-06,1.6952737301575586e-06,4.2946510347974254e-08,0.0
1679,8.721217519840657e-06,1.6307841893389456e-06,4.2946510347974254e-08,0.0
1680,7.965542473747128e-06,1.5016071464352926e-06,4.2946510347974254e-08,0.0
1681,8.072288957399515e-06,1.4752761054686353e-06,4.2946510347974254e-08,2.237584746061267e-08
1682,8.347197568322631e-06,1.644270842656884e-06,4.2946510347974254e-08,2.237584746061267e-08
1683,8.199170484398824e-06,1.869694918761005e-06,0.0,2.237584746061267e-08
1684,8.474300167498378e-06,1.9150442247856906e-06,0.0,2.237584746061267e-08
1685,8.993808933155378e-06,2.0807125175841586e-06,0.0,2.237584746061267e-08
1686,8.663970025476633e-06,2.098657692580933e-06,0.0,2.237584746061267e-08
1687,8.833189180482545e-06,2.0462349052000458e-06,0.0,2.237584746061267e-08
1688,7.333710137962564e-06,1.9846270171391164e-06,4.659157834144675e-08,0.0
1689,6.537132614019876e-06,1.7936536421205216e-06,4.659157834144675e-08,0.0
1690,6.713728290768424e-06,1.9780116612569794e-06,4.659157834144675e-08,0.0
1691,6.660104028404541e-06,1.9787000675413376e-06,4.659157834144675e-08,0.0
1692,5.8783760518313755e-06,1.9365285197636695e-06,4.659157834144675e-08,0.0
1693,7.497039762581283e-06,1.8446216277620157e-06,4.659157834144675e-08,0.0
1694,1.1816716486074646e-05,1.8992912243577718e-06,4.659157834144675e-08,0.0
1695,1.2622216250487586e-05,1.914584523936875e-06,0.0,0.0
1696,1.3455562176594477e-05,1.8194746189692523e-06,0.0,0.0
1697,1.5562866597714935e-05,1.3407655257781568e-06,0.0,0.0
1698,2.055062954501149e-05,1.5154786134579418e-06,0.0,0.0
1699,2.1738142614984618e-05,1.4267908292302828e-06,0.0,0.0
1700,2.0068770222029082e-05,1.6859661400303594e-06,1.29978526989102e-08,1.29978526989102e-08
1701,1.6009836339695278e-05,1.7178319272456325e-06,1.29978526989102e-08,1.29978526989102e-08
1702,1.7054254710404037e-05,1.7904819255168799e-06,1.29978526989102e-08,1.29978526989102e-08
1703,2.0097577817068668e-05,1.8096818296596342e-06,1.29978526989102e-08,1.29978526989102e-08
1704,1.792709170851075e-05,1.8107639821859526e-06,1.29978526989102e-08,1.29978526989102e-08
1705,1.3898998141874991e-05,1.919671392767798e-06,1.29978526989102e-08,1.29978526989102e-08
1706,1.4702319861368909e-05,1.8164346978924835e-06,1.29978526989102e-08,1.29978526989102e-08
1707,1.538898530790383e-05,1.8379917362056273e-06,0.0,1.2152453012147037e-08
1708,1.5801146089091033e-05,1.962844830164353e-06,0.0,1.2152453012147037e-08
1709,1.4666780771221966e-05,1.9876521426860042e-06,0.0,1.2152453012147037e-08
1710,1.2106906589386718e-05,2.086433158053426e-06,0.0,1.2152453012147037e-08
1711,1.214788263886086e-05,2.224800173930167e-06,0.0,1.2152453012147037e-08
1712,1.1692381316866626e-05,2.076832272125882e-06,0.0,1.2152453012147037e-08
1713,1.1207166413182027e-05,2.3423926579978016e-06,0.0,1.2152453012147037e-08
1714,1.1771713941145987e-05,2.048478498701505e-06,0.0,0.0
1715,1.1147575345863256e-05,2.0685720301116817e-06,0.0,0.0
1716,1.1776739613976264e-05,2.2587945847720093e-06,0.0,0.0
1717,1.0643538059542021e-05,2.1438237191822348e-06,0.0,7.641405476631137e-09
1718,1.0589661932109656e-05,2.1182846856910535e-06,0.0,7.641405476631137e-09
1719,9.979801624077872e-06,2.0926457539514687e-06,0.0,7.641405476631137e-09
1720,9.38959764036034e-06,1.815997913061957e-06,0.0,7.641405476631137e-09
1721,7.864919293102243e-06,1.99654589648292e-06,8.760058075755036e-09,7.641405476631137e-09
1722,8.491345397487748e-06,2.2802911579284616e-06,8.760058075755036e-09,7.641405476631137e-09
1723,8.001644736006191e-06,2.4241850106981085e-06,8.760058075755036e-09,7.641405476631137e-09
1724,8.330798404391057e-06,2.5102941338315887e-06,8.760058075755036e-09,0.0
1725,8.715244608278486e-06,2.7052903338439397e-06,8.760058075755036e-09,0.0
1726,8.89201237441739e-06,2.6209428045019323e-06,8.760058075755036e-09,6.3874980225721495e-09
1727,8.091383863627146e-06,2.585823170063252e-06,1.5602773930010827e-08,6.3874980225721495e-09
1728,8.426584957175822e-06,2.4690469412494816e-06,6.842715854255792e-09,6.3874980225721495e-09
1729,7.702240444424596e-06,1.961062675296229e-06,6.842715854255792e-09,6.3874980225721495e-09
1730,8.178453039623232e-06,1.56263539403361e-06,6.842715854255792e-09,6.3874980225721495e-09
1731,8.118714894018403e-06,1.4693250380202829e-06,6.842715854255792e-09,6.3874980225721495e-09
1732,7.808756176278361e-06,1.3016420845295734e-06,6.842715854255792e-09,1.2646021880462804e-08
1733,8.248531035600795e-06,1.325873183434721e-06,6.842715854255792e-09,6.258523857890655e-09
1734,9.010494457990198e-06,1.4713518956861144e-06,5.161731613562941e-09,1.1420255471453596e-08
1735,9.105375868654977e-06,1.4256791343671336e-06,5.161731613562941e-09,1.1420255471453596e-08
1736,9.833063034290848e-06,1.4465671418812626e-06,1.0674056686152004e-08,1.1420255471453596e-08
1737,9.534709533909336e-06,1.4521582605604117e-06,1.0674056686152004e-08,1.834188369441238e-08
1738,1.4500852233010977e-05,1.513070823680859e-06,1.0674056686152004e-08,1.834188369441238e-08
1739,1.537201881417007e-05,1.4499197180027425e-06,1.3904973172884638e-08,1.2083359836521725e-08
1740,1.5039046047604643e-05,1.3954844624614843e-06,1.3904973172884638e-08,1.2083359836521725e-08
1741,1.4759448406818723e-05,1.2402556909104793e-06,8.743241559321696e-09,1.2862978999399793e-08
1742,1.4838720614664322e-05,1.2443942166230824e-06,8.743241559321696e-09,1.9240351280456836e-08
1743,1.5485593654115553e-05,1.205565143079314e-06,3.2309164867326346e-09,1.9240351280456836e-08
1744,1.5817629251354708e-05,1.2617469370265359e-06,3.2309164867326346e-09,1.678278341695919e-08
1745,1.1155667510008374e-05,1.2874059913363972e-06,3.2309164867326346e-09,2.9405935464410504e-08
1746,1.1740688803131758e-05,1.4151092630397346e-06,0.0,3.4383912606017475e-08
1747,1.2685518413491081e-05,1.4308987407015853e-06,0.0,3.4383912606017475e-08
1748,1.4051697170153992e-05,1.4584102083452827e-06,3.639731817526938e-09,3.20822936471034e-08
1749,1.4141768977944074e-05,1.475943901953412e-06,3.639731817526938e-09,2.570492136604636e-08
1750,1.4428575793447504e-05,1.5230642215361253e-06,3.639731817526938e-09,2.570492136604636e-08
1751,1.4592511823658632e-05,1.4800868776936632e-06,7.2088704529603225e-09,2.1240861006585225e-08
1752,1.5751590321347715e-05,1.5248440539445646e-06,7.2088704529603225e-09,8.617708959133909e-09
1753,1.620502981885303e-05,1.4676770823436008e-06,7.2088704529603225e-09,1.3698436670698096e-08
1754,1.6653054964470876e-05,1.5481212390763436e-06,7.2088704529603225e-09,1.78825053812456e-08
1755,1.7165818982383435e-05,1.520266956893985e-06,3.569138635433384e-09,1.8096081331821423e-08
1756,1.9410060044070372e-05,1.6617169161950836e-06,3.569138635433384e-09,3.023796349818245e-08
1757,1.9679163934987237e-05,1.713239531194891e-06,3.569138635433384e-09,3.3283086762838007e-08
1758,2.0506132256871622e-05,1.789019717892058e-06,0.0,4.882101097994759e-08
1759,2.1393321211300126e-05,2.1793088405632133e-06,0.0,4.882101097994759e-08
1760,2.11326135156144e-05,2.2259143374217923e-06,0.0,3.876230612677643e-08
1761,2.2667127008649652e-05,2.2316723483787167e-06,5.551134916816279e-09,3.4578237416228926e-08
1762,2.348387741741525e-05,2.2760511098697733e-06,5.551134916816279e-09,3.34075116776538e-08
1763,2.3332995884369927e-05,2.1215762444626307e-06,8.389809482066215e-09,2.4104304076542704e-08
1764,2.3893756016540075e-05,2.130224223557369e-06,1.1200489171057728e-08,2.6680540189870172e-08
1765,2.4335939867471878e-05,2.024278501266963e-06,1.1200489171057728e-08,1.4090024385333372e-08
1766,2.413006508764478e-05,1.5806638527595039e-06,1.1200489171057728e-08,1.749107652366482e-08
1767,2.4615295322811498e-05,1.491650404464703e-06,1.1200489171057728e-08,2.043557881644834e-08
1768,2.4167835363186896e-05,1.5343972076412423e-06,5.649354254241448e-09,3.652885410027855e-08
1769,2.292556096758095e-05,1.4973378971002864e-06,8.695613879743697e-09,3.993879132175542e-08
1770,2.3345407888492836e-05,1.6556704817308595e-06,5.8569393144937615e-09,3.998303834050278e-08
1771,2.3725674119694823e-05,1.6707048676575402e-06,3.046259625502249e-09,3.6994322779751853e-08
1772,2.408808722975664e-05,1.7680128589095797e-06,3.046259625502249e-09,3.66829961961912e-08
1773,2.5337929920559482e-05,1.6924527699302416e-06,3.046259625502249e-09,3.587713491372467e-08
1774,2.660108553495125e-05,1.8869350242312066e-06,3.046259625502249e-09,3.560509576061577e-08
1775,2.6838565255664954e-05,1.865697689546713e-06,3.046259625502249e-09,2.8177887959454243e-08
1776,2.768885912831008e-05,2.1328003185772104e-06,0.0,2.7510107715654286e-08
1777,2.8987810375318596e-05,2.0259190835401697e-06,0.0,2.754523644097974e-08
1778,2.841896067755962e-05,1.9747641317735543e-06,0.0,2.7693736320039923e-08
1779,2.994065835082438e-05,2.1540300200026e-06,0.0,2.7619340211718476e-08
1780,3.0710252498725564e-05,2.181551508328994e-06,0.0,3.442071059924144e-08
1781,3.082808403373097e-05,2.1012249362684088e-06,0.0,3.366076433459446e-08
1782,3.096253515520532e-05,2.049120748129748e-06,0.0,3.146909729626454e-08
1783,3.2605711956940855e-05,2.1859621191262183e-06,0.0,2.6044358289059995e-08
1784,3.236094250626463e-05,2.2588018769706e-06,0.0,2.645525221112166e-08
1785,3.436049181410843e-05,2.2584482459413787e-06,0.0,3.0146598106739475e-08
1786,3.43952501030539e-05,2.038206974118241e-06,0.0,3.1605207340135166e-08
1787,3.4829924126305354e-05,2.1566331562488424e-06,0.0,2.607607082641802e-08
1788,3.4268211363399e-05,2.0790495877268507e-06,0.0,2.808321017003631e-08
1789,3.507503216886627e-05,2.0678233373213776e-06,1.163384817053676e-09,2.6262348993912254e-08
1790,3.485306660877541e-05,2.009552986237395e-06,1.163384817053676e-09,3.510113621985056e-08
1791,3.452326615972977e-05,1.971229445579021e-06,1.163384817053676e-09,3.5030090828058746e-08
1792,3.5203588465394985e-05,2.0934660207266072e-06,1.163384817053676e-09,2.9645863288050933e-08
1793,3.5543017085209226e-05,2.544588239418642e-06,1.163384817053676e-09,2.9569656818344877e-08
1794,3.503961956344678e-05,2.6411253527060452e-06,1.163384817053676e-09,2.6700217655875998e-08
1795,3.574281540100596e-05,2.768108613184138e-06,1.163384817053676e-09,2.4607105686413888e-08
1796,3.5902063765596335e-05,2.8406465324743683e-06,0.0,2.2798051192905533e-08
1797,3.604043169096778e-05,2.719029193290875e-06,0.0,1.7360805872255825e-08
1798,3.722793917404488e-05,2.853913071833501e-06,0.0,1.64175337451817e-08
1799,3.795303356517772e-05,2.9723539033251915e-06,0.0,1.953465896978709e-08
1800,3.8133042315686385e-05,2.8236293344109853e-06,8.233278186204578e-10,1.6825562276778783e-08
1801,3.833408066254508e-05,3.007716031788732e-06,1.2876682894561294e-09,1.8613619598032268e-08
1802,3.9675404488142317e-05,3.202070567048005e-06,2.1559218854605433e-09,2.1128343265429195e-08
1803,4.020205597043969e-05,3.552234602466342e-06,2.857921803973389e-09,2.214485813770547e-08
1804,4.048251815090355e-05,3.896777083614974e-06,4.078232006067748e-09,2.270932445266486e-08
1805,3.9984653994906694e-05,4.197386000929068e-06,5.37661956226795e-09,2.454953776772787e-08
1806,3.8832447379328574e-05,4.3194739386568215e-06,5.6351696642309435e-09,2.3446751587893492e-08
1807,3.857010701072535e-05,4.369718616154776e-06,5.021063073254847e-09,2.472241459169514e-08
1808,3.951889863986123e-05,4.4132663918259955e-06,5.262812138465531e-09,2.452536688021415e-08
1809,4.002775936636941e-05,4.354695550188938e-06,6.022881923354159e-09,2.217427194243068e-08
1810,4.024633952732464e-05,4.3236626814697436e-06,5.538819656893322e-09,1.8749147599552074e-08
1811,4.266296153738429e-05,4.190822405040048e-06,4.78727733645355e-09,1.7126978787577026e-08
1812,4.369868215040437e-05,4.0876961650480685e-06,4.205014590498633e-09,1.5120513190731392e-08
1813,4.577413710649125e-05,4.085635639837294e-06,4.1404438925038025e-09,1.5897500300303998e-08
1814,4.688134452278193e-05,3.9547180676891e-06,4.140180801367624e-09,1.4431636171810932e-08
1815,4.656741553584912e-05,3.7984124381702193e-06,3.8203726848706765e-09,1.358090741452957e-08
1816,4.6299158774283046e-05,3.7779969131536617e-06,3.3330856487521844e-09,1.292194348348882e-08
1817,4.726812507474928e-05,3.6768658121997888e-06,3.4578431388051658e-09,1.3514153605699773e-08
1818,4.620151646252323e-05,3.5306443675965838e-06,3.7052147223397877e-09,1.3139697710836832e-08
1819,4.604631508950011e-05,3.3625219982371035e-06,3.289684794413209e-09,1.2043405384076777e-08
1820,4.4677017285721377e-05,3.2246900575825876e-06,3.980086974283584e-09,9.34299266524314e-09
1821,4.357794802802216e-05,3.183861443695995e-06,4.028237346861577e-09,8.683864770121983e-09
1822,4.344133672670328e-05,3.1943223218279726e-06,4.265800458900872e-09,7.195136153548276e-09
1823,4.343853236475427e-05,3.1524488609388105e-06,3.265226882526966e-09,6.847166500456581e-09
1824,4.2519368954734614e-05,3.1142828902375186e-06,3.99549187386177e-09,6.892041207581404e-09
1825,4.200671329661938e-05,3.5411283403975957e-06,3.405969213015376e-09,5.555741692094987e-09
1826,4.165294064608004e-05,3.625398643894836e-06,3.697865529656801e-09,4.977652559975557e-09
1827,4.1398030069623406e-05,3.593484052544227e-06,3.2317663703881496e-09,4.216759497133182e-09
1828,4.244414906549666e-05,3.6085917989631914e-06,3.195316479663392e-09,4.824060531990629e-09
1829,4.465850828897341e-05,3.440412813558526e-06,2.9228433245138366e-09,5.8394597094288005e-09
1830,4.4940229729815784e-05,3.4050656267936574e-06,3.3542078400497897e-09,5.71396117722754e-09
1831,4.660477861762047e-05,3.395415855525893e-06,2.559931703124566e-09,5.198369036816887e-09
1832,4.6969969324501495e-05,2.876486535439783e-06,2.9442116522560013e-09,5.331630184965011e-09
1833,4.767502364951984e-05,2.74811480137162e-06,2.4341987156109977e-09,5.1875502623691514e-09
1834,4.883144980080293e-05,2.7263581289714367e-06,2.8465182274775967e-09,6.2643512599436235e-09
1835,4.985518015538608e-05,2.686518590573022e-06,2.960993212524394e-09,5.690304449856853e-09
1836,4.851656974226769e-05,2.732753435858675e-06,3.28517243567258e-09,5.326101623229615e-09
1837,4.876198883201661e-05,2.8088650196878007e-06,3.0231107934446707e-09,5.939747582672794e-09
1838,4.802097464562394e-05,2.7838870469817526e-06,3.049729786169004e-09,7.06154598287664e-09
1839,4.813231082932491e-05,2.7778962378631278e-06,2.6903959060575744e-09,7.128796632370284e-09
1840,4.873471386547733e-05,2.7793952800233716e-06,2.8346755419152358e-09,7.3279853613732774e-09
1841,4.832287803375428e-05,2.7693817433568517e-06,2.3539616605156813e-09,6.952543715347101e-09
1842,4.725927751029043e-05,2.8050793779194853e-06,2.3229052649652105e-09,7.506673758785252e-09
1843,4.7499241710673754e-05,2.8795015753400677e-06,2.434249024574342e-09,7.2616849041854235e-09
1844,4.760812329810246e-05,2.7684813436020965e-06,2.324831946002145e-09,6.324560938456411e-09
1845,4.7747561308954444e-05,2.6947490303947622e-06,2.0862677220710525e-09,4.912349606454671e-09
1846,4.822312361544131e-05,2.6888731424280976e-06,2.4564688457954074e-09,4.730958831038785e-09
1847,4.79984659510332e-05,2.825726141963969e-06,2.896371071552701e-09,5.595782789516843e-09
1848,4.8687202901679226e-05,3.007636515966234e-06,3.038672099656533e-09,5.569894545587317e-09
