ngram,goal,gol,glao,gaol
1845,2.5398997292670955e-06,7.595642768722297e-08,1.3114905986607742e-10,6.827287961641559e-06
1846,2.592797695147705e-06,7.71537926880228e-08,2.6159005913787125e-10,6.713999092815877e-06
1847,2.684624632820487e-06,7.963394413731553e-08,9.282501830679532e-10,6.407135515473783e-06
1848,2.7087130872262477e-06,7.911982383542896e-08,9.282501830679532e-10,6.442446192522766e-06
1849,2.75865889826881e-06,8.195732854281751e-08,9.819897196981587e-10,6.064029029013389e-06
1850,2.825751835189294e-06,8.786305422907909e-08,8.983105687881172e-10,6.092340559657064e-06
1851,2.8839470555145193e-06,9.025922054206603e-08,2.6625971903472744e-09,5.8713157419073724e-06
1852,2.8842975682761917e-06,9.433890722578195e-08,2.76372033195368e-09,5.59681841748118e-06
1853,2.9164656487929667e-06,9.776173876779077e-08,2.7780573635156306e-09,5.333919749058883e-06
1854,2.9025441758026967e-06,9.525610928611578e-08,2.1113972395855487e-09,5.148278562826038e-06
1855,2.954956991223818e-06,9.794502326648008e-08,2.1113972395855487e-09,4.933016238542873e-06
1856,2.9382786124187987e-06,1.0241262162123479e-07,2.256452921337423e-09,4.90829389881193e-06
1857,2.931054333592848e-06,1.0436667200305497e-07,2.401519919433984e-09,4.717237386233007e-06
1858,2.898522032929967e-06,1.0399473840802134e-07,6.372332978748269e-10,4.825166212997699e-06
1859,2.9280055124607836e-06,1.0634936233243155e-07,5.361101562684212e-10,5.032276931160595e-06
1860,2.961070939428672e-06,1.054869126651933e-07,5.743177520857654e-10,5.233247130880565e-06
1861,3.0038067637048826e-06,1.0897400569222424e-07,8.002644737357758e-10,5.287412542592003e-06
1862,3.0447979497694178e-06,1.0959178707383086e-07,9.11701016269108e-10,5.448827908237165e-06
1863,3.127766701384514e-06,1.046208199438427e-07,7.606436789954683e-10,5.427800845479526e-06
1864,3.222648144531247e-06,1.0433158032745788e-07,6.62297014849703e-10,5.423352247037526e-06
1865,3.355668565875801e-06,1.0710315580451737e-07,6.62297014849703e-10,5.164575408603664e-06
1866,3.4983437282270254e-06,1.0629635685940489e-07,7.507762546575338e-10,4.936040568281896e-06
1867,3.5214662018136423e-06,1.0668530592283787e-07,6.110030854283061e-10,4.5940528902324985e-06
1868,3.5345156317946802e-06,1.0604629250922568e-07,5.643031557906702e-10,4.4095630593281906e-06
1869,3.55090813692576e-06,1.0322843735366405e-07,6.90381922265258e-10,4.154368038403586e-06
1870,3.6051494914447957e-06,1.0605472259125495e-07,6.848805015177309e-10,4.0791867052446055e-06
1871,3.674299023259664e-06,1.070039650536663e-07,6.71842383313605e-10,3.97874503375663e-06
1872,3.6605661080102436e-06,1.0509933697936244e-07,7.537458038672387e-10,4.025639230219115e-06
1873,3.6321673633210594e-06,1.1615427553124391e-07,7.432840692140579e-10,3.984472511677138e-06
1874,3.7877872338348036e-06,1.1731666457340647e-07,7.000716117921968e-10,4.0397221710009035e-06
1875,3.852750491465226e-06,1.2417644411146155e-07,6.411699108152139e-10,3.9759438225571235e-06
1876,3.913327451040719e-06,1.3184192734375495e-07,5.186505510782321e-10,3.938270635574424e-06
1877,3.963307692954134e-06,1.3265342399141185e-07,5.812691042780419e-10,3.864152826541353e-06
1878,4.014580196910954e-06,1.309957267738225e-07,5.001169795753363e-10,3.7559896424811867e-06
1879,4.082294091339074e-06,1.3699375906688666e-07,4.1821355902170257e-10,3.6146886616604334e-06
1880,4.179402951974355e-06,1.259535896532985e-07,4.717427876903863e-10,3.529326932039112e-06
1881,4.158663939181549e-06,1.279831575321363e-07,5.348739784416523e-10,3.3360233503896908e-06
1882,4.2998829355513275e-06,1.2044526645890334e-07,4.4693846639504946e-10,3.3065283072833803e-06
1883,4.438596209053815e-06,1.1672131401090674e-07,3.3194251712411113e-10,3.235520645310836e-06
1884,4.544728783782505e-06,1.1703735834446758e-07,2.2708750356338824e-10,3.3571324300802578e-06
1885,4.5701906076698966e-06,1.1661362821411916e-07,7.785297605002382e-10,3.4271977256139508e-06
1886,4.696144969784655e-06,1.1468711745367597e-07,7.785297605002382e-10,3.3908035155556197e-06
1887,4.854975681415194e-06,1.15713468013772e-07,6.746169952030558e-10,3.3524490520773853e-06
1888,4.953310898209955e-06,1.2506964708336454e-07,7.194971741413575e-10,3.6133186053380735e-06
1889,5.052796820694182e-06,1.2946198373648648e-07,7.394293847852649e-10,3.4997589994288447e-06
1890,5.131541716504476e-06,1.3669153275941426e-07,7.90020765076679e-10,3.3985649159668744e-06
1891,5.268090132761115e-06,1.4639657105622712e-07,8.924409723125898e-10,3.166228355309743e-06
1892,5.397305553092987e-06,1.5230333108969978e-07,3.8594187964527803e-10,3.006047758650051e-06
1893,5.495757899812556e-06,1.5740763460923647e-07,4.3206522685032157e-10,2.9233635489487952e-06
1894,5.491532192536397e-06,1.582685931517907e-07,4.707065768906813e-10,2.83537016392594e-06
1895,5.615354699070199e-06,1.5729124973924107e-07,4.2620883013354064e-10,2.4899498254983754e-06
1896,5.711328802655251e-06,1.6195596279950613e-07,4.1262789217201753e-10,2.4432666642886554e-06
1897,5.773511410162817e-06,1.5668995802440933e-07,5.106505535883749e-10,2.410557499388233e-06
1898,5.747500056583833e-06,1.4991790107745017e-07,4.80383019077887e-10,2.3689701720286394e-06
1899,5.85403742141872e-06,1.4610350871992394e-07,5.082954811021421e-10,2.359361295540501e-06
1900,5.8590281436668846e-06,1.41797406578397e-07,5.16383947506733e-10,2.2832892747309027e-06
1901,5.924476551756795e-06,1.4000742558956907e-07,4.843820027617645e-10,2.2192083568890145e-06
1902,5.9123064082606495e-06,1.3562684435847977e-07,5.069598312574491e-10,2.136013498394667e-06
1903,5.863940584406789e-06,1.2979163394837607e-07,5.319555589673136e-10,2.108042281179223e-06
1904,5.9192573514467635e-06,1.2628887852932686e-07,4.309027380942711e-10,2.129079348378582e-06
1905,5.926364597793768e-06,1.2607603037752468e-07,4.044906512909055e-10,2.1195391062584738e-06
1906,5.9685331897136555e-06,1.2363950726726865e-07,4.557549139670515e-10,2.0386462763001745e-06
1907,6.068521802912333e-06,1.220298254825788e-07,4.601437960819307e-10,2.0170213831858874e-06
1908,6.137087504092571e-06,1.2590725516149958e-07,5.082171469375904e-10,2.009081819258946e-06
1909,6.278615988516581e-06,1.1965760141460384e-07,4.359067045814743e-10,1.946702972028496e-06
1910,6.41679272510893e-06,1.1937185360823476e-07,4.4101957502595823e-10,1.8813650675448507e-06
1911,6.492565197342108e-06,1.1854354348932767e-07,4.77325949599372e-10,1.8203914058696164e-06
1912,6.65852985548554e-06,1.1251506139485303e-07,5.468982261106322e-10,1.6700556346092656e-06
1913,6.800424866274365e-06,1.1178928868308244e-07,5.228637691463106e-10,1.5752983050073714e-06
1914,7.023370471870294e-06,1.093394703031793e-07,5.811949899522542e-10,1.4335984782779372e-06
1915,7.286114396265475e-06,1.0499386807591041e-07,5.466644329670573e-10,1.2820418484287593e-06
1916,7.572147946380678e-06,1.0415026910745187e-07,6.231945951348397e-10,1.1855525242156415e-06
1917,7.893243036960484e-06,1.0334548404346475e-07,6.660510198930325e-10,1.1046462710900023e-06
1918,8.222513380522806e-06,1.0332895783449203e-07,6.972253369890475e-10,9.941184820101107e-07
1919,8.5280981433503e-06,1.086561789114577e-07,6.245297136585139e-10,1.0338276540876125e-06
1920,8.831234741332342e-06,1.0997518476837545e-07,5.708475914190103e-10,1.0704425627799147e-06
1921,9.111239316033399e-06,1.1210416569643452e-07,4.5391567488855296e-10,1.108899117038423e-06
1922,9.317160739945913e-06,1.1433732031004443e-07,4.302508032389645e-10,1.1795139828661507e-06
1923,9.589089651334299e-06,1.1597145288533284e-07,3.8904652118912763e-10,1.269329240065937e-06
1924,9.915059568551701e-06,1.1752609805983281e-07,4.482713605075921e-10,1.3180879250285216e-06
1925,1.0209356202852047e-05,1.2080225835526498e-07,5.402760183681465e-10,1.340532240387152e-06
1926,1.0577855781385942e-05,1.1730606530591103e-07,6.122735969021115e-10,1.372350733877933e-06
1927,1.0908059526367911e-05,1.1638362451549256e-07,5.658702871359975e-10,1.3416593966602314e-06
1928,1.1117269813049851e-05,1.1883889377324002e-07,7.027272097559489e-10,1.3157006638461359e-06
1929,1.143564921741407e-05,1.2482311311552102e-07,7.291475082446145e-10,1.2825317006510367e-06
1930,1.164130883678029e-05,1.342918076423822e-07,9.250871576707961e-10,1.2775709917280307e-06
1931,1.184361514918107e-05,1.3692939303057627e-07,7.803694535806522e-10,1.2682610953821235e-06
1932,1.2081509469550968e-05,1.3733889708029373e-07,6.678958675803465e-10,1.3002908677403217e-06
1933,1.23263030868007e-05,1.3821263219629794e-07,5.996153672788956e-10,1.2751499168319112e-06
1934,1.2519987649284303e-05,1.6381937634995275e-07,5.996153672788956e-10,1.3093967774174026e-06
1935,1.2819014695456385e-05,1.6069345321056971e-07,5.738701121447778e-10,1.3382961664579592e-06
1936,1.2981129267635489e-05,1.5102954417248578e-07,6.070482469874453e-10,1.3849407715887146e-06
1937,1.32675739743198e-05,1.410243797295152e-07,4.517713762610041e-10,1.304582951888733e-06
1938,1.3518047645837733e-05,1.3818521336718602e-07,4.4729061724321385e-10,1.232480388223069e-06
1939,1.4215676726182989e-05,1.3446335499013783e-07,4.273997108609048e-10,1.149245032853027e-06
1940,1.4834392589234216e-05,1.580386909592692e-07,4.584451786447476e-10,1.0442673052628898e-06
1941,1.5609993429929352e-05,1.3124395386349924e-07,5.136023194042747e-10,9.397480117253767e-07
1942,1.6332942972699778e-05,1.300131324504556e-07,4.2739869778239484e-10,8.406482671879141e-07
1943,1.716828748093186e-05,1.3003388537364507e-07,4.938222390528577e-10,7.673747778166476e-07
1944,1.786067059583729e-05,1.2605469480929189e-07,4.2302389369197613e-10,7.675850172615486e-07
1945,1.8473262960989295e-05,1.215508344135482e-07,4.2004106343933907e-10,8.129149965238216e-07
1946,1.863331401961789e-05,1.2972406234926632e-07,3.7845519377085624e-10,7.941027644976982e-07
1947,1.8854713874004248e-05,1.0734593912177712e-07,3.6730331276491057e-10,8.594517290865562e-07
1948,1.8982578434848358e-05,1.074192894634507e-07,3.121461720053834e-10,8.633777253765272e-07
1949,1.9045710619788485e-05,1.0637107448831427e-07,3.0424428849278636e-10,8.897830282096817e-07
1950,1.931200417207687e-05,1.0595000686310283e-07,1.879109685314668e-10,8.998507772568181e-07
1951,1.960300739613428e-05,1.0730918985148361e-07,2.516851389998211e-10,8.753453926146904e-07
1952,1.9955495320443462e-05,1.069386194834416e-07,4.2112310464200876e-10,8.415723950097995e-07
1953,2.048412482378938e-05,9.728657752410591e-08,4.0371613294462195e-10,8.426692293791607e-07
1954,2.074756749997115e-05,1.0717790084007512e-07,3.665201406266583e-10,8.244002417866016e-07
1955,2.130099424643309e-05,1.0765634073095498e-07,3.665201406266583e-10,9.052067509531168e-07
1956,2.1917178466018023e-05,1.0713865857984014e-07,3.899179957086599e-10,8.976550702755048e-07
1957,2.2409351004171185e-05,1.065076814045694e-07,3.560780450257666e-10,8.46253271902242e-07
1958,2.297641445433588e-05,1.0564764555251063e-07,2.971361678530801e-10,8.668860524656858e-07
1959,2.359355520249145e-05,1.0795509248444951e-07,1.5410453766248215e-10,9.084483362390269e-07
1960,2.407823922112584e-05,1.076058302779919e-07,1.807667448267785e-10,9.865971638386587e-07
1961,2.5004374297818037e-05,9.344526879268805e-08,1.8550154071547301e-10,1.003713691716257e-06
1962,2.5507285889554104e-05,9.20952842875522e-08,2.2630856514168788e-10,9.7205367767726e-07
1963,2.627542718463311e-05,9.07729094430059e-08,2.0571226071781316e-10,9.891300172577239e-07
1964,2.700293381557068e-05,8.924231004974509e-08,2.8665205526705913e-10,1.0208821095147869e-06
1965,2.7863193151590947e-05,9.151414762495083e-08,3.0692384943100034e-10,1.1187564479899135e-06
1966,2.8835487682954408e-05,8.86069204040853e-08,3.232995954283169e-10,1.131226188785409e-06
1967,2.9963775887154043e-05,8.761087144648627e-08,4.2246301496755885e-10,1.1296151488490328e-06
1968,3.110522993665654e-05,8.786323186476303e-08,6.01253295167454e-10,1.1708875799091141e-06
1969,3.263073111676411e-05,8.499982381441182e-08,6.412382390947563e-10,1.1412493888331352e-06
1970,3.413678522130275e-05,8.287181937508389e-08,7.266646332279184e-10,1.1179898901251103e-06
1971,3.568484784669376e-05,8.28451943237139e-08,7.173320429717681e-10,1.0829418134302874e-06
1972,3.722597518520031e-05,7.939553979343015e-08,7.428201942438761e-10,9.626067724509215e-07
1973,3.86684197500082e-05,8.015207494541496e-08,7.555555625593513e-10,8.805098283508934e-07
1974,4.006570868243996e-05,8.185930409711415e-08,6.873682258299953e-10,7.74600583294419e-07
1975,4.13404091627204e-05,8.248666765504303e-08,5.559062416742628e-10,6.613351989212138e-07
1976,4.225404804206586e-05,8.306517936976629e-08,5.876243063569169e-10,6.25928773193404e-07
1977,4.317119705124891e-05,8.916118332535916e-08,5.787071298359234e-10,5.98891209132749e-07
1978,4.365318818599917e-05,9.352246723080628e-08,5.315797108051967e-10,5.880152035128308e-07
1979,4.4010507865875426e-05,9.449477289535935e-08,5.351654615491443e-10,5.661647394715276e-07
1980,4.420170132237088e-05,9.27783889080404e-08,5.078995577286907e-10,5.630665457699382e-07
1981,4.441718036624869e-05,9.10962632311956e-08,4.727210230402536e-10,5.713074610217259e-07
1982,4.460549150410641e-05,8.751454925816558e-08,4.435064835225536e-10,5.662326917185315e-07
1983,4.5206914884537195e-05,8.61714925447034e-08,4.346315271971538e-10,5.619537140384117e-07
1984,4.5532498916145414e-05,8.132958535205554e-08,4.044699357187907e-10,5.548678326964104e-07
1985,4.646112418933106e-05,7.589781298682802e-08,4.5956497337787793e-10,5.468307092217271e-07
1986,4.72281156232514e-05,7.343025641505716e-08,4.693183223000322e-10,5.462248883044854e-07
1987,4.862249781061629e-05,7.46474414979405e-08,4.824845642062822e-10,5.224906374223792e-07
1988,4.9804353953472204e-05,7.17341909047978e-08,4.6512980173789893e-10,5.077807746342192e-07
1989,5.0842170561996424e-05,7.244959476793156e-08,4.73117444031525e-10,4.864990371191067e-07
1990,5.155070903128944e-05,7.342175020344907e-08,3.894547541603645e-10,4.5279289955552873e-07
1991,5.2789377930041936e-05,7.1915624947191e-08,3.495764887879409e-10,4.4418317608168376e-07
1992,5.351563387583675e-05,7.140656472464408e-08,3.0181339768667724e-10,4.306189517982213e-07
1993,5.439929217183297e-05,7.18791324873434e-08,2.575588928640674e-10,4.224306248293682e-07
1994,5.489155799815697e-05,7.072935354861848e-08,2.8841549981617476e-10,4.1888065993589407e-07
1995,5.5538669195292254e-05,7.355576363871868e-08,2.9316979597928036e-10,4.2679699520574233e-07
1996,5.622929581607293e-05,7.407905298707971e-08,2.900200417123498e-10,4.2634940200514393e-07
1997,5.685736115473057e-05,7.179238029461235e-08,2.930577526681434e-10,4.4611036287278694e-07
1998,5.7055255768188674e-05,7.336789106407845e-08,3.2455855265250173e-10,4.53926649665196e-07
1999,5.75572563060892e-05,7.360684760117562e-08,2.9817006502730337e-10,4.632326847188649e-07
2000,5.8272902866260014e-05,7.50841938465133e-08,2.8548405603797834e-10,4.6422822005557206e-07
2001,5.884607370327493e-05,7.401199399380078e-08,2.451475401645174e-10,4.854941469797527e-07
2002,5.9485840340909946e-05,7.261217405130083e-08,2.303361221993911e-10,4.822928839790361e-07
2003,5.983511748906624e-05,7.279793631401585e-08,1.8909218139708172e-10,5.048243727807338e-07
2004,6.0162623932618385e-05,7.521776471516464e-08,2.1654754477668751e-10,5.03712945893702e-07
2005,6.043891958792561e-05,7.642355675281059e-08,2.332985699468207e-10,5.217146394898009e-07
2006,6.0848455697331314e-05,7.632648240425105e-08,2.6390132936070035e-10,5.370685747558517e-07
2007,6.121085035764346e-05,7.299618991802553e-08,2.4330634332666735e-10,5.559762671834636e-07
2008,6.148341552553964e-05,7.105569618407312e-08,2.5609200078007584e-10,5.661499886043333e-07
2009,6.12157881343072e-05,6.77605770858593e-08,2.743956470771128e-10,5.794149728899356e-07
2010,6.147591505266194e-05,6.62674121291015e-08,2.7529682006255385e-10,5.968412243159296e-07
2011,6.160242420654478e-05,6.853995314161563e-08,2.2483135888754343e-10,6.281161647945867e-07
2012,6.170931426043223e-05,6.647321981745336e-08,1.6098217501100568e-10,6.411376684159872e-07
2013,6.186566835302594e-05,6.388504049579882e-08,1.2495617140213204e-10,6.46040535100058e-07
2014,6.087497396427872e-05,6.696334915139752e-08,1.611550109629053e-10,6.576748238070909e-07
2015,5.961312854196876e-05,7.685727153118802e-08,1.6826077931757817e-10,6.739863676687361e-07
2016,5.938122766175573e-05,7.789386710247267e-08,1.6425396856137705e-10,6.95490574084293e-07
2017,5.8919063424885586e-05,7.963775120837606e-08,1.7252478149802167e-10,6.961317922105081e-07
2018,5.854072223883122e-05,7.676266520206809e-08,2.0702973779762602e-10,6.885701964165492e-07
2019,5.8022501434606966e-05,7.881505847961989e-08,2.4009767091159873e-10,6.879096190459677e-07
