ngram,goal,gol,glao,gaol
1594,1.867264732676891e-07,3.543580565487251e-07,0.0,2.926661116881795e-06
1595,6.375235638448171e-07,2.157546418857237e-06,0.0,2.926661116881795e-06
1596,6.612153161508363e-07,1.9708199455895477e-06,0.0,2.0877956948035196e-06
1597,1.14546368682308e-06,1.9708199455895477e-06,0.0,1.5678443950102e-06
1598,1.8974402727118495e-06,1.9708199455895477e-06,0.0,1.6563122276888213e-06
1599,1.8974402727118495e-06,1.9708199455895477e-06,0.0,1.6563122276888213e-06
1600,2.0039463574253854e-06,2.077326030303084e-06,0.0,1.96556592462522e-06
1601,2.1992702191450268e-06,1.909694447022048e-06,0.0,1.6579950202607767e-06
1602,1.7484731285678987e-06,1.0650608471353604e-07,0.0,1.762395738426546e-06
1603,1.5380549029941903e-06,1.0650608471353604e-07,0.0,9.207228361317123e-07
1604,1.0538065323219468e-06,1.0650608471353604e-07,0.0,1.0909931558801742e-06
1605,3.018299464331774e-07,2.1894297625684495e-07,0.0,1.002525323201553e-06
1606,2.383912780195325e-06,2.1894297625684495e-07,0.0,1.002525323201553e-06
1607,2.2774066954817888e-06,1.1243689154330891e-07,0.0,4.6999489963387274e-07
1608,2.0820828337621478e-06,3.121144881593604e-07,0.0,2.746710379142314e-07
1609,2.2707568112829383e-06,3.121144881593604e-07,0.0,1.7027031974846197e-07
1610,2.2707568112829383e-06,3.121144881593604e-07,0.0,1.7027031974846197e-07
1611,2.4755813683441374e-06,3.121144881593604e-07,0.0,0.0
1612,2.4755813683441374e-06,4.686783248481723e-07,0.0,0.0
1613,3.934985345819898e-07,6.284888058871729e-07,0.0,0.0
1614,1.7119375245653958e-06,6.284888058871729e-07,0.0,0.0
1615,1.7119375245653958e-06,4.2881120927112146e-07,0.0,0.0
1616,1.5232635470446049e-06,4.2881120927112146e-07,0.0,3.6042453237834185e-07
1617,1.5232635470446049e-06,4.2881120927112146e-07,0.0,3.6042453237834185e-07
1618,1.318438989983406e-06,4.2881120927112146e-07,0.0,3.6042453237834185e-07
1619,1.5435079896113685e-06,1.598104810390006e-07,0.0,4.729590321923232e-07
1620,2.651636074395875e-06,0.0,0.0,7.751757737293831e-07
1621,1.3331970844124693e-06,1.7841799555234112e-07,0.0,7.751757737293831e-07
1622,1.4738939008956159e-06,1.7841799555234112e-07,0.0,7.751757737293831e-07
1623,2.012722282935491e-06,1.7841799555234112e-07,0.0,4.1475124135104124e-07
1624,3.506044241216192e-06,1.7841799555234112e-07,0.0,4.1475124135104124e-07
1625,4.336691144349711e-06,1.7841799555234112e-07,0.0,4.1475124135104124e-07
1626,4.111622144721748e-06,1.7841799555234112e-07,0.0,3.022167415370599e-07
1627,3.003494059937241e-06,1.7841799555234112e-07,0.0,0.0
1628,3.5275870686746202e-06,0.0,0.0,6.55116260921724e-08
1629,3.3868902521914734e-06,1.6505868773362765e-07,0.0,6.55116260921724e-08
1630,3.0205598672442387e-06,1.6505868773362765e-07,0.0,6.55116260921724e-08
1631,1.583917894874633e-06,1.6505868773362765e-07,0.0,6.55116260921724e-08
1632,8.448971259765261e-07,2.5668482196903953e-07,0.0,6.55116260921724e-08
1633,9.819899235351061e-07,3.937776195276196e-07,0.0,6.55116260921724e-08
1634,2.2161715053568642e-06,3.937776195276196e-07,0.0,6.55116260921724e-08
1635,1.6920784966194852e-06,5.584170464447067e-07,0.0,0.0
1636,1.8657673146143289e-06,4.80202767708501e-07,0.0,0.0
1637,1.76642944487477e-06,4.80202767708501e-07,0.0,0.0
1638,1.709749458963675e-06,4.80202767708501e-07,0.0,0.0
1639,2.0074744660243075e-06,3.8857663347308904e-07,0.0,1.557404597666131e-07
1640,1.9731897233603898e-06,2.51483835914509e-07,0.0,1.557404597666131e-07
1641,7.390081415386314e-07,2.51483835914509e-07,0.0,1.557404597666131e-07
1642,1.170807479411451e-06,8.684440899742185e-08,0.0,1.557404597666131e-07
1643,9.971186614166072e-07,9.032244666481607e-08,0.0,1.557404597666131e-07
1644,9.239585340635261e-07,9.032244666481607e-08,0.0,1.557404597666131e-07
1645,1.0221921960302488e-06,1.8855610863153872e-07,0.0,1.557404597666131e-07
1646,7.335794651096097e-07,1.8855610863153872e-07,0.0,0.0
1647,7.348169625791863e-07,1.8855610863153872e-07,0.0,0.0
1648,7.348169625791863e-07,2.3440534440461696e-07,0.0,4.584923577307823e-08
1649,3.0301762470636664e-07,3.12633119392558e-07,0.0,4.584923577307823e-08
1650,3.9085789792027625e-07,2.2231067272774192e-07,0.0,4.584923577307823e-08
1651,5.198581415502954e-07,2.2231067272774192e-07,0.0,4.584923577307823e-08
1652,4.2162447958357265e-07,1.2407701076101928e-07,0.0,2.6853482333016085e-07
1653,6.223891822238719e-07,1.2407701076101928e-07,0.0,1.6252988806237617e-06
1654,6.842763744836182e-07,1.6556019691701555e-07,0.0,1.6667820667797578e-06
1655,6.842763744836182e-07,1.197109611439373e-07,0.0,1.7371389203292762e-06
1656,7.295837057037196e-07,8.67905173760976e-08,0.0,1.7371389203292762e-06
1657,6.695478650239497e-07,1.7020381700863903e-07,0.0,2.1264009636265006e-06
1658,9.158570739893028e-07,2.7743508569853604e-07,0.0,3.413176155423311e-06
1659,9.480242592222307e-07,3.0960227093146386e-07,0.0,3.254824938332084e-06
1660,8.068707464709795e-07,3.8977707106369053e-07,0.0,2.0584104813029365e-06
1661,6.409380018469944e-07,3.482938849076943e-07,0.0,2.0169272951469404e-06
1662,6.409380018469944e-07,3.482938849076943e-07,0.0,2.063120644736825e-06
1663,5.95630670626893e-07,3.0298655368759295e-07,0.0,4.493834885417007e-06
1664,7.250381628409741e-07,2.195732540550515e-07,0.0,5.047844358127154e-06
1665,4.37911944166964e-07,1.1234198536515447e-07,0.0,3.849252400251706e-06
1666,4.456931565398138e-07,1.201231977380043e-07,0.0,3.824866427391628e-06
1667,3.827005059520161e-07,7.240071348795546e-08,0.0,3.6645168271271748e-06
1668,4.702069377669561e-07,1.5990714530289551e-07,0.0,3.708270043034645e-06
1669,5.001610300528878e-07,1.8986123758882707e-07,0.0,3.905319703432854e-06
1670,5.388101982362059e-07,1.8986123758882707e-07,0.0,1.4746054627526713e-06
1671,4.2070846615972967e-07,2.2897143026057165e-07,0.0,5.313339467453002e-07
1672,4.3092763795422276e-07,2.5357203168953545e-07,0.0,4.4315071282393805e-07
1673,3.9097924034844513e-07,2.136236340837578e-07,0.0,4.032023152181604e-07
1674,4.2374438789595713e-07,1.8117131820158e-07,0.0,4.357328395242023e-07
1675,3.7055645561524996e-07,9.366488638663992e-08,0.0,3.919796236167323e-07
1676,3.8354887367729263e-07,6.371079410070837e-08,0.0,1.184235450019904e-07
1677,5.128306911826388e-07,9.729699205049006e-08,0.0,1.184235450019904e-07
1678,5.334762127923958e-07,5.818679937874549e-08,0.0,1.3834211642915761e-07
1679,4.3507380707654063e-07,3.35861979497817e-08,0.0,1.3834211642915761e-07
1680,5.255834553606422e-07,3.35861979497817e-08,0.0,1.3834211642915761e-07
1681,5.073405913792937e-07,5.596204541039437e-08,0.0,1.0581159212311572e-07
1682,5.738272526351855e-07,5.596204541039437e-08,0.0,1.4613365806326328e-07
1683,5.308807422872113e-07,1.4423095860495649e-07,0.0,6.024063736731478e-08
1684,3.921713361673288e-07,1.1064476065517478e-07,0.0,6.024063736731478e-08
1685,4.940622752818464e-07,1.1064476065517478e-07,0.0,5.050561883633366e-07
1686,5.769498950972515e-07,1.1064476065517478e-07,0.0,6.432022295095001e-07
1687,4.864402468131499e-07,1.5184485034426742e-07,0.0,6.844023191985928e-07
1688,5.609273269361179e-07,2.6924373790799496e-07,0.0,6.844023191985928e-07
1689,4.601221661459931e-07,3.3238607751887426e-07,0.0,6.440802532584453e-07
1690,5.01662747914062e-07,2.4411716432431216e-07,0.0,7.27161416794583e-07
1691,7.415677479067589e-07,2.4411716432431216e-07,0.0,8.494916861374284e-07
1692,6.2725718359096e-07,2.4411716432431216e-07,0.0,3.847575637142394e-07
1693,6.070719515654284e-07,2.4411716432431216e-07,0.0,3.406651062830081e-07
1694,6.31457502160109e-07,2.0291707463521951e-07,0.0,1.22611590670983e-06
1695,4.916115991753551e-07,6.314233961087926e-08,0.0,1.22611590670983e-06
1696,5.073575449289689e-07,0.0,0.0,1.4623050869236716e-06
1697,6.788821268953273e-07,2.204122446463381e-08,0.0,1.379223923387534e-06
1698,5.653245998311312e-07,3.241249503714373e-08,0.0,1.2672649246171983e-06
1699,5.179885107509108e-07,4.548203540772582e-08,0.0,1.3064735457289447e-06
1700,4.812818283588578e-07,4.548203540772582e-08,0.0,1.2904070782074735e-06
1701,4.858965557527231e-07,4.548203540772582e-08,0.0,3.63756188091559e-07
1702,4.633464649422032e-07,4.548203540772582e-08,0.0,3.8772650766207205e-07
1703,4.4760051918858933e-07,4.548203540772582e-08,0.0,1.957021668528926e-07
1704,2.4319712212315737e-07,2.3440810943092013e-08,0.0,1.957021668528926e-07
1705,1.1510148466088919e-07,7.717417409886756e-08,0.0,9.729021164568103e-07
1706,1.4832763233536233e-07,9.733078140275861e-08,0.0,9.89070410842682e-07
1707,1.5878928597398305e-07,9.733078140275861e-08,0.0,9.110832946492207e-07
1708,1.297890079854369e-07,1.0697664874572053e-07,0.0,9.110832946492207e-07
1709,1.0581868841492386e-07,1.1900166490314795e-07,0.0,8.871129750787077e-07
1710,1.4024873503818265e-07,1.3621668821477734e-07,0.0,8.773781822973043e-07
1711,1.8004861398627066e-07,1.556013456495618e-07,0.0,8.967628397320888e-07
1712,1.7430203870714779e-07,1.1322355167716783e-07,0.0,1.2005503943360703e-07
1713,1.287785520633276e-06,9.081541918476432e-08,0.0,1.1876820187645925e-07
1714,1.8639112369100985e-06,1.0038702973653407e-07,0.0,1.1876820187645925e-07
1715,1.8865559435913122e-06,9.074116239357214e-08,0.0,1.1876820187645925e-07
1716,1.8865559435913122e-06,7.871614623614473e-08,0.0,1.3647811820354556e-07
1717,2.0508024322550355e-06,7.67839338777776e-08,0.0,1.2497228750264965e-07
1718,2.0875001049651994e-06,6.514103288525672e-08,7.741756442263587e-09,1.2881289888712543e-07
1719,2.131621976835569e-06,5.6583935251605256e-08,7.741756442263587e-09,1.1794947900917968e-07
1720,1.0302179893934799e-06,4.576592006953563e-08,7.741756442263587e-09,9.104278473971914e-08
1721,4.964754367620117e-07,5.371442566927596e-08,7.741756442263587e-09,9.980284281547419e-08
1722,5.742893571485703e-07,6.144201236679692e-08,7.741756442263587e-09,1.0753042951299513e-07
1723,6.730921760273694e-07,6.761718854672186e-08,7.741756442263587e-09,1.0834604121815314e-07
1724,5.155120805154314e-07,5.233437759345959e-08,7.741756442263587e-09,8.542182529579025e-08
1725,4.965293385339464e-07,5.929852723137888e-08,0.0,6.954950951662145e-08
1726,1.0311054471198337e-06,5.2516283131711e-08,0.0,7.59370075391936e-08
1727,1.218452138930713e-06,7.988714654873417e-08,0.0,4.875362386818389e-08
1728,1.2108867752301324e-06,6.884659039688554e-08,0.0,5.295268579175172e-08
1729,1.1868918688508399e-06,9.297888731956456e-08,0.0,7.708498271443074e-08
1730,1.2353873363021454e-06,1.1953666298073325e-07,0.0,5.855945468218644e-08
1731,1.3127254671222284e-06,1.265034025469244e-07,0.0,7.249293381456872e-08
1732,1.3654608405236753e-06,1.1179749646674151e-07,0.0,6.513998077447728e-08
1733,9.547048063853123e-07,1.0540999844416937e-07,0.0,4.66189121084426e-07
1734,8.923896237839861e-07,8.836259825427208e-08,0.0,5.126447056064925e-07
1735,9.633868346879484e-07,8.834996429689973e-08,0.0,5.190863642415675e-07
1736,1.101903787262667e-06,6.200240574928881e-08,0.0,4.872264806213675e-07
1737,1.1207245782835734e-06,7.079922324594787e-08,0.0,5.149129935132026e-07
1738,1.3922089660159794e-06,7.481611622292153e-08,0.0,5.064713306524027e-07
1739,1.3896100118212677e-06,8.773978216985207e-08,0.0,5.872442453583712e-07
1740,1.2448648963722268e-06,9.522706077648633e-08,0.0,1.9478216423911882e-07
1741,1.2349442093701718e-06,8.490359754936045e-08,0.0,1.720919828228164e-07
1742,1.373276225941871e-06,9.756878784271197e-08,0.0,2.0371018243687494e-07
1743,1.4472373745125618e-06,1.1131924994499189e-07,0.0,2.0371018243687494e-07
1744,1.4686088271836134e-06,9.210978189701433e-08,0.0,2.117361524207289e-07
1745,1.4321381221244728e-06,8.74377253775752e-08,0.0,2.819832464037323e-07
1746,1.564723975531836e-06,8.44700137138586e-08,0.0,4.6006514306132627e-07
1747,1.8192592311347004e-06,9.361934211986928e-08,0.0,5.449102279239273e-07
1748,2.0009775555860998e-06,1.045385375724501e-07,0.0,7.140506162223963e-07
1749,2.0474216820990217e-06,1.0027226236632356e-07,4.955280376504691e-09,7.47271408434764e-07
1750,2.4017324611642314e-06,9.090566978540795e-08,4.955280376504691e-09,9.517927626997594e-07
1751,2.571155781489714e-06,7.92927846556982e-08,4.955280376504691e-09,1.1230903201716761e-06
1752,2.5217975689884042e-06,8.0778388930217e-08,4.955280376504691e-09,1.0863373103932515e-06
1753,2.6853056169784395e-06,8.088113950017422e-08,4.955280376504691e-09,1.0487740098596987e-06
1754,2.7749650663671285e-06,7.261266990862428e-08,4.955280376504691e-09,9.866109849099303e-07
1755,2.810454426643056e-06,9.251993660086555e-08,4.955280376504691e-09,1.4603274556585738e-06
1756,2.695888854629759e-06,1.1407973994031246e-07,0.0,1.6249962625027235e-06
1757,2.6220743295977755e-06,1.194091616696369e-07,0.0,1.630588420604389e-06
1758,2.7996650585139704e-06,1.4599276200653678e-07,0.0,1.8275643956907776e-06
1759,2.7703998252296254e-06,1.5558955622298397e-07,0.0,2.2964825632243446e-06
1760,2.8051025700343805e-06,1.668217873681702e-07,0.0,3.906211511710873e-06
1761,2.9905266793710846e-06,1.8343375631145265e-07,0.0,6.2527674507301915e-06
1762,3.420359722180625e-06,1.767505334474403e-07,0.0,8.105089770132118e-06
1763,3.7074834965876235e-06,1.9142103216803923e-07,0.0,9.40893616124023e-06
1764,3.759205615746656e-06,1.8462745491173598e-07,0.0,9.977380906483241e-06
1765,3.6727071151939787e-06,1.797579309530712e-07,0.0,1.0289615147485165e-05
1766,3.928446436215641e-06,1.8957237354503116e-07,0.0,1.0397301528947927e-05
1767,4.026069713550637e-06,1.8005944671780787e-07,2.9445022927835194e-09,8.893120821085176e-06
1768,3.875316809041708e-06,2.114058048618972e-07,2.9445022927835194e-09,7.182143592997038e-06
1769,3.2780515247005885e-06,1.9944760408309647e-07,2.9445022927835194e-09,5.397347552259037e-06
1770,3.2224147454534043e-06,1.8582943945537928e-07,2.9445022927835194e-09,4.804605493648394e-06
1771,3.035640783569501e-06,1.931932627842668e-07,2.9445022927835194e-09,4.649983793569845e-06
1772,2.8512428928349564e-06,1.8186042487806325e-07,2.9445022927835194e-09,4.9064777353383505e-06
1773,2.7255285398756053e-06,1.624375803390064e-07,5.539693148648439e-09,4.830686975765275e-06
1774,2.648476668452661e-06,1.6669435051345056e-07,2.5951908558649197e-09,5.706455697561198e-06
1775,2.5539976442295095e-06,1.2770002097032114e-07,2.5951908558649197e-09,6.223360320031393e-06
1776,3.0463094487588805e-06,1.426386764892738e-07,5.307560359467191e-09,5.774010592826276e-06
1777,2.8883084561519875e-06,1.8394805577161476e-07,1.4061710779904907e-08,5.321738431770687e-06
1778,2.8321577799163478e-06,2.3768078958953864e-07,1.4061710779904907e-08,5.1733774333635144e-06
1779,3.0578315610390357e-06,2.345239355098069e-07,1.9185082221286265e-08,5.1843505519043124e-06
1780,3.049986487115218e-06,2.737211701742126e-07,1.6589891365421342e-08,5.943625410509412e-06
1781,3.452500615302207e-06,2.729865258288555e-07,1.6589891365421342e-08,6.368568749946592e-06
1782,3.511654085741611e-06,2.8371012612231947e-07,1.6589891365421342e-08,5.836659478778269e-06
1783,3.194054410674393e-06,2.6745942705019843e-07,1.3877521861819072e-08,6.669604577577307e-06
1784,3.25096672375886e-06,2.0864573408679072e-07,5.123371441381355e-09,7.864618770067214e-06
1785,3.1737019331298403e-06,1.5853460614120456e-07,5.123371441381355e-09,7.908460507418827e-06
1786,3.571565067821731e-06,1.4998349432257134e-07,0.0,7.3388635623164844e-06
1787,3.579350829698212e-06,1.2362695299218883e-07,0.0,7.037584607262813e-06
1788,2.962626760043869e-06,1.1616613042925955e-07,0.0,6.639498256585544e-06
1789,2.902237253822802e-06,1.137048611456391e-07,0.0,7.1283650413533906e-06
1790,2.952643496558137e-06,1.1719489581959611e-07,0.0,7.270148249257805e-06
1791,2.8953713483913035e-06,1.2219845452981254e-07,0.0,6.665305168748351e-06
1792,3.166826413040066e-06,1.2563448897091283e-07,0.0,6.97405529795755e-06
1793,2.5981664423722705e-06,1.418903750050049e-07,0.0,7.296523433199452e-06
1794,2.5975601342257245e-06,1.4022583526087017e-07,0.0,7.719859305715155e-06
1795,2.6737802727438975e-06,1.4882542131999799e-07,0.0,7.4173650708481934e-06
1796,2.631102396272971e-06,1.4314234826023104e-07,0.0,7.0970645538182e-06
1797,2.719629557239906e-06,1.6336166096055293e-07,0.0,7.206658015742765e-06
1798,2.788158326438861e-06,1.5285085400559444e-07,0.0,6.864471807992751e-06
1799,2.646484290380613e-06,1.4441582152358023e-07,0.0,7.103271205518727e-06
1800,2.6709152020235446e-06,1.4183242618465946e-07,4.116639093102289e-10,7.251790131184472e-06
1801,2.636346055494089e-06,1.40051296528197e-07,4.116639093102289e-10,6.649290883485394e-06
1802,2.647010205691913e-06,1.3403144143759554e-07,4.116639093102289e-10,6.405635238999301e-06
1803,2.7062955203811204e-06,1.2745804716424963e-07,4.116639093102289e-10,6.4538812044442495e-06
1804,2.502179346005765e-06,1.0934989295005185e-07,4.116639093102289e-10,6.001518678593649e-06
1805,2.5746916045526243e-06,1.0864638357231473e-07,6.713414110340718e-10,6.558203105149525e-06
1806,2.431447520783487e-06,1.0948236958289012e-07,6.713414110340718e-10,6.460799145965471e-06
1807,2.4847964661083618e-06,1.0128389707883148e-07,2.5967750172384285e-10,6.808034803335821e-06
1808,2.4225657853094162e-06,9.775436536431568e-08,2.5967750172384285e-10,7.318733813528004e-06
1809,2.311803979994563e-06,1.0398040473091896e-07,4.406023165362935e-10,8.361621894437121e-06
1810,2.221673201217657e-06,1.0284691447688082e-07,4.406023165362935e-10,9.159904233716329e-06
1811,2.205479128341332e-06,9.996699442841159e-08,6.749862573635873e-10,9.697498496409804e-06
1812,2.043079039789778e-06,9.766208413403937e-08,4.1530875563974435e-10,9.543062138358696e-06
1813,1.9897044662034854e-06,9.65681244175747e-08,6.092881596079078e-10,1.0541032419756188e-05
1814,1.8949660735805601e-06,8.944486852767244e-08,6.092881596079078e-10,1.0750321572621552e-05
1815,1.8568199006300086e-06,8.873423139123458e-08,6.092881596079078e-10,1.103004563317102e-05
1816,2.07032875161011e-06,9.62410829125864e-08,4.283633447954571e-10,1.108747190820785e-05
1817,2.1884585521547706e-06,1.0476963093911504e-07,4.283633447954571e-10,1.1142015604751318e-05
1818,2.2315428753115285e-06,1.0370780399528354e-07,3.7301427026546566e-10,1.1448292103263416e-05
1819,2.329960563786569e-06,1.0337181777231308e-07,3.7301427026546566e-10,1.2152804239511689e-05
1820,2.467857305938586e-06,9.997129727220713e-08,1.790348662973023e-10,1.178939198455607e-05
1821,2.4792317714984946e-06,1.0085298133130241e-07,1.790348662973023e-10,1.1860359076568524e-05
1822,2.513431581974146e-06,9.939129240267772e-08,4.2857266941658574e-10,1.1390942875420609e-05
1823,2.3710599309976843e-06,8.507175205555281e-08,4.2857266941658574e-10,1.1151841525653644e-05
1824,2.2986736699489744e-06,8.941913876014951e-08,4.2857266941658574e-10,1.0660961509399516e-05
1825,2.2485987106587605e-06,9.334688197018945e-08,2.4953780311928343e-10,9.946060864811962e-06
1826,2.1405836930300992e-06,9.241571977522004e-08,3.6803604608337537e-10,9.115813229852523e-06
1827,2.057168671854015e-06,9.085795734823218e-08,3.6803604608337537e-10,8.466840232098807e-06
1828,2.0815442992118605e-06,9.680829090744478e-08,4.783653552640845e-10,8.23773176047585e-06
1829,2.1752262812567224e-06,9.882221365030221e-08,5.099246659843817e-10,7.88495377232071e-06
1830,2.1602185142910457e-06,1.0166532352481486e-07,6.052292080203716e-10,7.244007520057494e-06
1831,2.171678277461199e-06,9.219118319541459e-08,6.052292080203716e-10,7.0106524877441445e-06
1832,2.2107157389785115e-06,8.697072725486318e-08,6.052292080203716e-10,7.212108422598769e-06
1833,2.2874606721805842e-06,8.849179217967113e-08,5.692092273714065e-10,7.533915777457878e-06
1834,2.317381651144907e-06,9.025352401944734e-08,5.692092273714065e-10,7.797011741266552e-06
1835,2.324203381119462e-06,8.725216511200934e-08,4.5887991819069743e-10,7.657697031910565e-06
1836,2.2624567788755357e-06,8.712039394660159e-08,1.7778280435111681e-10,8.371308857541798e-06
1837,2.293314245045102e-06,8.652574986659342e-08,8.247826231512688e-11,8.745974420370267e-06
1838,2.3227358464542443e-06,8.381849880834125e-08,8.247826231512688e-11,8.747474307061306e-06
1839,2.3292392208012255e-06,8.364285974948871e-08,8.247826231512688e-11,8.60056089939982e-06
1840,2.343949712927237e-06,8.326884121905615e-08,0.0,8.431552097525647e-06
1841,2.389717305309854e-06,8.567061980459454e-08,0.0,8.02532843278771e-06
1842,2.423708467956333e-06,8.389979606298376e-08,0.0,7.918876105707437e-06
1843,2.4371260483998673e-06,8.044065984742182e-08,1.3114905986607742e-10,7.2388061198580544e-06
1844,2.487450566539857e-06,7.877792589689697e-08,1.3114905986607742e-10,6.932983394238233e-06
