ngram,technology,technolgy,technlogy,technolgy
1965,3.847721849784388e-05,3.9233596054495075e-09,5.364302514092906e-10,3.9233596054495075e-09
1966,4.132309030475361e-05,4.239100086828833e-09,6.545315162880578e-10,4.239100086828833e-09
1967,4.494110492357452e-05,4.690822555783061e-09,7.307760269930392e-10,4.690822555783061e-09
1968,4.896405152976513e-05,5.096365424910638e-09,8.298574407015837e-10,5.096365424910638e-09
1969,5.327126200427301e-05,5.402352152929422e-09,9.51859226359732e-10,5.402352152929422e-09
1970,5.774388617802677e-05,5.482980926428484e-09,1.088463057780891e-09,5.482980926428484e-09
1971,6.22192284416607e-05,6.4021670504692855e-09,1.3386217610568606e-09,6.4021670504692855e-09
1972,6.728414778730698e-05,7.419017527305576e-09,1.5189530189196887e-09,7.419017527305576e-09
1973,7.28380229182741e-05,8.883165568209149e-09,1.6671572614487422e-09,8.883165568209149e-09
1974,7.885201817511447e-05,1.0399162483512977e-08,1.948615388095273e-09,1.0399162483512977e-08
1975,8.508384780725464e-05,1.270064973825567e-08,2.2293517666836594e-09,1.270064973825567e-08
1976,9.160215787622812e-05,1.4712149213177587e-08,2.623222052276576e-09,1.4712149213177587e-08
1977,9.739794664450787e-05,1.787293081788123e-08,3.0197887048087425e-09,1.787293081788123e-08
1978,0.00010162600249584232,1.9951388097183553e-08,3.429576939899854e-09,1.9951388097183553e-08
1979,0.00010621366943399022,2.2490308536151005e-08,4.276531160942097e-09,2.2490308536151005e-08
1980,0.00011012681248498016,2.4878010762563463e-08,4.692952249030213e-09,2.4878010762563463e-08
1981,0.0001136893655971757,2.7879636884823152e-08,4.909667497951123e-09,2.7879636884823152e-08
1982,0.00011676138508067067,2.9725973048146315e-08,5.0815910844294516e-09,2.9725973048146315e-08
1983,0.0001192277715225438,3.190970865318832e-08,5.134716715308027e-09,3.190970865318832e-08
1984,0.00012105584859714977,3.204671854868073e-08,4.896886451888349e-09,3.204671854868073e-08
1985,0.00012435929238563403,3.4056449850692975e-08,4.80354797208601e-09,3.4056449850692975e-08
1986,0.00012574082419242977,3.450591786905274e-08,4.3203570879565436e-09,3.450591786905274e-08
1987,0.00012706803681794554,3.4264779965756786e-08,4.176789898074113e-09,3.4264779965756786e-08
1988,0.00012771955932424004,3.275983649432744e-08,4.200603737863113e-09,3.275983649432744e-08
1989,0.00012803222385368178,3.149569138827246e-08,4.067432454338668e-09,3.149569138827246e-08
1990,0.00012755555092423622,2.958503461262093e-08,3.860619760384257e-09,2.958503461262093e-08
1991,0.0001288217567240021,2.814288763935175e-08,4.008155648652487e-09,2.814288763935175e-08
1992,0.00012847529433201998,2.5146784971801546e-08,3.7116368708670475e-09,2.5146784971801546e-08
1993,0.00012828258123980568,2.2871853236746834e-08,3.296358265712586e-09,2.2871853236746834e-08
1994,0.0001278842828469351,2.0995635452436545e-08,3.1443081789055735e-09,2.0995635452436545e-08
1995,0.0001272374127958236,1.9080482210093967e-08,2.695511020738601e-09,1.9080482210093967e-08
1996,0.00012633068711563413,1.7009289595851636e-08,2.539370047571765e-09,1.7009289595851636e-08
1997,0.0001255760809207069,1.5524017373179178e-08,2.388185791981e-09,1.5524017373179178e-08
1998,0.00012348312260915658,1.3953486746994973e-08,1.9288118641951665e-09,1.3953486746994973e-08
1999,0.00012193803455115162,1.2534493570066324e-08,1.6899536373468242e-09,1.2534493570066324e-08
2000,0.0001202003882748873,1.1179488192323918e-08,1.48711482810577e-09,1.1179488192323918e-08
2001,0.00011807106784544885,9.58630869923078e-09,1.2041858859263804e-09,9.58630869923078e-09
2002,0.00011616513906379364,8.566909340653898e-09,1.13095579726671e-09,8.566909340653898e-09
2003,0.00011389528559188225,7.714121341706459e-09,9.637134027303977e-10,7.714121341706459e-09
2004,0.00011085217036972088,6.557107111250713e-09,8.078986606691834e-10,6.557107111250713e-09
2005,0.00010716816073649429,5.861768404002987e-09,8.148259289519899e-10,5.861768404002987e-09
2006,0.00010280495085420885,5.065770723535122e-09,7.82452935776945e-10,5.065770723535122e-09
2007,9.915999752203268e-05,4.3176357727198984e-09,7.641294660512951e-10,4.3176357727198984e-09
2008,9.550273742726339e-05,3.853985099309755e-09,6.902720062207379e-10,3.853985099309755e-09
2009,9.183236605687333e-05,3.6195108180489146e-09,6.51966837659858e-10,3.6195108180489146e-09
2010,8.899844604976741e-05,3.2932522106169213e-09,6.048913275031558e-10,3.2932522106169213e-09
2011,8.566766025199155e-05,3.0643123594131794e-09,5.748088116597216e-10,3.0643123594131794e-09
2012,8.346262932588746e-05,2.653720195969608e-09,5.715543752568156e-10,2.653720195969608e-09
2013,8.339197354091863e-05,2.519020896636042e-09,5.005246217493209e-10,2.519020896636042e-09
2014,8.189682973482247e-05,2.410531234937301e-09,4.669503632965493e-10,2.410531234937301e-09
2015,8.038755290077202e-05,2.2210429210086804e-09,4.629156106058677e-10,2.2210429210086804e-09
2016,8.060690951034693e-05,1.98641251066992e-09,3.9471067684157136e-10,1.98641251066992e-09
2017,7.971571418844785e-05,1.8255314112221772e-09,3.649715437277952e-10,1.8255314112221772e-09
2018,8.039331878535449e-05,1.7551808673132997e-09,3.5997358427408697e-10,1.7551808673132997e-09
2019,8.103154141281266e-05,1.7734622936860234e-09,2.8176147526259854e-10,1.7734622936860234e-09
