ngram,technology,technolgy,technlogy,technolgy
1744,3.887902013031765e-08,0.0,0.0,0.0
1745,3.887902013031765e-08,0.0,0.0,0.0
1746,3.5648103643585016e-08,0.0,0.0,0.0
1747,3.5648103643585016e-08,0.0,0.0,0.0
1748,1.1647141816086202e-07,0.0,0.0,0.0
1749,1.1647141816086202e-07,0.0,0.0,0.0
1750,5.980862169963075e-07,0.0,0.0,0.0
1751,6.230701866830454e-07,0.0,0.0,0.0
1752,7.244335336054064e-07,0.0,0.0,0.0
1753,7.344922384585775e-07,0.0,0.0,0.0
1754,7.386763071691251e-07,0.0,0.0,0.0
1755,6.260581967763658e-07,0.0,0.0,0.0
1756,6.382000789427269e-07,0.0,0.0,0.0
1757,1.626755266365925e-07,0.0,0.0,0.0
1758,1.3769155694985458e-07,0.0,0.0,0.0
1759,9.894651828038345e-08,0.0,0.0,0.0
1760,8.888781342721228e-08,0.0,0.0,0.0
1761,1.929508783860001e-07,0.0,0.0,0.0
1762,3.098137629617018e-07,0.0,0.0,0.0
1763,3.005105553605907e-07,0.0,0.0,0.0
1764,3.3095914478816925e-07,0.0,0.0,0.0
1765,3.3095914478816925e-07,0.0,0.0,0.0
1766,2.8874714885773756e-07,0.0,0.0,0.0
1767,3.6530420643998696e-07,0.0,0.0,0.0
1768,3.2679460103070467e-07,0.0,0.0,0.0
1769,2.3958726507495545e-07,0.0,0.0,0.0
1770,4.4143602500363546e-07,0.0,0.0,0.0
1771,4.865091450970535e-07,0.0,0.0,0.0
1772,5.313225354289639e-07,0.0,0.0,0.0
1773,5.368681306500938e-07,0.0,0.0,0.0
1774,4.6031107306784437e-07,0.0,0.0,0.0
1775,4.0790567977312874e-07,0.0,0.0,0.0
1776,3.743968233850735e-07,0.0,0.0,0.0
1777,1.7262743920046626e-07,0.0,0.0,0.0
1778,9.101548315015862e-08,0.0,0.0,0.0
1779,4.6202092818248275e-08,0.0,0.0,0.0
1780,2.494846589635407e-08,0.0,0.0,0.0
1781,2.494846589635407e-08,0.0,0.0,0.0
1782,4.214646663415676e-08,0.0,0.0,0.0
1783,4.214646663415676e-08,0.0,0.0,0.0
1784,4.089288844052622e-08,0.0,0.0,0.0
1785,4.251101083850374e-08,0.0,0.0,0.0
1786,3.3002901097692724e-06,0.0,0.0,0.0
1787,3.3922774499269996e-06,0.0,0.0,0.0
1788,3.3922774499269996e-06,0.0,0.0,0.0
1789,3.3577473142238593e-06,0.0,0.0,0.0
1790,3.3710054955702972e-06,0.0,0.0,0.0
1791,3.386716483255725e-06,0.0,0.0,0.0
1792,3.3938044572729657e-06,0.0,0.0,0.0
1793,1.4785762354157278e-07,0.0,0.0,0.0
1794,5.516394503095918e-08,0.0,0.0,0.0
1795,5.516394503095918e-08,0.0,0.0,0.0
1796,5.516394503095918e-08,0.0,0.0,0.0
1797,5.5511931305675585e-08,0.0,0.0,0.0
1798,4.1608411700216104e-08,0.0,0.0,0.0
1799,3.9510780932719824e-08,0.0,0.0,0.0
1800,5.8964973094686816e-08,0.0,0.0,0.0
1801,6.333115923748015e-08,0.0,0.0,0.0
1802,7.071131489867963e-08,0.0,0.0,0.0
1803,8.194331359488518e-08,0.0,0.0,0.0
1804,8.908241966310015e-08,0.0,0.0,0.0
1805,9.002499723465007e-08,0.0,0.0,0.0
1806,9.117303483614186e-08,0.0,0.0,0.0
1807,6.553555057361596e-08,0.0,0.0,0.0
1808,7.318211915828345e-08,0.0,0.0,0.0
1809,7.231525702065613e-08,0.0,0.0,0.0
1810,7.089045236544475e-08,0.0,0.0,0.0
1811,6.04580720724763e-08,0.0,0.0,0.0
1812,6.010159481206756e-08,0.0,0.0,0.0
1813,6.301395874938212e-08,0.0,0.0,0.0
1814,9.246995448717956e-08,0.0,0.0,0.0
1815,8.399774539416935e-08,0.0,0.0,0.0
1816,9.117688750036126e-08,0.0,0.0,0.0
1817,8.925168160089925e-08,0.0,0.0,0.0
1818,8.43098340348141e-08,0.0,0.0,0.0
1819,8.49110140929302e-08,0.0,0.0,0.0
1820,8.308596274478727e-08,0.0,0.0,0.0
1821,5.453726105640401e-08,0.0,0.0,0.0
1822,5.212029817260243e-08,0.0,0.0,0.0
1823,1.4138707220873975e-07,0.0,0.0,0.0
1824,1.4088168498460618e-07,0.0,0.0,0.0
1825,1.5235067455218347e-07,0.0,0.0,0.0
1826,1.6214823972404702e-07,0.0,0.0,0.0
1827,1.6219292575669897e-07,0.0,0.0,0.0
1828,1.777025206349338e-07,0.0,0.0,0.0
1829,3.0891909830188524e-07,0.0,0.0,0.0
1830,2.1711052003833435e-07,0.0,0.0,0.0
1831,2.2060259396994297e-07,0.0,0.0,0.0
1832,2.2615686593293764e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1833,2.1920560198753135e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1834,2.1729415625567787e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1835,2.0670661982080674e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1836,1.1368481724259385e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1837,1.204231508162528e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1838,1.2894121630730687e-07,8.5149458912375e-11,0.0,8.5149458912375e-11
1839,1.2208210366436235e-07,0.0,0.0,0.0
1840,1.2455392958291407e-07,0.0,0.0,0.0
1841,1.322021938270674e-07,0.0,0.0,0.0
1842,1.40063178832861e-07,0.0,0.0,0.0
1843,1.0724480351395219e-07,0.0,0.0,0.0
1844,1.1179487760922971e-07,0.0,0.0,0.0
1845,1.0675697227822769e-07,0.0,0.0,0.0
1846,1.0537462559666113e-07,0.0,0.0,0.0
1847,1.0636686706025752e-07,0.0,0.0,0.0
1848,1.1093692161726462e-07,0.0,0.0,0.0
1849,1.0352778799317872e-07,0.0,0.0,0.0
1850,1.0689707709486487e-07,0.0,0.0,0.0
1851,1.0980805090606996e-07,0.0,0.0,0.0
1852,1.0380187528572346e-07,0.0,0.0,0.0
1853,1.0359597725693805e-07,0.0,0.0,0.0
1854,1.0353479039183964e-07,0.0,0.0,0.0
1855,1.0224251210745803e-07,0.0,0.0,0.0
1856,1.1083794149158166e-07,0.0,0.0,0.0
1857,1.2715688819347243e-07,0.0,0.0,0.0
1858,1.2605795467785746e-07,0.0,0.0,0.0
1859,1.380657102296417e-07,3.046469425933245e-10,0.0,3.046469425933245e-10
1860,1.511396387091476e-07,6.096229870118058e-10,0.0,6.096229870118058e-10
1861,1.5469182658632364e-07,6.096229870118058e-10,0.0,6.096229870118058e-10
1862,1.6470358283575998e-07,6.096229870118058e-10,0.0,6.096229870118058e-10
1863,1.6809465413254137e-07,6.096229870118058e-10,0.0,6.096229870118058e-10
1864,1.6127367327304194e-07,6.567181084652215e-10,0.0,6.567181084652215e-10
1865,1.7200579601909079e-07,6.567181084652215e-10,0.0,6.567181084652215e-10
1866,3.5272445586542744e-07,3.9631078577581237e-10,8.847923980783077e-11,3.9631078577581237e-10
1867,4.212463206191127e-07,9.133474135733114e-11,8.847923980783077e-11,9.133474135733114e-11
1868,4.4613040220805746e-07,9.133474135733114e-11,8.847923980783077e-11,9.133474135733114e-11
1869,4.937454219446278e-07,9.133474135733114e-11,8.847923980783077e-11,9.133474135733114e-11
1870,5.232578672575983e-07,9.133474135733114e-11,8.847923980783077e-11,9.133474135733114e-11
1871,5.793871926990895e-07,4.4239619903915386e-11,8.847923980783077e-11,4.4239619903915386e-11
1872,5.804414960104103e-07,4.4239619903915386e-11,8.847923980783077e-11,4.4239619903915386e-11
1873,4.22321059139514e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1874,4.243815112658922e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1875,4.3818925275575437e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1876,4.192757216969767e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1877,4.391752099763835e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1878,4.382082222166771e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1879,4.615940270014107e-07,1.170262616970571e-10,0.0,1.170262616970571e-10
1880,5.218438039784295e-07,0.0,0.0,0.0
1881,5.069740365927698e-07,0.0,0.0,0.0
1882,5.685515296655857e-07,0.0,0.0,0.0
1883,5.877767088285119e-07,0.0,0.0,0.0
1884,5.881319395939499e-07,0.0,0.0,0.0
1885,5.910207140199677e-07,0.0,0.0,0.0
1886,6.131769428715675e-07,0.0,0.0,0.0
1887,6.320377679003286e-07,0.0,0.0,0.0
1888,6.816992725232142e-07,0.0,8.10085252846347e-11,0.0
1889,6.539614219036594e-07,0.0,8.10085252846347e-11,0.0
1890,7.637649689838457e-07,0.0,2.0748697204808764e-10,0.0
1891,8.483203422266732e-07,0.0,2.0748697204808764e-10,0.0
1892,8.998294609747453e-07,0.0,2.0748697204808764e-10,0.0
1893,9.310445696948071e-07,0.0,2.0748697204808764e-10,0.0
1894,9.138549736625074e-07,0.0,2.0748697204808764e-10,0.0
1895,9.065818744602439e-07,2.1171207644142344e-11,1.2647844676345292e-10,2.1171207644142344e-11
1896,9.418027876303572e-07,5.99320593153152e-11,1.2647844676345292e-10,5.99320593153152e-11
1897,1.0530514162253115e-06,1.528158393477546e-10,0.0,1.528158393477546e-10
1898,1.0223600871280984e-06,1.528158393477546e-10,0.0,1.528158393477546e-10
1899,1.0524551450024383e-06,1.528158393477546e-10,0.0,1.528158393477546e-10
1900,1.0703290383519613e-06,1.528158393477546e-10,1.8070604536544822e-11,1.528158393477546e-10
1901,1.1249162607132997e-06,1.528158393477546e-10,1.8070604536544822e-11,1.528158393477546e-10
1902,1.1426718060647545e-06,1.4886292198923456e-10,1.8070604536544822e-11,1.4886292198923456e-10
1903,1.1952793751593812e-06,1.101020703180617e-10,1.8070604536544822e-11,1.101020703180617e-10
1904,1.0514059697795477e-06,1.721829028562232e-11,1.8070604536544822e-11,1.721829028562232e-11
1905,1.0665229816757865e-06,3.2465152590064965e-11,1.8070604536544822e-11,3.2465152590064965e-11
1906,1.037247695226792e-06,3.2465152590064965e-11,1.8070604536544822e-11,3.2465152590064965e-11
1907,1.0731516307974483e-06,4.711532652119337e-11,0.0,4.711532652119337e-11
1908,1.0534371637861893e-06,4.711532652119337e-11,1.372445411286703e-11,4.711532652119337e-11
1909,1.0572172836223866e-06,2.989703623557105e-11,1.372445411286703e-11,2.989703623557105e-11
1910,1.1025172820414549e-06,8.49925953029716e-11,1.372445411286703e-11,8.49925953029716e-11
1911,1.1311262336935864e-06,1.1294845911732513e-10,1.372445411286703e-11,1.1294845911732513e-10
1912,1.1687530039645416e-06,9.770159681288249e-11,1.372445411286703e-11,9.770159681288249e-11
1913,1.207003492709191e-06,1.4059535282027825e-10,1.372445411286703e-11,1.4059535282027825e-10
1914,1.255921915799263e-06,1.2594517888914984e-10,1.372445411286703e-11,1.2594517888914984e-10
1915,1.3437525987163618e-06,1.2594517888914984e-10,0.0,1.2594517888914984e-10
1916,1.509526604032934e-06,1.2594517888914984e-10,0.0,1.2594517888914984e-10
1917,1.501182461132495e-06,7.084961982174929e-11,1.396573432296425e-11,7.084961982174929e-11
1918,1.5825102731728942e-06,4.2893756007395773e-11,1.396573432296425e-11,4.2893756007395773e-11
1919,1.6574674646108178e-06,4.2893756007395773e-11,1.396573432296425e-11,4.2893756007395773e-11
1920,1.7237123789267831e-06,0.0,6.036904408907823e-11,0.0
1921,1.7298815139708625e-06,0.0,6.036904408907823e-11,0.0
1922,1.95021836394257e-06,4.830259208483361e-11,6.036904408907823e-11,4.830259208483361e-11
1923,1.925307693844453e-06,4.830259208483361e-11,6.036904408907823e-11,4.830259208483361e-11
1924,2.1248875685029944e-06,4.830259208483361e-11,4.640330976611397e-11,4.830259208483361e-11
1925,2.2241930050118493e-06,9.431294237646374e-11,4.640330976611397e-11,9.431294237646374e-11
1926,2.2878483930201454e-06,9.431294237646374e-11,4.640330976611397e-11,9.431294237646374e-11
1927,2.4031728571571875e-06,1.3978969965704787e-10,0.0,1.3978969965704787e-10
1928,2.553695204759216e-06,1.3978969965704787e-10,0.0,1.3978969965704787e-10
1929,2.478674917126357e-06,9.148710757221425e-11,0.0,9.148710757221425e-11
1930,2.6626508510422094e-06,9.148710757221425e-11,0.0,9.148710757221425e-11
1931,2.9983582083202365e-06,1.1772011738424888e-10,0.0,1.1772011738424888e-10
1932,3.1764148258974146e-06,1.1899625927482204e-10,0.0,1.1899625927482204e-10
1933,3.4229514247791874e-06,1.42163417942471e-10,0.0,1.42163417942471e-10
1934,3.6630161243270517e-06,9.66866606618869e-11,0.0,9.66866606618869e-11
1935,3.8287475295614314e-06,1.1890899376254538e-10,2.222233310065848e-11,1.1890899376254538e-10
1936,4.108854552344253e-06,1.3984642610598286e-10,6.409719778753344e-11,1.3984642610598286e-10
1937,4.413439033409564e-06,1.6228884307840323e-10,6.409719778753344e-11,1.6228884307840323e-10
1938,4.475602671456207e-06,1.7956033485485738e-10,6.409719778753344e-11,1.7956033485485738e-10
1939,4.686411005293069e-06,1.82061893339025e-10,8.899122312071889e-11,1.82061893339025e-10
1940,4.818677910277204e-06,1.58894734671376e-10,8.899122312071889e-11,1.58894734671376e-10
1941,5.065428370341708e-06,2.4163044184558457e-10,1.4414836388024606e-10,2.4163044184558457e-10
1942,5.422161783436812e-06,2.4431615460887967e-10,1.219260307795876e-10,2.4431615460887967e-10
1943,5.935732523149844e-06,3.5209867759495543e-10,8.005116609271262e-11,3.5209867759495543e-10
1944,6.672234771290927e-06,4.62455516341593e-10,9.902248862151249e-11,4.62455516341593e-10
1945,6.990374004089972e-06,4.3772043529471157e-10,9.902248862151249e-11,4.3772043529471157e-10
1946,7.695099156990182e-06,4.04480488785148e-10,7.412846328832704e-11,4.04480488785148e-10
1947,8.152687574433262e-06,4.541514148875032e-10,7.412846328832704e-11,4.541514148875032e-10
1948,8.485168109473307e-06,3.885157077007254e-10,1.8971322528799864e-11,3.885157077007254e-10
1949,8.946184087627834e-06,6.357062594584763e-10,6.998980958286945e-11,6.357062594584763e-10
1950,9.13839228035483e-06,5.239062794704097e-10,8.690978492431611e-11,5.239062794704097e-10
1951,9.387394129589666e-06,4.904016121758709e-10,6.793846239551625e-11,4.904016121758709e-10
1952,1.014222704855326e-05,5.657358847261612e-10,6.793846239551625e-11,5.657358847261612e-10
1953,1.0921980771984505e-05,5.96255491409308e-10,6.793846239551625e-11,5.96255491409308e-10
1954,1.2058173394637248e-05,6.336803006926469e-10,9.697037419074763e-11,6.336803006926469e-10
1955,1.3701522740510491e-05,8.050055760877584e-10,1.5494738230576692e-10,8.050055760877584e-10
1956,1.537824846309377e-05,7.618630706466131e-10,1.3086490621308907e-10,7.618630706466131e-10
1957,1.7479190449064064e-05,1.1782297716843105e-09,3.0510081564357906e-10,1.1782297716843105e-09
1958,1.937407861467883e-05,1.2931677197323766e-09,3.646098561960187e-10,1.2931677197323766e-09
1959,2.214475638798571e-05,1.639527660460668e-09,3.8719773419261724e-10,1.639527660460668e-09
1960,2.442168598853251e-05,1.8571564682926374e-09,4.61312757834723e-10,1.8571564682926374e-09
1961,2.678039059641638e-05,2.152750073441163e-09,4.660475537234175e-10,2.152750073441163e-09
1962,2.9181415551907514e-05,2.5560266601689007e-09,4.3867581392805933e-10,2.5560266601689007e-09
1963,3.188839088709626e-05,3.307552358983961e-09,5.206822215450149e-10,3.307552358983961e-09
1964,3.527153005831808e-05,3.458830840788859e-09,4.2845274352197396e-10,3.458830840788859e-09
