ngram,flight,flght,fligt,fligth
1500,3.9587928313267184e-07,0.0,0.0,0.0
1501,3.1670342650613745e-07,0.0,0.0,0.0
1502,6.153412262695687e-07,0.0,0.0,0.0
1503,5.407543579037467e-05,0.0,0.0,0.0
1504,5.394177479242249e-05,0.0,0.0,0.0
1505,5.416488290523246e-05,0.0,0.0,0.0
1506,5.416488290523246e-05,0.0,0.0,0.0
1507,5.416488290523246e-05,0.0,0.0,0.0
1508,5.416488290523246e-05,0.0,0.0,0.0
1509,5.386366430164864e-05,0.0,0.0,0.0
1510,3.156638480764481e-07,0.0,0.0,0.0
1511,3.156638480764481e-07,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,5.713222890335601e-07,0.0,0.0,0.0
1515,5.713222890335601e-07,0.0,0.0,0.0
1516,5.713222890335601e-07,0.0,0.0,0.0
1517,5.713222890335601e-07,0.0,0.0,0.0
1518,5.713222890335601e-07,0.0,0.0,0.0
1519,5.713222890335601e-07,0.0,0.0,0.0
1520,5.635815991159429e-06,0.0,0.0,0.0
1521,5.064493702125869e-06,0.0,0.0,0.0
1522,8.238250562239305e-06,0.0,0.0,0.0
1523,8.238250562239305e-06,0.0,0.0,0.0
1524,8.238250562239305e-06,0.0,0.0,0.0
1525,8.238250562239305e-06,0.0,0.0,0.0
1526,1.713734335291e-05,0.0,0.0,0.0
1527,1.2072849650784129e-05,0.0,0.0,0.0
1528,1.2072849650784129e-05,0.0,0.0,0.0
1529,8.899092790670693e-06,0.0,0.0,0.0
1530,8.899092790670693e-06,0.0,0.0,0.0
1531,1.4643941020559786e-05,0.0,0.0,0.0
1532,1.5094857612244336e-05,0.0,0.0,0.0
1533,6.195764821573643e-06,0.0,0.0,0.0
1534,1.0409176768787023e-05,0.0,0.0,0.0
1535,1.1538705523759876e-05,0.0,0.0,0.0
1536,1.1538705523759876e-05,0.0,0.0,0.0
1537,1.1538705523759876e-05,0.0,0.0,0.0
1538,5.793857293870783e-06,0.0,0.0,0.0
1539,0.0001531027220542975,0.0,0.0,0.0
1540,0.0001531027220542975,0.0,0.0,0.0
1541,0.0001488893101070841,0.0,0.0,0.0
1542,0.00014775978135211126,0.0,0.0,0.0
1543,0.00014775978135211126,0.0,0.0,0.0
1544,0.00015068098478617946,0.0,0.0,0.0
1545,0.00015094890488853707,0.0,0.0,0.0
1546,4.028242122850705e-06,0.0,0.0,0.0
1547,4.028242122850705e-06,0.0,0.0,0.0
1548,4.622725993743058e-06,0.0,0.0,0.0
1549,5.835383733808287e-06,0.0,0.0,0.0
1550,2.5287828959465385e-05,0.0,0.0,0.0
1551,2.2366625525397206e-05,0.0,0.0,0.0
1552,2.426203835576806e-05,0.0,0.0,0.0
1553,2.3422919769343154e-05,0.0,0.0,0.0
1554,2.3422919769343154e-05,0.0,0.0,0.0
1555,2.3429420902435334e-05,0.0,0.0,0.0
1556,2.2216763162370106e-05,0.0,0.0,0.0
1557,2.764317936713009e-06,0.0,0.0,0.0
1558,3.446366593250007e-06,0.0,0.0,0.0
1559,9.879150379025045e-06,0.0,0.0,0.0
1560,1.3468672347828812e-05,0.0,0.0,0.0
1561,1.3468672347828812e-05,0.0,0.0,0.0
1562,1.4645401928906462e-05,0.0,0.0,0.0
1563,1.4645401928906462e-05,0.0,0.0,0.0
1564,1.4645401928906462e-05,0.0,0.0,0.0
1565,1.6998755199892912e-05,0.0,0.0,0.0
1566,1.220997949401083e-05,0.0,0.0,0.0
1567,9.985252160861688e-06,0.0,0.0,0.0
1568,9.985252160861688e-06,0.0,0.0,0.0
1569,8.950242902626218e-06,0.0,0.0,0.0
1570,1.3483279872161802e-05,0.0,0.0,0.0
1571,2.083883490351062e-05,0.0,0.0,0.0
1572,1.8843354545034735e-05,0.0,0.0,0.0
1573,3.642897328453338e-05,0.0,0.0,0.0
1574,3.669831325428926e-05,0.0,0.0,0.0
1575,3.9212872512247744e-05,0.0,0.0,0.0
1576,4.252629111890981e-05,0.0,0.0,0.0
1577,3.799325414937422e-05,0.0,0.0,0.0
1578,3.4492308908998636e-05,0.0,0.0,0.0
1579,5.47952968190657e-05,0.0,0.0,0.0
1580,3.340233706694562e-05,0.0,0.0,0.0
1581,6.20268791473271e-05,0.0,0.0,0.0
1582,6.328315222552712e-05,0.0,0.0,0.0
1583,5.970765089711806e-05,0.0,0.0,0.0
1584,6.420320888927173e-05,0.0,0.0,0.0
1585,6.223577994595482e-05,0.0,0.0,0.0
1586,4.376844585099856e-05,0.0,0.0,0.0
1587,4.930571880582387e-05,0.0,0.0,0.0
1588,2.4403088640870658e-05,0.0,0.0,0.0
1589,2.2312794629085276e-05,0.0,0.0,0.0
1590,2.6511733787109343e-05,0.0,0.0,0.0
1591,2.841297893090606e-05,2.6653346399793267e-07,0.0,0.0
1592,3.130157243244217e-05,2.6653346399793267e-07,0.0,0.0
1593,3.8696726343394925e-05,2.6653346399793267e-07,0.0,0.0
1594,3.634445342218636e-05,2.6653346399793267e-07,0.0,0.0
1595,3.2791595263656094e-05,2.6653346399793267e-07,0.0,0.0
1596,3.384649374181338e-05,2.6653346399793267e-07,0.0,0.0
1597,3.7641278270582135e-05,2.6653346399793267e-07,0.0,0.0
1598,3.23503229862711e-05,0.0,0.0,0.0
1599,2.9696949370970416e-05,0.0,0.0,0.0
1600,2.1343329665666844e-05,0.0,1.0650608471353604e-07,0.0
1601,2.24554545898822e-05,0.0,1.0650608471353604e-07,0.0
1602,2.274028052592517e-05,0.0,1.0650608471353604e-07,0.0
1603,3.195603650445784e-05,0.0,1.0650608471353604e-07,0.0
1604,3.829520833928005e-05,0.0,1.0650608471353604e-07,0.0
1605,4.1686836214336965e-05,0.0,1.0650608471353604e-07,0.0
1606,4.2447319304171416e-05,0.0,1.0650608471353604e-07,0.0
1607,5.3967157197933246e-05,0.0,0.0,0.0
1608,5.126745301302955e-05,0.0,0.0,0.0
1609,5.5971702100318256e-05,0.0,0.0,0.0
1610,4.9628232773102354e-05,0.0,0.0,0.0
1611,4.167633713742751e-05,0.0,0.0,0.0
1612,4.013786942128458e-05,0.0,0.0,0.0
1613,3.949233242955026e-05,0.0,0.0,0.0
1614,3.06699214758867e-05,0.0,0.0,0.0
1615,3.1358160153363966e-05,0.0,0.0,0.0
1616,2.5647170332376845e-05,0.0,0.0,0.0
1617,2.9552129490184598e-05,0.0,0.0,0.0
1618,2.564482123748998e-05,0.0,0.0,0.0
1619,2.9662952459018144e-05,0.0,0.0,0.0
1620,3.0850728632815715e-05,0.0,0.0,0.0
1621,2.998297012319589e-05,0.0,0.0,0.0
1622,2.8541491571689092e-05,0.0,0.0,0.0
1623,3.0423774010809472e-05,0.0,0.0,0.0
1624,3.4649653311394756e-05,0.0,0.0,0.0
1625,3.709454397591928e-05,0.0,0.0,0.0
1626,3.448021912585578e-05,0.0,0.0,0.0
1627,3.552869371300663e-05,0.0,0.0,0.0
1628,3.3354194783896673e-05,0.0,0.0,0.0
1629,3.6141305047619555e-05,0.0,0.0,0.0
1630,3.550647202895821e-05,0.0,0.0,0.0
1631,2.800270833956477e-05,0.0,0.0,0.0
1632,2.7184810148485538e-05,0.0,0.0,0.0
1633,2.6523501219344325e-05,0.0,0.0,0.0
1634,2.7233466296040986e-05,2.4683632610893777e-07,0.0,0.0
1635,3.142356737433667e-05,2.4683632610893777e-07,0.0,0.0
1636,3.2134496775272835e-05,2.4683632610893777e-07,0.0,0.0
1637,3.631702514082592e-05,2.4683632610893777e-07,0.0,0.0
1638,3.3448978813664455e-05,2.4683632610893777e-07,0.0,0.0
1639,3.26833134230193e-05,2.4683632610893777e-07,0.0,0.0
1640,3.2168857744961444e-05,2.4683632610893777e-07,0.0,0.0
1641,2.949362273544206e-05,0.0,0.0,0.0
