ngram,science,scince,sciece,sceince
1924,5.863251343336222e-05,1.3915621829444343e-09,1.1978257374074223e-10,1.5856724425563788e-09
1925,6.014656277589633e-05,1.187353152306717e-09,9.10220956147028e-11,1.36418147413307e-09
1926,6.143311423199651e-05,1.569295162072239e-09,7.681634891668462e-11,1.2996101179345893e-09
1927,6.295805204510023e-05,1.561882742188e-09,1.2229310619726874e-10,1.1571572430416462e-09
1928,6.39705072639377e-05,1.5157937310090423e-08,9.418149791797146e-11,1.0622181745301162e-09
1929,6.34100023099953e-05,1.5119845240908958e-08,1.7117339093771936e-10,9.42596203471321e-10
1930,6.320110021208945e-05,1.5138562871529005e-08,1.4661994634274881e-10,6.725083149091862e-10
1931,6.360336088359222e-05,1.6431226300208024e-08,1.4661994634274881e-10,6.010552036242852e-10
1932,6.290697170438111e-05,1.6433140515026423e-08,1.4661994634274881e-10,3.9528477118506393e-10
1933,6.266409816037464e-05,1.6229764183377833e-08,1.929542636780468e-10,3.7309439466464463e-10
1934,6.233733802218921e-05,1.6180500383988772e-08,2.1488112876357134e-10,3.0379724727921543e-10
1935,6.197053413156286e-05,2.6275557126912273e-09,2.371034618642298e-10,4.137346041163273e-10
1936,6.164015368475313e-05,2.6721701518184204e-09,1.568977051455026e-10,5.140733969463288e-10
1937,6.135096243399727e-05,2.6386753258579786e-09,1.7934012211792298e-10,6.038430648360103e-10
1938,5.977838528841468e-05,1.444096033230226e-09,1.7934012211792298e-10,6.863713089951976e-10
1939,5.9912954124489e-05,2.0701990122162783e-09,1.7934012211792298e-10,6.639788421461798e-10
1940,5.882639275763982e-05,2.23067857836006e-09,1.33005804782625e-10,6.460638908776874e-10
1941,5.797560775785574e-05,2.054021175368348e-09,6.560218241651633e-11,8.043995291291089e-10
1942,5.7748132738717164e-05,1.9731889852206817e-09,6.828789517981143e-11,7.484753828628549e-10
1943,5.851470840363098e-05,2.130068859391392e-09,6.880378806377913e-11,7.08664093676933e-10
1944,5.931687233636954e-05,2.200627799034801e-09,8.430401614895849e-11,6.568370708448512e-10
1945,6.091223258408718e-05,2.267629425504022e-09,8.430401614895849e-11,6.794617586823395e-10
1946,6.123456166408557e-05,1.8188182785269395e-09,1.0085212030576583e-10,7.869525666036128e-10
1947,6.255762075722617e-05,1.5624595506302796e-09,2.167509505213161e-10,9.671637023002587e-10
1948,6.310385495973086e-05,1.8520666984172302e-09,2.167509505213161e-10,8.72856568769263e-10
1949,6.417774212812739e-05,2.1344719642562335e-09,2.2585522936007559e-10,8.072367100161618e-10
1950,6.440895646976839e-05,2.111484891693343e-09,2.3824185481556373e-10,7.891033104723277e-10
1951,6.470239272208087e-05,2.1320655082693716e-09,2.168483081591407e-10,8.173570590194349e-10
1952,6.461193489875379e-05,1.9947652180845363e-09,2.325322573382138e-10,7.643908640973609e-10
1953,6.578308135171287e-05,2.0132606772170293e-09,2.3167338979763434e-10,7.888984029528043e-10
1954,6.702216653918316e-05,2.687575328952363e-09,1.8835434303524475e-10,6.441964779073978e-10
1955,7.0061999265038e-05,2.5209718677667225e-09,2.1734284709275442e-10,6.642275023655791e-10
1956,7.195593726854505e-05,2.8641787592447496e-09,1.9679852787073722e-10,7.514272259978583e-10
1957,7.429240732952686e-05,2.8531548473027205e-09,2.0118975334921478e-10,7.474659542110779e-10
1958,7.667582602672545e-05,3.1404997253530506e-09,1.9654246286027188e-10,8.240912515880946e-10
1959,7.928393045274009e-05,3.7039584415461083e-09,2.59916083695482e-10,1.0619017847585915e-09
1960,8.115569341628413e-05,3.977222297533802e-09,2.6540256896951624e-10,1.0532394599329008e-09
1961,8.243389519131077e-05,3.627281491042871e-09,1.9282278551635557e-10,1.0786994115401833e-09
1962,8.305367373395711e-05,4.192727181313265e-09,2.2504481809816823e-10,1.3740491562013496e-09
1963,8.340005505098296e-05,4.126237700725304e-09,2.313845256269558e-10,1.470721945023052e-09
1964,8.369400893570855e-05,4.288767404706359e-09,2.2912658972521323e-10,1.5868695167421875e-09
1965,8.437596573328068e-05,4.343796528820982e-09,3.0537560178979714e-10,1.6203494657140993e-09
1966,8.409067231696099e-05,4.384691118123182e-09,3.758002520282133e-10,1.576704409890693e-09
1967,8.393323514610529e-05,4.180808048965494e-09,5.138287513726882e-10,1.7999508629605388e-09
1968,8.372338197659701e-05,4.090564902676468e-09,5.403983748581658e-10,1.8290998398435526e-09
1969,8.270163691902001e-05,3.6322749887217144e-09,5.510029238431358e-10,1.6381025266401901e-09
1970,8.17562104202807e-05,3.261513440274858e-09,5.662732465478675e-10,1.8674626607000685e-09
1971,8.033584267000801e-05,3.267834986735758e-09,5.929563110359684e-10,1.8934671767009294e-09
1972,7.825134421831795e-05,3.181560316787925e-09,6.09150832949926e-10,2.021506121227138e-09
1973,7.73043284425512e-05,3.1533336259619612e-09,5.009390957599891e-10,2.013051994939222e-09
1974,7.626049253823502e-05,3.143135941994858e-09,3.906198935738863e-10,1.788230547765985e-09
1975,7.514491673126551e-05,2.929616010100793e-09,4.694737733488909e-10,1.8979203922750034e-09
1976,7.401013863272965e-05,3.0035673947992336e-09,4.5391370424268425e-10,1.9410941742847854e-09
1977,7.365396803444517e-05,3.085617793020999e-09,4.830469556095705e-10,1.7828000028633335e-09
1978,7.327763471818929e-05,3.0521063771565035e-09,5.183097919113169e-10,1.7972473509431097e-09
1979,7.36717993277125e-05,2.8403678139657782e-09,5.196245655980647e-10,1.8586533106252595e-09
1980,7.386052519515423e-05,2.499263653175733e-09,5.410487018726278e-10,1.8217902107510652e-09
1981,7.373633707175031e-05,2.5701130430227134e-09,5.760914681804e-10,2.056625076589975e-09
1982,7.424784104971747e-05,2.863945715501716e-09,6.040748694908465e-10,2.086867377317146e-09
1983,7.524159238008516e-05,2.9031048676131377e-09,7.180774863613237e-10,2.1355354310311927e-09
1984,7.594552984560973e-05,2.9328494553583694e-09,7.420733234247174e-10,2.030349459986829e-09
1985,7.700080563414044e-05,2.807562309620997e-09,7.309630837123596e-10,2.11386254532288e-09
1986,7.790542336546682e-05,2.83275859912026e-09,7.427484024650052e-10,1.9760983167265475e-09
1987,7.913915136928804e-05,2.9203248708142837e-09,7.803657957922943e-10,2.1701407655021806e-09
1988,7.943516746828598e-05,2.8146945726551363e-09,7.657521045827715e-10,1.9688674976084795e-09
1989,8.004452891847385e-05,2.7238971078702434e-09,6.988653187902014e-10,2.0065272459441577e-09
1990,8.015664207050577e-05,2.575607378168294e-09,5.75209923343272e-10,1.862755664002894e-09
1991,8.102704305201769e-05,2.6014525137238056e-09,5.395569467405079e-10,1.9746079216176327e-09
1992,8.15878645101163e-05,2.4381134730181284e-09,4.972844675726102e-10,1.8425601203527923e-09
1993,8.1993305814519e-05,2.5583323554861134e-09,4.3136990804778664e-10,1.7820531399743394e-09
1994,8.212819167446079e-05,2.6435287133911143e-09,3.8958606578860204e-10,1.5428303238148748e-09
1995,8.322062058141455e-05,2.9847354905092924e-09,3.649818899490295e-10,1.4903562986897816e-09
1996,8.359371713595465e-05,2.906668826265145e-09,3.1736788990472624e-10,1.316006636997713e-09
1997,8.471387575679858e-05,2.809649195840385e-09,3.052807966736586e-10,1.2507236040499541e-09
1998,8.438140399188601e-05,2.9231468832792628e-09,2.873933749710947e-10,1.13999571687324e-09
1999,8.553203328379564e-05,2.9362701952401996e-09,3.2420561870059675e-10,1.1254864500693478e-09
2000,8.543633469214131e-05,2.6696079474015325e-09,3.4536875343731717e-10,1.051474843701986e-09
2001,8.546805163080405e-05,2.3949585013584495e-09,3.4261861205285374e-10,1.011367656289508e-09
2002,8.579304994782433e-05,1.9666375512222042e-09,3.247514638157359e-10,9.7489044614818e-10
2003,8.673644229669922e-05,2.005159244993544e-09,3.471104435627735e-10,9.073156115313452e-10
2004,8.676845339193408e-05,2.0064934158625647e-09,3.4287457397118107e-10,8.32036209771506e-10
2005,8.690339538069176e-05,1.6164851758736022e-09,3.1317644162500077e-10,7.067701344811082e-10
2006,8.575858269718342e-05,1.5983350278224252e-09,2.369743478828187e-10,7.090397951310073e-10
2007,8.521416436581473e-05,1.5611638886398843e-09,1.9111614374400787e-10,7.980595390882123e-10
2008,8.368499714249213e-05,1.3713406917962141e-09,1.6179351211961394e-10,7.513185311986653e-10
2009,8.176456633788933e-05,1.3415801644204146e-09,1.556941371462704e-10,7.181346231962696e-10
2010,8.079390785756655e-05,1.0695120265604073e-09,1.3489851993389986e-10,7.226404871322042e-10
2011,7.936094750350873e-05,8.648211393045915e-10,1.0926164189676132e-10,7.204123567535906e-10
2012,7.847543435803215e-05,1.1838144710539312e-09,1.4167205305718308e-10,7.836059578991694e-10
2013,7.847211444251505e-05,1.0273374888886926e-09,3.9337456258662206e-10,6.561683498139206e-10
2014,7.801295266420181e-05,9.710947086143712e-10,3.769302573437232e-10,5.204466262715662e-10
2015,7.803730945202656e-05,9.566173884780126e-10,3.613362025264458e-10,4.958059161643189e-10
2016,7.866820461848485e-05,9.263180381477046e-10,3.5310977901579857e-10,5.378601809967267e-10
2017,7.804069294555423e-05,9.708515010438863e-10,3.880803473715888e-10,5.319792985754764e-10
2018,7.80939168180339e-05,1.119526310544572e-09,4.591970609313378e-10,5.213867504405556e-10
2019,7.842159538995475e-05,6.237935931685534e-10,5.085830680207071e-10,4.36804169223759e-10
