ngram,coat,cot,cot,coat
1804,1.9091389601401587e-05,3.215281140001025e-06,3.215281140001025e-06,1.9091389601401587e-05
1805,1.9009657730098945e-05,3.222873341915796e-06,3.222873341915796e-06,1.9009657730098945e-05
1806,1.9635595370865694e-05,3.004631123206179e-06,3.004631123206179e-06,1.9635595370865694e-05
1807,1.991505866629138e-05,3.0484662017572972e-06,3.0484662017572972e-06,1.991505866629138e-05
1808,1.980703200388234e-05,2.9668135214576197e-06,2.9668135214576197e-06,1.980703200388234e-05
1809,1.9335150552381363e-05,2.74514413182e-06,2.74514413182e-06,1.9335150552381363e-05
1810,1.9732902728719637e-05,2.596527792775305e-06,2.596527792775305e-06,1.9732902728719637e-05
1811,1.9580491685441564e-05,2.4934758065293342e-06,2.4934758065293342e-06,1.9580491685441564e-05
1812,1.9169565608275923e-05,2.4366089032160483e-06,2.4366089032160483e-06,1.9169565608275923e-05
1813,1.9129989336111714e-05,2.447966900425464e-06,2.447966900425464e-06,1.9129989336111714e-05
1814,1.8804892014096758e-05,2.317050302735879e-06,2.317050302735879e-06,1.8804892014096758e-05
1815,1.8948502786640476e-05,2.249144862227175e-06,2.249144862227175e-06,1.8948502786640476e-05
1816,2.0110513235392447e-05,2.324185256189334e-06,2.324185256189334e-06,2.0110513235392447e-05
1817,2.0556095478241332e-05,2.304803144527666e-06,2.304803144527666e-06,2.0556095478241332e-05
1818,2.0965963942996624e-05,2.451200154090267e-06,2.451200154090267e-06,2.0965963942996624e-05
1819,2.141947620007808e-05,2.4455852261391035e-06,2.4455852261391035e-06,2.141947620007808e-05
1820,2.1702888001787608e-05,2.4365573218736766e-06,2.4365573218736766e-06,2.1702888001787608e-05
1821,2.2545509377128576e-05,2.4579145636900127e-06,2.4579145636900127e-06,2.2545509377128576e-05
1822,2.2966289699460113e-05,2.4542364047062748e-06,2.4542364047062748e-06,2.2966289699460113e-05
1823,2.2767337473591658e-05,2.4097188153453838e-06,2.4097188153453838e-06,2.2767337473591658e-05
1824,2.2301340712666778e-05,2.382137381573557e-06,2.382137381573557e-06,2.2301340712666778e-05
1825,2.237780453080112e-05,2.248676927203113e-06,2.248676927203113e-06,2.237780453080112e-05
1826,2.269814103783574e-05,2.187115666986626e-06,2.187115666986626e-06,2.269814103783574e-05
1827,2.2329602610885297e-05,2.17104401859355e-06,2.17104401859355e-06,2.2329602610885297e-05
1828,2.2036964894920986e-05,2.1429718799481634e-06,2.1429718799481634e-06,2.2036964894920986e-05
1829,2.1335215153937626e-05,2.0612580523707687e-06,2.0612580523707687e-06,2.1335215153937626e-05
1830,2.1377631907983285e-05,2.046750410045206e-06,2.046750410045206e-06,2.1377631907983285e-05
1831,2.1524884037457275e-05,2.087795223815192e-06,2.087795223815192e-06,2.1524884037457275e-05
1832,2.1361426011675837e-05,2.0650935539379134e-06,2.0650935539379134e-06,2.1361426011675837e-05
1833,2.1171869125932323e-05,2.0434983168472953e-06,2.0434983168472953e-06,2.1171869125932323e-05
1834,2.1265920752609547e-05,2.029937718361907e-06,2.029937718361907e-06,2.1265920752609547e-05
1835,2.1437982598269756e-05,2.038096178174393e-06,2.038096178174393e-06,2.1437982598269756e-05
1836,2.2358612113748677e-05,2.074825650717165e-06,2.074825650717165e-06,2.2358612113748677e-05
1837,2.2336705504650517e-05,2.059070636408121e-06,2.059070636408121e-06,2.2336705504650517e-05
1838,2.2432128389482386e-05,2.011040903328519e-06,2.011040903328519e-06,2.2432128389482386e-05
1839,2.285410482727457e-05,2.0255208710295847e-06,2.0255208710295847e-06,2.285410482727457e-05
1840,2.2996474269478184e-05,2.0143984004659743e-06,2.0143984004659743e-06,2.2996474269478184e-05
1841,2.3070480113217074e-05,2.00091830850267e-06,2.00091830850267e-06,2.3070480113217074e-05
1842,2.3194179188327064e-05,2.020412060638981e-06,2.020412060638981e-06,2.3194179188327064e-05
1843,2.3081604792553533e-05,2.049584980211096e-06,2.049584980211096e-06,2.3081604792553533e-05
1844,2.305630472879524e-05,2.0484625338212936e-06,2.0484625338212936e-06,2.305630472879524e-05
1845,2.2869812320485445e-05,2.0521729473849907e-06,2.0521729473849907e-06,2.2869812320485445e-05
1846,2.232350301970395e-05,2.0054325367319895e-06,2.0054325367319895e-06,2.232350301970395e-05
1847,2.2038095007051845e-05,2.067394754184144e-06,2.067394754184144e-06,2.2038095007051845e-05
1848,2.181930410318143e-05,2.0945327930478797e-06,2.0945327930478797e-06,2.181930410318143e-05
1849,2.1801472290202844e-05,2.0813798430806074e-06,2.0813798430806074e-06,2.1801472290202844e-05
1850,2.158457131632271e-05,2.0651894406650432e-06,2.0651894406650432e-06,2.158457131632271e-05
1851,2.1698667426660124e-05,2.0925381737210306e-06,2.0925381737210306e-06,2.1698667426660124e-05
1852,2.170610371519745e-05,2.09895878405015e-06,2.09895878405015e-06,2.170610371519745e-05
1853,2.1920180058389504e-05,2.1450762882782977e-06,2.1450762882782977e-06,2.1920180058389504e-05
1854,2.2255462941497433e-05,2.1204435012935263e-06,2.1204435012935263e-06,2.2255462941497433e-05
1855,2.2379155780072324e-05,2.1120215478731552e-06,2.1120215478731552e-06,2.2379155780072324e-05
1856,2.244676553735709e-05,2.1136905356148157e-06,2.1136905356148157e-06,2.244676553735709e-05
1857,2.2655175728557098e-05,2.140976675946149e-06,2.140976675946149e-06,2.2655175728557098e-05
1858,2.268202531143158e-05,2.13229772530862e-06,2.13229772530862e-06,2.268202531143158e-05
1859,2.2739895160027246e-05,2.1125645162101137e-06,2.1125645162101137e-06,2.2739895160027246e-05
1860,2.2724154925007107e-05,2.0983028922013806e-06,2.0983028922013806e-06,2.2724154925007107e-05
1861,2.2584478366687627e-05,2.0886160915064726e-06,2.0886160915064726e-06,2.2584478366687627e-05
1862,2.2651237876354052e-05,2.114789010322836e-06,2.114789010322836e-06,2.2651237876354052e-05
1863,2.2471505872090347e-05,2.106682911419609e-06,2.106682911419609e-06,2.2471505872090347e-05
1864,2.243601894796094e-05,2.0727264882225427e-06,2.0727264882225427e-06,2.243601894796094e-05
1865,2.2517194468361724e-05,2.047616703748645e-06,2.047616703748645e-06,2.2517194468361724e-05
1866,2.2747268303646706e-05,2.039138004355274e-06,2.039138004355274e-06,2.2747268303646706e-05
1867,2.2546325323803883e-05,2.0047620929679918e-06,2.0047620929679918e-06,2.2546325323803883e-05
1868,2.239670642926025e-05,1.9676205868433627e-06,1.9676205868433627e-06,2.239670642926025e-05
1869,2.2230830446850242e-05,1.8925268575133356e-06,1.8925268575133356e-06,2.2230830446850242e-05
1870,2.2156216800794937e-05,1.8536975078729614e-06,1.8536975078729614e-06,2.2156216800794937e-05
1871,2.1893537320595768e-05,1.8132342185188982e-06,1.8132342185188982e-06,2.1893537320595768e-05
1872,2.1622008976659606e-05,1.7893986361221842e-06,1.7893986361221842e-06,2.1622008976659606e-05
1873,2.1107373218650798e-05,1.7575365680906024e-06,1.7575365680906024e-06,2.1107373218650798e-05
1874,2.0949129715778065e-05,1.7157234586712938e-06,1.7157234586712938e-06,2.0949129715778065e-05
1875,2.0757214120489414e-05,1.6945541899206416e-06,1.6945541899206416e-06,2.0757214120489414e-05
1876,2.070015762001276e-05,1.7022833195109603e-06,1.7022833195109603e-06,2.070015762001276e-05
1877,2.062554579294686e-05,1.7037877211935535e-06,1.7037877211935535e-06,2.062554579294686e-05
1878,2.0637620764318854e-05,1.725257448015327e-06,1.725257448015327e-06,2.0637620764318854e-05
1879,2.069987307809892e-05,1.7320005391801324e-06,1.7320005391801324e-06,2.069987307809892e-05
1880,2.0983248240164748e-05,1.7410670482474546e-06,1.7410670482474546e-06,2.0983248240164748e-05
1881,2.1121714131108354e-05,1.7775658501964893e-06,1.7775658501964893e-06,2.1121714131108354e-05
1882,2.1163745519256088e-05,1.8044464695776696e-06,1.8044464695776696e-06,2.1163745519256088e-05
1883,2.0931833205395378e-05,1.7878229527923395e-06,1.7878229527923395e-06,2.0931833205395378e-05
1884,2.0847915168685305e-05,1.783055722626159e-06,1.783055722626159e-06,2.0847915168685305e-05
1885,2.080828302756085e-05,1.7845286005727497e-06,1.7845286005727497e-06,2.080828302756085e-05
1886,2.074153884937654e-05,1.7660569255895098e-06,1.7660569255895098e-06,2.074153884937654e-05
1887,2.03934328705405e-05,1.7451345359274586e-06,1.7451345359274586e-06,2.03934328705405e-05
1888,2.034672875847069e-05,1.7268812696004585e-06,1.7268812696004585e-06,2.034672875847069e-05
1889,2.0585831797299242e-05,1.6809175511817948e-06,1.6809175511817948e-06,2.0585831797299242e-05
1890,2.075553259471365e-05,1.6839253313654417e-06,1.6839253313654417e-06,2.075553259471365e-05
1891,2.1012706773555173e-05,1.6594130849106087e-06,1.6594130849106087e-06,2.1012706773555173e-05
1892,2.0986731604872538e-05,1.637471947495734e-06,1.637471947495734e-06,2.0986731604872538e-05
1893,2.1162446760821956e-05,1.6526347995490402e-06,1.6526347995490402e-06,2.1162446760821956e-05
1894,2.12882348153341e-05,1.645603544732564e-06,1.645603544732564e-06,2.12882348153341e-05
1895,2.145214680889954e-05,1.6483204165394585e-06,1.6483204165394585e-06,2.145214680889954e-05
1896,2.172581168581798e-05,1.699543840264336e-06,1.699543840264336e-06,2.172581168581798e-05
1897,2.2029866418701465e-05,1.7178583188329607e-06,1.7178583188329607e-06,2.2029866418701465e-05
1898,2.1888448307955904e-05,1.7245625778221957e-06,1.7245625778221957e-06,2.1888448307955904e-05
1899,2.1973023519551915e-05,1.719612003268724e-06,1.719612003268724e-06,2.1973023519551915e-05
1900,2.1965185754067663e-05,1.6896691801905815e-06,1.6896691801905815e-06,2.1965185754067663e-05
1901,2.2322459959208834e-05,1.6963838821279102e-06,1.6963838821279102e-06,2.2322459959208834e-05
1902,2.224485277630655e-05,1.6890676144092659e-06,1.6890676144092659e-06,2.224485277630655e-05
1903,2.177664568340073e-05,1.6250324636400495e-06,1.6250324636400495e-06,2.177664568340073e-05
1904,2.1576681579712647e-05,1.5696970357177115e-06,1.5696970357177115e-06,2.1576681579712647e-05
1905,2.1441075140111415e-05,1.5481051280273408e-06,1.5481051280273408e-06,2.1441075140111415e-05
1906,2.1462612494360656e-05,1.5388910859266097e-06,1.5388910859266097e-06,2.1462612494360656e-05
1907,2.1351057252364365e-05,1.5347470382818886e-06,1.5347470382818886e-06,2.1351057252364365e-05
1908,2.091132358015914e-05,1.5182039955366885e-06,1.5182039955366885e-06,2.091132358015914e-05
1909,2.0914764068688134e-05,1.4924766316783331e-06,1.4924766316783331e-06,2.0914764068688134e-05
1910,2.0946278579815824e-05,1.4900348820187252e-06,1.4900348820187252e-06,2.0946278579815824e-05
1911,2.083503698356383e-05,1.5063366488123262e-06,1.5063366488123262e-06,2.083503698356383e-05
1912,2.0743036397366916e-05,1.5191162512045203e-06,1.5191162512045203e-06,2.0743036397366916e-05
1913,2.060235341819602e-05,1.5303348683508894e-06,1.5303348683508894e-06,2.060235341819602e-05
1914,2.046787605130313e-05,1.55119107603241e-06,1.55119107603241e-06,2.046787605130313e-05
1915,2.017079116610278e-05,1.6073229776988488e-06,1.6073229776988488e-06,2.017079116610278e-05
1916,1.9892640661315193e-05,1.6485572099814557e-06,1.6485572099814557e-06,1.9892640661315193e-05
1917,1.9805963217679944e-05,1.6634010892500685e-06,1.6634010892500685e-06,1.9805963217679944e-05
1918,1.9607261492637917e-05,1.6672147142214402e-06,1.6672147142214402e-06,1.9607261492637917e-05
1919,1.9591572709032334e-05,1.6595655714419472e-06,1.6595655714419472e-06,1.9591572709032334e-05
1920,1.971756656920271e-05,1.6426491486397156e-06,1.6426491486397156e-06,1.971756656920271e-05
1921,1.9673734381545467e-05,1.6137649936354137e-06,1.6137649936354137e-06,1.9673734381545467e-05
1922,1.998741416693e-05,1.5551671432539088e-06,1.5551671432539088e-06,1.998741416693e-05
1923,2.0191805171115057e-05,1.5276724687802407e-06,1.5276724687802407e-06,2.0191805171115057e-05
1924,2.0243265940475146e-05,1.5163599138239597e-06,1.5163599138239597e-06,2.0243265940475146e-05
1925,2.0440794417351882e-05,1.514868797260403e-06,1.514868797260403e-06,2.0440794417351882e-05
1926,2.0651460934979176e-05,1.4956149730746153e-06,1.4956149730746153e-06,2.0651460934979176e-05
1927,2.0625836311540168e-05,1.4855800145596731e-06,1.4855800145596731e-06,2.0625836311540168e-05
1928,2.0550299658290377e-05,1.4781678601138992e-06,1.4781678601138992e-06,2.0550299658290377e-05
1929,2.038475836993062e-05,1.4607306054261114e-06,1.4607306054261114e-06,2.038475836993062e-05
1930,2.010426162866809e-05,1.4255870155466255e-06,1.4255870155466255e-06,2.010426162866809e-05
1931,1.9918472909401836e-05,1.3954856805347454e-06,1.3954856805347454e-06,1.9918472909401836e-05
1932,1.9867665157237623e-05,1.3749660670977652e-06,1.3749660670977652e-06,1.9867665157237623e-05
1933,1.9632667577492873e-05,1.374434548649463e-06,1.374434548649463e-06,1.9632667577492873e-05
1934,1.9448519846524244e-05,1.3629078239318915e-06,1.3629078239318915e-06,1.9448519846524244e-05
1935,1.9421325695085606e-05,1.3614050788289335e-06,1.3614050788289335e-06,1.9421325695085606e-05
1936,1.924533639144751e-05,1.3577632346693593e-06,1.3577632346693593e-06,1.924533639144751e-05
1937,1.9301995312811675e-05,1.3646811924315574e-06,1.3646811924315574e-06,1.9301995312811675e-05
1938,1.907601420368467e-05,1.3617125042791095e-06,1.3617125042791095e-06,1.907601420368467e-05
1939,1.897721735336485e-05,1.377966230263285e-06,1.377966230263285e-06,1.897721735336485e-05
1940,1.87057534536247e-05,1.4194371423010516e-06,1.4194371423010516e-06,1.87057534536247e-05
1941,1.8538095641166103e-05,1.4605624138701906e-06,1.4605624138701906e-06,1.8538095641166103e-05
1942,1.8298941150922993e-05,1.4854609194766714e-06,1.4854609194766714e-06,1.8298941150922993e-05
1943,1.8350255101852652e-05,1.4997199774110674e-06,1.4997199774110674e-06,1.8350255101852652e-05
1944,1.8165316110493484e-05,1.4986295095046183e-06,1.4986295095046183e-06,1.8165316110493484e-05
1945,1.8301014019276147e-05,1.5077014105762437e-06,1.5077014105762437e-06,1.8301014019276147e-05
1946,1.799372330424376e-05,1.4775689903347354e-06,1.4775689903347354e-06,1.799372330424376e-05
1947,1.792931834643241e-05,1.4369681236660523e-06,1.4369681236660523e-06,1.792931834643241e-05
1948,1.7760482608407203e-05,1.4083562973610242e-06,1.4083562973610242e-06,1.7760482608407203e-05
1949,1.7768618688153636e-05,1.374727113605851e-06,1.374727113605851e-06,1.7768618688153636e-05
1950,1.746700270034905e-05,1.4070854246840878e-06,1.4070854246840878e-06,1.746700270034905e-05
1951,1.7292478722603327e-05,1.4019216061050038e-06,1.4019216061050038e-06,1.7292478722603327e-05
1952,1.681877100574119e-05,1.3818186062053428e-06,1.3818186062053428e-06,1.681877100574119e-05
1953,1.658336129496872e-05,1.3774416629530606e-06,1.3774416629530606e-06,1.658336129496872e-05
1954,1.6170673916349187e-05,1.3521314648252364e-06,1.3521314648252364e-06,1.6170673916349187e-05
1955,1.5807884795192096e-05,1.3372664073228537e-06,1.3372664073228537e-06,1.5807884795192096e-05
1956,1.5225577174403173e-05,1.3167434320036721e-06,1.3167434320036721e-06,1.5225577174403173e-05
1957,1.4891425572776435e-05,1.2389943841688883e-06,1.2389943841688883e-06,1.4891425572776435e-05
1958,1.4479908453982457e-05,1.2293768512401065e-06,1.2293768512401065e-06,1.4479908453982457e-05
1959,1.4213321394761027e-05,1.2432379565195464e-06,1.2432379565195464e-06,1.4213321394761027e-05
1960,1.3878349558841105e-05,1.2341393877639867e-06,1.2341393877639867e-06,1.3878349558841105e-05
1961,1.3637766122493694e-05,1.2386806572197071e-06,1.2386806572197071e-06,1.3637766122493694e-05
1962,1.3309318871636475e-05,1.2350768007049088e-06,1.2350768007049088e-06,1.3309318871636475e-05
1963,1.31497184026687e-05,1.244923656226352e-06,1.244923656226352e-06,1.31497184026687e-05
1964,1.2906742475544369e-05,1.242148430589753e-06,1.242148430589753e-06,1.2906742475544369e-05
1965,1.2796041379000858e-05,1.2360742727781014e-06,1.2360742727781014e-06,1.2796041379000858e-05
1966,1.2649032214540057e-05,1.2195012979126268e-06,1.2195012979126268e-06,1.2649032214540057e-05
1967,1.2593352948897518e-05,1.2177745734983806e-06,1.2177745734983806e-06,1.2593352948897518e-05
1968,1.2349517939063454e-05,1.2088354099302836e-06,1.2088354099302836e-06,1.2349517939063454e-05
1969,1.219892887352866e-05,1.1791413986169833e-06,1.1791413986169833e-06,1.219892887352866e-05
1970,1.192246197336187e-05,1.1424501735746162e-06,1.1424501735746162e-06,1.192246197336187e-05
1971,1.1714803544496785e-05,1.1342998180095622e-06,1.1342998180095622e-06,1.1714803544496785e-05
1972,1.1440180709801748e-05,1.1098822402085976e-06,1.1098822402085976e-06,1.1440180709801748e-05
1973,1.1182813068444375e-05,1.0807064135016326e-06,1.0807064135016326e-06,1.1182813068444375e-05
1974,1.0877816618761114e-05,1.0535785577303614e-06,1.0535785577303614e-06,1.0877816618761114e-05
1975,1.0826229429637482e-05,1.0365891804602661e-06,1.0365891804602661e-06,1.0826229429637482e-05
1976,1.0739252372461903e-05,1.022885596414978e-06,1.022885596414978e-06,1.0739252372461903e-05
1977,1.0750758519861847e-05,1.0086715909502736e-06,1.0086715909502736e-06,1.0750758519861847e-05
1978,1.0755821027227544e-05,9.84957978289458e-07,9.84957978289458e-07,1.0755821027227544e-05
1979,1.0822940177084612e-05,9.80017732997242e-07,9.80017732997242e-07,1.0822940177084612e-05
1980,1.0950035045555393e-05,9.842533472692594e-07,9.842533472692594e-07,1.0950035045555393e-05
1981,1.1040442586818244e-05,9.978961088563665e-07,9.978961088563665e-07,1.1040442586818244e-05
1982,1.1170731990465096e-05,1.0044119237915896e-06,1.0044119237915896e-06,1.1170731990465096e-05
1983,1.1262797800424909e-05,1.0188592471292525e-06,1.0188592471292525e-06,1.1262797800424909e-05
1984,1.1406639714550693e-05,1.0400522601880117e-06,1.0400522601880117e-06,1.1406639714550693e-05
1985,1.146185292912248e-05,1.0660564027732886e-06,1.0660564027732886e-06,1.146185292912248e-05
1986,1.1541173080331646e-05,1.0858296946025803e-06,1.0858296946025803e-06,1.1541173080331646e-05
1987,1.1577521425871445e-05,1.1017254369757471e-06,1.1017254369757471e-06,1.1577521425871445e-05
1988,1.1706807137150982e-05,1.1119544589226798e-06,1.1119544589226798e-06,1.1706807137150982e-05
1989,1.1742952795300101e-05,1.119665577269708e-06,1.119665577269708e-06,1.1742952795300101e-05
1990,1.18336565719801e-05,1.1257568205889714e-06,1.1257568205889714e-06,1.18336565719801e-05
1991,1.1817994813359941e-05,1.1335675123648668e-06,1.1335675123648668e-06,1.1817994813359941e-05
1992,1.1911937560528583e-05,1.131747808358341e-06,1.131747808358341e-06,1.1911937560528583e-05
1993,1.1961733175017539e-05,1.1215743143111467e-06,1.1215743143111467e-06,1.1961733175017539e-05
1994,1.2068625437677838e-05,1.12473505201446e-06,1.12473505201446e-06,1.2068625437677838e-05
1995,1.2182956457503938e-05,1.1163563970382841e-06,1.1163563970382841e-06,1.2182956457503938e-05
1996,1.2440822112174438e-05,1.13486784617375e-06,1.13486784617375e-06,1.2440822112174438e-05
1997,1.2859031682767505e-05,1.1865755920682984e-06,1.1865755920682984e-06,1.2859031682767505e-05
1998,1.3261308075535843e-05,1.2251196851918524e-06,1.2251196851918524e-06,1.3261308075535843e-05
1999,1.3596152192414073e-05,1.2890602160301308e-06,1.2890602160301308e-06,1.3596152192414073e-05
2000,1.3988951650389936e-05,1.36067909092422e-06,1.36067909092422e-06,1.3988951650389936e-05
2001,1.4502855525019445e-05,1.419233886476182e-06,1.419233886476182e-06,1.4502855525019445e-05
2002,1.5016986773324398e-05,1.5029009838534485e-06,1.5029009838534485e-06,1.5016986773324398e-05
2003,1.553838839234751e-05,1.5688112041191613e-06,1.5688112041191613e-06,1.553838839234751e-05
2004,1.5945766790537164e-05,1.6166762536938352e-06,1.6166762536938352e-06,1.5945766790537164e-05
2005,1.6812168334061945e-05,1.7006950981470124e-06,1.7006950981470124e-06,1.6812168334061945e-05
2006,1.7969504369830247e-05,1.8035214972249897e-06,1.8035214972249897e-06,1.7969504369830247e-05
2007,1.925372401144289e-05,1.9395635360654395e-06,1.9395635360654395e-06,1.925372401144289e-05
2008,2.0763588119215065e-05,2.0976144047121385e-06,2.0976144047121385e-06,2.0763588119215065e-05
2009,2.2024090867489576e-05,2.2244717813789194e-06,2.2244717813789194e-06,2.2024090867489576e-05
2010,2.312287168544052e-05,2.3239980951724907e-06,2.3239980951724907e-06,2.312287168544052e-05
2011,2.4686985593039674e-05,2.470754030322756e-06,2.470754030322756e-06,2.4686985593039674e-05
2012,2.5690042093629017e-05,2.5640720845590944e-06,2.5640720845590944e-06,2.5690042093629017e-05
2013,2.6048088329844177e-05,2.5713433647719545e-06,2.5713433647719545e-06,2.6048088329844177e-05
2014,2.6809195073188414e-05,2.5917017540320686e-06,2.5917017540320686e-06,2.6809195073188414e-05
2015,2.7142623106815984e-05,2.579028757411704e-06,2.579028757411704e-06,2.7142623106815984e-05
2016,2.7416843295213766e-05,2.561107196795222e-06,2.561107196795222e-06,2.7416843295213766e-05
2017,2.7835960887993377e-05,2.584884290020758e-06,2.584884290020758e-06,2.7835960887993377e-05
2018,2.7645224326988684e-05,2.530476785977953e-06,2.530476785977953e-06,2.7645224326988684e-05
2019,2.7659552870318294e-05,2.4967031322375988e-06,2.4967031322375988e-06,2.7659552870318294e-05
