ngram,bit,bitt,biit,bit
1813,9.092288824571629e-06,1.5170454962084738e-07,1.1075051377572111e-07,9.092288824571629e-06
1814,8.89526498732656e-06,1.3808201820048843e-07,1.0195006743580442e-07,8.89526498732656e-06
1815,9.092781510844361e-06,1.4277304164319764e-07,9.303766189207505e-08,9.092781510844361e-06
1816,9.341744641590464e-06,1.497741126042586e-07,9.027115461484364e-08,9.341744641590464e-06
1817,9.322633819205553e-06,1.3367260111505986e-07,8.524823158495565e-08,9.322633819205553e-06
1818,9.464461332494725e-06,1.2777003531385033e-07,7.804047084748942e-08,9.464461332494725e-06
1819,9.721617061586585e-06,1.2761969056132978e-07,7.155996582598943e-08,9.721617061586585e-06
1820,1.0266479226369743e-05,1.192612221042769e-07,6.552160008206037e-08,1.0266479226369743e-05
1821,1.0664581298312572e-05,1.2594098564022715e-07,6.162996056348544e-08,1.0664581298312572e-05
1822,1.092599697065972e-05,1.2918111431352891e-07,5.7869511595397075e-08,1.092599697065972e-05
1823,1.0866987785058363e-05,1.1410088112435395e-07,5.397071894159515e-08,1.0866987785058363e-05
1824,1.1209054978930258e-05,1.09163398828319e-07,5.114806356232293e-08,1.1209054978930258e-05
1825,1.1099584298790433e-05,1.0588690965310629e-07,4.6038385294520726e-08,1.1099584298790433e-05
1826,1.090922991612128e-05,9.60563996597687e-08,4.2939747503721396e-08,1.090922991612128e-05
1827,1.072673031948008e-05,1.055263660581269e-07,3.783656486535035e-08,1.072673031948008e-05
1828,1.0713506916155374e-05,9.082924127109696e-08,3.569347002090646e-08,1.0713506916155374e-05
1829,1.075683654302598e-05,8.134424080351112e-08,3.248544265334528e-08,1.075683654302598e-05
1830,1.10144190849886e-05,8.066108339984826e-08,3.173744010455591e-08,1.10144190849886e-05
1831,1.1049171527182417e-05,7.78379722581641e-08,3.1337281721935794e-08,1.1049171527182417e-05
1832,1.1320491596831874e-05,8.120813938765942e-08,3.103654983809585e-08,1.1320491596831874e-05
1833,1.1432301367416845e-05,7.881670579682318e-08,3.1471873995769784e-08,1.1432301367416845e-05
1834,1.1601675396377686e-05,6.603289952928598e-08,3.1026758559197076e-08,1.1601675396377686e-05
1835,1.150740562089985e-05,6.479433523054468e-08,3.088653954819165e-08,1.150740562089985e-05
1836,1.1474856884368429e-05,6.742566581254192e-08,3.0910274974514455e-08,1.1474856884368429e-05
1837,1.1418786406076314e-05,6.323267953689538e-08,2.8962779349431652e-08,1.1418786406076314e-05
1838,1.1448629915581218e-05,6.520927340959912e-08,2.924608238125919e-08,1.1448629915581218e-05
1839,1.166890693379433e-05,6.269712723597617e-08,2.7944085648609222e-08,1.166890693379433e-05
1840,1.185217141547972e-05,6.377394409387957e-08,2.5888333508662853e-08,1.185217141547972e-05
1841,1.1851387560974607e-05,6.679912191641182e-08,2.6489236708877277e-08,1.1851387560974607e-05
1842,1.1985715121097331e-05,6.970818842790192e-08,2.580439430386962e-08,1.1985715121097331e-05
1843,1.197160106260396e-05,6.667179164310255e-08,2.625759191029634e-08,1.197160106260396e-05
1844,1.2029021101105692e-05,6.779278142029657e-08,2.5176911222501985e-08,1.2029021101105692e-05
1845,1.1945928365873573e-05,6.811944329245177e-08,2.5135232308213873e-08,1.1945928365873573e-05
1846,1.1703586876267633e-05,6.770927133256269e-08,2.5506001628221904e-08,1.1703586876267633e-05
1847,1.1805764968033014e-05,7.22295604914182e-08,3.055738722374761e-08,1.1805764968033014e-05
1848,1.1993644875474274e-05,7.565829461343907e-08,3.152347969960699e-08,1.1993644875474274e-05
1849,1.2287890967854764e-05,8.430655894033277e-08,3.4814029500499344e-08,1.2287890967854764e-05
1850,1.2516894847587018e-05,8.503364818628662e-08,3.652163270219587e-08,1.2516894847587018e-05
1851,1.2764221927292446e-05,9.395284398091722e-08,3.996745283935914e-08,1.2764221927292446e-05
1852,1.314164533791232e-05,9.616581207540418e-08,4.0709887270752784e-08,1.314164533791232e-05
1853,1.3634045769452183e-05,9.606711971952921e-08,4.254739138787045e-08,1.3634045769452183e-05
1854,1.4071112933119626e-05,8.89658368561998e-08,4.055720737028423e-08,1.4071112933119626e-05
1855,1.430031924038693e-05,8.687053362369365e-08,4.155271276269039e-08,1.430031924038693e-05
1856,1.4637420463259332e-05,7.99970801982194e-08,4.0637908784089764e-08,1.4637420463259332e-05
1857,1.5161282395378553e-05,7.87934786623217e-08,3.985320416534575e-08,1.5161282395378553e-05
1858,1.5691717245707487e-05,7.157351689102143e-08,4.0627605406890714e-08,1.5691717245707487e-05
1859,1.6470303567725102e-05,7.015450011392335e-08,4.127153983647856e-08,1.6470303567725102e-05
1860,1.686316448155724e-05,7.149519072007543e-08,4.19633303343809e-08,1.686316448155724e-05
1861,1.7332205970888026e-05,7.519256988481565e-08,4.2809075141901435e-08,1.7332205970888026e-05
1862,1.7933832038709496e-05,7.17384546687429e-08,4.180210108220958e-08,1.7933832038709496e-05
1863,1.8399481632513925e-05,6.431906283767472e-08,4.228285835746906e-08,1.8399481632513925e-05
1864,1.879527709596524e-05,6.402848131058039e-08,4.3021464486108537e-08,1.879527709596524e-05
1865,1.9244909188793307e-05,6.465505210582836e-08,4.329640239981407e-08,1.9244909188793307e-05
1866,1.9505133812864578e-05,6.377942593108596e-08,4.183696436907017e-08,1.9505133812864578e-05
1867,1.981425521080382e-05,6.138961187015671e-08,4.3025054757046225e-08,1.981425521080382e-05
1868,1.99295198919052e-05,6.104744697056828e-08,4.359765983151322e-08,1.99295198919052e-05
1869,2.008037881751079e-05,6.486317565596827e-08,4.45985800670964e-08,2.008037881751079e-05
1870,2.019360856918086e-05,6.818068547837746e-08,4.600994785164403e-08,2.019360856918086e-05
1871,2.0392386691777835e-05,6.992367421584536e-08,4.622250468092456e-08,2.0392386691777835e-05
1872,2.0348285033833236e-05,6.881003398819172e-08,4.6244001643864456e-08,2.0348285033833236e-05
1873,2.0137770531748955e-05,6.879005149634005e-08,4.818848253762553e-08,2.0137770531748955e-05
1874,2.012851031655113e-05,6.75250773391716e-08,4.8457143821321683e-08,2.012851031655113e-05
1875,2.018832908236488e-05,6.51774075980224e-08,4.815163886665427e-08,2.018832908236488e-05
1876,2.011556300983232e-05,6.271178674767595e-08,4.749228464463938e-08,2.011556300983232e-05
1877,2.013112342475714e-05,6.180522252715751e-08,4.641692744452744e-08,2.013112342475714e-05
1878,1.9914972913933786e-05,5.8693945196150055e-08,4.6398754806529855e-08,1.9914972913933786e-05
1879,1.9796103255690207e-05,5.9399803932689924e-08,4.597188509235041e-08,1.9796103255690207e-05
1880,1.9872629958886785e-05,5.6916279435524434e-08,4.5441230461002695e-08,1.9872629958886785e-05
1881,1.9944221743831543e-05,5.907276242770162e-08,4.450518886756072e-08,1.9944221743831543e-05
1882,2.0045358853946838e-05,5.8036168379008557e-08,4.381104393555038e-08,2.0045358853946838e-05
1883,2.001360423621788e-05,5.47770265971589e-08,4.488987112186546e-08,2.001360423621788e-05
1884,1.9997653518138187e-05,5.359693184508225e-08,4.390631908839688e-08,1.9997653518138187e-05
1885,2.0145284257263745e-05,5.274671721622326e-08,4.485579806003313e-08,2.0145284257263745e-05
1886,2.0339216072378414e-05,5.418676098299459e-08,4.4734799230030017e-08,2.0339216072378414e-05
1887,2.031203439400997e-05,5.245633159591177e-08,4.680552428177569e-08,2.031203439400997e-05
1888,2.0397591600028265e-05,4.923538199363975e-08,4.869214415797225e-08,2.0397591600028265e-05
1889,2.0580531522032936e-05,4.986449500929016e-08,4.913562839143586e-08,2.0580531522032936e-05
1890,2.1099788812404897e-05,5.199717025204466e-08,4.9251835625747324e-08,2.1099788812404897e-05
1891,2.1502209295119557e-05,5.281911035532565e-08,5.0086471605124775e-08,2.1502209295119557e-05
1892,2.1761738805383046e-05,5.2343096460357886e-08,4.957678052213461e-08,2.1761738805383046e-05
1893,2.2215204808162525e-05,5.293961738824951e-08,4.903841345692074e-08,2.2215204808162525e-05
1894,2.2499994624273052e-05,5.678481583361515e-08,4.541497489185531e-08,2.2499994624273052e-05
1895,2.2774445824325085e-05,5.8578017103627644e-08,4.4731397252917304e-08,2.2774445824325085e-05
1896,2.3223482328051303e-05,6.317309190048295e-08,4.424795666376927e-08,2.3223482328051303e-05
1897,2.355055845068169e-05,6.215225718213852e-08,4.250815115775757e-08,2.355055845068169e-05
1898,2.3449784618735847e-05,6.140488803144503e-08,4.045813741169825e-08,2.3449784618735847e-05
1899,2.3436418164887334e-05,6.443599837829034e-08,3.958650651725293e-08,2.3436418164887334e-05
1900,2.3243578782837305e-05,6.18492594282673e-08,3.9299578702411964e-08,2.3243578782837305e-05
1901,2.3326517163825755e-05,5.9553195390955286e-08,3.973462524088843e-08,2.3326517163825755e-05
1902,2.326436281561785e-05,6.22124817693605e-08,3.7045327567446814e-08,2.326436281561785e-05
1903,2.277414257280595e-05,5.960922371579208e-08,3.5948826138110235e-08,2.277414257280595e-05
1904,2.230959216831252e-05,5.993166800928001e-08,3.56307709686072e-08,2.230959216831252e-05
1905,2.2276631040897754e-05,6.067613154771476e-08,3.638547799563899e-08,2.2276631040897754e-05
1906,2.2323586433360886e-05,6.118307232278702e-08,3.588812193454162e-08,2.2323586433360886e-05
1907,2.235930774726772e-05,5.996430729737767e-08,3.4764799039521677e-08,2.235930774726772e-05
1908,2.223131585716536e-05,6.006201250638047e-08,3.4328019284300485e-08,2.223131585716536e-05
1909,2.226050543997969e-05,5.393154215279797e-08,3.3655013252444273e-08,2.226050543997969e-05
1910,2.232230794366582e-05,5.040793382704578e-08,3.303238393925767e-08,2.232230794366582e-05
1911,2.2403232443528915e-05,5.0601091317048486e-08,3.241185402608997e-08,2.2403232443528915e-05
1912,2.2457350236696323e-05,5.1148732995086125e-08,3.102491774598093e-08,2.2457350236696323e-05
1913,2.2800442041313674e-05,4.607374545376583e-08,2.9570108139864715e-08,2.2800442041313674e-05
1914,2.3595032481742756e-05,4.581094919282285e-08,2.9165290119489588e-08,2.3595032481742756e-05
1915,2.462435544917493e-05,4.640144167313208e-08,2.9008756539740588e-08,2.462435544917493e-05
1916,2.5314165603569044e-05,4.666553771975097e-08,2.995455667636244e-08,2.5314165603569044e-05
1917,2.5884285215787323e-05,4.864123174083293e-08,3.049020642314255e-08,2.5884285215787323e-05
1918,2.6413489779640387e-05,4.938008655942992e-08,3.094043751364747e-08,2.6413489779640387e-05
1919,2.7095690581648212e-05,4.809940382496539e-08,3.126690195642823e-08,2.7095690581648212e-05
1920,2.741761714527716e-05,4.923167702080329e-08,3.130648603847216e-08,2.741761714527716e-05
1921,2.7344615643544656e-05,4.8581243155305335e-08,3.001377736820489e-08,2.7344615643544656e-05
1922,2.7245204754373325e-05,4.8079010233388024e-08,2.7920194156649814e-08,2.7245204754373325e-05
1923,2.7297238765251158e-05,4.7071119066036515e-08,2.506542909738333e-08,2.7297238765251158e-05
1924,2.755431991577747e-05,4.823421662081273e-08,2.236139400630626e-08,2.755431991577747e-05
1925,2.7901192879653536e-05,4.893764580872682e-08,2.0313291620206135e-08,2.7901192879653536e-05
1926,2.8093952486025436e-05,5.016388066841111e-08,1.826088918172835e-08,2.8093952486025436e-05
1927,2.8361319242061916e-05,5.39381770993584e-08,1.65282531788031e-08,2.8361319242061916e-05
1928,2.8332831269446096e-05,5.5787262048007894e-08,1.5169996306748804e-08,2.8332831269446096e-05
1929,2.8248375071728204e-05,5.342737756970044e-08,1.3901803644752623e-08,2.8248375071728204e-05
1930,2.8088293869846632e-05,5.525789857431716e-08,1.3717516519510094e-08,2.8088293869846632e-05
1931,2.8051691125645967e-05,5.2828089077853035e-08,1.3146025347664038e-08,2.8051691125645967e-05
1932,2.795351974782534e-05,5.072668431336881e-08,1.2011045745298686e-08,2.795351974782534e-05
1933,2.7835874529305977e-05,4.757851864870385e-08,1.0992210443459629e-08,2.7835874529305977e-05
1934,2.751451445094842e-05,4.3691115994956165e-08,1.0362855589513792e-08,2.751451445094842e-05
1935,2.7359367387751782e-05,4.144007245291245e-08,1.0505405053809876e-08,2.7359367387751782e-05
1936,2.72231778321189e-05,4.172308923752358e-08,1.0316816480480741e-08,2.72231778321189e-05
1937,2.7276609346569914e-05,4.181415036441649e-08,9.539624836106344e-09,2.7276609346569914e-05
1938,2.706125685238346e-05,4.112647949178998e-08,9.348826728634257e-09,2.706125685238346e-05
1939,2.7201715316290836e-05,4.3139594246050754e-08,9.67281378803721e-09,2.7201715316290836e-05
1940,2.7330449613925468e-05,4.5833788066472284e-08,1.0402616292180613e-08,2.7330449613925468e-05
1941,2.7774823787954768e-05,4.898169438303869e-08,1.0997290189607156e-08,2.7774823787954768e-05
1942,2.8101285352022387e-05,5.221549009044273e-08,1.252495326501243e-08,2.8101285352022387e-05
1943,2.8519427100296264e-05,5.3753374576867175e-08,1.3304193810118444e-08,2.8519427100296264e-05
1944,2.879558295327505e-05,5.2389294426445435e-08,1.3987580363813582e-08,2.879558295327505e-05
1945,2.9142007926046582e-05,5.3098653093489445e-08,1.4203640803194567e-08,2.9142007926046582e-05
1946,2.8866563557780216e-05,5.151020587845778e-08,1.4165513714406837e-08,2.8866563557780216e-05
1947,2.8631154366719003e-05,4.958078493798114e-08,1.385360258256339e-08,2.8631154366719003e-05
1948,2.84799298242433e-05,4.880697750715106e-08,1.2781959808043958e-08,2.84799298242433e-05
1949,2.8434239928693777e-05,4.7566548541258924e-08,1.0729535545753573e-08,2.8434239928693777e-05
1950,2.817721854496215e-05,4.636692908986463e-08,9.780094829230684e-09,2.817721854496215e-05
1951,2.817511345451099e-05,4.641120909809615e-08,8.842403761580694e-09,2.817511345451099e-05
1952,2.8271352545873795e-05,4.6864209528913696e-08,8.225835441371437e-09,2.8271352545873795e-05
1953,2.8745361435410033e-05,4.681727006072833e-08,8.074615071811714e-09,2.8745361435410033e-05
1954,2.8989916765047902e-05,4.600902617620964e-08,7.366536713959704e-09,2.8989916765047902e-05
1955,2.9060997154114636e-05,4.4649805123039444e-08,7.519457310779996e-09,2.9060997154114636e-05
1956,2.91362136652294e-05,4.301129306684613e-08,7.543200286619367e-09,2.91362136652294e-05
1957,2.9347443290004905e-05,4.332623453657496e-08,7.288234079741837e-09,2.9347443290004905e-05
1958,2.935180262803832e-05,4.293894357536894e-08,7.124334646034316e-09,2.935180262803832e-05
1959,2.9324113971337544e-05,4.07230769740506e-08,7.4331727439869155e-09,2.9324113971337544e-05
1960,2.9163620118716998e-05,3.985489322693476e-08,6.631676477805318e-09,2.9163620118716998e-05
1961,2.911242440209857e-05,3.9903192369398055e-08,6.4150165179910346e-09,2.911242440209857e-05
1962,2.901319930970203e-05,3.835388489343521e-08,6.4989750089442364e-09,2.901319930970203e-05
1963,2.911299920275009e-05,3.737626487674918e-08,6.4792603028861e-09,2.911299920275009e-05
1964,2.916109692055865e-05,3.603763230687816e-08,6.67917892422614e-09,2.916109692055865e-05
1965,2.945979992676127e-05,3.56751321817228e-08,7.0466549420952364e-09,2.945979992676127e-05
1966,2.9737749043436323e-05,3.7477193919650224e-08,6.924913087402729e-09,2.9737749043436323e-05
1967,3.0114038703946528e-05,3.644820166316874e-08,7.818285320735998e-09,3.0114038703946528e-05
1968,3.027800032993712e-05,3.551382527738107e-08,8.440064710616265e-09,3.027800032993712e-05
1969,3.066970904390993e-05,3.4789589875572347e-08,8.530573200208177e-09,3.066970904390993e-05
1970,3.087691766268108e-05,3.4570271978395795e-08,8.662684664833315e-09,3.087691766268108e-05
1971,3.1129459395223034e-05,3.3883689251216053e-08,8.756776383376876e-09,3.1129459395223034e-05
1972,3.1426913535272304e-05,3.368662022345299e-08,8.713103381653906e-09,3.1426913535272304e-05
1973,3.17727304458718e-05,3.18837048191816e-08,8.646440008419631e-09,3.17727304458718e-05
1974,3.22586719058953e-05,3.187203567733832e-08,8.060505088788465e-09,3.22586719058953e-05
1975,3.3171960239997134e-05,3.038334637852001e-08,7.665363455089391e-09,3.3171960239997134e-05
1976,3.3860889483808675e-05,2.9704086809293325e-08,7.506684036278394e-09,3.3860889483808675e-05
1977,3.499862993651602e-05,2.8500463449583028e-08,7.275118475900757e-09,3.499862993651602e-05
1978,3.622996518970467e-05,2.7266877771532043e-08,7.0054292525664354e-09,3.622996518970467e-05
1979,3.772738896909037e-05,2.686162784267968e-08,6.305968889920775e-09,3.772738896909037e-05
1980,3.9353286930625995e-05,2.559442156625989e-08,5.7381573778262205e-09,3.9353286930625995e-05
1981,4.1127256866145346e-05,2.4247046275555865e-08,5.449591635096697e-09,4.1127256866145346e-05
1982,4.2763919087259895e-05,2.404561400786471e-08,5.021678787083975e-09,4.2763919087259895e-05
1983,4.4630125817742995e-05,2.3157574905293847e-08,4.486018445604145e-09,4.4630125817742995e-05
1984,4.599407527296405e-05,2.4481984439717053e-08,4.0361224521287144e-09,4.599407527296405e-05
1985,4.707462513969014e-05,2.4992521322328035e-08,3.799028298295022e-09,4.707462513969014e-05
1986,4.769241058966145e-05,2.4456910909163654e-08,3.771394815491444e-09,4.769241058966145e-05
1987,4.841373759388391e-05,2.3809708998052363e-08,3.5313810923095647e-09,4.841373759388391e-05
1988,4.857511053809763e-05,2.2741149661799553e-08,3.2182444645708787e-09,4.857511053809763e-05
1989,4.882475591979788e-05,2.1943798143654802e-08,3.2006191348037713e-09,4.882475591979788e-05
1990,4.8659825032310824e-05,2.215114669468221e-08,3.422960074114404e-09,4.8659825032310824e-05
1991,4.9074292162133914e-05,2.0267121568297497e-08,3.356372798738302e-09,4.9074292162133914e-05
1992,4.960258177431699e-05,1.9111960775879718e-08,3.205407209502401e-09,4.960258177431699e-05
1993,5.0135140814485825e-05,1.762013087816935e-08,3.917098011031937e-09,5.0135140814485825e-05
1994,5.0431671427629355e-05,1.7543763775051957e-08,4.01806565797358e-09,5.0431671427629355e-05
1995,5.126252394152938e-05,1.7194388135521876e-08,4.160982955018053e-09,5.126252394152938e-05
1996,5.2009754913992113e-05,1.6785856006760824e-08,4.154691035651581e-09,5.2009754913992113e-05
1997,5.356486248534306e-05,1.5771581120459033e-08,4.254935483314983e-09,5.356486248534306e-05
1998,5.4899021571535354e-05,1.5979105530813546e-08,4.377376905395636e-09,5.4899021571535354e-05
1999,5.6549408847266545e-05,1.5393625041326686e-08,4.399773529633373e-09,5.6549408847266545e-05
2000,5.8684953858443934e-05,1.5496708805073922e-08,3.8847802118015446e-09,5.8684953858443934e-05
2001,6.0952111588059256e-05,1.577164925643209e-08,4.100329916870546e-09,6.0952111588059256e-05
2002,6.307999345673514e-05,1.5872492780439577e-08,4.085111931268719e-09,6.307999345673514e-05
2003,6.517234318640217e-05,1.6650385578235013e-08,4.494500486070965e-09,6.517234318640217e-05
2004,6.71496007791055e-05,1.7418956055337276e-08,4.6082197423049004e-09,6.71496007791055e-05
2005,6.967003927067188e-05,1.7628407812862534e-08,6.138516171562612e-09,6.967003927067188e-05
2006,7.356087319619422e-05,1.8530727428713234e-08,6.4173736166342874e-09,7.356087319619422e-05
2007,7.819062843087263e-05,1.8975896409756388e-08,6.393356891517701e-09,7.819062843087263e-05
2008,8.429013126130615e-05,1.916344898640026e-08,6.252908096066838e-09,8.429013126130615e-05
2009,8.905284734542615e-05,1.8916133548430025e-08,5.821236873490168e-09,8.905284734542615e-05
2010,9.350398301778893e-05,1.9254708430846027e-08,5.463214087469177e-09,9.350398301778893e-05
2011,0.00010010632935778372,1.921247503945876e-08,4.683009543641045e-09,0.00010010632935778372
2012,0.00010527317603451333,1.8476112703272714e-08,2.7092219539210608e-09,0.00010527317603451333
2013,0.00010769261799785974,1.7306564054868952e-08,2.6446287342591593e-09,0.00010769261799785974
2014,0.00010982768747323592,1.754356253919858e-08,2.009246780858882e-09,0.00010982768747323592
2015,0.00010899649766672934,1.790844272875347e-08,1.5614593150216548e-09,0.00010899649766672934
2016,0.00011110501509392634,1.842307753971032e-08,1.4705430405127983e-09,0.00011110501509392634
2017,0.00011289775648037903,1.7897102614720477e-08,1.1042783955768816e-09,0.00011289775648037903
2018,0.00011163720191689208,1.7713396083252064e-08,1.1951469536253256e-09,0.00011163720191689208
2019,0.00011089823419752065,1.8665497814041032e-08,1.400486185354488e-09,0.00011089823419752065
