ngram,art,ar,at,artt
1500,3.275176823080983e-06,1.1157036396980402e-06,0.0018649441190063953,0.0
1501,2.6201414584647864e-06,8.925629117584322e-07,0.0014919552952051163,0.0
1502,6.224800927157048e-06,7.438024264653601e-07,0.0018617982665697734,0.0
1503,2.318487713637296e-05,6.375449369703087e-07,0.0022651770684335914,0.0
1504,5.955818128963334e-05,3.702229410659389e-07,0.001972160834286894,0.0
1505,6.088026748329867e-05,2.209647001499044e-06,0.001900718148265566,0.0
1506,6.088026748329867e-05,2.209647001499044e-06,0.0020603690396196078,0.0
1507,6.088026748329867e-05,2.209647001499044e-06,0.0020603690396196078,0.0
1508,6.088026748329867e-05,2.209647001499044e-06,0.0020603690396196078,0.0
1509,5.74162534446389e-05,2.209647001499044e-06,0.0015302243077063135,0.0
1510,3.956691996011484e-05,2.209647001499044e-06,0.0008608743249039565,0.0
1511,2.525310784611585e-06,2.209647001499044e-06,0.0005738018579514963,0.0
1512,0.0,0.0,0.00015965089135404144,0.0
1513,0.0,0.0,0.0,0.0
1514,2.8566114451678004e-07,5.713222890335601e-07,0.000658163268651281,0.0
1515,2.8566114451678004e-07,5.713222890335601e-07,0.000658163268651281,0.0
1516,2.8566114451678004e-07,5.713222890335601e-07,0.000658163268651281,0.0
1517,4.004598492558996e-06,5.713222890335601e-07,0.0013525420134621008,0.0
1518,4.004598492558996e-06,5.713222890335601e-07,0.0013525420134621008,0.0
1519,4.004598492558996e-06,5.713222890335601e-07,0.0013525420134621008,0.0
1520,4.243516718815954e-05,5.3379045052029795e-06,0.0019129133517188685,0.0
1521,4.214950604364276e-05,4.766582216169419e-06,0.0016780305055103131,0.0
1522,6.119204668461212e-05,1.42878525366541e-05,0.0021223564565713915,0.0
1523,6.427227162930649e-05,1.42878525366541e-05,0.002681725292599627,0.0
1524,6.261801237477422e-05,1.42878525366541e-05,0.002511774788477591,0.0
1525,6.261801237477422e-05,1.42878525366541e-05,0.002828063642872231,0.0
1526,6.325366185982213e-05,1.42878525366541e-05,0.003450364473142794,0.0
1527,2.4823093164221583e-05,9.521270320484681e-06,0.003180235191913588,0.0
1528,2.4823093164221583e-05,9.521270320484681e-06,0.0032325355402593103,0.0
1529,5.780552523252222e-06,0.0,0.0027882095891982317,0.0
1530,7.074018477786532e-06,3.644742589260984e-06,0.002450441093450146,0.0
1531,3.373358205343331e-05,3.644742589260984e-06,0.0021270825361300793,0.0
1532,3.688999822770711e-05,3.644742589260984e-06,0.002338817027131362,0.0
1533,3.6254348742659204e-05,3.644742589260984e-06,0.001892114440644426,0.0
1534,0.0006036604985898261,3.594756838408232e-05,0.0021748964042801943,0.0
1535,0.000604790027344799,3.6700587510754955e-05,0.002461370995401272,0.0
1536,0.0007801176720282196,3.6700587510754955e-05,0.0026827668604840127,0.0
1537,0.000775743981128991,3.305584492149397e-05,0.002674598512904985,0.0
1538,0.0007501961780300397,3.623228349169949e-05,0.0027085852842511876,0.0
1539,0.0007495300952931368,3.623228349169949e-05,0.0026645167298348887,0.0
1540,0.0007495300952931368,3.623228349169949e-05,0.003566272506889488,0.0
1541,0.00018212394544596982,3.929457696878151e-06,0.003232082967380328,0.0
1542,0.0002140966353181284,3.1764385702055212e-06,0.0031546416991789427,0.0
1543,3.8768990634707734e-05,3.1764385702055212e-06,0.0030016967877080397,0.0
1544,4.322034822377775e-05,4.845697601142872e-06,0.0033762612895640942,0.0
1545,5.1832394352199375e-05,8.901120963855647e-05,0.003418234218510666,0.0
1546,7.787209272334752e-05,9.068944681140627e-05,0.00324279536393338,0.0
1547,8.114923392505651e-05,9.068944681140627e-05,0.0022735870027515504,0.0
1548,8.352716940862592e-05,9.158117258526286e-05,0.002611104623481099,0.0
1549,0.0001243970756539576,9.279383032532808e-05,0.0022041891518581125,0.0
1550,0.0001243970756539576,9.279383032532808e-05,0.002726336076323475,0.0
1551,0.00011994571806488758,9.348576843746872e-05,0.0024500175911401,0.0
1552,0.00010959945536472202,6.864928829080392e-06,0.0025724837157343116,0.0
1553,8.106942355620308e-05,5.186691656230583e-06,0.0022639677793319735,0.0
1554,0.0001148186910151188,5.186691656230583e-06,0.002479803199613733,0.0
1555,0.00011364272553951846,1.6915650706193575e-05,0.0025062390569863574,0.0
1556,3.9670600667055366e-05,1.5702992966128348e-05,0.0030883042407887323,0.0
1557,3.9670600667055366e-05,1.5702992966128348e-05,0.0026472264934065087,0.0
1558,4.308084407966817e-05,1.470589313612436e-05,0.00299304339569062,0.0
1559,0.0001602650284309805,1.570400542862314e-05,0.003061176626943052,0.0
1560,0.0001759691871744248,1.7498766413025025e-05,0.003664665007298546,0.0
1561,0.0001466010362491943,1.7498766413025025e-05,0.0037312550703063607,0.0
1562,0.00014539906624122523,6.655796174267639e-06,0.0033720140012779404,0.0
1563,0.00014630830966260483,1.1656635121783307e-05,0.0031009852952722993,0.0
1564,0.00019083983534073923,1.1656635121783307e-05,0.0033077173700023976,0.0
1565,0.0003341406874304604,6.594157288678357e-05,0.0033109283041475074,0.0
1566,0.00022312896310592935,6.61260201013647e-05,0.0031098134350031614,0.0
1567,0.00021220158539238452,6.433125911696282e-05,0.00275812966616026,0.0
1568,0.0002045433276569903,6.433125911696282e-05,0.0027881331542240722,0.0
