ngram,duty,dut,dutty,dut
1851,0.00019956569303758442,3.1820188642736215e-07,1.09234562268539e-09,3.1820188642736215e-07
1852,0.00019815141942152486,3.3249582388959554e-07,1.025606857377578e-09,3.3249582388959554e-07
1853,0.00019875145517289639,3.6886410725855967e-07,1.073866198345438e-09,3.6886410725855967e-07
1854,0.0001971458051619785,3.8427485346151767e-07,8.314443379818317e-10,3.8427485346151767e-07
1855,0.00019502579899770872,3.772849197503092e-07,3.3706932086755414e-10,3.772849197503092e-07
1856,0.000192856029441048,3.6577804556665275e-07,3.867681254630741e-10,3.6577804556665275e-07
1857,0.00019079671931519573,3.6960762729774744e-07,4.85693850217826e-10,3.6960762729774744e-07
1858,0.00019356605064656054,3.7016169634236054e-07,6.120757987750278e-10,3.7016169634236054e-07
1859,0.0001946815214718559,3.75463579465369e-07,6.120757987750278e-10,3.75463579465369e-07
1860,0.00019446229479009553,3.509389614464453e-07,6.248116666908641e-10,3.509389614464453e-07
1861,0.00019728964668632085,3.360583938112021e-07,6.248116666908641e-10,3.360583938112021e-07
1862,0.00019841042272413949,3.3337489721166745e-07,5.723099177108131e-10,3.3337489721166745e-07
1863,0.00020051954197697341,3.464447827030069e-07,6.180868753321736e-10,3.464447827030069e-07
1864,0.000198090573706265,3.461757915244691e-07,4.705668791135257e-10,3.461757915244691e-07
1865,0.00019547564858969833,3.2837752834374054e-07,2.97756335460824e-10,3.2837752834374054e-07
1866,0.00019264797031480287,3.118748769078853e-07,3.419959553647394e-10,3.118748769078853e-07
1867,0.00019255242451825843,3.102017883195783e-07,4.970630256601843e-10,3.102017883195783e-07
1868,0.00018867173847476288,2.944812008211427e-07,5.418747236632779e-10,2.944812008211427e-07
1869,0.00018657555379572192,2.8813799904777883e-07,6.210464959759727e-10,2.8813799904777883e-07
1870,0.0001823673748211669,2.6247859758703793e-07,7.367530434938224e-10,2.6247859758703793e-07
1871,0.00018057397807881768,2.454368634679278e-07,6.360437414849279e-10,2.454368634679278e-07
1872,0.00017803559811519726,2.4885822824671777e-07,1.1274642648067307e-09,2.4885822824671777e-07
1873,0.00017815264956360416,2.5089968655070803e-07,1.4343034299939867e-09,2.5089968655070803e-07
1874,0.00017520439827681651,2.484661467048811e-07,1.2182411508148456e-09,2.484661467048811e-07
1875,0.00017434218898415565,2.5797694393401927e-07,2.9786057786918008e-09,2.5797694393401927e-07
1876,0.0001733618347706007,2.60459162047612e-07,2.9760979752031194e-09,2.60459162047612e-07
1877,0.00017399754558157708,2.6412663649872617e-07,2.9746256925898352e-09,2.6412663649872617e-07
1878,0.00017349034689167247,2.6471952147793285e-07,3.15176179599419e-09,2.6471952147793285e-07
1879,0.00017581785505171865,2.731808349056207e-07,2.7301689004793114e-09,2.731808349056207e-07
1880,0.0001752707757987082,2.7738690684080733e-07,2.609296905526597e-09,2.7738690684080733e-07
1881,0.00017589922104629556,2.7430723800340016e-07,2.861821668531661e-09,2.7430723800340016e-07
1882,0.00017562159960756877,2.7225328632799315e-07,1.315921974561921e-09,2.7225328632799315e-07
1883,0.00017681221444425837,2.8391437670701893e-07,1.4641164074775353e-09,2.8391437670701893e-07
1884,0.00017791844688222876,3.000439729053791e-07,1.4374718161823198e-09,3.000439729053791e-07
1885,0.000182003784824961,3.107398863936136e-07,1.3938993213637373e-09,3.107398863936136e-07
1886,0.00018198138319088945,3.071847446887789e-07,1.71031232034023e-09,3.071847446887789e-07
1887,0.00018328087337847267,3.203495059064413e-07,1.7564452114982032e-09,3.203495059064413e-07
1888,0.00018389120564929077,3.311696973794044e-07,1.6389346546574757e-09,3.311696973794044e-07
1889,0.00018425036770557717,3.267468043434617e-07,1.5628542904266851e-09,3.267468043434617e-07
1890,0.0001832885276858828,3.12551792701145e-07,1.4138829630892603e-09,3.12551792701145e-07
1891,0.00018628118933910237,2.987759078873101e-07,1.9477589541239126e-09,2.987759078873101e-07
1892,0.00018495602125767618,9.591917741350438e-07,1.930920360112712e-09,9.591917741350438e-07
1893,0.0001826227443026645,1.0441106326197769e-06,1.8214198244897212e-09,1.0441106326197769e-06
1894,0.0001839497500830995,1.1000312797802638e-06,1.5671719160487945e-09,1.1000312797802638e-06
1895,0.00018290226788459613,1.2351682901875653e-06,1.8132394474790203e-09,1.2351682901875653e-06
1896,0.00018281739279960414,1.2775730583923308e-06,2.037032130276982e-09,1.2775730583923308e-06
1897,0.00018099793357708092,1.7603035270700014e-06,2.054028835907218e-09,1.7603035270700014e-06
1898,0.00017626812041271478,2.937887878878038e-06,1.643736274077006e-09,2.937887878878038e-06
1899,0.00017516037249671563,2.4154565169607977e-06,1.7960716088997027e-09,2.4154565169607977e-06
1900,0.000175280066157159,2.5764307451936475e-06,1.7000375710348896e-09,2.5764307451936475e-06
1901,0.00017222881017784988,3.051060722165338e-06,1.8493126712521806e-09,3.051060722165338e-06
1902,0.00017207259744671837,3.365691270573734e-06,1.6920687073707086e-09,3.365691270573734e-06
1903,0.0001720029831631109,3.3759773957951566e-06,1.7154366815930189e-09,3.3759773957951566e-06
1904,0.00017278283485211432,2.925968954871548e-06,2.5737772706741727e-09,2.925968954871548e-06
1905,0.00017511215576502894,1.831351828026787e-06,2.846509202950439e-09,1.831351828026787e-06
1906,0.0001801458773635594,1.8026612329841946e-06,2.816142541384181e-09,1.8026612329841946e-06
1907,0.00017924901788189475,1.62943179101863e-06,3.1774929195752375e-09,1.62943179101863e-06
1908,0.00017980478462829654,1.1799311688979027e-06,3.4315841279664028e-09,1.1799311688979027e-06
1909,0.00017902602225409022,7.840868931907607e-07,3.48336654758847e-09,7.840868931907607e-07
1910,0.0001808265847752669,8.38625092163576e-07,3.3009396327443596e-09,8.38625092163576e-07
1911,0.0001802784058132342,9.114765232100451e-07,2.5314283843716876e-09,9.114765232100451e-07
1912,0.00017742713264721845,9.05824622675157e-07,2.2835720774645144e-09,9.05824622675157e-07
1913,0.00017032471493751342,8.087078648648977e-07,2.1758773513117345e-09,8.087078648648977e-07
1914,0.00017185026497047926,7.46317068335754e-07,1.926150699255962e-09,7.46317068335754e-07
1915,0.0001723710717799674,6.78606012018333e-07,1.580386234577093e-09,6.78606012018333e-07
1916,0.00017118896565599634,6.696804177863669e-07,1.4101290769983977e-09,6.696804177863669e-07
1917,0.00016604082442687025,5.663352088244469e-07,1.2180620044345757e-09,5.663352088244469e-07
1918,0.000166265871874722,5.209372204717511e-07,1.1513907961978121e-09,5.209372204717511e-07
1919,0.00016556345508433878,4.477803494345218e-07,1.2886559478239183e-09,4.477803494345218e-07
1920,0.0001619861598425944,4.78827684803816e-07,1.23308919820962e-09,4.78827684803816e-07
1921,0.00015671237321969653,5.102274574905355e-07,1.3624335429681826e-09,5.102274574905355e-07
1922,0.00015045043255668133,4.89106643694218e-07,1.910673631216093e-09,4.89106643694218e-07
1923,0.00014720089633816054,4.4891159031327075e-07,2.026291590866742e-09,4.4891159031327075e-07
1924,0.00014424164172461524,4.91649071169117e-07,2.654231509183599e-09,4.91649071169117e-07
1925,0.00013851679562191878,4.5792742347267837e-07,3.3443707248004273e-09,4.5792742347267837e-07
1926,0.0001401347794204152,4.927210284222383e-07,3.0131188575945244e-09,4.927210284222383e-07
1927,0.0001398726100368159,4.5552082740739153e-07,3.0562792296962016e-09,4.5552082740739153e-07
1928,0.00013905840751249343,4.326349686120271e-07,2.862699965966442e-09,4.326349686120271e-07
1929,0.00013910201544474279,4.82583755813591e-07,2.5381958281199347e-09,4.82583755813591e-07
1930,0.0001378298579116485,5.259080312823374e-07,2.7800805150032406e-09,5.259080312823374e-07
1931,0.00013719820292733078,5.032900552188429e-07,2.3323747536504615e-09,5.032900552188429e-07
1932,0.00013640893614917462,4.961613383004857e-07,1.5981233638027804e-09,4.961613383004857e-07
1933,0.00013140595235329653,4.4900680100974047e-07,2.0397645794645314e-09,4.4900680100974047e-07
1934,0.0001300987642025575,4.226397213155256e-07,1.9929353088445266e-09,4.226397213155256e-07
1935,0.0001285321154032967,3.781732565195333e-07,1.8759521158706605e-09,3.781732565195333e-07
1936,0.00012649322992988994,2.987134816326683e-07,1.928458908435309e-09,2.987134816326683e-07
1937,0.00012565053891324039,2.4300366265249197e-07,1.6451325619242547e-09,2.4300366265249197e-07
1938,0.00012606300255616328,2.0375234807293703e-07,1.5613012232280304e-09,2.0375234807293703e-07
1939,0.00012593710977983261,1.6768499985378833e-07,1.515265510287911e-09,1.6768499985378833e-07
1940,0.0001239374396391213,1.6747784213423854e-07,1.0908460900444744e-09,1.6747784213423854e-07
1941,0.00012191797785427687,1.5890628495591435e-07,1.0060852845272805e-09,1.5890628495591435e-07
1942,0.00012216804835978628,1.8987025742132702e-07,9.447897087693541e-10,1.8987025742132702e-07
1943,0.00012157540186308324,1.8930179278088743e-07,7.819332820124814e-10,1.8930179278088743e-07
1944,0.00011990013652913538,1.667832520979573e-07,7.731358430446938e-10,1.667832520979573e-07
1945,0.00011848536606911304,1.63040131237072e-07,8.273337114601225e-10,1.63040131237072e-07
1946,0.00011654120836673039,1.579475465973701e-07,9.348245193813958e-10,1.579475465973701e-07
1947,0.00011337510971186151,1.4505142331699972e-07,1.0118626095742149e-09,1.4505142331699972e-07
1948,0.0001128954193388511,1.4061236644887947e-07,1.0355840391567434e-09,1.4061236644887947e-07
1949,0.0001108986315167775,1.0475455423732325e-07,1.0707987552205367e-09,1.0475455423732325e-07
1950,0.00010957331895562155,1.0198026144183001e-07,1.0299985983167455e-09,1.0198026144183001e-07
1951,0.00010902544558380864,1.015319170960538e-07,9.585512899296894e-10,1.015319170960538e-07
1952,0.00010729721439669706,1.00742755851765e-07,9.716629604091968e-10,1.00742755851765e-07
1953,0.00010604702505848504,1.0266202313654763e-07,9.961704992646402e-10,1.0266202313654763e-07
1954,0.0001054973087905507,9.815239313378957e-08,9.821121733326927e-10,9.815239313378957e-08
1955,0.00010389044681297881,9.731446125117924e-08,1.3366512182802888e-09,9.731446125117924e-08
1956,0.00010235443187411875,9.5198769502401e-08,1.3593644543341554e-09,9.5198769502401e-08
1957,0.00010050871475998844,9.444517599734224e-08,1.3090344839840539e-09,9.444517599734224e-08
1958,9.853577232986157e-05,9.293167530748698e-08,1.4001688221552756e-09,9.293167530748698e-08
1959,9.679861562160243e-05,9.272263667980951e-08,1.282238981659134e-09,9.272263667980951e-08
1960,9.51968488932055e-05,8.860795272117425e-08,1.1571101933758955e-09,8.860795272117425e-08
1961,9.32611759968235e-05,8.805303610058348e-08,1.4683825821926177e-09,8.805303610058348e-08
1962,9.164907740861443e-05,8.785289143783562e-08,1.3583944683378694e-09,8.785289143783562e-08
1963,9.035635697987996e-05,8.870378260488515e-08,1.5180545550766818e-09,8.870378260488515e-08
1964,8.963897250526185e-05,8.814970340966153e-08,1.5510043963448287e-09,8.814970340966153e-08
1965,8.920156999790509e-05,9.105937185235494e-08,1.6779184153214999e-09,9.105937185235494e-08
1966,8.885390187580404e-05,9.232894220596271e-08,1.7169621042383604e-09,9.232894220596271e-08
1967,8.843302098934405e-05,9.560598154426511e-08,1.888626144364025e-09,9.560598154426511e-08
1968,8.912880834291823e-05,9.890131329776913e-08,1.572171408931971e-09,9.890131329776913e-08
1969,8.81601736182347e-05,9.815156687409399e-08,1.384043102348187e-09,9.815156687409399e-08
1970,8.637646221489246e-05,9.56089120255196e-08,1.5901924539057128e-09,9.56089120255196e-08
1971,8.456686087551393e-05,9.496896069549621e-08,1.75067252758002e-09,9.496896069549621e-08
1972,8.176188878548731e-05,8.974340204304099e-08,1.5463703650908656e-09,8.974340204304099e-08
1973,7.939927205110766e-05,8.598113002530486e-08,1.5460008670079413e-09,8.598113002530486e-08
1974,7.730804437804701e-05,8.331605170854215e-08,1.5218183062921347e-09,8.331605170854215e-08
1975,7.436828621264015e-05,8.049385513686502e-08,1.6012033127970377e-09,8.049385513686502e-08
1976,7.310316141229123e-05,8.270247572487019e-08,1.6863550397364487e-09,8.270247572487019e-08
1977,7.183186971815303e-05,8.383460376697777e-08,1.3492505366942608e-09,8.383460376697777e-08
1978,7.117948241232495e-05,8.239359772233001e-08,1.5026668956760351e-09,8.239359772233001e-08
1979,7.144936535041779e-05,8.231793710170418e-08,1.6659679508939413e-09,8.231793710170418e-08
1980,7.071010103183133e-05,8.280869577350001e-08,2.0663894087899084e-09,8.280869577350001e-08
1981,7.008064754440316e-05,8.06931897808941e-08,2.2075958838740917e-09,8.06931897808941e-08
1982,7.060515885573945e-05,8.057547416586073e-08,2.1454102304220767e-09,8.057547416586073e-08
1983,6.985810614423826e-05,7.69084970946616e-08,2.4188937519653564e-09,7.69084970946616e-08
1984,7.022316900214978e-05,7.597849714459568e-08,2.649974430367154e-09,7.597849714459568e-08
1985,6.982658877469865e-05,7.556073455816659e-08,2.5628820970220137e-09,7.556073455816659e-08
1986,6.90770331337782e-05,7.62300658152526e-08,2.5214311273811875e-09,7.62300658152526e-08
1987,6.842900308713849e-05,7.341042770495473e-08,2.194688986101312e-09,7.341042770495473e-08
1988,6.855104896073629e-05,7.163270916115444e-08,2.4703387113689246e-09,7.163270916115444e-08
1989,6.71436230602142e-05,6.933312692223938e-08,2.579834964703106e-09,6.933312692223938e-08
1990,6.669030179702011e-05,6.581356462983681e-08,2.4396927494103285e-09,6.581356462983681e-08
1991,6.52736219178353e-05,6.565338901103652e-08,2.2758104131373867e-09,6.565338901103652e-08
1992,6.470122441117252e-05,6.433510029475136e-08,2.4485437328485612e-09,6.433510029475136e-08
1993,6.420921584192132e-05,6.068610249241959e-08,2.5679276324400544e-09,6.068610249241959e-08
1994,6.412561820720189e-05,5.9068670209074167e-08,2.7571227206075425e-09,5.9068670209074167e-08
1995,6.43179623044229e-05,5.792103812447229e-08,2.55063646394303e-09,5.792103812447229e-08
1996,6.457355734060652e-05,5.594416307985739e-08,2.5075796994400434e-09,5.594416307985739e-08
1997,6.459811265813187e-05,5.542883790050317e-08,2.4114650276629845e-09,5.542883790050317e-08
1998,6.514286776239584e-05,5.216454113110558e-08,2.6584851145880097e-09,5.216454113110558e-08
1999,6.498049333458766e-05,4.8689915591434585e-08,2.5307913542604865e-09,4.8689915591434585e-08
2000,6.472553754325158e-05,4.99783630354094e-08,2.5088320627324786e-09,4.99783630354094e-08
2001,6.421430641369495e-05,4.864090387611343e-08,2.5721451635263293e-09,4.864090387611343e-08
2002,6.313427833707205e-05,4.764052974337574e-08,2.9019163580049476e-09,4.764052974337574e-08
2003,6.238708218526361e-05,4.643141388831802e-08,3.0544784796709176e-09,4.643141388831802e-08
2004,6.165298379658322e-05,4.481951876300627e-08,3.303799361071518e-09,4.481951876300627e-08
2005,6.159002181708015e-05,4.1934042270343393e-08,3.3549598971965064e-09,4.1934042270343393e-08
2006,6.126384999203895e-05,4.1049132347227765e-08,3.4525806658081137e-09,4.1049132347227765e-08
2007,6.0300904026787195e-05,3.721366326203679e-08,3.753590200566188e-09,3.721366326203679e-08
2008,5.8703148429880715e-05,3.783237799227988e-08,3.937885826945018e-09,3.783237799227988e-08
2009,5.64959752539705e-05,3.6500764062046594e-08,3.9320724454228184e-09,3.6500764062046594e-08
2010,5.4376552725443617e-05,3.4479675495699014e-08,3.9827698282225904e-09,3.4479675495699014e-08
2011,5.272345671463492e-05,3.283009876651834e-08,4.450396939859047e-09,3.283009876651834e-08
2012,5.043893335303957e-05,3.210517515331698e-08,4.493234451174999e-09,3.210517515331698e-08
2013,4.852950899346199e-05,3.176717073521169e-08,4.507919593166321e-09,3.176717073521169e-08
2014,4.769662492825384e-05,4.871914125459398e-07,4.243492826968723e-09,4.871914125459398e-07
2015,4.8225785056794325e-05,2.7856936518791793e-06,4.146618508877558e-09,2.7856936518791793e-06
2016,4.927618855227982e-05,2.7856215170731147e-06,4.0276018393419525e-09,2.7856215170731147e-06
2017,4.971150823015099e-05,3.244131658123687e-06,4.116170922626357e-09,3.244131658123687e-06
2018,5.019001328037121e-05,3.887368543686875e-06,3.6135365366618545e-09,3.887368543686875e-06
2019,5.060341391072143e-05,4.852445079972512e-06,3.5637561235368764e-09,4.852445079972512e-06
