ngram,term,tem,trm,terrm
1613,2.7608791469901917e-05,3.1498987596023653e-06,0.0,0.0
1614,2.644540706699315e-05,3.392230959369564e-06,0.0,0.0
1615,2.6046051873761045e-05,3.555084690885581e-06,0.0,0.0
1616,2.414238861092599e-05,3.555084690885581e-06,0.0,0.0
1617,2.0434668158486602e-05,4.292425761117816e-06,0.0,0.0
1618,1.4298097961987618e-05,4.359421804370608e-06,0.0,0.0
1619,1.7223994908428203e-05,4.159023839227822e-06,0.0,0.0
1620,2.4869093554765902e-05,4.343097446378254e-06,0.0,0.0
1621,2.507473781016805e-05,4.06794015361811e-06,0.0,0.0
1622,3.5626998851512326e-05,4.009537730910649e-06,0.0,0.0
1623,4.011602969252895e-05,4.278951921930586e-06,2.6941419101993755e-07,0.0
1624,6.453454963255873e-05,4.011491358012011e-06,2.6941419101993755e-07,0.0
1625,5.7050287068705074e-05,3.540520538081182e-06,2.6941419101993755e-07,0.0
1626,6.23907755133197e-05,4.351026128850728e-06,2.6941419101993755e-07,0.0
1627,4.963158510560918e-05,4.8059596338134725e-06,2.6941419101993755e-07,0.0
1628,5.577851704531765e-05,5.271496905022234e-06,2.6941419101993755e-07,0.0
1629,4.5721432083415235e-05,5.063188902048361e-06,2.6941419101993755e-07,0.0
1630,4.1820715718391254e-05,5.052521698546895e-06,0.0,0.0
1631,1.907205121044951e-05,5.02199275485639e-06,0.0,0.0
1632,1.962180801586198e-05,5.156426108702103e-06,0.0,0.0
1633,1.1903793815041094e-05,4.693781030644979e-06,0.0,0.0
1634,2.5210960497393637e-05,4.105407437496719e-06,0.0,0.0
1635,1.9516611116289694e-05,3.420116464829854e-06,0.0,0.0
1636,2.6490054291830995e-05,3.0986292033828377e-06,0.0,0.0
1637,2.619975644587872e-05,3.1325227252766908e-06,0.0,0.0
1638,2.631399820529623e-05,3.0370681705400263e-06,0.0,0.0
1639,3.1293027469863386e-05,3.1102732041940077e-06,0.0,0.0
1640,3.095027238941839e-05,2.5276172550547926e-06,0.0,0.0
1641,1.9631792205083392e-05,2.2768069486898767e-06,5.972208733900125e-08,0.0
1642,2.080295236542692e-05,1.998788336875025e-06,5.972208733900125e-08,0.0
1643,1.4327879999395268e-05,2.5476790921987103e-06,5.972208733900125e-08,0.0
1644,1.605263691674606e-05,2.8966688400292436e-06,5.972208733900125e-08,0.0
1645,1.4880252381642225e-05,2.7691413768999543e-06,5.972208733900125e-08,0.0
1646,1.3078787381865758e-05,2.2469179482089075e-06,5.972208733900125e-08,0.0
1647,1.4433854565660503e-05,2.248155445678484e-06,1.6376763970323997e-07,1.040455523642387e-07
1648,1.5107227812092918e-05,2.587203628731264e-06,1.4989478813731694e-07,1.040455523642387e-07
1649,1.5686203304150176e-05,2.7624428428550474e-06,1.4989478813731694e-07,1.040455523642387e-07
1650,1.9172510292264633e-05,2.215543815964338e-06,1.4989478813731694e-07,1.040455523642387e-07
1651,2.225032273729864e-05,2.0469144682725267e-06,1.928948693473233e-07,1.040455523642387e-07
1652,2.5610355026271592e-05,2.092796429613892e-06,1.928948693473233e-07,1.040455523642387e-07
1653,2.5124192429107745e-05,2.142809575746339e-06,2.682706476012494e-07,1.040455523642387e-07
1654,2.7421445338404737e-05,2.2876631321975893e-06,1.6422509523701073e-07,4.1483186155996266e-08
1655,3.0104913613675827e-05,2.1777890586755736e-06,1.183758594639325e-07,4.1483186155996266e-08
1656,3.583941257342563e-05,2.1491088253761907e-06,1.6368319068403382e-07,4.1483186155996266e-08
1657,3.475169952642838e-05,2.1124504395889484e-06,2.4709649031657524e-07,4.1483186155996266e-08
1658,4.205121045483143e-05,2.1219902269617056e-06,2.040964091065689e-07,4.1483186155996266e-08
1659,4.333809868382689e-05,2.3112997951102443e-06,2.040964091065689e-07,4.1483186155996266e-08
1660,4.643074966484814e-05,2.882121456033409e-06,1.2872063085264278e-07,4.1483186155996266e-08
1661,4.4185263245058847e-05,3.0363347929908613e-06,1.2872063085264278e-07,0.0
1662,4.303203331801342e-05,2.9719155431199136e-06,1.2872063085264278e-07,0.0
1663,3.9749465291346754e-05,2.937931786358864e-06,8.341329963254143e-08,0.0
1664,5.3454121241104857e-05,3.03472750472013e-06,0.0,0.0
1665,4.2677722506466254e-05,2.772644896659975e-06,0.0,0.0
1666,4.375979616660126e-05,2.433325935921208e-06,7.989679521155527e-08,0.0
1667,4.742130022350466e-05,2.0687281871037807e-06,1.4480142697591093e-07,0.0
1668,5.140926207656905e-05,2.3656671958503594e-06,1.4480142697591093e-07,0.0
1669,5.098113017863527e-05,2.5008254494553384e-06,1.4480142697591093e-07,0.0
1670,4.868991475502428e-05,2.442894729678561e-06,2.2209976334254732e-07,0.0
1671,3.5034814832865126e-05,2.7546195562016303e-06,2.612099560142919e-07,0.0
1672,3.615036777253928e-05,3.2475789209586637e-06,2.612099560142919e-07,0.0
1673,3.409069644736259e-05,3.3542887324853965e-06,1.8131316080273662e-07,0.0
1674,3.021112154653695e-05,3.355149017027413e-06,1.4893905334442285e-07,0.0
1675,2.7630737999321093e-05,3.1012380402119433e-06,1.4893905334442285e-07,0.0
1676,2.7049725758843124e-05,3.2831319133817616e-06,1.4893905334442285e-07,0.0
1677,2.750965774924095e-05,3.3820359216666214e-06,1.3881311287734987e-07,0.0
1678,2.729476935720803e-05,3.2129460773181303e-06,1.196214916327725e-07,0.0
1679,2.717135196559996e-05,2.8456051625523415e-06,1.888367994037513e-07,0.0
1680,2.4637618090699626e-05,2.861243566647837e-06,2.431425859380657e-07,0.0
1681,2.1699249893052703e-05,2.7942938426609284e-06,2.3298790909263646e-07,0.0
1682,2.174369871811775e-05,2.5900857605977634e-06,2.5314894206271023e-07,0.0
1683,2.0260585707936635e-05,2.386044716981165e-06,2.972833986599913e-07,0.0
1684,2.0204004483405568e-05,2.3672554984191914e-06,2.301110027604279e-07,0.0
1685,2.0169717312715614e-05,2.0898317935851603e-06,2.101924313332607e-07,0.0
1686,2.166939066228224e-05,2.047676519266263e-06,1.409771235622819e-07,0.0
1687,2.206467044223765e-05,1.974038566134238e-06,1.2787142671706014e-07,0.0
1688,2.1216878979300547e-05,2.009293569114691e-06,1.0549557925644746e-07,0.0
1689,2.102537863330716e-05,1.7989323432792453e-06,8.533454628637368e-08,0.0
1690,2.400344679439773e-05,1.5886548457696596e-06,6.197038057312706e-08,0.0
1691,2.4273452124491867e-05,1.2869279889368305e-06,6.197038057312706e-08,0.0
1692,2.420511269260065e-05,1.2805710107548812e-06,1.0930646965334745e-07,0.0
1693,2.39929434298704e-05,1.384215272943428e-06,1.4065766354828417e-07,0.0
1694,2.586913719174585e-05,1.3396701388858543e-06,9.945757385919154e-08,0.0
1695,2.5803551449955974e-05,1.2306243551815247e-06,9.945757385919154e-08,0.0
1696,2.4914564034718622e-05,1.3407667032489762e-06,1.152035196128054e-07,0.0
1697,2.7039956486467937e-05,1.2934285109622579e-06,9.443322872877096e-08,0.0
1698,3.321690694844749e-05,1.5141494356742311e-06,1.0480449930128088e-07,0.0
1699,3.309871941123025e-05,1.5240335804784472e-06,8.360749096222467e-08,0.0
1700,3.198043746773952e-05,1.3114358482978008e-06,7.825200246510836e-08,0.0
1701,2.9253720900409723e-05,1.212581732293724e-06,7.825200246510836e-08,0.0
1702,3.014182480650821e-05,1.103352920901151e-06,1.1420748283593899e-07,0.0
1703,3.4009676840339254e-05,1.1935048129479192e-06,1.315851676508828e-07,0.0
1704,2.8273457896180583e-05,1.2271457226883546e-06,1.5757046664280745e-07,0.0
1705,2.2407372723267016e-05,1.0582285442848973e-06,1.746726111053119e-07,0.0
1706,2.2402807059864115e-05,9.979737529062862e-07,1.4853353036414774e-07,0.0
1707,2.112880442187556e-05,9.366829374357621e-07,1.3469027797847438e-07,0.0
1708,2.0826189159249354e-05,1.0521199677831255e-06,1.5398201266439822e-07,0.0
1709,1.8612043277244084e-05,1.0404536599902973e-06,1.180265322935676e-07,0.0
1710,1.5566250762536322e-05,9.979535085286834e-07,8.490290172500994e-08,0.0
1711,1.5565732610411942e-05,1.0379493988109192e-06,7.830226016786973e-08,0.0
1712,1.2693121529342274e-05,1.078437999727352e-06,9.428252464463835e-08,0.0
1713,1.3121003706016512e-05,1.185588676630037e-06,9.428252464463835e-08,0.0
1714,1.367114340869843e-05,1.406061301167938e-06,8.213007163249131e-08,0.0
1715,1.420190905524318e-05,1.2701687686395807e-06,6.283833694656746e-08,0.0
1716,1.4370827557286248e-05,1.306793015893553e-06,7.169329511011061e-08,0.0
1717,1.3154191167684206e-05,1.2778972648318034e-06,7.933470058674175e-08,0.0
1718,1.3577324352809228e-05,1.320143992091159e-06,7.543355603648446e-08,0.0
1719,1.3989358454377257e-05,1.297447218868391e-06,5.8319360769181524e-08,0.0
1720,1.3069980143752349e-05,1.3906454796597245e-06,8.550274444019124e-08,0.0
1721,1.2636895917239599e-05,1.2554973279423263e-06,8.550274444019124e-08,0.0
1722,1.4772135598052825e-05,1.2932307608285295e-06,1.0095791783523314e-07,0.0
1723,1.6295890938116437e-05,1.3641871987601917e-06,9.210295967168999e-08,0.0
1724,1.6250530539504586e-05,1.3387488430843014e-06,9.033247394540922e-08,0.0
1725,1.7158317080299768e-05,1.3112124293002125e-06,7.484896106088204e-08,0.0
1726,1.8009934267735973e-05,1.4481846782083657e-06,6.128447286154629e-08,0.0
1727,1.8982944181646288e-05,1.3609166801740815e-06,4.778652089904816e-08,0.0
1728,2.1154288463419236e-05,1.2909451113176016e-06,4.778652089904816e-08,0.0
1729,1.900157699960151e-05,1.3389410306834698e-06,3.233134750400625e-08,0.0
1730,1.8539510035355177e-05,1.3397411586473545e-06,3.233134750400625e-08,0.0
1731,1.904367958819161e-05,1.518213285375428e-06,4.7360646452229305e-08,1.3933479132382282e-08
1732,1.8428958875509644e-05,1.4905445076302776e-06,4.7360646452229305e-08,1.3933479132382282e-08
1733,1.8536406579577097e-05,1.4176885900139626e-06,4.863518958992634e-08,1.3933479132382282e-08
1734,1.951836176366279e-05,1.7506706139361735e-06,4.01114894949777e-08,1.3933479132382282e-08
1735,1.7861184720199424e-05,1.750380030378957e-06,6.597919366413407e-08,1.3933479132382282e-08
1736,1.80825070076805e-05,1.8267456880494137e-06,7.149151873672313e-08,1.3933479132382282e-08
1737,1.9194800578199128e-05,1.788283822991486e-06,8.53347751826407e-08,1.3933479132382282e-08
1738,2.241323116842458e-05,1.8262567859242803e-06,6.992637275564967e-08,0.0
1739,2.386828210936593e-05,1.7455279329884173e-06,7.315728924238232e-08,0.0
1740,2.3748043271812742e-05,1.7725277286574835e-06,7.408230727280949e-08,0.0
1741,2.2265703851839396e-05,1.5079345579189457e-06,6.892057565924656e-08,0.0
1742,2.188029092004789e-05,1.5250069428215544e-06,5.580761605220427e-08,0.0
1743,2.2742445383171018e-05,1.4502567101512146e-06,5.99266845670497e-08,0.0
1744,2.3653346423608517e-05,1.5207328374344797e-06,5.054748848059327e-08,0.0
1745,2.1845438043653432e-05,1.3459807226874027e-06,5.767882425646219e-08,0.0
1746,2.1313538776926828e-05,1.4155999516723178e-06,6.440386205294349e-08,0.0
1747,2.178494339334845e-05,1.309934938425223e-06,6.606591185231991e-08,0.0
1748,2.3199181409186815e-05,1.2188336881990836e-06,7.33453754873738e-08,3.639731817526938e-09
1749,2.46843826192032e-05,1.3206071360270601e-06,6.55459113017644e-08,3.639731817526938e-09
1750,2.6932943001156673e-05,1.3396276748218433e-06,6.581071230828326e-08,3.639731817526938e-09
1751,3.0222104864411188e-05,1.331457342855304e-06,7.205406810888754e-08,3.639731817526938e-09
1752,3.2081037975980765e-05,1.4003443880028499e-06,9.061963725441404e-08,7.538321966649164e-09
1753,3.393115860360142e-05,1.5280304605117375e-06,8.569303539778567e-08,7.538321966649164e-09
1754,3.6089772038394585e-05,1.6332550996724291e-06,6.905642838514073e-08,7.538321966649164e-09
1755,3.6810168759464954e-05,1.733636801353506e-06,6.177696475008685e-08,3.898590149122226e-09
1756,3.857742714379648e-05,1.7665632380417913e-06,6.592809549082241e-08,9.96953123230274e-09
1757,4.006216477137059e-05,1.745765546599744e-06,8.039288701411351e-08,1.3014654496958298e-08
1758,3.925944994469839e-05,1.7410867810342876e-06,7.590064043938582e-08,1.3014654496958298e-08
1759,4.086457504724551e-05,1.6589789636002803e-06,5.166950905228467e-08,9.116064347836073e-09
1760,4.390352322453899e-05,1.5603618521708995e-06,5.196289062528844e-08,9.116064347836073e-09
1761,5.5857265709034565e-05,1.5093657696395115e-06,6.028959274674759e-08,1.4667199264652351e-08
1762,6.645463820729804e-05,1.470142478865455e-06,6.565475680580285e-08,1.734978129417998e-08
1763,6.86471201853627e-05,1.4336276470723014e-06,6.222569481906248e-08,1.1278840210999469e-08
1764,7.048458636355852e-05,1.5186354858087725e-06,5.4728786835767096e-08,1.1044396635335424e-08
1765,7.266924408863165e-05,1.6780524804614418e-06,5.4408434075574926e-08,1.1044396635335424e-08
1766,7.261316672416538e-05,1.7628259294204845e-06,5.085189640802972e-08,1.1044396635335424e-08
1767,6.960538874929105e-05,1.7889875120350292e-06,5.436266928679093e-08,1.1044396635335424e-08
1768,6.958330725735453e-05,1.8721792847437818e-06,5.676481735455192e-08,5.493261718519144e-09
1769,6.163974986910554e-05,1.8743576707233193e-06,5.7492172546501156e-08,2.810679688991513e-09
1770,6.599551852559671e-05,1.8323459016755805e-06,5.758066658399587e-08,2.810679688991513e-09
1771,6.453129961820585e-05,1.832080654042199e-06,4.5981876084510986e-08,2.6326438172320975e-09
1772,6.497644686273166e-05,1.6756205890747618e-06,4.7995304492636544e-08,2.6326438172320975e-09
1773,6.830882193753496e-05,1.7309811255472596e-06,4.7189443210170016e-08,5.227834673097018e-09
1774,7.336864083689372e-05,1.7137468018648048e-06,4.370086261116869e-08,5.227834673097018e-09
1775,6.89873876191476e-05,1.7207749546547087e-06,3.8749390743727674e-08,8.116523833986581e-09
1776,6.838517219875939e-05,1.7560318578294494e-06,3.8081610499927724e-08,1.0828893337588852e-08
1777,6.569988545379601e-05,1.770408971424331e-06,3.815186795057863e-08,1.0828893337588852e-08
1778,6.742213476432621e-05,1.723074660731072e-06,4.679229854381057e-08,1.0977393216649034e-08
1779,6.876305737283214e-05,1.783280432781404e-06,4.400742475192081e-08,1.0977393216649034e-08
1780,7.138321598176844e-05,1.6887165819363353e-06,5.080879513944378e-08,8.382202360784113e-09
1781,7.044528787706181e-05,1.7006218351005892e-06,5.120141923141221e-08,1.2207236110839403e-08
1782,6.834332089056261e-05,1.719803110842934e-06,5.40565748354181e-08,1.3634813912842349e-08
1783,6.963154373806901e-05,1.788808601434409e-06,5.515563320354236e-08,1.0922444409240078e-08
1784,7.430383318153742e-05,1.8004528621012078e-06,5.930636502528484e-08,1.0922444409240078e-08
1785,7.639683722767845e-05,1.8765555621160144e-06,5.5109380931688586e-08,1.1377545508902846e-08
1786,7.785167742570463e-05,2.0720821437082904e-06,5.40063044443936e-08,1.1377545508902846e-08
1787,7.76969469110814e-05,2.1427523993874535e-06,5.234459266034719e-08,1.2666687127753967e-08
1788,8.499142495566048e-05,2.162385093080437e-06,5.313980265343941e-08,1.0148205450580657e-08
1789,9.176868843496777e-05,2.08091811210969e-06,5.4977732081137476e-08,6.995323304741825e-09
1790,9.98158980759659e-05,2.0073524638064555e-06,5.3978176595137484e-08,8.100171707984113e-09
1791,9.900330665654369e-05,1.9645937397529323e-06,6.028083784518198e-08,9.186137945554102e-09
1792,0.00010027729253384418,1.932623474333793e-06,6.145472448387019e-08,8.126417253403621e-09
1793,9.861451274316226e-05,1.6690849926297752e-06,6.335056212947165e-08,9.112439374498699e-09
1794,9.854755730235151e-05,1.6468215205480062e-06,6.160362581957607e-08,8.821283322849434e-09
1795,9.365302997009297e-05,1.6913305509141146e-06,6.237704245190148e-08,7.514731249967456e-09
1796,8.976205572253093e-05,1.7365404119118466e-06,5.664738722543916e-08,7.2995080456296685e-09
1797,8.398402652736487e-05,1.753881666185667e-06,5.962699997244922e-08,7.328506944150246e-09
1798,8.214243903889187e-05,1.7980350841233822e-06,4.854541657550726e-08,6.821197384709876e-09
1799,8.119056500228388e-05,1.7671148628193935e-06,3.8864334988326325e-08,5.245442873708888e-09
1800,8.004083169258333e-05,1.8055078986175692e-06,3.6241513663120324e-08,4.671084661924039e-09
1801,7.728727775559361e-05,1.9069627959262497e-06,3.303964340212977e-08,4.601780036393523e-09
1802,7.632656135163935e-05,1.933258691419074e-06,2.8772353896247945e-08,5.470033632397937e-09
1803,7.365943539688098e-05,2.0515032182239727e-06,2.824354515342163e-08,5.2238719381948934e-09
1804,7.558816183258646e-05,2.1282303837974074e-06,2.309554350940094e-08,5.615412452491293e-09
1805,7.555878463400794e-05,2.1748616875681492e-06,1.970537574383765e-08,5.815788295393531e-09
1806,7.666631427127868e-05,2.210426113638927e-06,2.0313687240250796e-08,5.732118906515942e-09
1807,7.949022463955251e-05,2.2318188582305865e-06,2.0995579370313474e-08,6.78500360657657e-09
1808,8.36453733167478e-05,2.193212984431219e-06,2.1504621067996206e-08,7.03313864290424e-09
1809,8.354426245205104e-05,2.2774857890388896e-06,2.0455906555940018e-08,6.888584306149628e-09
1810,8.587998101055356e-05,2.2530527985509252e-06,1.8205346056073982e-08,6.404522039688792e-09
1811,8.513996622891032e-05,2.252793072849662e-06,1.7662100353683334e-08,5.3479021052841145e-09
1812,8.575057394669525e-05,2.2606363602660295e-06,1.7515315674034226e-08,4.807577843760466e-09
1813,8.567968013397018e-05,2.303607906079768e-06,2.0166991251561025e-08,5.454354000202142e-09
1814,8.682040165045432e-05,2.3542432440340884e-06,1.807241112317115e-08,5.24355424160104e-09
1815,8.695913441312899e-05,2.399915599328649e-06,1.6515592956726063e-08,4.839301102700842e-09
1816,9.164866371845295e-05,2.3689582511516553e-06,1.6427147134631274e-08,4.4959472811356704e-09
1817,9.016094450739079e-05,2.3626731230511463e-06,1.6007836453216636e-08,4.963399913293642e-09
1818,9.20342281460762e-05,2.379789943266327e-06,1.462750809366753e-08,5.0317366146706326e-09
1819,9.377433577485914e-05,2.3792145579396414e-06,1.5060714453341006e-08,5.093623237481129e-09
1820,9.508670960453205e-05,2.396350380097699e-06,1.2367951361470984e-08,4.3719376690327346e-09
1821,9.45732494333892e-05,2.3844328162730174e-06,1.1772870678328218e-08,3.375297327349155e-09
1822,9.486899008542033e-05,2.3521879808998037e-06,1.1157524428183154e-08,3.101810094488907e-09
1823,9.45931242313236e-05,2.340753845991068e-06,1.0379499418685815e-08,3.283315730406855e-09
1824,9.680609842429735e-05,2.299102074435463e-06,1.0580931432611708e-08,2.597925446196874e-09
1825,9.725723274251712e-05,2.308302230501015e-06,1.0034970124702828e-08,2.314054471850925e-09
1826,9.769275077685182e-05,2.3045655390368277e-06,9.826777804176702e-09,2.1319578324963118e-09
1827,9.778715632689585e-05,2.276616019766412e-06,9.312861910209286e-09,2.003478859004458e-09
1828,9.907928012710596e-05,2.298036861247965e-06,9.571929598146361e-09,2.298016887891663e-09
1829,0.00010104737573003928,2.285503764401905e-06,9.50312362135719e-09,1.869215560112991e-09
1830,9.935731837426179e-05,2.2661751829998267e-06,9.808989557110896e-09,1.87919177044701e-09
1831,9.939800345039527e-05,2.355139875882222e-06,9.180165326329513e-09,2.3436650556770846e-09
1832,0.00010005830076157249,2.309612974776038e-06,1.0167135768211568e-08,2.1755809059038303e-09
1833,9.97321175028836e-05,2.375263160761928e-06,9.755772634179039e-09,2.469473990375702e-09
1834,0.00010113156687501552,2.3960749980947834e-06,1.0494370007916944e-08,2.5710631401665296e-09
1835,0.00010138409769362105,2.4822868778885876e-06,1.0038943961835197e-08,2.4383335985232536e-09
1836,9.934584418910422e-05,2.508896678981338e-06,1.0260869868058568e-08,2.9685487560168357e-09
1837,9.985737519205681e-05,2.5287153480998574e-06,9.760598678505111e-09,2.5516042929345825e-09
1838,0.00010126707327019955,2.5823161909751694e-06,1.0325029085679814e-08,2.3161082575638504e-09
1839,0.00010046416199267176,2.623591983917452e-06,9.512681119007636e-09,2.382521672014296e-09
1840,0.00010085458260229123,2.6790141548969715e-06,9.993307451391535e-09,2.1968882427511207e-09
1841,9.917046554619446e-05,2.7010472487225864e-06,9.539370246106467e-09,1.851564885540264e-09
