ngram,proof,proof,proof,proof
1788,9.630873786850966e-05,9.630873786850966e-05,9.630873786850966e-05,9.630873786850966e-05
1789,9.67000430266905e-05,9.67000430266905e-05,9.67000430266905e-05,9.67000430266905e-05
1790,9.599130966567568e-05,9.599130966567568e-05,9.599130966567568e-05,9.599130966567568e-05
1791,9.652713301225699e-05,9.652713301225699e-05,9.652713301225699e-05,9.652713301225699e-05
1792,9.598503259309967e-05,9.598503259309967e-05,9.598503259309967e-05,9.598503259309967e-05
1793,0.00010057752037287823,0.00010057752037287823,0.00010057752037287823,0.00010057752037287823
1794,9.964979316074667e-05,9.964979316074667e-05,9.964979316074667e-05,9.964979316074667e-05
1795,9.826511190372653e-05,9.826511190372653e-05,9.826511190372653e-05,9.826511190372653e-05
1796,9.722060765073235e-05,9.722060765073235e-05,9.722060765073235e-05,9.722060765073235e-05
1797,9.490778964910922e-05,9.490778964910922e-05,9.490778964910922e-05,9.490778964910922e-05
1798,9.217222915529939e-05,9.217222915529939e-05,9.217222915529939e-05,9.217222915529939e-05
1799,9.305032602112208e-05,9.305032602112208e-05,9.305032602112208e-05,9.305032602112208e-05
1800,9.0044760976785e-05,9.0044760976785e-05,9.0044760976785e-05,9.0044760976785e-05
1801,9.050990463167961e-05,9.050990463167961e-05,9.050990463167961e-05,9.050990463167961e-05
1802,9.119839939687933e-05,9.119839939687933e-05,9.119839939687933e-05,9.119839939687933e-05
1803,9.118710918950715e-05,9.118710918950715e-05,9.118710918950715e-05,9.118710918950715e-05
1804,9.267760157984282e-05,9.267760157984282e-05,9.267760157984282e-05,9.267760157984282e-05
1805,9.24063746684364e-05,9.24063746684364e-05,9.24063746684364e-05,9.24063746684364e-05
1806,9.103946441817763e-05,9.103946441817763e-05,9.103946441817763e-05,9.103946441817763e-05
1807,9.121384001835915e-05,9.121384001835915e-05,9.121384001835915e-05,9.121384001835915e-05
1808,9.195246093440801e-05,9.195246093440801e-05,9.195246093440801e-05,9.195246093440801e-05
1809,9.398220260793875e-05,9.398220260793875e-05,9.398220260793875e-05,9.398220260793875e-05
1810,9.467325851021866e-05,9.467325851021866e-05,9.467325851021866e-05,9.467325851021866e-05
1811,9.604319971653499e-05,9.604319971653499e-05,9.604319971653499e-05,9.604319971653499e-05
1812,9.7755974690829e-05,9.7755974690829e-05,9.7755974690829e-05,9.7755974690829e-05
1813,0.00010015688063244202,0.00010015688063244202,0.00010015688063244202,0.00010015688063244202
1814,0.00010316929443173908,0.00010316929443173908,0.00010316929443173908,0.00010316929443173908
1815,0.00010347505303798243,0.00010347505303798243,0.00010347505303798243,0.00010347505303798243
1816,0.0001012894291696804,0.0001012894291696804,0.0001012894291696804,0.0001012894291696804
1817,0.00010168736688293783,0.00010168736688293783,0.00010168736688293783,0.00010168736688293783
1818,0.00010069089538384495,0.00010069089538384495,0.00010069089538384495,0.00010069089538384495
1819,0.00010020414629252627,0.00010020414629252627,0.00010020414629252627,0.00010020414629252627
1820,9.773076037942831e-05,9.773076037942831e-05,9.773076037942831e-05,9.773076037942831e-05
1821,9.667962045309e-05,9.667962045309e-05,9.667962045309e-05,9.667962045309e-05
1822,9.53559616131575e-05,9.53559616131575e-05,9.53559616131575e-05,9.53559616131575e-05
1823,9.642741913142215e-05,9.642741913142215e-05,9.642741913142215e-05,9.642741913142215e-05
1824,9.570596427823017e-05,9.570596427823017e-05,9.570596427823017e-05,9.570596427823017e-05
1825,9.540171179521297e-05,9.540171179521297e-05,9.540171179521297e-05,9.540171179521297e-05
1826,9.540315347424309e-05,9.540315347424309e-05,9.540315347424309e-05,9.540315347424309e-05
1827,9.606222426685105e-05,9.606222426685105e-05,9.606222426685105e-05,9.606222426685105e-05
1828,9.580485805469965e-05,9.580485805469965e-05,9.580485805469965e-05,9.580485805469965e-05
1829,9.753334909744029e-05,9.753334909744029e-05,9.753334909744029e-05,9.753334909744029e-05
1830,9.72284480147729e-05,9.72284480147729e-05,9.72284480147729e-05,9.72284480147729e-05
1831,9.715194651757233e-05,9.715194651757233e-05,9.715194651757233e-05,9.715194651757233e-05
1832,9.683389362180606e-05,9.683389362180606e-05,9.683389362180606e-05,9.683389362180606e-05
1833,9.666582523745351e-05,9.666582523745351e-05,9.666582523745351e-05,9.666582523745351e-05
1834,9.622725649803345e-05,9.622725649803345e-05,9.622725649803345e-05,9.622725649803345e-05
1835,9.512974377555241e-05,9.512974377555241e-05,9.512974377555241e-05,9.512974377555241e-05
1836,9.353070345241576e-05,9.353070345241576e-05,9.353070345241576e-05,9.353070345241576e-05
1837,9.264102430149381e-05,9.264102430149381e-05,9.264102430149381e-05,9.264102430149381e-05
1838,9.16299520343143e-05,9.16299520343143e-05,9.16299520343143e-05,9.16299520343143e-05
1839,9.123479165802044e-05,9.123479165802044e-05,9.123479165802044e-05,9.123479165802044e-05
1840,9.08590414577962e-05,9.08590414577962e-05,9.08590414577962e-05,9.08590414577962e-05
1841,8.978920751750203e-05,8.978920751750203e-05,8.978920751750203e-05,8.978920751750203e-05
1842,8.926546953651788e-05,8.926546953651788e-05,8.926546953651788e-05,8.926546953651788e-05
1843,8.891357512246551e-05,8.891357512246551e-05,8.891357512246551e-05,8.891357512246551e-05
1844,8.869102124923042e-05,8.869102124923042e-05,8.869102124923042e-05,8.869102124923042e-05
1845,8.869119067510058e-05,8.869119067510058e-05,8.869119067510058e-05,8.869119067510058e-05
1846,8.869695531237605e-05,8.869695531237605e-05,8.869695531237605e-05,8.869695531237605e-05
1847,8.7782195935558e-05,8.7782195935558e-05,8.7782195935558e-05,8.7782195935558e-05
1848,8.725335439001875e-05,8.725335439001875e-05,8.725335439001875e-05,8.725335439001875e-05
1849,8.739691215201415e-05,8.739691215201415e-05,8.739691215201415e-05,8.739691215201415e-05
1850,8.676870908987309e-05,8.676870908987309e-05,8.676870908987309e-05,8.676870908987309e-05
1851,8.60362030964877e-05,8.60362030964877e-05,8.60362030964877e-05,8.60362030964877e-05
1852,8.579321001889184e-05,8.579321001889184e-05,8.579321001889184e-05,8.579321001889184e-05
1853,8.466761106059753e-05,8.466761106059753e-05,8.466761106059753e-05,8.466761106059753e-05
1854,8.409616254669215e-05,8.409616254669215e-05,8.409616254669215e-05,8.409616254669215e-05
1855,8.390932946765264e-05,8.390932946765264e-05,8.390932946765264e-05,8.390932946765264e-05
1856,8.325788699689188e-05,8.325788699689188e-05,8.325788699689188e-05,8.325788699689188e-05
1857,8.25093562265725e-05,8.25093562265725e-05,8.25093562265725e-05,8.25093562265725e-05
1858,8.221149203434055e-05,8.221149203434055e-05,8.221149203434055e-05,8.221149203434055e-05
1859,8.11449738518734e-05,8.11449738518734e-05,8.11449738518734e-05,8.11449738518734e-05
1860,8.062974874129785e-05,8.062974874129785e-05,8.062974874129785e-05,8.062974874129785e-05
1861,8.055911582362439e-05,8.055911582362439e-05,8.055911582362439e-05,8.055911582362439e-05
1862,7.957887802539127e-05,7.957887802539127e-05,7.957887802539127e-05,7.957887802539127e-05
1863,7.892283507057332e-05,7.892283507057332e-05,7.892283507057332e-05,7.892283507057332e-05
1864,7.794513762097008e-05,7.794513762097008e-05,7.794513762097008e-05,7.794513762097008e-05
1865,7.778851431794465e-05,7.778851431794465e-05,7.778851431794465e-05,7.778851431794465e-05
1866,7.779015244783036e-05,7.779015244783036e-05,7.779015244783036e-05,7.779015244783036e-05
1867,7.823887738465731e-05,7.823887738465731e-05,7.823887738465731e-05,7.823887738465731e-05
1868,7.800465079656403e-05,7.800465079656403e-05,7.800465079656403e-05,7.800465079656403e-05
1869,7.899311354516872e-05,7.899311354516872e-05,7.899311354516872e-05,7.899311354516872e-05
1870,7.913897050977019e-05,7.913897050977019e-05,7.913897050977019e-05,7.913897050977019e-05
1871,7.959539756744302e-05,7.959539756744302e-05,7.959539756744302e-05,7.959539756744302e-05
1872,7.930775401681396e-05,7.930775401681396e-05,7.930775401681396e-05,7.930775401681396e-05
1873,7.929402116652844e-05,7.929402116652844e-05,7.929402116652844e-05,7.929402116652844e-05
1874,7.953714313251632e-05,7.953714313251632e-05,7.953714313251632e-05,7.953714313251632e-05
1875,7.97578738586578e-05,7.97578738586578e-05,7.97578738586578e-05,7.97578738586578e-05
1876,7.937726539759231e-05,7.937726539759231e-05,7.937726539759231e-05,7.937726539759231e-05
1877,7.920387413053374e-05,7.920387413053374e-05,7.920387413053374e-05,7.920387413053374e-05
1878,7.91415773814411e-05,7.91415773814411e-05,7.91415773814411e-05,7.91415773814411e-05
1879,7.918417707384964e-05,7.918417707384964e-05,7.918417707384964e-05,7.918417707384964e-05
1880,7.940934405529074e-05,7.940934405529074e-05,7.940934405529074e-05,7.940934405529074e-05
1881,7.931960031523236e-05,7.931960031523236e-05,7.931960031523236e-05,7.931960031523236e-05
1882,7.858095237419807e-05,7.858095237419807e-05,7.858095237419807e-05,7.858095237419807e-05
1883,7.931203124046857e-05,7.931203124046857e-05,7.931203124046857e-05,7.931203124046857e-05
1884,7.993850262469746e-05,7.993850262469746e-05,7.993850262469746e-05,7.993850262469746e-05
1885,8.017442970802742e-05,8.017442970802742e-05,8.017442970802742e-05,8.017442970802742e-05
1886,8.017038531501644e-05,8.017038531501644e-05,8.017038531501644e-05,8.017038531501644e-05
1887,8.028080109007922e-05,8.028080109007922e-05,8.028080109007922e-05,8.028080109007922e-05
1888,7.958045690819355e-05,7.958045690819355e-05,7.958045690819355e-05,7.958045690819355e-05
1889,8.016091929416039e-05,8.016091929416039e-05,8.016091929416039e-05,8.016091929416039e-05
1890,7.848696986911818e-05,7.848696986911818e-05,7.848696986911818e-05,7.848696986911818e-05
1891,7.754156935594178e-05,7.754156935594178e-05,7.754156935594178e-05,7.754156935594178e-05
1892,7.69473283850987e-05,7.69473283850987e-05,7.69473283850987e-05,7.69473283850987e-05
1893,7.647021993761882e-05,7.647021993761882e-05,7.647021993761882e-05,7.647021993761882e-05
1894,7.572535105282441e-05,7.572535105282441e-05,7.572535105282441e-05,7.572535105282441e-05
1895,7.532523990708537e-05,7.532523990708537e-05,7.532523990708537e-05,7.532523990708537e-05
1896,7.394696876872331e-05,7.394696876872331e-05,7.394696876872331e-05,7.394696876872331e-05
1897,7.290739553614653e-05,7.290739553614653e-05,7.290739553614653e-05,7.290739553614653e-05
1898,7.201546395663172e-05,7.201546395663172e-05,7.201546395663172e-05,7.201546395663172e-05
1899,7.051995323438729e-05,7.051995323438729e-05,7.051995323438729e-05,7.051995323438729e-05
1900,6.95203842561958e-05,6.95203842561958e-05,6.95203842561958e-05,6.95203842561958e-05
1901,6.899970217740961e-05,6.899970217740961e-05,6.899970217740961e-05,6.899970217740961e-05
1902,6.880070057897163e-05,6.880070057897163e-05,6.880070057897163e-05,6.880070057897163e-05
1903,6.960318049615515e-05,6.960318049615515e-05,6.960318049615515e-05,6.960318049615515e-05
1904,7.08013103576377e-05,7.08013103576377e-05,7.08013103576377e-05,7.08013103576377e-05
1905,7.120159092924691e-05,7.120159092924691e-05,7.120159092924691e-05,7.120159092924691e-05
1906,7.182639715860464e-05,7.182639715860464e-05,7.182639715860464e-05,7.182639715860464e-05
1907,7.242821759843667e-05,7.242821759843667e-05,7.242821759843667e-05,7.242821759843667e-05
1908,7.244076134936352e-05,7.244076134936352e-05,7.244076134936352e-05,7.244076134936352e-05
1909,7.234731622572456e-05,7.234731622572456e-05,7.234731622572456e-05,7.234731622572456e-05
1910,7.135210970383403e-05,7.135210970383403e-05,7.135210970383403e-05,7.135210970383403e-05
1911,7.071990070731513e-05,7.071990070731513e-05,7.071990070731513e-05,7.071990070731513e-05
1912,7.085066421755723e-05,7.085066421755723e-05,7.085066421755723e-05,7.085066421755723e-05
1913,7.066888481079201e-05,7.066888481079201e-05,7.066888481079201e-05,7.066888481079201e-05
1914,6.999842402625031e-05,6.999842402625031e-05,6.999842402625031e-05,6.999842402625031e-05
1915,6.933153261862961e-05,6.933153261862961e-05,6.933153261862961e-05,6.933153261862961e-05
1916,6.778550440295865e-05,6.778550440295865e-05,6.778550440295865e-05,6.778550440295865e-05
1917,6.682583677632335e-05,6.682583677632335e-05,6.682583677632335e-05,6.682583677632335e-05
1918,6.597316626409468e-05,6.597316626409468e-05,6.597316626409468e-05,6.597316626409468e-05
1919,6.492200970699611e-05,6.492200970699611e-05,6.492200970699611e-05,6.492200970699611e-05
1920,6.384150505514949e-05,6.384150505514949e-05,6.384150505514949e-05,6.384150505514949e-05
1921,6.268706160231627e-05,6.268706160231627e-05,6.268706160231627e-05,6.268706160231627e-05
1922,6.150305385485158e-05,6.150305385485158e-05,6.150305385485158e-05,6.150305385485158e-05
1923,6.146848162253653e-05,6.146848162253653e-05,6.146848162253653e-05,6.146848162253653e-05
1924,6.06583063407535e-05,6.06583063407535e-05,6.06583063407535e-05,6.06583063407535e-05
1925,5.9921621349141265e-05,5.9921621349141265e-05,5.9921621349141265e-05,5.9921621349141265e-05
1926,5.831371942934181e-05,5.831371942934181e-05,5.831371942934181e-05,5.831371942934181e-05
1927,5.741802202205041e-05,5.741802202205041e-05,5.741802202205041e-05,5.741802202205041e-05
1928,5.724183574784547e-05,5.724183574784547e-05,5.724183574784547e-05,5.724183574784547e-05
1929,5.7163784471673095e-05,5.7163784471673095e-05,5.7163784471673095e-05,5.7163784471673095e-05
1930,5.622678613040729e-05,5.622678613040729e-05,5.622678613040729e-05,5.622678613040729e-05
1931,5.617483371419699e-05,5.617483371419699e-05,5.617483371419699e-05,5.617483371419699e-05
1932,5.572170214561213e-05,5.572170214561213e-05,5.572170214561213e-05,5.572170214561213e-05
1933,5.622772576836204e-05,5.622772576836204e-05,5.622772576836204e-05,5.622772576836204e-05
1934,5.626748264018845e-05,5.626748264018845e-05,5.626748264018845e-05,5.626748264018845e-05
1935,5.5898989168261846e-05,5.5898989168261846e-05,5.5898989168261846e-05,5.5898989168261846e-05
1936,5.581930028191502e-05,5.581930028191502e-05,5.581930028191502e-05,5.581930028191502e-05
1937,5.6556225899839774e-05,5.6556225899839774e-05,5.6556225899839774e-05,5.6556225899839774e-05
1938,5.657534503760482e-05,5.657534503760482e-05,5.657534503760482e-05,5.657534503760482e-05
1939,5.647108108470482e-05,5.647108108470482e-05,5.647108108470482e-05,5.647108108470482e-05
1940,5.6158003904524124e-05,5.6158003904524124e-05,5.6158003904524124e-05,5.6158003904524124e-05
1941,5.5741528610399526e-05,5.5741528610399526e-05,5.5741528610399526e-05,5.5741528610399526e-05
1942,5.480081537306043e-05,5.480081537306043e-05,5.480081537306043e-05,5.480081537306043e-05
1943,5.370256881828287e-05,5.370256881828287e-05,5.370256881828287e-05,5.370256881828287e-05
1944,5.226580677637165e-05,5.226580677637165e-05,5.226580677637165e-05,5.226580677637165e-05
1945,5.166302902840211e-05,5.166302902840211e-05,5.166302902840211e-05,5.166302902840211e-05
1946,5.1250531084536177e-05,5.1250531084536177e-05,5.1250531084536177e-05,5.1250531084536177e-05
1947,5.041530416097625e-05,5.041530416097625e-05,5.041530416097625e-05,5.041530416097625e-05
1948,5.006662156249929e-05,5.006662156249929e-05,5.006662156249929e-05,5.006662156249929e-05
1949,5.105449235998094e-05,5.105449235998094e-05,5.105449235998094e-05,5.105449235998094e-05
1950,5.1365206413070806e-05,5.1365206413070806e-05,5.1365206413070806e-05,5.1365206413070806e-05
1951,5.1769889978459105e-05,5.1769889978459105e-05,5.1769889978459105e-05,5.1769889978459105e-05
1952,5.13555584932744e-05,5.13555584932744e-05,5.13555584932744e-05,5.13555584932744e-05
1953,5.079152210133283e-05,5.079152210133283e-05,5.079152210133283e-05,5.079152210133283e-05
1954,5.104100429369802e-05,5.104100429369802e-05,5.104100429369802e-05,5.104100429369802e-05
1955,5.058475861525429e-05,5.058475861525429e-05,5.058475861525429e-05,5.058475861525429e-05
1956,4.958998553255307e-05,4.958998553255307e-05,4.958998553255307e-05,4.958998553255307e-05
1957,4.943852971856748e-05,4.943852971856748e-05,4.943852971856748e-05,4.943852971856748e-05
1958,4.891231219517067e-05,4.891231219517067e-05,4.891231219517067e-05,4.891231219517067e-05
1959,4.866382628928737e-05,4.866382628928737e-05,4.866382628928737e-05,4.866382628928737e-05
1960,4.840478712659595e-05,4.840478712659595e-05,4.840478712659595e-05,4.840478712659595e-05
1961,4.734762218764185e-05,4.734762218764185e-05,4.734762218764185e-05,4.734762218764185e-05
1962,4.698891591812883e-05,4.698891591812883e-05,4.698891591812883e-05,4.698891591812883e-05
1963,4.661873182547944e-05,4.661873182547944e-05,4.661873182547944e-05,4.661873182547944e-05
1964,4.5928301135843087e-05,4.5928301135843087e-05,4.5928301135843087e-05,4.5928301135843087e-05
1965,4.5409317993159804e-05,4.5409317993159804e-05,4.5409317993159804e-05,4.5409317993159804e-05
1966,4.505117716949566e-05,4.505117716949566e-05,4.505117716949566e-05,4.505117716949566e-05
1967,4.469590671111031e-05,4.469590671111031e-05,4.469590671111031e-05,4.469590671111031e-05
1968,4.441018245415762e-05,4.441018245415762e-05,4.441018245415762e-05,4.441018245415762e-05
1969,4.422420430013777e-05,4.422420430013777e-05,4.422420430013777e-05,4.422420430013777e-05
1970,4.318879343502756e-05,4.318879343502756e-05,4.318879343502756e-05,4.318879343502756e-05
1971,4.2407156018141124e-05,4.2407156018141124e-05,4.2407156018141124e-05,4.2407156018141124e-05
1972,4.168064593354107e-05,4.168064593354107e-05,4.168064593354107e-05,4.168064593354107e-05
1973,4.099440099837791e-05,4.099440099837791e-05,4.099440099837791e-05,4.099440099837791e-05
1974,4.035107745689207e-05,4.035107745689207e-05,4.035107745689207e-05,4.035107745689207e-05
1975,3.989761171396822e-05,3.989761171396822e-05,3.989761171396822e-05,3.989761171396822e-05
1976,3.943888597340057e-05,3.943888597340057e-05,3.943888597340057e-05,3.943888597340057e-05
1977,3.9466988839974094e-05,3.9466988839974094e-05,3.9466988839974094e-05,3.9466988839974094e-05
1978,3.9393779193882695e-05,3.9393779193882695e-05,3.9393779193882695e-05,3.9393779193882695e-05
1979,3.9645826161306885e-05,3.9645826161306885e-05,3.9645826161306885e-05,3.9645826161306885e-05
1980,3.9519861145111334e-05,3.9519861145111334e-05,3.9519861145111334e-05,3.9519861145111334e-05
1981,3.933929214586637e-05,3.933929214586637e-05,3.933929214586637e-05,3.933929214586637e-05
1982,3.922274897506993e-05,3.922274897506993e-05,3.922274897506993e-05,3.922274897506993e-05
1983,3.8995506266863753e-05,3.8995506266863753e-05,3.8995506266863753e-05,3.8995506266863753e-05
1984,3.908150704644088e-05,3.908150704644088e-05,3.908150704644088e-05,3.908150704644088e-05
1985,3.890149257910837e-05,3.890149257910837e-05,3.890149257910837e-05,3.890149257910837e-05
1986,3.827694152797838e-05,3.827694152797838e-05,3.827694152797838e-05,3.827694152797838e-05
1987,3.8239804520604336e-05,3.8239804520604336e-05,3.8239804520604336e-05,3.8239804520604336e-05
1988,3.830851398691136e-05,3.830851398691136e-05,3.830851398691136e-05,3.830851398691136e-05
1989,3.826536184143541e-05,3.826536184143541e-05,3.826536184143541e-05,3.826536184143541e-05
1990,3.8095055060693994e-05,3.8095055060693994e-05,3.8095055060693994e-05,3.8095055060693994e-05
1991,3.769959948840551e-05,3.769959948840551e-05,3.769959948840551e-05,3.769959948840551e-05
1992,3.7630515310281354e-05,3.7630515310281354e-05,3.7630515310281354e-05,3.7630515310281354e-05
1993,3.7768960152919006e-05,3.7768960152919006e-05,3.7768960152919006e-05,3.7768960152919006e-05
1994,3.77388065057208e-05,3.77388065057208e-05,3.77388065057208e-05,3.77388065057208e-05
1995,3.7958409458432083e-05,3.7958409458432083e-05,3.7958409458432083e-05,3.7958409458432083e-05
1996,3.8220002482246074e-05,3.8220002482246074e-05,3.8220002482246074e-05,3.8220002482246074e-05
1997,3.850451633167852e-05,3.850451633167852e-05,3.850451633167852e-05,3.850451633167852e-05
1998,3.870530885511211e-05,3.870530885511211e-05,3.870530885511211e-05,3.870530885511211e-05
1999,3.883420088511359e-05,3.883420088511359e-05,3.883420088511359e-05,3.883420088511359e-05
2000,3.918564211094885e-05,3.918564211094885e-05,3.918564211094885e-05,3.918564211094885e-05
2001,3.910339312694434e-05,3.910339312694434e-05,3.910339312694434e-05,3.910339312694434e-05
2002,3.865890539600514e-05,3.865890539600514e-05,3.865890539600514e-05,3.865890539600514e-05
2003,3.852944999899981e-05,3.852944999899981e-05,3.852944999899981e-05,3.852944999899981e-05
2004,3.8221907743718475e-05,3.8221907743718475e-05,3.8221907743718475e-05,3.8221907743718475e-05
2005,3.803884516985688e-05,3.803884516985688e-05,3.803884516985688e-05,3.803884516985688e-05
2006,3.761138837684744e-05,3.761138837684744e-05,3.761138837684744e-05,3.761138837684744e-05
2007,3.666031209702071e-05,3.666031209702071e-05,3.666031209702071e-05,3.666031209702071e-05
2008,3.5844044240158314e-05,3.5844044240158314e-05,3.5844044240158314e-05,3.5844044240158314e-05
2009,3.5304157790960744e-05,3.5304157790960744e-05,3.5304157790960744e-05,3.5304157790960744e-05
2010,3.4302666920536596e-05,3.4302666920536596e-05,3.4302666920536596e-05,3.4302666920536596e-05
2011,3.337520995825928e-05,3.337520995825928e-05,3.337520995825928e-05,3.337520995825928e-05
2012,3.2227421927798006e-05,3.2227421927798006e-05,3.2227421927798006e-05,3.2227421927798006e-05
2013,3.13494929287117e-05,3.13494929287117e-05,3.13494929287117e-05,3.13494929287117e-05
2014,3.086320274243397e-05,3.086320274243397e-05,3.086320274243397e-05,3.086320274243397e-05
2015,3.096871867975486e-05,3.096871867975486e-05,3.096871867975486e-05,3.096871867975486e-05
2016,3.080511409539862e-05,3.080511409539862e-05,3.080511409539862e-05,3.080511409539862e-05
2017,3.060494418605231e-05,3.060494418605231e-05,3.060494418605231e-05,3.060494418605231e-05
2018,3.061602474190295e-05,3.061602474190295e-05,3.061602474190295e-05,3.061602474190295e-05
2019,3.095884767390089e-05,3.095884767390089e-05,3.095884767390089e-05,3.095884767390089e-05
