ngram,proof,proof,proof,proof
1540,4.489758144440462e-05,4.489758144440462e-05,4.489758144440462e-05,4.489758144440462e-05
1541,3.787522785257481e-05,3.787522785257481e-05,3.787522785257481e-05,3.787522785257481e-05
1542,4.426753912412096e-05,4.426753912412096e-05,4.426753912412096e-05,4.426753912412096e-05
1543,3.1296872423679035e-05,3.1296872423679035e-05,3.1296872423679035e-05,3.1296872423679035e-05
1544,3.658285978807336e-05,3.658285978807336e-05,3.658285978807336e-05,3.658285978807336e-05
1545,3.340642121786784e-05,3.340642121786784e-05,3.340642121786784e-05,3.340642121786784e-05
1546,1.431386564425858e-05,1.431386564425858e-05,1.431386564425858e-05,1.431386564425858e-05
1547,1.431386564425858e-05,1.431386564425858e-05,1.431386564425858e-05,1.431386564425858e-05
1548,1.5205591418115156e-05,1.5205591418115156e-05,1.5205591418115156e-05,1.5205591418115156e-05
1549,6.1777131382509e-06,6.1777131382509e-06,6.1777131382509e-06,6.1777131382509e-06
1550,8.87944172843293e-06,8.87944172843293e-06,8.87944172843293e-06,8.87944172843293e-06
1551,5.9546515071165885e-06,5.9546515071165885e-06,5.9546515071165885e-06,5.9546515071165885e-06
1552,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05
1553,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05
1554,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05,1.028131737257354e-05
1555,1.059156160668603e-05,1.059156160668603e-05,1.059156160668603e-05,1.059156160668603e-05
1556,1.683681953831443e-05,1.683681953831443e-05,1.683681953831443e-05,1.683681953831443e-05
1557,1.4135090948132398e-05,1.4135090948132398e-05,1.4135090948132398e-05,1.4135090948132398e-05
1558,1.2455942461591413e-05,1.2455942461591413e-05,1.2455942461591413e-05,1.2455942461591413e-05
1559,2.0163839378385872e-05,2.0163839378385872e-05,2.0163839378385872e-05,2.0163839378385872e-05
1560,2.6445503083648093e-05,2.6445503083648093e-05,2.6445503083648093e-05,2.6445503083648093e-05
1561,2.6445503083648093e-05,2.6445503083648093e-05,2.6445503083648093e-05,2.6445503083648093e-05
1562,2.702124766074121e-05,2.702124766074121e-05,2.702124766074121e-05,2.702124766074121e-05
1563,2.1685233150492422e-05,2.1685233150492422e-05,2.1685233150492422e-05,2.1685233150492422e-05
1564,2.1685233150492422e-05,2.1685233150492422e-05,2.1685233150492422e-05,2.1685233150492422e-05
1565,2.3026785778971055e-05,2.3026785778971055e-05,2.3026785778971055e-05,2.3026785778971055e-05
1566,1.0992222996719647e-05,1.0992222996719647e-05,1.0992222996719647e-05,1.0992222996719647e-05
1567,8.804943328349119e-06,8.804943328349119e-06,8.804943328349119e-06,8.804943328349119e-06
1568,8.804943328349119e-06,8.804943328349119e-06,8.804943328349119e-06,8.804943328349119e-06
1569,9.25534472376707e-06,9.25534472376707e-06,9.25534472376707e-06,9.25534472376707e-06
1570,8.34610130238746e-06,8.34610130238746e-06,8.34610130238746e-06,8.34610130238746e-06
1571,8.34610130238746e-06,8.34610130238746e-06,8.34610130238746e-06,8.34610130238746e-06
1572,9.962225574002201e-06,9.962225574002201e-06,9.962225574002201e-06,9.962225574002201e-06
1573,9.962225574002201e-06,9.962225574002201e-06,9.962225574002201e-06,9.962225574002201e-06
1574,8.591399299413232e-06,8.591399299413232e-06,8.591399299413232e-06,8.591399299413232e-06
1575,8.591399299413232e-06,8.591399299413232e-06,8.591399299413232e-06,8.591399299413232e-06
1576,1.041940725242187e-05,1.041940725242187e-05,1.041940725242187e-05,1.041940725242187e-05
1577,1.041940725242187e-05,1.041940725242187e-05,1.041940725242187e-05,1.041940725242187e-05
1578,1.5237669556102316e-05,1.5237669556102316e-05,1.5237669556102316e-05,1.5237669556102316e-05
1579,1.677198244059192e-05,1.677198244059192e-05,1.677198244059192e-05,1.677198244059192e-05
1580,1.7762443284092505e-05,1.7762443284092505e-05,1.7762443284092505e-05,1.7762443284092505e-05
1581,1.503888552178978e-05,1.503888552178978e-05,1.503888552178978e-05,1.503888552178978e-05
1582,1.7552773832513985e-05,1.7552773832513985e-05,1.7552773832513985e-05,1.7552773832513985e-05
1583,1.758194210716673e-05,1.758194210716673e-05,1.758194210716673e-05,1.758194210716673e-05
1584,1.9380165278042633e-05,1.9380165278042633e-05,1.9380165278042633e-05,1.9380165278042633e-05
1585,1.7581392382583416e-05,1.7581392382583416e-05,1.7581392382583416e-05,1.7581392382583416e-05
1586,1.384514163354262e-05,1.384514163354262e-05,1.384514163354262e-05,1.384514163354262e-05
1587,1.3546839909395203e-05,1.3546839909395203e-05,1.3546839909395203e-05,1.3546839909395203e-05
1588,1.3546839909395203e-05,1.3546839909395203e-05,1.3546839909395203e-05,1.3546839909395203e-05
1589,1.5701113495327134e-05,1.5701113495327134e-05,1.5701113495327134e-05,1.5701113495327134e-05
1590,1.4735528956017724e-05,1.4735528956017724e-05,1.4735528956017724e-05,1.4735528956017724e-05
1591,1.4803040098091255e-05,1.4803040098091255e-05,1.4803040098091255e-05,1.4803040098091255e-05
1592,1.5365381451764343e-05,1.5365381451764343e-05,1.5365381451764343e-05,1.5365381451764343e-05
1593,1.5713807572735406e-05,1.5713807572735406e-05,1.5713807572735406e-05,1.5713807572735406e-05
1594,2.0218227291479707e-05,2.0218227291479707e-05,2.0218227291479707e-05,2.0218227291479707e-05
1595,2.382460401609673e-05,2.382460401609673e-05,2.382460401609673e-05,2.382460401609673e-05
1596,1.999811502173543e-05,1.999811502173543e-05,1.999811502173543e-05,1.999811502173543e-05
1597,1.8089028214620028e-05,1.8089028214620028e-05,1.8089028214620028e-05,1.8089028214620028e-05
1598,2.8653024336173466e-05,2.8653024336173466e-05,2.8653024336173466e-05,2.8653024336173466e-05
1599,2.896226136986765e-05,2.896226136986765e-05,2.896226136986765e-05,2.896226136986765e-05
1600,3.228833962306713e-05,3.228833962306713e-05,3.228833962306713e-05,3.228833962306713e-05
1601,2.9826294849044643e-05,2.9826294849044643e-05,2.9826294849044643e-05,2.9826294849044643e-05
1602,2.8307932422779102e-05,2.8307932422779102e-05,2.8307932422779102e-05,2.8307932422779102e-05
1603,2.7878369629823802e-05,2.7878369629823802e-05,2.7878369629823802e-05,2.7878369629823802e-05
1604,3.7224508430101976e-05,3.7224508430101976e-05,3.7224508430101976e-05,3.7224508430101976e-05
1605,2.6031583859418917e-05,2.6031583859418917e-05,2.6031583859418917e-05,2.6031583859418917e-05
1606,2.7666043544221403e-05,2.7666043544221403e-05,2.7666043544221403e-05,2.7666043544221403e-05
1607,2.2553751477971673e-05,2.2553751477971673e-05,2.2553751477971673e-05,2.2553751477971673e-05
1608,1.9819217413896695e-05,1.9819217413896695e-05,1.9819217413896695e-05,1.9819217413896695e-05
1609,1.8863247013151912e-05,1.8863247013151912e-05,1.8863247013151912e-05,1.8863247013151912e-05
1610,2.036286085577948e-05,2.036286085577948e-05,2.036286085577948e-05,2.036286085577948e-05
1611,1.123987307697202e-05,1.123987307697202e-05,1.123987307697202e-05,1.123987307697202e-05
1612,1.0003067213152203e-05,1.0003067213152203e-05,1.0003067213152203e-05,1.0003067213152203e-05
1613,7.034507429385225e-06,7.034507429385225e-06,7.034507429385225e-06,7.034507429385225e-06
1614,7.693726924376928e-06,7.693726924376928e-06,7.693726924376928e-06,7.693726924376928e-06
1615,1.0741272944869706e-05,1.0741272944869706e-05,1.0741272944869706e-05,1.0741272944869706e-05
1616,1.1771776176569152e-05,1.1771776176569152e-05,1.1771776176569152e-05,1.1771776176569152e-05
1617,1.0107134893847355e-05,1.0107134893847355e-05,1.0107134893847355e-05,1.0107134893847355e-05
1618,1.221854009665029e-05,1.221854009665029e-05,1.221854009665029e-05,1.221854009665029e-05
1619,1.5144437043090875e-05,1.5144437043090875e-05,1.5144437043090875e-05,1.5144437043090875e-05
1620,1.3997814205270385e-05,1.3997814205270385e-05,1.3997814205270385e-05,1.3997814205270385e-05
1621,1.3517012705831024e-05,1.3517012705831024e-05,1.3517012705831024e-05,1.3517012705831024e-05
1622,1.623803609618335e-05,1.623803609618335e-05,1.623803609618335e-05,1.623803609618335e-05
1623,1.7039044970650658e-05,1.7039044970650658e-05,1.7039044970650658e-05,1.7039044970650658e-05
1624,2.0375934793394534e-05,2.0375934793394534e-05,2.0375934793394534e-05,2.0375934793394534e-05
1625,1.724608115897094e-05,1.724608115897094e-05,1.724608115897094e-05,1.724608115897094e-05
1626,1.6386780560294157e-05,1.6386780560294157e-05,1.6386780560294157e-05,1.6386780560294157e-05
1627,1.5136207041775509e-05,1.5136207041775509e-05,1.5136207041775509e-05,1.5136207041775509e-05
1628,1.7578254024946155e-05,1.7578254024946155e-05,1.7578254024946155e-05,1.7578254024946155e-05
1629,1.329521285242663e-05,1.329521285242663e-05,1.329521285242663e-05,1.329521285242663e-05
1630,1.5247849903841728e-05,1.5247849903841728e-05,1.5247849903841728e-05,1.5247849903841728e-05
1631,1.2627437156100183e-05,1.2627437156100183e-05,1.2627437156100183e-05,1.2627437156100183e-05
1632,1.5327402268537427e-05,1.5327402268537427e-05,1.5327402268537427e-05,1.5327402268537427e-05
1633,1.367208429720839e-05,1.367208429720839e-05,1.367208429720839e-05,1.367208429720839e-05
1634,1.622751246291695e-05,1.622751246291695e-05,1.622751246291695e-05,1.622751246291695e-05
1635,1.747607406546844e-05,1.747607406546844e-05,1.747607406546844e-05,1.747607406546844e-05
1636,1.8161656108921826e-05,1.8161656108921826e-05,1.8161656108921826e-05,1.8161656108921826e-05
1637,1.5440266841843758e-05,1.5440266841843758e-05,1.5440266841843758e-05,1.5440266841843758e-05
1638,1.6092747955553932e-05,1.6092747955553932e-05,1.6092747955553932e-05,1.6092747955553932e-05
1639,1.507995557403774e-05,1.507995557403774e-05,1.507995557403774e-05,1.507995557403774e-05
1640,1.569675773030862e-05,1.569675773030862e-05,1.569675773030862e-05,1.569675773030862e-05
1641,1.4594054521564561e-05,1.4594054521564561e-05,1.4594054521564561e-05,1.4594054521564561e-05
1642,1.471917188869806e-05,1.471917188869806e-05,1.471917188869806e-05,1.471917188869806e-05
1643,1.4806122830382914e-05,1.4806122830382914e-05,1.4806122830382914e-05,1.4806122830382914e-05
1644,1.6461100715657396e-05,1.6461100715657396e-05,1.6461100715657396e-05,1.6461100715657396e-05
1645,1.8725289594710504e-05,1.8725289594710504e-05,1.8725289594710504e-05,1.8725289594710504e-05
1646,2.024937625070119e-05,2.024937625070119e-05,2.024937625070119e-05,2.024937625070119e-05
1647,2.286289015631025e-05,2.286289015631025e-05,2.286289015631025e-05,2.286289015631025e-05
1648,2.5147578916013507e-05,2.5147578916013507e-05,2.5147578916013507e-05,2.5147578916013507e-05
1649,2.4830140318954363e-05,2.4830140318954363e-05,2.4830140318954363e-05,2.4830140318954363e-05
1650,2.6524891446959892e-05,2.6524891446959892e-05,2.6524891446959892e-05,2.6524891446959892e-05
1651,2.908212211748053e-05,2.908212211748053e-05,2.908212211748053e-05,2.908212211748053e-05
1652,3.177111700227085e-05,3.177111700227085e-05,3.177111700227085e-05,3.177111700227085e-05
1653,3.7038875754140986e-05,3.7038875754140986e-05,3.7038875754140986e-05,3.7038875754140986e-05
1654,4.2191716732174556e-05,4.2191716732174556e-05,4.2191716732174556e-05,4.2191716732174556e-05
1655,4.346570286933067e-05,4.346570286933067e-05,4.346570286933067e-05,4.346570286933067e-05
1656,4.55883359141548e-05,4.55883359141548e-05,4.55883359141548e-05,4.55883359141548e-05
1657,4.494425099567577e-05,4.494425099567577e-05,4.494425099567577e-05,4.494425099567577e-05
1658,4.448857388134846e-05,4.448857388134846e-05,4.448857388134846e-05,4.448857388134846e-05
1659,4.432061931376146e-05,4.432061931376146e-05,4.432061931376146e-05,4.432061931376146e-05
1660,4.416533062924698e-05,4.416533062924698e-05,4.416533062924698e-05,4.416533062924698e-05
1661,4.0611356910501074e-05,4.0611356910501074e-05,4.0611356910501074e-05,4.0611356910501074e-05
1662,4.096176650948889e-05,4.096176650948889e-05,4.096176650948889e-05,4.096176650948889e-05
1663,3.8053007041786e-05,3.8053007041786e-05,3.8053007041786e-05,3.8053007041786e-05
1664,4.4019783672410995e-05,4.4019783672410995e-05,4.4019783672410995e-05,4.4019783672410995e-05
1665,4.7724512114655226e-05,4.7724512114655226e-05,4.7724512114655226e-05,4.7724512114655226e-05
1666,4.5198236745948505e-05,4.5198236745948505e-05,4.5198236745948505e-05,4.5198236745948505e-05
1667,4.3403979361755773e-05,4.3403979361755773e-05,4.3403979361755773e-05,4.3403979361755773e-05
1668,4.2713852183494184e-05,4.2713852183494184e-05,4.2713852183494184e-05,4.2713852183494184e-05
1669,4.4231482856308245e-05,4.4231482856308245e-05,4.4231482856308245e-05,4.4231482856308245e-05
1670,4.744747275253758e-05,4.744747275253758e-05,4.744747275253758e-05,4.744747275253758e-05
1671,4.564201559073159e-05,4.564201559073159e-05,4.564201559073159e-05,4.564201559073159e-05
1672,4.666261312585058e-05,4.666261312585058e-05,4.666261312585058e-05,4.666261312585058e-05
1673,4.9888822104549035e-05,4.9888822104549035e-05,4.9888822104549035e-05,4.9888822104549035e-05
1674,5.123931051847259e-05,5.123931051847259e-05,5.123931051847259e-05,5.123931051847259e-05
1675,5.5131326787107226e-05,5.5131326787107226e-05,5.5131326787107226e-05,5.5131326787107226e-05
1676,5.44911454198882e-05,5.44911454198882e-05,5.44911454198882e-05,5.44911454198882e-05
1677,5.835967749590054e-05,5.835967749590054e-05,5.835967749590054e-05,5.835967749590054e-05
1678,5.9833069306997846e-05,5.9833069306997846e-05,5.9833069306997846e-05,5.9833069306997846e-05
1679,5.7254599336634525e-05,5.7254599336634525e-05,5.7254599336634525e-05,5.7254599336634525e-05
1680,5.7593288407328404e-05,5.7593288407328404e-05,5.7593288407328404e-05,5.7593288407328404e-05
1681,5.580937587572927e-05,5.580937587572927e-05,5.580937587572927e-05,5.580937587572927e-05
1682,5.275002071617304e-05,5.275002071617304e-05,5.275002071617304e-05,5.275002071617304e-05
1683,5.8620369340392896e-05,5.8620369340392896e-05,5.8620369340392896e-05,5.8620369340392896e-05
1684,5.595066353894903e-05,5.595066353894903e-05,5.595066353894903e-05,5.595066353894903e-05
1685,5.2725475273161593e-05,5.2725475273161593e-05,5.2725475273161593e-05,5.2725475273161593e-05
1686,5.167273151788062e-05,5.167273151788062e-05,5.167273151788062e-05,5.167273151788062e-05
1687,5.5480463093512557e-05,5.5480463093512557e-05,5.5480463093512557e-05,5.5480463093512557e-05
1688,5.525895487932887e-05,5.525895487932887e-05,5.525895487932887e-05,5.525895487932887e-05
1689,5.5022060093636226e-05,5.5022060093636226e-05,5.5022060093636226e-05,5.5022060093636226e-05
1690,4.6782117871251625e-05,4.6782117871251625e-05,4.6782117871251625e-05,4.6782117871251625e-05
1691,4.598469266576493e-05,4.598469266576493e-05,4.598469266576493e-05,4.598469266576493e-05
1692,4.571009230858181e-05,4.571009230858181e-05,4.571009230858181e-05,4.571009230858181e-05
1693,4.3304621742988403e-05,4.3304621742988403e-05,4.3304621742988403e-05,4.3304621742988403e-05
1694,3.851916829132408e-05,3.851916829132408e-05,3.851916829132408e-05,3.851916829132408e-05
1695,3.728452299713224e-05,3.728452299713224e-05,3.728452299713224e-05,3.728452299713224e-05
1696,3.6862205628754706e-05,3.6862205628754706e-05,3.6862205628754706e-05,3.6862205628754706e-05
1697,3.757897970250009e-05,3.757897970250009e-05,3.757897970250009e-05,3.757897970250009e-05
1698,3.866277984343469e-05,3.866277984343469e-05,3.866277984343469e-05,3.866277984343469e-05
1699,3.652572351191858e-05,3.652572351191858e-05,3.652572351191858e-05,3.652572351191858e-05
1700,3.647398885472545e-05,3.647398885472545e-05,3.647398885472545e-05,3.647398885472545e-05
1701,3.400418946902002e-05,3.400418946902002e-05,3.400418946902002e-05,3.400418946902002e-05
1702,3.26284155432534e-05,3.26284155432534e-05,3.26284155432534e-05,3.26284155432534e-05
1703,3.15371900277179e-05,3.15371900277179e-05,3.15371900277179e-05,3.15371900277179e-05
1704,3.0264347775040994e-05,3.0264347775040994e-05,3.0264347775040994e-05,3.0264347775040994e-05
1705,2.8597677425880518e-05,2.8597677425880518e-05,2.8597677425880518e-05,2.8597677425880518e-05
1706,2.9167467801016755e-05,2.9167467801016755e-05,2.9167467801016755e-05,2.9167467801016755e-05
1707,2.7775320631917566e-05,2.7775320631917566e-05,2.7775320631917566e-05,2.7775320631917566e-05
1708,2.6425916855389785e-05,2.6425916855389785e-05,2.6425916855389785e-05,2.6425916855389785e-05
1709,2.488692579000989e-05,2.488692579000989e-05,2.488692579000989e-05,2.488692579000989e-05
1710,2.586799382697791e-05,2.586799382697791e-05,2.586799382697791e-05,2.586799382697791e-05
1711,2.5660940342017318e-05,2.5660940342017318e-05,2.5660940342017318e-05,2.5660940342017318e-05
1712,2.1213265816706034e-05,2.1213265816706034e-05,2.1213265816706034e-05,2.1213265816706034e-05
1713,1.941394059810721e-05,1.941394059810721e-05,1.941394059810721e-05,1.941394059810721e-05
1714,1.878303711626878e-05,1.878303711626878e-05,1.878303711626878e-05,1.878303711626878e-05
1715,1.9774544853135012e-05,1.9774544853135012e-05,1.9774544853135012e-05,1.9774544853135012e-05
1716,2.0733327411497677e-05,2.0733327411497677e-05,2.0733327411497677e-05,2.0733327411497677e-05
1717,1.9825783186076607e-05,1.9825783186076607e-05,1.9825783186076607e-05,1.9825783186076607e-05
1718,2.0198093937194373e-05,2.0198093937194373e-05,2.0198093937194373e-05,2.0198093937194373e-05
1719,2.1255844200952977e-05,2.1255844200952977e-05,2.1255844200952977e-05,2.1255844200952977e-05
1720,2.253140285444845e-05,2.253140285444845e-05,2.253140285444845e-05,2.253140285444845e-05
1721,2.4749202826309818e-05,2.4749202826309818e-05,2.4749202826309818e-05,2.4749202826309818e-05
1722,2.538808283653842e-05,2.538808283653842e-05,2.538808283653842e-05,2.538808283653842e-05
1723,2.6821426477649118e-05,2.6821426477649118e-05,2.6821426477649118e-05,2.6821426477649118e-05
1724,2.6643767601594197e-05,2.6643767601594197e-05,2.6643767601594197e-05,2.6643767601594197e-05
1725,3.110074352922051e-05,3.110074352922051e-05,3.110074352922051e-05,3.110074352922051e-05
1726,3.285157929764994e-05,3.285157929764994e-05,3.285157929764994e-05,3.285157929764994e-05
1727,3.406305300554128e-05,3.406305300554128e-05,3.406305300554128e-05,3.406305300554128e-05
1728,3.4748809931833034e-05,3.4748809931833034e-05,3.4748809931833034e-05,3.4748809931833034e-05
1729,3.5815171161500204e-05,3.5815171161500204e-05,3.5815171161500204e-05,3.5815171161500204e-05
1730,3.507961446302943e-05,3.507961446302943e-05,3.507961446302943e-05,3.507961446302943e-05
1731,3.547346594651961e-05,3.547346594651961e-05,3.547346594651961e-05,3.547346594651961e-05
1732,3.008154661594225e-05,3.008154661594225e-05,3.008154661594225e-05,3.008154661594225e-05
1733,3.053023023572418e-05,3.053023023572418e-05,3.053023023572418e-05,3.053023023572418e-05
1734,3.177308696779489e-05,3.177308696779489e-05,3.177308696779489e-05,3.177308696779489e-05
1735,3.004222162417136e-05,3.004222162417136e-05,3.004222162417136e-05,3.004222162417136e-05
1736,2.809809718330923e-05,2.809809718330923e-05,2.809809718330923e-05,2.809809718330923e-05
1737,2.747810218092387e-05,2.747810218092387e-05,2.747810218092387e-05,2.747810218092387e-05
1738,2.9492481189663522e-05,2.9492481189663522e-05,2.9492481189663522e-05,2.9492481189663522e-05
1739,2.9793551220791414e-05,2.9793551220791414e-05,2.9793551220791414e-05,2.9793551220791414e-05
1740,2.8547928325549166e-05,2.8547928325549166e-05,2.8547928325549166e-05,2.8547928325549166e-05
1741,2.9234876949755873e-05,2.9234876949755873e-05,2.9234876949755873e-05,2.9234876949755873e-05
1742,3.0260890655751738e-05,3.0260890655751738e-05,3.0260890655751738e-05,3.0260890655751738e-05
1743,3.216256508104769e-05,3.216256508104769e-05,3.216256508104769e-05,3.216256508104769e-05
1744,3.3788866598375277e-05,3.3788866598375277e-05,3.3788866598375277e-05,3.3788866598375277e-05
1745,3.431526706013496e-05,3.431526706013496e-05,3.431526706013496e-05,3.431526706013496e-05
1746,3.7139726243497406e-05,3.7139726243497406e-05,3.7139726243497406e-05,3.7139726243497406e-05
1747,3.966894707575973e-05,3.966894707575973e-05,3.966894707575973e-05,3.966894707575973e-05
1748,3.884939256490075e-05,3.884939256490075e-05,3.884939256490075e-05,3.884939256490075e-05
1749,4.216260276734829e-05,4.216260276734829e-05,4.216260276734829e-05,4.216260276734829e-05
1750,4.4508496752574244e-05,4.4508496752574244e-05,4.4508496752574244e-05,4.4508496752574244e-05
1751,5.026624941300335e-05,5.026624941300335e-05,5.026624941300335e-05,5.026624941300335e-05
1752,5.371341155426178e-05,5.371341155426178e-05,5.371341155426178e-05,5.371341155426178e-05
1753,5.793284643524592e-05,5.793284643524592e-05,5.793284643524592e-05,5.793284643524592e-05
1754,6.0814067442801646e-05,6.0814067442801646e-05,6.0814067442801646e-05,6.0814067442801646e-05
1755,6.507355283247307e-05,6.507355283247307e-05,6.507355283247307e-05,6.507355283247307e-05
1756,6.623338309249707e-05,6.623338309249707e-05,6.623338309249707e-05,6.623338309249707e-05
1757,6.806664584603692e-05,6.806664584603692e-05,6.806664584603692e-05,6.806664584603692e-05
1758,6.631245923927054e-05,6.631245923927054e-05,6.631245923927054e-05,6.631245923927054e-05
1759,6.589935323323257e-05,6.589935323323257e-05,6.589935323323257e-05,6.589935323323257e-05
1760,6.708699843979307e-05,6.708699843979307e-05,6.708699843979307e-05,6.708699843979307e-05
1761,7.144081921848868e-05,7.144081921848868e-05,7.144081921848868e-05,7.144081921848868e-05
1762,7.244656132700454e-05,7.244656132700454e-05,7.244656132700454e-05,7.244656132700454e-05
1763,7.666777985702668e-05,7.666777985702668e-05,7.666777985702668e-05,7.666777985702668e-05
1764,8.083439544342192e-05,8.083439544342192e-05,8.083439544342192e-05,8.083439544342192e-05
1765,8.407061146239616e-05,8.407061146239616e-05,8.407061146239616e-05,8.407061146239616e-05
1766,8.617448994690286e-05,8.617448994690286e-05,8.617448994690286e-05,8.617448994690286e-05
1767,8.581813433141048e-05,8.581813433141048e-05,8.581813433141048e-05,8.581813433141048e-05
1768,8.433703104466466e-05,8.433703104466466e-05,8.433703104466466e-05,8.433703104466466e-05
1769,8.557945381783481e-05,8.557945381783481e-05,8.557945381783481e-05,8.557945381783481e-05
1770,8.440254376702277e-05,8.440254376702277e-05,8.440254376702277e-05,8.440254376702277e-05
1771,8.291442126002429e-05,8.291442126002429e-05,8.291442126002429e-05,8.291442126002429e-05
1772,8.397527355035501e-05,8.397527355035501e-05,8.397527355035501e-05,8.397527355035501e-05
1773,8.402669170339192e-05,8.402669170339192e-05,8.402669170339192e-05,8.402669170339192e-05
1774,8.5913112603261e-05,8.5913112603261e-05,8.5913112603261e-05,8.5913112603261e-05
1775,8.74750704887057e-05,8.74750704887057e-05,8.74750704887057e-05,8.74750704887057e-05
1776,8.73604097120863e-05,8.73604097120863e-05,8.73604097120863e-05,8.73604097120863e-05
1777,8.813743936895792e-05,8.813743936895792e-05,8.813743936895792e-05,8.813743936895792e-05
1778,8.794144066216956e-05,8.794144066216956e-05,8.794144066216956e-05,8.794144066216956e-05
1779,8.749988981955019e-05,8.749988981955019e-05,8.749988981955019e-05,8.749988981955019e-05
1780,8.953357506210782e-05,8.953357506210782e-05,8.953357506210782e-05,8.953357506210782e-05
1781,8.79841297449145e-05,8.79841297449145e-05,8.79841297449145e-05,8.79841297449145e-05
1782,8.839725134229022e-05,8.839725134229022e-05,8.839725134229022e-05,8.839725134229022e-05
1783,9.115198710268097e-05,9.115198710268097e-05,9.115198710268097e-05,9.115198710268097e-05
1784,9.290584940962228e-05,9.290584940962228e-05,9.290584940962228e-05,9.290584940962228e-05
1785,9.536763848570575e-05,9.536763848570575e-05,9.536763848570575e-05,9.536763848570575e-05
1786,9.318211440196527e-05,9.318211440196527e-05,9.318211440196527e-05,9.318211440196527e-05
1787,9.370494184882514e-05,9.370494184882514e-05,9.370494184882514e-05,9.370494184882514e-05
