ngram,sense,senese,snse,senes
1893,0.0001291196427441069,1.9098871868937296e-09,9.092637991742996e-10,3.972110970299322e-08
1894,0.0001274717609963513,1.9982542783157443e-09,8.760106211853319e-10,3.7728383465004556e-08
1895,0.00012642939379605065,2.077107474114064e-09,7.600122832661173e-10,3.6489035285366556e-08
1896,0.00012472005931028564,2.399784260198601e-09,7.464313453045942e-10,3.5254859095549107e-08
1897,0.0001235582395955654,2.4369377706255436e-09,7.887237450456195e-10,3.290556449542237e-08
1898,0.0001221845263249374,3.939302828381841e-09,8.306088832605545e-10,3.177855591372593e-08
1899,0.00012160777779562133,4.349949583077566e-09,6.690501327558504e-10,3.133790065541169e-08
1900,0.0001207442588305899,4.546142644874201e-09,6.80235994516514e-10,3.149757077380855e-08
1901,0.00011978959082625806,4.869056023450367e-09,5.990954161332646e-10,3.13119777725238e-08
1902,0.00011853471473191998,5.210875532655836e-09,5.581596216965221e-10,3.106166041837761e-08
1903,0.00011701537420906658,5.276445621696776e-09,6.309727819596236e-10,2.951196950310272e-08
1904,0.00011625937206969996,5.572220653147854e-09,6.332114435966421e-10,2.92328870951256e-08
1905,0.00011506004687232365,4.117580625668487e-09,6.108809965813375e-10,2.8435837557643547e-08
1906,0.0001139297996165364,2.621341334472861e-09,6.392120483716163e-10,2.713578872715061e-08
1907,0.00011343495030554809,2.782431523280187e-09,6.738697377883796e-10,2.421475946740819e-08
1908,0.0001122655053872482,3.1808938657665718e-09,7.048064037158091e-10,2.396208945551085e-08
1909,0.00011162101353485403,2.89859043116942e-09,7.840870651167262e-10,2.344019657739084e-08
1910,0.00011017283291688987,2.814746007701834e-09,8.928952894520543e-10,2.329838087535206e-08
1911,0.00010886544727587275,4.662374914714868e-09,8.67662505335939e-10,2.2912992899851555e-08
1912,0.00010714547534007579,4.478837094851989e-09,8.465863645033624e-10,2.1788448886387154e-08
1913,0.00010571179154794663,4.720684652705285e-09,9.287226781269047e-10,2.126728964364182e-08
1914,0.00010424441799321877,4.251340137072037e-09,8.260367191846387e-10,2.0396259919104002e-08
1915,0.00010357688526190551,3.5212909413725615e-09,7.915061621994418e-10,1.903011868721803e-08
1916,0.0001029374626731234,3.86768215866949e-09,7.766526786769288e-10,1.8660331438776926e-08
1917,0.00010347421838170183,4.039875243856881e-09,6.260991169959595e-10,1.9508329174300343e-08
1918,0.00010289806232322007,2.175683046422096e-09,6.712513719467747e-10,1.9616344104633754e-08
1919,0.00010343282441941224,2.3848103967795608e-09,6.697928402386668e-10,2.112097747491199e-08
1920,0.00010389919251403106,2.6842875699983892e-09,6.339181877836251e-10,2.2962685721137988e-08
1921,0.00010419180346486558,2.590981778333961e-09,6.878986626355856e-10,2.352634861527544e-08
1922,0.00010414196523405346,2.8735576140803687e-09,7.608389791207465e-10,2.390715891920081e-08
1923,0.00010510080340152075,2.82830974513664e-09,7.085341281941129e-10,2.4747725900299755e-08
1924,0.00010501611853084926,4.4746379300266065e-09,7.608131029941084e-10,2.3785601551854337e-08
1925,0.00010557971524706642,4.365319248935049e-09,8.298125916564711e-10,2.4121653500027866e-08
1926,0.00010583913431868755,4.294937199540121e-09,8.220642182849807e-10,2.359604778234825e-08
1927,0.00010583500677187528,4.0336963927753035e-09,8.88426245269715e-10,2.1959962229597555e-08
1928,0.00010522671280861167,4.212471165538594e-09,9.356462192324143e-10,2.180960986411914e-08
1929,0.00010518713263861303,4.583489809917296e-09,9.413187213829539e-10,2.2430718108320694e-08
1930,0.00010383054385394124,4.4981578462000016e-09,8.703323359623586e-10,2.249122412121908e-08
1931,0.00010383518487547658,2.663859355322984e-09,8.006907061977994e-10,2.370813995915861e-08
1932,0.00010367387481632509,2.5986722615048816e-09,7.34865535486787e-10,2.292203151098095e-08
1933,0.00010353075153294153,2.742070729208227e-09,7.590094763016658e-10,2.2907931044155054e-08
1934,0.00010331104983509119,3.1879116806672006e-09,6.672444521508122e-10,2.3165929872805335e-08
1935,0.00010342375649737992,2.957468198910058e-09,5.742450423903581e-10,2.216967714170031e-08
1936,0.00010232315876887046,3.250114296740999e-09,5.315657854364022e-10,2.0396302171020253e-08
1937,0.00010169356911709266,4.237918262349285e-09,6.614353152491401e-10,2.1983519639588523e-08
1938,9.94374297858615e-05,4.097140143028659e-09,7.612350511847816e-10,2.0937788265078846e-08
1939,9.84825798825893e-05,4.353585071813017e-09,8.172770000441127e-10,2.295731363740775e-08
1940,9.670495014039002e-05,4.4424048170225e-09,9.59373834343223e-10,2.1880077813055517e-08
1941,9.589359563376223e-05,3.866436369483393e-09,1.0298630678410144e-09,2.0742700382722238e-08
1942,9.526484063826501e-05,4.026627491755213e-09,1.1624604374332088e-09,2.072311782492469e-08
1943,9.645615916399817e-05,3.3439465006525536e-09,1.1645240089690795e-09,2.1583742793040983e-08
1944,9.77831649444332e-05,2.2974715304816382e-09,1.1402263419161125e-09,1.899490520429481e-08
1945,9.999420685094915e-05,2.817922070289366e-09,1.1193465281651121e-09,2.002080939129363e-08
1946,0.00010090197715076752,2.734031651867903e-09,9.616364530070802e-10,1.7956051883467287e-08
1947,0.00010361187846033968,2.552795419497045e-09,8.196026555852751e-10,1.903492677765176e-08
1948,0.00010549942713363894,2.9174240007938987e-09,9.040098035230568e-10,1.9203869732515548e-08
1949,0.00010865797542334934,3.11050375932455e-09,7.727700860168543e-10,2.0789734632233248e-08
1950,0.00010956273867382802,3.0887300970862596e-09,8.730765079155236e-10,2.1775170365247376e-08
1951,0.00011000502750643395,3.4116324368734954e-09,8.726700394058793e-10,2.1806592848910052e-08
1952,0.00011059617411644598,3.862092233321488e-09,9.451754299862257e-10,2.061562019507944e-08
1953,0.00011209854918498812,4.034044590436484e-09,1.1639658681339426e-09,2.046142379340056e-08
1954,0.00011243090037688879,4.238183264655098e-09,1.1932266048247137e-09,2.0002862350614644e-08
1955,0.00011322703565903274,4.447290123467594e-09,1.159351876405574e-09,2.2153055009458252e-08
1956,0.00011261567124165595,4.826678263419077e-09,1.2933473102018566e-09,2.1359823116589334e-08
1957,0.00011387833157121869,5.104153829752331e-09,1.2601522920390502e-09,2.1863954202672176e-08
1958,0.00011609285450374176,6.124992164251759e-09,1.2467775859345158e-09,2.196711764871192e-08
1959,0.00011846803265923102,6.052988047297195e-09,1.2010013935740256e-09,2.2928076707070692e-08
1960,0.0001201815258744838,6.212481196143926e-09,1.1138928985537128e-09,2.3924016038076194e-08
1961,0.00012205241156542408,6.130036795631051e-09,1.1825891377270636e-09,2.4892200808527117e-08
1962,0.00012355388961233466,6.2273739181201955e-09,1.2390060089018107e-09,2.5647479314930673e-08
1963,0.0001257828968976225,6.069383979528149e-09,1.3043900562844816e-09,2.6564464152199563e-08
1964,0.00012747125999469842,6.18090036295728e-09,1.3133449407374899e-09,2.680548024816939e-08
1965,0.00012923817640902207,4.946586188278193e-09,1.3794435752397964e-09,2.908645844814016e-08
1966,0.00012990074589781995,4.638659171060258e-09,1.3883967943582677e-09,3.0008332326961606e-08
1967,0.00013107996034835066,5.4256376534413315e-09,1.417060326223764e-09,3.1275618285673904e-08
1968,0.00013124498530357544,5.752571815723481e-09,1.3980484389212018e-09,3.3048837317599985e-08
1969,0.0001313035941815802,6.217676278603384e-09,1.305813346341722e-09,3.345568952032149e-08
1970,0.00013054026307405105,6.05397985710608e-09,1.1874908675427572e-09,3.5005630901910733e-08
1971,0.00012927859331414635,6.104334942287031e-09,1.2314819957432682e-09,1.1772684922155869e-07
1972,0.00012699347696200545,5.907172972996477e-09,1.2811423033554092e-09,2.976074259411884e-07
1973,0.00012508133763081526,6.124413293966719e-09,1.2874099722789571e-09,3.04355707113148e-07
1974,0.00012284798036229664,5.327080554451413e-09,1.306056469323786e-09,3.0662643167391123e-07
1975,0.00012118990707676858,5.16093079383495e-09,1.3626070589316847e-09,3.143540772449731e-07
1976,0.0001198024713500802,4.598634044989629e-09,1.3948379276992488e-09,3.189407295727571e-07
1977,0.0001188982101406769,5.752212737876659e-09,1.3902316758113947e-09,3.265850492896659e-07
1978,0.00011835318166829114,5.636020539157016e-09,1.372039323424953e-09,2.5271449288766235e-07
1979,0.00011839044080781085,6.409078410842182e-09,1.3323271216439787e-09,1.0817593018178481e-07
1980,0.00011864733512213985,7.103921958620926e-09,1.331401290803415e-09,1.1088298634831517e-07
1981,0.00011924750807728352,7.788371915649707e-09,1.265567793419718e-09,1.2328001832072134e-07
1982,0.00011975612973661296,7.768624410431357e-09,1.1327572054956443e-09,1.2599817620996744e-07
1983,0.00012131050503480115,9.020546785722315e-09,1.066359373818366e-09,1.353021537348858e-07
1984,0.00012243884910796105,8.991587220817467e-09,1.039493467493356e-09,1.5002428759609237e-07
1985,0.0001238860110918592,9.77929965577979e-09,9.892625211068866e-10,1.5088977432599548e-07
1986,0.00012505664407009526,9.621217029425516e-09,8.978260278093484e-10,1.2771853720648453e-07
1987,0.0001267283847222903,8.733257101616637e-09,8.792275875611568e-10,1.3409773710496404e-07
1988,0.00012810717661133303,8.182688368155563e-09,8.742863813867733e-10,1.3396742965759196e-07
1989,0.0001301051753606381,8.607159937160499e-09,8.621346493851791e-10,1.3738320754035677e-07
1990,0.00013100262107660195,8.033925397959202e-09,8.835012642118199e-10,1.407808604929934e-07
1991,0.00013246343795409693,7.677313134430669e-09,8.578615278460283e-10,1.3616450291107996e-07
1992,0.00013360010468334491,7.021172532262199e-09,8.412986894436512e-10,1.467705418787903e-07
1993,0.00013599521272616194,8.793053459957686e-09,8.793802749477006e-10,1.4993832207567591e-07
1994,0.00013823639060969332,9.23952704821675e-09,8.686373763135333e-10,1.4653588209512236e-07
1995,0.00014093146975418286,9.453758855114204e-09,8.332918402916992e-10,1.4849197782496049e-07
1996,0.00014409524114203772,9.575972713195467e-09,8.402963563065263e-10,1.4789999218984512e-07
1997,0.00014806456913772439,1.0280614645300342e-08,7.69519939832922e-10,1.4546270270849554e-07
1998,0.000151083166461571,1.046874821751333e-08,7.411058433604012e-10,1.4304243174072845e-07
1999,0.0001558593482643898,1.0690418962764982e-08,7.015699291354086e-10,1.3538060881858526e-07
2000,0.00015924661836054708,8.88918957489945e-09,6.429388846715004e-10,1.3663232932360968e-07
2001,0.0001630048084604953,8.85535784383202e-09,5.455065962437341e-10,1.404577493043949e-07
2002,0.00016644397900173708,9.58967686212223e-09,5.366150658746096e-10,1.410381713640163e-07
2003,0.0001697718959933679,1.0735831271598987e-08,6.55294544817307e-10,1.4133567154723486e-07
2004,0.00017280636322019354,1.0298696245009914e-08,7.124279063511604e-10,1.344264270690993e-07
2005,0.0001764094111942021,1.007987357074366e-08,7.283697415047133e-10,1.2129154011323147e-07
2006,0.00017978433087202056,1.2262578254405656e-08,7.190730828237385e-10,1.1048143834711612e-07
2007,0.0001830303600789713,1.1930586106347261e-08,7.165016318350886e-10,9.212105008974244e-08
2008,0.00018529638431833258,1.1453700971791087e-08,7.131936985427245e-10,7.62927666439087e-08
2009,0.00018642652763186822,1.0631878361826758e-08,6.61706146225833e-10,5.70956932526607e-08
2010,0.00018998033192474395,8.691697869370581e-09,4.418716513719469e-10,4.08893239267627e-08
2011,0.00019312902544957718,7.762862130888948e-09,3.2963519116683114e-10,2.9690432715564644e-08
2012,0.00019628689499638443,7.679091553112829e-09,2.5547755280344985e-10,2.4155096208947465e-08
2013,0.0001984753949467891,6.387420909652925e-09,1.8877656828603888e-10,1.9792148491554988e-08
2014,0.00019963153629630272,8.268271369159054e-09,1.2905215041444532e-10,1.8807159892933863e-08
2015,0.00020070132450200617,8.846754598731569e-09,1.573222390654256e-10,1.5673425731880083e-08
2016,0.0002024954155785963,9.396350142409915e-09,1.40798456723022e-10,1.507975902878148e-08
2017,0.0002022200011803458,1.0403591691835837e-08,1.4993622952004978e-10,1.4493290567685335e-08
2018,0.00020172108779661357,1.1424915058455554e-08,1.604254083742429e-10,1.4298255202049858e-08
2019,0.00020080283502466045,1.226267776210932e-08,1.9118700980008674e-10,1.4004092330210938e-08
