ngram,tone,toe,tne,tnne
1611,3.5943313686662544e-06,5.716485134144023e-06,2.583119753905651e-06,0.0
1612,4.333023615085299e-06,5.736429053675758e-06,3.634939657461343e-06,2.6900072823212084e-07
1613,3.369963833068011e-06,6.211663682214359e-06,3.47233135958699e-06,2.6900072823212084e-07
1614,4.358793108037519e-06,5.794776354507901e-06,3.47233135958699e-06,2.6900072823212084e-07
1615,4.159115511421467e-06,6.157307666398992e-06,3.853274612148587e-06,2.6900072823212084e-07
1616,4.6912905986573605e-06,6.157307666398992e-06,4.934548176801659e-06,2.6900072823212084e-07
1617,4.9344663303989885e-06,5.488810935665762e-06,4.791472219624536e-06,2.6900072823212084e-07
1618,4.706030949819251e-06,5.776372063337476e-06,4.787537079664617e-06,2.6900072823212084e-07
1619,4.080166036146693e-06,5.4195078778970384e-06,3.1735327102718917e-06,0.0
1620,4.531648041198163e-06,3.828261924354592e-06,2.86077060504145e-06,0.0
1621,5.862252692168113e-06,6.353340105696199e-06,4.823368572358179e-06,0.0
1622,5.932601100409686e-06,5.802498825297724e-06,4.653470544521302e-06,0.0
1623,5.211752035653003e-06,6.610741430839491e-06,3.57219697986823e-06,0.0
1624,5.1397924250652845e-06,5.921075139018025e-06,4.870017887372212e-06,0.0
1625,5.379576480533745e-06,5.844012905851871e-06,5.186864200368291e-06,0.0
1626,5.38868211411422e-06,5.623496723014146e-06,6.105351466041091e-06,4.592436328364004e-07
1627,4.777193940494076e-06,5.776213486439831e-06,5.459211495560469e-06,4.592436328364004e-07
1628,3.505946032029377e-06,3.7731767211620796e-06,4.872357700540826e-06,4.592436328364004e-07
1629,3.848244335001384e-06,4.4699542870928e-06,5.404076594978895e-06,4.592436328364004e-07
1630,5.486975266779025e-06,4.524201683255212e-06,6.2665665966830734e-06,4.592436328364004e-07
1631,5.585070799237915e-06,4.849017159358482e-06,4.871340268307124e-06,4.592436328364004e-07
1632,5.945563641164751e-06,5.349955050145841e-06,4.639269085211188e-06,4.592436328364004e-07
1633,5.623412805886931e-06,6.491261241795396e-06,4.269153009772708e-06,0.0
1634,5.071392446812492e-06,6.519978472039968e-06,4.726472460398716e-06,0.0
1635,4.352485283171907e-06,7.232401847951613e-06,5.7379998647125575e-06,8.231971345854358e-08
1636,4.547749443060768e-06,6.758801094162793e-06,5.603146616652209e-06,8.231971345854358e-08
1637,3.4942995301077773e-06,6.920552842919798e-06,5.106457267954413e-06,8.231971345854358e-08
1638,4.24223523103657e-06,7.509103690089043e-06,5.854392968883206e-06,2.1698978766185713e-07
1639,4.608500051160393e-06,7.760895739141103e-06,6.060491841708426e-06,2.1698978766185713e-07
1640,5.396679739533283e-06,7.0068160766822984e-06,6.2317770438572296e-06,2.1698978766185713e-07
1641,5.8067863782136035e-06,6.975024169670567e-06,7.704959346353593e-06,2.767118750008584e-07
1642,5.693407193315839e-06,6.706347611335721e-06,6.828985501020465e-06,1.9439216154231482e-07
1643,5.53710854741699e-06,6.814060270698974e-06,6.853331764692225e-06,1.9439216154231482e-07
1644,5.776780735037132e-06,6.064802911558738e-06,7.312484318130633e-06,1.9439216154231482e-07
1645,6.351174192786857e-06,5.4421741424448555e-06,7.837760904294555e-06,5.972208733900125e-08
1646,5.801153763838686e-06,4.979289607425537e-06,9.060224329004996e-06,5.972208733900125e-08
1647,5.500154608333625e-06,5.1948056807304965e-06,9.79720568596219e-06,5.972208733900125e-08
1648,5.7143471069918765e-06,5.293784689846299e-06,1.2796197812089563e-05,0.0
1649,6.280725204175854e-06,5.484714392878232e-06,1.2849455613052538e-05,0.0
1650,6.663595546082693e-06,6.875265723595346e-06,1.2876000515201927e-05,0.0
1651,6.09664282689794e-06,7.761283541185549e-06,1.3169049387735348e-05,0.0
1652,4.989939140744225e-06,7.784266992010608e-06,1.3336233223526506e-05,0.0
1653,5.113191653955644e-06,7.380601248639453e-06,1.3533437400578155e-05,0.0
1654,5.360065220624424e-06,7.5438332649875e-06,1.3321295292761143e-05,4.1483186155996266e-08
1655,5.476681540780451e-06,7.186537426865211e-06,1.1079079285991611e-05,4.1483186155996266e-08
1656,5.0568624244208745e-06,6.3798197191187815e-06,1.0828436318531334e-05,8.67905173760976e-08
1657,5.084317276019387e-06,5.781946486292457e-06,1.1031571700316687e-05,8.67905173760976e-08
1658,5.2552418635189365e-06,5.425178804736268e-06,1.1414807431719964e-05,8.67905173760976e-08
1659,6.4120516916383556e-06,6.067313636646889e-06,1.0349663820566743e-05,8.67905173760976e-08
1660,5.842638626875539e-06,6.407208924688998e-06,9.262218294939625e-06,8.67905173760976e-08
1661,5.912087447411198e-06,6.3522082070578885e-06,9.630172436508083e-06,4.530733122010133e-08
1662,6.264131018594656e-06,6.507568676689905e-06,7.87931938767932e-06,4.530733122010133e-08
1663,6.755707123115176e-06,5.9593486574678015e-06,7.288051555016344e-06,0.0
1664,6.876344254383834e-06,5.017765683338179e-06,7.565900562310292e-06,0.0
1665,7.108793462456171e-06,4.698538954731443e-06,1.10911068337113e-05,0.0
1666,5.8189789992216646e-06,4.522625463973132e-06,1.2596153153156462e-05,0.0
1667,6.198872597451555e-06,4.270654861621941e-06,1.336738647036587e-05,0.0
1668,6.002081525886231e-06,3.592578439435913e-06,1.2323728502191703e-05,0.0
1669,5.20145983630625e-06,3.3091091446684525e-06,1.2485604267047684e-05,0.0
1670,4.772565944222151e-06,4.25989588036048e-06,1.4120558716967935e-05,0.0
1671,4.220203501453008e-06,4.961951471419265e-06,1.462340040753978e-05,0.0
1672,4.100042458178775e-06,5.485568359680266e-06,1.139280025849335e-05,0.0
1673,4.263976344580962e-06,6.015248264442821e-06,1.1243628315631732e-05,0.0
1674,4.103591761252444e-06,5.918595190580943e-06,1.1019512190354622e-05,0.0
1675,3.805927592890969e-06,6.4797198839577116e-06,1.2475511799233832e-05,0.0
1676,3.567379508240265e-06,7.54255955013962e-06,1.190458403600912e-05,0.0
1677,4.082652204877897e-06,7.434382626213067e-06,1.0252295006856521e-05,0.0
1678,3.931300105770268e-06,6.618157223264072e-06,1.1298673988286672e-05,0.0
1679,3.7130916358104775e-06,7.132269372180287e-06,1.1048638563287178e-05,0.0
1680,3.6490387174126226e-06,6.103244459154666e-06,1.176275457380273e-05,0.0
1681,3.315823050797917e-06,6.2579866672812e-06,1.4297958192141128e-05,0.0
1682,3.73660701110826e-06,6.281106087564174e-06,1.4430397251479527e-05,0.0
1683,3.965594909719325e-06,5.178752157267549e-06,1.546449688508541e-05,0.0
1684,3.8141639769102246e-06,4.672297661402679e-06,1.8441105826890896e-05,0.0
1685,4.121273085339843e-06,5.322905898148227e-06,1.6823007821845488e-05,0.0
1686,4.571886068203769e-06,4.3527532268074405e-06,1.7073097686599275e-05,0.0
1687,4.23982487518515e-06,4.267892563802889e-06,1.5879098490196547e-05,1.648003587563705e-07
1688,4.7241395090428085e-06,4.426066165511397e-06,1.3007036029323768e-05,1.648003587563705e-07
1689,4.204497924677396e-06,4.147583825085478e-06,1.3343927938486949e-05,1.648003587563705e-07
1690,4.048749685482887e-06,5.674229117045927e-06,1.2910442235027273e-05,1.648003587563705e-07
1691,3.6022917941279175e-06,5.793869084819951e-06,9.91357260967821e-06,1.648003587563705e-07
1692,3.2530031148780836e-06,5.929462856459265e-06,1.0310082286326048e-05,1.648003587563705e-07
1693,2.8242485054111706e-06,6.1606585534588835e-06,9.830934102085718e-06,1.648003587563705e-07
1694,3.0403734204550607e-06,6.373438476917467e-06,9.060810303448566e-06,0.0
1695,2.3721575124519793e-06,6.325992866810079e-06,1.020689036782382e-05,0.0
1696,2.4657611480246748e-06,6.245836110403096e-06,9.271616558440396e-06,0.0
1697,7.109948212148863e-06,5.17408534506103e-06,1.0085121890110063e-05,7.347074821544603e-09
1698,7.192645577041341e-06,5.063978538341221e-06,1.1194302260264521e-05,7.347074821544603e-09
1699,7.2304254997236835e-06,4.783088960331432e-06,1.2615251827290714e-05,2.041661519212669e-08
1700,7.353485037648559e-06,4.87016521739341e-06,1.5496808178535764e-05,2.041661519212669e-08
1701,7.3251637624187945e-06,4.916991461608891e-06,1.7712291342572177e-05,2.041661519212669e-08
1702,7.684776424607012e-06,6.084609529872458e-06,1.754002005327493e-05,2.041661519212669e-08
1703,7.5420026145626e-06,6.81101833574108e-06,1.898438066356383e-05,2.041661519212669e-08
1704,2.931053359134239e-06,6.536775215084033e-06,2.0122618090161787e-05,2.1731307039577326e-08
1705,3.3208758460594775e-06,6.929688229969802e-06,2.0443841094675008e-05,2.1731307039577326e-08
1706,4.065350724756302e-06,7.064772554648309e-06,1.953796631174295e-05,8.66176666899524e-09
1707,4.399489918276751e-06,6.8379964172241415e-06,1.7612168448977172e-05,3.2966672693289315e-08
1708,4.302091091241371e-06,7.1546804585003495e-06,1.7933442515121506e-05,3.2966672693289315e-08
1709,4.3763137195388225e-06,6.198418499739741e-06,1.8468880495804895e-05,3.2966672693289315e-08
1710,4.525791642403679e-06,6.223367108759703e-06,1.6928948233336477e-05,3.2966672693289315e-08
1711,4.283458175840289e-06,6.1237189064351175e-06,1.551160520258626e-05,2.4304906024294074e-08
1712,3.7508624960277563e-06,6.144527885356053e-06,1.6948490545993472e-05,3.5168325902239824e-08
1713,2.9266515347054726e-06,6.05825828513064e-06,1.787604300521447e-05,3.5168325902239824e-08
1714,2.517025677661877e-06,5.931045279794489e-06,1.7757146711768917e-05,1.086341987794575e-08
1715,2.428512110392538e-06,5.539695231553716e-06,1.6289954406342338e-05,2.218577321855264e-08
1716,2.0586946090718683e-06,5.416506123115791e-06,1.6886126624220716e-05,3.10407313820958e-08
1717,1.9244016422297657e-06,4.880033722136952e-06,1.726442847679469e-05,3.868213685872693e-08
1718,2.3015549978871216e-06,5.887444103791495e-06,1.7037072471534236e-05,4.642389330099052e-08
1719,2.3351798940244147e-06,5.602451795182008e-06,1.6355738028193757e-05,3.556047342304477e-08
1720,2.42135058670101e-06,5.29501007154717e-06,1.528510100407792e-05,3.556047342304477e-08
1721,2.3092364277285275e-06,5.067225012161154e-06,1.522514256586354e-05,3.556047342304477e-08
1722,2.6010757210315205e-06,4.836083819879734e-06,1.5248232427568706e-05,2.423812008243788e-08
1723,2.792157082304974e-06,4.640459759944601e-06,1.3884454606990662e-05,1.5383161918894724e-08
1724,3.083564154491926e-06,4.354285725379928e-06,1.4696531642195104e-05,1.9483595942964323e-08
1725,2.975465447109725e-06,3.1333181271163213e-06,1.5976734565421274e-05,1.1741839500700735e-08
1726,3.042641537831514e-06,2.949084871163775e-06,1.5181667679696278e-05,1.1741839500700735e-08
1727,3.240736662389411e-06,2.690405348663002e-06,1.5210320140925302e-05,1.1741839500700735e-08
1728,3.3815862090185485e-06,2.751219686355658e-06,1.6408282655382728e-05,1.1741839500700735e-08
1729,3.261205620219698e-06,2.6471063847566256e-06,1.6113577917816917e-05,1.1741839500700735e-08
1730,3.0616370817629753e-06,2.883710521928151e-06,1.59212712398065e-05,1.1741839500700735e-08
1731,2.9864045895270204e-06,2.8500459003615627e-06,1.5566639506557423e-05,0.0
1732,2.8216968855433933e-06,3.473125843811431e-06,1.532021477552397e-05,0.0
1733,2.7686111739707745e-06,3.606507756817986e-06,1.5393857471021226e-05,1.4049539182841336e-08
1734,2.9090288730263377e-06,3.959049633652155e-06,1.5605973853130956e-05,1.921127079640428e-08
1735,2.84353840080647e-06,4.17824285900029e-06,1.4189766001696366e-05,1.921127079640428e-08
1736,2.9135848568070547e-06,4.231043541429764e-06,1.5170876784915371e-05,2.4723595868993342e-08
1737,3.15509048830011e-06,4.318873899527327e-06,1.569006131571119e-05,2.4723595868993342e-08
1738,3.136357171180342e-06,4.270704006817791e-06,1.585137085515141e-05,2.4723595868993342e-08
1739,3.2969525299059958e-06,3.6641219074746393e-06,1.6996501342094105e-05,2.4723595868993342e-08
1740,3.33366499814604e-06,3.6257873554339833e-06,1.7325210917208877e-05,1.0674056686152004e-08
1741,3.332157705569573e-06,3.440098160873666e-06,1.7057145019602365e-05,5.512325072589062e-09
1742,3.4356475810324938e-06,3.374821095089179e-06,1.73309108504327e-05,5.512325072589062e-09
1743,3.368831975032143e-06,3.7773393809662333e-06,1.689882213083495e-05,0.0
1744,3.3617235593348075e-06,3.8056478583062666e-06,1.7880463799104162e-05,0.0
1745,3.570504304661881e-06,3.937703695555683e-06,1.814673110597401e-05,0.0
1746,5.19171895315854e-06,3.997054201525836e-06,1.638412335783609e-05,0.0
1747,5.818879604443542e-06,4.249875019013416e-06,1.607691137905931e-05,8.318303506322472e-09
1748,5.870689749696924e-06,4.234725565765984e-06,1.6354005570714696e-05,8.318303506322472e-09
1749,6.159766274192537e-06,4.1669778251421775e-06,1.5389143170198493e-05,8.318303506322472e-09
1750,6.748695471157719e-06,3.7469262354404364e-06,1.5351350287216648e-05,8.318303506322472e-09
1751,7.347983812776095e-06,5.363271319375988e-06,1.4435889300200091e-05,8.318303506322472e-09
1752,7.801939838308109e-06,5.44591590109381e-06,1.4718999929235516e-05,8.318303506322472e-09
1753,7.023439528503721e-06,5.616765195424835e-06,1.4669344636786263e-05,1.334765593290805e-08
1754,7.067051293623601e-06,5.5376934661970675e-06,1.5402011220950434e-05,9.213421137133082e-09
1755,7.676638883172668e-06,5.820426330111721e-06,1.6588116652980845e-05,9.213421137133082e-09
1756,8.175969989159576e-06,6.240364362903554e-06,2.066123956215701e-05,9.213421137133082e-09
1757,9.09386764241e-06,6.750186262901739e-06,2.5012060307614903e-05,1.225854440178864e-08
1758,9.538334454971067e-06,5.421072663531439e-06,2.7777823561336845e-05,1.225854440178864e-08
1759,1.0692172574116349e-05,5.556694044831342e-06,2.8984411463690257e-05,1.5737339304726968e-08
1760,1.1264073626599774e-05,5.556987746656107e-06,3.310684899458595e-05,1.0707986878141388e-08
1761,1.2230384267500735e-05,5.640999786139998e-06,3.761942129390913e-05,1.7626188001226443e-08
1762,1.2560635306207197e-05,5.806171754686927e-06,4.070182902588775e-05,1.7626188001226443e-08
1763,1.2598976484566395e-05,5.466807806442375e-06,4.0426267722588296e-05,2.046486256647638e-08
1764,1.2635844151580905e-05,5.339326012939896e-06,3.648545602378103e-05,2.0230418990812334e-08
1765,1.319310104008764e-05,5.250682566578949e-06,3.3754663750836956e-05,2.317782740338511e-08
1766,1.2998246997345372e-05,5.3271956923189075e-06,3.130351030579602e-05,1.9699032500446785e-08
1767,1.3067846209326359e-05,5.295601340549183e-06,2.704816129802826e-05,2.2643534793230302e-08
1768,1.3504700031522329e-05,5.8971930424637065e-06,2.1294817088346463e-05,1.1541264959597747e-08
1769,1.4109781529571461e-05,5.6369246976828435e-06,1.6527245341941515e-05,1.1541264959597747e-08
1770,1.5464617977808564e-05,6.100479302923694e-06,1.441676158719929e-05,8.70259039434781e-09
1771,1.6711600177846515e-05,6.26810833637137e-06,1.29675262152367e-05,8.524554522588396e-09
1772,1.77387954473878e-05,6.027817107678857e-06,1.2539935986361733e-05,5.5771461100156165e-09
1773,1.8398761182782308e-05,6.036753088015498e-06,1.2451283250162046e-05,8.172336965880537e-09
1774,1.919203974206799e-05,6.244742832807658e-06,1.3030636572303983e-05,7.900297812771636e-09
1775,1.8952407377323004e-05,5.608272203971865e-06,1.313554249853561e-05,7.900297812771636e-09
1776,1.9189758729355943e-05,5.5364033479626026e-06,1.3183666071979263e-05,1.0612667316373908e-08
1777,1.8970984456245787e-05,5.142738115994559e-06,1.2918095178195341e-05,1.0612667316373908e-08
1778,1.9625097203450942e-05,4.85307789079213e-06,1.4479096535069402e-05,1.076116719543409e-08
1779,1.9015278927067163e-05,4.836700814589026e-06,1.6821907852967604e-05,1.076116719543409e-08
1780,1.8886778499498697e-05,4.641468487014728e-06,1.769188254132002e-05,1.2864256961263112e-08
1781,1.8805459019079406e-05,4.974270008720591e-06,1.7294048510458587e-05,1.2104310696616137e-08
1782,1.975731096795893e-05,5.192976849294999e-06,1.6998017729617588e-05,1.4262444178062391e-08
1783,2.0030101430685526e-05,5.389305377840563e-06,1.7429964957825306e-05,1.155007467446012e-08
1784,2.067074845919186e-05,5.486875254843783e-06,1.748896569811872e-05,1.8207963137228944e-08
1785,1.9962370580677608e-05,5.562422302318737e-06,1.6637736085353288e-05,1.704494183891419e-08
1786,1.9943325241911225e-05,5.332909592782796e-06,1.4254592575265893e-05,1.704494183891419e-08
1787,1.9788069818917264e-05,5.582420888978439e-06,1.4301877464666696e-05,1.2346661217220247e-08
1788,2.0018307103392935e-05,5.2183306057226475e-06,1.4951962189765514e-05,1.0434144342192603e-08
1789,1.974465132142151e-05,5.051221023677499e-06,1.6143102974248385e-05,1.06027804948537e-08
1790,1.925277735738616e-05,5.3778956693609615e-06,1.7314509802547817e-05,1.06027804948537e-08
1791,1.860425150620618e-05,5.467005621540011e-06,1.699646314331663e-05,1.1546655821957432e-08
1792,1.8522751945835936e-05,5.515755512013649e-06,1.7577653904611778e-05,1.3193319452804125e-08
1793,1.931149381562136e-05,6.715496121094995e-06,1.8465332686901093e-05,1.3193319452804125e-08
1794,2.0115138405734407e-05,6.760688912826092e-06,1.8656957503740807e-05,1.5189290587207845e-08
1795,2.0882879263289006e-05,7.019054594690845e-06,1.8322921667796826e-05,1.5189290587207845e-08
1796,2.1739258694911507e-05,7.121121143427445e-06,1.778191965838362e-05,1.2862520953100492e-08
1797,2.404798526965481e-05,6.9396782497018905e-06,1.5738771123454042e-05,1.5130215556626225e-08
1798,2.5213452577840405e-05,6.954022020571367e-06,1.4415641739365778e-05,8.107108444883287e-09
1799,2.5507479741853395e-05,7.008911000281971e-06,1.3396465094826584e-05,9.648479158487687e-09
1800,2.489477083145175e-05,6.056457420657223e-06,1.1558156919428647e-05,1.2941790432969519e-08
1801,2.4872773272883414e-05,5.795428673341771e-06,9.578874271807894e-06,1.4196202626136158e-08
1802,2.4818299997215426e-05,5.484618733524778e-06,8.277743485710484e-06,1.6366836584426536e-08
1803,2.471679675051876e-05,5.242555419369767e-06,6.981660655063544e-06,2.128083595057514e-08
1804,2.363170018985069e-05,5.242535995161493e-06,6.648078851867467e-06,2.114868413727322e-08
1805,2.3131645450900707e-05,5.0070586569615576e-06,6.225328888831427e-06,2.4465190000861574e-08
1806,2.299261099584068e-05,4.911632913717767e-06,5.4272647633167385e-06,2.0951783799968586e-08
1807,2.3548045646748506e-05,4.818334413617517e-06,5.293101626843314e-06,1.912302113485761e-08
1808,2.3455137904550482e-05,4.802470292426213e-06,5.0648231990635395e-06,1.775554332133262e-08
1809,2.2907372892534893e-05,4.529286473241102e-06,4.528708684249848e-06,1.8298781664530646e-08
1810,2.2784312802416806e-05,4.605221550134177e-06,4.174204897416141e-06,1.4692408178973437e-08
1811,2.3013940465586658e-05,4.193424112080331e-06,3.79635990352004e-06,1.3963169033713387e-08
1812,2.4019200541910584e-05,4.117572708699819e-06,3.7421080898119337e-06,1.2216380922731268e-08
1813,2.421662221812377e-05,4.0416527683971386e-06,3.666799654768381e-06,1.3251383101930969e-08
1814,2.5451823083650587e-05,3.902897950475952e-06,3.729423886917565e-06,1.3667457768714745e-08
