ngram,tone,toe,tne,tnne
1815,2.66951051993861e-05,3.803601300335556e-06,3.7518886009430778e-06,1.3329677932867007e-08
1816,2.830475620742488e-05,4.013473504268664e-06,3.7774469611966718e-06,1.1376496506747863e-08
1817,3.0058902536568765e-05,3.892661230306008e-06,3.931980537735009e-06,1.229638911328022e-08
1818,3.168542701002609e-05,4.061827374763587e-06,4.042728115954171e-06,1.1964294634379615e-08
1819,3.276832857019534e-05,4.242855084157782e-06,4.09021198980294e-06,1.0567407393580197e-08
1820,3.470866015829545e-05,4.332189096853004e-06,4.094346097969849e-06,8.681845464764137e-09
1821,3.5731078241951764e-05,4.4072794155779e-06,4.128919694526953e-06,8.215318964792978e-09
1822,3.6811660850487116e-05,4.622536705158252e-06,4.067889579216301e-06,8.416957924290663e-09
1823,3.740222850215754e-05,4.6336101929357805e-06,4.216035222270875e-06,1.0184596848412347e-08
1824,3.8224864381066125e-05,4.702006143426323e-06,4.240182241639039e-06,9.834758594808233e-09
1825,3.817488426908052e-05,5.062195279086674e-06,4.117451063783457e-06,1.0279951049138195e-08
1826,3.8533254285409513e-05,5.20374123880174e-06,4.07137963520654e-06,1.1305937519523468e-08
1827,3.8939654457083505e-05,5.093595583665385e-06,3.952457810945427e-06,1.1700311576743973e-08
1828,3.965589036982108e-05,5.413989583757939e-06,3.7766962058023116e-06,1.2492800952454023e-08
1829,3.875079346471466e-05,5.26075876093403e-06,3.640608546057982e-06,1.1519053393677886e-08
1830,4.0119163064186326e-05,5.24570279074916e-06,3.4316953068420323e-06,9.562550878123538e-09
1831,4.024221717762495e-05,5.207964932196774e-06,3.23373391048725e-06,8.892501211578617e-09
1832,4.131182608294434e-05,5.053847676858173e-06,3.233461062076718e-06,7.628547967922624e-09
1833,4.195185361563095e-05,5.106474093606396e-06,3.186214696272925e-06,7.170726504642946e-09
1834,4.1960983903014236e-05,5.320185534531317e-06,3.2351765314940295e-06,7.497004429955569e-09
1835,4.201342380838469e-05,5.084407543368538e-06,3.2113509860209888e-06,6.966086263382465e-09
1836,4.406185429875872e-05,5.349196206745026e-06,3.3261846315976333e-06,7.769353937980839e-09
1837,4.388998474626403e-05,5.332298444825158e-06,3.3783048495804124e-06,8.049382192533625e-09
1838,4.431555498740636e-05,5.4183701000251205e-06,3.4456595585652394e-06,8.826221103192772e-09
1839,4.493588910138767e-05,5.381501523515908e-06,3.393347664574061e-06,9.78327571335821e-09
1840,4.542440261242778e-05,5.28011800530034e-06,3.3583759691932106e-06,1.012651480130395e-08
1841,4.6822453961275255e-05,5.145089289726457e-06,3.3398780487914337e-06,1.0083313802969736e-08
1842,4.7512269832493204e-05,5.243778234996301e-06,3.3978833471337566e-06,9.259061961586212e-09
1843,4.808768062503077e-05,5.060359204175516e-06,3.3335307502316676e-06,8.535246097198166e-09
1844,4.831917249248363e-05,5.021104828171831e-06,3.2346020881439993e-06,8.885481937527726e-09
1845,4.846236333833076e-05,4.992964672315533e-06,3.08112443495442e-06,7.902093963301532e-09
1846,4.810240352526307e-05,4.983661515975005e-06,3.0283127411426643e-06,7.667898443181847e-09
1847,4.825841512813765e-05,4.849918955837243e-06,3.1257436603482347e-06,8.611042165033008e-09
1848,4.761907101575551e-05,4.817038968342656e-06,3.266042118152005e-06,9.514844404431448e-09
1849,4.7484905995328776e-05,4.781706528384737e-06,3.390015243504812e-06,1.0329353943611913e-08
1850,4.682929647970013e-05,4.795828447510887e-06,3.4810403966340734e-06,1.1423151313749713e-08
1851,4.706537843698503e-05,4.929272563458653e-06,3.7000566927807606e-06,1.1892489405949748e-08
1852,4.69138051682551e-05,4.8874579598694775e-06,3.910260959725877e-06,1.4582402587036216e-08
1853,4.6797669451085054e-05,4.916023239534947e-06,4.142288617003942e-06,1.717528646289728e-08
1854,4.698713226909084e-05,5.068920082911583e-06,4.144490763532563e-06,1.6690329626304186e-08
1855,4.682839789893478e-05,5.650587484394366e-06,4.084245639595403e-06,1.692446081692976e-08
1856,4.626102340158208e-05,5.638107722916175e-06,4.090821156361406e-06,1.8041668095999545e-08
1857,4.648361261518273e-05,5.7485487039749775e-06,4.170307939992719e-06,1.753942870306803e-08
1858,4.572855167290462e-05,5.856270555731109e-06,4.0528590748830795e-06,1.765370808267822e-08
1859,4.5652863523823074e-05,6.116355637329564e-06,4.0164328701004185e-06,1.6887324047079995e-08
1860,4.552896643872373e-05,6.2188432821130846e-06,3.970279781892064e-06,1.5023998553179548e-08
1861,4.5291771779635125e-05,6.328525679626702e-06,3.94115146004229e-06,1.4823467532819125e-08
1862,4.5509004329297955e-05,5.797754251294204e-06,3.937581563410017e-06,1.4237440432956255e-08
1863,4.5488039177143946e-05,5.924590368522331e-06,3.805786913549777e-06,1.4079891030860381e-08
1864,4.52786438732541e-05,6.116912962690029e-06,3.682534108000774e-06,1.687442515877332e-08
1865,4.544595711714854e-05,6.076558163061106e-06,3.721163693626295e-06,1.623860664981943e-08
1866,4.521380937408789e-05,5.9261613906918294e-06,3.6861643236209474e-06,1.4729663837848811e-08
1867,4.529488848805029e-05,5.9146955209143925e-06,3.694542523849772e-06,1.509599594535465e-08
1868,4.5233071952160185e-05,5.766384414788003e-06,3.740708734767395e-06,1.4878293264075637e-08
1869,4.481169734000494e-05,5.878177099865363e-06,3.7261431121545944e-06,1.5502726467632655e-08
1870,4.499540799380546e-05,5.81317720259124e-06,3.766822536428143e-06,1.5157911751170365e-08
1871,4.456272966178533e-05,5.97890324830327e-06,3.814831805876955e-06,1.221778475216492e-08
1872,4.4604703102127784e-05,6.005809479704892e-06,3.843288011142119e-06,1.2951673130804205e-08
1873,4.445718358121147e-05,6.078022774350497e-06,3.869462066826859e-06,1.3135364161444483e-08
1874,4.417877322079481e-05,5.966541526244587e-06,3.843549295977157e-06,1.2809757699017155e-08
1875,4.36607317949113e-05,6.07863272047585e-06,3.792084823674356e-06,1.3152779817663226e-08
1876,4.3551365836589995e-05,6.0662073987519505e-06,3.7788268270690295e-06,1.2543405806094858e-08
1877,4.344929090750936e-05,6.057662241281443e-06,3.8507337844099055e-06,1.1730607215757312e-08
1878,4.33796901363946e-05,5.698794926242304e-06,3.981227889328563e-06,1.1992443736476486e-08
1879,4.269795837379726e-05,5.678180449259733e-06,3.93893726270887e-06,1.1644872875495236e-08
1880,4.23251892373498e-05,5.647026682709111e-06,4.071477990562146e-06,1.1689848200546749e-08
1881,4.155000403573338e-05,5.902432673922574e-06,4.162602051240226e-06,1.1424839740925563e-08
1882,4.0936677188645785e-05,5.877437615708914e-06,4.211237020561904e-06,1.0578127580223346e-08
1883,3.9991331245151483e-05,5.728580552905831e-06,4.292064691721212e-06,9.98368968449118e-09
1884,3.8882296004365866e-05,5.7824397897223075e-06,4.276104488911057e-06,9.492068464567183e-09
1885,3.805063430003689e-05,5.792974466852943e-06,4.1827644119101544e-06,9.063705722464225e-09
1886,3.7588068932693985e-05,5.885842970850977e-06,4.237832724486777e-06,8.41033357242996e-09
1887,3.726754325076139e-05,5.985750833912919e-06,4.22968345706717e-06,8.147697818015689e-09
1888,3.7041954263778667e-05,5.663299816660583e-06,4.2606070564943366e-06,8.095265473835006e-09
1889,3.697546084627642e-05,5.715428220095678e-06,4.299792440828501e-06,8.256997561874511e-09
1890,3.770357735837544e-05,5.764276076141479e-06,4.335538765839633e-06,8.126064392805737e-09
1891,3.8049358408898115e-05,5.735680198475686e-06,4.377033876932858e-06,8.506783087471246e-09
1892,3.82413698909139e-05,5.792950430207254e-06,4.385025606877337e-06,8.813056570236962e-09
1893,3.8384785252024555e-05,5.803885544862299e-06,4.397417861972437e-06,9.01411954602947e-09
1894,3.82098946179862e-05,5.707394263611475e-06,4.340964161591339e-06,8.957927415715566e-09
1895,3.836536312259601e-05,5.7826469596225905e-06,4.302260484629576e-06,8.331282647893495e-09
1896,3.8869911804795265e-05,5.7317965911352076e-06,4.303939216957328e-06,7.842515272114627e-09
1897,3.882130165168617e-05,5.762725647530585e-06,4.3005905873932145e-06,7.680079493001455e-09
1898,3.822899972354727e-05,5.791797840564479e-06,4.415399871504633e-06,7.405301832059357e-09
1899,3.79245107719076e-05,5.9069893723062705e-06,4.533122397073644e-06,6.768532464665863e-09
1900,3.7428622558114254e-05,5.865131242899224e-06,4.675828482244729e-06,6.461669802401307e-09
1901,3.709997690748423e-05,6.098709361270137e-06,4.744450831952106e-06,5.890177742376831e-09
1902,3.635196584842301e-05,5.996094647083997e-06,4.8040287765616085e-06,5.688311980175545e-09
1903,3.4832834249495394e-05,5.84240745281152e-06,4.8106922544580555e-06,5.421880341519422e-09
1904,3.335860544341683e-05,6.216089397120024e-06,4.856166339907629e-06,5.3840594205212255e-09
1905,3.298157623378627e-05,6.0739796156537655e-06,4.743831531024105e-06,4.9116438535382454e-09
1906,3.223329700371583e-05,5.925071621147383e-06,4.6382673255201164e-06,4.932526197011709e-09
1907,3.184460183547344e-05,5.825969180607769e-06,4.475585813322271e-06,4.56569506011663e-09
1908,3.095081358748887e-05,5.7795880690848985e-06,4.434626329644484e-06,4.593974724441198e-09
1909,3.0380521171277257e-05,5.885450264031533e-06,4.2959497282676495e-06,4.487450887071174e-09
1910,2.970845265995844e-05,6.031879690583862e-06,4.195733416573992e-06,4.598005627037034e-09
1911,2.8972362997592427e-05,5.913041994582662e-06,3.994167497824362e-06,4.2982978446356614e-09
1912,2.7800269370865343e-05,6.1125908489754825e-06,3.7873493446178534e-06,4.03436192389758e-09
1913,2.6853214356898597e-05,6.3544219821259115e-06,3.6403957242977673e-06,3.755388634983449e-09
1914,2.578470879858027e-05,6.457026821798146e-06,3.5134172711488124e-06,3.871377377403665e-09
1915,2.501937784212974e-05,6.2737842979134125e-06,3.329088388324765e-06,3.678816172327158e-09
1916,2.44249476963887e-05,6.454680390431479e-06,3.267273671424066e-06,3.6493075862763037e-09
1917,2.422402628456309e-05,6.435330825687353e-06,3.1795069779556277e-06,3.3241059111637536e-09
1918,2.4300613274265614e-05,6.244526957743801e-06,3.167501193144874e-06,3.610606607346816e-09
1919,2.4789452644264592e-05,6.0333904262474136e-06,3.158116701992445e-06,3.946543853621571e-09
1920,2.5011737826779218e-05,5.7199826447426205e-06,3.2135123676977983e-06,3.84405434467843e-09
1921,2.5209738721189622e-05,5.4940567549367965e-06,3.2271292898907892e-06,3.823869665353641e-09
1922,2.5846804679271633e-05,5.3946738652095e-06,3.2655684987860567e-06,3.6205576949198205e-09
1923,2.633726736738546e-05,5.162595438637904e-06,3.3127079339984836e-06,3.6941257354681868e-09
1924,2.6425273192996557e-05,5.14188611435072e-06,3.2943906782228235e-06,3.6449865982644626e-09
1925,2.6314175037051818e-05,5.021132957543679e-06,3.3273798375635773e-06,3.1962814300052447e-09
1926,2.6101474109704475e-05,5.058548465188194e-06,3.316500169603387e-06,2.858250049340784e-09
1927,2.5870590824134914e-05,5.031296236016455e-06,3.216111573627651e-06,2.781232672737539e-09
1928,2.5734572513361593e-05,5.106211964240563e-06,3.188072079345667e-06,2.5033185841698877e-09
1929,2.5216681803742957e-05,5.056809446354496e-06,3.1231620596372522e-06,2.420327414677713e-09
1930,2.4657487301738e-05,4.94991257125678e-06,3.0865738023879075e-06,2.3430173198438607e-09
1931,2.440820104051714e-05,4.86318133750631e-06,3.1491693204900784e-06,2.4208440490320574e-09
1932,2.4393152021470348e-05,4.864023334708431e-06,3.1747582462620424e-06,2.476425461520445e-09
1933,2.3970250497638646e-05,4.864257269738508e-06,3.1706483046686377e-06,2.5495898566977158e-09
1934,2.3752261508239565e-05,4.873407046293973e-06,3.2568272152795023e-06,2.6126654332056123e-09
1935,2.355327757998436e-05,4.848602981967685e-06,3.2156301910747842e-06,2.829017242689247e-09
1936,2.3094430486837935e-05,4.857102080027939e-06,3.2274862990431885e-06,2.8605865929977524e-09
1937,2.2867715545414414e-05,4.933692642745362e-06,3.1524873520538677e-06,2.577260246486698e-09
1938,2.2421497695696807e-05,5.077409696241375e-06,3.1512776591366024e-06,2.48381585140781e-09
1939,2.154436255555733e-05,5.143973989366454e-06,3.1126399205407196e-06,2.502577542021608e-09
1940,2.0801167400869807e-05,5.107342531118775e-06,3.127318742761937e-06,2.420881114620751e-09
1941,2.038580117057011e-05,5.190486068126379e-06,3.021077385970524e-06,2.269777191595982e-09
1942,1.990670300853838e-05,5.200075975153595e-06,3.135369947163521e-06,2.2487672993573173e-09
1943,1.99492114916211e-05,5.271289735121952e-06,3.230753951096891e-06,2.2570215855008004e-09
1944,1.995256596793687e-05,5.195833702081083e-06,3.231143896950276e-06,2.3620520777407297e-09
1945,2.016293365159072e-05,5.0586156378683104e-06,3.165383954443054e-06,2.2985401994444844e-09
1946,2.0524445062619634e-05,5.035550007700554e-06,3.083495942389293e-06,2.206447580199722e-09
1947,2.1132199825452907e-05,5.079226541835981e-06,3.088592101058956e-06,2.1194898058851663e-09
1948,2.136495900880878e-05,4.96866537754873e-06,3.1233033236536097e-06,2.219904085950678e-09
1949,2.1640008916230208e-05,4.917142047945942e-06,3.0348835155434372e-06,2.034553589095164e-09
1950,2.1672183980367015e-05,4.839743464149901e-06,2.916772440845047e-06,2.0466198735746843e-09
1951,2.2107592615481864e-05,4.818622073798906e-06,2.9625896331708645e-06,2.1426793196864325e-09
1952,2.1957372934723806e-05,4.747673041752673e-06,2.975202895478495e-06,2.1151666767289204e-09
1953,2.1966779968352057e-05,4.614921700912029e-06,2.9612771998342524e-06,1.9907412861032624e-09
1954,2.182713147444052e-05,4.488176403226264e-06,2.8799227688328495e-06,2.0036738617485686e-09
1955,2.1881115182103323e-05,4.413864449556318e-06,2.8288976149529584e-06,1.902864659492869e-09
1956,2.197799663658121e-05,4.345416852759497e-06,2.782280587000839e-06,1.8533304573559966e-09
1957,2.217739269586413e-05,4.291369220611939e-06,2.7792631434359853e-06,1.7273980341363832e-09
1958,2.1767518774140626e-05,4.2075553860091275e-06,2.6960288193679716e-06,1.6086085320919453e-09
1959,2.195812963431568e-05,4.1514947172670095e-06,2.6420805495165822e-06,1.7460492892798892e-09
1960,2.2152015454984003e-05,4.115521538291692e-06,2.649992763638563e-06,1.8644413156211824e-09
1961,2.2259974035218226e-05,4.09253574876597e-06,2.7277360784085303e-06,1.8732877630053426e-09
1962,2.259490845192756e-05,4.056705685278368e-06,2.800259673157208e-06,1.9753619533753e-09
1963,2.285022362359866e-05,4.007480064111795e-06,2.8504526718669306e-06,2.1631564158955794e-09
1964,2.2816386522858272e-05,3.945397176201888e-06,2.8863054077581703e-06,2.3744415481427185e-09
1965,2.3066661794603404e-05,3.960489071427478e-06,2.9632824082779863e-06,2.509280434231138e-09
1966,2.3219566303721096e-05,3.9472932777633626e-06,3.3279618816907586e-06,2.5322686487377108e-09
1967,2.3382801633228416e-05,3.903924899922069e-06,3.5514159597888854e-06,2.5400139769260477e-09
1968,2.349109204910097e-05,3.850311778868283e-06,4.095821558231754e-06,2.5444331086532657e-09
1969,2.326813020252822e-05,3.824507627671535e-06,4.212455710980326e-06,2.400367159007187e-09
1970,2.2895975104932275e-05,3.827449193392697e-06,4.248963445466611e-06,2.2871058856312386e-09
1971,2.2721557148283216e-05,3.870055642047581e-06,4.307765461167687e-06,2.0970589074766265e-09
1972,2.2320018355718014e-05,3.83801914592498e-06,4.351958913113256e-06,2.09167527742693e-09
1973,2.195852955212883e-05,3.824547385582784e-06,4.097820562622344e-06,2.0509132170332123e-09
1974,2.159025020124058e-05,3.84834662067338e-06,3.989106939375883e-06,2.0530460823461485e-09
1975,2.1414298316813074e-05,3.8853029309393605e-06,3.4970241488606135e-06,2.021778300331789e-09
1976,2.113909015731354e-05,3.909607390336792e-06,3.5088605078012084e-06,2.117872940513418e-09
1977,2.1455344072559717e-05,3.922026540489501e-06,3.5478845542716693e-06,2.1036064160436953e-09
1978,2.143585126240006e-05,3.916603483438459e-06,3.642066401101017e-06,2.1385787109449795e-09
1979,2.1527183499918984e-05,3.986885076301405e-06,3.6524557539710907e-06,1.9911147016874307e-09
1980,2.1675436593276182e-05,4.0493867215575714e-06,3.7345908562461512e-06,1.86345654779834e-09
1981,2.1861925103751544e-05,4.075232547100833e-06,3.866031192956143e-06,1.8071879072577092e-09
1982,2.1899907941198243e-05,4.107020686205942e-06,4.085029104317073e-06,1.897420173361094e-09
1983,2.2163384658467423e-05,4.150709368592029e-06,4.13984714344094e-06,1.7825991635181789e-09
1984,2.206761304738133e-05,4.20889955421444e-06,4.179889076892453e-06,1.7248958452041408e-09
1985,2.2245661966735497e-05,4.22274907967741e-06,4.065845035126715e-06,1.562277608867037e-09
1986,2.2482154495914335e-05,4.207877412097462e-06,4.034884016488961e-06,1.52570324628089e-09
1987,2.249822033003771e-05,4.198868217437328e-06,3.814994215645129e-06,1.4856843374591984e-09
1988,2.244271620708917e-05,4.208175401540107e-06,3.5047893496604436e-06,1.4578012765196847e-09
1989,2.265338532327275e-05,4.228231383811882e-06,3.1248188666463e-06,1.3704084375224364e-09
1990,2.2582284145755693e-05,4.238334115923083e-06,2.7769640382757643e-06,1.488608902810995e-09
1991,2.2522259054572453e-05,4.249470358835035e-06,2.5052469254660537e-06,1.5471256815351759e-09
1992,2.2548237601378268e-05,4.300041122665529e-06,2.338719907259344e-06,1.653190869913398e-09
1993,2.258570644439065e-05,4.371187255206418e-06,2.074013650599227e-06,1.9612429616852214e-09
1994,2.2755095415050164e-05,4.4600204611405e-06,1.9281030258103523e-06,2.15117539654435e-09
1995,2.3003750486947994e-05,4.610010104702919e-06,1.7983939609881157e-06,2.301456739469846e-09
1996,2.3253996395007042e-05,4.696936230175197e-06,1.6501820060251963e-06,2.502777080819791e-09
1997,2.388162777476412e-05,4.813757771314288e-06,1.5307395772522016e-06,2.992514950125472e-09
1998,2.4559935679592725e-05,4.885389574025924e-06,1.439437028238899e-06,3.2802169869228237e-09
1999,2.521652900863306e-05,4.961676950188121e-06,1.2886348973292376e-06,3.560957465406237e-09
2000,2.5723307252129806e-05,5.047073305572017e-06,1.2666237288223264e-06,3.7206645066488265e-09
2001,2.651024026688122e-05,5.1272941163915675e-06,1.2386859030552192e-06,3.972253478526763e-09
2002,2.7313747393366483e-05,5.198234443274227e-06,1.1714219567693362e-06,4.20076506912892e-09
2003,2.821942039840256e-05,5.254784160310269e-06,1.117922823011343e-06,4.006069016198361e-09
2004,2.9079725209157914e-05,5.3332850516848595e-06,1.084626538678484e-06,3.4055060517599956e-09
2005,3.0328954640676136e-05,5.521740799200156e-06,1.0150691959357313e-06,3.1464130507379603e-09
2006,3.1773754536905994e-05,5.753796488404207e-06,9.35151596032873e-07,2.878516996191698e-09
2007,3.3338230943107714e-05,6.0557866033507575e-06,7.98917588846442e-07,3.4003780902125413e-09
2008,3.5000511031414915e-05,6.519978017292617e-06,6.457045823741023e-07,2.914466747304191e-09
2009,3.645969471628112e-05,6.907528326597198e-06,5.284949854253032e-07,2.4010417899931825e-09
2010,3.784607075171412e-05,7.347951915497626e-06,4.2028816592067285e-07,2.451241364649042e-09
2011,4.004249318053813e-05,7.970280941143365e-06,2.908754131526946e-07,2.2431205246428323e-09
2012,4.159592676192655e-05,8.338412823962113e-06,1.8301972229802947e-07,1.9702191425948914e-09
2013,4.264444890265752e-05,8.589384248937546e-06,1.0542725511645098e-07,1.7336812754247572e-09
2014,4.435815883750495e-05,8.81117154806686e-06,5.17708236915025e-08,5.420001421880499e-10
2015,4.586925933836028e-05,8.907323977577367e-06,3.353807809247655e-08,3.991409891094097e-10
2016,4.7666184400441125e-05,8.911125405575149e-06,2.703774055439518e-08,3.327621224204412e-10
2017,4.876885395788122e-05,8.984956669640573e-06,1.9694247862152754e-08,3.4782791230592025e-11
2018,4.8982831503963095e-05,8.768766019784379e-06,1.8453110861571532e-08,2.2241282426893606e-11
2019,4.9562001549929846e-05,8.750176448302227e-06,1.8375323707076063e-08,1.845685236590011e-11
