ngram,pot,pt,po,poot
1813,1.1103469790084222e-05,1.9985828560363317e-06,3.0528829678847354e-06,2.4399879704008398e-08
1814,1.0712112400921927e-05,2.0493163382135597e-06,2.871259084713529e-06,2.397959557904577e-08
1815,1.0369653474689195e-05,1.6200599962498278e-06,2.744907143486281e-06,2.376306986105549e-08
1816,1.0435617436347197e-05,1.6783124497773575e-06,2.6535151716546224e-06,2.553011173895519e-08
1817,1.0451990419824142e-05,1.871142071000317e-06,2.588372353784507e-06,2.0673880639167563e-08
1818,1.0566177219776104e-05,1.5388488756278612e-06,2.4819632601845243e-06,2.0654095576690323e-08
1819,1.0712103695758352e-05,1.4611976309554718e-06,2.409457140726902e-06,2.20774974175291e-08
1820,1.1039234647926475e-05,1.4288382317317883e-06,2.3760484769549554e-06,2.495521985882273e-08
1821,1.1411619327970715e-05,1.3243991036558458e-06,2.3383827283396386e-06,2.7606249096225255e-08
1822,1.1667522682858231e-05,1.3817360208382264e-06,2.3202479886614517e-06,2.460136589681789e-08
1823,1.1610919370598691e-05,1.3421926853750068e-06,2.2702934074914083e-06,2.6664972071647038e-08
1824,1.1405461529128453e-05,1.1858830118528983e-06,2.2482720721330096e-06,2.845340699561153e-08
1825,1.1395813609332045e-05,1.1488468609448837e-06,2.2070203808003238e-06,3.219877063388919e-08
1826,1.1323734205299324e-05,1.2086701904731205e-06,2.1969249896106443e-06,3.3253561174514546e-08
1827,1.1072145233421387e-05,1.194430516144556e-06,2.101629921266327e-06,2.9706053743845066e-08
1828,1.091131785610092e-05,1.2271091155266082e-06,2.112560683339585e-06,2.890219695318917e-08
1829,1.0425940152864704e-05,1.2654618899432535e-06,2.0801522688478665e-06,3.677732074436335e-08
1830,1.0426196110659345e-05,1.2536373706747587e-06,2.1363661224833256e-06,3.376721454831763e-08
1831,1.0465286452797176e-05,4.589506740363244e-06,2.1622553763985967e-06,3.2715692758042026e-08
1832,1.0380155539938382e-05,4.781431479321847e-06,2.1393607474757507e-06,2.6324065974644587e-08
1833,1.0115023542311974e-05,4.8572006546367315e-06,2.133048139642467e-06,2.3815754447907367e-08
1834,1.0093424602278642e-05,4.9365896432261384e-06,2.1257626160929377e-06,2.3846849320615808e-08
1835,9.953466490385057e-06,4.935683526647543e-06,2.0760829134555285e-06,2.2966688614392946e-08
1836,1.0172819202125538e-05,5.03256379553412e-06,2.0434989989683217e-06,1.359933410327585e-08
1837,1.0015304594292371e-05,5.12056226398272e-06,1.9342002295681075e-06,1.5332989608144284e-08
1838,1.0094728817680984e-05,1.962198504250929e-06,1.8696841185114214e-06,1.830018739720377e-08
1839,1.0408731993395901e-05,1.883747553880052e-06,1.8832981498105385e-06,1.8227754924485647e-08
1840,1.0697679629499493e-05,1.7949525792053983e-06,1.915863679511988e-06,1.909320333583407e-08
1841,1.075722125928483e-05,1.82816169009519e-06,1.9155898241608938e-06,1.8927694586271367e-08
1842,1.0756181966696334e-05,2.1415094124677125e-06,1.9736823852716564e-06,2.1363211263495226e-08
1843,1.083346978703048e-05,2.0110536362543437e-06,1.979087853344806e-06,2.1650641152908586e-08
1844,1.1068085638856115e-05,2.017821706041494e-06,2.006979635942636e-06,2.034829498549178e-08
1845,1.0871671812700307e-05,1.9120032642864056e-06,1.9857983813510927e-06,1.7217828940374602e-08
1846,1.0889940962702635e-05,1.9074647070738138e-06,1.9730380407574037e-06,1.7435180664295202e-08
1847,1.1018636411920721e-05,2.004199408085177e-06,1.9167729793220393e-06,1.795545325121241e-08
1848,1.1109378257450381e-05,2.0590356371030794e-06,1.931869860527513e-06,2.0508703560803302e-08
1849,1.1247733449896e-05,1.8494329359392786e-06,1.917250090498003e-06,1.99426314192611e-08
1850,1.1356982343256408e-05,2.0050003480979025e-06,1.9613684604077468e-06,2.1291445305239775e-08
1851,1.1338363297649526e-05,2.0353698216370375e-06,1.976717580224171e-06,2.2854047289553947e-08
1852,1.1438788273413333e-05,2.02349831722261e-06,2.0239095062736723e-06,2.787588268152571e-08
1853,1.118577958030593e-05,2.157493392067928e-06,2.0714454649350955e-06,2.9397780971456607e-08
1854,1.1102491563568556e-05,2.410199450813317e-06,2.068885838265747e-06,3.1205598613074214e-08
1855,1.0935023055935744e-05,2.6862626002964262e-06,2.0857668719794934e-06,3.257294852890677e-08
1856,1.0823850321425457e-05,2.8295772348688582e-06,2.061918881476491e-06,3.239878613011829e-08
1857,1.0858754129523212e-05,2.8979089035731576e-06,2.0693599123790463e-06,3.215914011280217e-08
1858,1.095247067236674e-05,3.288480229457491e-06,2.054321807268674e-06,3.2809815562830277e-08
1859,1.1115948057392546e-05,3.3961284771066858e-06,2.0760789668981616e-06,3.15480358027896e-08
1860,1.1300281715063778e-05,3.3867232624678375e-06,2.0475376913964283e-06,3.124311450822656e-08
1861,1.133138526451408e-05,3.845938993306065e-06,2.036983151551145e-06,3.2352600090998096e-08
1862,1.158485182323992e-05,4.0927789736347875e-06,2.0497473899792695e-06,3.390005406548166e-08
1863,1.1678744548199965e-05,4.012154217239835e-06,2.034719873985783e-06,3.3641821772789626e-08
1864,1.1576689887858396e-05,4.343531015495371e-06,1.989040924854635e-06,3.861034057552258e-08
1865,1.1465132307161444e-05,4.004155243819696e-06,1.975139801808317e-06,3.905726332829675e-08
1866,1.133658094788968e-05,3.95618829835647e-06,1.921088044452647e-06,3.9446628059230145e-08
1867,1.1172488874373293e-05,3.8998688134077904e-06,1.9134543630830843e-06,4.028616932113696e-08
1868,1.1140079160603428e-05,3.294350855347667e-06,1.9174248434085584e-06,4.130276920477627e-08
1869,1.1053095736964938e-05,2.905193371459193e-06,1.889945013187701e-06,3.771159714663749e-08
1870,1.1101607534718433e-05,2.968432811810219e-06,1.8678171695033337e-06,3.87442578337576e-08
1871,1.1300848460190796e-05,2.6337907002016436e-06,1.8871487067631928e-06,3.427618544549205e-08
1872,1.1586373277948172e-05,2.824974509556861e-06,1.8757982940899507e-06,3.378327332167633e-08
1873,1.1732123831669533e-05,2.8337325537514905e-06,1.8531116471162283e-06,3.216705048357328e-08
1874,1.1784748234536632e-05,2.9952728774722866e-06,1.8398062268585948e-06,3.1850753399810724e-08
1875,1.1915171074049016e-05,3.0708185931871412e-06,1.8556158108497454e-06,2.777659093210007e-08
1876,1.1888962295155839e-05,3.100114944183068e-06,1.830042833717016e-06,2.9361632363540073e-08
1877,1.1843641524527421e-05,3.2883556936472554e-06,1.826432350883676e-06,2.977485762707082e-08
1878,1.1706460099958349e-05,3.368976941991215e-06,1.7978814932056203e-06,3.021038555825076e-08
1879,1.1506392703657703e-05,3.384008713120628e-06,1.8091171633776476e-06,2.9476389329374797e-08
1880,1.1463158054019524e-05,3.887449825664849e-06,1.8107707546732854e-06,2.9452296855327276e-08
1881,1.1512356260417228e-05,4.044331165329952e-06,1.8236224994845024e-06,2.7841105421089196e-08
1882,1.1566259932546277e-05,4.310414429450507e-06,1.8258115882677624e-06,2.8661338191682262e-08
1883,1.1548662899128561e-05,4.5168779771691855e-06,1.8390007556133372e-06,2.8270640178058263e-08
1884,1.147793552393393e-05,4.6046430465399424e-06,1.8665696675920377e-06,2.7656665275393218e-08
1885,1.1398533907985048e-05,4.729559642718024e-06,1.8856818217370476e-06,2.6814263825209698e-08
1886,1.1349038946458937e-05,4.871497302311971e-06,1.884911755821252e-06,2.663009190939647e-08
1887,1.1352824263407715e-05,4.653402356780134e-06,1.900242848153409e-06,2.5227385387032493e-08
1888,1.1366173956568154e-05,4.624900611815974e-06,1.911578205441141e-06,2.4550898203301585e-08
1889,1.115714336005372e-05,4.491517496977135e-06,1.876959523932393e-06,2.448528973226465e-08
1890,1.119441484271582e-05,4.541965219167261e-06,1.853491572286917e-06,2.301878966802308e-08
1891,1.1229590070018145e-05,4.5099918029986185e-06,1.8258995493982053e-06,2.113666575098705e-08
1892,1.122489915620203e-05,4.881510774014584e-06,1.8233583399965677e-06,2.168002082620595e-08
1893,1.1268449660357354e-05,5.143492476885772e-06,1.764840249052213e-06,2.0284359842597562e-08
1894,1.1118923534273303e-05,5.2366850858171735e-06,1.721831413955702e-06,2.0138876724981206e-08
1895,1.1027969386694686e-05,5.34528044227045e-06,1.6696685309268235e-06,2.04206906622468e-08
1896,1.0960084442298726e-05,5.406640801603706e-06,1.6449748727609403e-06,1.9169701508709684e-08
1897,1.0953271677343374e-05,5.371574908557315e-06,1.6250738943719106e-06,1.7907309286207303e-08
1898,1.0828681427353462e-05,5.662013206477111e-06,1.5931330251208107e-06,1.6660074335967627e-08
1899,1.0741360321324983e-05,5.4448553653076355e-06,1.5555243960209606e-06,1.5063185111939348e-08
1900,1.0585576092125848e-05,5.966374958786348e-06,1.5762901901845389e-06,1.589011703170432e-08
1901,1.0581626156636048e-05,6.355842482922266e-06,1.5798465743241e-06,1.5298190270129908e-08
1902,1.047054956870852e-05,6.843547648064227e-06,1.6018595293384611e-06,1.6000043575762187e-08
1903,1.0402881863618469e-05,7.170292129948004e-06,1.6197243764638967e-06,1.5347095911571225e-08
1904,1.0353167583941416e-05,7.478927467933058e-06,1.6128852036802397e-06,1.5213000763887e-08
1905,1.0482224232483922e-05,8.025797602126009e-06,1.6599419723206665e-06,1.4665219895602734e-08
1906,1.0463038571677835e-05,8.587825180126987e-06,1.6470137000266862e-06,1.3469132856666225e-08
1907,1.045230926268102e-05,8.72259098676815e-06,1.6543767255175875e-06,1.1784507718865761e-08
1908,1.0367742496392956e-05,8.971872570587688e-06,1.6853379065651097e-06,1.0952918445233145e-08
1909,1.0405353090651001e-05,8.859170845555906e-06,1.647300337026536e-06,9.659034080503455e-09
1910,1.0350807575118129e-05,8.860871990431665e-06,1.6297157604380378e-06,9.79984740975429e-09
1911,1.0216977248741646e-05,8.743045522611023e-06,1.6295139013371745e-06,9.631871934954818e-09
1912,1.0083476029519392e-05,8.60513299422954e-06,1.5827019816632465e-06,1.0152641648021797e-08
1913,1.0045789297562027e-05,8.133913654871452e-06,1.5735758844519815e-06,1.0393864943328675e-08
1914,9.967845601620087e-06,7.423952346081413e-06,1.5316731735635715e-06,1.061004706315316e-08
1915,9.911748618053804e-06,7.085563473603023e-06,1.4635476028550848e-06,1.1431380286808235e-08
1916,9.868933895112214e-06,6.836171710996755e-06,1.4663002210519544e-06,1.0879383616213545e-08
1917,9.905024333940154e-06,6.572483276353783e-06,1.4606697667269536e-06,1.0636864087944429e-08
1918,9.936790515244606e-06,6.532140300155983e-06,1.4500043010100074e-06,1.0345544738348572e-08
1919,9.971276605418617e-06,6.294498559457549e-06,1.4487727314969691e-06,9.61296280672335e-09
1920,1.0087038260410606e-05,6.577694810922756e-06,1.4530020929929118e-06,9.321936682888626e-09
1921,1.0146076679770236e-05,6.585496066691121e-06,1.4502243012819754e-06,9.76851291919648e-09
1922,1.0299768681371851e-05,6.979415437464402e-06,1.4849122018339195e-06,9.450338099372045e-09
1923,1.0267646887639006e-05,7.149693309267084e-06,1.4886615125370945e-06,9.168872708694868e-09
1924,1.0424258497161126e-05,7.496576082693147e-06,1.4959524605728802e-06,9.481806387664652e-09
1925,1.0507212729342947e-05,8.115417001265865e-06,1.5014366649016405e-06,9.760593793523803e-09
1926,1.054846377103656e-05,8.398033904606045e-06,1.5057131089893768e-06,1.0693011428689455e-08
1927,1.0462901627761312e-05,8.525925100652135e-06,1.5270478245708676e-06,1.19450497747055e-08
1928,1.0445622137922328e-05,9.164019437386222e-06,1.5738049634299905e-06,1.1477361156713478e-08
1929,1.0280310821794306e-05,9.298963504988933e-06,1.5831180917302845e-06,1.1023505536960393e-08
1930,1.0259947755132868e-05,9.501913804602477e-06,1.5978412518182137e-06,1.1260764638214887e-08
1931,1.004028828382226e-05,9.83236584163803e-06,1.6712493301643657e-06,1.0967840096449372e-08
1932,1.0002005183196161e-05,1.0741673317430209e-05,1.7166102972104064e-06,1.1052772792246352e-08
1933,9.900753736604071e-06,1.1586215415653506e-05,1.7295383421307115e-06,1.1534674802606202e-08
1934,9.897275049297605e-06,1.1672706802658337e-05,1.7446527960731016e-06,1.0855515090010418e-08
1935,9.903806910317923e-06,1.1332310870264856e-05,1.7562120189852846e-06,1.0971732221167128e-08
1936,9.90930792405769e-06,1.1314763729127922e-05,1.761891780915903e-06,1.1856105557634627e-08
1937,9.842617665916415e-06,1.147219336417038e-05,1.8047986876419081e-06,1.2190789711041816e-08
1938,9.717279811281645e-06,1.153546794999524e-05,1.7776600803439839e-06,1.2362121485206704e-08
1939,9.604721786412743e-06,1.0919671564936704e-05,1.7820471417248233e-06,1.2687359226707225e-08
1940,9.523338901219955e-06,9.768287522352434e-06,1.826514270370743e-06,1.2010907696995737e-08
1941,9.583168840825757e-06,9.515814001913117e-06,1.8935888062644933e-06,1.1722102780506053e-08
1942,9.490773014217016e-06,9.291991513496864e-06,1.9560691920820058e-06,1.3490052376750685e-08
1943,9.55135640521933e-06,8.765998635291388e-06,1.9841387484120787e-06,1.2575726111257218e-08
1944,9.584601944620122e-06,8.34212421198442e-06,1.9971228247024035e-06,1.3689887318995325e-08
1945,9.81850566209427e-06,7.833323187307023e-06,2.0133026055191294e-06,1.3415832508404231e-08
1946,9.863958699237888e-06,7.753908058865428e-06,2.097438157631716e-06,1.2856368287421965e-08
1947,9.880779543891549e-06,8.02406813298668e-06,2.1515896345850446e-06,1.3014141129831712e-08
1948,9.796467176264351e-06,7.824555398526303e-06,2.2311763327057373e-06,1.3150491235640921e-08
1949,9.838799347302743e-06,7.928550011066754e-06,2.2510085467989223e-06,1.111558806903596e-08
1950,9.713058066803829e-06,7.999110753839237e-06,2.4458679815454943e-06,1.2207465133989054e-08
1951,9.668214131254769e-06,8.107276374045926e-06,2.4855938331061874e-06,1.1345236242529414e-08
1952,9.55349241849035e-06,8.101327109346e-06,2.5437444881910257e-06,1.1599771682873389e-08
1953,9.521993498700404e-06,7.661337869129576e-06,2.6332773554064e-06,1.1584142026574033e-08
1954,9.51370618297785e-06,7.427960489232126e-06,2.7215830219315e-06,1.138843292685416e-08
1955,9.432813775284948e-06,7.582276079379621e-06,2.7884778189348125e-06,1.1234204170104282e-08
1956,9.33694095043133e-06,7.575265044579282e-06,2.9455912746405895e-06,1.1432461707475535e-08
1957,9.298004962537171e-06,7.579703183832212e-06,3.0599642286688322e-06,9.933984936237396e-09
1958,9.265204166045546e-06,7.675401450666999e-06,3.317719639588696e-06,9.359760966276554e-09
1959,9.272553273019315e-06,7.909965006547282e-06,3.6803064956205034e-06,1.0750378111522098e-08
1960,9.17873382734667e-06,8.671575350100674e-06,3.827960719198538e-06,1.1040296676867456e-08
1961,9.076058371907233e-06,8.795014049870328e-06,4.032575264188511e-06,1.0937583283521235e-08
1962,8.944506199830876e-06,8.98459620657377e-06,4.167162582494452e-06,1.1481235137214948e-08
1963,8.856694876158144e-06,9.123345729936513e-06,4.231015347094009e-06,1.1400960810346663e-08
1964,8.817876992647403e-06,9.082001724891597e-06,4.213150662378341e-06,1.194411769489534e-08
1965,8.918519207717119e-06,9.116629956094715e-06,4.1419863074614634e-06,1.2922418183133492e-08
1966,8.849630311098216e-06,8.737550420586818e-06,3.978809542916549e-06,1.1801158019051985e-08
1967,8.988779882201925e-06,7.642730257170374e-06,3.940310567226593e-06,1.1751695489741515e-08
1968,9.045204153933031e-06,7.2990565708356115e-06,3.870822183671407e-06,1.2222336285917988e-08
1969,9.119489732256625e-06,6.898382252984447e-06,3.895636577258951e-06,1.1799468703697715e-08
1970,9.132787194435618e-06,6.659279733867152e-06,3.858765467157355e-06,1.1856189427053972e-08
1971,9.207021581200284e-06,6.56247337766607e-06,3.809559075307334e-06,1.2029100382449087e-08
1972,9.132707158901862e-06,6.361839041346684e-06,3.8434412934813215e-06,1.1048636037815283e-08
1973,9.067307083958959e-06,6.572518226935894e-06,3.828420566216144e-06,1.0482015002009705e-08
1974,8.926255759433843e-06,6.569823394134541e-06,3.845500551895904e-06,1.0214269937794792e-08
1975,8.88171338634233e-06,6.506936772763895e-06,3.893783027056738e-06,1.045326263644191e-08
1976,8.855690923935202e-06,6.810798887662324e-06,3.854828004737751e-06,1.0542001938063095e-08
1977,8.862105849922436e-06,6.739644244849582e-06,3.919504251825856e-06,1.0514816953640808e-08
1978,8.761628643177183e-06,6.763043984392425e-06,3.882329273048006e-06,1.0523816358037103e-08
1979,8.761536264501046e-06,6.614461199205834e-06,3.958865006227695e-06,1.032504608795242e-08
1980,8.786335586462104e-06,6.459695084361426e-06,3.972500248242536e-06,1.1005285191093402e-08
1981,8.851182038987255e-06,8.115767546509492e-06,3.996868339787138e-06,1.0923623656416176e-08
1982,8.82249579652645e-06,8.128121602827118e-06,3.9876713994349955e-06,1.04227500281289e-08
1983,8.828335142295276e-06,7.765197096887277e-06,3.969539842988265e-06,1.0567526536371069e-08
1984,8.859175198137694e-06,7.600890772404714e-06,3.916894846562562e-06,1.0189200975016125e-08
1985,8.8546793059712e-06,7.522226951550692e-06,3.970555326304748e-06,9.898642159912794e-09
1986,8.799765834867554e-06,8.952162975869474e-06,3.871312336351755e-06,1.0239601420737797e-08
1987,8.785345276659687e-06,9.046100720817257e-06,3.801573029704741e-06,9.491975586481009e-09
1988,8.756022517835455e-06,7.261864474068196e-06,3.693453566354167e-06,9.808688972157142e-09
1989,8.850223431571586e-06,7.168224003960079e-06,3.555226872517129e-06,1.0048894288112414e-08
1990,8.883536403508125e-06,7.278425852876223e-06,3.4251871901298207e-06,9.892339265198708e-09
1991,8.914372431588293e-06,8.503059884138306e-06,3.351991381350672e-06,1.0709858016306434e-08
1992,9.026800138859212e-06,8.331840490427567e-06,3.2176064256158758e-06,1.1056795225426543e-08
1993,9.18613594486877e-06,6.7164401116315275e-06,3.1157491581065448e-06,1.0976507195234068e-08
1994,9.375907731217531e-06,6.778138802993843e-06,3.0436501349738265e-06,1.2022846083782821e-08
1995,9.550324128732817e-06,6.6704316980446625e-06,2.940412286989158e-06,1.370768578011296e-08
1996,9.736391543161257e-06,6.477853340974045e-06,2.8833895677442863e-06,1.5595185968006068e-08
1997,1.0058106064596878e-05,6.38268368545271e-06,2.850944740982543e-06,1.8723514548314923e-08
1998,1.0381689857500273e-05,4.924903610766965e-06,2.7724680811453643e-06,2.1202421913406918e-08
1999,1.0647993284302565e-05,4.628853243307926e-06,2.7135589724431545e-06,2.3145396075920288e-08
2000,1.0904857065595155e-05,4.418511382807212e-06,2.6497692553156023e-06,2.749373249701291e-08
2001,1.1210787046625878e-05,3.825311231204458e-06,2.579268701603204e-06,2.98732261784705e-08
2002,1.1520368908739848e-05,3.5899006109372877e-06,2.5298892783861708e-06,2.8731658195470444e-08
2003,1.1789261666958087e-05,3.3960215789972736e-06,2.4263871247447762e-06,2.681422740989449e-08
2004,1.2020980648230761e-05,2.962456359715101e-06,2.3369720046113277e-06,2.380994956752147e-08
2005,1.2348624815266313e-05,2.8944571113243e-06,2.261559107604886e-06,2.1622572430958697e-08
2006,1.2861511485035798e-05,2.8912186930288693e-06,2.218668864121095e-06,1.9849788225810372e-08
2007,1.3462729969303058e-05,2.80968324009986e-06,2.157214891797464e-06,1.6074487645718298e-08
2008,1.4226028464950754e-05,2.695093663922827e-06,2.162317969123251e-06,1.3735948378723606e-08
2009,1.4734200833897506e-05,2.585291310554437e-06,2.246302139090923e-06,1.3510085114124389e-08
2010,1.5150933904806152e-05,2.514718192157618e-06,2.3703573138586113e-06,1.353045167970127e-08
2011,1.5825236654823778e-05,2.4109743402992275e-06,2.3695777144894237e-06,1.4228880042464555e-08
2012,1.6299110289505086e-05,2.253999550053517e-06,2.396484822903793e-06,1.5102295160472423e-08
2013,1.6437877742906233e-05,2.1460722499406463e-06,2.4416532531696637e-06,1.5148564180833546e-08
2014,1.6549647105940884e-05,2.047831977896359e-06,2.722738210130566e-06,1.841321799795586e-08
2015,1.6367768174469738e-05,1.9953628550086122e-06,3.4761804467312426e-06,1.8544259841998415e-08
2016,1.6550350275273168e-05,1.9613351826462477e-06,3.416991441034562e-06,1.863540902543751e-08
2017,1.674446533191561e-05,1.932052687910376e-06,3.495017798134844e-06,1.9587238793879653e-08
2018,1.6561160009587184e-05,1.9270135226179263e-06,3.758415004995186e-06,2.020951299641638e-08
2019,1.6485827472934034e-05,1.9285868972929165e-06,4.1165603192894196e-06,1.9785867166888238e-08
