ngram,pot,pt,po,poot
1543,8.301111457902672e-07,1.5046463366681046e-06,0.0,0.0
1544,1.6647406612589423e-06,1.5046463366681046e-06,0.0,0.0
1545,2.2005808659741888e-06,1.5046463366681046e-06,8.037602908318929e-07,0.0
1546,1.6501759156588896e-06,1.5046463366681046e-06,8.037602908318929e-07,0.0
1547,1.6501759156588896e-06,4.7817875383771025e-06,4.080901492540891e-06,0.0
1548,1.6501759156588896e-06,4.7817875383771025e-06,4.3781434279870675e-06,0.0
1549,1.6501759156588896e-06,3.277141201708998e-06,4.3781434279870675e-06,0.0
1550,1.6501759156588896e-06,3.277141201708998e-06,4.3781434279870675e-06,0.0
1551,8.155464001902146e-07,3.277141201708998e-06,6.739340571065051e-06,0.0
1552,2.443039128203444e-06,3.277141201708998e-06,5.935580280233158e-06,0.0
1553,2.1633329327284756e-06,3.277141201708998e-06,5.935580280233158e-06,0.0
1554,2.1633329327284756e-06,0.0,2.65843907852416e-06,0.0
1555,2.1633329327284756e-06,0.0,2.361197143077983e-06,0.0
1556,3.2042092113572707e-06,0.0,3.4020734217067783e-06,0.0
1557,4.058424188510149e-05,0.0,3.4020734217067783e-06,0.0
1558,4.058424188510149e-05,0.0,1.7229249351657927e-06,0.0
1559,8.999760718454906e-05,0.0,1.7229249351657927e-06,0.0
1560,8.999760718454906e-05,0.0,1.7229249351657927e-06,0.0
1561,0.00011297238091044295,0.0,1.7229249351657927e-06,0.0
1562,0.00011475009549550512,0.0,3.5006395202279757e-06,0.0
1563,0.00011461846263825594,0.0,2.459763241599181e-06,0.0
1564,7.723842996451172e-05,0.0,2.459763241599181e-06,0.0
1565,7.926203124952735e-05,1.011800642507816e-06,1.7777145850621828e-06,0.0
1566,2.7685333017351305e-05,1.011800642507816e-06,5.585055597683615e-06,0.0
1567,2.905012765300593e-05,1.6941979603351292e-06,8.997042121856274e-06,0.0
1568,6.075353927112051e-06,1.6941979603351292e-06,8.997042121856274e-06,0.0
1569,4.297639342049868e-06,4.254299145551548e-05,7.219327536794091e-06,0.0
1570,3.3883959206702585e-06,4.405400373538474e-05,8.730339816663348e-06,0.0
1571,3.3883959206702585e-06,4.405400373538474e-05,8.730339816663348e-06,0.0
1572,7.604324309795629e-06,4.304220309287692e-05,9.250300601187128e-06,0.0
1573,7.604324309795629e-06,4.304220309287692e-05,5.4429595885656975e-06,0.0
1574,7.328952766069311e-06,4.235980577504961e-05,3.1203961563213463e-06,0.0
1575,8.586232395048552e-06,4.235980577504961e-05,4.377675785300588e-06,0.0
1576,1.3093036938828715e-05,2.089027176615283e-05,5.729717096463511e-06,0.0
1577,1.3093036938828715e-05,2.193073539404265e-05,4.218704816594254e-06,0.0
1578,1.4056689386572024e-05,2.2412561617914306e-05,5.423270392514366e-06,0.0
1579,9.110669322711016e-06,2.3059316423054304e-05,5.550064413130583e-06,0.0
1580,9.110669322711016e-06,2.3059316423054304e-05,5.550064413130583e-06,0.0
1581,8.61455360531441e-06,2.8399082988731345e-05,4.460641321202274e-06,0.0
1582,9.0331994735087e-06,2.8399082988731345e-05,3.2033616922230327e-06,0.0
1583,4.766706232268396e-06,1.2143870500429849e-05,2.091631683599969e-06,0.0
1584,5.665817817706349e-06,9.592394592670774e-06,2.091631683599969e-06,0.0
1585,9.608835755768399e-06,9.299286456812947e-06,2.2080927400176213e-06,0.0
1586,8.315326145488403e-06,8.652531651672949e-06,1.5613379348776237e-06,0.0
1587,9.007485264841567e-06,1.072900900973244e-05,1.5613379348776237e-06,0.0
1588,8.414177890309865e-06,5.389242444055396e-06,1.5613379348776237e-06,0.0
1589,1.0472781858490115e-05,5.389242444055396e-06,1.5613379348776237e-06,0.0
1590,1.2312275755123534e-05,2.5251710959699788e-06,2.6209049143030176e-06,0.0
1591,1.2745831424711338e-05,3.058238023965844e-06,3.6870387702947482e-06,5.330669279958653e-07
1592,1.559979409648804e-05,2.8695199359520174e-06,2.962983931606037e-06,5.330669279958653e-07
1593,2.0958435535638792e-05,2.8695199359520174e-06,3.186260658237318e-06,5.330669279958653e-07
1594,2.2110223783654093e-05,7.930425778925252e-07,3.856786991361462e-06,5.330669279958653e-07
1595,3.1126165335341026e-05,1.694636759046781e-06,9.266352338142627e-06,5.330669279958653e-07
1596,3.117916393031399e-05,2.115473210194198e-06,1.010802524043746e-05,5.330669279958653e-07
1597,3.0794228093457476e-05,2.218683838301721e-06,9.655581639630587e-06,5.330669279958653e-07
1598,2.9859666093606002e-05,1.9510204083417193e-06,8.85485128167472e-06,0.0
1599,2.2806499925666556e-05,2.304753853163025e-06,8.493701784573204e-06,0.0
1600,1.9364968076323358e-05,2.730778192017169e-06,8.90946156622314e-06,0.0
1601,2.123217408162808e-05,2.730778192017169e-06,8.629582956538278e-06,0.0
1602,1.5661456148206655e-05,1.9335847290286826e-06,3.324418327922883e-06,0.0
1603,1.4346588743917113e-05,1.5127482778812658e-06,2.894855534967584e-06,0.0
1604,1.2821989701348815e-05,1.3198323196255451e-06,2.387961493306128e-06,0.0
1605,1.3548253377848596e-05,1.1668657131329901e-06,2.7971793282891407e-06,2.2487378308661781e-07
1606,1.692487192680606e-05,9.732924825454705e-07,2.801597361212771e-06,2.2487378308661781e-07
1607,1.5754259412200815e-05,5.472681436913263e-07,2.1625608529315547e-06,2.2487378308661781e-07
1608,1.683536822838505e-05,7.469457403073778e-07,2.171268322724375e-06,2.2487378308661781e-07
1609,1.52768843528455e-05,8.312189996623991e-07,3.198911502165304e-06,2.2487378308661781e-07
1610,1.4078706288143752e-05,9.586672636682384e-07,3.1691461767227987e-06,2.2487378308661781e-07
1611,1.4420497369168775e-05,8.908092224503759e-07,4.262377420413291e-06,2.2487378308661781e-07
1612,1.6524137176280158e-05,7.78372330907067e-07,9.505772108501073e-06,0.0
1613,1.2919483164556109e-05,9.378330787512823e-07,1.1502878611021775e-05,0.0
1614,1.2832205584345502e-05,9.378330787512823e-07,1.4139756590988587e-05,0.0
1615,1.0325602845893758e-05,1.5000419872584253e-06,1.5645117693046423e-05,0.0
1616,1.1322259362194537e-05,1.6717925421159765e-06,1.5954771924953093e-05,0.0
1617,1.1777355439335224e-05,1.667885612732789e-06,1.742554715227535e-05,0.0
1618,1.1856156886226796e-05,1.7624276113435502e-06,1.6287206692920465e-05,0.0
1619,1.0991372684137396e-05,1.8749621111575315e-06,1.1382001178260128e-05,0.0
1620,1.1519330395718238e-05,1.5553411490795303e-06,1.0454260193780232e-05,0.0
1621,1.335796274101345e-05,2.0905951519775305e-06,1.0850488056998334e-05,0.0
1622,1.1564742148298787e-05,1.3990570550959092e-06,9.367862211157834e-06,0.0
1623,1.0567245258893568e-05,1.3080467137375048e-06,8.464992463684342e-06,0.0
1624,9.434995360736917e-06,2.976491625109442e-06,7.358533431605403e-06,0.0
1625,1.0505426319338898e-05,3.6101842511016002e-06,8.724395814039911e-06,0.0
1626,8.371823599061048e-06,3.727271567705819e-06,9.089316206102791e-06,0.0
1627,8.962147830970935e-06,3.727271567705819e-06,8.418795719730302e-06,0.0
1628,8.233109870811209e-06,3.5195756871481924e-06,6.89245728478584e-06,0.0
1629,9.061140514989216e-06,4.35705006956206e-06,7.130601586270911e-06,0.0
1630,1.0797699035590216e-05,4.346382866060594e-06,8.48925122097301e-06,0.0
1631,1.224084969310622e-05,4.0280762212725155e-06,8.536110077069939e-06,0.0
1632,1.1404191094957891e-05,3.83881225778688e-06,7.791077613157021e-06,0.0
1633,1.3642239667076086e-05,4.431747194238207e-06,8.058460220386873e-06,0.0
1634,1.3525544220881005e-05,4.555165357292676e-06,9.147229125768977e-06,0.0
1635,1.4802559754960904e-05,4.80384521292113e-06,9.863093964668224e-06,0.0
1636,1.6695333475321865e-05,4.243400058255377e-06,1.0158147688343888e-05,0.0
1637,1.6438241410859128e-05,4.423613834855392e-06,9.57755199643933e-06,0.0
1638,1.6013802840981433e-05,3.4886145304621356e-06,1.006339782959133e-05,0.0
1639,1.643509131099563e-05,3.3144529863550687e-06,1.0626670895622478e-05,0.0
1640,1.5817965894322178e-05,3.3143606726428388e-06,1.1037718455294712e-05,0.0
1641,1.5949444267399876e-05,4.504828439166886e-06,1.1698747649851221e-05,0.0
1642,1.4091063089186459e-05,4.036540295666262e-06,1.0663563638705195e-05,0.0
1643,1.1600399440275006e-05,3.779485106341391e-06,1.0159887389298611e-05,0.0
1644,9.518294129000943e-06,3.8904931248647955e-06,9.667958270905988e-06,0.0
1645,9.179290892851505e-06,3.6465137977107328e-06,9.616513352739275e-06,4.9116830983361326e-08
1646,8.840012924338225e-06,3.380769222920727e-06,1.0051008725245733e-05,4.9116830983361326e-08
1647,8.238014613328102e-06,2.766395888491908e-06,9.243394320687262e-06,4.9116830983361326e-08
1648,8.734583129158377e-06,1.7734545930839625e-06,7.954892518163043e-06,9.496606675643956e-08
1649,9.033462577333142e-06,1.9001880754590924e-06,8.879594231205243e-06,9.496606675643956e-08
1650,1.4240101401290823e-05,2.3369072843187107e-06,8.998943810313773e-06,2.7064661318425873e-07
1651,1.4805844395076357e-05,2.0879390863878404e-06,9.50699307265625e-06,2.7064661318425873e-07
1652,1.4530891933515835e-05,2.2386092918428143e-06,1.0394585452948896e-05,2.2152978220089737e-07
1653,1.6488525683858563e-05,2.187884027599856e-06,1.0214198612499916e-05,2.2152978220089737e-07
1654,1.8226768458719433e-05,2.187208857711604e-06,1.0417563446805747e-05,2.2152978220089737e-07
1655,1.849992856607839e-05,2.0405733656454165e-06,1.0827860933204647e-05,1.7568054642781915e-07
1656,1.8418128092889674e-05,2.1230413754632797e-06,9.848394256550819e-06,2.662952088680218e-07
1657,1.4880090800163868e-05,2.2355016946156477e-06,1.0222783138098229e-05,9.061466244020266e-08
1658,2.2306592394930442e-05,2.5778887058030316e-06,1.0498249724020883e-05,9.061466244020266e-08
1659,2.4810730402740383e-05,2.2290190843575275e-06,8.961745931758611e-06,9.061466244020266e-08
1660,2.3389597377640064e-05,2.158442327981902e-06,7.869501392373682e-06,9.061466244020266e-08
1661,2.3896449160279838e-05,2.0853972111061533e-06,6.955073169072941e-06,9.061466244020266e-08
1662,2.35442171937653e-05,2.154687227370492e-06,6.134591623257231e-06,9.061466244020266e-08
1663,2.332219966254862e-05,2.100315815109103e-06,6.512892826192131e-06,6.569497859995213e-08
1664,2.246383480399215e-05,2.1289645084315064e-06,6.432207718327325e-06,1.4430094097406254e-07
1665,1.548109386411462e-05,1.7060350013967503e-06,5.6614793655691235e-06,1.4430094097406254e-07
1666,1.4651413299101737e-05,1.7693270381511996e-06,6.280921979850973e-06,1.4430094097406254e-07
1667,1.5479928931329467e-05,1.9487707650763956e-06,6.483283771428562e-06,1.4430094097406254e-07
1668,1.4305208164192404e-05,1.989412810741799e-06,7.127137320951858e-06,1.8805415688153255e-07
1669,1.3563241217135718e-05,1.8356759272007496e-06,7.455378831114753e-06,2.1800824916746414e-07
1670,1.3849399952700228e-05,1.8820893582674865e-06,7.181167737663989e-06,1.52313270567512e-07
1671,1.646226402434487e-05,1.7614813957931931e-06,7.489807882978182e-06,7.37073081934016e-08
1672,1.6506556936032473e-05,1.8608311376868057e-06,7.759094257510566e-06,7.37073081934016e-08
1673,1.5067157879197371e-05,1.997951999653326e-06,7.401899893011432e-06,9.845017854916347e-08
1674,1.3999125258123968e-05,1.868455569820071e-06,7.273811206687242e-06,9.845017854916347e-08
1675,1.3121581754863395e-05,2.1052647006009854e-06,7.190666370401491e-06,1.233339617101592e-07
1676,1.3680255636115493e-05,2.1442419568172355e-06,7.503569122491172e-06,9.337986942422763e-08
1677,1.31520007796228e-05,2.103738194948944e-06,6.904933473249132e-06,9.337986942422763e-08
1678,9.763226184337068e-06,1.8948112158666066e-06,6.767393447911932e-06,9.337986942422763e-08
1679,8.53361403382483e-06,1.782649308422281e-06,6.490950064679575e-06,9.337986942422763e-08
1680,8.129159206354026e-06,1.8115695833590247e-06,6.826317855614304e-06,6.863699906846574e-08
1681,8.021946281847444e-06,9.087853145826688e-06,7.050431967010289e-06,6.863699906846574e-08
1682,8.072485733074635e-06,8.938124575966608e-06,7.101418889630752e-06,2.016103297007378e-08
1683,8.785584408802346e-06,9.118226232983164e-06,6.520362798515375e-06,2.016103297007378e-08
1684,9.1016987166118e-06,9.14175245725346e-06,6.934201922246887e-06,2.016103297007378e-08
1685,9.799612923546062e-06,9.045606719025403e-06,6.868316177133238e-06,2.016103297007378e-08
1686,9.521044181123475e-06,9.252398886669003e-06,6.728462657130356e-06,2.016103297007378e-08
1687,9.594757427424025e-06,9.173764689356695e-06,6.540639398216237e-06,2.016103297007378e-08
1688,9.569947191526548e-06,2.0003169213720995e-06,6.579276941920398e-06,2.016103297007378e-08
1689,8.962023522534374e-06,1.8960793438184607e-06,6.061521422192787e-06,0.0
1690,7.212266284893433e-06,1.7117598970019441e-06,5.872033528118793e-06,0.0
1691,6.5429236591236465e-06,1.6397385707023204e-06,5.431707969754436e-06,0.0
1692,6.176833786802101e-06,1.6339490197684166e-06,5.313877604099357e-06,0.0
1693,6.100386274608484e-06,1.4389692881065587e-06,5.281522524975506e-06,0.0
1694,6.096249697813099e-06,1.3380820616605758e-06,4.9999013884059555e-06,2.4385550594680742e-08
1695,5.846504011840027e-06,1.1981649907154081e-06,4.657257185109691e-06,3.9892354055025085e-08
1696,6.521359864564147e-06,1.2292605008821868e-06,4.655671611024965e-06,3.9892354055025085e-08
1697,6.703173637236302e-06,1.3250510002243182e-06,4.682639753030214e-06,5.4586503698114286e-08
1698,7.101259078418869e-06,1.3122819219851017e-06,4.859205026670159e-06,5.4586503698114286e-08
1699,7.005814105858528e-06,1.572244026907096e-06,4.987370955080093e-06,6.765604406869638e-08
1700,7.410194354763787e-06,1.6907298296635936e-06,5.121864887769334e-06,8.065389676760657e-08
1701,7.49393841813019e-06,2.327424031786255e-06,5.362026318575122e-06,7.560186483195658e-08
1702,7.846623442934028e-06,2.5699676890716157e-06,5.601164048130158e-06,9.605054174244287e-08
1703,7.524390379590581e-06,2.6460053764562223e-06,5.788375736821243e-06,9.605054174244287e-08
1704,7.364064848453771e-06,2.61615200867839e-06,6.0494628217254236e-06,9.00181587683489e-08
1705,7.212154417045115e-06,3.0772463333050837e-06,5.93892381013055e-06,9.917596344166668e-08
1706,7.2710306864922e-06,2.7910360651211315e-06,5.955492724751821e-06,1.1933257074555774e-07
1707,7.463144031914583e-06,2.756903216192898e-06,5.916075809052147e-06,1.1848717105879456e-07
1708,7.5574717551977045e-06,2.2922093389102623e-06,5.856153165950673e-06,1.280912544286496e-07
1709,7.320877362612269e-06,2.2332002182728113e-06,5.618562356955538e-06,9.213577405781897e-08
1710,6.635142589012892e-06,2.24365154671042e-06,5.47289878990601e-06,1.4378084602282926e-07
1711,7.024846386879549e-06,2.295400885746598e-06,5.418816661923691e-06,1.545037367886185e-07
1712,7.4407793623062645e-06,1.8115593028206994e-06,5.588485821915258e-06,1.5620935199324647e-07
1713,7.4704195347814154e-06,1.9148494629916968e-06,5.467960623458826e-06,2.527993865036089e-07
1714,6.963799023651518e-06,1.783327141830731e-06,5.681241158786829e-06,2.5021854404323154e-07
1715,6.913795979406652e-06,1.95187469996329e-06,5.756221396170856e-06,2.4392564869555956e-07
1716,7.817675980602092e-06,2.0294976690950406e-06,5.827292170579312e-06,3.2362026810720377e-07
1717,8.451213034277316e-06,1.9985822713611664e-06,6.065233459854166e-06,2.872580070954557e-07
1718,8.205440995620198e-06,1.918850947341915e-06,6.052379896053546e-06,2.910986184799315e-07
1719,8.12825477883702e-06,2.037076861987381e-06,6.074236158123572e-06,2.868200696631058e-07
1720,7.979749430627894e-06,1.9680048970777923e-06,5.877561566843984e-06,1.5700388747827025e-07
1721,7.960893136831665e-06,1.988437182782426e-06,1.255835981542727e-05,1.5619233500225554e-07
1722,8.77745222689035e-06,1.7179484237723436e-06,1.5220197967989537e-05,1.3354762832104177e-07
1723,7.917473989696841e-06,1.5243046748634827e-06,1.582093864271883e-05,7.237853694164187e-08
1724,8.394526438288657e-06,1.4265526877872098e-06,1.571005649176576e-05,7.470848473190017e-08
1725,8.18377221938655e-06,1.4551525769742772e-06,1.5531081252057838e-05,5.1483215912639935e-08
1726,7.76538997472796e-06,1.2672234837347268e-06,1.5409215523374898e-05,4.489834485151992e-08
1727,7.817444903983934e-06,1.4126078034288575e-06,1.5872364461496806e-05,5.858377656003151e-08
1728,8.004810816990876e-06,1.3429981647407528e-06,9.0153398559778e-06,5.63032784839379e-08
1729,7.126458058337448e-06,1.254065271690966e-06,6.219458685206648e-06,6.26752552079779e-08
1730,7.2329757391084315e-06,1.2653586947765559e-06,5.573163629638397e-06,4.414972717573359e-08
1731,6.602582938545051e-06,1.257920489803967e-06,5.464425742372571e-06,4.743718713078644e-08
1732,8.92332803102493e-06,1.2419823747222836e-06,5.756452472789013e-06,5.369571098867709e-08
1733,8.935303152871451e-06,1.3307257274521232e-06,5.866137079075477e-06,6.774525017151842e-08
1734,9.101018154719246e-06,1.1161898133390683e-06,5.6989707835392826e-06,5.405981846300685e-08
1735,8.963241790687399e-06,1.3552260367889955e-06,5.755631783748478e-06,4.7580258463345415e-08
1736,1.005079859948767e-05,1.3545699825304576e-06,5.770660534056203e-06,4.672060681189448e-08
1737,1.000067212381899e-05,1.3280761744941368e-06,5.654626875184476e-06,4.672060681189448e-08
1738,9.804350741303227e-06,1.3809549597811253e-06,5.991889338474721e-06,3.131220438490345e-08
1739,7.83356472311425e-06,1.3381838763442438e-06,5.733411009194762e-06,2.828459701374543e-08
1740,8.243367639287108e-06,1.3066729707134073e-06,5.452909590530908e-06,2.1722336437538355e-08
1741,8.143920630183337e-06,1.2678251713233685e-06,4.940767666994361e-06,3.3605037990420376e-08
1742,8.648397982012415e-06,1.0396021252745413e-06,4.916281406102436e-06,4.6359782552534464e-08
1743,7.921433020133658e-06,1.182497661440201e-06,4.737461819916332e-06,6.011024465481438e-08
1744,8.092949168972804e-06,1.2335621184839901e-06,4.806693531073896e-06,6.903836537373666e-08
1745,7.97771274717109e-06,1.3379926226012425e-06,4.537112999969395e-06,6.354654910215426e-08
1746,8.684986239261758e-06,1.4245560383382587e-06,4.657274985220283e-06,6.52936097570286e-08
1747,8.965186615179327e-06,1.3771231773976718e-06,4.7919695264551724e-06,5.780633115039434e-08
1748,9.074641963837036e-06,1.458856006917943e-06,5.05649053853371e-06,4.592362959751231e-08
1749,9.005323655791081e-06,1.3794392746798882e-06,4.907727673396169e-06,3.316888503539823e-08
1750,8.570147591464255e-06,1.2450082514143496e-06,4.99527232022956e-06,1.7204829307258607e-08
1751,8.909393402843437e-06,1.1413872057021633e-06,5.346468567170502e-06,1.1845847223769721e-08
1752,1.0178154687829582e-05,1.0006867349992327e-06,5.610510080649485e-06,2.3541618178666923e-08
1753,1.0272398347816697e-05,9.476243779512775e-07,5.829551875129775e-06,3.868105074340227e-08
1754,1.0812495929712895e-05,1.0195010621113658e-06,5.9928072784844384e-06,4.2865119453949774e-08
1755,1.1863220087044673e-05,9.591027695218405e-07,6.166534928654853e-06,4.6718427222052535e-08
1756,1.2260960439951824e-05,1.1474323368279978e-06,6.500392958384639e-06,5.8860309388413564e-08
1757,1.3029641455172428e-05,1.1583502604090817e-06,6.835391169650913e-06,5.860670120633975e-08
1758,1.2739207185014883e-05,1.1556726186816896e-06,6.940271370175262e-06,5.503756257090637e-08
1759,1.1895449720863585e-05,1.2397658630496672e-06,6.743315160357659e-06,4.3341791616009166e-08
1760,1.1812948287115432e-05,1.2813838533734919e-06,6.691115166696753e-06,3.919258340090437e-08
1761,1.2129195316187438e-05,1.3151047174427992e-06,6.6604173168473475e-06,4.3335216811816024e-08
1762,1.2224417332618032e-05,1.3448998450777644e-06,6.625217273332444e-06,3.948190904371326e-08
1763,1.2326718595951596e-05,1.3603815724699025e-06,6.503107540213802e-06,2.734002687735223e-08
1764,1.2915435685759544e-05,1.4756088668426465e-06,6.321037354999655e-06,3.834830205765424e-08
1765,1.4056054169486742e-05,1.5564386006060107e-06,6.1655646277358755e-06,5.603275253309091e-08
1766,1.4894344141274424e-05,1.5306680357493211e-06,6.323994252202933e-06,5.9433804671422356e-08
1767,1.4727250475386557e-05,1.5174185656568234e-06,6.1631260125847935e-06,4.346560318018484e-08
1768,1.4662896709134137e-05,1.7483870351497899e-06,6.247399012084186e-06,4.318553870064079e-08
1769,1.4360314967884083e-05,1.719011801729461e-06,6.252155279591014e-06,6.146309746871534e-08
1770,1.440291492014824e-05,1.7086236831736251e-06,6.349565085526722e-06,6.146309746871534e-08
1771,1.4589388618852744e-05,1.6025564621356483e-06,6.2395846985704595e-06,5.267498665822197e-08
1772,1.4615393411077093e-05,1.7268479431160294e-06,6.221844549665028e-06,3.762661801179742e-08
1773,1.4778802843855893e-05,1.7020305936707051e-06,6.001926586967394e-06,4.460632929692565e-08
1774,1.5170011205814912e-05,1.708128170970927e-06,6.220094422003188e-06,4.995125557627489e-08
1775,1.5241934566542373e-05,1.4229976354077474e-06,6.196208622506154e-06,4.768199625613891e-08
1776,1.4626228871098387e-05,1.4164848250532356e-06,6.13055213502126e-06,3.2116806991666635e-08
1777,1.5063144798789705e-05,1.4982932400796147e-06,6.011218764407593e-06,3.795290761031213e-08
1778,1.4216130953822617e-05,1.5682398952776566e-06,6.1561868928298025e-06,3.546876367214022e-08
1779,1.3133259147122902e-05,1.8340079220381864e-06,6.243531970540062e-06,4.0517739005200126e-08
1780,1.2518675768140903e-05,1.9640420662523994e-06,6.384964893056479e-06,3.9533536825128324e-08
1781,1.3364079807485854e-05,1.9108711382744204e-06,6.148140008528051e-06,3.801364429583438e-08
1782,1.3394669752285284e-05,1.8943629811474239e-06,6.079177962549563e-06,3.223626597405525e-08
1783,1.4565439674437844e-05,1.903390609316245e-06,6.149967638131264e-06,3.6047693845781785e-08
1784,1.4854291034030861e-05,1.8000191468152998e-06,6.221658103251164e-06,1.6669831001284559e-07
1785,1.5346000379525193e-05,1.7333224897291594e-06,6.121437049192277e-06,1.703896559084634e-07
1786,1.5814149784481352e-05,1.3331250881622379e-06,5.826678781366874e-06,1.6672489370047776e-07
1787,1.6578471461668543e-05,1.2186155312779841e-06,5.689299021988907e-06,1.637740406782281e-07
1788,1.6255711281181512e-05,1.299998335265887e-06,5.857303286964972e-06,1.9914556911463217e-07
1789,1.59472443296441e-05,1.3543592558562523e-06,5.9190753225785945e-06,2.0263572356579322e-07
1790,1.5180910200537515e-05,1.4773849638264177e-06,5.914437289382997e-06,2.0163616807979322e-07
1791,1.4663299225503579e-05,1.6723716466263535e-06,5.938998063876559e-06,7.818104665245431e-08
1792,1.4513529094983824e-05,1.7434189528233089e-06,5.995920478848607e-06,7.932639129697755e-08
1793,1.4938368492169371e-05,1.7985459927721031e-06,6.02126783633139e-06,7.92501848272715e-08
1794,1.5436766911339612e-05,1.82909707291401e-06,6.1124961965625905e-06,7.679641887494069e-08
1795,1.4896576431056019e-05,1.9191824256787574e-06,5.984110365326549e-06,4.855912167605376e-08
1796,1.527359641581175e-05,1.912767028703196e-06,5.803002685362506e-06,4.791345199959908e-08
1797,1.593747466748547e-05,1.9003774208873177e-06,5.58380640671073e-06,4.5223828491560066e-08
1798,1.6465656829365927e-05,1.951206383767255e-06,5.187423864429418e-06,3.97147698854334e-08
1799,1.6973229451520767e-05,1.909623977423637e-06,4.931717090325297e-06,3.510078348613531e-08
1800,1.641091941045098e-05,1.8678189722517606e-06,4.690762515175655e-06,3.3626678584499e-08
1801,1.7395826814338632e-05,1.9851931288680395e-06,4.359056999549336e-06,3.2420779204146907e-08
1802,1.7376002948107532e-05,1.8379412430087022e-06,4.155896996443127e-06,2.4934528600592135e-08
1803,1.684878134255996e-05,1.7850848215467913e-06,4.0479668704002895e-06,2.6302043210080228e-08
1804,1.6794219715978086e-05,1.7459974839896728e-06,4.013524890719314e-06,2.6518200460908962e-08
1805,1.611983004425253e-05,1.5197282274519758e-06,3.93447151379535e-06,2.2890826250383204e-08
1806,1.5723084028910046e-05,1.5106040141940217e-06,3.7658214101351665e-06,2.169682909526825e-08
1807,1.5861100889326606e-05,1.537113332363203e-06,3.8196860714379e-06,2.1109836545463168e-08
1808,1.3899308474460018e-05,1.7521459442702638e-06,3.750905372206554e-06,2.491396282928398e-08
1809,1.338146297972084e-05,1.7306525381042905e-06,3.622247147307332e-06,2.2526497365861686e-08
1810,1.3200734818903065e-05,1.7462887983908461e-06,3.424038011092177e-06,2.419881450776984e-08
1811,1.2214631429482584e-05,2.0240735563805046e-06,3.232295252278813e-06,2.653886976844433e-08
1812,1.1785896276705898e-05,2.0003963397487368e-06,3.128954111681586e-06,2.4075956847216925e-08
