ngram,chocolate,choclate,choclate,chooolate
1632,2.296218164182002e-07,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,2.1948038205924343e-07,0.0,0.0,0.0
1638,2.1948038205924343e-07,0.0,0.0,0.0
1639,2.1948038205924343e-07,0.0,0.0,0.0
1640,2.1948038205924343e-07,0.0,0.0,0.0
1641,2.1948038205924343e-07,0.0,0.0,0.0
1642,2.1948038205924343e-07,0.0,0.0,0.0
1643,2.1948038205924343e-07,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,5.81030446612983e-08,0.0,0.0,0.0
1656,5.81030446612983e-08,0.0,0.0,0.0
1657,5.81030446612983e-08,0.0,0.0,0.0
1658,5.81030446612983e-08,0.0,0.0,0.0
1659,9.027022989422611e-08,0.0,0.0,0.0
1660,1.7044503002645278e-07,0.0,0.0,0.0
1661,3.048158479909294e-07,0.0,0.0,0.0
1662,3.279125227858718e-07,0.0,0.0,0.0
1663,3.279125227858718e-07,0.0,0.0,0.0
1664,3.279125227858718e-07,0.0,0.0,0.0
1665,3.279125227858718e-07,0.0,0.0,0.0
1666,2.9574533755294397e-07,0.0,0.0,0.0
1667,2.155705374207173e-07,0.0,0.0,0.0
1668,8.119971945624066e-08,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,4.2946510347974254e-08,0.0,0.0,0.0
1677,4.2946510347974254e-08,0.0,0.0,0.0
1678,6.286508177514147e-08,0.0,0.0,0.0
1679,6.286508177514147e-08,0.0,0.0,0.0
1680,8.096701061991293e-08,0.0,0.0,0.0
1681,8.096701061991293e-08,0.0,0.0,0.0
1682,1.011280435899867e-07,0.0,0.0,0.0
1683,5.818153324201246e-08,0.0,0.0,0.0
1684,5.818153324201246e-08,0.0,0.0,0.0
1685,3.8262961814845246e-08,0.0,0.0,0.0
1686,3.8262961814845246e-08,0.0,0.0,0.0
1687,2.016103297007378e-08,0.0,0.0,0.0
1688,2.016103297007378e-08,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,9.405358371493224e-08,0.0,0.0,0.0
1694,9.405358371493224e-08,0.0,0.0,0.0
1695,1.0956038717527658e-07,0.0,0.0,0.0
1696,1.0956038717527658e-07,0.0,0.0,0.0
1697,1.0956038717527658e-07,0.0,0.0,0.0
1698,1.199316577477865e-07,0.0,0.0,0.0
1699,1.199316577477865e-07,0.0,0.0,0.0
1700,2.5878074032854263e-08,0.0,0.0,0.0
1701,2.5878074032854263e-08,0.0,0.0,0.0
1702,1.0371270572509924e-08,0.0,0.0,0.0
1703,1.0371270572509924e-08,0.0,0.0,0.0
1704,1.0371270572509924e-08,0.0,0.0,0.0
1705,6.410463372828548e-08,0.0,0.0,0.0
1706,1.6378307675170488e-07,0.0,0.0,0.0
1707,3.460698678736662e-07,0.0,0.0,0.0
1708,3.5571573521662815e-07,0.0,0.0,0.0
1709,3.677407513740556e-07,0.0,0.0,0.0
1710,3.8495577468568497e-07,0.0,0.0,0.0
1711,3.8495577468568497e-07,0.0,0.0,0.0
1712,3.208511409573995e-07,0.0,0.0,0.0
1713,2.7526277587445034e-07,0.0,0.0,0.0
1714,1.5997725759981612e-07,0.0,0.0,0.0
1715,2.069431559448276e-07,0.0,0.0,0.0
1716,2.126280561144865e-07,0.0,0.0,0.0
1717,2.1069584375611937e-07,0.0,0.0,0.0
1718,2.726298952942281e-07,0.0,0.0,0.0
1719,2.9896937953870814e-07,0.0,0.0,0.0
1720,2.448793015982379e-07,0.0,0.0,0.0
1721,2.129182610539309e-07,0.0,0.0,0.0
1722,2.2585477564364608e-07,0.0,0.0,0.0
1723,2.9459732482044796e-07,0.0,0.0,0.0
1724,5.141513079414446e-07,0.0,0.0,0.0
1725,4.595702094434273e-07,0.0,0.0,0.0
1726,4.3323072519894724e-07,0.0,0.0,0.0
1727,4.7428702133954304e-07,0.0,0.0,0.0
1728,4.4572634903618435e-07,0.0,0.0,0.0
1729,4.1440992910273575e-07,0.0,0.0,0.0
1730,3.36140701559121e-07,0.0,0.0,0.0
1731,1.0130390748486207e-07,0.0,0.0,0.0
1732,1.0646800216055194e-07,0.0,0.0,0.0
1733,1.1349277175197261e-07,0.0,0.0,0.0
1734,9.82451336791915e-08,0.0,0.0,0.0
1735,9.176557367953007e-08,0.0,0.0,0.0
1736,8.660766275576342e-08,0.0,0.0,0.0
1737,9.918930946436636e-08,0.0,0.0,0.0
1738,1.8156655658328547e-07,0.0,0.0,0.0
1739,2.1751325769108526e-07,0.0,0.0,0.0
1740,2.62899439868696e-07,0.0,0.0,0.0
1741,2.608561849066453e-07,0.0,0.0,0.0
1742,2.863656740308735e-07,0.0,0.0,0.0
1743,2.532917246104002e-07,0.0,0.0,0.0
1744,2.54847141231299e-07,0.0,0.0,0.0
1745,3.3657086768406383e-07,0.0,0.0,0.0
1746,3.577987988429803e-07,0.0,0.0,0.0
1747,3.552976681118837e-07,0.0,0.0,0.0
1748,5.499161699974917e-07,0.0,0.0,0.0
1749,6.681098158521439e-07,0.0,0.0,0.0
1750,7.406819061575984e-07,0.0,0.0,0.0
1751,8.754036977214647e-07,0.0,0.0,0.0
1752,9.958997923474402e-07,0.0,0.0,0.0
1753,1.0368538677799473e-06,0.0,0.0,0.0
1754,1.1375705152464173e-06,0.0,0.0,0.0
1755,1.0925854618497915e-06,0.0,0.0,0.0
1756,1.1036913178941177e-06,0.0,0.0,0.0
1757,1.3082254375668917e-06,0.0,0.0,0.0
1758,1.3966825512008135e-06,0.0,0.0,0.0
1759,1.3729951027536508e-06,0.0,0.0,0.0
1760,1.4779200715305966e-06,0.0,0.0,0.0
1761,2.209924040081595e-06,0.0,0.0,0.0
1762,4.415975370518156e-06,0.0,0.0,2.6825820295276313e-09
1763,5.087220659204052e-06,0.0,0.0,2.6825820295276313e-09
1764,5.181124168172703e-06,0.0,0.0,2.6825820295276313e-09
1765,5.380683627923385e-06,0.0,0.0,2.6825820295276313e-09
1766,5.504092915284023e-06,0.0,0.0,2.6825820295276313e-09
1767,5.650695974119506e-06,0.0,0.0,2.6825820295276313e-09
1768,5.060426701675169e-06,0.0,0.0,2.6825820295276313e-09
1769,3.153146768194607e-06,0.0,0.0,0.0
1770,2.638448027677701e-06,0.0,0.0,0.0
1771,3.017741814151772e-06,0.0,0.0,0.0
1772,2.9364624489452192e-06,0.0,0.0,0.0
1773,2.863566448598119e-06,0.0,0.0,0.0
1774,3.2202852772960407e-06,0.0,0.0,0.0
1775,3.3727822353414794e-06,0.0,0.0,0.0
1776,3.1745613081771547e-06,0.0,0.0,0.0
1777,3.4205533471062414e-06,0.0,0.0,0.0
1778,2.8593676201385928e-06,0.0,0.0,0.0
1779,2.756880267692655e-06,0.0,0.0,0.0
1780,2.696815369875237e-06,0.0,0.0,0.0
1781,2.501952394595719e-06,0.0,0.0,0.0
1782,2.4131862963778465e-06,0.0,0.0,0.0
1783,2.484998211522387e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1784,2.282183199245732e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1785,2.3244569190085585e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1786,2.323144047165572e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1787,2.263868136001942e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1788,2.0939141092769986e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1789,1.9798061267855312e-06,2.174599040521181e-09,2.174599040521181e-09,0.0
1790,1.8075060909593179e-06,0.0,0.0,0.0
1791,1.7570440767095924e-06,0.0,0.0,0.0
1792,1.7280693132956263e-06,0.0,0.0,0.0
1793,1.7560086819555311e-06,0.0,0.0,0.0
1794,1.9461550501936083e-06,0.0,0.0,0.0
1795,1.830443466133147e-06,0.0,0.0,0.0
1796,1.7686101370730154e-06,0.0,0.0,0.0
1797,1.8417607309727048e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1798,1.9589522415636954e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1799,1.9938395001060727e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1800,2.087945176754147e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1801,2.010788388620962e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1802,2.027690925388015e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1803,2.154314172132997e-06,5.66923650881433e-10,5.66923650881433e-10,0.0
1804,2.160001518599789e-06,0.0,0.0,0.0
1805,2.0838508589804405e-06,0.0,0.0,0.0
1806,2.1389670174747673e-06,0.0,0.0,0.0
1807,2.0680548524459093e-06,0.0,0.0,0.0
1808,2.091785550614337e-06,0.0,0.0,0.0
1809,2.036802763021634e-06,0.0,0.0,0.0
1810,1.938813073008662e-06,0.0,0.0,0.0
1811,1.939179826747152e-06,0.0,0.0,0.0
1812,1.8072348991284213e-06,0.0,0.0,0.0
1813,1.663790921416616e-06,0.0,0.0,0.0
1814,1.5720850115030771e-06,0.0,0.0,0.0
1815,1.4518745956593193e-06,0.0,0.0,0.0
1816,1.560050983633638e-06,0.0,0.0,0.0
1817,1.605717849478034e-06,0.0,0.0,0.0
1818,1.580426231027689e-06,0.0,0.0,0.0
1819,1.620661237211607e-06,0.0,0.0,0.0
1820,1.7145952142527676e-06,0.0,0.0,0.0
1821,1.7687526354036111e-06,0.0,0.0,0.0
1822,1.820054291913818e-06,0.0,0.0,0.0
1823,1.7401270529912187e-06,0.0,0.0,0.0
1824,1.7488193861936452e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1825,1.7268175724893808e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1826,1.7183519633233248e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1827,1.6914846777841116e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1828,1.67421619932741e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1829,1.65381732131209e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1830,1.6259957646980183e-06,1.3412001667997434e-10,1.3412001667997434e-10,0.0
1831,1.5893294695550658e-06,0.0,0.0,0.0
1832,1.5992148324325432e-06,0.0,0.0,0.0
1833,1.5990744454289337e-06,0.0,0.0,0.0
1834,1.5863629414525349e-06,0.0,0.0,0.0
1835,1.5182454749914801e-06,0.0,0.0,0.0
1836,1.4654278857051395e-06,0.0,0.0,0.0
1837,1.4910777638630992e-06,7.744141042717193e-11,7.744141042717193e-11,0.0
1838,1.5433422342019704e-06,7.744141042717193e-11,7.744141042717193e-11,0.0
1839,1.5831647195747273e-06,7.744141042717193e-11,7.744141042717193e-11,0.0
1840,1.608815815805948e-06,7.744141042717193e-11,7.744141042717193e-11,7.558596605759606e-11
1841,1.6595731559781207e-06,7.744141042717193e-11,7.744141042717193e-11,7.558596605759606e-11
1842,1.7326587697295639e-06,7.744141042717193e-11,7.744141042717193e-11,7.558596605759606e-11
1843,1.7679514030533028e-06,7.744141042717193e-11,7.744141042717193e-11,7.558596605759606e-11
1844,1.7571652181556731e-06,0.0,0.0,7.558596605759606e-11
1845,1.7109414329752326e-06,0.0,0.0,7.558596605759606e-11
1846,1.6614361421878648e-06,0.0,0.0,7.558596605759606e-11
1847,1.6115328500226106e-06,0.0,0.0,0.0
1848,1.6373356532182827e-06,0.0,0.0,0.0
1849,1.6742194637637503e-06,2.1495814652082246e-10,2.1495814652082246e-10,5.3739536630205616e-11
1850,1.6989033286206125e-06,2.624280554768583e-10,2.624280554768583e-10,1.4867935454227725e-10
1851,1.825692736799413e-06,2.624280554768583e-10,2.624280554768583e-10,1.9510794963777707e-10
1852,1.9212689202114622e-06,2.624280554768583e-10,2.624280554768583e-10,3.9735423285058857e-10
1853,2.0170734842395177e-06,3.106873964447183e-10,3.106873964447183e-10,4.938729147863086e-10
1854,2.1108537729170555e-06,3.106873964447183e-10,3.106873964447183e-10,4.938729147863086e-10
1855,2.099718715596412e-06,4.1569089440482033e-10,4.1569089440482033e-10,4.938729147863086e-10
1856,2.0909182174883815e-06,2.0073274788399787e-10,2.0073274788399787e-10,5.395309873471429e-10
1857,2.1037080516959705e-06,2.4953129245426046e-10,2.4953129245426046e-10,4.927253961982205e-10
1858,2.02240270092651e-06,2.4953129245426046e-10,2.4953129245426046e-10,5.039003143319271e-10
1859,1.9975542337696036e-06,2.4953129245426046e-10,2.4953129245426046e-10,3.016540311191156e-10
1860,1.948999787210986e-06,2.0127195148640046e-10,2.0127195148640046e-10,5.101113936018769e-10
1861,1.857064262367203e-06,2.5775863189890305e-10,2.5775863189890305e-10,5.665980740143794e-10
1862,1.8275063504396322e-06,1.5275513393880098e-10,1.5275513393880098e-10,7.337528878143778e-10
1863,1.7987132585923454e-06,1.5275513393880098e-10,1.5275513393880098e-10,6.820931597317781e-10
1864,1.8069113463882656e-06,5.648668041250257e-11,5.648668041250257e-11,6.810540544220447e-10
1865,1.7990492356797664e-06,5.648668041250257e-11,5.648668041250257e-11,8.003567451643687e-10
1866,1.7753538129129863e-06,5.648668041250257e-11,5.648668041250257e-11,8.888359849721996e-10
1867,1.7915694375655481e-06,5.648668041250257e-11,5.648668041250257e-11,8.43134685084885e-10
1868,1.856603603300755e-06,0.0,0.0,7.866480046723825e-10
1869,1.8724173449819709e-06,0.0,0.0,6.986649631850789e-10
1870,1.939661144336112e-06,4.223646036091314e-11,4.223646036091314e-11,6.509270820766386e-10
1871,2.0083139783569744e-06,8.28125227122659e-11,8.28125227122659e-11,7.66136210028634e-10
1872,2.0835906298088958e-06,1.647159432658997e-10,1.647159432658997e-10,7.530368471643709e-10
1873,2.1042128374964316e-06,2.8174220496295684e-10,2.8174220496295684e-10,8.596013662780828e-10
1874,2.099765749465275e-06,2.8174220496295684e-10,2.8174220496295684e-10,7.990301991484777e-10
1875,2.144656426545615e-06,2.8174220496295684e-10,2.8174220496295684e-10,1.1199504419095214e-09
1876,2.2158493330997383e-06,2.8174220496295684e-10,2.8174220496295684e-10,1.194106607244854e-09
1877,2.177032618939328e-06,2.744574171106454e-10,2.744574171106454e-10,1.2640099522620574e-09
1878,2.1223126103515303e-06,2.701667143968832e-10,2.701667143968832e-10,1.2105617857345002e-09
1879,2.123111146699687e-06,2.2317710774671136e-10,2.2317710774671136e-10,1.4308069094605612e-09
1880,2.155324507059829e-06,1.719242129613211e-10,1.719242129613211e-10,1.3344231989239778e-09
1881,2.240887982095176e-06,2.3505540371258707e-10,2.3505540371258707e-10,1.261982003024948e-09
1882,2.2192857289025725e-06,2.3505540371258707e-10,2.3505540371258707e-10,9.410617602639044e-10
1883,2.2736694518243894e-06,3.635459155937326e-10,3.635459155937326e-10,8.841017045441951e-10
1884,2.351887782684311e-06,4.201269609982461e-10,4.201269609982461e-10,9.057310774401068e-10
1885,2.4046034923230764e-06,4.4188815701800317e-10,4.4188815701800317e-10,8.839448300308155e-10
1886,2.4187543853518686e-06,6.276832704393038e-10,6.276832704393038e-10,5.550700970286776e-10
1887,2.4642355518673346e-06,8.382495848240674e-10,8.382495848240674e-10,4.840440171698696e-10
1888,2.4653583880405805e-06,8.021212364951933e-10,8.021212364951933e-10,4.387901609519724e-10
1889,2.5474467163024073e-06,8.021212364951933e-10,8.021212364951933e-10,5.958155377802246e-10
1890,2.551504069612877e-06,7.74813485196876e-10,7.74813485196876e-10,5.500390361433207e-10
1891,2.561774960798045e-06,6.832807672837607e-10,6.832807672837607e-10,5.097164218481609e-10
1892,2.590445839294781e-06,6.477057937611822e-10,6.477057937611822e-10,5.350044950709026e-10
1893,2.625280330903479e-06,5.423052324664874e-10,5.423052324664874e-10,6.412589725097411e-10
1894,2.622112008663992e-06,3.7642441544757533e-10,3.7642441544757533e-10,7.240838682611082e-10
1895,2.657566483321716e-06,3.917639883134681e-10,3.917639883134681e-10,7.065889659089006e-10
1896,2.64536031733899e-06,4.499052658202274e-10,4.499052658202274e-10,6.077048665874076e-10
1897,2.6558044997467993e-06,3.4872250523739924e-10,3.4872250523739924e-10,6.128437519364078e-10
1898,2.6940244229730785e-06,3.4872250523739924e-10,3.4872250523739924e-10,6.157481548450607e-10
1899,2.781966908774588e-06,3.626787362495268e-10,3.626787362495268e-10,5.94459779020998e-10
1900,2.8283323964777603e-06,2.8351157929254866e-10,2.8351157929254866e-10,5.233810963987753e-10
1901,2.9110119937416e-06,2.4159946265811527e-10,2.4159946265811527e-10,5.500157274074269e-10
1902,3.013586917534537e-06,3.025667890835645e-10,3.025667890835645e-10,5.553752656174891e-10
1903,3.0738389926097753e-06,3.559995235110794e-10,3.559995235110794e-10,6.247471468728045e-10
1904,3.1459265496128604e-06,3.877070034067184e-10,3.877070034067184e-10,7.275542866582083e-10
1905,3.165367161273025e-06,4.02953865711161e-10,4.02953865711161e-10,8.106615378977722e-10
1906,3.1657946237828583e-06,3.975560248067492e-10,3.975560248067492e-10,7.816519495155002e-10
1907,3.2126580923172047e-06,4.3466568142421936e-10,4.3466568142421936e-10,7.352494446610791e-10
1908,3.2348260836962643e-06,4.759145666840706e-10,4.759145666840706e-10,6.256048576006431e-10
1909,3.257274459299099e-06,5.379769377993654e-10,5.379769377993654e-10,6.256367447919433e-10
1910,3.3050583039896864e-06,4.677245941743711e-10,4.677245941743711e-10,5.669930358553898e-10
1911,3.289758881562323e-06,5.618184994607819e-10,5.618184994607819e-10,5.761908212458572e-10
1912,3.3745023171962074e-06,7.195409268412334e-10,7.195409268412334e-10,5.686960307433558e-10
1913,3.4454457623464156e-06,8.171922265860182e-10,8.171922265860182e-10,7.068069502696212e-10
1914,3.533975391941827e-06,9.631887113289599e-10,9.631887113289599e-10,8.967202615371508e-10
1915,3.6585068495956615e-06,9.968415854671215e-10,9.968415854671215e-10,1.1083521878063607e-09
1916,3.72365684597753e-06,9.368325083945551e-10,9.368325083945551e-10,1.2652250755021806e-09
1917,3.820360007011914e-06,1.021202448000683e-09,1.021202448000683e-09,1.2661843002652923e-09
1918,3.998522840577477e-06,9.09781301881653e-10,9.09781301881653e-10,1.1559700657010857e-09
1919,4.096499748941694e-06,9.072809686078947e-10,9.072809686078947e-10,1.0972718289536942e-09
1920,4.208280188322533e-06,8.714063161528531e-10,8.714063161528531e-10,9.89907584474687e-10
1921,4.249599442118779e-06,6.802705739986489e-10,6.802705739986489e-10,7.560437514137724e-10
1922,4.255486991106798e-06,8.507889194740516e-10,8.507889194740516e-10,5.411142129612451e-10
1923,4.257058403059741e-06,7.945327729075302e-10,7.945327729075302e-10,3.644431661215768e-10
1924,4.2826066939077075e-06,9.61899536213094e-10,9.61899536213094e-10,3.190360218071778e-10
1925,4.278283021059386e-06,1.108555529118403e-09,1.108555529118403e-09,3.7654094326671535e-10
1926,4.352820594379279e-06,1.2360850874605843e-09,1.2360850874605843e-09,5.118188829105514e-10
1927,4.341206152145917e-06,1.2342319824895247e-09,1.2342319824895247e-09,5.099657779394917e-10
1928,4.381091002869653e-06,1.2517393470951837e-09,1.2517393470951837e-09,6.696321850193801e-10
1929,4.363116918934143e-06,1.0136298863753064e-09,1.0136298863753064e-09,1.151196834287787e-09
1930,4.373865782067046e-06,1.0189777831039392e-09,1.0189777831039392e-09,3.443645719771103e-09
1931,4.3772577425573085e-06,7.783854315070369e-10,7.783854315070369e-10,3.4454571993089036e-09
1932,4.312334177874229e-06,6.409924456298097e-10,6.409924456298097e-10,3.425004305961694e-09
1933,4.208322414862258e-06,4.5882972421473767e-10,4.5882972421473767e-10,3.2186976358015785e-09
1934,4.166182342097662e-06,4.5774770878510244e-10,4.5774770878510244e-10,3.4422943800960226e-09
1935,4.159231918622806e-06,5.899074007054139e-10,5.899074007054139e-10,3.327072639217451e-09
1936,4.2071306519833996e-06,5.977997382825403e-10,5.977997382825403e-10,3.0097935790499417e-09
1937,4.252058001189393e-06,8.575387979080164e-10,8.575387979080164e-10,7.131226383215252e-10
1938,4.249741907967421e-06,8.485772798724359e-10,8.485772798724359e-10,9.696688888346676e-10
1939,4.333752778100981e-06,8.747220844477052e-10,8.747220844477052e-10,8.750959044702609e-10
1940,4.3363774498824825e-06,8.36266076228601e-10,8.36266076228601e-10,9.524756895894016e-10
1941,4.4659219773685825e-06,9.11865991445485e-10,9.11865991445485e-10,7.482397122528437e-10
1942,4.461402243448122e-06,9.333516935518459e-10,9.333516935518459e-10,7.536111377794339e-10
1943,4.457582105845047e-06,1.0426818971723657e-09,1.0426818971723657e-09,6.938942079656333e-10
1944,4.47537623975742e-06,8.42315982836033e-10,8.42315982836033e-10,7.438659886473329e-10
1945,4.4706860405442835e-06,1.0428139502709805e-09,1.0428139502709805e-09,5.924726701308661e-10
1946,4.425418800175456e-06,1.1916031494862978e-09,1.1916031494862978e-09,8.903385290930694e-10
1947,4.4236474293159385e-06,1.1473373164237545e-09,1.1473373164237545e-09,1.0116424483833493e-09
1948,4.298178022768947e-06,1.1015658980222704e-09,1.1015658980222704e-09,9.69728166814018e-10
1949,4.2196486772029725e-06,9.873323389023421e-10,9.873323389023421e-10,1.0899736906695117e-09
1950,4.118216371093045e-06,9.80372128716362e-10,9.80372128716362e-10,1.0458536100646905e-09
1951,4.002060482629791e-06,9.492896905057994e-10,9.492896905057994e-10,1.1164879814324585e-09
1952,3.928754689955635e-06,8.307588149149479e-10,8.307588149149479e-10,1.0478378363400408e-09
1953,3.816963888831586e-06,8.361416360878695e-10,8.361416360878695e-10,7.813504506102933e-10
1954,3.709518815802377e-06,9.336712910748953e-10,9.336712910748953e-10,5.826667462008725e-10
