ngram,fee,f,fe,fee
1811,3.162272254745143e-05,0.00016441914652075087,2.9483392154361354e-06,3.162272254745143e-05
1812,2.896351465356669e-05,0.0001607740913251681,2.753993677678019e-06,2.896351465356669e-05
1813,2.6673774170506347e-05,0.00016184002327333604,2.6193581561528845e-06,2.6673774170506347e-05
1814,2.6859627593824242e-05,0.00017032818037218282,2.4073347698764077e-06,2.6859627593824242e-05
1815,2.704133631985834e-05,0.0001676365562681375,2.121215613572401e-06,2.704133631985834e-05
1816,2.867896000680048e-05,0.00016382752177638134,2.130783237979423e-06,2.867896000680048e-05
1817,2.923536573819417e-05,0.00015776580715152835,2.0845119966647222e-06,2.923536573819417e-05
1818,2.9799005070734503e-05,0.000150161816106577,1.9945987657722853e-06,2.9799005070734503e-05
1819,3.096764105846107e-05,0.0001471469399153388,1.9122969173882405e-06,3.096764105846107e-05
1820,3.164746678001913e-05,0.0001404115339807634,1.747155693010427e-06,3.164746678001913e-05
1821,3.180124388433926e-05,0.0001277312632217737,1.7120609722301846e-06,3.180124388433926e-05
1822,2.9154642366587984e-05,0.0001233289606586498,1.6675938111023112e-06,2.9154642366587984e-05
1823,2.8263768919194782e-05,0.0001214705002244695,1.6124991881432443e-06,2.8263768919194782e-05
1824,2.867585992914558e-05,0.00012325020153574378,1.5567991178094026e-06,2.867585992914558e-05
1825,2.8717345100760993e-05,0.0001230208872584626,1.5250171665164608e-06,2.8717345100760993e-05
1826,2.9075528800603934e-05,0.00012047948153589719,1.496798290645529e-06,2.9075528800603934e-05
1827,2.8549270739728983e-05,0.00011737537092163361,1.457099009322909e-06,2.8549270739728983e-05
1828,2.7972699172096327e-05,0.00011443868944687503,1.5338434877776308e-06,2.7972699172096327e-05
1829,2.9906500588237706e-05,0.00011297288126245673,1.529069517606071e-06,2.9906500588237706e-05
1830,2.7206445208451312e-05,0.00010958182662891756,2.0082827956814853e-06,2.7206445208451312e-05
1831,2.571117615194193e-05,0.00010671268371100138,1.980236983659519e-06,2.571117615194193e-05
1832,2.5814993672871162e-05,0.00010297882233446996,1.9857414729683242e-06,2.5814993672871162e-05
1833,2.52697552371371e-05,0.00010223323105102671,1.96271374924046e-06,2.52697552371371e-05
1834,2.4840941997743876e-05,0.00010303693644735696,1.9343917918896684e-06,2.4840941997743876e-05
1835,2.468655345312852e-05,0.00010271002663232918,1.82693997885508e-06,2.468655345312852e-05
1836,2.269102774984536e-05,0.00010156602677722861,1.783159502468022e-06,2.269102774984536e-05
1837,2.3072854154244332e-05,0.00010225844848069496,1.178274698889124e-06,2.3072854154244332e-05
1838,2.3538190881871352e-05,0.00010231438396398776,1.1825859149082265e-06,2.3538190881871352e-05
1839,2.2529331025517812e-05,0.00010399236011185817,1.1613118106522182e-06,2.2529331025517812e-05
1840,2.199545295817578e-05,0.00010341417510062456,1.1391964562790236e-06,2.199545295817578e-05
1841,2.2390073094616776e-05,0.00010233744251308963,1.1392065419256272e-06,2.2390073094616776e-05
1842,2.2358393055453363e-05,0.0001026014516745428,1.1440702922170333e-06,2.2358393055453363e-05
1843,2.343611465351257e-05,0.00010344365208376465,1.1479325751549498e-06,2.343611465351257e-05
1844,2.3681225294629777e-05,0.0001036313728296331,1.138696006819373e-06,2.3681225294629777e-05
1845,2.315283953586394e-05,0.00010281364874182535,1.1166267768203397e-06,2.315283953586394e-05
1846,2.3348962973354253e-05,0.00010469975781493954,1.1085795189761223e-06,2.3348962973354253e-05
1847,2.32882872036758e-05,0.0001044578613280984,1.1897124392947132e-06,2.32882872036758e-05
1848,2.2963758185921635e-05,0.00010189873345162985,1.2866581430768877e-06,2.2963758185921635e-05
1849,2.2901810682794477e-05,9.886755599706833e-05,1.3686466542951945e-06,2.2901810682794477e-05
1850,2.2389623024667215e-05,9.649286740958425e-05,1.4757411983217544e-06,2.2389623024667215e-05
1851,2.2284443080674725e-05,9.360618943381789e-05,1.5966705210043334e-06,2.2284443080674725e-05
1852,2.261462265908319e-05,9.301767568103969e-05,1.7110647669531836e-06,2.261462265908319e-05
1853,2.286584900243075e-05,8.932581840781495e-05,1.8237236320471441e-06,2.286584900243075e-05
1854,2.337556309482482e-05,8.81849420173759e-05,1.8589311464113832e-06,2.337556309482482e-05
1855,2.3624264940735884e-05,8.81698464841715e-05,1.8814641699853901e-06,2.3624264940735884e-05
1856,2.3950643351002198e-05,8.724663764171834e-05,1.897212200674403e-06,2.3950643351002198e-05
1857,2.3961581713852604e-05,8.74088956542047e-05,1.8542992523050219e-06,2.3961581713852604e-05
1858,2.4436867274094505e-05,8.843514452954488e-05,1.78265278399132e-06,2.4436867274094505e-05
1859,2.459268554438105e-05,8.661161077075772e-05,1.7966680323817336e-06,2.459268554438105e-05
1860,2.5032165857347926e-05,8.533445777305002e-05,1.7444543313363932e-06,2.5032165857347926e-05
1861,2.5140776675211134e-05,8.549068609551926e-05,1.6966686676564028e-06,2.5140776675211134e-05
1862,2.4931743610068224e-05,8.51028973037111e-05,1.7027867410693683e-06,2.4931743610068224e-05
1863,2.4707664124434814e-05,8.50666848626653e-05,1.6790240481766107e-06,2.4707664124434814e-05
1864,2.455444155202713e-05,8.467351809875774e-05,1.6847744258744309e-06,2.455444155202713e-05
1865,2.445546436190073e-05,8.367047848878428e-05,1.7163280452742974e-06,2.445546436190073e-05
1866,2.4990156556928662e-05,8.344129517874015e-05,1.6927337713111359e-06,2.4990156556928662e-05
1867,2.5040138487903668e-05,8.3257863090174e-05,1.6903848713159926e-06,2.5040138487903668e-05
1868,2.5054951817894888e-05,8.20526059084971e-05,1.7479313620632247e-06,2.5054951817894888e-05
1869,2.545596544223372e-05,8.447982898880062e-05,1.7021180513308667e-06,2.545596544223372e-05
1870,2.6167661157420037e-05,8.493997613965933e-05,1.7101309270271616e-06,2.6167661157420037e-05
1871,2.6605165528183405e-05,8.446034605315487e-05,1.7644809986450127e-06,2.6605165528183405e-05
1872,2.66376648921453e-05,8.466301785249795e-05,1.7548984487802954e-06,2.66376648921453e-05
1873,2.639659032865893e-05,8.536521324588518e-05,1.7898354209527106e-06,2.639659032865893e-05
1874,2.6346462358820384e-05,8.798961165926553e-05,1.9747568070930096e-06,2.6346462358820384e-05
1875,2.6525235495812793e-05,8.805040124570951e-05,1.9904348066899857e-06,2.6525235495812793e-05
1876,2.6741095747898464e-05,8.614865717910496e-05,2.006533739924115e-06,2.6741095747898464e-05
1877,2.667275293788407e-05,8.769130467304162e-05,1.9953359599510023e-06,2.667275293788407e-05
1878,2.6870466172113083e-05,8.687500043639116e-05,1.9406312016404366e-06,2.6870466172113083e-05
1879,2.7315081492166166e-05,8.530072955181822e-05,1.95143966915826e-06,2.7315081492166166e-05
1880,2.7864931845605107e-05,8.381622735344405e-05,1.90766476342625e-06,2.7864931845605107e-05
1881,2.8698356670377378e-05,8.176736446330324e-05,1.7206169461912526e-06,2.8698356670377378e-05
1882,2.9081247703288682e-05,8.112744606998084e-05,1.6580339174002541e-06,2.9081247703288682e-05
1883,2.977703973426417e-05,7.949084309594972e-05,1.626934103374619e-06,2.977703973426417e-05
1884,3.0216842008355472e-05,7.647765076918793e-05,1.6217122720263433e-06,3.0216842008355472e-05
1885,3.0482142392429523e-05,7.658756034548528e-05,1.6611232435285013e-06,3.0482142392429523e-05
1886,3.0812275976391644e-05,7.683197847135099e-05,1.650155614437868e-06,3.0812275976391644e-05
1887,3.115665900362988e-05,7.702300873851138e-05,1.6203186338056445e-06,3.115665900362988e-05
1888,3.116699450142083e-05,7.621190681155505e-05,1.6214524001562886e-06,3.116699450142083e-05
1889,3.1853128738086e-05,7.551224033315e-05,1.6299377258682007e-06,3.1853128738086e-05
1890,3.178199273991465e-05,7.56838489905931e-05,1.6223602545194029e-06,3.178199273991465e-05
1891,3.192205440427642e-05,7.622912380611524e-05,1.6121191980086484e-06,3.192205440427642e-05
1892,3.245843436161522e-05,7.604302559879475e-05,1.574562182733124e-06,3.245843436161522e-05
1893,3.3018577856377563e-05,7.471982618361446e-05,1.632475167363217e-06,3.3018577856377563e-05
1894,3.349048763214212e-05,7.415002099670736e-05,1.5953569995222746e-06,3.349048763214212e-05
1895,3.428965231120985e-05,7.342077879002318e-05,1.5574767563261309e-06,3.428965231120985e-05
1896,3.403224452215779e-05,7.293790154757776e-05,1.4851863495225968e-06,3.403224452215779e-05
1897,3.435119340013314e-05,7.209381146822125e-05,1.4520235741396651e-06,3.435119340013314e-05
1898,3.5106745469550204e-05,7.179780368460342e-05,1.415691355889846e-06,3.5106745469550204e-05
1899,3.52182105416432e-05,7.205369287735916e-05,1.3675123032693852e-06,3.52182105416432e-05
1900,3.579215003160893e-05,7.291733969136008e-05,1.2772482997596463e-06,3.579215003160893e-05
1901,3.68732242869945e-05,7.291304687636771e-05,1.2684794877973867e-06,3.68732242869945e-05
1902,3.728771220526791e-05,7.359252776950598e-05,1.2627633623196743e-06,3.728771220526791e-05
1903,3.870135229330377e-05,7.394329337070562e-05,1.2996823995438587e-06,3.870135229330377e-05
1904,3.9672151095666254e-05,7.443528323035155e-05,1.3384383074870648e-06,3.9672151095666254e-05
1905,4.0531947888666764e-05,7.508658226080505e-05,1.3277028594010126e-06,4.0531947888666764e-05
1906,4.18791600428189e-05,7.48148314804504e-05,1.309234188998484e-06,4.18791600428189e-05
1907,4.220225049981049e-05,7.47206961802606e-05,1.2956190208309896e-06,4.220225049981049e-05
1908,4.1901925994482425e-05,7.521982895143862e-05,1.2819797835358519e-06,4.1901925994482425e-05
1909,4.204150744564166e-05,7.431822866367708e-05,1.2479302508186914e-06,4.204150744564166e-05
1910,4.203533951242987e-05,7.453432980193091e-05,1.1935821281180585e-06,4.203533951242987e-05
1911,4.254348563595808e-05,7.466416095017589e-05,1.1343491093742029e-06,4.254348563595808e-05
1912,4.3032928390727777e-05,7.382699342477801e-05,1.1100947209082993e-06,4.3032928390727777e-05
1913,4.2807508829615214e-05,7.372560815253695e-05,1.0949992851497621e-06,4.2807508829615214e-05
1914,4.284542956156656e-05,7.31965753532547e-05,1.067531197155144e-06,4.284542956156656e-05
1915,4.244336534091937e-05,7.288707794422018e-05,1.0491072219208166e-06,4.244336534091937e-05
1916,4.202293764267649e-05,7.311900221143983e-05,1.0516938086116819e-06,4.202293764267649e-05
1917,4.1702862030693465e-05,7.346149296998712e-05,1.05097516162849e-06,4.1702862030693465e-05
1918,4.1179528904779416e-05,7.46157145061131e-05,1.0449406967641802e-06,4.1179528904779416e-05
1919,3.99786362582485e-05,7.565064983542211e-05,1.0649948275645978e-06,3.99786362582485e-05
1920,3.955904581484252e-05,7.649114247344966e-05,1.099786589163289e-06,3.955904581484252e-05
1921,3.9475851995770685e-05,7.800929701521195e-05,1.1429960652874018e-06,3.9475851995770685e-05
1922,4.027556393079327e-05,8.052536265625219e-05,1.201677378048771e-06,4.027556393079327e-05
1923,4.0618771890876815e-05,8.224804748481671e-05,1.235719115097059e-06,4.0618771890876815e-05
1924,4.095019435875916e-05,8.387958847119339e-05,1.2717038738888472e-06,4.095019435875916e-05
1925,4.1216755822201124e-05,8.408242034160398e-05,1.33015313557345e-06,4.1216755822201124e-05
1926,4.196965580506783e-05,8.457744739384257e-05,1.339464477366294e-06,4.196965580506783e-05
1927,4.234974819285396e-05,8.550617868812489e-05,1.3675138624031597e-06,4.234974819285396e-05
1928,4.355873170425184e-05,8.61670695095589e-05,1.3522365601862215e-06,4.355873170425184e-05
1929,4.407288257165679e-05,8.563347884254264e-05,1.347343413726776e-06,4.407288257165679e-05
1930,4.5049864898568816e-05,8.71884570057903e-05,1.3501355949431724e-06,4.5049864898568816e-05
1931,4.499478589942945e-05,8.756054947817964e-05,1.3515136743080802e-06,4.499478589942945e-05
1932,4.547421173940945e-05,8.875229728541203e-05,1.3135308531023578e-06,4.547421173940945e-05
1933,4.5813471972776044e-05,9.053145393928779e-05,1.4565553426239473e-06,4.5813471972776044e-05
1934,4.6293129084265926e-05,9.18350082689098e-05,1.4345732454655393e-06,4.6293129084265926e-05
1935,4.5335382310440764e-05,9.278930000229073e-05,1.5482131954870835e-06,4.5335382310440764e-05
1936,4.570452438201755e-05,9.485769260209054e-05,1.532266375241826e-06,4.570452438201755e-05
1937,4.49349733701508e-05,9.570086591078766e-05,1.530826255345476e-06,4.49349733701508e-05
1938,4.622544137029243e-05,9.760037625840466e-05,1.902788929848092e-06,4.622544137029243e-05
1939,4.512834233797288e-05,9.88943491912713e-05,1.927549435874555e-06,4.512834233797288e-05
1940,4.4315843427154634e-05,0.00010005351422088487,1.8070690137912088e-06,4.4315843427154634e-05
1941,4.3284042476443574e-05,0.00010118871536438487,1.8435859731523254e-06,4.3284042476443574e-05
1942,4.300440351861263e-05,0.00010169653874722176,1.7615459942784843e-06,4.300440351861263e-05
1943,4.115833040227049e-05,0.00010204177566005715,1.780754213801369e-06,4.115833040227049e-05
1944,4.065137285838968e-05,0.00010168779928270461,1.8033495864853779e-06,4.065137285838968e-05
1945,3.917303131726969e-05,0.00010156738010534485,1.4412114361610811e-06,3.917303131726969e-05
1946,3.940935026288831e-05,0.00010161813094912629,1.429718752530919e-06,3.940935026288831e-05
1947,3.848255385362011e-05,0.00010107826113068898,1.428342281022716e-06,3.848255385362011e-05
1948,3.8198941703220566e-05,0.0001008261990916383,1.396896160648404e-06,3.8198941703220566e-05
1949,3.7589043391303024e-05,0.00010128378094772675,1.3928980869033175e-06,3.7589043391303024e-05
1950,3.762387599895841e-05,0.00010066829937776285,1.395390394723758e-06,3.762387599895841e-05
1951,3.81645186280366e-05,0.00010065950482385233,1.38337121110713e-06,3.81645186280366e-05
1952,3.798281405969257e-05,0.00010070138523587957,1.3774397789997498e-06,3.798281405969257e-05
1953,3.714298769149796e-05,0.00010094481591035478,1.3839009105660288e-06,3.714298769149796e-05
1954,3.7844043358096057e-05,0.0001016963817944218,1.3769483595232096e-06,3.7844043358096057e-05
1955,3.7101136903012435e-05,0.00010178610682487488,1.391357484083398e-06,3.7101136903012435e-05
1956,3.717278793504063e-05,0.00010198193610579307,1.4023616553718706e-06,3.717278793504063e-05
1957,3.664382893475704e-05,0.00010211339291085355,1.4115998315641524e-06,3.664382893475704e-05
1958,3.52676553510329e-05,0.00010311430586235864,1.4284928998417205e-06,3.52676553510329e-05
1959,3.4015206308270406e-05,0.00010325386496593378,1.4417327877578958e-06,3.4015206308270406e-05
1960,3.3934379773979473e-05,0.0001036034632956476,1.452293125631903e-06,3.3934379773979473e-05
1961,3.290261416363397e-05,0.0001034886050287501,1.4658723200357469e-06,3.290261416363397e-05
1962,3.309664004648637e-05,0.00010426531350406419,1.4725237958503255e-06,3.309664004648637e-05
1963,3.208146283993431e-05,0.00010436230305848377,1.4873555431092557e-06,3.208146283993431e-05
1964,3.228385815288805e-05,0.00010450352523808501,1.530777776029676e-06,3.228385815288805e-05
1965,3.20983134380575e-05,0.00010390782387860651,1.547104651373437e-06,3.20983134380575e-05
1966,3.234869784916684e-05,0.0001028024687132399,1.5976071218964144e-06,3.234869784916684e-05
1967,3.209087429110825e-05,0.0001022700619484697,1.6050269745651998e-06,3.209087429110825e-05
1968,3.2709071352396025e-05,0.00010174675220956228,1.6382036035013568e-06,3.2709071352396025e-05
1969,3.286656465206761e-05,0.00010076205424931166,1.6543647396766964e-06,3.286656465206761e-05
1970,3.390523644546712e-05,0.00010015057133776801,1.6433168801605852e-06,3.390523644546712e-05
1971,3.401402604400313e-05,0.00010028813371068932,1.6203951450474311e-06,3.401402604400313e-05
1972,3.464733319041053e-05,0.00010028418078685977,1.5945738596201409e-06,3.464733319041053e-05
1973,3.504520490033818e-05,0.0001015428320637771,1.5502630990990189e-06,3.504520490033818e-05
1974,3.588538831016714e-05,0.00010202057663783697,1.55138325551109e-06,3.588538831016714e-05
1975,3.590241924809691e-05,0.00010198514376367842,1.511285355653464e-06,3.590241924809691e-05
1976,3.635768838908656e-05,0.00010290914048839892,1.4961177612349275e-06,3.635768838908656e-05
1977,3.6381494802688917e-05,0.00010308275211303095,1.4732706858922029e-06,3.6381494802688917e-05
1978,3.671463387685695e-05,0.00010345777471749378,1.4282708694476502e-06,3.671463387685695e-05
1979,3.720314686818581e-05,0.00010339367976744793,1.4097501304734448e-06,3.720314686818581e-05
1980,3.782844578381628e-05,0.00010281105018553458,1.3972616638316789e-06,3.782844578381628e-05
1981,3.812284558080137e-05,0.00010207059157047687,1.3726470992228964e-06,3.812284558080137e-05
1982,3.9030601328704506e-05,0.00010206078877672553,1.3603457448750435e-06,3.9030601328704506e-05
1983,4.017090187906953e-05,0.00010093078890349716,1.32299105968871e-06,4.017090187906953e-05
1984,4.140492923657543e-05,0.00010073062730953097,1.3133048599099441e-06,4.140492923657543e-05
1985,4.241167386810828e-05,9.987969367232705e-05,1.298887679825254e-06,4.241167386810828e-05
1986,4.3418559861103336e-05,9.890055038600362e-05,1.279640287066286e-06,4.3418559861103336e-05
1987,4.436441772018692e-05,9.728912326474009e-05,1.2478568253625002e-06,4.436441772018692e-05
1988,4.52441033433258e-05,9.571623273326882e-05,1.2195400976062437e-06,4.52441033433258e-05
1989,4.576487948984972e-05,9.369545400009624e-05,1.1849504062411143e-06,4.576487948984972e-05
1990,4.644711433294495e-05,9.149908042413049e-05,1.1715249651648004e-06,4.644711433294495e-05
1991,4.6655743062729016e-05,8.892196949870725e-05,1.1350174580521916e-06,4.6655743062729016e-05
1992,4.720922152046114e-05,8.827462547092832e-05,1.1131007795484038e-06,4.720922152046114e-05
1993,4.7381411734802115e-05,8.6943651175326e-05,1.105014786974477e-06,4.7381411734802115e-05
1994,4.764396570473244e-05,8.630227551163574e-05,1.0896585860921602e-06,4.764396570473244e-05
1995,4.7578445186705464e-05,8.517930005577259e-05,1.072237897200726e-06,4.7578445186705464e-05
1996,4.762986333974238e-05,8.456314805828567e-05,1.072417359994558e-06,4.762986333974238e-05
1997,4.671386029388357e-05,8.437143489053207e-05,1.061956254488905e-06,4.671386029388357e-05
1998,4.6845859157786306e-05,8.476889550885451e-05,1.0646387279069e-06,4.6845859157786306e-05
1999,4.5798506367386184e-05,8.24444941827096e-05,1.0571424939241427e-06,4.5798506367386184e-05
2000,4.510970497254415e-05,8.163934918619426e-05,1.0532819487707457e-06,4.510970497254415e-05
2001,4.417329338528881e-05,7.995439539497186e-05,1.0334213941730143e-06,4.417329338528881e-05
2002,4.346063776340868e-05,7.955213680231412e-05,1.028463397493137e-06,4.346063776340868e-05
2003,4.189133999586504e-05,7.920423377072439e-05,1.0065922586883452e-06,4.189133999586504e-05
2004,4.0790694973631094e-05,7.761012446800513e-05,9.850921774809e-07,4.0790694973631094e-05
2005,3.8310761478247256e-05,7.600131253379263e-05,9.550468413570862e-07,3.8310761478247256e-05
2006,3.6482310991102296e-05,7.474369444285653e-05,9.231365376243568e-07,3.6482310991102296e-05
2007,3.387754285150939e-05,7.318249013873615e-05,8.77857571270267e-07,3.387754285150939e-05
2008,3.116800040256099e-05,7.345107379868361e-05,8.342030355379393e-07,3.116800040256099e-05
2009,2.8030751439343605e-05,7.402847924302998e-05,8.27211993380063e-07,2.8030751439343605e-05
2010,2.5485652128866476e-05,7.422131602652371e-05,8.043617916493011e-07,2.5485652128866476e-05
2011,2.277290877827909e-05,7.465032103937119e-05,7.729116922356687e-07,2.277290877827909e-05
2012,2.065943512466869e-05,7.408969291386061e-05,7.284415914909914e-07,2.065943512466869e-05
2013,1.8742598123416038e-05,7.534736713361261e-05,6.801182580927292e-07,1.8742598123416038e-05
2014,1.6965065827077653e-05,7.851909218256228e-05,6.657159791042691e-07,1.6965065827077653e-05
2015,1.5557604975973455e-05,8.22874769385505e-05,6.994589633840016e-07,1.5557604975973455e-05
2016,1.4762748573308013e-05,8.358669895512451e-05,6.365796626336564e-07,1.4762748573308013e-05
2017,1.4285420547821559e-05,8.396197517868131e-05,6.103799705670099e-07,1.4285420547821559e-05
2018,1.3838420636602678e-05,8.589143544668332e-05,5.932722615398234e-07,1.3838420636602678e-05
2019,1.344938073088997e-05,9.02942665561568e-05,6.09932129691515e-07,1.344938073088997e-05
