ngram,mountain,mountan,mountin
1740,8.795815769449941e-06,0.0,0.0
1741,8.144333150994498e-06,0.0,0.0
1742,1.2921956762771255e-05,0.0,0.0
1743,1.443462906536297e-05,0.0,0.0
1744,1.7123268792472247e-05,0.0,0.0
1745,1.8455601743231193e-05,0.0,0.0
1746,1.9687786854254747e-05,0.0,0.0
1747,2.0200028432425044e-05,0.0,0.0
1748,2.0681058621058973e-05,3.639731817526938e-09,0.0
1749,1.526130121679411e-05,3.639731817526938e-09,0.0
1750,1.5429595805471763e-05,3.639731817526938e-09,0.0
1751,1.3881175228951698e-05,3.639731817526938e-09,0.0
1752,1.4379068748634641e-05,3.639731817526938e-09,0.0
1753,1.7197947792218266e-05,3.639731817526938e-09,0.0
1754,1.8842043443458222e-05,3.639731817526938e-09,0.0
1755,2.2283731985745752e-05,7.70661553620552e-09,0.0
1756,2.707006011145755e-05,7.70661553620552e-09,0.0
1757,3.227478542352661e-05,7.70661553620552e-09,0.0
1758,3.386625134485907e-05,7.70661553620552e-09,0.0
1759,3.50986909844713e-05,7.70661553620552e-09,0.0
1760,3.2105661635536566e-05,7.70661553620552e-09,0.0
1761,3.2170614369014015e-05,7.70661553620552e-09,0.0
1762,3.136200523710743e-05,0.0,0.0
1763,2.9050989853983212e-05,0.0,0.0
1764,2.672906599140593e-05,0.0,0.0
1765,2.8062297912713673e-05,0.0,0.0
1766,2.767047174399652e-05,0.0,0.0
1767,3.033316066388839e-05,0.0,0.0
1768,3.078592947401505e-05,0.0,0.0
1769,3.036319269865219e-05,0.0,0.0
1770,3.442664741929288e-05,0.0,0.0
1771,3.6441834059327706e-05,0.0,0.0
1772,3.7203677233524756e-05,0.0,0.0
1773,3.9388393166258796e-05,0.0,0.0
1774,3.925358370387195e-05,0.0,0.0
1775,4.0386997560355144e-05,0.0,0.0
1776,4.3676532576293016e-05,0.0,0.0
1777,4.6565467138342296e-05,0.0,0.0
1778,4.5194828479517514e-05,0.0,2.7811436962922797e-09
1779,4.302621761910684e-05,0.0,2.7811436962922797e-09
1780,4.076489546735372e-05,0.0,2.7811436962922797e-09
1781,3.947122552615058e-05,0.0,2.7811436962922797e-09
1782,3.9190828829305246e-05,0.0,2.7811436962922797e-09
1783,3.7785466702189296e-05,0.0,2.7811436962922797e-09
1784,3.2219712530994525e-05,0.0,2.7811436962922797e-09
1785,3.1459557378963965e-05,0.0,0.0
1786,3.230268703191541e-05,0.0,0.0
1787,3.6677227399195544e-05,0.0,0.0
1788,3.895021421028234e-05,0.0,0.0
1789,3.933005349868576e-05,0.0,0.0
1790,3.85126984058713e-05,0.0,1.1048484032422883e-09
1791,3.980977713321668e-05,2.1719324751399783e-09,1.1048484032422883e-09
1792,4.179186856033214e-05,3.260194527042261e-09,3.2813725070468536e-09
1793,4.3147311641535324e-05,4.246216648137338e-09,4.267394628141931e-09
1794,4.173167846082444e-05,4.246216648137338e-09,7.261351202864879e-09
1795,4.320789698145485e-05,5.159488772729251e-09,8.174623327456792e-09
1796,4.440426710061729e-05,6.10765038544514e-09,9.122784940172681e-09
1797,4.7241168691211245e-05,6.674574036326573e-09,8.017936536930392e-09
1798,4.748074258843969e-05,5.081298239316214e-09,8.596593215060011e-09
1799,4.76908909539426e-05,3.993036187413931e-09,6.420069111255446e-09
1800,4.702157509330261e-05,3.0070140663188536e-09,5.845710899470597e-09
1801,4.692151976217117e-05,3.0070140663188536e-09,3.316094795583321e-09
1802,4.511181603967478e-05,2.0937419417269407e-09,5.441710161844883e-09
1803,4.492490136596773e-05,1.1455803290110517e-09,5.19554846764184e-09
1804,4.412164240160824e-05,8.837342286532085e-10,6.720936283701105e-09
1805,4.3988835386699066e-05,1.0841100715554474e-09,6.401957107295329e-09
1806,4.332825015548484e-05,3.152510887259398e-09,7.436157515147304e-09
1807,4.532266445624243e-05,3.152510887259398e-09,8.489042215207933e-09
1808,4.547930179147183e-05,3.3878740765150692e-09,8.024701744372261e-09
1809,4.553392292499276e-05,3.5687988913275196e-09,5.166739068331237e-09
1810,4.585630293669445e-05,3.786736543379529e-09,5.772365030409787e-09
1811,4.5899295530814144e-05,3.9504268745105264e-09,5.184512977659697e-09
1812,4.680029347322748e-05,3.171394353478669e-09,6.357085096426423e-09
1813,4.5998362371132574e-05,1.6849317179585504e-09,6.680740484630933e-09
1814,4.523204500271406e-05,1.8938898544667334e-09,5.4251500117682585e-09
1815,4.557235453311088e-05,1.6585266652110624e-09,6.970275689965888e-09
1816,4.831719343201257e-05,1.667774569240927e-09,7.3598690475407125e-09
1817,4.9397661184359875e-05,1.6211844882414133e-09,6.737633451159297e-09
1818,5.0029701274719886e-05,1.331451472884128e-09,7.23237661822854e-09
1819,5.1911920828778034e-05,1.9326412375215388e-09,7.904291205689568e-09
1820,5.342715563269199e-05,1.3507030573377067e-09,8.31519857731016e-09
1821,5.43545741363362e-05,1.2702991753726118e-09,8.363348949888153e-09
1822,5.414334165314878e-05,1.3950680769322536e-09,7.31729887792909e-09
1823,5.2021468686039695e-05,1.204895358089938e-09,8.713259494871498e-09
1824,5.159803289903461e-05,1.0335477870374428e-09,8.966709327421337e-09
1825,5.1633569715444795e-05,1.4875969186637202e-09,8.294131207239478e-09
1826,5.088246845324258e-05,1.0049053969904013e-09,7.374949397208143e-09
1827,5.157124594136674e-05,1.2140466092753449e-09,6.9656040776625414e-09
1828,5.145999551002335e-05,1.085492354732257e-09,7.811788644523127e-09
1829,5.067031608112822e-05,1.1715462885523005e-09,8.718198544041148e-09
1830,5.2179855369364046e-05,2.124591677191542e-09,7.800069732967683e-09
1831,5.230629124395948e-05,2.681959670220684e-09,8.254649471898086e-09
1832,5.300944030750543e-05,2.4746229827193086e-09,8.005845415175777e-09
1833,5.2742950564217086e-05,2.686037789015724e-09,7.728123886861584e-09
1834,5.270630884167206e-05,3.390558738531573e-09,7.365428362453892e-09
1835,5.390895291514296e-05,3.809475734861678e-09,8.10537005767133e-09
1836,5.5670612969801626e-05,3.5986528994819925e-09,7.900863423821697e-09
1837,5.534998282590615e-05,2.955373152551439e-09,7.394603310625517e-09
1838,5.5978724828621906e-05,2.550656654141749e-09,6.917092454372664e-09
1839,5.6394849317647254e-05,2.9585051392848935e-09,7.997605879138194e-09
1840,5.620393858407624e-05,2.855349988197174e-09,8.450892366848199e-09
1841,5.5659515055594966e-05,2.081643048411154e-09,8.293901375213051e-09
1842,5.5223227328886946e-05,2.1492495719651774e-09,7.545344476207155e-09
1843,5.462741423148795e-05,3.001718461094681e-09,7.393558083228819e-09
1844,5.467511644902905e-05,2.9590842474748668e-09,8.053559596987725e-09
1845,5.40799846930895e-05,3.3403428753179097e-09,7.738299461530168e-09
1846,5.3381489124149084e-05,2.898070085498107e-09,7.3860787327565245e-09
1847,5.3558186794232044e-05,3.0955504508917944e-09,7.298246134419222e-09
1848,5.356550796672569e-05,2.9555952288770217e-09,7.442892968612114e-09
1849,5.29553196559261e-05,2.6840298555137157e-09,8.444057072612817e-09
1850,5.312433963159232e-05,1.9265007842962844e-09,8.629082274122117e-09
1851,5.4040478841800776e-05,2.0307981169714093e-09,9.098420366322152e-09
1852,5.45488073839806e-05,1.8002574193281313e-09,9.357318221857116e-09
1853,5.555363272183708e-05,2.084565202992954e-09,1.0048502347664062e-08
1854,5.519754371822013e-05,1.710828800056368e-09,1.1755397290512195e-08
1855,5.5543681290665905e-05,2.025839293936674e-09,1.3448608322213268e-08
1856,5.575413368725484e-05,2.0096763657979314e-09,1.2595236472837508e-08
1857,5.576066333950231e-05,2.0591392281753075e-09,1.2949448243862856e-08
1858,5.4150081788455804e-05,1.975728045452588e-09,1.3121331196178484e-08
1859,5.3401195015924585e-05,1.8551467861893656e-09,1.4272454329500306e-08
1860,5.1817221641873144e-05,1.2405112056626928e-09,1.3988951330645705e-08
1861,5.073900735754121e-05,1.2464960254453062e-09,1.2816915402018886e-08
1862,5.036521387020392e-05,1.6001047867649935e-09,1.2869521448521937e-08
1863,5.013262281344006e-05,1.5445232156733164e-09,1.363204228864236e-08
1864,4.9501578489850673e-05,1.588501021197532e-09,1.5246081222893996e-08
1865,4.9711385405056975e-05,1.7869754961477975e-09,1.565832301914887e-08
1866,4.976382738927246e-05,1.9138646619890463e-09,1.5505717218137046e-08
1867,4.9488016104857835e-05,2.1553566629885422e-09,1.563055741980536e-08
1868,4.984955220217151e-05,2.4573635666007884e-09,1.4808841010603504e-08
1869,4.918400684670944e-05,2.145017290773004e-09,1.3266222406319424e-08
1870,4.9561610856991524e-05,2.044040103843514e-09,1.3415290973333477e-08
1871,4.941275100074043e-05,1.896235680381204e-09,1.1227224166227806e-08
1872,4.931602130194993e-05,1.5735504684969266e-09,1.0855448666952888e-08
1873,4.9086894640432934e-05,1.4589168960212261e-09,1.0986830937095452e-08
1874,4.867060280438247e-05,1.1961704008253297e-09,1.0367600936486302e-08
1875,4.862920572382531e-05,9.981369381811029e-10,1.0986344722851982e-08
1876,4.8753579384148384e-05,9.868518066217087e-10,1.133204749085134e-08
1877,4.832096653574679e-05,1.1892770498559253e-09,1.1135281585694656e-08
1878,4.88013361713716e-05,1.438983864605297e-09,1.1536008973475224e-08
1879,4.8725741050605264e-05,1.519573716857181e-09,1.1572490013885987e-08
1880,4.856887816068982e-05,1.784943538212553e-09,1.1556244723059145e-08
1881,4.8786535314450574e-05,1.9345964037092197e-09,1.2644921300518166e-08
1882,4.879616088666288e-05,2.45473744505834e-09,1.3373809742185066e-08
1883,4.8529593706397077e-05,2.2061174791738428e-09,1.3318171200791897e-08
1884,4.761217860504985e-05,2.1445212114049437e-09,1.703590627296795e-08
1885,4.679173590765069e-05,1.9703314456189146e-09,1.8058732667977243e-08
1886,4.620030293673543e-05,2.0845867492497963e-09,1.8400739471806967e-08
1887,4.6004250179976225e-05,1.8452449171820921e-09,2.0600267650447028e-08
1888,4.60421693527938e-05,1.8988769207821984e-09,2.0762363257225454e-08
1889,4.595628758709479e-05,1.3229593373179478e-09,2.1281501259652813e-08
1890,4.5764938217221894e-05,1.6060267956799886e-09,2.2586386348523646e-08
1891,4.578032686757589e-05,1.7814320732841997e-09,1.855008096336113e-08
1892,4.549087939916977e-05,2.114770596734721e-09,1.7393005765801003e-08
1893,4.515360965992191e-05,1.825303622534794e-09,1.6860364659976312e-08
1894,4.427893925042424e-05,1.8251496028806206e-09,1.476426206689244e-08
1895,4.3357760919856704e-05,1.9208633414028296e-09,1.4583985955393279e-08
1896,4.2315029921675364e-05,2.281309982191512e-09,1.4502759247493811e-08
1897,4.2022247985836915e-05,2.087642201966032e-09,1.38937137350581e-08
1898,4.127461475686037e-05,1.927591340513045e-09,1.4148998036692514e-08
1899,4.117846193756642e-05,1.8424378372167943e-09,1.5290567415401516e-08
1900,4.105358987414677e-05,2.4599357788852264e-09,1.5187296372890354e-08
1901,4.1041311695672835e-05,2.6331618472953876e-09,1.4687244944054458e-08
1902,4.082811938133091e-05,2.552696879273445e-09,1.4031132573271471e-08
1903,4.0522192908351175e-05,2.3425929767435197e-09,1.2805828778336296e-08
1904,3.982142620121262e-05,2.4421927337568506e-09,1.1900647578499957e-08
1905,3.949510158106152e-05,2.594450717755389e-09,1.1912497781858228e-08
1906,3.865194698196969e-05,2.7266521421661795e-09,1.1631116260600396e-08
1907,3.810069652640128e-05,2.347622826296255e-09,1.1425828664154584e-08
1908,3.714004872433309e-05,2.3240392784832207e-09,1.2113788448532757e-08
1909,3.6357886918787176e-05,2.4516331821798433e-09,1.3248001679804539e-08
1910,3.543999108452616e-05,2.5271802111299327e-09,1.3065519713758737e-08
1911,3.4663693181106024e-05,2.325680489459866e-09,1.3292859130891493e-08
1912,3.368945674862646e-05,2.26328481353225e-09,1.2871654472438162e-08
1913,3.267482497903984e-05,2.0956574095113265e-09,1.2103186643384691e-08
1914,3.124049908365123e-05,2.03648407661104e-09,1.218761827967033e-08
1915,2.990773412290894e-05,1.8571884982268978e-09,1.0815651739294805e-08
1916,2.881188083847519e-05,1.8024612278923412e-09,1.1079790926008367e-08
1917,2.8009024390485138e-05,1.9467228464163456e-09,1.1447926797001986e-08
1918,2.7130134964993757e-05,2.1648402594363704e-09,1.1375931815596881e-08
1919,2.6955463389250716e-05,2.217496012210266e-09,1.1880083202900745e-08
1920,2.7323765607434325e-05,2.2830720012935656e-09,1.176037235848883e-08
1921,2.78592571183773e-05,2.3157077683982105e-09,1.1407449841880992e-08
1922,2.8800822422324147e-05,2.6316203184860244e-09,1.1601689767612048e-08
1923,2.987616893993358e-05,2.644227567064458e-09,9.323969342643425e-09
1924,3.053349324285851e-05,2.4136079008434716e-09,8.178335088514035e-09
1925,3.132889001530462e-05,2.5947315565996323e-09,7.8589397846583e-09
1926,3.189844366196277e-05,2.3684084614141098e-09,6.878745636588032e-09
1927,3.172426503234809e-05,2.155887349594313e-09,6.853728695688233e-09
1928,3.14827398792009e-05,2.3537704880410057e-09,6.636341698396109e-09
1929,3.129708394616111e-05,1.973022253512876e-09,6.535679426227554e-09
1930,3.071147745816104e-05,1.8743205559041645e-09,6.665004738591409e-09
1931,3.0310161621725585e-05,1.682571276750977e-09,6.9445772941735734e-09
1932,3.008320579413391e-05,1.3886085812954617e-09,7.117064207814597e-09
1933,2.9457907658070326e-05,1.43616388226242e-09,6.7339670982237615e-09
1934,2.9302002596003668e-05,1.5238713426045182e-09,6.3149381596921165e-09
1935,2.90683453515937e-05,1.26709545633652e-09,7.0242019185278485e-09
1936,2.8259286149737557e-05,1.705977125438756e-09,7.147739733426306e-09
1937,2.7777114155469462e-05,1.6853547486166726e-09,7.857002350318356e-09
1938,2.70460267139632e-05,1.676393230581092e-09,7.99191658882949e-09
1939,2.6435868806272212e-05,1.6117173865356653e-09,8.358187031376474e-09
1940,2.5795919230274323e-05,1.759066408408521e-09,9.151303143844253e-09
1941,2.5270398899530327e-05,1.6273447748079865e-09,9.748966713272824e-09
1942,2.4710348952794448e-05,1.5545697189851231e-09,9.723537023173127e-09
1943,2.447726754845852e-05,1.0965256877096659e-09,9.793785972687731e-09
1944,2.435446679425825e-05,1.080786071749884e-09,1.0563231686181292e-08
1945,2.429597251258591e-05,1.2625146087305188e-09,1.0857718153139168e-08
1946,2.4433130290292737e-05,1.3366217339288206e-09,1.0588205106338527e-08
1947,2.4832597513782923e-05,1.1430014236678078e-09,1.0676260510576543e-08
1948,2.4629279453490328e-05,1.3300085794603384e-09,1.128755349506199e-08
1949,2.4682524651455295e-05,1.316609599122387e-09,1.1335134354949008e-08
1950,2.486492251461771e-05,1.5308225163680943e-09,1.1677999266014792e-08
1951,2.490192699562093e-05,1.6034726403800293e-09,1.1285615489750204e-08
1952,2.4980218638250206e-05,1.6919185893574502e-09,1.1480500613661856e-08
1953,2.482590805032357e-05,1.6188552324055853e-09,1.1942648647789156e-08
1954,2.4307793345152667e-05,1.6916638328241212e-09,1.2163362634558844e-08
1955,2.420854278690448e-05,1.6566488577777046e-09,1.1986332561418424e-08
1956,2.4102585095014157e-05,1.7764916601262622e-09,1.1491445128797295e-08
1957,2.391289152520975e-05,1.6206805500803716e-09,1.138320092154897e-08
1958,2.3600010795884634e-05,1.4940693840844892e-09,1.0717842613416906e-08
1959,2.351318445497392e-05,1.3949752384969015e-09,1.0300791711667249e-08
1960,2.325444828394601e-05,1.5235700161803883e-09,9.227477004714046e-09
1961,2.325873694124831e-05,1.650018518642834e-09,8.5130793842885e-09
1962,2.333096251407239e-05,1.604975628590109e-09,7.733292101923844e-09
1963,2.3292014312963666e-05,1.4580259460090466e-09,7.650999833686e-09
1964,2.3167827228982268e-05,1.5801434367317719e-09,7.243697007299131e-09
1965,2.3085329563140738e-05,1.8220985910564836e-09,6.887417112823511e-09
1966,2.292538868329887e-05,1.8273405407879091e-09,7.089488234563695e-09
1967,2.2750832743310768e-05,1.758970120351628e-09,7.211630086751646e-09
1968,2.2517954286221148e-05,1.7272235150070765e-09,6.942578385198723e-09
1969,2.2075257220421918e-05,1.626011539698372e-09,6.671561652333529e-09
1970,2.1652060500595587e-05,1.6924592996911007e-09,6.187233582620268e-09
1971,2.1329643069683308e-05,1.6194949984235256e-09,6.128778310251651e-09
1972,2.0856504176793222e-05,1.6836749296343457e-09,5.942905786529959e-09
1973,2.0411187766252885e-05,1.5133727207913443e-09,5.319984072319325e-09
1974,1.9872444681823254e-05,1.60464957987827e-09,5.3806265474877685e-09
1975,1.9566215736891275e-05,1.856467289419937e-09,5.609817118771129e-09
1976,1.9164570923229413e-05,2.010185073952897e-09,5.422583525062561e-09
1977,1.9037441234104335e-05,2.0033495259522536e-09,5.6763133875798695e-09
1978,1.8858352372522597e-05,1.9435665537288163e-09,5.445591660142262e-09
1979,1.872945280670787e-05,1.6940281954980208e-09,5.42455521771298e-09
1980,1.8722135272193035e-05,2.153897409635468e-09,5.791269178497974e-09
1981,1.8838789141487462e-05,2.304151028706006e-09,5.899071072893289e-09
