ngram,reception,recepton,receptin,recepton
1733,5.513829916838274e-06,0.0,0.0,0.0
1734,5.759757154269859e-06,0.0,0.0,0.0
1735,4.94829604187024e-06,0.0,0.0,0.0
1736,5.089248621256307e-06,0.0,0.0,0.0
1737,5.684336364148683e-06,0.0,0.0,0.0
1738,6.360521800680934e-06,0.0,0.0,0.0
1739,7.4484343193554584e-06,0.0,0.0,0.0
1740,7.003038457956531e-06,0.0,0.0,0.0
1741,6.788340864919259e-06,0.0,0.0,0.0
1742,6.828613420241579e-06,0.0,0.0,0.0
1743,6.575286403988555e-06,0.0,0.0,0.0
1744,6.659527831029014e-06,0.0,0.0,0.0
1745,6.91315459075018e-06,0.0,0.0,0.0
1746,6.859201935835049e-06,0.0,0.0,0.0
1747,7.666008968953975e-06,0.0,0.0,0.0
1748,8.279301385170714e-06,0.0,0.0,0.0
1749,9.35095957694492e-06,0.0,0.0,0.0
1750,1.1063068736153322e-05,0.0,0.0,0.0
1751,1.204659149932143e-05,0.0,0.0,0.0
1752,1.2792248136455392e-05,0.0,0.0,0.0
1753,1.3662753450002388e-05,0.0,0.0,0.0
1754,1.4796914131563557e-05,0.0,0.0,0.0
1755,1.702631431856259e-05,0.0,0.0,0.0
1756,1.9114818964486142e-05,0.0,0.0,0.0
1757,2.1056197251060178e-05,0.0,0.0,0.0
1758,2.209125055482478e-05,0.0,0.0,0.0
1759,2.298941295261362e-05,0.0,0.0,0.0
1760,2.3606934908977045e-05,0.0,0.0,0.0
1761,2.3780135961715132e-05,0.0,0.0,0.0
1762,2.253919072765192e-05,0.0,0.0,0.0
1763,2.2077003450249322e-05,0.0,0.0,0.0
1764,2.1304452924856116e-05,0.0,0.0,0.0
1765,2.1846624804311432e-05,0.0,0.0,0.0
1766,2.2202720564174732e-05,0.0,0.0,0.0
1767,2.2597521819989197e-05,0.0,0.0,0.0
1768,2.2826872477058453e-05,0.0,0.0,0.0
1769,2.367450568791745e-05,0.0,0.0,0.0
1770,2.3354503615077453e-05,0.0,0.0,0.0
1771,2.3044649684119838e-05,0.0,0.0,0.0
1772,2.2736587457724715e-05,0.0,0.0,0.0
1773,2.2984278205383036e-05,0.0,0.0,0.0
1774,2.3938180675031617e-05,0.0,0.0,0.0
1775,2.496485441432534e-05,0.0,0.0,0.0
1776,2.5416549760848284e-05,0.0,0.0,0.0
1777,2.6646036660947304e-05,0.0,0.0,0.0
1778,2.762721695554709e-05,0.0,0.0,0.0
1779,2.7954444833864856e-05,0.0,0.0,0.0
1780,2.8085888905999517e-05,0.0,0.0,0.0
1781,2.7785044429557665e-05,0.0,0.0,0.0
1782,2.7421361924747805e-05,0.0,2.1581334814462546e-09,0.0
1783,2.7813324257814592e-05,0.0,2.1581334814462546e-09,0.0
1784,2.726611585655649e-05,0.0,2.1581334814462546e-09,0.0
1785,2.7099910896920066e-05,0.0,2.1581334814462546e-09,0.0
1786,2.664032841234335e-05,0.0,2.1581334814462546e-09,0.0
1787,2.6486113970999474e-05,0.0,2.1581334814462546e-09,0.0
1788,2.5851753110016163e-05,0.0,2.1581334814462546e-09,0.0
1789,2.6229481591144577e-05,0.0,0.0,0.0
1790,2.5330089036807684e-05,0.0,0.0,0.0
1791,2.483740432320961e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1792,2.3977453695676688e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1793,2.454164885940762e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1794,2.4920290213360984e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1795,2.5220560408862574e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1796,2.511581000622495e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1797,2.570534005436847e-05,1.0859662375699892e-09,0.0,1.0859662375699892e-09
1798,2.6343133088500637e-05,0.0,0.0,0.0
1799,2.7168489395990036e-05,0.0,0.0,0.0
1800,2.661164061074877e-05,0.0,0.0,0.0
1801,2.6545461358702077e-05,0.0,0.0,0.0
1802,2.693847324865471e-05,0.0,0.0,0.0
1803,2.6688409499391647e-05,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1804,2.659998088867204e-05,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1805,2.5921664668463302e-05,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1806,2.483280695741996e-05,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1807,2.5130390765428145e-05,3.5099995925642295e-10,0.0,3.5099995925642295e-10
1808,2.4526851900321033e-05,3.5099995925642295e-10,2.35363189255671e-10,3.5099995925642295e-10
1809,2.369474974070077e-05,3.5099995925642295e-10,4.162880040681216e-10,3.5099995925642295e-10
1810,2.3503268104312675e-05,0.0,4.162880040681216e-10,0.0
1811,2.3561857753000887e-05,0.0,4.162880040681216e-10,0.0
1812,2.37100957747316e-05,0.0,4.162880040681216e-10,0.0
1813,2.407418937114666e-05,0.0,9.98226184251954e-10,0.0
1814,2.4468829516471097e-05,0.0,9.98226184251954e-10,0.0
1815,2.4993287037692164e-05,1.9314070977470366e-10,7.628629949962829e-10,1.9314070977470366e-10
1816,2.5433698673233656e-05,1.9314070977470366e-10,5.819381801838322e-10,1.9314070977470366e-10
1817,2.6049574444186874e-05,1.9314070977470366e-10,5.819381801838322e-10,1.9314070977470366e-10
1818,2.6326220904593356e-05,3.7217557607200595e-10,5.819381801838322e-10,3.7217557607200595e-10
1819,2.6455901596429093e-05,5.224730172313587e-10,5.819381801838322e-10,5.224730172313587e-10
1820,2.70153718052565e-05,5.224730172313587e-10,0.0,5.224730172313587e-10
1821,2.697256968531292e-05,5.224730172313587e-10,0.0,5.224730172313587e-10
1822,2.6904897822532803e-05,3.29332307456655e-10,0.0,3.29332307456655e-10
1823,2.682180898513512e-05,3.29332307456655e-10,0.0,3.29332307456655e-10
1824,2.6624002202879637e-05,3.29332307456655e-10,0.0,3.29332307456655e-10
1825,2.6466092614490272e-05,1.5029744115935273e-10,1.266168043428146e-10,1.5029744115935273e-10
1826,2.633400695880742e-05,0.0,2.451150473069065e-10,0.0
1827,2.6150810039585588e-05,0.0,2.451150473069065e-10,0.0
1828,2.5868290322250687e-05,0.0,2.451150473069065e-10,0.0
1829,2.4804856106389446e-05,0.0,2.451150473069065e-10,0.0
1830,2.479676108383241e-05,0.0,2.451150473069065e-10,0.0
1831,2.444891158250227e-05,0.0,2.451150473069065e-10,0.0
1832,2.4241256531760363e-05,2.55448376737125e-10,1.1849824296409191e-10,2.55448376737125e-10
1833,2.4642740234932197e-05,4.2040490136737875e-10,0.0,4.2040490136737875e-10
1834,2.4664507041701915e-05,4.2040490136737875e-10,0.0,4.2040490136737875e-10
1835,2.4727995228853876e-05,5.041883022194327e-10,0.0,5.041883022194327e-10
1836,2.5571456717443652e-05,5.792494817136173e-10,7.506117949418467e-11,5.792494817136173e-10
1837,2.5577489525728326e-05,5.792494817136173e-10,7.506117949418467e-11,5.792494817136173e-10
1838,2.5638231038880933e-05,6.555752290233435e-10,1.5138692680391078e-10,6.555752290233435e-10
1839,2.5771126144848366e-05,4.0012685228621846e-10,1.5138692680391078e-10,4.0012685228621846e-10
1840,2.5727636187054615e-05,2.351703276559647e-10,1.5138692680391078e-10,2.351703276559647e-10
1841,2.5726792955538258e-05,2.351703276559647e-10,1.5138692680391078e-10,2.351703276559647e-10
1842,2.554630113341513e-05,1.5138692680391078e-10,2.1220236678942683e-10,1.5138692680391078e-10
1843,2.5343270733303924e-05,2.0747480717580354e-10,1.3714118729524216e-10,2.0747480717580354e-10
1844,2.520408036486645e-05,2.7425766419802196e-10,1.3714118729524216e-10,2.7425766419802196e-10
1845,2.5112753584315734e-05,1.9793191688829585e-10,6.081543998551605e-11,1.9793191688829585e-10
1846,2.5004262559897533e-05,1.9793191688829585e-10,6.081543998551605e-11,1.9793191688829585e-10
1847,2.4762689073603334e-05,5.615647232940343e-10,6.081543998551605e-11,5.615647232940343e-10
1848,2.441954243944825e-05,6.709400733408342e-10,6.081543998551605e-11,6.709400733408342e-10
1849,2.432684699929918e-05,6.709400733408342e-10,0.0,6.709400733408342e-10
1850,2.4072650246255633e-05,5.397910134747568e-10,0.0,5.397910134747568e-10
1851,2.4058416394317256e-05,4.730081564525384e-10,0.0,4.730081564525384e-10
1852,2.393811285271243e-05,4.730081564525384e-10,0.0,4.730081564525384e-10
1853,2.3917655458457636e-05,5.695268383882584e-10,0.0,5.695268383882584e-10
1854,2.3681589092510486e-05,2.0589403198251992e-10,0.0,2.0589403198251992e-10
1855,2.3449852700910663e-05,9.651868193572e-11,0.0,9.651868193572e-11
1856,2.335107144192859e-05,9.651868193572e-11,9.939760919103996e-11,9.651868193572e-11
1857,2.3359127226285636e-05,9.651868193572e-11,9.939760919103996e-11,9.651868193572e-11
1858,2.3159832250842426e-05,2.1172570839413296e-10,9.939760919103996e-11,2.1172570839413296e-10
1859,2.2799813710402566e-05,2.1172570839413296e-10,9.939760919103996e-11,2.1172570839413296e-10
1860,2.241660695290193e-05,2.3719744422580543e-10,9.939760919103996e-11,2.3719744422580543e-10
1861,2.2273760935474585e-05,2.3719744422580543e-10,9.939760919103996e-11,2.3719744422580543e-10
1862,2.2332659552505773e-05,2.3719744422580543e-10,9.939760919103996e-11,2.3719744422580543e-10
1863,2.2063879961413996e-05,2.3719744422580543e-10,0.0,2.3719744422580543e-10
1864,2.21226268227578e-05,2.842925656792212e-10,0.0,2.842925656792212e-10
1865,2.203679442962831e-05,3.4599174319233887e-10,0.0,3.4599174319233887e-10
1866,2.203180883952882e-05,3.4599174319233887e-10,0.0,3.4599174319233887e-10
1867,2.1960232645921807e-05,2.2400132542494637e-10,2.1606227917914111e-10,2.2400132542494637e-10
1868,2.166651445025179e-05,2.2400132542494637e-10,2.1606227917914111e-10,2.2400132542494637e-10
1869,2.133235102519393e-05,2.2400132542494637e-10,2.1606227917914111e-10,2.2400132542494637e-10
1870,2.1315836680254767e-05,2.2400132542494637e-10,2.5829873954005423e-10,2.2400132542494637e-10
1871,2.0836608070697237e-05,2.1748226632288337e-10,2.5829873954005423e-10,2.1748226632288337e-10
1872,2.0549048453436365e-05,4.057606235135276e-11,2.5829873954005423e-10,4.057606235135276e-11
1873,2.050897637673188e-05,4.057606235135276e-11,2.5829873954005423e-10,4.057606235135276e-11
1874,2.027845922774369e-05,4.057606235135276e-11,4.223646036091314e-11,4.057606235135276e-11
1875,1.9973263988504186e-05,8.069109269648322e-11,4.223646036091314e-11,8.069109269648322e-11
1876,1.99825714974265e-05,8.069109269648322e-11,4.223646036091314e-11,8.069109269648322e-11
1877,1.9745416856104775e-05,8.069109269648322e-11,0.0,8.069109269648322e-11
1878,1.970120969677477e-05,4.011503034513047e-11,0.0,4.011503034513047e-11
1879,1.9439764011102462e-05,7.502884424859246e-11,3.4913813903461997e-11,7.502884424859246e-11
1880,1.9146474317364793e-05,7.502884424859246e-11,6.780049735929542e-11,7.502884424859246e-11
1881,1.9048768600831473e-05,1.3816003499985844e-10,6.780049735929542e-11,1.3816003499985844e-10
1882,1.9093065930064768e-05,9.804500465472797e-11,1.0021007634808399e-10,9.804500465472797e-11
1883,1.8688658591210177e-05,9.804500465472797e-11,1.0021007634808399e-10,9.804500465472797e-11
1884,1.837503909233159e-05,1.2855591194746045e-10,1.6123189093354894e-10,1.2855591194746045e-10
1885,1.8112412622680756e-05,1.5757918977613424e-10,1.6123189093354894e-10,1.5757918977613424e-10
1886,1.8076867231034805e-05,1.2266537587267224e-10,1.2631807703008694e-10,1.2266537587267224e-10
1887,1.8063665785510758e-05,1.2266537587267224e-10,1.2106536210040479e-10,1.2266537587267224e-10
1888,1.78634088245287e-05,5.953418512140627e-11,1.2106536210040479e-10,5.953418512140627e-11
1889,1.772303013629945e-05,8.570507993775424e-11,8.865578311161621e-11,8.570507993775424e-11
1890,1.776224494928361e-05,8.570507993775424e-11,1.1395147325732324e-10,8.570507993775424e-11
1891,1.7749008163394008e-05,8.079922445399949e-11,5.29296586718583e-11,8.079922445399949e-11
1892,1.7718818396263358e-05,7.424752876009474e-11,7.540124080662736e-11,7.424752876009474e-11
1893,1.7538668024436837e-05,1.8955589479016258e-10,9.846291440914915e-11,1.8955589479016258e-10
1894,1.7376705727656372e-05,2.1164766764566626e-10,7.082894588299788e-11,2.1164766764566626e-10
1895,1.741944028513639e-05,2.1164766764566626e-10,7.082894588299788e-11,2.1164766764566626e-10
1896,1.7434101859440227e-05,2.62998476171664e-10,7.082894588299788e-11,2.62998476171664e-10
1897,1.738879732978863e-05,3.187287418120783e-10,4.553325573729085e-11,3.187287418120783e-10
1898,1.742279398188527e-05,4.3742903545394643e-10,1.3572409466152838e-10,4.3742903545394643e-10
1899,1.749178695068362e-05,4.3317135989262567e-10,1.3146641910020763e-10,4.3317135989262567e-10
1900,1.7492095139459707e-05,3.3593359839910267e-10,1.2647535003423068e-10,3.3593359839910267e-10
1901,1.740398771029764e-05,3.4811519936514147e-10,1.6074872385577318e-10,3.4811519936514147e-10
1902,1.7189195464847478e-05,3.9977007022200846e-10,1.9518530442701783e-10,3.9977007022200846e-10
1903,1.6904700325020322e-05,3.700657994328996e-10,1.9518530442701783e-10,3.700657994328996e-10
1904,1.66626663745514e-05,3.9360423650539444e-10,1.9518530442701783e-10,3.9360423650539444e-10
1905,1.639770380279515e-05,3.5602693015945874e-10,1.2024132780722293e-10,3.5602693015945874e-10
1906,1.607834435292586e-05,3.9987296807098005e-10,1.1754240735501702e-10,3.9987296807098005e-10
1907,1.5877540915555854e-05,4.2575288532782045e-10,9.94718028184722e-11,4.2575288532782045e-10
1908,1.5427323887706734e-05,4.738262361834802e-10,6.519842899692968e-11,4.738262361834802e-10
1909,1.5054015810684568e-05,4.4973338347060425e-10,3.076184842568505e-11,4.4973338347060425e-10
1910,1.4714164015978376e-05,4.9833318225913e-10,4.4535738192535184e-11,4.9833318225913e-10
1911,1.4322138148210278e-05,5.30887934803635e-10,4.4535738192535184e-11,5.30887934803635e-10
1912,1.3912492379729105e-05,5.683009757229129e-10,5.811709149642194e-11,5.683009757229129e-10
1913,1.3413944673499958e-05,5.920285432527348e-10,4.260210537517953e-11,5.920285432527348e-10
1914,1.2876951976587797e-05,6.357769568746516e-10,4.260210537517953e-11,6.357769568746516e-10
1915,1.2495217691009333e-05,8.403272462796454e-10,4.260210537517953e-11,8.403272462796454e-10
1916,1.2235151319016171e-05,8.729726782722277e-10,5.7653967909322896e-11,8.729726782722277e-10
1917,1.2080590230263105e-05,8.882813215141791e-10,4.388007814247276e-11,8.882813215141791e-10
1918,1.1957099039656377e-05,8.627393006348833e-10,4.388007814247276e-11,8.627393006348833e-10
1919,1.20120373269726e-05,8.038326988162631e-10,1.5051862534143368e-11,8.038326988162631e-10
1920,1.2259972338922256e-05,9.036584258659275e-10,3.8253517417200353e-11,9.036584258659275e-10
1921,1.2523371619213971e-05,8.721827070092201e-10,3.8253517417200353e-11,8.721827070092201e-10
1922,1.2943595720571466e-05,7.301934612513605e-10,3.8253517417200353e-11,7.301934612513605e-10
1923,1.32026877638834e-05,7.436463429171575e-10,2.3201654883056986e-11,7.436463429171575e-10
1924,1.340889074137002e-05,7.296065894303792e-10,7.204471543152481e-11,7.296065894303792e-10
1925,1.3530230977007055e-05,6.89335505343891e-10,1.1805506572315494e-10,6.89335505343891e-10
1926,1.3513202117922316e-05,6.728699145483067e-10,1.639009919848381e-10,6.728699145483067e-10
1927,1.348560415083609e-05,6.236869393954387e-10,1.8617609438236522e-10,6.236869393954387e-10
1928,1.34378055268566e-05,6.358921841468198e-10,1.8617609438236522e-10,6.358921841468198e-10
