ngram,owner,oner,owne,oner
1532,3.037074306381068e-05,1.4578970097188306e-06,0.00012173440440424852,1.4578970097188306e-06
1533,3.8352481039640096e-05,1.4578970097188306e-06,0.00020953352629606213,1.4578970097188306e-06
1534,3.8352481039640096e-05,1.4578970097188306e-06,0.00020953352629606213,1.4578970097188306e-06
1535,1.723991564566469e-05,1.4578970097188306e-06,0.00020953352629606213,1.4578970097188306e-06
1536,2.3501617241501143e-05,1.4578970097188306e-06,0.0002113225838391892,1.4578970097188306e-06
1537,2.2772668736641727e-05,0.0,0.00012516017821846099,0.0
1538,1.7027820506752634e-05,6.3528771404110425e-06,0.0001473952489894665,6.3528771404110425e-06
1539,1.6125987323383534e-05,6.3528771404110425e-06,0.0001473952489894665,6.3528771404110425e-06
1540,8.14424934755412e-06,6.3528771404110425e-06,5.9596127097652894e-05,6.3528771404110425e-06
1541,8.14424934755412e-06,6.3528771404110425e-06,5.9596127097652894e-05,6.3528771404110425e-06
1542,7.766347932504556e-06,6.3528771404110425e-06,6.561471244432531e-05,6.3528771404110425e-06
1543,1.5046463366681046e-06,6.3528771404110425e-06,6.382565490119825e-05,6.3528771404110425e-06
1544,3.034800491669947e-06,6.3528771404110425e-06,2.8253656117677955e-05,6.3528771404110425e-06
1545,3.5706406963851933e-06,0.0,5.504796250274272e-05,0.0
1546,5.808290260184938e-06,2.7970619547496814e-07,0.0001023183083036981,2.7970619547496814e-07
1547,5.808290260184938e-06,2.7970619547496814e-07,0.0001154268731105341,2.7970619547496814e-07
1548,1.1753129099036283e-05,2.7970619547496814e-07,0.00014990693775221838,2.7970619547496814e-07
1549,1.024848276236818e-05,2.7970619547496814e-07,0.0002433262873507504,2.7970619547496814e-07
1550,1.132917418544821e-05,2.4410890416350284e-06,0.0002433262873507504,2.4410890416350284e-06
1551,9.799020030446367e-06,2.4410890416350284e-06,0.00038263691905220706,2.4410890416350284e-06
1552,1.070540182419271e-05,2.4410890416350284e-06,0.0003336075418961367,2.4410890416350284e-06
1553,8.467752260392964e-06,2.16138284616006e-06,0.0002863371960951814,2.16138284616006e-06
1554,8.467752260392964e-06,2.16138284616006e-06,0.0003102550399489701,2.16138284616006e-06
1555,7.931778197546788e-06,2.16138284616006e-06,0.000307026194475059,2.16138284616006e-06
1556,7.931778197546788e-06,2.16138284616006e-06,0.00021383351746148298,2.16138284616006e-06
1557,6.851086774466759e-06,0.0,0.00022317852562991902,0.0
1558,1.162542724029793e-05,0.0,8.386789392846237e-05,0.0
1559,1.1902428533565918e-05,0.0,8.386789392846237e-05,0.0
1560,1.6838021370598915e-05,8.973804922009419e-07,9.194431809841522e-05,8.973804922009419e-07
1561,1.6838021370598915e-05,8.973804922009419e-07,0.00018510829041978077,8.973804922009419e-07
1562,1.1429156594593743e-05,6.230524377315305e-06,0.00018585593456269374,6.230524377315305e-06
1563,1.4156886858732573e-05,6.230524377315305e-06,0.00018142916347382458,6.230524377315305e-06
1564,1.4156886858732573e-05,6.230524377315305e-06,0.00019116909606964327,6.230524377315305e-06
1565,9.3825463929014e-06,6.230524377315305e-06,0.0001931926973546589,6.230524377315305e-06
1566,1.908534587918049e-05,6.230524377315305e-06,0.00023888078846669356,6.230524377315305e-06
1567,1.4149753042147495e-05,5.3331438851143635e-06,0.00030450327072425613,5.3331438851143635e-06
1568,1.4149753042147495e-05,5.3331438851143635e-06,0.00017431288974226585,5.3331438851143635e-06
1569,2.4547627617721446e-05,0.0,0.00021881267145675208,0.0
1570,2.1819897353582617e-05,4.533036969535585e-06,0.00024419240643120635,4.533036969535585e-06
1571,0.00018609395712181659,4.533036969535585e-06,0.00023001116902118416,4.533036969535585e-06
1572,0.00018609395712181659,4.533036969535585e-06,0.00022954745015470377,4.533036969535585e-06
1573,0.0001922896657820924,2.844281490459772e-05,0.0002316789149127934,2.844281490459772e-05
1574,0.00019283437732805657,2.953223799652603e-05,0.0002489468328609031,2.953223799652603e-05
1575,0.00019534893658601504,2.953223799652603e-05,0.0002652914681675611,2.953223799652603e-05
1576,0.0001849510620104411,2.9982918444407653e-05,0.0002523387668458911,2.9982918444407653e-05
1577,0.00018750253791820017,2.544988147487207e-05,0.0002506553035865571,2.544988147487207e-05
1578,2.3710304373837842e-05,2.6172620794438573e-05,0.00025249716756141946,2.6172620794438573e-05
1579,4.181943943746903e-05,2.681937559957857e-05,0.0002755139669586372,2.681937559957857e-05
1580,2.5192168842685142e-05,3.900058508017017e-06,0.00035447339905658737,3.900058508017017e-06
1581,2.9987223862398033e-05,3.4039427906204115e-06,0.0003643688261425788,3.4039427906204115e-06
1582,2.914859010161308e-05,4.6608869459825134e-06,0.00043265842915778715,4.6608869459825134e-06
1583,3.323388230975459e-05,4.210206498100888e-06,0.00039626766270625273,4.210206498100888e-06
1584,3.158151798743347e-05,4.210206498100888e-06,0.00047594895711102126,4.210206498100888e-06
1585,3.147712793958947e-05,3.6761852665482105e-06,0.0005873409099876881,3.6761852665482105e-06
1586,1.4086886721997871e-05,4.4672181534874e-06,0.0005685153789402518,4.4672181534874e-06
1587,1.5865062355909947e-05,3.4767573099868187e-06,0.0005725544667386982,3.4767573099868187e-06
1588,1.1864307420442596e-05,3.552955750559964e-06,0.0005714485793890033,3.552955750559964e-06
1589,3.42760965200536e-05,2.2960115951978618e-06,0.0005310685155563988,2.2960115951978618e-06
1590,3.071075561170541e-05,3.075938512405888e-06,0.0006700377863515834,3.075938512405888e-06
1591,3.16773783392169e-05,3.875538904399686e-06,0.000606954019791114,3.875538904399686e-06
1592,3.189691395683829e-05,4.880764403683965e-06,0.0005294105805140654,4.880764403683965e-06
1593,3.1847850290692546e-05,3.88953016486734e-06,0.0006277063803281635,3.88953016486734e-06
1594,3.092316118064835e-05,4.057161748148376e-06,0.000556732781530757,4.057161748148376e-06
1595,3.1838134938360394e-05,3.3876559330435285e-06,0.0005421770661736705,3.3876559330435285e-06
1596,9.012929695018101e-06,3.3876559330435285e-06,0.0005469503396722887,3.3876559330435285e-06
1597,1.1640592739630457e-05,5.028970739268905e-06,0.00043615126716239113,5.028970739268905e-06
1598,1.4729056926755999e-05,4.229370347275108e-06,0.00040372620839791907,4.229370347275108e-06
1599,3.311577990773783e-05,3.271249056524539e-06,0.0003930815593256349,3.271249056524539e-06
1600,3.53216139826275e-05,3.4637321115431926e-06,0.00035453585171905743,3.4637321115431926e-06
1601,3.445428592385724e-05,4.468043698580004e-06,0.0003607108405308931,4.468043698580004e-06
1602,3.4183914197326105e-05,4.885646571243082e-06,0.0002834446464216204,4.885646571243082e-06
1603,3.333351495322339e-05,5.709866789922151e-06,0.000375358850370893,5.709866789922151e-06
1604,3.52940100388618e-05,4.3102469524975665e-06,0.0003563010510073842,4.3102469524975665e-06
1605,3.1014432871805706e-05,4.4226838440408756e-06,0.00043746283543961387,4.4226838440408756e-06
1606,1.451322129599118e-05,4.907582503424887e-06,0.0004515574608896194,4.907582503424887e-06
1607,1.163755704120766e-05,4.26854599514367e-06,0.00048384733340104243,4.26854599514367e-06
1608,1.2058680892680837e-05,3.4959580180579257e-06,0.0004641530706846554,3.4959580180579257e-06
1609,1.0641089180093591e-05,3.4557031004364295e-06,0.0005318768838021372,3.4557031004364295e-06
1610,1.1503461662089518e-05,3.141275937780717e-06,0.0005190207406745426,3.141275937780717e-06
1611,1.1003904806524848e-05,2.2220663303024982e-06,0.0005811713677498379,2.2220663303024982e-06
1612,1.1136285658202333e-05,4.261635264616156e-06,0.0006215947089783315,4.261635264616156e-06
1613,1.0571528166890079e-05,4.020345735560633e-06,0.0007111522177832999,4.020345735560633e-06
1614,1.1230747661881782e-05,1.885278447031981e-05,0.0006845568048967314,1.885278447031981e-05
1615,1.9737528613664574e-05,1.8453429277087707e-05,0.0007250866619870067,1.8453429277087707e-05
1616,1.989235572961791e-05,1.9517779451559492e-05,0.0007607995732022184,1.9517779451559492e-05
1617,2.0347451806758598e-05,2.1231730305057033e-05,0.0007345121204187828,2.1231730305057033e-05
1618,2.204143610080272e-05,2.1621703711259344e-05,0.0006740076143095004,2.1621703711259344e-05
1619,2.2697382389326647e-05,1.9469697885402377e-05,0.0006189211146972541,1.9469697885402377e-05
1620,2.3398868376846493e-05,1.9191744286217727e-05,0.0005651047644538007,1.9191744286217727e-05
1621,2.4702246849171517e-05,6.143485474500007e-06,0.0006216563425758588,6.143485474500007e-06
1622,1.5079116370283632e-05,6.143485474500007e-06,0.0005744074379825699,6.143485474500007e-06
1623,1.597475251661048e-05,4.7017873449866395e-06,0.0005285039078444242,4.7017873449866395e-06
1624,1.5589163532630274e-05,2.7767078206254936e-06,0.00048240675823763013,2.7767078206254936e-06
1625,1.0532596986325058e-05,3.530292458110905e-06,0.000557045714231208,3.530292458110905e-06
1626,9.758513962359367e-06,4.908023356620106e-06,0.0005513537616934627,4.908023356620106e-06
1627,9.376101063805566e-06,5.984716251207699e-06,0.0005615198128258011,5.984716251207699e-06
1628,8.854758821793699e-06,5.969350208293431e-06,0.0005123864851027195,5.969350208293431e-06
1629,9.728775954239868e-06,6.71211432745622e-06,0.0005690920723801744,6.71211432745622e-06
1630,8.716033724860089e-06,7.747102277530108e-06,0.0005517513657520924,7.747102277530108e-06
1631,8.335603784611781e-06,7.845197809988999e-06,0.0006177990664062756,7.845197809988999e-06
1632,1.0296548160632873e-05,8.248497904008087e-06,0.0006195042016250747,8.248497904008087e-06
1633,1.865580686301525e-05,7.007859803057467e-06,0.0006488138543707984,7.007859803057467e-06
1634,1.7653189648366867e-05,5.85310724383297e-06,0.0006511793721334211,5.85310724383297e-06
1635,1.7940647921932396e-05,4.166613077164324e-06,0.0006393267082915242,4.166613077164324e-06
1636,1.9477413713632685e-05,3.858070994868155e-06,0.0006078008944833917,3.858070994868155e-06
1637,2.062951378840288e-05,2.896243172147349e-06,0.0006608544083844338,2.896243172147349e-06
1638,2.1888010191365277e-05,2.7014883617734346e-06,0.000634586887567171,2.7014883617734346e-06
1639,2.109507269259276e-05,1.2079584053026338e-06,0.000558251901696037,1.2079584053026338e-06
1640,1.2560988807308604e-05,1.0708656077440537e-06,0.0005102636059746146,1.0708656077440537e-06
1641,1.2222638523391132e-05,1.1266137107668328e-06,0.00044948008352158856,1.1266137107668328e-06
1642,1.3732419477362004e-05,1.1522438317764942e-06,0.000427841826292154,1.1522438317764942e-06
1643,1.1582177616479125e-05,7.180217949098733e-07,0.00039367520574679863,7.180217949098733e-07
1644,1.266784001277951e-05,7.365231340372702e-07,0.0003351173301260652,7.365231340372702e-07
1645,1.1133419483095558e-05,5.34518026792544e-07,0.0002974958687056122,5.34518026792544e-07
1646,9.424611140015518e-06,4.795159774013362e-07,0.00028707465181858946,4.795159774013362e-07
1647,9.951026381064107e-06,6.876070821298137e-07,0.0002754209750232154,6.876070821298137e-07
1648,1.1026712205161207e-05,6.001392875987221e-07,0.0002676376170711592,6.001392875987221e-07
1649,8.570495018440332e-06,8.833283361907109e-07,0.0002789168107223564,8.833283361907109e-07
1650,9.917126200369758e-06,1.146849163952928e-06,0.00026182490442546884,1.146849163952928e-06
1651,8.02162256669752e-06,1.3991883471525007e-06,0.00024358336980055486,1.3991883471525007e-06
1652,1.2567098370449717e-05,1.6775453397193424e-06,0.00020866036149007932,1.6775453397193424e-06
1653,1.4801584776640603e-05,1.5768069293439372e-06,0.0001916360093413719,1.5768069293439372e-06
1654,1.4217444329135884e-05,1.3687158246154598e-06,0.00015670130960643291,1.3687158246154598e-06
1655,1.3989018498250516e-05,1.6256356372780698e-06,0.00014079531631848243,1.6256356372780698e-06
1656,1.4294116681412561e-05,1.3251114166580789e-06,9.227656638748678e-05,1.3251114166580789e-06
1657,1.3740163597373925e-05,1.2006127495364386e-06,7.966671046233387e-05,1.2006127495364386e-06
1658,2.142627889562781e-05,1.017458998830989e-06,6.11833843322529e-05,1.017458998830989e-06
1659,1.7126015856255045e-05,9.642723008645199e-07,4.143131906987817e-05,9.642723008645199e-07
1660,1.587003134773113e-05,1.0444471009967465e-06,3.3920553310703584e-05,1.0444471009967465e-06
1661,1.5951199559692342e-05,1.1788179189612232e-06,4.0921416322297386e-05,1.1788179189612232e-06
1662,1.5791502814213993e-05,9.113993542086973e-07,3.799008839320907e-05,9.113993542086973e-07
1663,1.6806366180130033e-05,2.2003792748494433e-06,5.349402473646998e-05,2.2003792748494433e-06
1664,2.0816958730003015e-05,2.179266053709788e-06,5.587792890894759e-05,2.179266053709788e-06
1665,1.2802124241976084e-05,2.1066023886565484e-06,5.064158345443762e-05,2.1066023886565484e-06
1666,1.3187572968880496e-05,1.9213804916619537e-06,4.7776619372338504e-05,1.9213804916619537e-06
1667,1.4359705963735386e-05,1.8736580074119047e-06,4.614069670034431e-05,1.8736580074119047e-06
1668,1.4566027337943005e-05,1.7830404053548982e-06,3.601310640988231e-05,1.7830404053548982e-06
1669,1.3521806457512347e-05,1.9414734241861098e-06,3.277795242086411e-05,1.9414734241861098e-06
1670,1.2733638868667185e-05,6.778263415948718e-07,1.0588664703651115e-05,6.778263415948718e-07
1671,9.852375764499552e-06,6.772479841694283e-07,9.594715623149699e-06,6.772479841694283e-07
1672,9.702504550140084e-06,7.366683669423375e-07,9.745161183413334e-06,7.366683669423375e-07
1673,9.101750687737617e-06,8.451771955313754e-07,1.3508147601117213e-05,8.451771955313754e-07
1674,7.547167894829597e-06,8.452554039552394e-07,1.3055926761548367e-05,8.452554039552394e-07
1675,7.729962752429337e-06,9.044576866504681e-07,1.188237190165507e-05,9.044576866504681e-07
1676,8.608023888103031e-06,7.936644794069383e-07,1.114976599378029e-05,7.936644794069383e-07
1677,8.03284852476541e-06,7.784755768268172e-07,1.0724124292339963e-05,7.784755768268172e-07
1678,6.465242027583632e-06,7.607378478269311e-07,9.611737173794868e-06,7.607378478269311e-07
1679,6.666911953548801e-06,7.515648466746175e-07,9.238280946582173e-06,7.515648466746175e-07
1680,6.347611133605824e-06,6.936172687639035e-07,5.662561339444697e-06,6.936172687639035e-07
1681,5.8519206699462046e-06,8.848452109434999e-07,5.254129973764066e-06,8.848452109434999e-07
1682,6.2357883052754914e-06,8.423728112510227e-07,6.142023461766907e-06,8.423728112510227e-07
1683,5.304032518844386e-06,8.01802193401662e-07,5.770948129273685e-06,8.01802193401662e-07
1684,4.7989087923789545e-06,1.0224809808992826e-06,5.115351874402612e-06,1.0224809808992826e-06
1685,4.00360220607711e-06,1.0441231219309493e-06,4.182913447233919e-06,1.0441231219309493e-06
1686,4.356801485170893e-06,1.0438385475351554e-06,3.910325070981864e-06,1.0438385475351554e-06
1687,4.28815977621915e-06,1.035729078629239e-06,3.4858712589474246e-06,1.035729078629239e-06
1688,3.8087703160272213e-06,9.517453471679411e-07,3.0625700284352727e-06,9.517453471679411e-07
1689,2.6877301999255517e-06,1.1122604308054309e-06,1.248077036767167e-06,1.1122604308054309e-06
1690,3.469238890829729e-06,1.148613258854831e-06,8.612617453504104e-07,1.148613258854831e-06
1691,3.7003212745340922e-06,9.250400856737022e-07,8.422396393013644e-07,9.250400856737022e-07
1692,3.954312790353599e-06,8.748092292470184e-07,7.689081858838367e-07,8.748092292470184e-07
1693,3.4023000807792414e-06,7.680143819957916e-07,6.031329462530266e-07,7.680143819957916e-07
1694,4.243205791811176e-06,7.587708544016485e-07,5.45118317469522e-07,7.587708544016485e-07
1695,4.28922804271029e-06,7.43050547060063e-07,1.335894093504716e-06,7.43050547060063e-07
1696,4.7453847855649656e-06,6.795118179882463e-07,1.477607611377607e-06,6.795118179882463e-07
1697,4.8082176168203916e-06,6.87137427592331e-07,1.3788398892497104e-06,6.87137427592331e-07
1698,6.4694730294182335e-06,6.92985917031105e-07,1.550628707848643e-06,6.92985917031105e-07
1699,6.40198225352963e-06,6.742599408328585e-07,1.4919797552335825e-06,6.742599408328585e-07
1700,6.373641326717916e-06,7.468915685292034e-07,1.5439711660292232e-06,7.468915685292034e-07
1701,5.512471196717732e-06,8.380698253469226e-07,1.529252374764058e-06,8.380698253469226e-07
1702,5.2601595094919114e-06,8.698224779176858e-07,7.278405007582478e-07,8.698224779176858e-07
1703,4.945812025068465e-06,8.117339120872202e-07,6.302918222900189e-07,8.117339120872202e-07
1704,3.9538003956555e-06,7.920895248909281e-07,5.421269244314837e-07,7.920895248909281e-07
1705,2.0932662973141954e-06,7.433236532961018e-07,4.7394559844958296e-07,7.433236532961018e-07
1706,2.5699378300357367e-06,8.128747026603378e-07,5.647578567342342e-07,8.128747026603378e-07
1707,2.237382927562846e-06,8.061115051662325e-07,7.07205694132946e-07,8.061115051662325e-07
1708,2.0437970371338972e-06,7.382352659338462e-07,9.386856244678452e-07,7.382352659338462e-07
1709,2.1163456998302924e-06,7.026783431943581e-07,9.027301440970145e-07,7.026783431943581e-07
1710,2.0433347620902557e-06,6.205224788605587e-07,9.962854911853874e-07,6.205224788605587e-07
1711,1.909064759989373e-06,6.726890973141053e-07,1.0059778199027797e-06,6.726890973141053e-07
1712,1.8716202459602625e-06,7.26376463993412e-07,2.803375380722173e-06,7.26376463993412e-07
1713,2.643576936277116e-06,7.343634353316832e-07,2.5818677187317007e-06,7.343634353316832e-07
1714,2.9744989384588346e-06,6.945734725150032e-07,2.473572966518337e-06,6.945734725150032e-07
1715,2.971972061719238e-06,6.660489252193916e-07,2.3569721646156594e-06,6.660489252193916e-07
1716,2.8946862552662163e-06,5.812186003595343e-07,2.489796541129051e-06,5.812186003595343e-07
1717,2.812213243227494e-06,6.557004407373565e-07,2.9022575692546785e-06,6.557004407373565e-07
1718,3.1970478338345335e-06,5.606066630597135e-07,2.9312740212260124e-06,5.606066630597135e-07
1719,3.2059713735829324e-06,5.968396245797132e-07,1.3209121456319345e-06,5.968396245797132e-07
1720,1.841974689601297e-06,5.84818110382912e-07,3.6405609721766396e-06,5.84818110382912e-07
1721,1.6031619419923767e-06,5.887088556327009e-07,4.8158648391043764e-06,5.887088556327009e-07
1722,4.3646006620942245e-06,7.526023344845661e-07,6.4918466518650216e-06,7.526023344845661e-07
1723,4.842303107060226e-06,7.974597906468261e-07,7.328524917836278e-06,7.974597906468261e-07
1724,4.8309365346150505e-06,7.586012031879363e-07,8.433943033229038e-06,7.586012031879363e-07
1725,4.610210680766613e-06,7.771608393016192e-07,9.189353184930432e-06,7.771608393016192e-07
1726,4.49451778194998e-06,6.770061661752282e-07,8.941370749328468e-06,6.770061661752282e-07
1727,4.815031900307076e-06,6.413240904683854e-07,9.550404261712434e-06,6.413240904683854e-07
1728,4.905130765564536e-06,6.447992859648366e-07,8.7878820197927e-06,6.447992859648366e-07
1729,2.2662316609967093e-06,4.7031947555556795e-07,7.860315138584286e-06,4.7031947555556795e-07
1730,2.1234928664983144e-06,4.800578007494291e-07,6.915362210487988e-06,4.800578007494291e-07
1731,2.140242332058863e-06,4.899201785844655e-07,5.580232888340626e-06,4.899201785844655e-07
1732,1.935316317615486e-06,4.580114542867315e-07,5.13659127981165e-06,4.580114542867315e-07
1733,2.0598207908863386e-06,5.537943650324451e-07,5.628295590603167e-06,5.537943650324451e-07
1734,2.0678332118352827e-06,5.491077469546976e-07,3.035125814676576e-06,5.491077469546976e-07
1735,2.3130078748831044e-06,5.360475532662739e-07,2.872479837736007e-06,5.360475532662739e-07
1736,2.319787037257421e-06,5.944585918119369e-07,2.175913420744889e-06,5.944585918119369e-07
1737,2.1258091789734735e-06,5.66737631808272e-07,1.132944269751793e-05,5.66737631808272e-07
1738,2.7300036598327485e-06,6.138733072345661e-07,1.2557664815306322e-05,6.138733072345661e-07
1739,2.9032973511026024e-06,5.866248398790828e-07,1.757373997536758e-05,5.866248398790828e-07
1740,2.9045106170347675e-06,5.13514949927542e-07,1.6948997988716235e-05,5.13514949927542e-07
1741,2.8434826130511022e-06,4.598543788298619e-07,1.698779053630314e-05,4.598543788298619e-07
1742,2.855181768219544e-06,4.463832031628304e-07,1.8418042480102974e-05,4.463832031628304e-07
1743,3.1134719133011198e-06,4.3656970660777006e-07,2.888433783862102e-05,4.3656970660777006e-07
1744,3.7189353504020673e-06,4.948046848442443e-07,1.9849108778962382e-05,4.948046848442443e-07
1745,3.2491844552038984e-06,4.859535717319627e-07,1.830041665330993e-05,4.859535717319627e-07
1746,3.6051079632670735e-06,5.116330714015151e-07,1.3207652899995179e-05,5.116330714015151e-07
1747,3.7697837862132085e-06,5.024756900086556e-07,1.4980282571741554e-05,5.024756900086556e-07
1748,4.680464371631388e-06,5.333062631507346e-07,1.586168496357589e-05,5.333062631507346e-07
1749,4.890168254080761e-06,5.495501146210049e-07,1.561642399597726e-05,5.495501146210049e-07
1750,5.276694569797005e-06,5.095794100335687e-07,5.679662779454832e-06,5.095794100335687e-07
1751,5.9141691508557415e-06,4.6400169091092333e-07,5.800929102406371e-06,4.6400169091092333e-07
1752,7.017677132483056e-06,4.331910962004518e-07,5.976365660639463e-06,4.331910962004518e-07
1753,8.09607039237952e-06,4.790203921142425e-07,5.712635634884984e-06,4.790203921142425e-07
1754,8.793092612385018e-06,4.542648172543652e-07,3.945070890917382e-06,4.542648172543652e-07
1755,9.785563114356982e-06,4.921482274409885e-07,3.1170805568438354e-06,4.921482274409885e-07
1756,1.004125234820614e-05,5.104914322373588e-07,2.5337698283627626e-06,5.104914322373588e-07
1757,1.0563785638493886e-05,5.175997626695659e-07,1.8735181340291871e-06,5.175997626695659e-07
1758,1.1765238533761086e-05,4.95476791278244e-07,1.7678887047622993e-06,4.95476791278244e-07
1759,1.2029888499195554e-05,5.12272040152441e-07,1.8742345235166015e-06,5.12272040152441e-07
1760,1.2819791533859512e-05,4.888646348685402e-07,2.0504715162620154e-06,4.888646348685402e-07
1761,1.7090063270838334e-05,5.220057021558335e-07,2.0601238495438726e-06,5.220057021558335e-07
1762,2.1142527917358427e-05,5.019560295035522e-07,2.1769708240526597e-06,5.019560295035522e-07
1763,2.3904118019605187e-05,5.284583478117253e-07,3.3424683404551355e-06,5.284583478117253e-07
1764,2.579958540341717e-05,5.284530613737713e-07,3.895466247984457e-06,5.284530613737713e-07
1765,2.6084819052942165e-05,5.316248794835181e-07,3.834243904472194e-06,5.316248794835181e-07
1766,2.594856102535102e-05,5.194781554759434e-07,5.433243300347255e-06,5.194781554759434e-07
1767,2.504313618244071e-05,5.041330634217697e-07,6.5336951199209836e-06,5.041330634217697e-07
1768,2.2472362616099417e-05,4.884814838338311e-07,6.739478651849952e-06,4.884814838338311e-07
1769,1.8267347643684063e-05,4.7393070141359725e-07,6.895554211691238e-06,4.7393070141359725e-07
1770,1.7677538770450546e-05,4.581818180733015e-07,5.161110266271862e-06,4.581818180733015e-07
1771,1.6320335687071618e-05,4.403896655601004e-07,4.928373008234692e-06,4.403896655601004e-07
1772,1.7304550055996515e-05,4.423827054519539e-07,5.4136826292960905e-06,4.423827054519539e-07
1773,1.8245859402148718e-05,4.1946337400336884e-07,4.010415977973025e-06,4.1946337400336884e-07
1774,1.973119339839156e-05,4.1909547933625747e-07,3.1111756015889114e-06,4.1909547933625747e-07
1775,2.0187135825316155e-05,3.883542660787498e-07,3.1605016894380763e-06,3.883542660787498e-07
1776,1.9553775148649167e-05,3.6302376876002587e-07,2.855867933249101e-06,3.6302376876002587e-07
1777,1.83319946570139e-05,3.231898010166593e-07,3.198858264243297e-06,3.231898010166593e-07
1778,1.8831244623080628e-05,3.263082999995147e-07,3.1444088628112306e-06,3.263082999995147e-07
1779,1.715401426086568e-05,3.2210990192587427e-07,2.7360293870515306e-06,3.2210990192587427e-07
1780,1.8557751770588637e-05,3.148397545211472e-07,2.331337611849449e-06,3.148397545211472e-07
1781,1.7888579350255895e-05,2.992735050254071e-07,2.131257125321489e-06,2.992735050254071e-07
1782,1.681702412627471e-05,3.4163855186112156e-07,2.0481749792062535e-06,3.4163855186112156e-07
1783,1.7791357225048288e-05,3.5258209761325686e-07,1.9544382975514703e-06,3.5258209761325686e-07
1784,1.955426237795369e-05,3.687323360931519e-07,1.5620126418980362e-06,3.687323360931519e-07
1785,1.8930479979774517e-05,3.475451332438492e-07,1.719780024294388e-06,3.475451332438492e-07
1786,1.8966862106546095e-05,3.272521890299426e-07,1.6943363090961481e-06,3.272521890299426e-07
1787,1.8481537803641652e-05,3.354733268322109e-07,1.9296178054771318e-06,3.354733268322109e-07
1788,2.0495959428704475e-05,3.2876948604812893e-07,2.942912552888239e-06,3.2876948604812893e-07
1789,2.2134321885200086e-05,3.3715008994152284e-07,3.4827763296821753e-06,3.3715008994152284e-07
1790,2.2969561801541465e-05,3.489005300545094e-07,3.692051872608967e-06,3.489005300545094e-07
1791,2.3384684027405456e-05,3.4762171147966523e-07,3.848126457991644e-06,3.4762171147966523e-07
1792,2.4337216538177537e-05,3.5828842775182626e-07,3.77282185581862e-06,3.5828842775182626e-07
1793,2.5371447139020476e-05,3.7112900892160336e-07,3.9632625430385815e-06,3.7112900892160336e-07
1794,2.623762000959167e-05,3.5719563941581457e-07,3.9635352290393456e-06,3.5719563941581457e-07
1795,2.534138600042622e-05,3.563565046858587e-07,2.9399886248679e-06,3.563565046858587e-07
1796,2.5343777451780625e-05,3.2995362581849416e-07,2.429658983211474e-06,3.2995362581849416e-07
1797,2.6487181977634983e-05,3.1382893845537705e-07,2.264504522437554e-06,3.1382893845537705e-07
1798,2.5883792269658962e-05,2.852769093968683e-07,2.0608199357801434e-06,2.852769093968683e-07
1799,2.682339566360627e-05,2.824510971777272e-07,1.7647944982205184e-06,2.824510971777272e-07
