ngram,vacation,vacatin,vactin,vcation
1576,1.2572796289792417e-06,0.0,0.0,0.0
1577,1.2572796289792417e-06,0.0,0.0,0.0
1578,1.2572796289792417e-06,0.0,0.0,0.0
1579,1.2572796289792417e-06,0.0,0.0,0.0
1580,1.2572796289792417e-06,0.0,0.0,0.0
1581,1.8505870035109443e-06,0.0,0.0,0.0
1582,5.933073745317026e-07,0.0,0.0,0.0
1583,5.933073745317026e-07,0.0,0.0,0.0
1584,5.933073745317026e-07,0.0,0.0,0.0
1585,1.1594616548141597e-06,0.0,0.0,0.0
1586,1.1594616548141597e-06,0.0,0.0,0.0
1587,1.1594616548141597e-06,0.0,0.0,0.0
1588,1.2356600953873048e-06,0.0,0.0,0.0
1589,1.795839515190372e-06,0.0,0.0,0.0
1590,2.575766432398398e-06,0.0,0.0,0.0
1591,3.375366824392196e-06,0.0,0.0,0.0
1592,2.809212544109739e-06,0.0,0.0,0.0
1593,3.479042724003583e-06,0.0,0.0,0.0
1594,3.814305890565655e-06,0.0,0.0,0.0
1595,3.1448000754608074e-06,0.0,0.0,0.0
1596,2.58462065565774e-06,0.0,0.0,0.0
1597,3.4995631007664737e-06,0.0,0.0,0.0
1598,4.2731657848500095e-05,0.0,0.0,0.0
1599,4.3321213622350895e-05,0.0,0.0,0.0
1600,4.329041995073827e-05,0.0,0.0,0.0
1601,4.315048064589584e-05,0.0,0.0,0.0
1602,4.335928208222738e-05,0.0,0.0,0.0
1603,4.418350230090644e-05,0.0,0.0,0.0
1604,4.282917357808661e-05,0.0,0.0,0.0
1605,2.9099153299024953e-06,0.0,0.0,0.0
1606,2.4004396631685917e-06,0.0,0.0,0.0
1607,1.7614031548873754e-06,0.0,0.0,0.0
1608,1.965434486399837e-06,0.0,0.0,0.0
1609,1.7566330500682983e-06,0.0,0.0,0.0
1610,9.324128313892288e-07,0.0,0.0,0.0
1611,8.99109019363615e-07,0.0,0.0,0.0
1612,1.8626750407487895e-06,0.0,0.0,0.0
1613,1.7825949336318963e-06,0.0,0.0,0.0
1614,1.7825949336318963e-06,0.0,0.0,0.0
1615,1.3832397403997935e-06,0.0,0.0,0.0
1616,1.3832397403997935e-06,0.0,0.0,0.0
1617,2.0009463891515874e-06,0.0,0.0,0.0
1618,2.6784809311461037e-06,0.0,0.0,0.0
1619,2.0526160174735457e-06,0.0,0.0,0.0
1620,2.0526160174735457e-06,0.0,0.0,0.0
1621,2.0526160174735457e-06,0.0,0.0,0.0
1622,2.0526160174735457e-06,0.0,0.0,0.0
1623,2.0526160174735457e-06,0.0,0.0,0.0
1624,1.5842415613016264e-06,0.0,0.0,0.0
1625,5.994701918358e-07,0.0,0.0,0.0
1626,3.789540089980749e-07,0.0,0.0,0.0
1627,3.789540089980749e-07,0.0,0.0,0.0
1628,1.3616284085011493e-06,0.0,0.0,0.0
1629,1.3616284085011493e-06,0.0,0.0,0.0
1630,1.5341264055937894e-06,0.0,0.0,0.0
1631,1.4981541848361043e-06,0.0,0.0,0.0
1632,1.681406453306928e-06,0.0,0.0,0.0
1633,1.451784636888728e-06,0.0,0.0,0.0
1634,1.451784636888728e-06,0.0,0.0,0.0
1635,5.514299508441971e-07,0.0,0.0,0.0
1636,8.988075868338845e-07,0.0,0.0,0.0
1637,9.457899718004878e-07,0.0,0.0,0.0
1638,1.1691051895468263e-06,0.0,0.0,0.0
1639,1.2973338406092289e-06,0.0,0.0,0.0
1640,1.2973338406092289e-06,0.0,0.0,0.0
1641,1.2973338406092289e-06,0.0,0.0,0.0
1642,1.2150141271506852e-06,0.0,0.0,0.0
1643,8.676364911609978e-07,0.0,0.0,0.0
1644,1.2897863663446124e-06,0.0,0.0,0.0
1645,1.051344838742807e-06,0.0,0.0,0.0
1646,8.406023295849861e-07,0.0,0.0,0.0
1647,1.0486934343134635e-06,0.0,0.0,0.0
1648,1.7822812066827152e-06,0.0,0.0,0.0
1649,1.7822812066827152e-06,0.0,0.0,0.0
1650,1.957961753110534e-06,0.0,0.0,0.0
1651,1.5743319831277143e-06,0.0,0.0,0.0
1652,1.7544553137278335e-06,0.0,0.0,0.0
1653,2.0305957865015704e-06,0.0,0.0,0.0
1654,1.9054710540850856e-06,0.0,0.0,0.0
1655,1.4623984969018368e-06,0.0,0.0,0.0
1656,1.5077058281219382e-06,0.0,0.0,0.0
1657,1.3876341467623985e-06,0.0,0.0,0.0
1658,1.2904805584769617e-06,0.0,0.0,0.0
1659,1.0764579363759758e-06,0.0,0.0,0.0
1660,1.3409774542846468e-06,0.0,0.0,0.0
1661,1.2580110819726542e-06,0.0,0.0,0.0
1662,1.0080957265147715e-06,0.0,0.0,0.0
1663,1.2255683096944786e-06,0.0,0.0,0.0
1664,1.169959444626199e-06,0.0,0.0,0.0
1665,1.0972957795729599e-06,0.0,0.0,0.0
1666,1.1128582043186595e-06,0.0,0.0,0.0
1667,1.0231491549867705e-06,0.0,0.0,0.0
1668,1.1106555868017104e-06,0.0,0.0,0.0
1669,1.3096884653610426e-06,0.0,0.0,0.0
1670,1.0855577191445524e-06,0.0,0.0,0.0
1671,1.2028883012200303e-06,0.0,0.0,0.0
1672,1.1147050672986682e-06,0.0,0.0,0.0
1673,1.1090368851845206e-06,0.0,0.0,0.0
1674,7.850611975105235e-07,0.0,0.0,0.0
1675,7.661917647640491e-07,0.0,0.0,0.0
1676,6.12452047172545e-07,0.0,0.0,0.0
1677,6.073890769390086e-07,0.0,0.0,0.0
1678,5.298956377178651e-07,0.0,0.0,0.0
1679,6.913980225168157e-07,0.0,0.0,0.0
1680,7.076790577035094e-07,0.0,0.0,0.0
1681,5.247170885728078e-07,0.0,0.0,0.0
1682,5.165631884145634e-07,0.0,0.0,0.0
1683,5.189390809131769e-07,0.0,0.0,0.0
1684,4.853528829633953e-07,0.0,0.0,0.0
1685,6.071623935050801e-07,0.0,0.0,0.0
1686,5.285476285215347e-07,0.0,0.0,0.0
1687,4.792380699265258e-07,0.0,0.0,0.0
1688,4.810779533467471e-07,0.0,0.0,0.0
1689,4.521660242419655e-07,0.0,0.0,0.0
1690,3.846674019314378e-07,0.0,0.0,0.0
1691,4.335995080444783e-07,0.0,0.0,0.0
1692,3.1928894372867944e-07,0.0,0.0,0.0
1693,2.6775251780821107e-07,0.0,0.0,0.0
1694,2.753235293084799e-07,0.0,0.0,0.0
1695,2.597455578877218e-07,0.0,0.0,0.0
1696,3.541419541111931e-07,0.0,0.0,0.0
1697,5.537839038132526e-07,0.0,0.0,0.0
1698,1.1830278962422978e-05,0.0,0.0,0.0
1699,1.1822151494454505e-05,0.0,0.0,0.0
1700,1.1907780970789514e-05,0.0,0.0,0.0
1701,1.1946010703565793e-05,0.0,0.0,0.0
1702,1.1938967416215616e-05,0.0,0.0,0.0
1703,1.1945494372460936e-05,0.0,0.0,0.0
1704,1.1733743898543838e-05,0.0,0.0,0.0
1705,4.724213675493567e-07,0.0,0.0,0.0
1706,4.6643889411208353e-07,0.0,0.0,0.0
1707,3.6161067689428297e-07,0.0,0.0,0.0
1708,2.9390157761456847e-07,0.0,0.0,0.0
1709,2.699312580440554e-07,0.0,0.0,0.0
1710,2.0629682901634234e-07,0.0,0.0,0.0
1711,1.976350623473471e-07,0.0,0.0,0.0
1712,1.3353042861906162e-07,0.0,0.0,0.0
1713,1.5439435888505875e-07,0.0,0.0,0.0
1714,2.47529624987562e-07,0.0,0.0,0.0
1715,2.7352730366406573e-07,0.0,0.0,0.0
1716,2.7352730366406573e-07,0.0,0.0,0.0
1717,2.1995002137081038e-07,0.0,0.0,0.0
1718,2.4317529019007064e-07,0.0,0.0,0.0
1719,2.958542586790307e-07,0.0,0.0,0.0
1720,2.780086936533215e-07,0.0,0.0,0.0
1721,2.866017295234867e-07,0.0,0.0,0.0
1722,3.263157698337896e-07,0.0,0.0,0.0
1723,3.8189235596064464e-07,0.0,0.0,0.0
1724,3.959641442666647e-07,0.0,0.0,0.0
1725,4.31562499768136e-07,0.0,0.0,0.0
1726,4.3637101449738633e-07,0.0,0.0,0.0
1727,4.890818071804201e-07,0.0,0.0,0.0
1728,4.0111929219425034e-07,0.0,0.0,0.0
1729,3.224878152455598e-07,0.0,0.0,0.0
1730,3.0782741841254134e-07,0.0,0.0,0.0
1731,2.9937303785183236e-07,0.0,0.0,0.0
1732,2.5932498561230334e-07,0.0,0.0,0.0
1733,2.2993658075977562e-07,0.0,0.0,0.0
1734,4.0422957933320245e-07,0.0,0.0,0.0
1735,5.011829366757021e-07,0.0,0.0,0.0
1736,5.333972349522551e-07,0.0,0.0,0.0
1737,5.824622125568826e-07,0.0,0.0,0.0
1738,7.043492189495737e-07,0.0,0.0,0.0
1739,7.50191978633146e-07,0.0,0.0,0.0
1740,7.520420146940004e-07,0.0,0.0,0.0
1741,5.363245167343069e-07,0.0,0.0,0.0
1742,4.3258503572880205e-07,0.0,0.0,0.0
1743,4.421557296804427e-07,0.0,0.0,0.0
1744,5.441291526559715e-07,0.0,0.0,0.0
1745,4.5183453575451236e-07,0.0,0.0,0.0
1746,4.320179982642003e-07,0.0,0.0,0.0
1747,5.39320891691984e-07,0.0,0.0,0.0
1748,7.0653425763924e-07,0.0,0.0,0.0
1749,8.311052762824797e-07,0.0,0.0,0.0
1750,9.346899462668392e-07,0.0,0.0,0.0
1751,8.640860674599285e-07,0.0,0.0,0.0
1752,9.50044121087298e-07,0.0,0.0,0.0
1753,1.096357712932721e-06,0.0,0.0,0.0
1754,1.0971799773480079e-06,0.0,0.0,0.0
1755,1.0134482733649617e-06,0.0,0.0,0.0
1756,9.699156667660906e-07,0.0,0.0,0.0
1757,9.277984612968535e-07,0.0,0.0,0.0
1758,1.1234214006045867e-06,0.0,0.0,0.0
1759,1.1191649491593125e-06,0.0,0.0,0.0
1760,1.3512069147379537e-06,0.0,0.0,0.0
1761,1.3491354512292934e-06,0.0,0.0,0.0
1762,1.4971115222449174e-06,0.0,0.0,0.0
1763,1.6070029086482203e-06,0.0,0.0,0.0
1764,1.6744512955873297e-06,0.0,0.0,0.0
1765,1.6286392191692097e-06,0.0,0.0,0.0
1766,1.7787323502359089e-06,0.0,0.0,0.0
1767,1.4762995955866894e-06,0.0,0.0,0.0
1768,1.5334160983521933e-06,0.0,0.0,0.0
1769,1.4128330657773143e-06,0.0,0.0,0.0
1770,1.4997120761758457e-06,0.0,0.0,0.0
1771,1.4648020153020167e-06,0.0,0.0,0.0
1772,1.5231506641352359e-06,0.0,0.0,0.0
1773,1.4822160778749094e-06,0.0,0.0,0.0
1774,1.6340827317305542e-06,0.0,0.0,0.0
1775,1.6547264099894425e-06,0.0,0.0,0.0
1776,1.6238022664895522e-06,0.0,0.0,0.0
1777,1.9454880089142534e-06,0.0,0.0,0.0
1778,1.964631589349405e-06,0.0,0.0,0.0
1779,1.8836048850191998e-06,0.0,0.0,0.0
1780,2.0862396386941588e-06,0.0,0.0,0.0
1781,2.08140075333826e-06,0.0,0.0,0.0
1782,2.191357785769859e-06,0.0,0.0,0.0
1783,2.2008761594146823e-06,0.0,0.0,0.0
1784,2.0299924991767123e-06,0.0,0.0,0.0
1785,2.1162588836887153e-06,0.0,0.0,0.0
1786,2.0232267680902235e-06,0.0,0.0,0.0
1787,1.91183780121459e-06,0.0,0.0,0.0
1788,1.957657933157212e-06,0.0,0.0,0.0
1789,2.03763243332235e-06,0.0,0.0,0.0
1790,2.295063560658101e-06,0.0,0.0,0.0
1791,2.1361875691841955e-06,0.0,0.0,0.0
1792,2.1617686180824033e-06,0.0,0.0,0.0
1793,2.213381857732851e-06,0.0,0.0,0.0
1794,2.244050051558588e-06,0.0,0.0,0.0
1795,2.14600977090283e-06,0.0,0.0,0.0
1796,2.1974328287147467e-06,0.0,0.0,0.0
1797,2.1244476654049194e-06,0.0,0.0,0.0
1798,2.129538237178557e-06,0.0,0.0,0.0
1799,2.0324099523350014e-06,0.0,0.0,0.0
1800,2.075225308674687e-06,0.0,0.0,0.0
1801,1.998456647405484e-06,0.0,0.0,0.0
1802,2.0915885800474953e-06,0.0,0.0,0.0
1803,1.9836099584478817e-06,0.0,0.0,0.0
1804,2.030392871737214e-06,0.0,0.0,0.0
1805,2.2145015593975714e-06,0.0,0.0,0.0
1806,2.3704544024180256e-06,0.0,0.0,2.5855010196299387e-10
1807,2.4028138341236627e-06,0.0,0.0,2.5855010196299387e-10
1808,2.4794811516975253e-06,0.0,0.0,2.5855010196299387e-10
1809,2.4308059534762705e-06,1.809248148124506e-10,0.0,2.5855010196299387e-10
1810,2.5982177800999906e-06,1.809248148124506e-10,0.0,2.5855010196299387e-10
1811,2.5461731151413654e-06,1.809248148124506e-10,0.0,2.5855010196299387e-10
1812,2.5202202940428312e-06,1.809248148124506e-10,0.0,2.5855010196299387e-10
1813,2.6285752190753035e-06,5.688836227487773e-10,0.0,1.9397940396816337e-10
1814,2.7554758129813957e-06,7.778417592569603e-10,0.0,1.9397940396816337e-10
1815,2.845032229613155e-06,7.778417592569603e-10,0.0,1.9397940396816337e-10
1816,3.0901420099585915e-06,5.969169444445096e-10,0.0,1.9397940396816337e-10
1817,2.922398704998029e-06,5.969169444445096e-10,0.0,1.9397940396816337e-10
1818,3.0070738310834192e-06,5.969169444445096e-10,0.0,3.7301427026546566e-10
1819,3.0604106606395883e-06,5.969169444445096e-10,0.0,3.7301427026546566e-10
1820,3.0264507456325063e-06,3.563550724347156e-10,0.0,3.2643180222383505e-10
1821,3.038197356935208e-06,2.759511904696207e-10,0.0,3.2643180222383505e-10
1822,3.027656540715335e-06,5.254889935889042e-10,0.0,3.2643180222383505e-10
1823,2.9605207276160528e-06,5.254889935889042e-10,0.0,4.668945706244796e-10
1824,3.028009976852835e-06,5.254889935889042e-10,0.0,4.668945706244796e-10
1825,3.082464932698973e-06,5.254889935889042e-10,0.0,2.8785970432717734e-10
1826,3.017235615386328e-06,5.254889935889042e-10,0.0,2.8785970432717734e-10
1827,3.068881531882133e-06,4.826626638048432e-10,1.0457060614247179e-10,1.4046276840064464e-10
1828,3.1495519254219417e-06,3.5410840926175524e-10,1.0457060614247179e-10,1.4046276840064464e-10
1829,3.37694424550656e-06,1.7484488460236695e-10,1.0457060614247179e-10,1.4046276840064464e-10
1830,3.4326588515146535e-06,2.7014942663835685e-10,1.0457060614247179e-10,0.0
1831,3.518971457846679e-06,4.559387470745183e-10,1.0457060614247179e-10,0.0
1832,3.6132120645301517e-06,4.559387470745183e-10,1.0457060614247179e-10,8.5149458912375e-11
1833,3.620105742032008e-06,4.559387470745183e-10,1.0457060614247179e-10,8.5149458912375e-11
1834,3.6843689810796476e-06,3.513681409320465e-10,0.0,8.5149458912375e-11
1835,3.7261473023266134e-06,3.513681409320465e-10,0.0,1.6893285976442892e-10
1836,3.5400430533627514e-06,3.5615504196633603e-10,0.0,1.6893285976442892e-10
1837,3.5989874374666087e-06,3.38291910357518e-10,0.0,1.6893285976442892e-10
1838,3.5892289815819822e-06,1.525025899213566e-10,0.0,1.6893285976442892e-10
1839,3.5108075410659822e-06,3.0406546328417706e-10,0.0,8.37834008520539e-11
1840,3.553641136022634e-06,3.0406546328417706e-10,0.0,8.37834008520539e-11
1841,3.544644414432696e-06,3.0406546328417706e-10,0.0,8.37834008520539e-11
1842,3.526632846322692e-06,3.6488090326969314e-10,0.0,1.216308799710321e-10
1843,3.609203141812551e-06,2.8981972377550846e-10,0.0,1.8720540990407082e-10
1844,3.5531117776242482e-06,3.459440273927734e-10,0.0,1.8720540990407082e-10
1845,3.504672187253683e-06,3.459440273927734e-10,0.0,1.8720540990407082e-10
1846,3.497387199656389e-06,2.596016536658498e-10,0.0,1.8720540990407082e-10
1847,3.4753737574127238e-06,3.8081258384765297e-10,0.0,1.8720540990407082e-10
1848,3.4419176375065163e-06,3.8081258384765297e-10,0.0,2.9658075995087074e-10
1849,3.405784842211038e-06,5.886948428734939e-10,0.0,1.7494987997983864e-10
1850,3.338749170974812e-06,6.836346607855656e-10,0.0,1.0937535004679993e-10
1851,3.3458760364218117e-06,6.429261369321284e-10,0.0,1.0937535004679993e-10
1852,3.3509346459530728e-06,6.429261369321284e-10,0.0,1.0937535004679993e-10
1853,3.4317413662522867e-06,8.19002334205367e-10,0.0,1.0937535004679993e-10
1854,3.493722585647317e-06,8.997988465431206e-10,0.0,2.1037907130657833e-10
1855,3.504416781652253e-06,1.0048023445032227e-09,0.0,1.010037212597784e-10
1856,3.5551038958406674e-06,8.852010632435078e-10,0.0,1.010037212597784e-10
1857,3.569499865209634e-06,8.865296988577346e-10,0.0,1.010037212597784e-10
1858,3.640091888103468e-06,1.369707664749293e-09,0.0,1.010037212597784e-10
1859,3.7483589169694042e-06,1.9790015499359423e-09,0.0,1.010037212597784e-10
1860,3.674099031871135e-06,1.7987000619105027e-09,0.0,1.010037212597784e-10
1861,3.6656680484676533e-06,1.8791260293836233e-09,0.0,5.648668041250257e-11
1862,3.693101234603091e-06,1.8298408026901874e-09,0.0,5.648668041250257e-11
1863,3.749087357261617e-06,2.0149095566627093e-09,0.0,5.648668041250257e-11
1864,3.821032968127318e-06,2.295402074763737e-09,0.0,1.0358180186591831e-10
1865,3.9006730665797865e-06,1.9404996815757566e-09,0.0,1.4780835285880097e-10
1866,4.002690827422027e-06,1.5966435158125997e-09,0.0,1.4780835285880097e-10
1867,4.202304938059699e-06,1.665285679194487e-09,0.0,1.4780835285880097e-10
1868,4.35057557167186e-06,1.5620990612141838e-09,0.0,1.36133370449392e-10
1869,4.587481791012189e-06,1.7834819890768676e-09,0.0,1.36133370449392e-10
1870,4.751198048325023e-06,1.5337897380745297e-09,0.0,1.783698308103051e-10
1871,4.990845289804773e-06,1.643941498803108e-09,0.0,1.7185077170824214e-10
1872,5.084488293505274e-06,1.7913741363300468e-09,0.0,2.095276412689933e-10
1873,5.101194931609955e-06,1.6429626786036116e-09,0.0,2.095276412689933e-10
1874,5.213640698847095e-06,1.791510305184017e-09,0.0,2.095276412689933e-10
1875,5.337520763402738e-06,1.6924935738619036e-09,0.0,2.048309736110302e-10
1876,5.372488041237895e-06,1.9520401802911434e-09,0.0,2.43162958023037e-10
1877,5.3362673497758806e-06,2.2520356531988537e-09,0.0,2.009264976621239e-10
1878,5.350954324967461e-06,2.2731179636993814e-09,0.0,1.6035043531077113e-10
1879,5.38800499530875e-06,2.4631735857332568e-09,0.0,7.844701475713732e-11
1880,5.464675528596022e-06,2.9709942918541644e-09,0.0,1.1133369821297074e-10
1881,5.556335054279771e-06,3.0715964533761006e-09,0.0,1.7446488896423673e-10
1882,5.5327832991939175e-06,3.3154621905038896e-09,0.0,1.3434985861910624e-10
1883,5.627963283976507e-06,3.1642859126585724e-09,0.0,9.60178742070994e-11
1884,5.807116135006904e-06,3.2374811403152695e-09,0.0,9.60178742070994e-11
1885,5.820343696021675e-06,3.0487421476266263e-09,0.0,1.54064429864447e-10
1886,5.854121614642541e-06,2.710830052495997e-09,5.5177231831190656e-11,1.54064429864447e-10
1887,5.910537246173979e-06,2.8044662623928828e-09,5.5177231831190656e-11,1.4881171493476486e-10
1888,5.966454669500568e-06,2.5876961525942275e-09,5.5177231831190656e-11,1.1268336660589081e-10
1889,6.125201902510266e-06,2.8393600486659967e-09,5.5177231831190656e-11,2.1736694587128269e-10
1890,6.102192596050113e-06,2.757436818561538e-09,5.5177231831190656e-11,3.438453926347356e-10
1891,6.138591613437581e-06,2.6582439107057455e-09,5.5177231831190656e-11,3.438453926347356e-10
1892,6.248367169194223e-06,2.9906637166732253e-09,5.5177231831190656e-11,3.0827041911215703e-10
1893,6.457057679654099e-06,3.0697565600590337e-09,0.0,3.543937663172006e-10
1894,6.670127991778177e-06,2.5500993380437163e-09,0.0,3.4885157064655306e-10
1895,6.7450509959599e-06,2.5786231562717278e-09,0.0,3.641911435124458e-10
1896,6.8238275291930354e-06,2.0803851657242537e-09,0.0,2.7888799008264035e-10
1897,6.962481815467722e-06,1.9068741506446584e-09,0.0,1.895630537461303e-10
1898,7.131294036558497e-06,1.7468232891916712e-09,0.0,2.0760122192748602e-10
1899,7.31064158441898e-06,1.331928218511231e-09,0.0,2.0334354636616529e-10
1900,7.422399448842043e-06,1.1766912840930184e-09,0.0,1.572201991611217e-10
1901,7.688575416458271e-06,1.0464120760365704e-09,0.0,1.5226511321638928e-10
1902,7.990815967267345e-06,1.114145561523624e-09,0.0,1.0992269792810459e-10
1903,8.266165878012544e-06,1.2757110368077917e-09,0.0,1.064814169377775e-10
1904,8.60091846074543e-06,1.3359186376174899e-09,0.0,1.010353864064736e-10
1905,8.834140836760135e-06,1.2899674106670034e-09,1.5246862304442642e-11,8.299721822511787e-11
1906,9.080407185787667e-06,1.2238514725458417e-09,1.5246862304442642e-11,6.478331165166956e-11
1907,9.299654136287114e-06,1.2111381976685566e-09,1.5246862304442642e-11,7.943348558279796e-11
1908,9.365130868640595e-06,1.2112137166247245e-09,1.5246862304442642e-11,8.974570689776077e-11
1909,9.554525474543749e-06,1.1872165155730435e-09,1.5246862304442642e-11,1.1730772504175187e-10
1910,1.0178521474050026e-05,1.127189896976688e-09,1.5246862304442642e-11,1.426902485057724e-10
1911,1.0517935152165592e-05,1.0068346711911147e-09,1.5246862304442642e-11,1.249607005173102e-10
1912,1.0915387974819168e-05,1.0273353358490412e-09,0.0,1.9703124052940423e-10
1913,1.12456154965912e-05,1.0711392804476004e-09,0.0,2.2562707852851512e-10
1914,1.1417993196768553e-05,1.3923988866666142e-09,0.0,2.109769045973867e-10
1915,1.1544883948642695e-05,1.4034702368524522e-09,0.0,1.8352799637165263e-10
1916,1.1584095643359302e-05,1.2896079838929454e-09,0.0,1.7101784076180492e-10
1917,1.1179198606571714e-05,1.2641705063717472e-09,0.0,1.436619067754893e-10
1918,1.10984982321887e-05,1.438744916854822e-09,0.0,1.7282469205737172e-10
1919,1.089720353775192e-05,1.3225986139620005e-09,0.0,1.2916564544131403e-10
1920,1.065026767069607e-05,1.1081298220297749e-09,0.0,1.2377146232526012e-10
1921,1.0577308005719846e-05,7.674650875128768e-10,0.0,1.518830706045574e-10
1922,1.0489816824182136e-05,8.568305390596212e-10,0.0,1.518830706045574e-10
1923,1.0482393398498452e-05,8.100759705888447e-10,0.0,1.3683120807041404e-10
1924,1.066500720168863e-05,1.4135203127033487e-09,0.0,2.2055159484438543e-10
1925,1.0788728234599279e-05,1.2380717681218352e-09,0.0,1.7741087765532626e-10
1926,1.0928048920634734e-05,1.2041717444606042e-09,0.0,1.4899938425928993e-10
1927,1.109930859196798e-05,1.2723868764163981e-09,0.0,1.48536108016525e-10
1928,1.1136266039102338e-05,1.1827499297416872e-09,0.0,1.660434726221841e-10
1929,1.1210767687381512e-05,1.0895482532064754e-09,0.0,1.660434726221841e-10
1930,1.1047026289036563e-05,1.0431153143633916e-09,0.0,1.660434726221841e-10
1931,1.0674294961583136e-05,4.4344595257721815e-10,0.0,6.835735152524843e-11
1932,1.0417226803838275e-05,4.926466595778223e-10,0.0,9.200059761635008e-11
1933,1.0368943289254925e-05,5.160580137822787e-10,2.316715866764899e-11,1.1516775628399906e-10
1934,1.0204841081369003e-05,5.152465041925933e-10,2.316715866764899e-11,1.1489725242659027e-10
1935,1.0351172932132613e-05,6.257710123889839e-10,2.316715866764899e-11,6.927827954163388e-11
1936,1.0732101535333121e-05,6.96475652944046e-10,2.316715866764899e-11,6.927827954163388e-11
1937,1.1416210457225264e-05,8.039027697494459e-10,2.316715866764899e-11,6.927827954163388e-11
1938,1.2213152071386243e-05,6.900092085006446e-10,2.316715866764899e-11,9.103053033587827e-11
1939,1.3113426835583855e-05,6.713690793778784e-10,2.316715866764899e-11,6.738728424477663e-11
1940,1.3835025648794336e-05,9.087606619598684e-10,0.0,4.422012557712764e-11
1941,1.5074396417600968e-05,9.240927467679683e-10,0.0,2.175225079424438e-11
1942,1.6160316460757584e-05,8.90390935584914e-10,0.0,7.156834252215155e-11
1943,1.68004718424137e-05,8.51095527387713e-10,0.0,9.302166774955672e-11
1944,1.6944469410061303e-05,8.112976322495667e-10,0.0,1.3096431280715644e-10
1945,1.7295396381606614e-05,9.179484949939365e-10,0.0,1.0921206201291206e-10
1946,1.7157188007591424e-05,9.507572269156534e-10,0.0,1.257601661697194e-10
1947,1.6975004135539556e-05,7.994871352247555e-10,0.0,1.4231714219801817e-10
