ngram,vacation,vacatin,vactin,vcation
1948,1.62810318735345e-05,8.022514319527829e-10,0.0,1.936171421603104e-10
1949,1.567608783911315e-05,7.536377355510382e-10,0.0,1.9481953748647284e-10
1950,1.5238399490564397e-05,6.632910867380001e-10,0.0,1.902861876005143e-10
1951,1.521095665728873e-05,6.346308657161665e-10,1.654909840117672e-11,2.681872343249633e-10
1952,1.4762834975304681e-05,5.158433997414542e-10,1.654909840117672e-11,2.681872343249633e-10
1953,1.4582073942749827e-05,4.932832237918611e-10,1.654909840117672e-11,2.6732836678438383e-10
1954,1.4452993127633817e-05,4.1889123915593377e-10,1.654909840117672e-11,2.6528734665370075e-10
1955,1.4395400155210933e-05,3.913682433687171e-10,1.654909840117672e-11,2.4297585074891815e-10
1956,1.4090467370156798e-05,4.4809380016021446e-10,1.654909840117672e-11,2.0542536917554444e-10
1957,1.4020650529086457e-05,4.694050009801387e-10,1.654909840117672e-11,2.0124911955164493e-10
1958,1.369285824434233e-05,4.6271764792787147e-10,0.0,1.0920904359406386e-10
1959,1.355475771041321e-05,5.668770215143987e-10,0.0,1.4309086158023224e-10
1960,1.3226249263555343e-05,5.099916679439178e-10,0.0,1.4857734685426649e-10
1961,1.2976261002352527e-05,5.194612597213068e-10,0.0,1.3406139095665078e-10
1962,1.2532862586210416e-05,5.022912760325024e-10,1.0201756106553717e-11,1.2547639911224858e-10
1963,1.2329532442631067e-05,4.935857952518116e-10,1.0201756106553717e-11,1.5162381965051963e-10
1964,1.1879894762906978e-05,4.91327859350069e-10,1.0201756106553717e-11,1.658600241276937e-10
1965,1.1432322155867172e-05,5.023394716070178e-10,1.0201756106553717e-11,1.5087148990439962e-10
1966,1.0908481921692978e-05,4.2836370165285787e-10,1.8994827536264072e-11,1.257827433479416e-10
1967,1.0558503812977246e-05,4.108031137484147e-10,1.8994827536264072e-11,1.1345170041516489e-10
1968,9.985346488455044e-06,4.0526548783503813e-10,1.8994827536264072e-11,1.223082419074143e-10
1969,9.857489073640733e-06,3.824122348148963e-10,8.793071429710357e-12,1.3781227250645297e-10
1970,9.543934018958161e-06,3.0968219853568154e-10,8.793071429710357e-12,1.1573586434459366e-10
1971,9.391883915148875e-06,3.274143634784161e-10,8.793071429710357e-12,9.770683468650937e-11
1972,9.285535140536791e-06,3.3515271312202696e-10,8.793071429710357e-12,1.0628264340046506e-10
1973,9.165386213031265e-06,3.9741266428488283e-10,0.0,1.2225186339444504e-10
1974,9.031617992150132e-06,4.5165648007320213e-10,0.0,1.2155468744652024e-10
1975,9.021286652049249e-06,4.707556943468155e-10,0.0,1.208076461288256e-10
1976,8.794343817239028e-06,5.010205107934342e-10,8.036431143570206e-12,1.170458278909603e-10
1977,8.741212565967413e-06,5.549760968242318e-10,8.036431143570206e-12,1.3161245357440343e-10
1978,8.605311320154993e-06,5.747100493915167e-10,8.036431143570206e-12,1.2266155303776649e-10
1979,8.54884469195635e-06,5.208341496183116e-10,8.036431143570206e-12,1.2152606450916663e-10
1980,8.521355084667448e-06,4.2053317970770973e-10,8.036431143570206e-12,1.2027425632824392e-10
1981,8.462254170029024e-06,4.148384334458553e-10,8.036431143570206e-12,1.1975655189733203e-10
1982,8.411484616642286e-06,3.856238939281553e-10,8.036431143570206e-12,1.1905854675158574e-10
1983,8.39555416730166e-06,3.7441783403860795e-10,0.0,1.5353537092493193e-10
1984,8.334708322113979e-06,3.4560787565141027e-10,0.0,1.5818269313453267e-10
1985,8.34600229739278e-06,3.372751919020597e-10,7.234074946214721e-12,1.6541676808074739e-10
1986,8.319271078757343e-06,3.474348626258157e-10,2.1051185100651182e-11,1.7679558660309092e-10
1987,8.262440003038915e-06,3.5067424955911465e-10,2.1051185100651182e-11,1.73347505496738e-10
1988,8.29124499952221e-06,2.6674646420270827e-10,2.1051185100651182e-11,1.7958052654048247e-10
1989,8.373385363873759e-06,2.4812605938149904e-10,2.1051185100651182e-11,2.0542909090085334e-10
1990,8.480508638188309e-06,2.1777099369822495e-10,2.770864738052151e-11,1.4546400443309667e-10
1991,8.451845652806306e-06,1.9916318197818076e-10,2.770864738052151e-11,1.0871103868294516e-10
1992,8.344229692219024e-06,1.404188541236679e-10,2.047457243430679e-11,1.0783930990251481e-10
1993,8.278028742227303e-06,1.4452423682412682e-10,6.657462279870328e-12,8.020508959364189e-11
1994,8.367424405670526e-06,1.50290015551605e-10,6.657462279870328e-12,6.664581733706321e-11
1995,8.351264893592867e-06,1.7583854114830037e-10,6.657462279870328e-12,5.2782997714670035e-11
1996,8.338146342014494e-06,1.9929683399620502e-10,6.657462279870328e-12,1.9522938325490712e-11
1997,8.312793657491316e-06,2.4441209274726564e-10,5.7525244488511515e-12,1.2865476045620383e-11
1998,8.43664968540127e-06,2.808992017163828e-10,5.7525244488511515e-12,2.4421050994919267e-11
1999,8.54332470875566e-06,3.2876929948307977e-10,5.7525244488511515e-12,1.80587048291349e-11
2000,8.694683466663783e-06,3.0569843085486477e-10,5.7525244488511515e-12,1.80587048291349e-11
2001,8.718161682606609e-06,2.883949725854659e-10,1.0823254495021369e-11,2.169703504163932e-11
2002,8.798308304644056e-06,2.843206622519087e-10,1.3429999126679526e-10,2.169703504163932e-11
2003,8.81388716931854e-06,2.4823485925537115e-10,3.2515107223748553e-10,3.7171446476413905e-11
2004,8.840614490119541e-06,2.2674141334341361e-10,5.616327487404213e-10,3.7171446476413905e-11
2005,8.86303197538447e-06,2.0212530260632633e-10,8.796227322915851e-10,5.0458838496414415e-11
2006,8.945327213690949e-06,1.6333257563910005e-10,9.465281737960511e-10,5.0458838496414415e-11
2007,8.961075374307776e-06,1.9605973590662374e-10,9.465281737960511e-10,5.5825999577065384e-11
2008,9.029722345336008e-06,1.861386248509194e-10,9.414574437498808e-10,4.568453948472495e-11
2009,8.930624452269903e-06,1.7296176792390228e-10,8.179807069781069e-10,5.81305767410889e-11
2010,8.783309177878046e-06,1.605170108934636e-10,6.271296260074166e-10,4.265616530631431e-11
2011,8.796912879915908e-06,1.488073241018295e-10,3.848954250556298e-10,4.729856238814913e-11
2012,8.68689052627555e-06,1.3078927078263066e-10,6.690544150446596e-11,2.2455595418849736e-11
2013,8.48354375193594e-06,1.3140262142274928e-10,0.0,2.2455595418849736e-11
2014,8.27523711320412e-06,8.829392375960968e-11,0.0,2.2284184418376795e-11
2015,7.94496340209402e-06,8.84335154708157e-11,0.0,2.2284184418376795e-11
2016,7.87375256550149e-06,1.364625292726058e-10,0.0,1.6096632955114084e-11
2017,7.912610954008414e-06,1.4965385990624766e-10,0.0,1.8779405114299763e-11
2018,7.710800036875299e-06,1.5358720822922222e-10,0.0,1.6035930222590978e-11
2019,7.549817496510514e-06,1.452602569479433e-10,0.0,2.004491277823872e-11
