ngram,land,lnd,lnd,land
1500,8.440338297077687e-05,8.098626835817413e-08,8.098626835817413e-08,8.440338297077687e-05
1501,6.75227063766215e-05,6.47890146865393e-08,6.47890146865393e-08,6.75227063766215e-05
1502,0.0001697781293235797,5.3990845572116086e-08,5.3990845572116086e-08,0.0001697781293235797
1503,0.00015444877759104462,4.627786763324236e-08,4.627786763324236e-08,0.00015444877759104462
1504,0.0001610485581165579,4.627786763324236e-08,4.627786763324236e-08,0.0001610485581165579
1505,0.00015234150903000097,3.156638480764481e-07,3.156638480764481e-07,0.00015234150903000097
1506,0.0003043899809459357,3.156638480764481e-07,3.156638480764481e-07,0.0003043899809459357
1507,0.0003043899809459357,3.156638480764481e-07,3.156638480764481e-07,0.0003043899809459357
1508,0.0003043899809459357,3.156638480764481e-07,3.156638480764481e-07,0.0003043899809459357
1509,0.0002070963746518828,3.156638480764481e-07,3.156638480764481e-07,0.0002070963746518828
1510,0.00019817170790962076,3.156638480764481e-07,3.156638480764481e-07,0.00019817170790962076
1511,0.0001858245045046455,3.156638480764481e-07,3.156638480764481e-07,0.0001858245045046455
1512,0.00015204847191593477,0.0,0.0,0.00015204847191593477
1513,0.0,0.0,0.0,0.0
1514,2.0281941812884596e-05,0.0,0.0,2.0281941812884596e-05
1515,2.0281941812884596e-05,0.0,0.0,2.0281941812884596e-05
1516,2.0281941812884596e-05,0.0,0.0,2.0281941812884596e-05
1517,2.8251093421463986e-05,0.0,0.0,2.8251093421463986e-05
1518,2.8251093421463986e-05,0.0,0.0,2.8251093421463986e-05
1519,2.8251093421463986e-05,0.0,0.0,2.8251093421463986e-05
1520,8.545008209434204e-05,0.0,0.0,8.545008209434204e-05
1521,6.516814028145745e-05,0.0,0.0,6.516814028145745e-05
1522,0.00015085957940235467,0.0,0.0,0.00015085957940235467
1523,0.00046319440402190333,0.0,0.0,0.00046319440402190333
1524,0.00045522525241332393,0.0,0.0,0.00045522525241332393
1525,0.00045522525241332393,0.0,0.0,0.00045522525241332393
1526,0.00045522525241332393,0.0,0.0,0.00045522525241332393
1527,0.0003980262637404459,0.0,0.0,0.0003980262637404459
1528,0.00047119253680908253,0.0,0.0,0.00047119253680908253
1529,0.0003855010976881853,0.0,0.0,0.0003855010976881853
1530,8.045575824715863e-05,0.0,0.0,8.045575824715863e-05
1531,8.620060647704772e-05,0.0,0.0,8.620060647704772e-05
1532,0.00012497943160789355,0.0,0.0,0.00012497943160789355
1533,0.00012497943160789355,0.0,0.0,0.00012497943160789355
1534,0.00014323755125847777,0.0,0.0,0.00014323755125847777
1535,9.190883221370833e-05,0.0,0.0,9.190883221370833e-05
1536,0.00017867811922250048,0.0,0.0,0.00017867811922250048
1537,0.00017138863404397853,0.0,0.0,0.00017138863404397853
1538,0.00016882022438429494,0.0,0.0,0.00016882022438429494
1539,0.00013170162154502968,0.0,0.0,0.00013170162154502968
1540,0.00013170162154502968,0.0,0.0,0.00013170162154502968
1541,0.0002840395622375321,0.0,0.0,0.0002840395622375321
1542,0.00027875311752723064,0.0,0.0,0.00027875311752723064
1543,0.00019198383051843848,0.0,0.0,0.00019198383051843848
1544,0.00022773379506751162,0.0,0.0,0.00022773379506751162
1545,0.000744054443722624,0.0,0.0,0.000744054443722624
1546,0.0012475436191639996,0.0,0.0,0.0012475436191639996
1547,0.0012475436191639996,0.0,0.0,0.0012475436191639996
1548,0.0011191559128097392,0.0,0.0,0.0011191559128097392
1549,0.0011086680923264275,0.0,0.0,0.0011086680923264275
1550,0.0011600009337208966,0.0,0.0,0.0011600009337208966
1551,0.0011266121663149014,0.0,0.0,0.0011266121663149014
1552,0.0006806683998417741,0.0,0.0,0.0006806683998417741
1553,0.00017551900210881804,0.0,0.0,0.00017551900210881804
1554,0.0002032888086042866,0.0,0.0,0.0002032888086042866
1555,0.00017730704998289833,0.0,0.0,0.00017730704998289833
1556,0.00017124376115264437,0.0,0.0,0.00017124376115264437
1557,0.00011991091975817523,0.0,0.0,0.00011991091975817523
1558,0.00023418004691068615,0.0,0.0,0.00023418004691068615
