ngram,road,rod,rad,roadd
1846,0.00013209652388468385,1.6656146596817833e-05,1.7918630541251851e-07,2.539441752118827e-10
1847,0.00013436962451253618,1.681331689594247e-05,1.8199818896391662e-07,2.539441752118827e-10
1848,0.0001383253568617095,1.7339991245535202e-05,1.8847575436861268e-07,3.6331952525868264e-10
1849,0.00014154743985272944,1.7746184052417186e-05,1.8897690219026636e-07,2.9542818191785614e-10
1850,0.00014214042831944034,1.784496323255423e-05,1.9787060726425158e-07,3.2479346989688906e-10
1851,0.0001426762797304296,1.820110680585328e-05,2.0277162247696522e-07,5.105078502788883e-10
1852,0.00014394419641965733,1.8873649293839533e-05,2.1282803735240513e-07,4.943306557742793e-10
1853,0.0001449163953241493,1.9694675107270348e-05,2.4168239219436926e-07,5.425899967421393e-10
1854,0.00014505878997234895,2.0661489023560925e-05,2.4503428416470084e-07,6.435937180019177e-10
1855,0.00014331673030808036,2.1334609430466245e-05,2.504296787719795e-07,6.392218659152199e-10
1856,0.00014180397556629032,2.1703995766334367e-05,2.3877980278744613e-07,5.854823292850142e-10
1857,0.00014014878252055496,2.2459287200555472e-05,2.4734128243965513e-07,6.349451916623902e-10
1858,0.00014026229577471634,2.256804067915904e-05,2.4631272919707824e-07,5.644378377388039e-10
1859,0.00014050405090009526,2.2072637355969554e-05,2.499199922567641e-07,5.74805655454266e-10
1860,0.00014177433331497014,2.2039908019775923e-05,2.153075838253114e-07,5.26546314486406e-10
1861,0.00014228949606019472,2.1796773061006597e-05,2.0612051595695187e-07,4.820292736391301e-10
1862,0.00014344110136984715,2.159483015670308e-05,2.0013635954845605e-07,8.227719458123569e-10
1863,0.0001473474154149049,2.1838961142098663e-05,1.941769543886299e-07,9.182477080292375e-10
1864,0.00015048653170067285,2.278731803276709e-05,1.8389480008603902e-07,7.738450277397898e-10
1865,0.0001527113636257127,2.3137445688397357e-05,1.818574730805267e-07,7.470911032671421e-10
1866,0.00015260032003945007,2.3798645218318726e-05,1.8721704618331258e-07,7.74640954556308e-10
1867,0.00015379833764330084,2.4048476136938136e-05,1.9324248106451186e-07,8.178534119781692e-10
1868,0.0001547500495299963,2.385435462721424e-05,2.0176034557347782e-07,8.958018295400296e-10
1869,0.00015489105135202408,2.4579283490311354e-05,2.084626678262274e-07,5.292274317193955e-10
1870,0.00015364999541946287,2.4855811456550976e-05,2.0572011700486265e-07,4.33751669502515e-10
1871,0.00015365120530727187,2.4268049466107705e-05,2.1130190118258595e-07,4.743277318538678e-10
1872,0.00015272724600176195,2.431073127289502e-05,2.073467036162973e-07,3.8587462986810246e-10
1873,0.00015514369130999382,2.479474304501699e-05,1.9577950232425273e-07,4.534304003695715e-10
1874,0.00015487735384210412,2.477643231811401e-05,1.99491288250491e-07,4.102179429477104e-10
1875,0.00015704966166854968,2.521571695979219e-05,1.997658460238329e-07,3.560129056636084e-10
1876,0.00015951001842040569,2.5003337214002386e-05,1.9462555452979098e-07,3.151731177629204e-10
1877,0.00016051051664232676,2.4873905463859307e-05,1.9786825638285726e-07,3.850764627801238e-10
1878,0.00016193614075226442,2.4990287524165717e-05,1.927481889651972e-07,3.8078576006636157e-10
1879,0.00016364134041525955,2.5273383861141546e-05,2.0675720488075706e-07,4.1569957396982357e-10
1880,0.00016380166510186558,2.5747880239837935e-05,2.0868890869353761e-07,2.9255124711635716e-10
1881,0.00016575898916926235,2.64297811684498e-05,2.0808291521591726e-07,3.556824378676231e-10
1882,0.00016497091149046485,2.7443209806473794e-05,2.0877486203322144e-07,2.754523771773622e-10
1883,0.000166384968906641,2.7436544249732314e-05,2.0830728228052715e-07,2.3712039276535535e-10
1884,0.00016771714269582714,2.774140661391097e-05,2.100906328905694e-07,1.6721704774815193e-10
1885,0.00016855819350374595,2.812474433864866e-05,2.1189287987713863e-07,2.180015235791239e-10
1886,0.00016865655197761953,2.8347316921489047e-05,2.0361159361722718e-07,2.382649415068526e-10
1887,0.00016904475134132163,2.8326886812075308e-05,2.0268553311910053e-07,3.1591413215562424e-10
1888,0.00017040944658219814,2.8075312522040413e-05,2.0051989630636464e-07,3.3379146668899295e-10
1889,0.00017179070190260454,2.7499028874444775e-05,1.9998815657475332e-07,4.123041551031191e-10
1890,0.00016997511141068702,2.8725198197727358e-05,1.9506615395974742e-07,5.134869156859472e-10
1891,0.00016763124689792415,2.87743717178403e-05,1.9585980989437042e-07,5.390919674949249e-10
1892,0.00016586207077905004,2.8886517871537114e-05,1.8785389142651964e-07,5.419084605654387e-10
1893,0.00016512850249585296,2.8952744417308297e-05,1.8570964804049644e-07,5.328545759392916e-10
1894,0.00016452313450697278,2.9439409055547522e-05,1.8221629107171922e-07,4.223187018346865e-10
1895,0.00016107686055225452,2.9795309663833386e-05,1.7552424123680665e-07,4.048237994824788e-10
1896,0.00015889668013967042,2.9995797376614064e-05,1.6428005876280493e-07,3.4569153690393913e-10
1897,0.00015733617848517106,2.8855293099435846e-05,1.6575424004778532e-07,2.8166228674805383e-10
1898,0.00015774360508657992,2.8835876686831137e-05,1.5382440616511823e-07,2.5605723493907616e-10
1899,0.00015666162445476011,2.890660237296418e-05,1.5730620564876778e-07,2.0259871954689653e-10
1900,0.0001561913626833952,2.9499044623142773e-05,1.54858262086626e-07,1.926165814149426e-10
1901,0.00015485027896439924,2.9616880835549508e-05,1.498505375658559e-07,2.4402664016471524e-10
1902,0.00015454378652585938,3.0123799401085955e-05,1.4837846151749545e-07,2.1494959780353285e-10
1903,0.00015484420873690397,3.0166881905253312e-05,1.5096760616220957e-07,2.5932575134898373e-10
1904,0.00015534016087518206,3.08349707276128e-05,1.475484014333363e-07,2.697334617567699e-10
1905,0.00015368521936969564,3.153369185123925e-05,1.518821477475285e-07,3.3072091097454045e-10
1906,0.0001552056013939104,3.1353152475536005e-05,1.5024683973154295e-07,2.9429309782764383e-10
1907,0.0001544240117904597,3.103698249365802e-05,1.5027212693244758e-07,2.87452236616811e-10
1908,0.00015494349437566207,3.034281923776559e-05,1.5927270575437952e-07,2.3604217786703837e-10
1909,0.00015518228298917945,2.9503094992833212e-05,1.5885120774328243e-07,2.1538660636778927e-10
1910,0.00015574335702694952,2.9087685626499088e-05,1.5650721861350446e-07,1.7917780652045223e-10
1911,0.00015643234447842197,2.849712966833197e-05,1.5309324144904428e-07,1.735503833897946e-10
1912,0.000159526923588211,2.7913641523420146e-05,1.549887623955978e-07,1.2697704197618875e-10
1913,0.00015940073977357576,2.7551655096301276e-05,1.5649521044127012e-07,1.984666340001543e-10
1914,0.00016051348731187836,2.7185898164004486e-05,1.6087246836247816e-07,2.1301575384554842e-10
1915,0.00015915272108811353,2.6764201590724823e-05,1.525890261128942e-07,2.927093706306394e-10
1916,0.00015936732026083128,2.599132624579527e-05,1.5586470932963232e-07,3.993432618317908e-10
1917,0.00015699879440944642,2.5529747030564715e-05,1.5841925866360335e-07,4.136926862582538e-10
1918,0.00015340621342017715,2.4821191930511433e-05,1.6673473827008172e-07,5.443217573104192e-10
1919,0.00014905178769757704,2.4015886343217323e-05,1.6290248286817848e-07,5.583191429022908e-10
1920,0.00014656781110846038,2.3518292956785964e-05,1.6308637335831528e-07,5.100312057613823e-10
1921,0.00014348070336771862,2.2592486857320182e-05,1.5332998413798903e-07,4.661817380537312e-10
1922,0.0001422668740685497,2.1971231814989422e-05,1.5373570607023014e-07,4.106394173110571e-10
1923,0.00014066624654723064,2.1503734387806617e-05,1.49218146410541e-07,3.1477796163288067e-10
1924,0.0001396801380906254,2.0813773257292007e-05,1.4615962738519427e-07,2.728807576727174e-10
1925,0.00013937510292245342,2.037993389032116e-05,1.4022635801731148e-07,1.4632823920811078e-10
1926,0.0001377981950229566,1.9905296669873807e-05,1.4230335969906654e-07,2.7837748574542434e-10
1927,0.0001355574349872768,1.928818424598181e-05,1.4243267238660857e-07,2.5517583086236735e-10
1928,0.00013319334123350148,1.8911703331728597e-05,1.4868552154569314e-07,3.464137766322801e-10
1929,0.00013011732932812135,1.849589300815881e-05,1.475499910189423e-07,3.4754827785540444e-10
1930,0.00012598074369764487,1.832237727025391e-05,1.5020405084799548e-07,3.774496191790076e-10
1931,0.00012299228962677131,1.810161094389124e-05,1.6295865431662344e-07,4.5614865059765263e-10
1932,0.00012043186039331235,1.7821601691788862e-05,1.6749924165131753e-07,4.5742479248822576e-10
1933,0.00011937611478580428,1.7515231645250295e-05,1.6361385389375626e-07,3.201312112225249e-10
1934,0.00011791173061023333,1.7362299851291546e-05,1.673139422564418e-07,3.4259908600540815e-10
1935,0.00011801222509737792,1.7525601184128652e-05,1.6484778443879934e-07,3.180281375549297e-10
1936,0.00011597993787810472,1.757143893753112e-05,1.8224499699824393e-07,3.13679772632826e-10
1937,0.00011438202948608835,1.788083110503586e-05,1.9484236954018082e-07,2.816674036866727e-10
1938,0.00011172130533460794,1.804844318290374e-05,1.9579666700662658e-07,2.464728738565165e-10
1939,0.00010851378257419648,1.861259988800157e-05,2.0130343817267464e-07,2.2408040700749865e-10
1940,0.00010439886162722749,1.9180487860077327e-05,2.1798697551795548e-07,2.2670651070707696e-10
1941,0.00010143949683489544,1.9802784923480692e-05,2.543734995340076e-07,2.5939577668372086e-10
1942,9.75600175609413e-05,1.9580062144086696e-05,2.7601939020119713e-07,2.425448710921937e-10
1943,9.601762888321121e-05,1.9379470748910016e-05,2.766893101936928e-07,2.2160743874875622e-10
1944,9.447588568686374e-05,1.900363973358513e-05,2.973857066633302e-07,2.1813634430513573e-10
1945,9.358876975186701e-05,1.901357141572849e-05,3.011387994839814e-07,2.121706837998616e-10
1946,9.417225269966625e-05,1.890075093667422e-05,3.226872625613656e-07,1.8727665846667614e-10
1947,9.468507882307417e-05,1.8838155353608143e-05,3.32509443978779e-07,1.780403721277476e-10
1948,9.415795336410935e-05,1.8494914651715328e-05,3.0688406939459257e-07,1.5708323134308192e-10
1949,9.535559677585428e-05,1.8789215443705742e-05,3.098733226839353e-07,1.5828562666924435e-10
1950,9.573351625087006e-05,1.9038870440064265e-05,3.219620379825626e-07,2.2596552803503097e-10
1951,9.576173761161044e-05,1.937804050352757e-05,3.2991978774329513e-07,2.2354330390740784e-10
1952,9.658026205475576e-05,1.963233834041083e-05,3.8320542168029146e-07,1.8600446282419318e-10
1953,9.686009122690718e-05,1.95957904257479e-05,4.22297830482421e-07,2.0169369944042107e-10
1954,9.714728262874164e-05,1.9546947701850774e-05,4.955223411278504e-07,1.99652679309738e-10
1955,9.737893040957195e-05,1.989640752851431e-05,6.250634174063765e-07,1.654526793348765e-10
1956,9.623855917847582e-05,1.996780650058229e-05,7.562792388528448e-07,1.1443419228080692e-10
1957,9.579608428923945e-05,2.0120156477787532e-05,8.674401133898105e-07,1.1047292049402659e-10
1958,9.44577851831647e-05,2.007731849776714e-05,9.927366428590695e-07,9.392382209284987e-11
1959,9.294643781946174e-05,2.0190771465422586e-05,1.1803069160773054e-06,1.2780564007901825e-10
1960,9.074040696889694e-05,2.000683759563669e-05,1.3455696554436663e-06,1.1211640346279036e-10
1961,8.864155721052416e-05,1.99217156477971e-05,1.4859883614397923e-06,1.2011158536027822e-10
1962,8.676127202176888e-05,1.9388517102925107e-05,1.6042616510146348e-06,1.2011158536027822e-10
1963,8.519287387441312e-05,1.8846226469447303e-05,1.7194550179868071e-06,1.49823155865774e-10
1964,8.418261339621884e-05,1.8156880677062353e-05,1.8638764264064126e-06,1.6704432083601362e-10
1965,8.341339188128976e-05,1.7589649100305644e-05,1.9461455167402164e-06,1.9348956563953427e-10
1966,8.1590011957035e-05,1.6567052495832157e-05,1.9459334095829817e-06,1.6840081908307625e-10
1967,8.0252908186854e-05,1.5940436242090072e-05,1.979245358337981e-06,1.8609017699804705e-10
1968,7.920707970957405e-05,1.5110321848104441e-05,2.079423958483468e-06,2.0786174765546102e-10
1969,7.835318475762116e-05,1.4405669000033023e-05,2.0894419776595896e-06,2.1683863335849755e-10
1970,7.692193737187023e-05,1.3819036342153726e-05,2.0636860621639893e-06,2.397441164243246e-10
1971,7.47538308912356e-05,1.3516968205554544e-05,2.0460461200855207e-06,2.2146062662280793e-10
1972,7.284524742447372e-05,1.314924377636219e-05,2.0852297503941893e-06,1.9501538181928727e-10
1973,7.163414660941012e-05,1.306401619720938e-05,2.122993789401205e-06,2.1098460181326725e-10
1974,7.012569091914753e-05,1.293100233721946e-05,2.160730283711538e-06,2.014427469078571e-10
1975,6.806502746517904e-05,1.2786459462534236e-05,2.12314450566607e-06,1.6526953862989428e-10
1976,6.681250774168543e-05,1.278188015671081e-05,2.196003638995795e-06,1.6432908407042797e-10
1977,6.562514421862684e-05,1.2832816667339233e-05,2.2903750505065545e-06,1.1171203049910515e-10
1978,6.444193110967587e-05,1.2937989595229737e-05,2.314127609029778e-06,7.353551101374478e-11
1979,6.379152182489634e-05,1.3002778749588678e-05,2.362451011452192e-06,7.353551101374478e-11
1980,6.313140745208199e-05,1.3238163644148568e-05,2.364765513058436e-06,6.444687442438583e-11
1981,6.244790347409435e-05,1.3272612445039808e-05,2.3617638232410954e-06,6.392916999347392e-11
1982,6.429762236491245e-05,1.3329862927743566e-05,2.341524155521516e-06,8.546564993415297e-11
1983,6.393099101842381e-05,1.3189600394980516e-05,2.2761242105064283e-06,1.070392415576065e-10
1984,6.413937444449402e-05,1.3169633997936866e-05,2.1976843202407636e-06,1.143898349058909e-10
1985,6.417221395947439e-05,1.2764665111067838e-05,2.1228308111988426e-06,8.991004964352202e-11
1986,6.43319783973441e-05,1.2558486300154722e-05,1.975690029861913e-06,9.681860472074026e-11
1987,6.481192135002598e-05,1.2032465487469121e-05,1.8612519819985858e-06,1.0120735202282357e-10
1988,6.528337585872837e-05,1.1764011365552765e-05,1.731418365125137e-06,1.1437178287776462e-10
1989,6.382268475135788e-05,1.1420575252226886e-05,1.5999395860230185e-06,9.802982631994845e-11
1990,6.379256020799013e-05,1.1100941005029849e-05,1.4672632460133173e-06,8.173472811266537e-11
1991,6.389222003885411e-05,1.0669772953925921e-05,1.356803701518012e-06,1.1379974442940873e-10
1992,6.427615153370425e-05,1.0447389286127873e-05,1.3091447336981737e-06,1.5833616659862874e-10
1993,6.491104847685034e-05,1.0138739006444147e-05,1.268079277646653e-06,1.9007576762541945e-10
1994,6.540209661969649e-05,9.883815697061696e-06,1.2424628071780068e-06,1.8952275562414807e-10
1995,6.629580976940426e-05,9.509945292458205e-06,1.20625942859728e-06,1.942770517872537e-10
1996,6.718381337122992e-05,9.267061614082195e-06,1.1766567890195541e-06,1.998791469638915e-10
1997,6.899236801213451e-05,9.395707300947314e-06,1.1379712288674324e-06,2.3258441799496003e-10
1998,7.043040074807192e-05,9.261452630328546e-06,1.1092096445151713e-06,2.1627995822853004e-10
1999,7.18064870203047e-05,9.090739435383252e-06,1.0454973887265493e-06,1.8259002444929807e-10
2000,7.30172500230505e-05,8.902305905524241e-06,1.0140018308188052e-06,1.4913429766909887e-10
2001,7.435277387100671e-05,8.755105097536995e-06,9.663174377497593e-07,1.854029365549221e-10
2002,7.527059746540285e-05,8.685402203160006e-06,9.208188365456798e-07,2.1890850194058612e-10
2003,7.623905444883608e-05,8.642372579613169e-06,8.995882175051e-07,2.1031865782680396e-10
2004,7.683872848117192e-05,8.380554001113133e-06,8.911069926398341e-07,1.945777373549681e-10
2005,7.818009284424729e-05,8.478101335640531e-06,8.487408779598939e-07,1.814037744423442e-10
2006,8.008614531718194e-05,8.521186958075435e-06,8.297704750605459e-07,1.962901463394205e-10
2007,8.271865434445707e-05,8.851471388230234e-06,8.014289473326894e-07,2.8770661250224604e-10
2008,8.505850356803941e-05,9.074099450247428e-06,8.033904107053656e-07,2.583839808778521e-10
2009,8.61763661045448e-05,9.324485160634919e-06,8.822324031955629e-07,2.0347856906355322e-10
2010,8.695122544720237e-05,9.61595495547434e-06,9.197045837286819e-07,1.9725619054833388e-10
2011,8.898660390903907e-05,9.574911928211804e-06,9.112193148601884e-07,1.809041061792297e-10
2012,9.002608671185694e-05,9.49582798576947e-06,9.319737159785291e-07,1.709669191932558e-10
2013,8.976191955818129e-05,9.450559316194682e-06,9.744026101543568e-07,1.505850816065278e-10
2014,8.928482150492658e-05,9.280135470492365e-06,1.0073938645811204e-06,6.956343586479135e-11
2015,8.851038936492322e-05,9.036490804906602e-06,1.0306358879980898e-06,5.396938104751392e-11
2016,8.95686586903009e-05,8.83228066023938e-06,9.671456301215845e-07,6.859615925875711e-11
2017,9.075086806357528e-05,8.560422581164554e-06,9.436213398809438e-07,7.525264034598707e-11
2018,9.010708163259551e-05,8.5673360445071e-06,9.717855164126377e-07,7.080510136536766e-11
2019,8.968250040197745e-05,8.521844165443326e-06,1.0026154058095926e-06,8.850637670670958e-11
