ngram,road,rod,rad,roadd
1533,3.5866139569407096e-06,4.248587356414646e-05,4.058249292678998e-06,0.0
1534,6.395555341701506e-06,4.248587356414646e-05,4.058249292678998e-06,0.0
1535,4.389386731418199e-06,4.248587356414646e-05,4.058249292678998e-06,0.0
1536,6.387554981301946e-05,4.248587356414646e-05,4.058249292678998e-06,0.0
1537,6.387554981301946e-05,4.248587356414646e-05,4.058249292678998e-06,0.0
1538,6.387554981301946e-05,2.525132939419044e-05,4.058249292678998e-06,0.0
1539,6.757518895028625e-05,1.6602222915805344e-06,0.0,0.0
1540,6.757518895028625e-05,1.6602222915805344e-06,0.0,0.0
1541,6.476624756552545e-05,1.6602222915805344e-06,0.0,0.0
1542,6.965530415722501e-05,3.164868628248639e-06,0.0,0.0
1543,1.0169141075623753e-05,3.164868628248639e-06,0.0,0.0
1544,1.2394819870158763e-05,3.5821833859829766e-06,0.0,0.0
1545,1.2394819870158763e-05,3.850103488340599e-06,0.0,0.0
1546,8.803676532157364e-06,3.02899978318497e-06,0.0,0.0
1547,8.803676532157364e-06,6.306140984893968e-06,0.0,0.0
1548,2.247680575757321e-05,6.306140984893968e-06,0.0,0.0
1549,1.6458220410900788e-05,4.801494648225864e-06,0.0,0.0
1550,3.428962801470854e-05,4.801494648225864e-06,0.0,0.0
1551,3.2063949220173527e-05,4.384179890491526e-06,0.0,0.0
1552,3.9996170146748356e-05,4.1162597881339025e-06,0.0,0.0
1553,3.943675775579842e-05,3.277141201708998e-06,0.0,0.0
1554,3.943675775579842e-05,9.256602165156177e-06,0.0,0.0
1555,2.5763628530382577e-05,9.256602165156177e-06,0.0,0.0
1556,2.5763628530382577e-05,1.0297478443784972e-05,0.0,0.0
1557,7.932220926574831e-06,1.0297478443784972e-05,0.0,0.0
1558,3.589621649423082e-05,1.0297478443784972e-05,0.0,0.0
1559,2.796399556765599e-05,1.8893595162288485e-05,0.0,0.0
1560,3.0656137044258814e-05,1.9342285408388955e-05,0.0,0.0
1561,3.0656137044258814e-05,1.7743940978626987e-05,0.0,0.0
1562,3.0656137044258814e-05,1.7743940978626987e-05,0.0,0.0
1563,3.111075875494862e-05,1.6703064699998193e-05,0.0,0.0
1564,3.111075875494862e-05,1.6703064699998193e-05,0.0,0.0
1565,4.158563829800446e-06,1.8726665985013824e-05,0.0,0.0
1566,6.062234336111162e-06,1.013054926651031e-05,0.0,0.0
1567,3.370092859508337e-06,9.681859020409839e-06,0.0,0.0
1568,3.370092859508337e-06,2.023601285015632e-06,0.0,0.0
1569,4.112798186335047e-06,2.023601285015632e-06,0.0,0.0
1570,3.6581764756452425e-06,3.5346135648848886e-06,0.0,0.0
1571,3.6581764756452425e-06,5.986465242001161e-06,0.0,0.0
1572,4.206258251672677e-06,5.002785526033092e-06,0.0,0.0
1573,2.3025877453619614e-06,5.002785526033092e-06,0.0,0.0
1574,2.3025877453619614e-06,5.002785526033092e-06,0.0,0.0
1575,2.3025877453619614e-06,5.002785526033092e-06,0.0,0.0
1576,1.5598824185352505e-06,6.354826837196015e-06,4.5068044788162555e-07,0.0
1577,1.5598824185352505e-06,7.395290465085834e-06,4.5068044788162555e-07,0.0
1578,3.969013570375475e-06,5.184351899905388e-06,4.5068044788162555e-07,0.0
1579,2.4091311518402236e-06,7.37820422663e-06,4.5068044788162555e-07,0.0
1580,2.4091311518402236e-06,7.37820422663e-06,4.5068044788162555e-07,0.0
1581,5.375667959534829e-06,7.37820422663e-06,4.5068044788162555e-07,0.0
1582,5.375667959534829e-06,7.797185600923382e-06,4.5068044788162555e-07,0.0
1583,8.980337432668811e-06,6.44514428976046e-06,0.0,0.0
1584,1.2576783774420619e-05,4.792779967439336e-06,0.0,0.0
1585,1.0167652622580395e-05,5.495457279331666e-06,0.0,0.0
1586,1.0167652622580395e-05,2.261683383559492e-06,0.0,0.0
1587,1.0513732182256977e-05,3.299922062589238e-06,0.0,0.0
1588,8.21670118966722e-06,4.638933692798933e-06,0.0,0.0
1589,1.3445042181306885e-05,5.1535846848439955e-06,0.0,0.0
1590,9.840372708172904e-06,9.05321940081194e-06,0.0,0.0
1591,6.77699329441696e-06,9.753308599361585e-06,0.0,0.0
1592,6.77699329441696e-06,8.809718175533427e-06,0.0,0.0
1593,7.446823474310804e-06,1.0819208780178866e-05,1.5629370214550623e-06,0.0
1594,7.938901814798425e-06,1.095439120035735e-05,1.5629370214550623e-06,0.0
1595,7.2693959996935775e-06,1.0516973751301911e-05,2.01373411203219e-06,0.0
1596,7.0910924218229155e-06,1.0004177836110881e-05,2.01373411203219e-06,0.0
1597,7.938527102981294e-06,7.799412482459697e-06,2.134796204700251e-06,0.0
1598,1.558873490077011e-05,6.421381288289142e-06,2.8867727905890206e-06,0.0
1599,1.7357402092394686e-05,6.6572035848366795e-06,2.8867727905890206e-06,0.0
1600,1.8817693606771562e-05,5.393255540704038e-06,1.3238357691339582e-06,0.0
1601,1.8956155015205566e-05,4.805806026654734e-06,1.5191596308535997e-06,0.0
1602,2.1774974291994503e-05,4.113013281832016e-06,1.1727632584422411e-06,0.0
1603,1.67249368782255e-05,4.104286940024135e-06,1.1727632584422411e-06,0.0
1604,1.928290865700027e-05,2.579687897455837e-06,1.0517011657741802e-06,0.0
1605,1.1324507714302204e-05,3.3704503071671103e-06,2.9972457988541077e-07,0.0
1606,1.291920494038225e-05,6.017511834345766e-06,2.9972457988541077e-07,0.0
1607,1.1535580321313838e-05,9.750951595119009e-06,2.9972457988541077e-07,0.0
1608,1.0758638609331683e-05,1.535498535888889e-05,1.0440071816576944e-07,0.0
1609,8.694515242625909e-06,1.6655575742723678e-05,1.886739775207908e-07,0.0
1610,9.459204810419969e-06,1.9557120448813032e-05,1.886739775207908e-07,0.0
1611,7.180333438684881e-06,2.2664043042043757e-05,2.9108625605139035e-07,0.0
1612,6.955459655598263e-06,2.3535116140140288e-05,2.9108625605139035e-07,0.0
1613,4.391147659329622e-06,2.272976858616208e-05,2.9108625605139035e-07,0.0
1614,5.622309134066329e-06,2.0228444814815054e-05,2.9108625605139035e-07,0.0
1615,5.8035747900118754e-06,1.6324098916291924e-05,2.9108625605139035e-07,0.0
1616,5.048878879928712e-06,1.517513162850394e-05,1.0241227853059951e-07,0.0
1617,4.65481330788212e-06,1.3220431453321777e-05,1.0241227853059951e-07,0.0
1618,9.239952240542542e-06,1.0238669964175123e-05,0.0,0.0
1619,1.0027693731119922e-05,1.0606354765384043e-05,0.0,0.0
1620,9.732335878912376e-06,1.054359677254979e-05,0.0,0.0
1621,7.75467732897336e-06,9.636446228406775e-06,0.0,0.0
1622,7.93652134234435e-06,8.265316052659597e-06,0.0,0.0
1623,1.4133047508429236e-05,7.904891520281257e-06,0.0,0.0
1624,1.4359752283001268e-05,6.695269072614403e-06,0.0,0.0
1625,9.894048584361112e-06,9.30710190719505e-06,4.1532345156675934e-07,0.0
1626,1.1632146944456118e-05,7.974899274034084e-06,4.1532345156675934e-07,0.0
1627,1.1288223715512555e-05,7.877377145502709e-06,4.1532345156675934e-07,0.0
1628,1.1615781837852929e-05,7.527497002359139e-06,6.11858337963765e-07,0.0
1629,1.2455993442017643e-05,1.0326788258550681e-05,6.11858337963765e-07,0.0
1630,6.431965273025396e-06,1.2483013230329171e-05,6.981073365100851e-07,0.0
1631,6.968236155963885e-06,1.3807360638955807e-05,7.547873224211799e-07,0.0
1632,7.371536249982975e-06,1.328237587066334e-05,3.394638708544205e-07,0.0
1633,5.394067589544907e-06,1.3049352609024417e-05,3.394638708544205e-07,0.0
1634,7.579241241728596e-06,1.2983368898338605e-05,3.394638708544205e-07,0.0
1635,8.898077453523001e-06,1.3744495910421911e-05,1.429289844574149e-07,0.0
1636,8.276678256282008e-06,1.1593874725284487e-05,1.429289844574149e-07,0.0
1637,8.323660641248612e-06,1.3534616755350726e-05,5.6679985911094784e-08,0.0
1638,7.5940712024800765e-06,1.3272967862576479e-05,0.0,0.0
1639,6.801373290597569e-06,1.3071054841670307e-05,0.0,0.0
1640,6.972658492746372e-06,1.4338943921237452e-05,0.0,0.0
1641,5.105490198989823e-06,1.404044581119836e-05,5.972208733900125e-08,0.0
1642,3.998845045316557e-06,1.4177938412883253e-05,5.972208733900125e-08,0.0
1643,3.759180068690122e-06,1.3427641079033492e-05,5.972208733900125e-08,0.0
1644,4.456314367676636e-06,1.0613934591674479e-05,5.972208733900125e-08,0.0
1645,4.494355640157924e-06,1.156304441402816e-05,1.0883891832236259e-07,0.0
1646,4.443690418806259e-06,1.1699661432170874e-05,1.0883891832236259e-07,0.0
1647,4.036170691636341e-06,1.3804084963859558e-05,1.0883891832236259e-07,0.0
1648,4.521227960399951e-06,1.3764335367990757e-05,9.496606675643956e-08,0.0
1649,4.529073196733537e-06,1.3553187857594042e-05,2.5142161673232165e-07,0.0
1650,4.953381513977158e-06,3.0835382468857074e-05,2.5142161673232165e-07,0.0
1651,4.81076826222956e-06,3.122912507283867e-05,3.374217791523344e-07,0.0
1652,5.593487555545705e-06,3.0348426662385464e-05,2.88304948168973e-07,0.0
1653,5.390586498573871e-06,2.953895870762478e-05,2.88304948168973e-07,0.0
1654,5.866630350023375e-06,2.797017337538169e-05,2.88304948168973e-07,0.0
1655,6.065857243291768e-06,2.8723167425986113e-05,2.424557123958948e-07,0.0
1656,5.971336122456705e-06,2.9535126616662766e-05,8.600016242001272e-08,0.0
1657,5.839226105308626e-06,1.385901565039863e-05,8.600016242001272e-08,0.0
1658,6.4592311121357075e-06,1.4112175319626528e-05,5.361563434494851e-08,0.0
1659,7.0358226886518035e-06,1.42792565124442e-05,5.361563434494851e-08,0.0
1660,7.314739247833911e-06,1.3573489013651852e-05,2.1396523460940182e-07,0.0
1661,8.407750166432898e-06,1.1756351796066156e-05,2.1396523460940182e-07,0.0
1662,9.072683042177232e-06,1.0302330208235486e-05,2.1396523460940182e-07,0.0
1663,1.0590459039251852e-05,8.410745944534678e-06,2.7966021320935397e-07,0.0
1664,1.4236865938853174e-05,7.328061623671342e-06,2.7966021320935397e-07,0.0
1665,1.3592416962637799e-05,6.191547949388873e-06,3.142278127857675e-07,0.0
1666,1.2949558172944567e-05,5.5829409900200385e-06,3.142278127857675e-07,0.0
1667,1.2554420111752864e-05,5.4626915633499654e-06,1.8633052840349202e-07,0.0
1668,1.2248344481642043e-05,8.203588257466826e-06,3.175901761259021e-07,0.0
1669,1.2877586186732515e-05,8.290213859904075e-06,3.4754426841183364e-07,0.0
1670,1.1988913586589791e-05,8.232283140127297e-06,2.818492898118815e-07,0.0
1671,8.407908126173425e-06,8.147507969624712e-06,2.818492898118815e-07,0.0
1672,8.29796632777808e-06,1.10931501759686e-05,2.6746786423765503e-07,0.0
1673,7.733291665447592e-06,1.0996519936920127e-05,2.9221073459341695e-07,0.0
1674,8.77544159396036e-06,1.2462035978647431e-05,3.573499936594869e-07,0.0
1675,8.847613766452664e-06,1.069657319671283e-05,6.722308236411274e-07,0.0
1676,8.323971282412198e-06,1.0656880574190706e-05,6.852232417031701e-07,0.0
1677,8.18220814835513e-06,1.1796956706738066e-05,6.852232417031701e-07,0.0
1678,7.621289439287336e-06,1.1441766283886473e-05,7.051418131303373e-07,0.0
1679,7.327750316627706e-06,8.140838580012704e-06,6.774835432971875e-07,0.0
1680,7.1864696370279745e-06,8.1045277186474e-06,7.0704645947574e-07,0.0
1681,6.64207228900133e-06,7.434318994065896e-06,6.542065794487176e-07,0.0
1682,5.861708749372545e-06,6.028963412063604e-06,2.0806610174466706e-07,0.0
1683,4.502863703237381e-06,5.6113778197998594e-06,2.5338850459125493e-07,0.0
1684,4.380654380448894e-06,4.872853829900643e-06,3.1183166372881844e-07,0.0
1685,4.850271904745439e-06,4.198782237706057e-06,3.121189239761536e-07,0.0
1686,5.388329977254866e-06,5.583946274003081e-06,2.936045920673028e-07,0.0
1687,5.471382922093783e-06,5.372372080663419e-06,2.8049889522208105e-07,0.0
1688,5.605043497780571e-06,4.454665096480832e-06,2.357472003008557e-07,0.0
1689,5.14854426520677e-06,4.465302059283463e-06,2.6731837010629533e-07,0.0
1690,5.426378265838139e-06,4.33551183830007e-06,2.413603275337144e-07,0.0
1691,5.6846803480376754e-06,4.275066820420241e-06,2.318492745091914e-07,0.0
1692,5.231467769460453e-06,4.7391759738145216e-06,2.11643442834689e-07,0.0
1693,5.319220170869292e-06,3.2918626564943613e-06,1.8401423622955398e-07,0.0
1694,5.685884389095008e-06,3.3827148107385644e-06,1.671996971351421e-07,0.0
1695,5.327519894698136e-06,3.242299547829524e-06,1.9821330405583077e-07,0.0
1696,5.594170358693061e-06,3.824265312297419e-06,1.8238808000400501e-07,0.0
1697,6.256085855836448e-06,4.658854615107495e-06,1.274242842035684e-07,0.0
1698,8.819895486210174e-06,4.347970161688863e-06,7.849217809052789e-08,0.0
1699,8.974586892561223e-06,3.7661531808095916e-06,1.0463125883169206e-07,0.0
1700,8.405633317514522e-06,4.000837926858887e-06,1.3062696422951247e-07,0.0
1701,7.783703949826304e-06,3.7249210111310404e-06,1.159081729643471e-07,0.0
1702,7.33548472453549e-06,3.9174804637046435e-06,9.687972582891494e-08,0.0
1703,7.144222276370524e-06,3.4914700920905617e-06,1.0321619977763216e-07,0.0
1704,6.141769095587993e-06,2.657150032194165e-06,1.2185442394801222e-07,0.0
1705,3.664494313073062e-06,2.8142734273777544e-06,1.493278389830266e-07,0.0
1706,4.6721096558550405e-06,3.041978581157829e-06,1.3426414113837382e-07,0.0
1707,4.6702071553487e-06,2.686281017564137e-06,1.2042088875270046e-07,0.0
1708,4.843226893821598e-06,2.7241959352457864e-06,1.20399996766147e-07,0.0
1709,5.1088135413530315e-06,2.3654781508802055e-06,1.6853991573790544e-07,0.0
1710,5.621471668096742e-06,2.9726397932401075e-06,1.4645749603557435e-07,0.0
1711,5.469043604274962e-06,3.174509613147945e-06,1.8831849603527318e-07,0.0
1712,4.425500053782473e-06,3.933322415962591e-06,2.586158588867095e-07,0.0
1713,3.860157952268699e-06,4.163597704324015e-06,2.908125367184766e-07,0.0
1714,3.9568507515598735e-06,4.262545790619957e-06,3.935194062673223e-07,0.0
1715,3.6393632366785563e-06,4.14174163714571e-06,4.4048530461233373e-07,0.0
1716,3.53147520724763e-06,4.207994769395944e-06,1.1773064524537143e-06,0.0
1717,3.297144417047093e-06,3.80362082198969e-06,1.1849478579303456e-06,0.0
1718,4.239143355074962e-06,3.591855894618285e-06,1.1635520965772424e-06,0.0
1719,4.745208473520636e-06,2.717566141135259e-06,1.0789510608130319e-06,0.0
1720,6.112871980284191e-06,2.8527362181713604e-06,1.0356790000847532e-06,0.0
1721,6.061911205636404e-06,2.8489889375902877e-06,9.646199679025358e-07,0.0
1722,7.216549939974877e-06,3.1093798367822145e-06,9.389185490046462e-07,0.0
1723,8.951775141343075e-06,3.476045938961241e-06,1.7284820381340588e-07,0.0
1724,9.643622693796974e-06,3.5633729567052796e-06,1.8281955708029533e-07,0.0
1725,9.497421160631347e-06,5.173212197665375e-06,1.7313378362717101e-07,0.0
1726,9.402020753311393e-06,5.399286237661727e-06,1.727390375500753e-07,0.0
1727,7.75980080496603e-06,5.064243331227252e-06,2.137953336906711e-07,0.0
1728,8.11650326275932e-06,5.128532848175382e-06,1.8295416331121877e-07,0.0
1729,7.966580077274038e-06,4.998525582777802e-06,2.0939160703749492e-07,0.0
1730,6.482167009380646e-06,5.319619244151649e-06,1.9488220155088648e-07,0.0
1731,5.876121122128097e-06,5.08775133312156e-06,1.3337482148553396e-06,6.966739566191141e-09
1732,5.341301402950194e-06,4.208640055886852e-06,1.3157590227511458e-06,6.966739566191141e-09
1733,6.0755976067282195e-06,3.886019661487288e-06,1.3100087962974222e-06,6.966739566191141e-09
1734,7.359626709200841e-06,4.70023056615381e-06,1.2895994266110783e-06,6.966739566191141e-09
1735,8.657912206087661e-06,4.647686588603912e-06,1.2895741586963335e-06,6.966739566191141e-09
1736,8.278029261938563e-06,4.764915843225026e-06,1.2487633428902103e-06,6.966739566191141e-09
1737,9.12219236072685e-06,4.395167398537783e-06,1.246240123415581e-06,6.966739566191141e-09
1738,9.837417759886843e-06,5.323317233368081e-06,1.3918769882690996e-07,0.0
1739,1.1020675369114283e-05,4.7752982449570225e-06,1.3010487569837486e-07,0.0
1740,1.1515727367493258e-05,5.195799108800461e-06,1.680037767316987e-07,0.0
1741,1.0391999824475664e-05,4.541763148933699e-06,1.6518090209923946e-07,0.0
1742,1.7805287890431437e-05,5.30203283233277e-06,2.1602077384029273e-07,0.0
1743,1.8951602929259286e-05,6.638674839060903e-06,2.1874658630492506e-07,0.0
1744,1.970416224139626e-05,7.019690818716688e-06,2.2722363114878264e-07,0.0
1745,2.027230734061699e-05,6.24961548315436e-06,1.7779728368948e-07,0.0
1746,2.3098974647187527e-05,6.392203106640539e-06,2.1290632901127537e-07,4.977977141606971e-09
1747,2.4080345156107796e-05,6.4245728026435245e-06,1.9293756890549828e-07,4.977977141606971e-09
1748,2.6976979435338372e-05,6.538686972947159e-06,2.3334922616413678e-07,4.977977141606971e-09
1749,2.0187344749241936e-05,6.0901875908062464e-06,1.8444134346801938e-07,4.977977141606971e-09
1750,2.3719937157043853e-05,5.203130448145592e-06,5.643250529731501e-07,4.977977141606971e-09
1751,2.4747372793042033e-05,5.630825788622522e-06,5.741270001635712e-07,4.977977141606971e-09
1752,2.641908395162318e-05,6.389979262166889e-06,5.819241804618156e-07,4.977977141606971e-09
1753,2.6813888325705193e-05,7.452616630741561e-06,6.075333221896731e-07,0.0
1754,2.9441167238733863e-05,7.649269848895659e-06,7.081004714645392e-07,0.0
1755,3.175264256632155e-05,8.418774086749181e-06,7.808772305598463e-07,0.0
1756,3.6552169798856736e-05,8.509794497513212e-06,8.510045625647373e-07,0.0
1757,3.967544788403237e-05,9.047808881795e-06,5.432117658545264e-07,0.0
1758,4.208641205748011e-05,8.599842463549326e-06,6.043170606468655e-07,0.0
1759,4.4320575917871406e-05,8.141202410375367e-06,6.208714446691894e-07,0.0
1760,4.64579913698669e-05,7.811298538789352e-06,5.690900784267277e-07,0.0
1761,5.107632335109104e-05,8.55349266462976e-06,5.046305022103427e-07,0.0
1762,5.459925315725351e-05,8.79950591427457e-06,4.675084040530107e-07,0.0
1763,5.926075131615757e-05,9.21545591024499e-06,4.3928872425372643e-07,0.0
1764,6.029914688302337e-05,9.870238565261908e-06,4.7441561028855564e-07,0.0
1765,6.289980280728611e-05,1.0676517831598176e-05,5.992962976668943e-07,0.0
1766,6.640056588886572e-05,1.302637169179174e-05,8.16419442019521e-07,0.0
1767,6.672080780845135e-05,1.3665730096233477e-05,9.067364560775916e-07,0.0
1768,6.568217733209687e-05,1.4388492413023154e-05,1.0280644297771296e-06,0.0
1769,6.233386946925228e-05,1.4423649710287073e-05,1.12608842073314e-06,0.0
1770,5.942179840141242e-05,1.5358825554098337e-05,1.1471538121960684e-06,0.0
1771,5.791326371503861e-05,1.5982965903406565e-05,1.0627955272671637e-06,0.0
1772,5.736016308739116e-05,1.726600372161816e-05,9.105893436104193e-07,0.0
1773,5.916638630359168e-05,1.565430777970635e-05,8.274212827278202e-07,0.0
1774,6.058370854589157e-05,1.6781772761273066e-05,8.12010910067329e-07,0.0
1775,6.152671838728046e-05,1.695191739210194e-05,6.556186552383483e-07,0.0
1776,6.386378195851908e-05,1.8261457885923198e-05,6.91543338656889e-07,0.0
1777,6.655926543836748e-05,1.8193864759398692e-05,7.041640149704367e-07,0.0
1778,6.623147159448958e-05,1.7491860879610094e-05,8.038800436744558e-07,0.0
1779,6.659019969187543e-05,1.620843587651117e-05,7.943350835505823e-07,0.0
1780,6.28340977917625e-05,1.56114281578214e-05,6.994552238990894e-07,0.0
1781,6.211845486957048e-05,1.3748819778161955e-05,6.632945184849502e-07,0.0
1782,6.0044342847374666e-05,1.34217823740203e-05,7.905237932196282e-07,0.0
1783,5.955023048695044e-05,1.2205610606283049e-05,6.105259282256676e-07,0.0
1784,5.6397097588550036e-05,1.1751703628501023e-05,5.500268644352348e-07,0.0
1785,5.7306898400254014e-05,1.1255195918887953e-05,4.5187783825895167e-07,0.0
1786,5.821515359067624e-05,1.0712801603014149e-05,4.3840389756561695e-07,0.0
1787,6.180838525844072e-05,1.1309284673188813e-05,4.626387400159209e-07,0.0
1788,6.145097255024925e-05,1.206112093703788e-05,4.5621876308489716e-07,0.0
1789,6.43838887169425e-05,1.2029705950616127e-05,3.448731393161454e-07,0.0
1790,6.7014302788136e-05,1.1719262667091762e-05,3.4895983601148017e-07,1.1048484032422883e-09
1791,7.038104844728618e-05,1.276902613816284e-05,3.407186629341855e-07,1.1048484032422883e-09
1792,7.334308039779509e-05,1.3373008316973158e-05,3.3838331603419647e-07,1.1048484032422883e-09
1793,7.473893336802056e-05,1.3859207034069446e-05,3.2015072244056295e-07,1.1048484032422883e-09
1794,7.58078983510911e-05,1.3821932822923242e-05,2.594347015311931e-07,1.1048484032422883e-09
1795,7.746050271504958e-05,1.3974031000023907e-05,2.915869389750826e-07,1.1048484032422883e-09
1796,7.893547444837168e-05,1.3902169614863982e-05,3.227135303112456e-07,1.1048484032422883e-09
1797,8.502485538234137e-05,1.4283755912661686e-05,3.4221803397420967e-07,0.0
1798,8.584497326020417e-05,1.3781615182649278e-05,3.7894303415799057e-07,0.0
1799,8.802648829129924e-05,1.3535796564870647e-05,4.000691140910411e-07,0.0
1800,8.724977150060502e-05,1.3524552092089184e-05,4.141149706323891e-07,0.0
1801,8.723380285248692e-05,1.4025048585608602e-05,4.1595846970007446e-07,0.0
1802,9.021873224160768e-05,1.3716739756221483e-05,3.8147290329756546e-07,0.0
1803,9.00021446536162e-05,1.3975632490265915e-05,3.5795545321499436e-07,0.0
1804,8.48124930468787e-05,1.4624823701784148e-05,3.1764098399175313e-07,0.0
1805,8.454324519594334e-05,1.4990602072170337e-05,2.9710957554535913e-07,1.0387100068953714e-09
1806,8.261023322120309e-05,1.5735335442254188e-05,3.16072824294419e-07,1.0387100068953714e-09
1807,8.414331075203205e-05,1.6301410011822425e-05,4.112779988320524e-07,1.0387100068953714e-09
1808,8.500638380480398e-05,1.5849568756363753e-05,4.2108845426420363e-07,1.0387100068953714e-09
1809,8.281153402224715e-05,1.5499767999114867e-05,4.357899407685701e-07,1.0387100068953714e-09
1810,8.534340304322541e-05,1.5109110141306051e-05,4.351169796531654e-07,1.0387100068953714e-09
1811,8.81131283157239e-05,1.4556213110543987e-05,5.113469155406034e-07,1.0387100068953714e-09
1812,9.105143336845296e-05,1.4480207417883711e-05,5.34304604116187e-07,0.0
1813,9.124369015418259e-05,1.3490466179583954e-05,4.976705594929496e-07,0.0
1814,9.266240418323182e-05,1.2662813527900393e-05,3.9845602779158593e-07,0.0
1815,9.395935298276267e-05,1.2756642978014757e-05,4.058239539972419e-07,0.0
1816,9.918512452194201e-05,1.3371063947228582e-05,3.9099430994480956e-07,1.901727188423154e-10
1817,0.00010060450897851427,1.3241553200974262e-05,3.730188394359045e-07,1.901727188423154e-10
1818,9.974278301732349e-05,1.3302606800737391e-05,3.166959317013607e-07,1.901727188423154e-10
1819,9.951922714078267e-05,1.344118416974587e-05,3.019666406446829e-07,1.901727188423154e-10
1820,0.0001014137316295611,1.4196192621186907e-05,3.2083287797896834e-07,4.849665906953809e-10
1821,0.0001028191129859936,1.47954927212725e-05,3.3653909221292064e-07,4.849665906953809e-10
1822,0.00010489116331362831,1.5636581468113165e-05,3.1540061229407e-07,4.849665906953809e-10
1823,0.00010395317908010579,1.5875588490286774e-05,3.327836099385552e-07,4.3525664025371013e-10
1824,0.00010423942148918286,1.6673619938956108e-05,3.490171747801339e-07,4.3525664025371013e-10
1825,0.00010743836901383474,1.7114420968157772e-05,3.5509641601752915e-07,4.3525664025371013e-10
1826,0.00011025781298355599,1.683919487861983e-05,3.4071263144141994e-07,4.3525664025371013e-10
1827,0.00011591105119025867,1.6723134519582216e-05,3.1489171143610814e-07,2.4503337454311643e-10
1828,0.00012076469699552814,1.7065747929986435e-05,2.953906508602293e-07,2.4503337454311643e-10
1829,0.00012553356230325465,1.7002774256980047e-05,3.0843947586488086e-07,2.4503337454311643e-10
1830,0.00012996551127538884,1.6811814800478586e-05,2.7248806182862087e-07,1.0457060614247179e-10
1831,0.00013445989627923285,1.6240765554747278e-05,2.6786479168094957e-07,1.0457060614247179e-10
1832,0.00013787237652910074,1.5841131633871036e-05,2.369014952461969e-07,1.0457060614247179e-10
1833,0.0001420155936752313,1.5811993242615635e-05,2.648582295705637e-07,1.0457060614247179e-10
1834,0.00014365113955656334,1.562081992493144e-05,2.5864960459135287e-07,0.0
1835,0.00014701097305598005,1.551071961460236e-05,2.5356268703749916e-07,0.0
1836,0.00014568701694120785,1.5263750486025985e-05,2.502880554240099e-07,1.5012235898836934e-10
1837,0.00014613668567367962,1.5587839698127937e-05,2.426655559669858e-07,1.5012235898836934e-10
1838,0.00014517640894544975,1.599422258940259e-05,2.2631610363532673e-07,1.5012235898836934e-10
1839,0.0001434215539900054,1.7047575836061568e-05,2.5049409454628145e-07,3.016852323511898e-10
1840,0.00013885354980759854,1.715638986102671e-05,2.1481616840901552e-07,3.016852323511898e-10
1841,0.00013564581916268383,1.7203730749315582e-05,2.0458338464582733e-07,3.016852323511898e-10
1842,0.00013144496395917877,1.7245897262390436e-05,2.2481538662434885e-07,4.233161123222219e-10
1843,0.00013145191353812282,1.7325460898324047e-05,2.0837632673322203e-07,3.387682832668913e-10
1844,0.00013148051220923662,1.737960909460006e-05,2.094471999011408e-07,3.387682832668913e-10
1845,0.00013126945538845445,1.7293319355563392e-05,2.0276477487511458e-07,4.055070485747032e-10
