ngram,government,goverment,govenment,governemnt
1588,1.8136762654259136e-05,0.0,0.0,0.0
1589,2.728635938962855e-05,0.0,0.0,0.0
1590,2.9200171151647476e-05,0.0,0.0,0.0
1591,2.8201548372765372e-05,0.0,0.0,0.0
1592,2.6156466901738895e-05,0.0,0.0,0.0
1593,2.967983079672974e-05,0.0,0.0,0.0
1594,2.9744684525212506e-05,0.0,0.0,0.0
1595,3.425265530105597e-05,0.0,0.0,0.0
1596,2.9521841172806618e-05,1.472927579015959e-06,0.0,0.0
1597,2.7398536920892574e-05,2.441424320360446e-06,0.0,0.0
1598,4.526564901295517e-05,2.70682781839631e-06,0.0,0.0
1599,4.914930078874542e-05,2.70682781839631e-06,0.0,0.0
1600,9.847960297650258e-05,3.026346072536918e-06,0.0,0.0
1601,9.64037717494648e-05,3.026346072536918e-06,0.0,0.0
1602,0.0001069295041296365,3.026346072536918e-06,0.0,0.0
1603,0.00010251072152251644,1.553418493520959e-06,0.0,0.0
1604,0.00010878110021751906,7.551920719249341e-07,0.0,0.0
1605,9.393724212714005e-05,4.897885738890701e-07,0.0,0.0
1606,9.354070399630083e-05,4.897885738890701e-07,0.0,0.0
1607,4.1461138217917846e-05,1.7027031974846197e-07,0.0,0.0
1608,3.5419159693057214e-05,1.7027031974846197e-07,0.0,0.0
1609,2.0762804492083626e-05,1.7027031974846197e-07,0.0,0.0
1610,3.6693837988163326e-05,9.349598875425207e-07,0.0,0.0
1611,4.586809294388721e-05,7.646895677940588e-07,0.0,0.0
1612,4.204523855020982e-05,7.646895677940588e-07,0.0,0.0
1613,4.3554520061661606e-05,7.646895677940588e-07,0.0,0.0
1614,4.239113565875284e-05,7.646895677940588e-07,0.0,0.0
1615,4.6363421785957015e-05,7.646895677940588e-07,0.0,0.0
1616,6.0042630431261e-05,7.646895677940588e-07,0.0,0.0
1617,5.300657257326488e-05,0.0,0.0,0.0
1618,6.456460378753295e-05,0.0,0.0,0.0
1619,6.65902248004256e-05,0.0,0.0,0.0
1620,6.50264144042012e-05,9.066501921292261e-07,0.0,0.0
1621,7.076301634307518e-05,1.2634861832339084e-06,0.0,0.0
1622,6.837249813023456e-05,1.2634861832339084e-06,0.0,0.0
1623,7.452200549908281e-05,1.5329003742538459e-06,0.0,0.0
1624,6.891233806527453e-05,1.5329003742538459e-06,0.0,0.0
1625,3.90395324367481e-05,1.5329003742538459e-06,0.0,0.0
1626,8.913806517999287e-05,1.5329003742538459e-06,0.0,0.0
1627,8.814416417278283e-05,6.262501821246198e-07,0.0,0.0
1628,8.836706885111718e-05,2.6941419101993755e-07,0.0,0.0
1629,9.87307279761548e-05,4.344728787535652e-07,0.0,0.0
1630,8.30096120937794e-05,1.6505868773362765e-07,0.0,0.0
1631,8.992670154839288e-05,1.6505868773362765e-07,0.0,0.0
1632,9.857635372359905e-05,1.6505868773362765e-07,0.0,0.0
1633,5.536323156515469e-05,7.134298779679479e-07,0.0,0.0
1634,5.960924785800411e-05,7.134298779679479e-07,0.0,0.0
1635,5.9658749315920954e-05,9.603890183435787e-07,0.0,0.0
1636,5.658033010799305e-05,9.690191486047946e-07,0.0,0.0
1637,6.277676012749518e-05,1.115339403310957e-06,0.0,0.0
1638,7.890236104555828e-05,1.1826744404126138e-06,0.0,0.0
1639,8.302338028443046e-05,1.5720255817086581e-06,7.787022988330656e-08,0.0
1640,8.572965920653328e-05,1.023654391474338e-06,7.787022988330656e-08,0.0
1641,0.00011983539297943935,1.023654391474338e-06,7.787022988330656e-08,0.0
1642,0.0001258030564973264,9.92594920035117e-07,7.787022988330656e-08,0.0
1643,0.00013638859880822047,8.189061020402733e-07,7.787022988330656e-08,0.0
1644,0.00014403951354324818,7.642473138145891e-07,7.787022988330656e-08,0.0
1645,0.00014359608550356434,7.951459386796549e-07,1.7610389185002922e-07,0.0
1646,0.0001450931584778508,6.072716181344211e-07,9.823366196672265e-08,0.0
1647,0.00014679367866067748,7.113171704986598e-07,9.823366196672265e-08,0.0
1648,0.00012365426872357993,7.113171704986598e-07,9.823366196672265e-08,0.0
1649,0.00012370797568499775,6.518730515381321e-07,9.823366196672265e-08,0.0
1650,0.00010743352452534185,6.518730515381321e-07,1.4215379857367744e-07,0.0
1651,0.0001047102614393225,6.032116662676604e-07,1.4215379857367744e-07,0.0
1652,9.018265622476715e-05,5.049780043009378e-07,4.392013660695479e-08,0.0
1653,8.763357540634129e-05,3.0350118355012713e-07,4.392013660695479e-08,0.0
1654,8.377391064381559e-05,2.409388173418847e-07,4.392013660695479e-08,0.0
1655,7.737893637178266e-05,1.0543814588410377e-06,4.392013660695479e-08,0.0
1656,7.308365327064945e-05,9.885405713053582e-07,4.392013660695479e-08,0.0
1657,7.764785134765719e-05,1.127562731945935e-06,0.0,0.0
1658,7.029562922460692e-05,1.0845626507359287e-06,0.0,0.0
1659,7.579426892334595e-05,1.18106420440459e-06,3.2167185232927816e-08,0.0
1660,6.996519212927004e-05,1.18106420440459e-06,3.2167185232927816e-08,0.0
1661,6.628497119111541e-05,1.1395810182485938e-06,3.2167185232927816e-08,0.0
1662,5.776113825309689e-05,3.261383767494408e-07,3.2167185232927816e-08,0.0
1663,5.6068846138909324e-05,2.3552371430923813e-07,3.2167185232927816e-08,0.0
1664,5.326923642964435e-05,9.650155366866134e-08,3.2167185232927816e-08,0.0
1665,4.8936582710926556e-05,9.650155366866134e-08,3.2167185232927816e-08,0.0
1666,4.1269108935791466e-05,3.9948397605777634e-08,0.0,0.0
1667,4.159758464084007e-05,3.9948397605777634e-08,0.0,0.0
1668,4.225136217428371e-05,3.9948397605777634e-08,0.0,0.0
1669,4.476322153225608e-05,9.985658217764077e-08,0.0,0.0
1670,4.1250846801891127e-05,1.3850575036095896e-07,0.0,0.0
1671,4.1028113108560706e-05,1.7761594303270352e-07,0.0,0.0
1672,3.931801334796806e-05,2.0221654446166732e-07,0.0,0.0
1673,3.319799803388638e-05,3.107253730507052e-07,0.0,0.0
1674,2.8433998782669994e-05,3.432558973567471e-07,0.0,0.0
1675,2.5296852202570464e-05,3.432558973567471e-07,0.0,0.0
1676,2.6971443471016494e-05,4.121872438288067e-07,0.0,0.0
1677,2.773871450959372e-05,3.7353807564548855e-07,0.0,0.0
1678,2.829570673514224e-05,3.3442788297374395e-07,0.0,0.0
1679,3.0257642720243894e-05,3.0982728154478014e-07,0.0,0.0
1680,3.080991258944518e-05,2.1567584188427906e-07,0.0,0.0
1681,3.4621250441497455e-05,1.8314531757823715e-07,2.237584746061267e-08,0.0
1682,3.69717636203859e-05,4.0491668430929296e-07,2.237584746061267e-08,0.0
1683,3.1927654033227426e-05,4.526149796544944e-07,2.237584746061267e-08,0.0
1684,2.935232149476568e-05,4.526149796544944e-07,2.237584746061267e-08,0.0
1685,2.691133412164553e-05,4.728208113289968e-07,2.237584746061267e-08,0.0
1686,3.179772381502387e-05,4.728208113289968e-07,2.237584746061267e-08,0.0
1687,2.9784141523642965e-05,4.185150247946824e-07,2.237584746061267e-08,0.0
1688,2.6440997511859416e-05,5.116981814775759e-07,0.0,0.0
1689,2.3479457727911983e-05,2.8992681474652014e-07,0.0,0.0
1690,2.2981105822899345e-05,1.3415927924143034e-07,0.0,0.0
1691,2.5966027741170755e-05,1.8309138535447085e-07,0.0,0.0
1692,2.3643434490492966e-05,1.6288555367996844e-07,0.0,0.0
1693,1.617996557407813e-05,1.6288555367996844e-07,0.0,0.0
1694,1.9108874507115354e-05,5.774399300305179e-07,0.0,0.0
1695,1.744480700186354e-05,4.842567733476244e-07,0.0,0.0
1696,1.8414317180161432e-05,5.000027191012382e-07,0.0,0.0
1697,2.0335089175205212e-05,5.012736526818376e-07,0.0,0.0
1698,2.095489110485817e-05,4.834553582863268e-07,0.0,0.0
1699,2.228649710949477e-05,4.96524898656909e-07,0.0,0.0
1700,2.359910532894511e-05,4.96524898656909e-07,0.0,0.0
1701,2.0117069652769715e-05,8.197052230635953e-08,0.0,0.0
1702,1.924812321314156e-05,8.197052230635953e-08,0.0,0.0
1703,1.6544607725726174e-05,6.622457655274567e-08,0.0,0.0
1704,1.2936496432303102e-05,4.418335208811186e-08,0.0,0.0
1705,1.3856898833962208e-05,4.9700759063853184e-08,0.0,0.0
1706,1.332893599023269e-05,3.66312186932711e-08,0.0,0.0
1707,1.2568401059200238e-05,4.878367170541813e-08,0.0,0.0
1708,1.2527540385625408e-05,4.878367170541813e-08,0.0,0.0
1709,1.2746103071289586e-05,4.878367170541813e-08,0.0,0.0
1710,1.8682568452277337e-05,6.599869501704753e-08,0.0,0.0
1711,1.9966887391222243e-05,8.538335245183199e-08,0.0,0.0
1712,1.4987272347103239e-05,4.8752133758560897e-08,0.0,0.0
1713,1.4650661341875093e-05,4.8752133758560897e-08,0.0,0.0
1714,1.5265872532056945e-05,4.61712912981836e-08,0.0,0.0
1715,1.687984240561491e-05,4.61712912981836e-08,0.0,0.0
1716,1.684957741027964e-05,4.61712912981836e-08,0.0,0.0
1717,1.3088902830661806e-05,2.89562679865542e-08,0.0,0.0
1718,1.4870926081909732e-05,1.731336699403333e-08,0.0,0.0
1719,1.535335689238439e-05,5.023772280716392e-08,0.0,0.0
1720,1.8893464065123616e-05,5.023772280716392e-08,0.0,0.0
1721,2.9293635764458615e-05,4.942617033114922e-08,0.0,0.0
1722,2.9920163797214627e-05,6.488134372619112e-08,0.0,0.0
1723,3.3227845506189624e-05,7.723169608604102e-08,0.0,0.0
1724,3.4165187116741436e-05,7.723169608604102e-08,0.0,0.0
1725,3.451889506322914e-05,6.948993964377742e-08,0.0,0.0
1726,3.6032300288622666e-05,4.934057987579113e-08,0.0,0.0
1727,3.71327914763242e-05,6.302601158430271e-08,0.0,0.0
1728,2.9124154285195152e-05,5.426595350854768e-08,0.0,0.0
1729,3.175854674606983e-05,8.978659390582574e-08,0.0,0.0
1730,3.156349131521503e-05,7.743624154597586e-08,0.0,0.0
1731,3.064281450601162e-05,7.743624154597586e-08,0.0,0.0
1732,2.9534213483982186e-05,8.36947654038665e-08,0.0,0.0
1733,3.494210198238891e-05,7.091976935872221e-08,0.0,0.0
1734,3.46683882526122e-05,7.271953249089944e-08,0.0,0.0
1735,3.332614479794367e-05,7.918645853318854e-08,0.0,0.0
1736,3.485802803230139e-05,3.372296981345764e-08,0.0,0.0
1737,4.040452144441328e-05,1.0986088026600425e-07,0.0,0.0
1738,6.45568486236568e-05,1.9223812738492336e-07,0.0,0.0
1739,7.622082687573441e-05,4.2506742456030875e-07,0.0,0.0
1740,7.495067750694164e-05,4.32554703166943e-07,0.0,0.0
1741,7.433969559705085e-05,4.6460031453778227e-07,0.0,0.0
1742,8.152517641844627e-05,4.5813338849549315e-07,0.0,0.0
1743,8.569215320416593e-05,5.10409422917389e-07,0.0,0.0
1744,8.418233431127322e-05,4.3427151246484233e-07,0.0,0.0
1745,6.61218431819829e-05,3.708289929095697e-07,0.0,0.0
1746,6.697371645714156e-05,1.914768975755773e-07,9.955954283213941e-09,0.0
1747,8.342160695714742e-05,2.047853777347492e-07,9.955954283213941e-09,0.0
1748,9.452694264057624e-05,1.6089430334074807e-07,9.955954283213941e-09,0.0
1749,0.00010299527171550185,1.9062598559977622e-07,9.955954283213941e-09,0.0
1750,0.00011023126665220064,2.285008367916167e-07,1.3254685729943309e-08,0.0
1751,0.00012884496806821386,2.5705394587508377e-07,1.3254685729943309e-08,0.0
1752,0.0001387727035242798,2.693079395044151e-07,1.3254685729943309e-08,0.0
1753,0.00014033186744200066,2.4477768180629157e-07,3.298731446729367e-09,0.0
1754,0.00013756698483900567,2.490863358113009e-07,3.298731446729367e-09,0.0
1755,0.00014936335563626408,2.9168629721100713e-07,7.152039214832127e-09,0.0
1756,0.00016115940629138744,2.953447904019413e-07,1.0187509756422384e-08,0.0
1757,0.0001763843683875166,2.879901533755661e-07,9.933901574348575e-09,3.045123264655558e-09
1758,0.00017992899665841833,3.0915840097480084e-07,1.61490711596863e-08,3.045123264655558e-09
1759,0.0001914677902407545,3.162364257442667e-07,1.61490711596863e-08,3.045123264655558e-09
1760,0.00020333598617331257,3.342582987540611e-07,2.6794539158864998e-08,3.045123264655558e-09
1761,0.00021245117698396956,3.563385320148882e-07,2.6794539158864998e-08,3.045123264655558e-09
1762,0.00021093801894624318,3.4228982315198664e-07,2.294123139076224e-08,3.045123264655558e-09
1763,0.00021060003200545907,3.5715711581880374e-07,1.9905760849171983e-08,3.045123264655558e-09
1764,0.000210173858379546,2.9133397967078576e-07,1.6860637584516425e-08,0.0
1765,0.00022049294992549612,2.7992893235153004e-07,1.3592876411751474e-08,0.0
1766,0.00022937743259327753,3.266884911161989e-07,1.6993928550082923e-08,0.0
1767,0.00023709553352091461,3.3235119596091476e-07,1.5181967429254784e-08,0.0
1768,0.000246930424639556,3.683151378806672e-07,2.0546392523864857e-08,0.0
1769,0.00025118395777618777,3.6658674876629706e-07,2.6638911774869356e-08,0.0
1770,0.00025872342147132646,3.8175355549745813e-07,2.952183335886665e-08,0.0
1771,0.00026553158282435367,4.066557072032343e-07,4.005240862779504e-08,0.0
1772,0.0002625769785871463,4.421496920973108e-07,3.710500021522226e-08,0.0
1773,0.00026024349998416644,4.142175872142876e-07,3.629913893275573e-08,0.0
1774,0.0002645261660550854,4.1144926805308e-07,3.5483021727194293e-08,0.0
1775,0.0002627900768337505,3.774083958368075e-07,4.74507315979216e-08,0.0
1776,0.00026333853228217255,3.686447566256642e-07,4.4070581850519375e-08,0.0
1777,0.0002606236604541274,3.66499538781032e-07,4.118766026652208e-08,0.0
1778,0.0002523552954828899,3.7751596794675736e-07,4.4562803225289827e-08,0.0
1779,0.00025554692131533684,3.677478161989711e-07,4.7124488945980506e-08,0.0
1780,0.00026156436693522016,3.6938212539488244e-07,5.862413944766688e-08,2.349140310846971e-09
1781,0.0002543219327760328,3.6489835305733974e-07,6.016933440378125e-08,2.349140310846971e-09
1782,0.00024397051726867045,3.373719721366797e-07,4.7153466401336375e-08,2.349140310846971e-09
1783,0.0002463770901418424,3.9830778015519694e-07,4.661569593825529e-08,2.349140310846971e-09
1784,0.0002449448885662215,3.869628853538286e-07,4.661569593825529e-08,2.349140310846971e-09
1785,0.0002513872875299837,3.625394364397445e-07,3.432810010853668e-08,2.349140310846971e-09
1786,0.00024665352871774564,3.1859876920797045e-07,3.846690597798995e-08,2.349140310846971e-09
1787,0.00023674125467160984,2.8307480956105534e-07,2.8239489350109385e-08,0.0
1788,0.00023749508961502994,2.575678966617748e-07,2.5209665085615792e-08,0.0
1789,0.00025672823747819554,3.337108905400653e-07,2.438355257388431e-08,0.0
1790,0.0002690966752457565,3.06318546401079e-07,2.8838044206582125e-08,0.0
1791,0.0002753942348395607,3.193704247093722e-07,3.6439807996454677e-08,0.0
1792,0.00028266093327796886,3.3980295808890203e-07,4.02629959848712e-08,0.0
1793,0.0002793635046275865,3.4928214631690935e-07,3.652057069457117e-08,0.0
1794,0.00028755609569738487,3.7198493479146624e-07,3.764307392779236e-08,0.0
1795,0.000288821488668743,3.9973694754280586e-07,3.6589946057168684e-08,0.0
1796,0.0002791477704054809,3.3993908386621895e-07,3.878876115542036e-08,0.0
1797,0.0002625723968126944,3.1360977053347075e-07,3.4427365085727095e-08,0.0
1798,0.0002571860220216747,2.992308907323604e-07,2.9140228008373015e-08,0.0
1799,0.00025428402087917287,2.802631919556526e-07,3.33112311068362e-08,0.0
1800,0.00026050384829951715,2.9226058221151365e-07,3.3234812235605204e-08,0.0
1801,0.0002601700398372486,2.886082260796944e-07,3.2423948478513664e-08,0.0
1802,0.0002689505823322439,2.7813785103652275e-07,2.8246696410454726e-08,8.682535960044138e-10
1803,0.00026986665449970005,2.9988138042621617e-07,2.4312726689044795e-08,8.682535960044138e-10
1804,0.0002820011452838246,3.030014162115029e-07,2.7231350507861407e-08,8.682535960044138e-10
1805,0.0002846254750953189,2.998378200962699e-07,2.959091904841671e-08,8.682535960044138e-10
1806,0.0002822237438522279,3.1377548534042686e-07,2.3339756920799052e-08,8.682535960044138e-10
1807,0.0002806291907160942,3.270133918574304e-07,2.4851755066533443e-08,1.0774748236487751e-09
1808,0.0002810105465219489,3.4383456945111644e-07,2.326168603770741e-08,1.0774748236487751e-09
1809,0.0002924439197938357,3.5723228311975876e-07,2.557780184478783e-08,2.092212276443612e-10
1810,0.00030071540719031224,3.3548343887040186e-07,2.5784240901113468e-08,2.092212276443612e-10
1811,0.0003075210178004844,3.5478037878939564e-07,2.2472994005389476e-08,2.092212276443612e-10
1812,0.00031441090063058903,3.592268415429446e-07,2.1856839259117222e-08,2.092212276443612e-10
1813,0.00031949278698968034,3.5756270579310823e-07,2.1405378929679434e-08,2.092212276443612e-10
1814,0.0003341011844375836,3.714939720923992e-07,1.826548220610188e-08,0.0
1815,0.0003412337142175862,3.551019095279376e-07,1.934616061000887e-08,0.0
1816,0.00033077951853296587,3.4203124040946674e-07,2.2003364083137252e-08,0.0
1817,0.0003264594789860504,3.3032626894120245e-07,2.1241358132734993e-08,0.0
1818,0.0003135806140822491,3.114014970963451e-07,2.402119316156716e-08,0.0
1819,0.0003062808703232024,2.9457690686740534e-07,2.1466127034638508e-08,0.0
1820,0.000297257219374712,2.8960308335561944e-07,1.9588214542462116e-08,0.0
1821,0.0002802985005213746,2.583936995798857e-07,2.0519888074436007e-08,0.0
1822,0.00026745707145892084,2.4864859377820334e-07,2.1092357130722154e-08,3.743067126090896e-10
1823,0.0002612981521191874,2.2977078068769125e-07,1.5940359571991232e-08,3.743067126090896e-10
1824,0.00025962079442771416,2.4043760861656794e-07,1.688684690494467e-08,3.743067126090896e-10
1825,0.00026353424514776895,2.466504217376756e-07,1.3371491533068332e-08,3.743067126090896e-10
1826,0.00026615890341677835,2.4024708977776754e-07,1.400148549482846e-08,3.743067126090896e-10
1827,0.0002671589733966227,2.3232399014107485e-07,1.4747407231904423e-08,3.743067126090896e-10
1828,0.0002650423162517005,2.21154853160702e-07,1.3775607194637424e-08,3.743067126090896e-10
1829,0.00026532175460098576,2.151309104192478e-07,1.1641692942987447e-08,2.810971138395806e-10
1830,0.00026127206261402795,2.162871400709524e-07,1.3377126961700014e-08,2.810971138395806e-10
1831,0.00025138688839173743,2.0894463505425976e-07,1.3181994543539791e-08,2.810971138395806e-10
1832,0.00024585964066708196,1.9757433936514905e-07,1.4171179785193999e-08,2.810971138395806e-10
1833,0.0002427625232875081,2.0299627781891365e-07,1.2945472313167069e-08,2.810971138395806e-10
1834,0.00023792679712641984,1.935076271917881e-07,1.34934575893705e-08,2.810971138395806e-10
1835,0.0002381230941474704,1.9286042629573785e-07,1.3536586264604824e-08,2.810971138395806e-10
1836,0.00023598456131626984,2.01074010013664e-07,1.3905376849976392e-08,0.0
1837,0.0002360271422990731,2.054129026873852e-07,1.352436581772817e-08,0.0
1838,0.0002403424192120188,1.999913377760874e-07,1.3252744362241792e-08,0.0
1839,0.0002390392162072073,2.0047951514763035e-07,1.24880737496978e-08,0.0
1840,0.00023579575229502683,2.0399646010511268e-07,1.3016946251046387e-08,3.7792981442765136e-10
1841,0.00023795886954758316,2.1519141211813674e-07,1.2580656262782343e-08,3.7792981442765136e-10
1842,0.00023629856877960265,2.412238464850296e-07,1.3026737529945161e-08,4.3874525441316743e-10
1843,0.0002360780137158664,2.3625949755309454e-07,1.1861209157716855e-08,4.3874525441316743e-10
1844,0.00023308493005710522,2.3715684197408597e-07,1.0518392633075889e-08,4.3874525441316743e-10
1845,0.00023303942829703113,2.4353752183157796e-07,1.0240740319237115e-08,4.3874525441316743e-10
1846,0.00023280928352115943,2.474986798363586e-07,1.0181084546851643e-08,4.3874525441316743e-10
1847,0.00023021749594980584,2.3753380316650562e-07,9.532822214148545e-09,6.081543998551605e-11
1848,0.0002272898979884173,2.29114955832951e-07,9.557495303117288e-09,6.081543998551605e-11
1849,0.00022617872205695936,1.9756708167863379e-07,9.359369977447938e-09,0.0
1850,0.00022399034683725664,1.9460305671665473e-07,9.092217391680281e-09,0.0
1851,0.00022416567870615317,1.899058353111676e-07,8.931909307412816e-09,1.3928578925158164e-10
1852,0.00021760971243825873,1.87467890100379e-07,9.148365493721095e-09,1.3928578925158164e-10
1853,0.00021862801181019416,1.9302693894068007e-07,9.14695760404324e-09,2.840638200853261e-10
1854,0.00021425933560489545,1.8829859779348874e-07,1.0025647930892286e-08,2.840638200853261e-10
1855,0.00021444586205429265,1.8848757576961361e-07,9.529126503744173e-09,3.3656556906537713e-10
1856,0.00021186570354205157,1.9208723805214894e-07,8.720202782086517e-09,3.862643736608971e-10
1857,0.00021111548786783324,1.8924289893870343e-07,8.734817757982682e-09,3.862643736608971e-10
1858,0.00020957836906226085,1.8682161494000737e-07,8.278248848319386e-09,3.045820976385219e-10
1859,0.00021208491359305169,1.8392378007904752e-07,7.086784302247549e-09,3.045820976385219e-10
1860,0.00020776461211166212,1.735664544152574e-07,7.552643272694987e-09,1.5980406680477747e-10
1861,0.00021119258391471312,1.712992891660698e-07,6.22500197420907e-09,1.5980406680477747e-10
1862,0.0002093111875832879,1.6668111259475283e-07,5.81038366626834e-09,1.0730231782472645e-10
1863,0.00021682882340558405,1.5953590600962082e-07,6.355785358331494e-09,4.872444392400865e-10
1864,0.00021577464108954051,1.6117649437319415e-07,7.2277323808529155e-09,4.872444392400865e-10
1865,0.00021477507419019406,1.6344387278520246e-07,7.372699054438872e-09,4.2964092601088007e-10
1866,0.0002105159593546497,1.6340814060608215e-07,7.875225360720606e-09,4.2964092601088007e-10
1867,0.00020748321133266603,1.5776978301573763e-07,7.057038318793372e-09,4.2964092601088007e-10
1868,0.0001994361955439672,1.6574732646696638e-07,7.569540486481889e-09,4.2964092601088007e-10
1869,0.00019317423825019171,1.618204186521715e-07,7.912531645765902e-09,4.2964092601088007e-10
1870,0.0001814451056166685,1.654333995507581e-07,8.234095754439913e-09,0.0
1871,0.0001735585953740935,1.6203775844912472e-07,7.114717006016593e-09,0.0
1872,0.00016688362562230656,1.5422658553429107e-07,7.352256327562503e-09,0.0
1873,0.00016281904286838004,1.4438991209025126e-07,7.554478122427457e-09,0.0
1874,0.00015994297531766018,1.4264207440614234e-07,7.16017404097816e-09,0.0
1875,0.00015896186440451338,1.33834998702501e-07,7.11105238185691e-09,0.0
1876,0.00015678026414077197,1.3474258102925368e-07,6.800095914932009e-09,0.0
1877,0.00015539140024754618,1.3764203795777315e-07,6.1111387061885125e-09,0.0
1878,0.00015385260381403247,1.2911989090623267e-07,5.880183197502577e-09,0.0
1879,0.00015237424564215222,1.291717909777747e-07,5.712435667350389e-09,0.0
1880,0.00014933134661987424,1.3177071573571603e-07,6.324176039994102e-09,0.0
1881,0.00014466020054117377,1.3580595898637122e-07,6.7463394870515e-09,0.0
1882,0.00014200919914791093,1.3488027609095559e-07,6.9487358724172415e-09,0.0
1883,0.00013957773210547333,1.3262560218306264e-07,7.134432156163939e-09,3.212262797028639e-11
1884,0.0001364559679391927,1.3074925776988623e-07,7.298011147785896e-09,3.212262797028639e-11
1885,0.00013586971908807755,1.3646441386429486e-07,7.76228338748654e-09,3.212262797028639e-11
