ngram,television,televsion,telvision,televison
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,9.169847154615646e-08,0.0,0.0,0.0
1649,9.169847154615646e-08,0.0,0.0,0.0
1650,9.169847154615646e-08,0.0,0.0,0.0
1651,1.3469855275616283e-07,0.0,0.0,0.0
1652,1.3469855275616283e-07,0.0,0.0,0.0
1653,1.3469855275616283e-07,0.0,0.0,0.0
1654,1.3469855275616283e-07,0.0,0.0,0.0
1655,4.300008121000636e-08,0.0,0.0,0.0
1656,4.300008121000636e-08,0.0,0.0,0.0
1657,4.300008121000636e-08,0.0,0.0,0.0
1658,6.433876218839682e-06,0.0,0.0,0.0
1659,6.433876218839682e-06,0.0,0.0,0.0
1660,6.433876218839682e-06,0.0,0.0,0.0
1661,6.433876218839682e-06,0.0,0.0,0.0
1662,6.433876218839682e-06,0.0,0.0,0.0
1663,6.433876218839682e-06,0.0,0.0,0.0
1664,6.433876218839682e-06,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,1.947138993533112e-07,0.0,0.0,0.0
1668,1.947138993533112e-07,0.0,0.0,0.0
1669,1.947138993533112e-07,0.0,0.0,0.0
1670,1.947138993533112e-07,0.0,0.0,0.0
1671,1.947138993533112e-07,0.0,0.0,0.0
1672,2.19314500782275e-07,0.0,0.0,0.0
1673,2.19314500782275e-07,0.0,0.0,0.0
1674,2.4600601428963794e-08,0.0,0.0,0.0
1675,2.4600601428963794e-08,0.0,0.0,0.0
1676,2.4600601428963794e-08,0.0,0.0,0.0
1677,2.4600601428963794e-08,0.0,0.0,0.0
1678,2.4600601428963794e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,2.8216075926528514e-07,0.0,0.0,0.0
1694,2.8216075926528514e-07,0.0,0.0,0.0
1695,2.8216075926528514e-07,0.0,0.0,0.0
1696,2.8216075926528514e-07,0.0,0.0,0.0
1697,2.895078340868297e-07,0.0,0.0,0.0
1698,3.724779986669091e-07,0.0,0.0,0.0
1699,3.724779986669091e-07,0.0,0.0,0.0
1700,9.0317239401624e-08,0.0,0.0,0.0
1701,9.0317239401624e-08,0.0,0.0,0.0
1702,9.0317239401624e-08,0.0,0.0,0.0
1703,9.0317239401624e-08,0.0,0.0,0.0
1704,8.297016458007939e-08,0.0,0.0,0.0
1705,9.157804673317775e-09,0.0,0.0,0.0
1706,4.238395234779091e-08,0.0,0.0,0.0
1707,9.099376439637905e-08,0.0,0.0,0.0
1708,9.099376439637905e-08,0.0,0.0,0.0
1709,9.099376439637905e-08,0.0,0.0,0.0
1710,1.4263883636138936e-07,0.0,0.0,0.0
1711,1.4263883636138936e-07,0.0,0.0,0.0
1712,1.3348103168807158e-07,0.0,0.0,0.0
1713,1.0025488401359845e-07,0.0,0.0,0.0
1714,1.0907473324550665e-07,0.0,0.0,0.0
1715,1.0907473324550665e-07,0.0,0.0,0.0
1716,1.0907473324550665e-07,0.0,0.0,0.0
1717,5.7429661280496343e-08,0.0,0.0,0.0
1718,5.7429661280496343e-08,0.0,0.0,0.0
1719,5.7429661280496343e-08,0.0,0.0,0.0
1720,5.7429661280496343e-08,0.0,0.0,0.0
1721,4.380029037877518e-08,0.0,0.0,0.0
1722,6.698305047133804e-08,0.0,0.0,0.0
1723,6.698305047133804e-08,0.0,0.0,0.0
1724,6.698305047133804e-08,0.0,0.0,0.0
1725,6.698305047133804e-08,0.0,0.0,0.0
1726,1.1169553561428205e-07,0.0,0.0,0.0
