ngram,army,amy,ary,arm
1551,1.0373028349671845e-05,0.0,0.0,3.725420616059897e-06
1552,2.6257442836400253e-05,0.0,0.0,8.052086481516848e-06
1553,2.569803044545032e-05,0.0,0.0,8.052086481516848e-06
1554,2.569803044545032e-05,0.0,0.0,8.052086481516848e-06
1555,2.5426793139818722e-05,0.0,0.0,7.160360707660272e-06
1556,2.4214135399753494e-05,0.0,0.0,9.070331933409242e-06
1557,2.0431715321527527e-05,0.0,0.0,7.44929483127115e-06
1558,2.0431715321527527e-05,0.0,6.820486565369979e-07,7.44929483127115e-06
1559,2.403940015938133e-06,0.0,6.820486565369979e-07,1.1718745684317713e-05
1560,2.3043690556992908e-05,0.0,6.820486565369979e-07,1.979516985427056e-05
1561,2.3043690556992908e-05,0.0,6.820486565369979e-07,1.979516985427056e-05
1562,2.241746512611696e-05,0.0,6.820486565369979e-07,1.979516985427056e-05
1563,4.2420820916179635e-05,0.0,6.820486565369979e-07,1.7581784309835973e-05
1564,4.2420820916179635e-05,0.0,6.820486565369979e-07,3.666672507409073e-05
1565,4.343262155868745e-05,0.0,0.0,4.2737528929137625e-05
1566,4.343262155868745e-05,0.0,0.0,3.414141221063411e-05
1567,2.2792871017632672e-05,0.0,0.0,2.6747385358508575e-05
1568,2.2792871017632672e-05,0.0,0.0,2.6747385358508575e-05
1569,2.250056708622391e-05,0.0,0.0,2.6747385358508575e-05
1570,2.4972112961612377e-06,0.0,0.0,2.5838141937128967e-05
1571,2.4972112961612377e-06,0.0,0.0,1.4108756204223027e-05
1572,1.4854106536534215e-06,0.0,0.0,1.1677677905806507e-05
1573,1.4854106536534215e-06,0.0,0.0,1.2936087257133164e-05
1574,1.4854106536534215e-06,0.0,5.447115459641541e-07,1.2253689939305851e-05
1575,1.4854106536534215e-06,0.0,5.447115459641541e-07,1.2253689939305851e-05
1576,3.019558997558696e-05,0.0,5.447115459641541e-07,1.3605731250468775e-05
1577,3.019558997558696e-05,0.0,3.09618745372323e-06,1.3605731250468775e-05
1578,3.019558997558696e-05,4.81826223871654e-07,3.09618745372323e-06,6.972915538686461e-06
1579,0.00012462179542386105,4.81826223871654e-07,3.09618745372323e-06,5.273454397476078e-06
1580,0.00012462179542386105,4.81826223871654e-07,3.09618745372323e-06,4.015045046149421e-06
1581,0.00014420093793887645,4.81826223871654e-07,2.5514759077590758e-06,4.608352420681123e-06
1582,0.00014420093793887645,4.81826223871654e-07,2.5514759077590758e-06,4.608352420681123e-06
1583,0.0001156875270161046,4.81826223871654e-07,2.791787210298935e-06,3.9772450171377775e-06
1584,0.00011658663860154255,4.81826223871654e-07,2.403113025398592e-07,3.9772450171377775e-06
1585,0.00011677535668955638,0.0,4.2902939055368604e-07,3.820659977853731e-06
1586,2.522472662544065e-05,0.0,4.2902939055368604e-07,4.037077100552519e-06
1587,2.660904486414698e-05,0.0,4.2902939055368604e-07,4.383156660229101e-06
1588,4.9208770000015125e-05,0.0,4.2902939055368604e-07,3.7898492856973983e-06
1589,5.462383752988639e-05,0.0,4.2902939055368604e-07,4.350028705500465e-06
1590,5.4761487993865945e-05,0.0,1.887180880138268e-07,4.409021715088914e-06
1591,5.546157719241559e-05,0.0,4.552515520117595e-07,7.074356225140426e-06
1592,5.7063774485348926e-05,0.0,2.6653346399793267e-07,8.896089119454181e-06
1593,5.5304582799310863e-05,0.0,2.6653346399793267e-07,8.302344602790462e-06
1594,6.6157370253807e-05,0.0,4.3416504727896867e-07,8.291528209675952e-06
1595,2.5781690965231974e-05,0.0,4.3416504727896867e-07,8.291528209675952e-06
1596,3.4464644678726995e-05,0.0,4.3416504727896867e-07,7.941767015446593e-06
1597,3.7245174488426915e-05,0.0,5.552271399470296e-07,8.009274779396947e-06
1598,5.900148166152316e-05,4.423391633931065e-08,5.540971739849608e-07,6.051682930774405e-06
1599,5.744638857712354e-05,4.423391633931065e-08,5.540971739849608e-07,3.7817069044519613e-06
1600,7.198639903955544e-05,1.507400010528467e-07,6.606032586984969e-07,3.6033490167548214e-06
1601,6.42417419060491e-05,1.507400010528467e-07,8.836193988567434e-07,5.026000605669521e-06
1602,6.41089650343929e-05,1.507400010528467e-07,9.880201170225128e-07,7.636018608536688e-06
1603,6.56711276860733e-05,5.628501103923814e-07,9.880201170225128e-07,7.4256003829629795e-06
1604,6.600860738866945e-05,5.628501103923814e-07,8.66958024354452e-07,7.940328259792295e-06
1605,5.951863301691317e-05,5.186161940530707e-07,9.388651928280264e-07,8.69426519654683e-06
1606,6.112465312721074e-05,5.186161940530707e-07,1.0189452999449195e-06,1.0177956158128967e-05
1607,5.293322984860944e-05,1.158607184541844e-06,9.124392152313833e-07,8.793377024371044e-06
1608,6.641176462705647e-05,1.158607184541844e-06,7.214690884081522e-07,1.462321077789446e-05
1609,0.00010058941006718669,1.347281162062635e-06,8.057423477631736e-07,1.2390540730068875e-05
1610,8.786053617118991e-05,3.229239691141369e-06,8.057423477631736e-07,1.2900333786092233e-05
1611,8.476611817189093e-05,3.434064248202568e-06,9.081546262937731e-07,1.2357469456349332e-05
1612,6.95145889559561e-05,3.434064248202568e-06,5.708439597843348e-07,1.2509794227558554e-05
1613,7.118857709948705e-05,3.434064248202568e-06,4.907638526674418e-07,1.154743404185865e-05
1614,7.130463018256705e-05,2.687567173000259e-06,4.907638526674418e-07,1.3854702306811564e-05
1615,5.40955333495471e-05,2.687567173000259e-06,6.720295086129877e-07,6.647897050372974e-06
1616,2.0410023548070706e-05,2.498893195479468e-06,8.437800634705386e-07,6.270549095331392e-06
1617,2.0443705515000537e-05,3.283658916838509e-07,9.673213980931905e-07,6.9961693368116225e-06
1618,3.465205834020578e-05,2.2201847319333217e-07,1.4557719672276498e-06,9.525093738765073e-06
1619,3.7314365012467275e-05,2.2201847319333217e-07,1.7933754585491052e-06,1.2750073080626731e-05
1620,3.682070194242572e-05,4.2349630088470545e-07,2.0955922000861652e-06,1.2614525725699163e-05
1621,3.387854582927373e-05,6.019142964370465e-07,2.4524281911908474e-06,1.084251146364425e-05
1622,3.4734672746188675e-05,6.722627046786198e-07,2.07148493862925e-06,1.0672613435807371e-05
1623,6.651831375035857e-05,6.722627046786198e-07,1.7110604062509083e-06,1.1750270199887122e-05
1624,7.221458898649351e-05,6.980535626358428e-07,1.886183456788006e-06,1.096285346388218e-05
1625,5.6578138583063264e-05,5.995764240651624e-07,1.7106440606897065e-06,7.6146308336839345e-06
1626,5.597577660410025e-05,5.995764240651624e-07,1.8322842022046513e-06,4.612621653775152e-06
1627,5.3912237197956916e-05,5.578699366586599e-07,1.6898388009524621e-06,4.428469765116461e-06
1628,5.045257859949613e-05,1.427637958581077e-06,1.726072582641791e-06,4.220773884558834e-06
1629,6.377237640923081e-05,1.4398188942063176e-06,2.0561899581090463e-06,6.072962215902018e-06
1630,3.198241324753326e-05,1.6123168912989577e-06,2.2286879552016866e-06,5.771546446859637e-06
1631,3.0916264060059416e-05,1.519664684630178e-06,2.2134234833564344e-06,6.400469633912767e-06
1632,3.3982733709438306e-05,1.7029169531010017e-06,2.0729784344959105e-06,6.766974170854415e-06
1633,3.1268434213416185e-05,1.8400097506595818e-06,1.6137348016595103e-06,5.067092437067393e-06
1634,3.1050315101310844e-05,1.9270747364836486e-06,1.5773816244291083e-06,4.99438608260659e-06
1635,3.308157459157103e-05,9.61208432467434e-07,1.3489512785521844e-06,5.819303916203873e-06
1636,2.734927063232005e-05,9.65523497598042e-07,1.4530559399515499e-06,5.579802908479385e-06
1637,3.0460574959891217e-05,8.66185627858483e-07,1.8658389616835587e-06,6.70572525710408e-06
1638,2.7444239419440108e-05,9.441757161507017e-07,1.7171091225723752e-06,6.638831077257887e-06
1639,2.8790400717428254e-05,9.166639074464911e-07,1.987322337169774e-06,8.452693009530776e-06
1640,3.29711538792513e-05,8.823791647825731e-07,1.987322337169774e-06,9.446488791452015e-06
1641,3.497786097536196e-05,7.549870133516379e-07,1.9236262614543065e-06,9.916317529652069e-06
1642,3.435818819395665e-05,7.806171343612991e-07,2.0828363298213456e-06,1.0167189429921564e-05
1643,2.6417195190983227e-05,7.840951720286934e-07,2.190548989184598e-06,9.698293589670876e-06
1644,2.710766122098513e-05,1.4442267765194368e-06,1.7885909033209048e-06,9.262713709696463e-06
1645,4.261766259462872e-05,1.456907187145719e-06,2.1450891551921814e-06,1.0364711930118834e-05
1646,5.884403656507077e-05,1.804858795497109e-06,1.7007359482639522e-06,9.393206320445252e-06
1647,7.159946900563747e-05,1.7020507406024471e-06,2.1169181577209073e-06,1.0031092123037005e-05
1648,7.673832143544652e-05,1.6743050374706009e-06,2.378140704552477e-06,1.0873301107494626e-05
1649,7.563385315734195e-05,1.8010385198457307e-06,2.680113409171879e-06,1.2442608619624349e-05
1650,7.713630761177878e-05,1.7107160731809148e-06,2.226018986155915e-06,1.486490366785022e-05
1651,7.410231773974374e-05,1.321424991017141e-06,2.2146963780349845e-06,1.6021325271659797e-05
1652,5.518263320222364e-05,1.229745903076816e-06,2.4472561871594474e-06,1.5468100562949466e-05
1653,4.528392050165816e-05,8.014296132127388e-07,2.572645119666309e-06,1.614363411915422e-05
1654,3.6846251272696205e-05,8.429127993687351e-07,2.4053620190248433e-06,1.7278682727399947e-05
1655,3.215585015173669e-05,7.512143278225787e-07,2.2006234741768693e-06,1.874116696853889e-05
1656,3.234589374707346e-05,6.52453004639548e-07,2.118489248914557e-06,1.7308960845444483e-05
1657,3.185888843810452e-05,8.470840262881601e-07,2.2252799973492595e-06,1.5700574814608054e-05
1658,3.124035538348835e-05,5.030833766081091e-07,2.1605109411991308e-06,1.629450785653067e-05
1659,3.708370240929071e-05,5.117463501846942e-07,1.6297859133374004e-06,1.7502086588397754e-05
1660,2.7531582808088778e-05,9.17419372724128e-07,1.8847073712484935e-06,1.7381537743079078e-05
1661,1.887964175953779e-05,1.0103070045326085e-06,1.9045498983619576e-06,1.6090164535853546e-05
1662,1.791696656385154e-05,1.0103070045326085e-06,1.910143388223722e-06,1.4652200791585659e-05
1663,2.037937903358917e-05,1.0057749680722087e-06,1.5635403493823624e-06,1.5739550690341275e-05
1664,2.851470571840764e-05,8.111439464235965e-07,1.4868182672346717e-06,1.600758969289018e-05
1665,2.7135157259700854e-05,8.552355633842776e-07,1.5118618453665737e-06,1.4907049132619119e-05
1666,2.1281214490695026e-05,8.308495905241995e-07,1.4786523284523615e-06,1.5376491579185574e-05
1667,2.16897619793599e-05,4.147054214951952e-07,1.2247697408643684e-06,1.5462428044494508e-05
1668,2.162734173387954e-05,3.2408781943818863e-07,1.1310409685652952e-06,1.7612754813204185e-05
1669,2.2359804591230515e-05,5.038123690935339e-07,1.2488741276683868e-06,2.0013254470541142e-05
1670,1.8530214187454215e-05,4.883699123833399e-07,1.283684192847951e-06,2.0979828020374824e-05
1671,8.897127924813373e-06,6.057004944588178e-07,1.4786567947209863e-06,1.9951010212285576e-05
1672,8.487816623008776e-06,6.846118805827115e-07,1.5677873566996174e-06,1.9507453544065356e-05
1673,8.046856302306488e-06,6.694063533326958e-07,1.5069652476995543e-06,1.87459203776338e-05
1674,6.555301134929843e-06,6.37032245874382e-07,1.5075126985461144e-06,1.9466049707261845e-05
1675,6.5665035110993945e-06,6.275975295011449e-07,1.675684830258563e-06,1.8311479185026007e-05
1676,5.104176352688228e-06,5.337660005417482e-07,1.8655171792098763e-06,1.699026870483067e-05
1677,5.433120739845825e-06,7.872666815598807e-07,2.3725185412461414e-06,1.5746929940568017e-05
1678,4.9098583271448404e-06,8.691218056355865e-07,2.3982527263147598e-06,1.609179733869886e-05
1679,6.677350938844029e-06,7.922623410649976e-07,2.476780317855238e-06,1.591862149195679e-05
1680,7.806204458964722e-06,8.037233283987786e-07,2.595031982569448e-06,1.556226002971276e-05
1681,1.3282443400644947e-05,8.830720373355559e-07,2.6582043476862182e-06,1.4849543991398864e-05
1682,1.3515326989883241e-05,9.697197356217657e-07,2.4359855501643324e-06,1.4196958155870171e-05
1683,1.3203829472071707e-05,1.0162300847176603e-06,2.183058289314691e-06,1.3520325020570973e-05
1684,1.3033237012548074e-05,8.513329622214119e-07,1.5610482445741321e-06,1.2484262177687405e-05
1685,1.3622940546805953e-05,9.350288873325294e-07,1.4042850092924449e-06,1.2166041934895994e-05
1686,2.142349548453889e-05,9.441437620288135e-07,1.270127248582347e-06,1.3014859567712328e-05
1687,2.0030299700530512e-05,9.079399043392706e-07,1.3825048199578305e-06,1.2503737447592097e-05
1688,1.4685854434251919e-05,9.358354061207917e-07,1.3711682608378136e-06,1.2137472627468274e-05
1689,1.432938721076685e-05,8.464403781057886e-07,1.2817732328228106e-06,1.1570983848027286e-05
1690,1.60663679967651e-05,7.555775900820143e-07,1.4167897676640808e-06,1.1454259427929564e-05
1691,1.6112609825670787e-05,6.733568004132653e-07,1.5200979309578803e-06,1.231676703485261e-05
1692,1.5524313360921432e-05,5.798195254718459e-07,1.4802537151581419e-06,1.2089223283900147e-05
1693,7.508831962305911e-06,5.559123061565125e-07,1.5652880266868254e-06,1.1559109874984383e-05
1694,1.0030668184819141e-05,1.068008884885785e-06,1.4063861633368496e-06,1.1074041659802397e-05
1695,9.642001779346693e-06,1.0057681671631663e-06,1.4369727624950559e-06,1.1071764285069158e-05
1696,1.0223016163633605e-05,1.1001645633866377e-06,1.673082676591418e-06,1.111551396856417e-05
1697,1.1695302808740443e-05,1.146788879477104e-06,1.515816880523094e-06,1.1788275644773552e-05
1698,1.3732848174186074e-05,1.1489138570043776e-06,1.6378743176963845e-06,1.0865720729010978e-05
1699,1.5615904284719102e-05,1.090264904389317e-06,1.7180482245748863e-06,1.0900256711465772e-05
1700,1.4547560161710343e-05,1.2278857915199687e-06,1.6492086193206238e-06,1.0745612598839216e-05
1701,1.1930193051869407e-05,7.737897687677884e-07,1.613844395771074e-06,1.0629220274235454e-05
1702,1.1942236077240003e-05,7.322112318368974e-07,1.5793670107606367e-06,1.0111365099874092e-05
1703,1.2242444037318429e-05,7.497793887978332e-07,1.6318810074673301e-06,1.0036552794190357e-05
1704,7.893516851709137e-06,8.175262930113345e-07,1.6421660120613524e-06,8.637818154966226e-06
1705,6.450278687810039e-06,7.754912912462584e-07,1.409807753459193e-06,9.113719443121227e-06
1706,5.990332275424797e-06,8.220020138846198e-07,1.4312839929126703e-06,1.1128275673399912e-05
1707,5.925236491423545e-06,7.62402014028599e-07,1.3465336711046153e-06,1.0631186017105523e-05
1708,8.12372126444773e-06,7.622766621092783e-07,1.4812833342148224e-06,1.1294578078897238e-05
1709,8.076537881152035e-06,7.984712827432563e-07,1.3739748802826007e-06,1.1442106629796659e-05
1710,8.078814216462757e-06,6.893656063766684e-07,1.2259300287301552e-06,1.2098195579060952e-05
1711,8.530844719903793e-06,6.497617489133387e-07,1.2164337184523383e-06,1.206946022388625e-05
1712,8.628590064420547e-06,8.606538374676478e-07,1.3889889649882598e-06,1.1729152902262285e-05
1713,7.183128202216592e-06,7.267197718517439e-07,1.459052977484784e-06,1.065822938731539e-05
1714,6.639825333617669e-06,6.939205750963343e-07,1.6872680979369242e-06,1.1511203670774453e-05
1715,6.517976430586714e-06,7.94558311716693e-07,1.8134661721498041e-06,1.1552144055063504e-05
1716,6.661409364434283e-06,8.198127545711031e-07,1.8045051807088645e-06,1.2018855029184903e-05
1717,6.68240985695385e-06,8.541553597751772e-07,1.861597118996932e-06,1.3703137483389582e-05
1718,8.477710366605606e-06,1.3571879061860922e-06,1.853613233444256e-06,1.5042656481715052e-05
1719,7.930357810437272e-06,1.1033847978783991e-06,1.7555407144495154e-06,1.4784736517218075e-05
1720,1.894628261262759e-05,1.4225578744182194e-06,1.7408355168819462e-06,1.468355705063524e-05
1721,2.6683180489531617e-05,1.5474663257464272e-06,1.6081220499992405e-06,1.4275797963948986e-05
1722,2.60107642913811e-05,1.4507740786484646e-06,1.3895741761059201e-06,1.4351195074725962e-05
1723,2.746053301702237e-05,1.7238801035546203e-06,1.4586664584775072e-06,1.5335030833999292e-05
1724,3.2259333043579576e-05,1.7431712495051345e-06,1.434906477827878e-06,1.3151287930668332e-05
1725,3.819533861003167e-05,1.2047132429415797e-06,1.4569310288996867e-06,1.2535389292419755e-05
1726,4.205281285456814e-05,1.216304001770498e-06,1.4066921007075247e-06,1.3140190925956371e-05
1727,3.349492167866889e-05,8.880724432661477e-07,1.3129563447884202e-06,1.2773652997566387e-05
1728,2.7905575214910122e-05,7.773049454889198e-07,1.379417475228755e-06,1.2710417130230261e-05
1729,2.9418881370345063e-05,7.728320424251121e-07,1.341866469114653e-06,1.2244343841822619e-05
1730,3.30636074587736e-05,4.268711880480883e-07,1.3506988482601758e-06,1.3341561108453398e-05
1731,3.0198321058248568e-05,4.502752233292995e-07,1.3472521069551085e-06,1.3018176235034065e-05
1732,2.4835676283276242e-05,4.132024043558756e-07,1.3533728438882723e-06,1.2913549133892438e-05
1733,2.385317410309134e-05,3.831767279344993e-07,1.4580775444171325e-06,1.2960441251509889e-05
1734,2.4605180962160894e-05,4.3155085498775794e-07,1.5108826443923005e-06,1.3503758184794736e-05
1735,3.317537292397381e-05,3.6023779565701783e-07,1.5103772739166743e-06,1.3649477945624053e-05
1736,4.1288640984151114e-05,3.4147628014125075e-07,1.530051219690774e-06,1.4711803227588202e-05
1737,5.5846508985268883e-05,3.8614284798248786e-07,1.4934645378161804e-06,1.3163730987538916e-05
1738,7.803483926441654e-05,3.021340972964026e-07,1.582495363956176e-06,1.369684884723808e-05
1739,9.893526034180209e-05,2.970954276244291e-07,1.6237281020689158e-06,1.3614236065352867e-05
1740,0.00010566686043083402,3.3591934871830223e-07,1.6694025199675316e-06,1.4061153576351768e-05
1741,0.0001093187378761026,3.1274515168076634e-07,1.5717324036553952e-06,1.367778181052667e-05
1742,0.00010901820444684875,3.3160860571764973e-07,1.5107539021690691e-06,1.5497379276244567e-05
1743,0.00011015055237554147,3.508106902115417e-07,1.5627871334800147e-06,1.679524718513546e-05
1744,0.00011612496798209446,2.9052252870087614e-07,1.4959817268131052e-06,1.887344569695415e-05
1745,0.00010844888259141174,3.135560545177084e-07,1.4005743196321419e-06,1.9654711000579743e-05
1746,9.463175384943108e-05,4.091904455906713e-07,1.4628696395188205e-06,2.1433538807156894e-05
1747,0.00010314526558171824,3.784062790097258e-07,1.3488782834818785e-06,2.2226032992226203e-05
1748,0.0001087006988070373,3.772284793106857e-07,1.3995662584420643e-06,2.2383176266365418e-05
1749,0.00011054188403899648,6.313258010339138e-07,1.4595423018753145e-06,2.1535184974449555e-05
1750,0.00012091096868971363,6.098234866921562e-07,1.4488742538430545e-06,2.035643098809357e-05
1751,0.00011234395476224433,6.401558891866443e-07,1.5612230137256638e-06,2.021118650320984e-05
1752,0.00011025682553216549,6.169534125482252e-07,1.5371021098482224e-06,2.1034887010630753e-05
1753,0.00012176111860234024,8.24543986612168e-07,1.5047736659263528e-06,2.3242965003841425e-05
1754,0.00012760579141156216,8.330865414661406e-07,1.5727403673996117e-06,2.405186881203138e-05
1755,0.00015533696465094442,7.902640634581206e-07,1.5196215404752626e-06,2.6633521234284023e-05
1756,0.00019749762681645473,5.343281535325721e-07,1.5260328934475962e-06,2.828098409476557e-05
1757,0.0002273279512467395,5.345835875557116e-07,1.5623298850186984e-06,3.247372660553083e-05
1758,0.00026797082266836824,5.41936835978569e-07,1.4994068188960746e-06,3.300644181893274e-05
1759,0.00030651245365983674,5.285618840389361e-07,1.5192025719963048e-06,3.500308048387524e-05
1760,0.0003164563365446936,2.131795935968382e-07,1.5468850896078429e-06,3.362602495014601e-05
1761,0.0003138294643057244,1.9495194944088974e-07,1.5526431005647673e-06,3.491989082249347e-05
1762,0.00028736822735351907,2.1441228576739896e-07,1.5958511474829201e-06,3.57036658117847e-05
1763,0.00025698068930068985,2.0921206100865675e-07,1.5106017079753137e-06,3.605704322191221e-05
1764,0.00022421067218861675,2.2326281623463728e-07,1.4445335604510286e-06,3.5255047155910037e-05
1765,0.00019909699559710653,2.2380757919953404e-07,1.4291883384690403e-06,3.621838238489415e-05
1766,0.00016987621347652748,3.085229098230359e-07,1.438516700805589e-06,3.610616061320927e-05
1767,0.0001698133658335012,3.1429876555323843e-07,1.3381215434752188e-06,3.776081731692622e-05
1768,0.0001693068801874428,3.5119625709155245e-07,1.2655332121929469e-06,4.249683947169355e-05
1769,0.00017571537838583545,3.55924066346753e-07,1.2501613874909317e-06,4.162049767078965e-05
1770,0.00017866188136395067,3.7947415876260493e-07,1.2010563636977167e-06,4.436282532489193e-05
1771,0.00018386395614860312,3.815348017204607e-07,1.1349106573886405e-06,4.36158266633616e-05
1772,0.00018277331712722247,4.240030477831169e-07,1.1092568001913605e-06,4.2821659527752285e-05
1773,0.00018259631802460978,3.6430040089336604e-07,1.0383542660617553e-06,4.343664529317591e-05
1774,0.00018313217567213411,4.655340311338867e-07,1.0142865676243673e-06,4.239036778536891e-05
1775,0.00019322721761584814,4.612039715214321e-07,1.0246123857931316e-06,3.7193105526966974e-05
1776,0.00021329417982737401,4.677128759210193e-07,9.933956204934345e-07,4.126490862940305e-05
1777,0.00022877529097188796,4.4211786790323717e-07,1.0183208181453146e-06,3.970065465961982e-05
1778,0.00023915490601211786,4.061518532288184e-07,1.1494122743118038e-06,3.9990822967541006e-05
1779,0.00025735538552648256,4.292392463055096e-07,1.1889435264882714e-06,4.063543903092588e-05
1780,0.0002770986445414435,4.5608731064865946e-07,1.244766070028293e-06,4.090735767801691e-05
1781,0.00026527041752290515,3.377642891726802e-07,1.2729721967324231e-06,4.2429761379025877e-05
1782,0.00025322091408140423,3.1813988649836187e-07,1.2506866531631594e-06,4.5223037886898965e-05
1783,0.00024082248273771256,2.93775595342335e-07,1.263525713771482e-06,4.223800455552659e-05
1784,0.00022400991500554874,3.6446341563792626e-07,1.2253820987747791e-06,4.1584638633399405e-05
1785,0.00022005406208336353,3.84993368486773e-07,1.1200528027594764e-06,4.1721479647094384e-05
1786,0.0002051930974370667,3.057816521894503e-07,1.341542729603264e-06,4.108269734258231e-05
1787,0.00018280769498752697,2.8770396300257873e-07,1.3055010786696845e-06,4.047243419336155e-05
1788,0.00018285877844651362,3.638624690438519e-07,1.2818101546534827e-06,3.990541206024188e-05
1789,0.00018770673653177385,4.862206403848697e-07,1.2989427610981302e-06,3.817075620255699e-05
1790,0.00018511704235736812,6.335164540262537e-07,1.3137986099666575e-06,3.759618994081393e-05
1791,0.00018620656296012124,6.248692951008447e-07,1.3699541828568077e-06,3.811905532659564e-05
1792,0.000184562082202839,6.540364653671662e-07,1.4010373173992515e-06,3.895228188152292e-05
1793,0.00017219354049302638,6.708211352750888e-07,1.1810678220821761e-06,4.030298545590735e-05
1794,0.00017117413309668855,6.810060589097182e-07,1.204178894503067e-06,4.1358318412676454e-05
1795,0.00017393973082237477,6.461702883240963e-07,1.2454459822817756e-06,4.29357798046632e-05
1796,0.0001708539535424539,5.435890021284909e-07,1.2032504465813482e-06,4.523337338468991e-05
1797,0.00017203118893251355,4.4824727345777707e-07,1.1842244833003081e-06,4.8353238006321977e-05
1798,0.00016767512092233768,3.819083441872603e-07,1.1429109219664367e-06,4.932584020675027e-05
1799,0.0001721694612310135,3.485666866254178e-07,1.1856223035725374e-06,4.9489631887159445e-05
1800,0.00017405238135584762,3.419159335343076e-07,1.1734743777326782e-06,4.954284772143832e-05
1801,0.00019305272144265473,3.4996911933506324e-07,1.1665924262160843e-06,4.9645022954791784e-05
1802,0.0002105865319858172,3.3502242250246385e-07,1.1330814930131185e-06,4.933571576007775e-05
1803,0.00021857952274980823,3.214835300825923e-07,1.182717523663866e-06,4.86027830837494e-05
1804,0.00022177988181023726,3.216122235828932e-07,1.2140829913473032e-06,4.701930499452699e-05
1805,0.00022697858886593686,3.3827838917334573e-07,1.2284070050684801e-06,4.675547149547908e-05
1806,0.00022369866824841926,3.696150372434204e-07,1.1781575364823636e-06,4.7169144506499704e-05
1807,0.00022867329036151723,3.711704477739529e-07,1.1506403357738497e-06,4.75022269321406e-05
