ngram,page,pge,pae,ppage
1564,0.00014205266260043054,0.0,0.0,0.0
1565,7.551909974219078e-05,0.0,0.0,0.0
1566,0.0002230239720769792,0.0,0.0,0.0
1567,0.000288057681765557,0.0,6.823973178273133e-07,0.0
1568,0.0008498042508498267,0.0,6.823973178273133e-07,0.0
1569,0.0008505469561766534,0.0,6.823973178273133e-07,0.0
1570,0.0008396360351200981,0.0,6.823973178273133e-07,0.0
1571,0.0008333402259138113,0.0,6.823973178273133e-07,0.0
1572,0.0008375842750995487,0.0,6.823973178273133e-07,0.0
1573,0.0007016178356674832,0.0,6.823973178273133e-07,0.0
1574,0.0006245009052301091,0.0,0.0,0.0
1575,6.526889540379801e-05,0.0,0.0,0.0
1576,8.796157349674363e-05,0.0,0.0,0.0
1577,0.0004451681849916765,0.0,0.0,0.0
1578,0.00042293063727681456,0.0,0.0,0.0
1579,0.00042082522460467383,0.0,0.0,0.0
1580,0.0004323854219754659,0.0,0.0,0.0
1581,0.00048543275702935977,0.0,0.0,0.0
1582,0.0004866890301075598,0.0,0.0,0.0
1583,0.0004673389388959289,0.0,0.0,0.0
1584,0.00011103143898643404,0.0,0.0,0.0
1585,0.00010875491969792555,0.0,0.0,0.0
1586,0.0003163734544874127,0.0,0.0,0.0
1587,0.0003663534853980569,0.0,0.0,0.0
1588,0.0003192861679183677,0.0,0.0,0.0
1589,0.0003255985655284478,0.0,0.0,0.0
1590,0.0003389316414411171,0.0,0.0,0.0
1591,0.0003489604018146305,0.0,0.0,0.0
1592,0.00035115194519416297,0.0,0.0,0.0
1593,0.00014505767363256643,0.0,0.0,0.0
1594,6.857947456800113e-05,0.0,0.0,0.0
1595,8.962850811907888e-05,0.0,0.0,0.0
1596,8.733075238913963e-05,0.0,0.0,0.0
1597,7.390743329389287e-05,0.0,0.0,0.0
1598,7.306489403293069e-05,0.0,0.0,0.0
1599,6.870143572866385e-05,0.0,0.0,0.0
1600,6.51983165360954e-05,0.0,0.0,0.0
1601,6.742404444334429e-05,0.0,0.0,0.0
1602,5.980438722222711e-05,0.0,0.0,0.0
1603,5.4079463552625384e-05,0.0,0.0,0.0
1604,5.400063192999889e-05,0.0,0.0,0.0
1605,4.672622149623099e-05,0.0,0.0,0.0
1606,6.315975965013163e-05,0.0,0.0,0.0
1607,6.444355949497549e-05,0.0,0.0,0.0
1608,6.141415997262811e-05,0.0,0.0,0.0
1609,4.2111318050176904e-05,0.0,0.0,0.0
1610,4.145269836694102e-05,0.0,0.0,0.0
1611,4.6241524484815143e-05,0.0,0.0,0.0
1612,4.396860367705813e-05,0.0,0.0,0.0
1613,3.097674107266357e-05,0.0,0.0,0.0
1614,4.26486363461923e-05,0.0,0.0,0.0
1615,4.47317643192946e-05,0.0,0.0,0.0
1616,4.514547526923707e-05,0.0,0.0,0.0
1617,4.572020575973771e-05,0.0,0.0,0.0
1618,5.415018482121273e-05,0.0,0.0,0.0
1619,5.9126373863754065e-05,0.0,0.0,0.0
1620,6.067123844591801e-05,0.0,0.0,0.0
1621,4.915922870298216e-05,0.0,0.0,0.0
1622,4.5637826588063035e-05,0.0,0.0,0.0
1623,5.505647238481158e-05,0.0,0.0,0.0
1624,5.666378352283833e-05,0.0,0.0,0.0
1625,4.2020701584988274e-05,0.0,0.0,0.0
1626,3.71953765352373e-05,0.0,0.0,0.0
1627,2.781960269463265e-05,0.0,0.0,0.0
1628,2.698040907489485e-05,0.0,0.0,0.0
1629,3.8715998860945024e-05,0.0,0.0,0.0
1630,3.096972542542582e-05,0.0,0.0,0.0
1631,3.135335184976741e-05,0.0,0.0,0.0
1632,3.481710993063254e-05,0.0,0.0,0.0
1633,4.029742032279111e-05,0.0,1.3709279755858006e-07,0.0
1634,4.7150489730743826e-05,0.0,1.3709279755858006e-07,0.0
1635,4.540880828634337e-05,0.0,1.3709279755858006e-07,0.0
1636,4.053200414741046e-05,0.0,1.3709279755858006e-07,0.0
1637,4.285866361897206e-05,0.0,1.3709279755858006e-07,0.0
1638,4.4749213105075925e-05,0.0,1.3709279755858006e-07,0.0
1639,4.5178873473819946e-05,0.0,1.3709279755858006e-07,0.0
1640,4.8262422751577105e-05,0.0,0.0,0.0
1641,4.264104765232852e-05,0.0,0.0,0.0
1642,4.468514855813867e-05,0.0,0.0,0.0
1643,3.6045921660843305e-05,0.0,9.032244666481607e-08,0.0
1644,3.778589260556535e-05,0.0,9.032244666481607e-08,0.0
1645,3.4481819446747454e-05,0.0,1.3943927764817739e-07,0.0
1646,3.051418207178358e-05,0.0,1.3943927764817739e-07,0.0
1647,2.5527324656390453e-05,0.0,2.434848300124161e-07,0.0
1648,2.4322059938900304e-05,0.0,2.434848300124161e-07,0.0
1649,2.2097432780096176e-05,0.0,3.2171260500035714e-07,0.0
1650,2.325100818520046e-05,0.0,2.3139015833554106e-07,0.0
1651,1.6246188481870506e-05,0.0,2.7439023954554743e-07,0.0
1652,3.056054681240182e-05,0.0,2.8094480545145674e-07,0.0
1653,3.5002021052475486e-05,0.0,3.563205837053829e-07,0.0
1654,3.2229548066555124e-05,0.0,2.5227503134114417e-07,0.0
1655,3.459992915720379e-05,0.0,2.5227503134114417e-07,0.0
1656,4.27806902994884e-05,4.530733122010133e-08,1.7404725635320313e-07,0.0
1657,4.125925163732193e-05,4.530733122010133e-08,1.7404725635320313e-07,0.0
1658,4.142587327545958e-05,4.530733122010133e-08,1.8466280948814529e-07,0.0
1659,2.6905644322791238e-05,4.530733122010133e-08,2.2549296626753597e-07,0.0
1660,5.468196280032446e-05,4.530733122010133e-08,2.302919881458365e-07,0.0
1661,5.3860422147928535e-05,4.530733122010133e-08,2.302919881458365e-07,0.0
1662,5.362854465472212e-05,4.530733122010133e-08,2.302919881458365e-07,0.0
1663,4.718354089813407e-05,0.0,2.302919881458365e-07,0.0
1664,4.893190602420613e-05,0.0,2.302919881458365e-07,0.0
1665,4.7580929731338983e-05,0.0,2.2076797076156902e-07,0.0
1666,4.81090096400294e-05,0.0,1.242664170929077e-07,0.0
1667,1.7140606944719495e-05,0.0,4.4091616960681024e-08,0.0
1668,1.7868855788297617e-05,0.0,4.4091616960681024e-08,0.0
1669,1.9098638923813788e-05,0.0,4.4091616960681024e-08,0.0
1670,1.761111928187477e-05,0.0,4.4091616960681024e-08,0.0
1671,1.818524093063648e-05,7.822038534348913e-08,4.4091616960681024e-08,0.0
1672,1.9458042385979623e-05,7.822038534348913e-08,0.0,0.0
1673,2.130764616075404e-05,7.822038534348913e-08,2.4742870355761885e-08,0.0
1674,1.9689957428324434e-05,7.822038534348913e-08,2.4742870355761885e-08,0.0
1675,1.9216454022950658e-05,7.822038534348913e-08,2.4742870355761885e-08,0.0
1676,1.8029136754194042e-05,7.822038534348913e-08,2.4742870355761885e-08,0.0
1677,1.7817845803490074e-05,7.822038534348913e-08,2.4742870355761885e-08,0.0
1678,1.660121331172247e-05,0.0,2.4742870355761885e-08,0.0
1679,1.6265145404759096e-05,0.0,7.088640886974775e-08,0.0
1680,1.400111945518542e-05,0.0,4.6143538513985864e-08,0.0
1681,1.517381841560044e-05,0.0,4.6143538513985864e-08,0.0
1682,1.7029441421202917e-05,0.0,4.6143538513985864e-08,0.0
1683,1.6185773997027093e-05,0.0,9.027799511126691e-08,0.0
1684,1.58785475962629e-05,0.0,9.027799511126691e-08,0.0
1685,1.5299949674434693e-05,0.0,9.027799511126691e-08,0.0
1686,1.4923398079450376e-05,2.762920660513503e-08,4.413445659728106e-08,0.0
1687,1.4150739454115474e-05,2.762920660513503e-08,8.533454628637368e-08,0.0
1688,1.5867324951354283e-05,2.762920660513503e-08,8.533454628637368e-08,0.0
1689,1.4632089784884425e-05,2.762920660513503e-08,8.533454628637368e-08,0.0
1690,1.4214205943322408e-05,2.762920660513503e-08,4.1200089689092627e-08,0.0
1691,2.036275795295036e-05,2.762920660513503e-08,6.566614274561289e-08,0.0
1692,2.089894847553556e-05,2.762920660513503e-08,6.566614274561289e-08,0.0
1693,2.0611057997094967e-05,0.0,6.566614274561289e-08,0.0
1694,2.0701999411747757e-05,0.0,4.8851603651201e-08,0.0
1695,1.753106757210584e-05,0.0,4.8851603651201e-08,0.0
1696,1.7102042420447106e-05,0.0,4.8851603651201e-08,0.0
1697,1.7465948401097974e-05,7.347074821544603e-09,4.8851603651201e-08,0.0
1698,1.3080872447192502e-05,7.347074821544603e-09,2.4385550594680742e-08,0.0
1699,1.1655461353906763e-05,7.347074821544603e-09,2.4385550594680742e-08,0.0
1700,2.3223433280301314e-05,7.347074821544603e-09,2.4385550594680742e-08,0.0
1701,2.196529313940638e-05,7.347074821544603e-09,1.9333518659030753e-08,0.0
1702,2.1443974154473316e-05,7.347074821544603e-09,1.9333518659030753e-08,0.0
1703,2.2810284268156727e-05,7.347074821544603e-09,1.9333518659030753e-08,0.0
1704,2.1853688784696195e-05,0.0,1.9333518659030753e-08,0.0
1705,1.997574801342645e-05,0.0,2.8491323332348528e-08,0.0
1706,2.091580647954418e-05,0.0,3.956670622885992e-08,0.0
1707,9.65512117545586e-06,0.0,3.956670622885992e-08,0.0
1708,1.0271328522191783e-05,0.0,2.023318756982917e-08,0.0
1709,9.782447900111687e-06,0.0,3.2258203727256584e-08,0.0
1710,9.243473284316548e-06,0.0,3.2258203727256584e-08,0.0
1711,9.758538843535852e-06,0.0,3.2258203727256584e-08,0.0
1712,9.341295221279974e-06,0.0,2.3100399053938806e-08,0.0
1713,1.033683578758168e-05,0.0,3.3661046521566666e-08,0.0
1714,1.1279938267502335e-05,0.0,3.3661046521566666e-08,0.0
1715,1.142115187186781e-05,0.0,3.3661046521566666e-08,0.0
1716,1.1823575407886113e-05,0.0,3.934594669122557e-08,0.0
1717,1.1872684483803044e-05,0.0,3.934594669122557e-08,0.0
1718,1.1397834441595478e-05,0.0,5.482945957575274e-08,0.0
1719,1.1165219348185929e-05,0.0,6.141433063687276e-08,0.0
1720,1.0343769970079717e-05,0.0,6.696168394374321e-08,0.0
1721,1.028753513310221e-05,0.0,7.572174201949825e-08,0.0
1722,1.1936864536567424e-05,0.0,7.572174201949825e-08,0.0
1723,1.59393123015304e-05,6.175176179924944e-09,6.418700187233689e-08,0.0
1724,1.5101476687310164e-05,6.175176179924944e-09,7.592884137303762e-08,0.0
1725,1.9894549755658124e-05,6.175176179924944e-09,6.044532848851044e-08,0.0
1726,2.0514423340500798e-05,1.2562674202497095e-08,5.386045742739043e-08,0.0
1727,2.1261904553934334e-05,1.2562674202497095e-08,2.6677073756380717e-08,0.0
1728,2.1749143213258192e-05,1.2562674202497095e-08,2.4396575680287113e-08,0.0
1729,2.031143035960018e-05,1.2562674202497095e-08,2.4396575680287113e-08,0.0
1730,1.7063860728480256e-05,6.3874980225721495e-09,1.8221399500362168e-08,0.0
1731,1.687566639572781e-05,6.3874980225721495e-09,1.3446299565852574e-08,0.0
1732,1.2423701134269192e-05,6.3874980225721495e-09,1.970482342374323e-08,0.0
1733,1.2991122405635127e-05,0.0,1.970482342374323e-08,0.0
1734,1.3854430367895734e-05,0.0,3.002828665086911e-08,0.0
1735,1.2904902307907054e-05,0.0,3.0015652693496775e-08,0.0
1736,1.3095118967092795e-05,0.0,3.5527977766085835e-08,0.0
1737,1.2467664159235678e-05,0.0,3.5527977766085835e-08,0.0
1738,1.4871262594949388e-05,0.0,3.954487074305949e-08,0.0
1739,1.5231241377478e-05,0.0,3.3286346885168834e-08,0.0
1740,1.4279251120439898e-05,0.0,3.3286346885168834e-08,0.0
1741,1.343301619272097e-05,0.0,2.296288365804295e-08,0.0
1742,1.4045857369637815e-05,0.0,2.28733298968109e-08,0.0
1743,1.3886358374293195e-05,0.0,1.7361004824221837e-08,0.0
1744,1.4920246875200454e-05,0.0,1.7361004824221837e-08,0.0
1745,1.3473302260536002e-05,0.0,1.26889483047827e-08,0.0
1746,1.7135407493437276e-05,0.0,2.264490258799664e-08,0.0
1747,1.9155807551994387e-05,4.159151753161236e-09,3.0963206094319114e-08,0.0
1748,2.06872152505509e-05,7.798883570688174e-09,3.824266972937299e-08,0.0
1749,2.1908789027033242e-05,7.798883570688174e-09,3.1865297448315944e-08,0.0
1750,2.6944907144102865e-05,1.4396346464146908e-08,3.846276034177468e-08,0.0
1751,2.83390689738943e-05,2.1534623735013677e-08,4.9170176501840094e-08,0.0
1752,3.0998780338060374e-05,2.54332138841359e-08,4.6757190627236666e-08,0.0
1753,3.392284634173848e-05,2.54332138841359e-08,4.685994119719388e-08,0.0
1754,3.622172698669601e-05,2.1274062130974665e-08,3.854163769087141e-08,0.0
1755,3.938027111871634e-05,2.1487638081550487e-08,3.1262174055817534e-08,0.0
1756,3.966987865818997e-05,2.1487638081550487e-08,3.429764459740779e-08,0.0
1757,3.823389774229976e-05,1.7935298452747313e-08,3.988067476257129e-08,0.0
1758,3.821023528871592e-05,1.3904605974549407e-08,3.53884281878436e-08,0.0
1759,3.8881952215368596e-05,1.0006015825427182e-08,4.1926222747536353e-08,0.0
1760,3.7652027458534576e-05,1.0006015825427182e-08,3.1867517894365194e-08,0.0
1761,3.9509912052640826e-05,1.0006015825427182e-08,3.464308535277334e-08,0.0
1762,3.9699624851761784e-05,6.1527080573244214e-09,4.269083144135623e-08,0.0
1763,4.175888404591076e-05,8.991382622574357e-09,4.249403546501591e-08,0.0
1764,4.3385428528251525e-05,8.756939046910312e-09,3.031354240639368e-08,0.0
1765,4.4786739246254524e-05,5.649354254241448e-09,3.588800647134706e-08,0.0
1766,4.642421325635431e-05,5.649354254241448e-09,2.545162176253208e-08,0.0
1767,4.5157878568196406e-05,5.649354254241448e-09,2.545162176253208e-08,0.0
1768,4.4650991705046703e-05,1.3695991896156556e-08,3.072269194603905e-08,0.0
1769,4.48567620229109e-05,1.3695991896156556e-08,2.5721205482958405e-08,0.0
1770,4.505089288743745e-05,1.085731733090662e-08,2.5765452501705762e-08,0.0
1771,4.4991999207663215e-05,1.3311925276379303e-08,2.839809631893786e-08,0.0
1772,4.5779976062476635e-05,1.3311925276379303e-08,2.451670790191786e-08,0.0
1773,4.680656586840216e-05,1.3311925276379303e-08,3.230228046951262e-08,0.0
1774,4.75151848929402e-05,1.865685155572854e-08,3.764720674886186e-08,0.0
1775,4.659900202698607e-05,1.638759223559256e-08,3.2489258267836315e-08,0.0
1776,4.944868019915053e-05,1.638759223559256e-08,3.2155368145936336e-08,0.0
1777,5.122223124739581e-05,1.638759223559256e-08,3.510854718058454e-08,0.0
1778,5.094043808639981e-05,1.3903448297420645e-08,3.525704705964472e-08,0.0
1779,5.20168780764964e-05,1.9026819738802e-08,2.7348801826373607e-08,0.0
1780,5.036621067639706e-05,1.9026819738802e-08,2.6610649937554498e-08,0.0
1781,5.089602668054535e-05,1.3681893459452762e-08,2.5090757408260548e-08,0.0
1782,5.6180308872301665e-05,1.006264861911989e-08,2.436020172881724e-08,0.0
1783,5.432260357857948e-05,1.223724765964107e-08,2.599703030625733e-08,0.0
1784,5.428673518638659e-05,1.223724765964107e-08,2.3489873918996248e-08,0.0
1785,5.4796453436470726e-05,9.45610396334879e-09,2.2326852620681492e-08,0.0
1786,5.999226725959618e-05,7.0129291580250146e-09,2.634714757476786e-08,0.0
1787,6.125744455078217e-05,8.302070776876138e-09,2.44562933713967e-08,0.0
1788,6.108070946148863e-05,8.302070776876138e-09,2.324436376710537e-08,0.0
1789,5.659196696277442e-05,9.634091746590911e-09,2.224961510271279e-08,0.0
1790,5.8389241270820745e-05,9.669189512554307e-09,2.0110113828155007e-08,0.0
1791,6.0159901165336904e-05,1.5099020573521623e-08,2.112503454705055e-08,0.0
1792,6.164272261750219e-05,1.7275544677326186e-08,2.4948222535467072e-08,0.0
1793,6.61255357304721e-05,1.6567392283458763e-08,2.2899971823570857e-08,0.0
1794,6.620014288013667e-05,1.8272207239330588e-08,2.5727289885781246e-08,0.0
1795,6.636275793425739e-05,2.2838567989172783e-08,3.863981147743191e-08,0.0
1796,6.827030561648176e-05,2.1244736763443532e-08,3.937274988581001e-08,0.0
1797,6.588759788428433e-05,2.130273456048469e-08,4.113151850861284e-08,0.0
1798,6.526753661871356e-05,1.7608873597347545e-08,3.9102280270851356e-08,0.0
1799,6.552913795790769e-05,1.9036967050364443e-08,3.9067896092806875e-08,0.0
1800,5.625146513921209e-05,1.9123242291284115e-08,3.915417133372655e-08,1.6466556372409157e-09
1801,5.723212390356431e-05,1.705796665823251e-08,3.3491989245452e-08,1.6466556372409157e-09
1802,5.94351466653669e-05,1.4662239866680693e-08,2.0571124359491932e-08,1.6466556372409157e-09
1803,6.372463238741537e-05,1.3818916487297526e-08,2.3588800500208762e-08,1.9976555964973386e-09
1804,6.579928854729847e-05,1.1856299434295385e-08,2.4501575879298798e-08,2.3027331470209286e-09
1805,6.5349032541105e-05,1.0639684339912897e-08,2.9457919278489238e-08,2.5624106487447715e-09
1806,6.415871757781133e-05,8.844917465111735e-09,2.6377943892644647e-08,2.820960750707765e-09
1807,6.727823295347792e-05,7.414261680795318e-09,2.8504048898980727e-08,1.3835263411112108e-09
1808,7.344167637971363e-05,7.897759811216685e-09,2.9948157477731133e-08,1.8542527196225527e-09
1809,7.198004147669832e-05,6.088975482551209e-09,2.9514494467467297e-08,2.0351775344350033e-09
1810,6.84053499883573e-05,6.125663849181657e-09,2.7433684530413823e-08,1.6841775751785804e-09
1811,6.879854377725028e-05,6.0549702394853605e-09,2.5599434952791204e-08,1.3791000246549905e-09
1812,7.033350474167881e-05,6.49044827407051e-09,2.1192964082063426e-08,1.1194225229311477e-09
1813,7.095823613261538e-05,5.456515207922865e-09,2.274560146580435e-08,1.2488312289044806e-09
1814,6.918981255564307e-05,5.037809645637635e-09,2.5456795274944203e-08,1.0396100012601194e-09
1815,6.327322418136256e-05,4.011911993094332e-09,2.6519501769176453e-08,7.62024332523481e-10
1816,6.375731131161697e-05,4.220580535856706e-09,4.4696884162119336e-08,9.614449553956612e-10
1817,6.351199512469716e-05,3.816282607387629e-09,4.768951227569167e-08,9.614449553956612e-10
1818,6.32305267832375e-05,3.939968399154939e-09,5.252005509857684e-08,1.1404798216929635e-09
1819,6.245336823797385e-05,3.135432802281457e-09,5.416447887033168e-08,1.1404798216929635e-09
1820,6.299731675036517e-05,3.243896770247342e-09,5.647556175095555e-08,8.999179496831695e-10
1821,6.293969116606084e-05,3.1634928882822474e-09,5.1251148721779116e-08,8.999179496831695e-10
1822,6.28090362754717e-05,2.9019803702924817e-09,4.8418933624410395e-08,1.2058528461470326e-09
1823,6.222521759419968e-05,2.612387734706496e-09,4.478552259204857e-08,1.1064329452636912e-09
1824,6.162662871897087e-05,2.1952374838564636e-09,6.92708288190553e-08,1.37467297862364e-09
1825,5.9526472926206354e-05,2.850102186004376e-09,6.493856525529346e-08,1.4488717210119668e-09
1826,5.892879978221442e-05,3.1737977167013908e-09,6.576206296975734e-08,1.4488717210119668e-09
1827,5.7883606392091936e-05,2.6031279512902674e-09,6.239479815357235e-08,1.6151866035128494e-09
1828,5.768507929003265e-05,2.6952323151085977e-09,7.28598171002253e-08,1.6151866035128494e-09
1829,6.670709366777114e-05,2.9921090843083267e-09,7.529079429754607e-08,1.326933832653968e-09
1830,6.632452797410744e-05,2.9970971894753363e-09,6.295973418803311e-08,1.3319219378209774e-09
1831,6.733065362953181e-05,3.007541152629959e-09,3.441360897836278e-08,1.1565765646791094e-09
1832,6.743573352910712e-05,2.079756176799817e-09,3.538125982670083e-08,1.329090266415684e-09
1833,6.668964020458848e-05,1.770719729573703e-09,3.508001305314272e-08,1.329090266415684e-09
1834,6.736653709335119e-05,1.6231282984335849e-09,3.499759314097771e-08,1.0153784479882688e-09
1835,6.626325557590462e-05,1.4024696800721666e-09,2.671540525308761e-08,1.266728658474595e-09
1836,5.6491903316262846e-05,1.130946368301165e-09,2.484020582877682e-08,1.2810893615774636e-09
1837,5.80077752861793e-05,1.309681173035569e-09,2.370873605376086e-08,1.1500585404635088e-09
1838,5.681355521249186e-05,1.1836486711404503e-09,2.6981236800338593e-08,1.438792608863894e-09
1839,5.735383716195689e-05,1.2500620855908956e-09,2.716676458395081e-08,1.0888267351231003e-09
1840,5.732884424755217e-05,1.6897932894214103e-09,2.7124264485272372e-08,1.3911705993534846e-09
1841,5.6695775648612266e-05,1.9435385681784314e-09,2.7042427471915938e-08,1.461148210360871e-09
1842,5.6774353392289155e-05,2.186800328120496e-09,2.5742639512113134e-08,1.3922443119009286e-09
1843,5.627124586940876e-05,2.36455061879732e-09,2.987916149420146e-08,1.494933423083568e-09
1844,5.5116090931863126e-05,2.033467886139054e-09,3.029967921008847e-08,1.540399165365715e-09
1845,5.480675567274115e-05,1.947555156827414e-09,3.38047418629068e-08,1.3589867247405201e-09
1846,5.451169272419065e-05,2.382976776222583e-09,3.0736805228010715e-08,1.4788667909318827e-09
1847,5.496198978757353e-05,2.2025273113282904e-09,2.8778404548290837e-08,1.2371283917924002e-09
1848,5.4959790369529014e-05,2.384226094331865e-09,2.9892704819392945e-08,1.2218384558084138e-09
1849,5.5668786704440466e-05,2.8933178154920215e-09,3.303484711178076e-08,1.0931316804122356e-09
1850,5.602030536725319e-05,3.324963709123401e-09,3.0618536912235024e-08,8.127289397030779e-10
1851,5.564390760680128e-05,3.7021125450945445e-09,3.117048194159874e-08,6.588089716620869e-10
1852,5.619885113057015e-05,4.191551042761635e-09,2.889755469835466e-08,6.102773960784244e-10
1853,5.697699244982297e-05,3.894122611671134e-09,3.0645196095032845e-08,4.628752341735114e-10
1854,5.7208759764242654e-05,4.025404803138193e-09,3.0847042000102324e-08,6.042772116021666e-10
1855,5.839655776591306e-05,4.158864839811014e-09,2.990868682875966e-08,6.545930345388687e-10
1856,5.9029778120540346e-05,3.804101795472954e-09,2.6548139940376003e-08,6.008534979086631e-10
1857,6.053856382745185e-05,3.3333886127552758e-09,2.4682559234585303e-08,6.496520424789257e-10
1858,6.244063531214903e-05,3.1106916407809747e-09,2.247368018666001e-08,8.91241025424705e-10
1859,6.692035458399914e-05,2.9200907089180615e-09,1.7849138928787463e-08,8.614150900524261e-10
1860,6.756564471288584e-05,3.1794915272038385e-09,2.0997472332291115e-08,1.2401222112704398e-09
1861,6.757962130775143e-05,3.0193778271276575e-09,2.098509391653839e-08,1.2075748020582262e-09
1862,6.780160141975753e-05,2.5629447136006026e-09,2.1883123757504563e-08,1.4368809316981208e-09
1863,6.772697140279758e-05,2.929160374571487e-09,2.15522709520347e-08,1.6755703332752399e-09
1864,6.771342876683255e-05,3.34678180407317e-09,2.15474108397221e-08,1.8147774870160204e-09
1865,6.814566014717067e-05,3.5452562790234357e-09,2.386548990175795e-08,1.8363457579947555e-09
1866,6.427321152711687e-05,3.799034610705933e-09,2.5228690501778927e-08,1.8472058406691717e-09
1867,6.462536059968573e-05,3.9414770495024445e-09,2.349878590125952e-08,1.636301657662439e-09
1868,6.611743706993625e-05,4.038998976544203e-09,2.377435772059146e-08,1.6012767223294588e-09
1869,6.765258616984024e-05,4.156266473844182e-09,2.2693487723911077e-08,1.3857247492334223e-09
1870,6.932321100196402e-05,3.730352058996443e-09,2.3307157346965013e-08,1.1892718080172164e-09
1871,7.05943675711751e-05,3.876022582259355e-09,2.4354271488391532e-08,1.034948325452843e-09
1872,7.08998174689311e-05,3.799047647896308e-09,2.431999896706267e-08,8.482176072632797e-10
1873,7.239571797461914e-05,3.725815497393878e-09,2.4081326393294537e-08,8.325250092485906e-10
1874,7.318122412211128e-05,3.868971206902724e-09,2.1271779385553406e-08,6.562034447567453e-10
1875,7.39458337193355e-05,4.138228077670598e-09,1.974210344408383e-08,5.217683467823824e-10
1876,7.470388456048178e-05,4.087357055989774e-09,1.9044780355922545e-08,4.796746611024361e-10
1877,7.503778449193175e-05,4.029078753171283e-09,2.002614214140814e-08,6.121965672496137e-10
1878,7.570455012942798e-05,3.4672643169285168e-09,1.915343731237077e-08,6.39900525424762e-10
1879,7.649766692858455e-05,3.406885345264803e-09,1.6669026032494523e-08,5.868730224012353e-10
1880,7.714644951712606e-05,3.222516349004374e-09,1.6168585708393427e-08,6.013934945275118e-10
1881,7.730823771063504e-05,2.7351828738427943e-09,1.680149441796175e-08,7.510463600241784e-10
1882,7.735034575619335e-05,2.3943218518951426e-09,1.7234166728639722e-08,8.482750930254618e-10
