ngram,metal,mtal,metl,metl
1886,4.0967320923560434e-05,3.1830464613286883e-09,1.1279384537488113e-08,1.1279384537488113e-08
1887,4.191207127795289e-05,3.5397761230119127e-09,1.0328640355692999e-08,1.0328640355692999e-08
1888,4.25940852437634e-05,2.9978509198867543e-09,9.758591204952642e-09,9.758591204952642e-09
1889,4.327244563942908e-05,3.0862507787483243e-09,8.752204358078837e-09,8.752204358078837e-09
1890,4.514164278849161e-05,3.296233984175144e-09,8.821624637127862e-09,8.821624637127862e-09
1891,4.633882157837174e-05,3.3408596841358727e-09,8.089835848831432e-09,8.089835848831432e-09
1892,4.716630012678381e-05,3.5609216210628703e-09,7.416727803339589e-09,7.416727803339589e-09
1893,4.8253298570801106e-05,3.6865647677432533e-09,7.05525669632477e-09,7.05525669632477e-09
1894,4.860225661624489e-05,3.4099170471384762e-09,6.585094184227305e-09,6.585094184227305e-09
1895,4.883996267121152e-05,3.364784926875229e-09,6.359815721676146e-09,6.359815721676146e-09
1896,4.798411880204055e-05,3.462531594777829e-09,4.99199227986326e-09,4.99199227986326e-09
1897,4.683611717025217e-05,3.544355031692703e-09,4.723633674684282e-09,4.723633674684282e-09
1898,4.588907488921125e-05,3.558265301454152e-09,5.264701500148508e-09,5.264701500148508e-09
1899,4.619577781081067e-05,3.783931390444195e-09,5.367127948423851e-09,5.367127948423851e-09
1900,4.656154435776573e-05,3.914036777225809e-09,5.549551485017901e-09,5.549551485017901e-09
1901,4.7280657392028456e-05,4.071985352080024e-09,5.974048303666482e-09,5.974048303666482e-09
1902,4.865165569104387e-05,4.486897900842937e-09,5.839649145197459e-09,5.839649145197459e-09
1903,5.0194213274932865e-05,4.533994386284641e-09,6.10989367036804e-09,6.10989367036804e-09
1904,5.2227371530274726e-05,4.475842363405036e-09,5.8491516392271996e-09,5.8491516392271996e-09
1905,5.425985052300218e-05,4.401767426744283e-09,5.413892064812639e-09,5.413892064812639e-09
1906,5.5777810692753906e-05,3.9781130453267875e-09,5.601398519620002e-09,5.601398519620002e-09
1907,5.741131722710894e-05,3.686016349289746e-09,5.355189212709531e-09,5.355189212709531e-09
1908,5.879141878852222e-05,3.566588199380557e-09,5.229314219740948e-09,5.229314219740948e-09
1909,5.940393852402589e-05,3.1500713783470603e-09,5.677468051246137e-09,5.677468051246137e-09
1910,6.183180292802197e-05,3.042409150008244e-09,5.759874450410913e-09,5.759874450410913e-09
1911,6.273716280702502e-05,3.060623468950244e-09,5.893482559114562e-09,5.893482559114562e-09
1912,6.430203679233923e-05,2.9610720542194713e-09,5.656966672873409e-09,5.656966672873409e-09
1913,6.609961876945038e-05,3.1630633033431975e-09,5.593679202371098e-09,5.593679202371098e-09
1914,6.763198637470071e-05,3.396186094255833e-09,6.133310367520803e-09,6.133310367520803e-09
1915,6.908661556995607e-05,3.4736854979757125e-09,5.999636723938043e-09,5.999636723938043e-09
1916,7.04915915516072e-05,3.6271425862821616e-09,5.839069037806764e-09,5.839069037806764e-09
1917,7.070910526506071e-05,3.6478228691651437e-09,6.0330934533884115e-09,6.0330934533884115e-09
1918,7.275794632732868e-05,3.5492755401378417e-09,5.886278258466453e-09,5.886278258466453e-09
1919,7.370295601763896e-05,3.713910353856217e-09,6.416511956684547e-09,6.416511956684547e-09
1920,7.355748052110098e-05,3.6810258016320827e-09,6.4386747362326395e-09,6.4386747362326395e-09
1921,7.314675998973794e-05,3.3786036508181336e-09,6.313970552745169e-09,6.313970552745169e-09
1922,7.262783661384933e-05,2.98980743337499e-09,6.490325990934512e-09,6.490325990934512e-09
1923,7.180741626403428e-05,2.9691130030786083e-09,6.304814448299112e-09,6.304814448299112e-09
1924,7.133175053500704e-05,2.6617188136108486e-09,5.850446984011017e-09,5.850446984011017e-09
1925,6.972880198320906e-05,2.5552537228991567e-09,5.999876341787415e-09,5.999876341787415e-09
1926,6.943915234712352e-05,2.3308683237490057e-09,5.379667758883702e-09,5.379667758883702e-09
1927,6.985599195884009e-05,2.0250773439097915e-09,5.455333201049533e-09,5.455333201049533e-09
1928,6.97593464532734e-05,1.9773582453958785e-09,5.2119346933514925e-09,5.2119346933514925e-09
1929,6.95362125822742e-05,2.086442939054832e-09,5.0010532857770934e-09,5.0010532857770934e-09
1930,7.000366063688748e-05,1.8948753518647064e-09,4.994241655152467e-09,4.994241655152467e-09
1931,7.035663916862436e-05,2.119231266663389e-09,5.120039186274588e-09,5.120039186274588e-09
1932,7.082941946074632e-05,2.2003701400612793e-09,5.0503509945493926e-09,5.0503509945493926e-09
1933,7.021164492471144e-05,2.1113644483555002e-09,5.0332887064590585e-09,5.0332887064590585e-09
1934,7.005836752276602e-05,2.1763335260922237e-09,4.9109406699951055e-09,4.9109406699951055e-09
1935,7.088193108627041e-05,2.326605479702997e-09,5.137771731865217e-09,5.137771731865217e-09
1936,7.217741326063074e-05,2.299710897903294e-09,5.125053016895111e-09,5.125053016895111e-09
1937,7.373462722171098e-05,2.291961001940227e-09,5.499161760878581e-09,5.499161760878581e-09
1938,7.531848989726444e-05,2.3725346132152936e-09,5.369219735484876e-09,5.369219735484876e-09
1939,7.925362608927702e-05,2.271829296114041e-09,5.612149158094683e-09,5.612149158094683e-09
1940,8.347578737552144e-05,2.532855798114448e-09,5.8815217458223805e-09,5.8815217458223805e-09
1941,8.70978391113957e-05,2.676919860381385e-09,6.844842534040449e-09,6.844842534040449e-09
1942,8.906197243569685e-05,2.7198912645941066e-09,7.029680964316347e-09,7.029680964316347e-09
1943,8.988526263107945e-05,2.9406152433710174e-09,7.475256033221252e-09,7.475256033221252e-09
1944,9.017341861700905e-05,2.895491021551574e-09,7.122401398821207e-09,7.122401398821207e-09
1945,9.050540601102901e-05,2.920733020518794e-09,7.3174406216886774e-09,7.3174406216886774e-09
1946,8.960611532009872e-05,3.167948379813522e-09,7.190239514898167e-09,7.190239514898167e-09
1947,8.75142338502753e-05,2.999779631045791e-09,7.722527189153133e-09,7.722527189153133e-09
1948,8.635576315490263e-05,3.1162010749596902e-09,7.476634359245996e-09,7.476634359245996e-09
1949,8.641045756771096e-05,3.1088140633223863e-09,7.128951460901232e-09,7.128951460901232e-09
1950,8.696240027867523e-05,3.0598402859080156e-09,6.825537405116425e-09,6.825537405116425e-09
1951,8.826843778868871e-05,3.3593333194557674e-09,8.25843222378759e-09,8.25843222378759e-09
1952,8.85782906802238e-05,3.319991963885676e-09,7.903096209206848e-09,7.903096209206848e-09
1953,8.85508447286806e-05,3.2106265899857688e-09,7.571734477502495e-09,7.571734477502495e-09
1954,8.926778536988422e-05,3.4290523436603895e-09,7.099535689495237e-09,7.099535689495237e-09
1955,8.9522625785321e-05,3.2613086517078014e-09,6.474813827951818e-09,6.474813827951818e-09
1956,8.918342064134777e-05,3.3819511318406673e-09,6.77704711396895e-09,6.77704711396895e-09
1957,8.975849466099004e-05,3.404982137514675e-09,6.512868466757027e-09,6.512868466757027e-09
1958,8.938250955127711e-05,3.5372649571335e-09,5.2825720940420845e-09,5.2825720940420845e-09
1959,8.998528833866917e-05,3.457644361302771e-09,5.433220286375575e-09,5.433220286375575e-09
1960,8.946116473193147e-05,3.426556023049849e-09,7.41536590861561e-09,7.41536590861561e-09
1961,8.865701965987682e-05,3.310656510840155e-09,7.2727601718725055e-09,7.2727601718725055e-09
1962,8.748301375557535e-05,3.3971774599755075e-09,7.2466172745017894e-09,7.2466172745017894e-09
1963,8.622107790350648e-05,3.202316665808423e-09,7.1072675998453045e-09,7.1072675998453045e-09
1964,8.377034100703895e-05,3.1429986232670413e-09,7.476605049358146e-09,7.476605049358146e-09
1965,8.169073719597821e-05,2.887719492099856e-09,7.356609924410609e-09,7.356609924410609e-09
1966,7.866260213112193e-05,2.885618950137265e-09,7.632336540552842e-09,7.632336540552842e-09
1967,7.637849401882184e-05,3.0936918423865987e-09,5.852021216818619e-09,5.852021216818619e-09
1968,7.407401426462457e-05,2.9977307620348323e-09,6.030233962966187e-09,6.030233962966187e-09
1969,7.209262029001755e-05,2.9617902416337725e-09,6.366809428876812e-09,6.366809428876812e-09
1970,7.040475403690445e-05,3.2236543910459302e-09,6.227371443908883e-09,6.227371443908883e-09
1971,6.925591151230037e-05,3.2039289634054414e-09,5.999273141757808e-09,5.999273141757808e-09
1972,6.826456644505794e-05,3.1807955317272476e-09,6.05818906151967e-09,6.05818906151967e-09
1973,6.853396189399064e-05,3.1477486014555976e-09,6.118771013672943e-09,6.118771013672943e-09
1974,6.853377791620525e-05,2.8836253385122745e-09,6.095368337050948e-09,6.095368337050948e-09
1975,6.881494378571265e-05,3.088919183927682e-09,5.733843558683052e-09,5.733843558683052e-09
1976,6.873662953564365e-05,3.1019132976492105e-09,5.568068228711809e-09,5.568068228711809e-09
1977,6.978637455696506e-05,2.9806311704508712e-09,6.040445159933532e-09,6.040445159933532e-09
1978,7.085549025630047e-05,3.0787601674424944e-09,6.216178238815928e-09,6.216178238815928e-09
1979,7.139623215022896e-05,3.1095378335724686e-09,6.348044122108019e-09,6.348044122108019e-09
1980,7.21682102136713e-05,3.2004762966814884e-09,6.111556974782875e-09,6.111556974782875e-09
1981,7.219234664392258e-05,3.3353345799521807e-09,6.03845024776157e-09,6.03845024776157e-09
1982,7.258591566434396e-05,3.3686986850816378e-09,6.234867225681942e-09,6.234867225681942e-09
1983,7.276555905783815e-05,3.386918174490867e-09,6.033587470913712e-09,6.033587470913712e-09
1984,7.232482935900666e-05,3.473356681636476e-09,5.5025013117366535e-09,5.5025013117366535e-09
1985,7.10812393143507e-05,3.3844126548895505e-09,5.25967935871563e-09,5.25967935871563e-09
1986,7.031045138968952e-05,3.3128893596666232e-09,5.0304792077936005e-09,5.0304792077936005e-09
1987,6.890030012332968e-05,3.2584520795860985e-09,5.339361143695344e-09,5.339361143695344e-09
1988,6.769272710828642e-05,3.1125251265251563e-09,5.592557401306359e-09,5.592557401306359e-09
1989,6.627933700136574e-05,2.825598041259322e-09,5.747910528494263e-09,5.747910528494263e-09
1990,6.482113011380923e-05,2.8008678233857965e-09,5.8849548726211e-09,5.8849548726211e-09
1991,6.339012075581454e-05,2.7167726798385925e-09,6.025952181687444e-09,6.025952181687444e-09
1992,6.25402941035905e-05,2.766877996559661e-09,6.071868024244103e-09,6.071868024244103e-09
1993,6.136997295210936e-05,2.81988013891724e-09,5.9569973081303425e-09,5.9569973081303425e-09
1994,5.974262135818468e-05,2.8411511873319537e-09,5.5774402873964846e-09,5.5774402873964846e-09
1995,5.83683473191091e-05,2.8106715685031045e-09,5.284078888731106e-09,5.284078888731106e-09
1996,5.689110704614515e-05,2.889103432681038e-09,4.9210306940494775e-09,4.9210306940494775e-09
1997,5.559457089735328e-05,2.803329727082574e-09,4.55241051205186e-09,4.55241051205186e-09
1998,5.4041735503623e-05,2.8172595050485985e-09,4.2588510495988885e-09,4.2588510495988885e-09
1999,5.253323303934719e-05,2.819418603345574e-09,4.5290259796461535e-09,4.5290259796461535e-09
2000,5.1311705777022454e-05,2.7654492346889422e-09,4.738946314729122e-09,4.738946314729122e-09
2001,5.0061944161175885e-05,2.6049913654751275e-09,4.712333126885174e-09,4.712333126885174e-09
2002,4.9031590086607526e-05,2.403000084630743e-09,4.711734938719506e-09,4.711734938719506e-09
2003,4.8468275053892285e-05,2.250691870970505e-09,4.968126925725918e-09,4.968126925725918e-09
2004,4.787946766425323e-05,2.0785349314727294e-09,4.78781230534813e-09,4.78781230534813e-09
2005,4.7100095668741104e-05,1.7339397933342176e-09,4.9428443560373125e-09,4.9428443560373125e-09
2006,4.6691936274458256e-05,1.4959266603220556e-09,4.467814594479234e-09,4.467814594479234e-09
2007,4.606858107893329e-05,1.2342579260225607e-09,3.9916079965150536e-09,3.9916079965150536e-09
2008,4.664197227352166e-05,1.0290021771172268e-09,3.717119437648567e-09,3.717119437648567e-09
2009,4.792308495130523e-05,9.521390184222663e-10,3.2315209238678986e-09,3.2315209238678986e-09
2010,4.8824537641069454e-05,8.141824436869172e-10,2.72161204684096e-09,2.72161204684096e-09
2011,4.874952303777848e-05,6.75904957003759e-10,2.587354806595142e-09,2.587354806595142e-09
2012,4.889756330937546e-05,5.841005278656957e-10,2.1548897904161937e-09,2.1548897904161937e-09
2013,4.9264663955130216e-05,4.0973042617472745e-10,1.8361759255926457e-09,1.8361759255926457e-09
2014,4.958078404472742e-05,3.131215306880922e-10,1.663451725570602e-09,1.663451725570602e-09
2015,4.9274301480701456e-05,2.5505924505389975e-10,1.4825912719729217e-09,1.4825912719729217e-09
2016,4.824532879865728e-05,2.1378525289336307e-10,1.6109347982557714e-09,1.6109347982557714e-09
2017,4.7316452158459775e-05,1.3956325158048788e-10,1.5355366422831196e-09,1.5355366422831196e-09
2018,4.739298310596496e-05,1.3497912162985237e-10,1.5501729455635882e-09,1.5501729455635882e-09
2019,4.787400303030154e-05,1.0331064389385025e-10,1.4424444139127246e-09,1.4424444139127246e-09
