ngram,son,sonn,sonn,soan
1500,6.469367235695245e-06,0.0,0.0,0.0
1501,5.1754937885561955e-06,0.0,0.0,0.0
1502,3.0845251179319653e-05,0.0,0.0,0.0
1503,2.643878672513113e-05,0.0,0.0,0.0
1504,2.5102176680645372e-05,0.0,0.0,0.0
1505,3.252758428321353e-05,0.0,0.0,0.0
1506,4.013000787901027e-05,0.0,0.0,0.0
1507,4.013000787901027e-05,0.0,0.0,0.0
1508,4.013000787901027e-05,0.0,0.0,0.0
1509,1.738800243141928e-05,0.0,0.0,0.0
1510,1.738800243141928e-05,0.0,0.0,0.0
1511,1.738800243141928e-05,0.0,0.0,0.0
1512,7.602423595796738e-06,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,7.027264551392623e-05,0.0,0.0,0.0
1515,7.027264551392623e-05,0.0,0.0,0.0
1516,7.027264551392623e-05,0.0,0.0,0.0
1517,7.611668999223704e-05,0.0,0.0,0.0
1518,7.611668999223704e-05,0.0,0.0,0.0
1519,7.611668999223704e-05,0.0,0.0,0.0
1520,0.00016340472367509,0.0,0.0,0.0
1521,0.00030477228938252665,0.0,0.0,0.0
1522,0.00036507367154367136,0.0,0.0,0.0
1523,0.0003681538964883657,0.0,0.0,0.0
1524,0.0003643745301035649,0.0,0.0,0.0
1525,0.0003643745301035649,0.0,0.0,0.0
1526,0.0003643745301035649,0.0,0.0,0.0
1527,0.0002770864964207119,0.0,0.0,0.0
1528,6.649151763277976e-05,0.0,0.0,0.0
1529,6.190135471635065e-06,0.0,0.0,0.0
1530,3.737049071008057e-05,0.0,0.0,0.0
1531,5.254035678652664e-05,0.0,0.0,0.0
1532,5.254035678652664e-05,0.0,0.0,0.0
1533,5.254035678652664e-05,0.0,0.0,0.0
1534,0.00020984107225428618,0.0,0.0,0.0
1535,0.0002728024638989674,0.0,0.0,0.0
1536,0.0002745915214420945,0.0,0.0,0.0
1537,0.00024033094125895462,0.0,0.0,0.0
1538,0.00022627283565920413,0.0,0.0,0.0
1539,0.00022627283565920413,0.0,0.0,0.0
1540,0.00022627283565920413,0.0,0.0,0.0
1541,6.897212019144458e-05,0.0,0.0,0.0
1542,2.603054508654168e-05,0.0,0.0,0.0
1543,2.4241487543414613e-05,0.0,0.0,0.0
1544,7.084163865199246e-05,0.0,0.0,0.0
1545,0.00010651361662894487,0.0,0.0,0.0
1546,0.0001515463144252343,0.0,0.0,0.0
1547,0.00015810059682865228,0.0,0.0,0.0
1548,0.00016315370989364704,0.0,0.0,0.0
1549,0.00014693929188069887,0.0,0.0,0.0
1550,0.0001496410204708809,0.0,0.0,0.0
1551,0.00010304086936230306,0.0,0.0,0.0
1552,7.64513396071769e-05,0.0,0.0,0.0
1553,3.141864181088749e-05,0.0,0.0,0.0
1554,3.4120961572625674e-05,0.0,0.0,0.0
1555,3.748163856341437e-05,0.0,0.0,0.0
1556,3.263100760315345e-05,0.0,0.0,0.0
1557,3.9274287181407476e-05,0.0,0.0,0.0
1558,4.063838449448147e-05,0.0,0.0,0.0
1559,4.557173113945672e-05,0.0,0.0,0.0
1560,8.236433209926222e-05,0.0,0.0,0.0
1561,7.310772993410605e-05,0.0,0.0,0.0
1562,6.647165446338477e-05,0.0,0.0,0.0
1563,0.00020967750125627,0.0,0.0,0.0
1564,0.0002066941398360151,0.0,0.0,0.0
1565,0.00030246290420369145,0.0,0.0,0.0
1566,0.0002947890234281658,0.0,0.0,0.0
1567,0.0002648203955167056,0.0,0.0,0.0
1568,0.0002648203955167056,0.0,0.0,0.0
1569,0.0002734405555072174,0.0,0.0,0.0
1570,0.00013023470871433216,0.0,0.0,0.0
1571,0.0001557471342883738,0.0,0.0,0.0
1572,0.0002733580830473719,0.0,0.0,0.0
1573,0.0002638397303858905,0.0,0.0,0.0
1574,0.0002597393150998479,0.0,0.0,0.0
1575,0.0002597393150998479,0.0,0.0,0.0
1576,0.0002642138949470661,0.0,0.0,0.0
1577,0.00027186832293019895,0.0,0.0,0.0
1578,0.00024866712244277423,0.0,0.0,0.0
1579,8.760395940043963e-05,0.0,0.0,0.0
1580,8.760395940043963e-05,0.0,0.0,0.0
1581,0.00024981985812441314,0.0,0.0,0.0
1582,0.00025149578362158664,0.0,0.0,0.0
1583,0.0002644994395138513,0.0,0.0,0.0
1584,0.00026493701560476827,0.0,0.0,0.0
1585,0.0002655113298065511,0.0,0.0,0.0
1586,0.0002204574085616124,0.0,0.0,0.0
1587,0.00023430059146838694,0.0,0.0,0.0
1588,7.337816987273982e-05,0.0,0.0,0.0
1589,8.645363621846107e-05,0.0,0.0,0.0
1590,6.68967467000974e-05,2.599756498966599e-07,2.599756498966599e-07,0.0
1591,6.546807916103197e-05,2.599756498966599e-07,2.599756498966599e-07,0.0
1592,6.636941335662934e-05,2.599756498966599e-07,2.599756498966599e-07,0.0
1593,6.979963083202685e-05,2.599756498966599e-07,2.599756498966599e-07,0.0
1594,6.551144854581383e-05,7.628704159807447e-07,7.628704159807447e-07,0.0
1595,6.600238443102821e-05,7.628704159807447e-07,7.628704159807447e-07,0.0
1596,5.7353120999843145e-05,7.628704159807447e-07,7.628704159807447e-07,0.0
1597,5.5692315072519705e-05,6.239568587521457e-07,6.239568587521457e-07,0.0
1598,5.8141165417120124e-05,7.566586077700777e-07,7.566586077700777e-07,0.0
1599,4.9761312376566434e-05,7.566586077700777e-07,7.566586077700777e-07,0.0
1600,5.123064108504748e-05,8.631646924836137e-07,8.631646924836137e-07,0.0
1601,4.890262360796831e-05,3.602699263995289e-07,3.602699263995289e-07,0.0
1602,6.360438458484299e-05,3.602699263995289e-07,3.602699263995289e-07,0.0
1603,5.8738586501151856e-05,3.602699263995289e-07,3.602699263995289e-07,0.0
1604,9.328559099230915e-05,2.39207833731468e-07,2.39207833731468e-07,0.0
1605,9.654146249106686e-05,1.0650608471353604e-07,1.0650608471353604e-07,0.0
1606,0.0001060640899075744,1.0650608471353604e-07,1.0650608471353604e-07,0.0
1607,9.477730873186374e-05,0.0,0.0,0.0
1608,0.00034613282007610124,0.0,0.0,0.0
1609,0.0003280551322209898,0.0,0.0,0.0
1610,0.0003294952153477685,0.0,0.0,0.0
1611,0.0002901332170170333,0.0,0.0,0.0
1612,0.0002834141736717096,2.6900072823212084e-07,2.6900072823212084e-07,0.0
1613,0.0002817115081208093,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1614,0.0002906787483100613,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1615,4.009606215861693e-05,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1616,4.4009961909198735e-05,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1617,4.627520164441583e-05,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1618,7.230081038349973e-05,4.2881120927112146e-07,4.2881120927112146e-07,0.0
1619,7.430414137031351e-05,1.598104810390006e-07,1.598104810390006e-07,0.0
1620,7.237166989528175e-05,0.0,0.0,0.0
1621,6.419804438857162e-05,0.0,0.0,0.0
1622,6.731328409971735e-05,0.0,0.0,0.0
1623,6.792503830053777e-05,0.0,0.0,0.0
1624,6.671668987629735e-05,0.0,0.0,0.0
1625,4.2170247719955766e-05,0.0,0.0,0.0
1626,4.5998992780888716e-05,0.0,0.0,0.0
1627,4.3615289281920665e-05,0.0,0.0,0.0
1628,5.302939280227292e-05,6.55116260921724e-08,6.55116260921724e-08,0.0
1629,5.9493095769929436e-05,6.55116260921724e-08,6.55116260921724e-08,0.0
1630,5.676786375780856e-05,6.55116260921724e-08,6.55116260921724e-08,0.0
1631,6.340699681978939e-05,6.55116260921724e-08,6.55116260921724e-08,0.0
1632,7.15376759866818e-05,1.5713776032758427e-07,1.5713776032758427e-07,0.0
1633,6.307262654965078e-05,1.116787326996668e-06,1.116787326996668e-06,0.0
1634,5.940460856176547e-05,1.116787326996668e-06,1.116787326996668e-06,0.0
1635,5.8070560693782424e-05,1.0512757009044954e-06,1.0512757009044954e-06,0.0
1636,4.3791897171883776e-05,1.224964518899339e-06,1.224964518899339e-06,0.0
1637,4.649276096253223e-05,1.224964518899339e-06,1.224964518899339e-06,7.316012735308114e-08
1638,4.500854772361761e-05,1.224964518899339e-06,1.224964518899339e-06,7.316012735308114e-08
1639,5.58261660574187e-05,1.2890788444305405e-06,1.2890788444305405e-06,7.316012735308114e-08
1640,5.9595455890562986e-05,3.294292777614568e-07,3.294292777614568e-07,7.316012735308114e-08
1641,6.78451641371274e-05,3.294292777614568e-07,3.294292777614568e-07,7.316012735308114e-08
1642,6.709518649066532e-05,3.294292777614568e-07,3.294292777614568e-07,7.316012735308114e-08
1643,7.165315193040962e-05,1.557404597666131e-07,1.557404597666131e-07,7.316012735308114e-08
1644,7.555261462195111e-05,1.557404597666131e-07,1.557404597666131e-07,0.0
1645,7.697892475074955e-05,1.557404597666131e-07,1.557404597666131e-07,0.0
1646,6.901289348856412e-05,1.007384103754053e-07,1.007384103754053e-07,0.0
1647,7.512921001762152e-05,1.007384103754053e-07,1.007384103754053e-07,0.0
1648,8.301871899415605e-05,1.007384103754053e-07,1.007384103754053e-07,0.0
1649,7.828793500915967e-05,1.7896618536334635e-07,1.7896618536334635e-07,0.0
1650,7.886254856462724e-05,1.7896618536334635e-07,1.7896618536334635e-07,0.0
1651,8.063877716527454e-05,1.7896618536334635e-07,1.7896618536334635e-07,0.0
1652,7.856360908980215e-05,1.7896618536334635e-07,1.7896618536334635e-07,0.0
1653,9.719796954803834e-05,4.551066581370833e-07,4.551066581370833e-07,0.0
1654,0.00010005993213521183,4.551066581370833e-07,4.551066581370833e-07,0.0
1655,9.469222745143011e-05,5.132097027983816e-07,5.132097027983816e-07,0.0
1656,0.00010632192061166279,5.709039214707445e-07,5.709039214707445e-07,4.530733122010133e-08
1657,0.00011493337089112694,5.709039214707445e-07,5.709039214707445e-07,4.530733122010133e-08
1658,0.0001091467602236662,5.709039214707445e-07,5.709039214707445e-07,4.530733122010133e-08
1659,0.0001192105223058856,5.709039214707445e-07,5.709039214707445e-07,4.530733122010133e-08
1660,0.00010864007760704095,2.74199838453829e-07,2.74199838453829e-07,4.530733122010133e-08
1661,9.972937862455313e-05,2.74199838453829e-07,2.74199838453829e-07,4.530733122010133e-08
1662,0.0001024159781601546,2.1609679379253066e-07,2.1609679379253066e-07,4.530733122010133e-08
1663,0.0001038112594479961,8.017480013222666e-08,8.017480013222666e-08,0.0
1664,0.00010323509195586666,8.017480013222666e-08,8.017480013222666e-08,0.0
1665,0.00010763329503658627,1.242664170929077e-07,1.242664170929077e-07,0.0
1666,0.00010051571734948084,1.242664170929077e-07,1.242664170929077e-07,0.0
1667,8.171670249014693e-05,7.654393284285885e-08,7.654393284285885e-08,0.0
1668,8.492703065192992e-05,7.654393284285885e-08,7.654393284285885e-08,0.0
1669,7.962951609182969e-05,7.654393284285885e-08,7.654393284285885e-08,0.0
1670,6.483705848430483e-05,7.654393284285885e-08,7.654393284285885e-08,0.0
1671,5.509606255925194e-05,7.654393284285885e-08,7.654393284285885e-08,0.0
1672,5.198981593171733e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1673,5.084986982443037e-05,3.245231588217783e-08,3.245231588217783e-08,0.0
1674,5.352597587001843e-05,0.0,0.0,0.0
1675,5.3312145869962736e-05,0.0,0.0,0.0
1676,5.011792823747133e-05,0.0,0.0,0.0
1677,5.3406871821997424e-05,0.0,0.0,0.0
1678,5.0962411218539015e-05,5.975571428150164e-08,5.975571428150164e-08,0.0
1679,5.8406397719019356e-05,5.975571428150164e-08,5.975571428150164e-08,0.0
1680,5.491369120136369e-05,9.595957197104457e-08,9.595957197104457e-08,0.0
1681,5.864745799044613e-05,9.595957197104457e-08,9.595957197104457e-08,0.0
1682,5.4725392016864915e-05,2.1692576979148726e-07,2.1692576979148726e-07,0.0
1683,5.005235769723575e-05,2.1692576979148726e-07,2.1692576979148726e-07,0.0
1684,4.7135626378544006e-05,2.1692576979148726e-07,2.1692576979148726e-07,0.0
1685,4.521721595145729e-05,1.5717005550998563e-07,1.5717005550998563e-07,0.0
1686,3.620841211418987e-05,1.5717005550998563e-07,1.5717005550998563e-07,2.762920660513503e-08
1687,3.6865529312178425e-05,1.209661978204427e-07,1.209661978204427e-07,2.762920660513503e-08
1688,3.19177923821761e-05,1.209661978204427e-07,1.209661978204427e-07,2.762920660513503e-08
1689,3.0378841074707452e-05,3.157116980543963e-08,3.157116980543963e-08,2.762920660513503e-08
1690,3.128504873270036e-05,3.157116980543963e-08,3.157116980543963e-08,2.762920660513503e-08
1691,3.2063460821518674e-05,3.157116980543963e-08,3.157116980543963e-08,2.762920660513503e-08
1692,3.5924074057090494e-05,3.157116980543963e-08,3.157116980543963e-08,2.762920660513503e-08
1693,3.8386918147028026e-05,3.157116980543963e-08,3.157116980543963e-08,0.0
1694,3.817555573602606e-05,3.157116980543963e-08,3.157116980543963e-08,0.0
1695,3.5655767143388016e-05,3.157116980543963e-08,3.157116980543963e-08,1.550680346034434e-08
1696,3.868371511219136e-05,1.5745945753613862e-08,1.5745945753613862e-08,1.550680346034434e-08
1697,5.836912246845064e-05,2.3093020575158463e-08,2.3093020575158463e-08,1.550680346034434e-08
1698,5.855995940302299e-05,2.3093020575158463e-08,2.3093020575158463e-08,1.550680346034434e-08
1699,5.6007804752360766e-05,2.3093020575158463e-08,2.3093020575158463e-08,2.8576343830926428e-08
1700,5.33515761032634e-05,2.3093020575158463e-08,2.3093020575158463e-08,4.157419652983663e-08
1701,4.905961551620359e-05,3.275977990467384e-08,3.275977990467384e-08,4.157419652983663e-08
1702,5.400228292273823e-05,3.275977990467384e-08,3.275977990467384e-08,2.6067393069492288e-08
1703,5.07153550383269e-05,2.805504400222552e-08,2.805504400222552e-08,2.6067393069492288e-08
1704,3.15953854754168e-05,2.0707969180680915e-08,2.0707969180680915e-08,2.6067393069492288e-08
1705,3.2158424541453966e-05,2.0707969180680915e-08,2.0707969180680915e-08,2.6067393069492288e-08
1706,3.332582621494241e-05,2.0707969180680915e-08,2.0707969180680915e-08,1.29978526989102e-08
1707,3.331292958007127e-05,2.0707969180680915e-08,2.0707969180680915e-08,1.2152453012147037e-08
1708,3.418485383528085e-05,1.104120985116554e-08,1.104120985116554e-08,1.2152453012147037e-08
1709,3.117934024235832e-05,1.104120985116554e-08,1.104120985116554e-08,1.2152453012147037e-08
1710,3.80675423262541e-05,0.0,0.0,2.936747632377644e-08
1711,4.304321035825913e-05,0.0,0.0,3.905980504116867e-08
1712,5.7827384028184626e-05,0.0,0.0,3.905980504116867e-08
1713,5.968379264231771e-05,0.0,0.0,3.905980504116867e-08
1714,5.893817771201222e-05,0.0,0.0,2.690735202902163e-08
1715,6.0511231432818544e-05,0.0,0.0,3.822970536962852e-08
1716,5.947998943156563e-05,0.0,0.0,3.822970536962852e-08
1717,6.010023571434431e-05,0.0,0.0,2.101468205799912e-08
1718,5.756145765190013e-05,7.741756442263587e-09,7.741756442263587e-09,1.132235334060689e-08
1719,4.0175190016660576e-05,7.741756442263587e-09,7.741756442263587e-09,1.132235334060689e-08
1720,5.072216611422066e-05,7.741756442263587e-09,7.741756442263587e-09,1.132235334060689e-08
1721,5.518457042593842e-05,7.741756442263587e-09,7.741756442263587e-09,1.132235334060689e-08
1722,5.7621389974623784e-05,9.274521011499409e-08,9.274521011499409e-08,0.0
1723,6.419481152469026e-05,9.274521011499409e-08,9.274521011499409e-08,0.0
1724,5.896799484617077e-05,9.274521011499409e-08,9.274521011499409e-08,0.0
1725,7.84852470262974e-05,8.500345367273049e-08,8.500345367273049e-08,7.352953040091441e-09
1726,8.642578333300272e-05,8.500345367273049e-08,8.500345367273049e-08,7.352953040091441e-09
1727,7.779743516169089e-05,8.500345367273049e-08,8.500345367273049e-08,7.352953040091441e-09
1728,7.598346616889882e-05,9.796257367205336e-08,9.796257367205336e-08,1.3832513039752875e-08
1729,7.611143986910715e-05,1.2959119999322866e-08,1.2959119999322866e-08,1.3832513039752875e-08
1730,7.728194084068361e-05,1.2959119999322866e-08,1.2959119999322866e-08,1.3832513039752875e-08
1731,7.832530796544493e-05,1.2959119999322866e-08,1.2959119999322866e-08,1.3832513039752875e-08
1732,6.060584512722146e-05,1.2959119999322866e-08,1.2959119999322866e-08,6.479559999661433e-09
1733,6.0997533832310834e-05,1.2959119999322866e-08,1.2959119999322866e-08,6.479559999661433e-09
1734,6.706768129203868e-05,1.2959119999322866e-08,1.2959119999322866e-08,1.1641291613224375e-08
1735,6.901361640692423e-05,0.0,0.0,5.161731613562941e-09
1736,6.865610651272749e-05,0.0,0.0,5.161731613562941e-09
1737,6.694911384589172e-05,3.460814111479392e-08,3.460814111479392e-08,5.161731613562941e-09
1738,9.153395772695408e-05,3.460814111479392e-08,3.460814111479392e-08,5.161731613562941e-09
1739,9.062431023007125e-05,1.6384480464434352e-07,1.6384480464434352e-07,5.161731613562941e-09
1740,9.299120210926048e-05,1.6384480464434352e-07,1.6384480464434352e-07,1.2649010220197202e-08
1741,8.658831835158967e-05,1.6384480464434352e-07,1.6384480464434352e-07,1.3428629383075271e-08
1742,9.497897346071633e-05,1.6384480464434352e-07,1.6384480464434352e-07,1.3428629383075271e-08
1743,0.0001113036170344068,1.73476198231778e-07,1.73476198231778e-07,1.3428629383075271e-08
1744,0.00013410597447156242,1.3886805711698408e-07,1.3886805711698408e-07,1.7892689742536405e-08
1745,0.00011991585519613832,1.3886805711698408e-07,1.3886805711698408e-07,1.7892689742536405e-08
1746,0.0001256215374659015,2.4565325012255405e-08,2.4565325012255405e-08,1.7892689742536405e-08
1747,0.0001244779429855823,2.872447676541664e-08,2.872447676541664e-08,1.4564562889063382e-08
1748,0.0001269219896390236,2.872447676541664e-08,2.872447676541664e-08,8.623212112622371e-09
1749,0.00012623454469056533,3.367975714192133e-08,3.367975714192133e-08,1.8533772865631752e-08
1750,0.00012202995588138168,3.064582644794557e-08,3.064582644794557e-08,2.5131235759090487e-08
1751,0.00011233317906901772,3.064582644794557e-08,3.064582644794557e-08,2.0667175399629352e-08
1752,0.00011445262186628367,3.064582644794557e-08,3.064582644794557e-08,2.0667175399629352e-08
1753,0.0001430467309546657,1.571189502312466e-08,1.571189502312466e-08,2.0667175399629352e-08
1754,0.00015309358734936853,1.1552743269963424e-08,1.1552743269963424e-08,1.6508023646468117e-08
1755,0.00017589107509203522,1.1552743269963424e-08,1.1552743269963424e-08,2.4214639182673636e-08
1756,0.00020003792763288532,1.2668403976639248e-08,1.2668403976639248e-08,1.733954897125451e-08
1757,0.00022006330254953355,6.070941083180514e-09,6.070941083180514e-09,1.3787209342451336e-08
1758,0.0002320156158280692,6.070941083180514e-09,6.070941083180514e-09,1.68947941351202e-08
1759,0.00024824737504656823,8.260443300806791e-08,8.260443300806791e-08,1.68947941351202e-08
1760,0.00022703506484893815,8.792716700765726e-08,8.792716700765726e-08,1.68947941351202e-08
1761,0.00023526845117365674,8.792716700765726e-08,8.792716700765726e-08,1.967036159352834e-08
1762,0.0002288038792487766,1.0402265918482304e-07,1.0402265918482304e-07,1.464632808685045e-08
1763,0.00020966410686794137,9.795171810164252e-08,9.795171810164252e-08,1.1610857545260193e-08
1764,0.00019651265548808233,1.0357307747962555e-07,1.0357307747962555e-07,1.1376413969596148e-08
1765,0.0001949017376838518,1.1831011954248944e-07,1.1831011954248944e-07,1.1216237589500061e-08
1766,0.0001821992690176038,4.51776797559335e-08,4.51776797559335e-08,1.4617289727831512e-08
1767,0.0001949805799605591,4.2799448049127675e-08,4.2799448049127675e-08,2.050629431339855e-08
1768,0.00020017663233115206,1.0985476274681463e-07,1.0985476274681463e-07,2.0412939402295445e-08
1769,0.00019218092035901333,9.985178982065333e-08,9.985178982065333e-08,1.7730357372767813e-08
1770,0.0002018871351278254,2.065198863984311e-07,2.065198863984311e-07,1.7730357372767813e-08
1771,0.00020042058479573046,2.1142910228937645e-07,2.1142910228937645e-07,1.49196776837763e-08
1772,0.00018904490986772413,2.7313843555175155e-07,2.7313843555175155e-07,1.7244432929227775e-08
1773,0.00018935013005310402,2.827133371852142e-07,2.827133371852142e-07,1.3843380790896326e-08
1774,0.00019204468532864536,2.958036142380089e-07,2.958036142380089e-07,1.0626839345003906e-08
1775,0.00018981075222005269,2.74967326114555e-07,2.74967326114555e-07,1.0833315958588433e-08
1776,0.0002171450510754117,2.74299545870755e-07,2.74299545870755e-07,1.6258054965792975e-08
1777,0.00021876963728573173,1.8222170134712152e-07,1.8222170134712152e-07,1.9176105275115722e-08
1778,0.0002285251809683229,2.0506485144876153e-07,2.0506485144876153e-07,1.9176105275115722e-08
1779,0.0002392787386530212,1.3630353328559458e-07,1.3630353328559458e-07,1.646562733778215e-08
1780,0.00024235451253064509,1.2802586013549444e-07,1.2802586013549444e-07,1.881476764862912e-08
1781,0.0002396764321019873,1.4450386791915143e-07,1.4450386791915143e-07,1.8054821383982145e-08
1782,0.00022797453025954643,1.0260110830781091e-07,1.0260110830781091e-07,1.7324265704538836e-08
1783,0.0002122733775260193,1.058747654626911e-07,1.058747654626911e-07,1.6248724778376655e-08
1784,0.00020972686512063125,1.3289631592020408e-07,1.3289631592020408e-07,1.4995146584746115e-08
