ngram,arm,am,armm,amm
1541,1.95963990076312e-06,0.000329408397257274,0.0,0.0
1542,8.301111457902672e-07,0.0002921269927875463,0.0,0.0
1543,8.301111457902672e-07,0.0002912324640159828,0.0,0.0
1544,4.725048971262627e-06,0.0003051429568066461,0.0,0.0
1545,4.725048971262627e-06,0.0003372933699990556,0.0,0.0
1546,3.89493782547236e-06,0.00038484342439915054,0.0,2.7970619547496814e-07
1547,3.89493782547236e-06,0.00019558974651902515,0.0,2.7970619547496814e-07
1548,4.786663599328936e-06,0.00014280790232338144,0.0,2.7970619547496814e-07
1549,5.999321339394166e-06,0.0002601884157879145,0.0,2.7970619547496814e-07
1550,7.620358441532257e-06,0.0003012546897350278,0.0,2.7970619547496814e-07
1551,3.725420616059897e-06,0.0003204009574671675,0.0,2.7970619547496814e-07
1552,8.052086481516848e-06,0.00030123054187112885,0.0,2.7970619547496814e-07
1553,8.052086481516848e-06,0.00025368048747103397,0.0,0.0
1554,8.052086481516848e-06,0.0002552331643528305,0.0,0.0
1555,7.160360707660272e-06,0.00024278150859962416,0.0,0.0
1556,9.070331933409242e-06,0.00012204126869619358,0.0,0.0
1557,7.44929483127115e-06,8.097499474908025e-05,0.0,0.0
1558,7.44929483127115e-06,5.473872105150284e-05,0.0,0.0
1559,1.1718745684317713e-05,0.00014147367697400374,0.0,0.0
1560,1.979516985427056e-05,0.00017333068405735373,0.0,0.0
1561,1.979516985427056e-05,0.00022980171524977777,0.0,0.0
1562,1.979516985427056e-05,0.00024812936577031257,0.0,0.0
1563,1.7581784309835973e-05,0.0002453297257878668,0.0,0.0
1564,3.666672507409073e-05,0.00026441466655212153,0.0,0.0
1565,4.2737528929137625e-05,0.00027783019361647476,0.0,0.0
1566,3.414141221063411e-05,0.0001895372628756117,0.0,0.0
1567,2.6747385358508575e-05,0.00019043532808739525,0.0,0.0
1568,2.6747385358508575e-05,0.00010619449039950268,0.0,0.0
1569,2.6747385358508575e-05,0.00015838974065575582,0.0,0.0
1570,2.5838141937128967e-05,0.00016911397376264046,0.0,0.0
1571,1.4108756204223027e-05,0.000184354955438591,0.0,0.0
1572,1.1677677905806507e-05,0.0002707109056895466,0.0,0.0
1573,1.2936087257133164e-05,0.00029452434578810686,0.0,0.0
1574,1.2253689939305851e-05,0.00030153321755018884,0.0,0.0
1575,1.2253689939305851e-05,0.0003304506483670723,0.0,0.0
1576,1.3605731250468775e-05,0.00030018814452757524,0.0,0.0
1577,1.3605731250468775e-05,0.0003110633302380198,0.0,0.0
1578,6.972915538686461e-06,0.0003135971138752731,0.0,0.0
1579,5.273454397476078e-06,0.00023869613609609326,0.0,0.0
1580,4.015045046149421e-06,0.0002589264788964231,0.0,0.0
1581,4.608352420681123e-06,0.00024348813790961036,0.0,0.0
1582,4.608352420681123e-06,0.00025604986460945966,0.0,0.0
1583,3.9772450171377775e-06,0.00023080789001791606,0.0,0.0
1584,3.9772450171377775e-06,0.0002707824169192463,0.0,0.0
1585,3.820659977853731e-06,0.0003294140665924975,0.0,0.0
1586,4.037077100552519e-06,0.000323603258168857,0.0,0.0
1587,4.383156660229101e-06,0.00035569557803682983,0.0,0.0
1588,3.7898492856973983e-06,0.0003568111964601225,0.0,0.0
1589,4.350028705500465e-06,0.00037097652966622263,0.0,0.0
1590,4.409021715088914e-06,0.00044602446307960363,0.0,0.0
1591,7.074356225140426e-06,0.00047157575941777656,0.0,0.0
1592,8.896089119454181e-06,0.00048353932964216383,0.0,0.0
1593,8.302344602790462e-06,0.000503430878909837,0.0,0.0
1594,8.291528209675952e-06,0.0004470522274329726,0.0,0.0
1595,8.291528209675952e-06,0.0005401706397866032,0.0,0.0
1596,7.941767015446593e-06,0.0005148263735463843,0.0,0.0
1597,8.009274779396947e-06,0.0004511731822276488,0.0,0.0
1598,6.051682930774405e-06,0.0003859068820020184,0.0,0.0
1599,3.7817069044519613e-06,0.00033045077205835175,0.0,0.0
1600,3.6033490167548214e-06,0.0003381451013930408,0.0,0.0
1601,5.026000605669521e-06,0.00033958471197235795,0.0,0.0
1602,7.636018608536688e-06,0.00024952647384322645,0.0,0.0
1603,7.4256003829629795e-06,0.00023900753460891013,0.0,0.0
1604,7.940328259792295e-06,0.0002579462161520496,0.0,0.0
1605,8.69426519654683e-06,0.0002867816885035219,0.0,0.0
1606,1.0177956158128967e-05,0.0002797878925256165,0.0,0.0
1607,8.793377024371044e-06,0.000254688724193589,0.0,0.0
1608,1.462321077789446e-05,0.0002877635706681758,0.0,0.0
1609,1.2390540730068875e-05,0.00027548813730910685,0.0,0.0
1610,1.2900333786092233e-05,0.00031050960595686253,0.0,0.0
1611,1.2357469456349332e-05,0.00027956292199503096,0.0,0.0
1612,1.2509794227558554e-05,0.000252790711653818,0.0,0.0
1613,1.154743404185865e-05,0.00025988390968580333,0.0,0.0
1614,1.3854702306811564e-05,0.000261181898947273,0.0,0.0
1615,6.647897050372974e-06,0.00022520154223976924,0.0,0.0
1616,6.270549095331392e-06,0.00025691204168002253,0.0,0.0
1617,6.9961693368116225e-06,0.0002635093312294755,0.0,0.0
1618,9.525093738765073e-06,0.00026904441723932644,0.0,0.0
1619,1.2750073080626731e-05,0.0003314227277379749,0.0,0.0
1620,1.2614525725699163e-05,0.000341278943648961,0.0,0.0
1621,1.084251146364425e-05,0.0003522933672814231,0.0,0.0
1622,1.0672613435807371e-05,0.00035578424077747125,0.0,0.0
1623,1.1750270199887122e-05,0.00035903647325799933,0.0,0.0
1624,1.096285346388218e-05,0.00031092699542309025,0.0,0.0
1625,7.6146308336839345e-06,0.0003041794365604541,0.0,0.0
1626,4.612621653775152e-06,0.0002674911021521049,0.0,0.0
1627,4.428469765116461e-06,0.00024691744641001733,0.0,0.0
1628,4.220773884558834e-06,0.00023866640029674663,0.0,0.0
1629,6.072962215902018e-06,0.00023723574953952005,0.0,0.0
1630,5.771546446859637e-06,0.0002139054808399773,0.0,0.0
1631,6.400469633912767e-06,0.00024561882517965775,0.0,0.0
1632,6.766974170854415e-06,0.00027660866908263415,0.0,0.0
1633,5.067092437067393e-06,0.0002542850187247885,0.0,0.0
1634,4.99438608260659e-06,0.0002306764550407284,0.0,0.0
1635,5.819303916203873e-06,0.00024294780450873077,0.0,0.0
1636,5.579802908479385e-06,0.00023896421771496534,0.0,8.684440899742185e-08
1637,6.70572525710408e-06,0.00026531744723407816,0.0,8.684440899742185e-08
1638,6.638831077257887e-06,0.00025647245222769143,0.0,8.684440899742185e-08
1639,8.452693009530776e-06,0.0002415232697135902,0.0,1.647146388807284e-07
1640,9.446488791452015e-06,0.00024761999832532765,0.0,1.647146388807284e-07
1641,9.916317529652069e-06,0.0002528407868729638,0.0,1.647146388807284e-07
1642,1.0167189429921564e-05,0.00025034956966659853,0.0,1.647146388807284e-07
1643,9.698293589670876e-06,0.0002466754522174597,0.0,7.787022988330656e-08
1644,9.262713709696463e-06,0.00023334481271116862,0.0,7.787022988330656e-08
1645,1.0364711930118834e-05,0.0002253789591902335,0.0,1.269870608666679e-07
1646,9.393206320445252e-06,0.0002244703292879941,0.0,4.9116830983361326e-08
1647,1.0031092123037005e-05,0.00022582501073234847,0.0,4.9116830983361326e-08
1648,1.0873301107494626e-05,0.00023983233924289898,0.0,4.9116830983361326e-08
1649,1.2442608619624349e-05,0.00023415632313117385,0.0,4.9116830983361326e-08
1650,1.486490366785022e-05,0.00026682896714191884,0.0,9.303696759031612e-08
1651,1.6021325271659797e-05,0.0002719150402949059,0.0,1.7903713001032884e-07
1652,1.5468100562949466e-05,0.00027673511691058854,0.0,1.299202990269675e-07
1653,1.614363411915422e-05,0.00028716365133212615,0.0,1.299202990269675e-07
1654,1.7278682727399947e-05,0.00029158891785690296,0.0,1.299202990269675e-07
1655,1.874116696853889e-05,0.00029874690101548495,0.0,1.299202990269675e-07
1656,1.7308960845444483e-05,0.0003092888489066224,0.0,1.299202990269675e-07
1657,1.5700574814608054e-05,0.0002989613172498399,0.0,1.138045949541525e-07
1658,1.629450785653067e-05,0.0002830189831521628,0.0,2.7804432534139778e-08
1659,1.7502086588397754e-05,0.00030835712095722556,0.0,2.529747271345124e-07
1660,1.7381537743079078e-05,0.00031542539363726974,0.0,2.529747271345124e-07
1661,1.6090164535853546e-05,0.00031493882748431394,0.0,2.529747271345124e-07
1662,1.4652200791585659e-05,0.0003393536774508123,0.0,2.529747271345124e-07
1663,1.5739550690341275e-05,0.0003297911898698658,0.0,2.529747271345124e-07
1664,1.600758969289018e-05,0.0003386685815972409,0.0,2.251702946003726e-07
1665,1.4907049132619119e-05,0.000350266312515097,0.0,2.251702946003726e-07
1666,1.5376491579185574e-05,0.00032299489040659476,0.0,0.0
1667,1.5462428044494508e-05,0.0003105474856316245,0.0,0.0
1668,1.7612754813204185e-05,0.0003227900742786005,0.0,0.0
1669,2.0013254470541142e-05,0.00029869873833376914,0.0,0.0
1670,2.0979828020374824e-05,0.00030118879554460624,0.0,0.0
1671,1.9951010212285576e-05,0.0002912571341896962,0.0,0.0
1672,1.9507453544065356e-05,0.0002908898563224024,0.0,0.0
1673,1.87459203776338e-05,0.00029880476566696804,0.0,7.422861309740775e-08
1674,1.9466049707261845e-05,0.00031021305975238126,0.0,7.422861309740775e-08
1675,1.8311479185026007e-05,0.00030933708019022433,0.0,7.422861309740775e-08
1676,1.699026870483067e-05,0.00031755061770257143,0.0,7.422861309740775e-08
1677,1.5746929940568017e-05,0.0003278272675483355,0.0,1.4140100899697116e-07
1678,1.609179733869886e-05,0.000335104954761586,0.0,1.4140100899697116e-07
1679,1.591862149195679e-05,0.0003368324541952461,0.0,1.4140100899697116e-07
1680,1.556226002971276e-05,0.00033673873570348533,0.0,8.527432474433486e-08
1681,1.4849543991398864e-05,0.00032754972926340997,0.0,8.527432474433486e-08
1682,1.4196958155870171e-05,0.0003266238407897098,0.0,8.527432474433486e-08
1683,1.3520325020570973e-05,0.00031131035731440145,0.0,1.2940878134161592e-07
1684,1.2484262177687405e-05,0.0002966237038240901,0.0,6.223638544205252e-08
1685,1.2166041934895994e-05,0.0002862702988620315,0.0,6.223638544205252e-08
1686,1.3014859567712328e-05,0.0002980763092637062,0.0,6.223638544205252e-08
1687,1.2503737447592097e-05,0.0003004989536878254,0.0,4.413445659728106e-08
1688,1.2137472627468274e-05,0.0003287595339185957,0.0,4.413445659728106e-08
1689,1.1570983848027286e-05,0.0003147410087486995,0.0,4.413445659728106e-08
1690,1.1454259427929564e-05,0.00031279324321076274,0.0,0.0
1691,1.231676703485261e-05,0.00032865346708734123,0.0,0.0
1692,1.2089223283900147e-05,0.0003329956338607839,0.0,0.0
1693,1.1559109874984383e-05,0.0003221926412412098,0.0,0.0
1694,1.1074041659802397e-05,0.0003302740764671138,0.0,2.4385550594680742e-08
1695,1.1071764285069158e-05,0.00029811938709047226,0.0,2.4385550594680742e-08
1696,1.111551396856417e-05,0.00030599527027724046,0.0,2.4385550594680742e-08
1697,1.1788275644773552e-05,0.0003138280756372426,0.0,3.907970023776995e-08
1698,1.0865720729010978e-05,0.00031372412922792137,0.0,4.945097081027987e-08
1699,1.0900256711465772e-05,0.00032255708356387913,0.0,6.252051118086196e-08
1700,1.0745612598839216e-05,0.0003422478371898511,0.0,7.551836387977216e-08
1701,1.0629220274235454e-05,0.0003392334911040962,0.0,6.07995726146068e-08
1702,1.0111365099874092e-05,0.0003597089422068426,0.0,6.07995726146068e-08
1703,1.0036552794190357e-05,0.00036249224129798155,0.0,6.07995726146068e-08
1704,8.637818154966226e-06,0.0003590174767720912,0.0,5.476718964051283e-08
1705,9.113719443121227e-06,0.00036039079506216306,0.0,4.43959190680029e-08
1706,1.1128275673399912e-05,0.00040089695331906635,0.0,3.1326378697420816e-08
1707,1.0631186017105523e-05,0.0004037551531967308,0.0,1.8328525998510614e-08
1708,1.1294578078897238e-05,0.00041994676160226973,0.0,8.66176666899524e-09
1709,1.1442106629796659e-05,0.0004210080826721553,0.0,8.66176666899524e-09
1710,1.2098195579060952e-05,0.00044119494019209275,0.0,2.587678998062464e-08
1711,1.206946022388625e-05,0.00046642861395542113,0.0,4.629200946380609e-08
1712,1.1729152902262285e-05,0.00046213626046665013,0.0,4.629200946380609e-08
1713,1.065822938731539e-05,0.00040617205585086983,0.0,5.711002464587571e-08
1714,1.1511203670774453e-05,0.00039191751524672976,0.0,5.711002464587571e-08
1715,1.1552144055063504e-05,0.00038463350418688994,0.0,5.711002464587571e-08
1716,1.2018855029184903e-05,0.0003812920268891113,0.0,6.596498280941887e-08
1717,1.3703137483389582e-05,0.0003771986355007227,0.0,6.403277045105174e-08
1718,1.5042656481715052e-05,0.000379402215392994,0.0,3.4955784298875055e-08
1719,1.4784736517218075e-05,0.0003832174531583275,0.0,3.4955784298875055e-08
1720,1.468355705063524e-05,0.0004043227153098477,0.0,3.319889734549568e-08
1721,1.4275797963948986e-05,0.00039461645896413496,0.0,5.071901349700576e-08
1722,1.4351195074725962e-05,0.0003908997251918273,0.0,5.071901349700576e-08
1723,1.5335030833999292e-05,0.00039902946861859946,0.0,7.273993674061785e-08
1724,1.3151287930668332e-05,0.0003832726340208735,0.0,5.745712578735558e-08
1725,1.2535389292419755e-05,0.0003676315411991839,0.0,5.745712578735558e-08
1726,1.3140190925956371e-05,0.00037496975606440434,0.0,7.661961884001098e-08
1727,1.2773652997566387e-05,0.0003689411221005555,0.0,8.12439223198323e-08
1728,1.2710417130230261e-05,0.00037290344230963716,0.0,7.66829261676451e-08
1729,1.2244343841822619e-05,0.00037923669775149653,0.0,7.66829261676451e-08
1730,1.3341561108453398e-05,0.00041162727783168,0.0,4.5807044760489846e-08
1731,1.3018176235034065e-05,0.00042045802027652305,0.0,4.5807044760489846e-08
1732,1.2913549133892438e-05,0.0004579034575726837,0.0,4.5807044760489846e-08
1733,1.2960441251509889e-05,0.00046620122572806267,0.0,2.664455170783445e-08
1734,1.3503758184794736e-05,0.0004773168059598122,0.0,2.328258322644875e-08
1735,1.3649477945624053e-05,0.0004895390926061996,0.0,1.0323463227125882e-08
1736,1.4711803227588202e-05,0.0005039899967544313,0.0,1.5835788299714944e-08
1737,1.3163730987538916e-05,0.0004717919551434794,0.0,3.6600672968591293e-08
1738,1.369684884723808e-05,0.0005135186324228666,0.0,4.2092489240173695e-08
1739,1.3614236065352867e-05,0.0005305300208939505,0.0,4.8554322213638964e-08
1740,1.4061153576351768e-05,0.0005396114096843771,0.0,5.604160082027322e-08
1741,1.367778181052667e-05,0.0005404368774699313,0.0,5.760083914602936e-08
1742,1.5497379276244567e-05,0.0005448717690472092,0.0,7.035558370814345e-08
1743,1.679524718513546e-05,0.0005391263153537043,0.0,6.484325863555438e-08
1744,1.887344569695415e-05,0.0005580254697373935,8.92812071892227e-09,4.854243432613917e-08
1745,1.9654711000579743e-05,0.0005164772072540862,8.92812071892227e-09,4.3050618054556774e-08
1746,2.1433538807156894e-05,0.00046604602331561703,8.92812071892227e-09,4.6544739364305446e-08
1747,2.2226032992226203e-05,0.0004573817173617759,8.92812071892227e-09,4.321661251083242e-08
1748,2.2383176266365418e-05,0.0004603041493932584,8.92812071892227e-09,3.1333910957950395e-08
1749,2.1535184974449555e-05,0.00048163793897921484,8.92812071892227e-09,2.3534446772341004e-08
1750,2.035643098809357e-05,0.0004835223454782473,8.92812071892227e-09,3.0131909665799735e-08
1751,2.021118650320984e-05,0.0004746913618873805,0.0,4.351354222974026e-08
1752,2.1034887010630753e-05,0.00047988568881659636,0.0,6.300649246782086e-08
1753,2.3242965003841425e-05,0.0004858310026715377,0.0,6.813859546436366e-08
1754,2.405186881203138e-05,0.00048134061840495894,0.0,6.816351242174992e-08
1755,2.6633521234284023e-05,0.0004532222602782505,0.0,7.587012795795545e-08
1756,2.828098409476557e-05,0.0004031233984278515,0.0,1.0430502303141306e-07
1757,3.247372660553083e-05,0.0003757125835233767,0.0,1.0075268340260988e-07
1758,3.300644181893274e-05,0.00035505137930158526,0.0,8.290699047920822e-08
1759,3.500308048387524e-05,0.00033752632901139023,0.0,7.037163004700428e-08
1760,3.362602495014601e-05,0.0003305676613568461,0.0,7.125177425848506e-08
1761,3.491989082249347e-05,0.0003142838811202507,0.0,7.816997538157011e-08
1762,3.57036658117847e-05,0.0003368092189443165,0.0,7.046335984536459e-08
1763,3.605704322191221e-05,0.0003867690310081733,0.0,5.978258091740177e-08
1764,3.5255047155910037e-05,0.00041465760192035565,0.0,6.516949671972075e-08
1765,3.621838238489415e-05,0.0004309114218423409,0.0,6.811690513229354e-08
1766,3.610616061320927e-05,0.00045839863014407456,0.0,6.115931532641688e-08
1767,3.776081731692622e-05,0.0004813679884786585,0.0,4.519111383517936e-08
1768,4.249683947169355e-05,0.0004970108275301754,0.0,4.213548164346191e-08
1769,4.162049767078965e-05,0.0004990878764406911,0.0,5.432052014547091e-08
1770,4.436282532489193e-05,0.00046603017420108827,0.0,3.7376966791466005e-08
1771,4.36158266633616e-05,0.0004690978634503803,0.0,3.947550299341986e-08
1772,4.2821659527752285e-05,0.0004629374182383929,0.0,4.180025823887133e-08
1773,4.343664529317591e-05,0.0004727249948440918,0.0,4.180025823887133e-08
1774,4.239036778536891e-05,0.00045481509628838727,0.0,6.317996335626828e-08
1775,3.7193105526966974e-05,0.00046960026624479463,0.0,7.535414984058012e-08
1776,4.126490862940305e-05,0.0004580804421233812,0.0,6.316911133857112e-08
1777,3.970065465961982e-05,0.00046589598475423245,0.0,6.032131847989928e-08
1778,3.9990822967541006e-05,0.0004464288691191801,0.0,5.2571886907263176e-08
1779,4.063543903092588e-05,0.00043689945180501254,0.0,4.729972324923892e-08
1780,4.090735767801691e-05,0.0004007372065513794,0.0,5.1998003870932866e-08
1781,4.2429761379025877e-05,0.0004153038316871971,0.0,3.635584912485358e-08
1782,4.5223037886898965e-05,0.0003904534304248435,0.0,1.8293158480072894e-08
1783,4.223800455552659e-05,0.00039624824837249307,0.0,2.0467757520594076e-08
1784,4.1584638633399405e-05,0.0003925608346305255,0.0,2.2543123431465314e-08
1785,4.1721479647094384e-05,0.00039834342481169315,0.0,2.2998224531128083e-08
1786,4.108269734258231e-05,0.0003969581323742334,0.0,2.701851948521445e-08
1787,4.047243419336155e-05,0.0004004980770072767,0.0,2.6187663593191246e-08
1788,3.990541206024188e-05,0.0003843842090905777,0.0,2.3063217367637534e-08
1789,3.817075620255699e-05,0.00040060478412280124,0.0,2.5558623154405983e-08
1790,3.759618994081393e-05,0.00039578478650322983,0.0,2.5593720920369378e-08
1791,3.811905532659564e-05,0.0003871183518120753,0.0,2.6030135761142707e-08
1792,3.895228188152292e-05,0.0003828697746420013,0.0,2.6058676994011876e-08
1793,4.030298545590735e-05,0.00038966296623194855,0.0,4.7674956807749625e-08
1794,4.1358318412676454e-05,0.00040476755904299874,0.0,5.278940230977826e-08
1795,4.29357798046632e-05,0.0003977340446519,0.0,5.839574741222415e-08
1796,4.523337338468991e-05,0.0003842678478187216,0.0,6.227566297565903e-08
1797,4.8353238006321977e-05,0.00038937031890132597,0.0,6.460135537622591e-08
1798,4.932584020675027e-05,0.00041159459007238705,0.0,6.206480764246538e-08
1799,4.9489631887159445e-05,0.00040974084237989573,0.0,6.120309998485546e-08
1800,4.954284772143832e-05,0.0004088626301381737,0.0,4.791644211569032e-08
1801,4.9645022954791784e-05,0.0004086648321910096,0.0,4.4042316968021366e-08
1802,4.933571576007775e-05,0.0004142052078220461,0.0,4.146651631588481e-08
1803,4.86027830837494e-05,0.00041982654615172317,3.5099995925642295e-10,3.995306079624632e-08
1804,4.701930499452699e-05,0.00041159947120052366,9.611550603036027e-10,3.9688757169642486e-08
1805,4.675547149547908e-05,0.0004177106436275478,1.4805100637512884e-09,4.354708898241759e-08
1806,4.7169144506499704e-05,0.00042520908339481266,1.7390601657142822e-09,4.6573562530381555e-08
1807,4.75022269321406e-05,0.00042264894831792584,1.7390601657142822e-09,4.008184006920601e-08
1808,4.681601421907544e-05,0.0004251812143983053,2.209786544225624e-09,3.9681358897171645e-08
1809,4.4877798895218545e-05,0.00043545395601540804,2.5716361738505255e-09,3.856083046522534e-08
1810,4.3507163354661316e-05,0.0004345282920569714,2.2206362145941026e-09,3.698927234349217e-08
1811,4.2734473806506556e-05,0.0004396445541975221,1.6104811135469227e-09,3.857778502996163e-08
1812,4.293144697190395e-05,0.00041366440460218916,1.091126110099237e-09,4.113579216940317e-08
1813,4.156119030085392e-05,0.0004081025960788663,8.325760081362432e-10,4.4241334405471985e-08
1814,4.113280738238245e-05,0.00041026783375335593,1.250492281152609e-09,4.277126107256533e-08
1815,4.149371203051747e-05,0.0003948934151724513,7.79765902641267e-10,4.3665077648873714e-08
1816,4.31635115611633e-05,0.00037429796481904177,6.080889918586812e-10,4.427662097279088e-08
1817,4.4628657113727445e-05,0.0003753574565052986,6.080889918586812e-10,4.2255131203562864e-08
1818,4.659989021352625e-05,0.0003781641342876745,6.080889918586812e-10,4.10504394920963e-08
1819,4.781014078097152e-05,0.00038055898039601743,6.080889918586812e-10,3.489706352460027e-08
1820,4.933635448521402e-05,0.0003815077112189361,7.554859277852139e-10,3.270003747145113e-08
1821,5.0236815565897685e-05,0.0003877344133798033,4.661239093119361e-10,3.1911435525801476e-08
1822,5.169175554848542e-05,0.00039308785095012614,4.661239093119361e-10,2.9429577505116607e-08
1823,5.2273869057119426e-05,0.0003964474141996886,4.1641395887026533e-10,2.794694609065118e-08
1824,5.25798111214369e-05,0.0003866066524226751,4.1641395887026533e-10,3.592019608739909e-08
1825,5.226468575918781e-05,0.00037737455152507337,4.1641395887026533e-10,3.595011145916617e-08
1826,5.1884086652924975e-05,0.00037338327300468724,5.349122018343572e-10,3.741529651181606e-08
1827,5.211418309564968e-05,0.0003701145511253604,3.875152659078245e-10,3.4005205508589956e-08
1828,5.276156350321669e-05,0.00035943538283130953,2.5896101136473655e-10,3.537050525486458e-08
1829,5.1224535647114476e-05,0.0003493819468920784,3.292352898246317e-10,3.5202802450839954e-08
1830,5.143443195265718e-05,0.0003525638645182231,1.8877252142398707e-10,3.4219297617710254e-08
1831,5.1066772617299906e-05,0.00035481941969400007,3.745618418601485e-10,2.5513041330376448e-08
1832,5.090105436725675e-05,0.00035646106282781275,4.597113007725235e-10,2.6873831160401096e-08
1833,5.098528397086609e-05,0.00036256549979693124,4.2369132012355845e-10,2.6788704080412832e-08
1834,5.082954313755701e-05,0.00036701784951479306,4.2369132012355845e-10,2.7266194889209927e-08
1835,5.0475314180533003e-05,0.000370790105080232,4.2369132012355845e-10,2.4731094632508236e-08
1836,5.191568301857582e-05,0.0003772432849343334,5.786005801462174e-10,2.4932144475948396e-08
1837,5.1773195861772236e-05,0.00037762403787512867,6.560419905733892e-10,2.3502679802334114e-08
1838,5.229023788290631e-05,0.00037166030961088836,6.2290416475668e-10,2.554093102093345e-08
1839,5.2862652020329346e-05,0.00036658438122166056,5.37754705844305e-10,2.389064273395596e-08
1840,5.273171544623827e-05,0.000364068167982623,4.5527644352917815e-10,2.3360394634559204e-08
1841,5.3228879551170394e-05,0.0003592489395357136,5.95231665543951e-10,2.4363516030031666e-08
1842,5.349897816943537e-05,0.0003515479287930897,1.0817551854280794e-09,2.7042294118270353e-08
1843,5.345367234050562e-05,0.00034836593217083385,9.221461768785641e-10,2.697172758152939e-08
1844,5.3349757633571115e-05,0.00034379355825616846,8.447047664513921e-10,2.9338939404916735e-08
1845,5.343209860646831e-05,0.0003463413491512516,7.587920371397518e-10,3.1280619745237866e-08
1846,5.286839431002071e-05,0.00034374229393766394,9.544535400125248e-10,2.9559336819521117e-08
1847,5.3190247334506626e-05,0.0003431444804716323,1.136269943215394e-09,3.173503796257851e-08
1848,5.287290748258654e-05,0.00034051225104901405,1.0510023962240211e-09,3.274052851054421e-08
1849,5.370811309798488e-05,0.00034555750815863054,6.182184129700983e-10,3.440321323060809e-08
1850,5.3677210546863664e-05,0.0003526970519617732,6.950536178353315e-10,3.692265972331045e-08
1851,5.4158330125833997e-05,0.00035448100035344917,8.343394070869132e-10,3.6427101081569294e-08
1852,5.40503128182276e-05,0.0003537551632949284,8.181622125823042e-10,3.405095786287607e-08
1853,5.47645499214663e-05,0.00035842099792457053,7.672787405432757e-10,3.5720257989575136e-08
1854,5.556376449281483e-05,0.00036054406414872834,7.369679231951563e-10,3.600273882195129e-08
1855,5.619201276983533e-05,0.00036236370215192437,8.397854951119094e-10,3.673136385527544e-08
1856,5.59505980553305e-05,0.00035909979072000297,9.35142376233346e-10,3.4234279665059016e-08
1857,5.660286426843543e-05,0.0003543371110156711,8.408668681982232e-10,3.3446252751494806e-08
1858,5.652930017926597e-05,0.0003537267995333033,8.743916225993433e-10,3.6614319956892616e-08
1859,5.707888132227319e-05,0.00035574734127814215,1.006618217352135e-09,3.603327921756058e-08
1860,5.7785518687783875e-05,0.00035287234433261413,1.2888066487042644e-09,3.626457914914941e-08
1861,5.801085873307394e-05,0.00035206752363592386,1.476221129464201e-09,3.392386866656645e-08
1862,5.881608220598926e-05,0.0003536818382729377,1.43015242505738e-09,3.17928794402178e-08
1863,5.9589182845749224e-05,0.00035756788150008233,1.567483301886544e-09,3.105138546288799e-08
