ngram,degree,degre,degee,dgree
1865,0.0001101327860461814,1.4285970958586143e-07,6.6446802028861745e-09,8.180362974309827e-10
1866,0.00010936862859775179,1.4915033627208425e-07,7.092106774868918e-09,1.1661235707219726e-09
1867,0.00010841893007247043,1.4971217256386028e-07,6.794958056539307e-09,1.3644031063694432e-09
1868,0.00010828057981728177,1.484435614429458e-07,5.953668161648043e-09,1.3527281239600342e-09
1869,0.00010802667800037722,1.69138104411104e-07,6.290828429606725e-09,1.415767507197328e-09
1870,0.00010805958299897611,1.532051783215138e-07,5.95311349422494e-09,1.3515253638463065e-09
1871,0.00010764775652205572,2.407782336685419e-07,6.100245705401416e-09,1.379063304028451e-09
1872,0.00010733682159168114,2.2914048969369105e-07,5.76118628993681e-09,1.2431088103337373e-09
1873,0.00010680761520883866,2.2065610392831202e-07,5.672261549349855e-09,8.292596331838098e-10
1874,0.0001062446109634558,2.20693279524247e-07,5.8169687796752865e-09,6.494663180272348e-10
1875,0.00010561122118295836,2.2227588760058226e-07,6.152365759705601e-09,8.052297638196291e-10
1876,0.00010510817706485145,2.0472265203709738e-07,6.390596020620722e-09,7.631360781396828e-10
1877,0.00010356224707460829,2.1307936951383715e-07,6.5041315508044104e-09,8.111850635650342e-10
1878,0.00010281271741925073,1.237642978578281e-07,5.730855345831287e-09,7.620275997512391e-10
1879,0.00010174016331023137,1.2053904591929105e-07,5.851083332128074e-09,7.909035172813463e-10
1880,0.00010100322314039139,1.1764306658993259e-07,6.0429883002350544e-09,1.1342908358612037e-09
1881,0.00010051047969942115,1.0144707220303775e-07,5.836340648863419e-09,1.086375001862245e-09
1882,9.955506331087755e-05,1.0850544843573776e-07,6.494058909670539e-09,1.0802573240693241e-09
1883,9.862531857964183e-05,9.70275237932583e-08,6.526427303350195e-09,1.2605743790076014e-09
1884,9.81441990006715e-05,8.367965266740742e-08,6.3238754233196914e-09,1.2383705529282553e-09
1885,9.782639868457668e-05,8.390297320407366e-08,6.7156270385940584e-09,1.3109162287440667e-09
1886,9.736435874531577e-05,9.26761692150129e-08,7.275201076493789e-09,1.2962658327683334e-09
1887,9.765097222823118e-05,9.819703247363318e-08,7.304434327234535e-09,1.0569240007006287e-09
1888,9.74576365219296e-05,9.713870952055004e-08,7.03672656651325e-09,1.2683839891090643e-09
1889,9.736331100741933e-05,8.491200580757712e-08,6.201374398122945e-09,1.3356354633398126e-09
1890,9.732549161916333e-05,8.43884921307238e-08,5.714289549477566e-09,1.2051328863409744e-09
1891,9.835765896631139e-05,8.494766693242387e-08,5.555150625217006e-09,1.0781833977212075e-09
1892,9.841663579988693e-05,8.620783985082068e-08,5.497164437936622e-09,9.780101668997533e-10
1893,9.901154304056295e-05,7.718003404631548e-08,5.048400554739731e-09,1.0381413010986306e-09
1894,9.858465741022624e-05,7.475024180588921e-08,4.782683201856994e-09,1.0821708271554646e-09
1895,9.866918636752027e-05,7.277090320810333e-08,4.771272202727264e-09,1.029686112168677e-09
1896,9.815307462953829e-05,7.291086794631546e-08,4.858264520838215e-09,8.64879301113294e-10
1897,9.858014631650544e-05,7.612752739305506e-08,4.960643451568103e-09,9.427451577329445e-10
1898,9.790409967536107e-05,9.006888238413272e-08,5.314374527744446e-09,1.0253691189771835e-09
1899,9.771414209223752e-05,8.94598396631149e-08,5.237028334801965e-09,1.0897093941483353e-09
1900,9.797405592897641e-05,9.169674898755278e-08,5.414460816207825e-09,1.0466834462644466e-09
1901,9.843851356501026e-05,9.486668212892774e-08,5.3442651573984026e-09,1.0214957847841178e-09
1902,9.825691813603044e-05,9.835545406693719e-08,5.121228203413304e-09,1.054792689699927e-09
1903,9.867923966209804e-05,9.855638235681649e-08,5.093883727523365e-09,1.2766734653573459e-09
1904,9.821401701109218e-05,9.493056601123889e-08,5.351837830046082e-09,1.357696479052452e-09
1905,9.808228891675494e-05,7.92353849833814e-08,5.019645905284571e-09,1.6458858878972853e-09
1906,9.836237482626789e-05,7.486923183007224e-08,5.54848199131795e-09,2.033082004336352e-09
1907,9.828346810536459e-05,7.229918961927848e-08,5.284202060045524e-09,2.2684532347787875e-09
1908,9.788528820666085e-05,6.309759216703372e-08,5.778886607339067e-09,2.3716509708496656e-09
1909,9.830861485430173e-05,5.518711430698074e-08,5.796391842695568e-09,2.368309342288504e-09
1910,9.849566933033722e-05,5.605677598298696e-08,5.915789477331909e-09,2.1459436687949155e-09
1911,9.86186319745944e-05,5.317164410355092e-08,5.562711783265886e-09,2.47560533184199e-09
1912,9.905850726811747e-05,5.053709882320488e-08,5.461494843674229e-09,2.6557512300406927e-09
1913,9.915483574981668e-05,5.123761275578025e-08,5.085473534346566e-09,2.416634218135475e-09
1914,9.894816737089838e-05,4.802929000545321e-08,5.318158421577632e-09,2.4013103489777573e-09
1915,9.91733478648322e-05,4.8243416626649246e-08,4.992342412484569e-09,2.3291572718139466e-09
1916,9.93950993038847e-05,5.0009878143392987e-08,5.74191646610497e-09,2.6655800186173704e-09
1917,0.00010020256325203394,4.706388066568122e-08,5.755345596928205e-09,3.127792183984671e-09
1918,0.00010147469999667789,4.746051983163722e-08,6.380637922782333e-09,3.0735925550727318e-09
1919,0.00010261610961086782,4.743420691154045e-08,6.743736489868622e-09,2.951612129312561e-09
1920,0.00010298852638308225,5.020392178169329e-08,6.574891932485473e-09,2.995871106747927e-09
1921,0.00010371747443319432,5.138078102666961e-08,6.67279920207875e-09,2.9565458018307058e-09
1922,0.00010389580711489543,5.604249102881502e-08,6.752549440238096e-09,2.9029491984847564e-09
1923,0.00010504117485002748,5.655250033344471e-08,5.94755920703603e-09,2.7143319814015854e-09
1924,0.00010574180799137269,5.925788672454603e-08,5.458388376210012e-09,2.3510748268863934e-09
1925,0.00010647652067876021,6.177033995413694e-08,4.8514364271921656e-09,2.020297231096281e-09
1926,0.00010637923073123343,6.390800016171333e-08,4.606065719313181e-09,1.9554037119665477e-09
1927,0.00010780680687665673,6.222149297384152e-08,4.7304507929827164e-09,1.9493811009851925e-09
1928,0.0001089028945508679,6.240249053998273e-08,4.343292265523197e-09,1.9700904717114197e-09
1929,0.00011057846963272564,6.556283338454705e-08,4.127872837195972e-09,2.0308725653553748e-09
1930,0.00011103474493471108,7.829036314482047e-08,4.026009303714773e-09,1.934844808180815e-09
1931,0.00011198068386875093,7.681681678052752e-08,4.114704925990103e-09,2.3690648173361038e-09
1932,0.00011166627726717187,7.701072084793331e-08,3.875685581990394e-09,2.5645914915527003e-09
1933,0.0001122240604932553,7.607512537382328e-08,4.020549258600324e-09,3.07842028059367e-09
1934,0.0001121055954302262,7.65686714032654e-08,3.742278645698807e-09,3.299582480258729e-09
1935,0.00011209707528385999,7.63930232088634e-08,3.663868573612815e-09,3.359203645406491e-09
1936,0.00011182693041129304,6.954320649502474e-08,3.7104181949132453e-09,3.4369962431668455e-09
1937,0.00011240775139802801,5.3899124148009444e-08,4.145249159798985e-09,3.9726493206160285e-09
1938,0.0001114932882566271,5.2991815887740556e-08,4.242442714590717e-09,3.9956245930942e-09
1939,0.00011190805110215609,5.0325462146767156e-08,4.593582213021006e-09,3.918562522084049e-09
1940,0.00011172618334447699,5.041424902937511e-08,4.517605718084334e-09,3.29876925775352e-09
1941,0.00011227259944592203,4.930830347201923e-08,5.14381248706286e-09,3.3060009967706652e-09
1942,0.00011241046636964061,4.907030413749323e-08,5.737446644766513e-09,3.445918851850495e-09
1943,0.00011287419225222297,4.864884013094135e-08,6.031816696910093e-09,3.454689011052535e-09
1944,0.00011280964203511498,5.082132556058891e-08,5.8740016025840956e-09,3.0261884744118917e-09
1945,0.00011469122338374811,5.1374845964703904e-08,5.987997462954451e-09,2.861625888631433e-09
1946,0.00011560688705815534,5.205189929873606e-08,5.69589017221769e-09,2.9102640297651305e-09
1947,0.00011681686841516889,5.323183468622769e-08,6.004042532988965e-09,3.1894753187750827e-09
1948,0.0001168379676528275,5.378507747114522e-08,5.851878283534364e-09,3.4007824810190966e-09
1949,0.00011818134537731697,5.5253095812953945e-08,5.611729430350059e-09,3.5737637928333145e-09
1950,0.0001188963745205131,5.595604639958245e-08,5.48447528661963e-09,3.801256389022813e-09
1951,0.00012027784915907043,5.6226713443915544e-08,5.787186920157085e-09,3.802459204647692e-09
1952,0.00012059106250360076,5.817147906230145e-08,5.908540323673606e-09,3.832024602396749e-09
1953,0.00012145520304329693,5.952345765487215e-08,6.129507758499488e-09,3.921236446657872e-09
1954,0.0001224134289909021,7.726776780308292e-08,6.04424256676696e-09,3.967969413360655e-09
1955,0.0001242538180252138,7.846409591901907e-08,5.874543645185375e-09,3.768956734008709e-09
1956,0.00012525989898546998,7.808655969451398e-08,6.099507058162804e-09,3.809590833268674e-09
1957,0.00012700313735487207,8.064550322777514e-08,6.260047654852283e-09,3.7016533013404083e-09
1958,0.0001277789831094976,8.432354344937007e-08,6.121991865829354e-09,3.832801758513986e-09
1959,0.00012901204588290836,8.39189076324536e-08,6.014192509086667e-09,4.071925304874721e-09
1960,0.0001301032690597432,8.854120788929062e-08,6.156361071723333e-09,4.178479149987067e-09
1961,0.00013138670432713946,7.329398497647941e-08,6.2599033893003966e-09,4.1653541568312644e-09
1962,0.00013153787585906684,7.78629503729787e-08,6.485570873999385e-09,4.0371370690905906e-09
1963,0.000132181538252293,8.505827712009964e-08,6.6088628537995325e-09,3.706807622754533e-09
1964,0.00013210409295944764,8.874127489986807e-08,6.633354183398816e-09,3.852077767874107e-09
1965,0.00013212229532655329,9.129706159326036e-08,6.918852792279852e-09,3.816314439067778e-09
1966,0.00013164008019625077,9.49847550454511e-08,7.304047779298019e-09,3.754273209770937e-09
1967,0.00013110897270962596,9.275006565953195e-08,7.776876793335369e-09,3.727412473913156e-09
1968,0.00013063591697053717,9.2871112704935e-08,8.283881834460414e-09,3.6179770925213818e-09
1969,0.00013091058021278253,9.027499763598306e-08,8.381739556386135e-09,3.676704908782215e-09
1970,0.0001298659127704533,8.573931203110468e-08,8.28440421025383e-09,3.8901841430722635e-09
1971,0.00012925449326368316,8.19465668655539e-08,8.449848693763734e-09,3.788755531530796e-09
1972,0.00012874181681711758,7.873077123576877e-08,8.425002283120518e-09,3.695340731825679e-09
1973,0.0001281775559099125,7.521998566874442e-08,8.608117647262198e-09,3.4381552208425805e-09
1974,0.00012759277888108045,7.547304850926853e-08,8.439536942311016e-09,3.3690934486685364e-09
1975,0.00012678335354264294,7.594763522839848e-08,8.041299182082184e-09,3.3928821656965216e-09
1976,0.00012527497996675914,7.587656471384565e-08,8.233828983707423e-09,3.440415698362033e-09
1977,0.00012456431847697656,7.430840400145047e-08,8.656265926276774e-09,3.5847481808356665e-09
1978,0.0001231044443557039,7.405728703296128e-08,8.865098750326134e-09,3.5544007102674057e-09
1979,0.0001219826829453398,7.061400962373097e-08,9.114129133942178e-09,3.7244847840765617e-09
1980,0.00012064440982482796,6.952644986719341e-08,9.107557121166922e-09,3.75722729119486e-09
1981,0.00011891832608463509,6.689630995180908e-08,9.50902569383873e-09,3.733277116018436e-09
1982,0.00011717391004952203,6.387170310111806e-08,9.833328690993831e-09,4.067289045244544e-09
1983,0.00011596416152315214,6.055127853090068e-08,1.0014463671024844e-08,4.2635980143249495e-09
1984,0.00011466185242170468,6.077689818084764e-08,9.96970150879406e-09,3.938828913823451e-09
1985,0.0001140141861729457,5.7379512189267446e-08,1.001132992379488e-08,3.8317133275813015e-09
1986,0.0001123427292830976,5.670979926922623e-08,1.0172260494251922e-08,3.900799588103203e-09
1987,0.00011158506718597241,5.4947182803744e-08,1.0587518798185362e-08,3.785025721419239e-09
1988,0.0001107441816462337,5.750404140160624e-08,1.0214861718387575e-08,3.713999996435291e-09
1989,0.00011001271195709705,5.559954782289164e-08,1.0752103080895786e-08,3.2282982001926743e-09
1990,0.00011008040226962683,5.454830898088403e-08,1.0752538795851966e-08,2.9304202873804896e-09
1991,0.00010944411873684398,5.1712755220835657e-08,1.0680255663990984e-08,3.184627165150492e-09
1992,0.00010855447284744255,5.047288200086898e-08,1.0435663761703445e-08,3.4493087433925697e-09
1993,0.00010847455996554345,4.8878051066887044e-08,9.929778903889591e-09,3.265551226253446e-09
1994,0.0001079490185864935,4.77128985210129e-08,9.14589147273302e-09,3.3988501854257234e-09
1995,0.00010781651092526902,4.2967129790635484e-08,8.924388720085323e-09,3.5205731663268125e-09
1996,0.0001071576209921789,4.248130685320055e-08,7.840478488674307e-09,3.3504257146432792e-09
1997,0.00010553963199656989,4.26164794881905e-08,7.556914205508747e-09,3.3000721203332463e-09
1998,0.000104537807471518,4.074019902386031e-08,7.1071167363965875e-09,2.8931730820604328e-09
1999,0.00010401779062314225,4.014935939267161e-08,6.796134956386725e-09,2.6391715003880124e-09
2000,0.00010325174974111308,3.926733072034949e-08,6.6615065210027885e-09,2.5334745571267294e-09
2001,0.00010262087328426008,3.834798992638103e-08,6.6350370911802006e-09,2.3195592272326084e-09
2002,0.00010210057787064995,3.665993629299789e-08,6.402549157513704e-09,2.0051880632111973e-09
2003,0.00010193736566829362,3.6104475092153214e-08,6.3701912950924515e-09,2.0534011951107392e-09
2004,0.00010149454569078184,3.5402394920376016e-08,6.030062290765922e-09,1.8777143490871548e-09
2005,0.00010081013481664871,3.555114856469897e-08,5.64939371473981e-09,1.829631620812019e-09
2006,9.914115798892453e-05,3.349514595843825e-08,5.441819249187217e-09,1.5363895790519523e-09
2007,9.707113661404167e-05,3.198274280334447e-08,4.872148938263519e-09,1.3758232569089606e-09
2008,9.432465282900791e-05,2.9154113916669237e-08,4.3692544820268205e-09,1.408886459878086e-09
2009,9.230996095409085e-05,2.658927579700178e-08,3.834124605108156e-09,1.4110955023508405e-09
2010,9.061070055135392e-05,2.4153339392033298e-08,3.374406658857814e-09,1.3539526246196333e-09
2011,8.786278859978276e-05,1.9897957567341758e-08,2.8206745827930035e-09,1.3668534954674222e-09
2012,8.529659576847084e-05,1.5987114362506612e-08,2.491720560041496e-09,1.370281800726149e-09
2013,8.418751011569319e-05,1.4691079590940198e-08,1.9871167409947687e-09,1.358522191566688e-09
2014,8.268412161019764e-05,1.3104701577861176e-08,1.8195883054263261e-09,1.2958837891652308e-09
2015,8.170249930117279e-05,1.6572522021363056e-08,1.451725382763312e-09,1.0921839305970999e-09
2016,8.003580192702689e-05,1.9507701105274984e-08,1.2718607833583917e-09,9.807370629896388e-10
2017,7.836280807775135e-05,1.9396531196017957e-08,1.0874119845312908e-09,9.340399009793998e-10
2018,7.811302057234571e-05,2.1228540347806303e-08,9.2143236374298e-10,8.413755692160408e-10
2019,7.821517465345096e-05,2.442376167977045e-08,9.275164386535195e-10,7.153084513600305e-10
