ngram,driver,drver,diver,driver
1798,3.2280636332870927e-06,1.5766422453314784e-09,8.786210433494748e-07,3.2280636332870927e-06
1799,3.355192412917469e-06,1.5766422453314784e-09,9.084148229833642e-07,3.355192412917469e-06
1800,3.3592175441299332e-06,1.5766422453314784e-09,9.710123143642185e-07,3.3592175441299332e-06
1801,3.198250754264466e-06,1.0429971489652905e-09,9.455012965580474e-07,3.198250754264466e-06
1802,3.266319449072138e-06,1.0429971489652905e-09,8.860359506408193e-07,3.266319449072138e-06
1803,3.193239958168955e-06,1.0429971489652905e-09,9.08913786393636e-07,3.193239958168955e-06
1804,3.0716086517453993e-06,1.3480746994888803e-09,9.635958479390995e-07,3.0716086517453993e-06
1805,3.213559044265172e-06,7.694180213592614e-10,9.438122187280637e-07,3.213559044265172e-06
1806,3.0251933692073052e-06,7.694180213592614e-10,9.793280842781575e-07,3.0251933692073052e-06
1807,3.0415892849435167e-06,7.694180213592614e-10,9.432115624414499e-07,3.0415892849435167e-06
1808,3.132516180163033e-06,5.404407397792608e-10,8.895679327127124e-07,3.132516180163033e-06
1809,2.978787863737255e-06,5.404407397792608e-10,8.642252769927186e-07,2.978787863737255e-06
1810,2.9565030672529247e-06,5.404407397792608e-10,7.923327497597452e-07,2.9565030672529247e-06
1811,2.888755651448654e-06,2.35363189255671e-10,7.12412173697885e-07,2.888755651448654e-06
1812,2.814233604502598e-06,2.35363189255671e-10,6.905439257869668e-07,2.814233604502598e-06
1813,2.8233506067668453e-06,2.35363189255671e-10,5.973600098384071e-07,2.8233506067668453e-06
1814,2.800454337505341e-06,2.35363189255671e-10,5.543712648302192e-07,2.800454337505341e-06
1815,2.83474693268155e-06,0.0,5.600223614367548e-07,2.83474693268155e-06
1816,3.1540245929915855e-06,0.0,5.92946232050703e-07,3.1540245929915855e-06
1817,3.2397157870686248e-06,0.0,5.534363286382618e-07,3.2397157870686248e-06
1818,3.2852321640218307e-06,0.0,5.626843590432275e-07,3.2852321640218307e-06
1819,3.3874599531762736e-06,0.0,5.527291762064124e-07,3.3874599531762736e-06
1820,3.7204202466715027e-06,0.0,5.846241119148285e-07,3.7204202466715027e-06
1821,3.974894525526906e-06,0.0,5.854060743461429e-07,3.974894525526906e-06
1822,4.169060827864866e-06,0.0,5.920578424983043e-07,4.169060827864866e-06
1823,4.164781200545674e-06,0.0,5.749966557492112e-07,4.164781200545674e-06
1824,4.381242791038988e-06,0.0,5.797396787394453e-07,4.381242791038988e-06
1825,4.436940181611655e-06,0.0,5.653033870852855e-07,4.436940181611655e-06
1826,4.5992293118095925e-06,0.0,6.128381357939361e-07,4.5992293118095925e-06
1827,4.496243523785129e-06,0.0,6.119741970321359e-07,4.496243523785129e-06
1828,4.412605351587574e-06,0.0,6.014460568946691e-07,4.412605351587574e-06
1829,4.8443439806890505e-06,0.0,6.63407454177494e-07,4.8443439806890505e-06
1830,4.988490055828672e-06,0.0,6.645313135322795e-07,4.988490055828672e-06
1831,4.98257112927344e-06,0.0,6.606435241402713e-07,4.98257112927344e-06
1832,5.14454794548718e-06,0.0,7.0104052188721e-07,5.14454794548718e-06
1833,5.106074955360132e-06,0.0,6.627727527432268e-07,5.106074955360132e-06
1834,5.254901225271169e-06,0.0,6.511452284030383e-07,5.254901225271169e-06
1835,5.477350116832115e-06,0.0,6.964351330550147e-07,5.477350116832115e-06
1836,5.16425857962791e-06,0.0,6.596322269355628e-07,5.16425857962791e-06
1837,5.061293969837217e-06,0.0,6.597596617601604e-07,5.061293969837217e-06
1838,5.199686841349051e-06,0.0,6.776679778600478e-07,5.199686841349051e-06
1839,5.270525434752926e-06,0.0,6.850600503379869e-07,5.270525434752926e-06
1840,5.4540895949425505e-06,0.0,6.963846560990663e-07,5.4540895949425505e-06
1841,5.366089616083107e-06,0.0,6.773165637241618e-07,5.366089616083107e-06
1842,5.3276375443342005e-06,0.0,6.410405473746193e-07,5.3276375443342005e-06
1843,5.315134006065948e-06,0.0,6.157030075623229e-07,5.315134006065948e-06
1844,5.450398410695405e-06,6.678285702221842e-11,6.041544793333742e-07,5.450398410695405e-06
1845,5.405001632295482e-06,6.678285702221842e-11,5.811629283211264e-07,5.405001632295482e-06
1846,5.352449924040619e-06,6.678285702221842e-11,5.440025583019243e-07,5.352449924040619e-06
1847,5.321762533380284e-06,1.879937872040216e-10,5.245571311921335e-07,5.321762533380284e-06
1848,5.552972652367316e-06,1.879937872040216e-10,5.40766730442296e-07,5.552972652367316e-06
1849,5.752154915431415e-06,1.879937872040216e-10,5.260089730135016e-07,5.752154915431415e-06
1850,5.891257192810631e-06,1.879937872040216e-10,5.178256076630663e-07,5.891257192810631e-06
