ngram,driver,drver,diver,driver
1851,6.00719658905291e-06,1.2121093018180318e-10,5.204286951863781e-07,6.00719658905291e-06
1852,6.140341156424256e-06,1.2121093018180318e-10,5.697267064468698e-07,6.140341156424256e-06
1853,6.372439332023662e-06,1.2121093018180318e-10,6.300346423618716e-07,6.372439332023662e-06
1854,6.617734470637515e-06,0.0,6.503628721280361e-07,6.617734470637515e-06
1855,6.746994845993218e-06,0.0,6.435226842833279e-07,6.746994845993218e-06
1856,6.67445686173908e-06,0.0,6.807569791687586e-07,6.67445686173908e-06
1857,6.68106434074746e-06,4.8134226763149204e-11,7.132372193804518e-07,6.68106434074746e-06
1858,6.7898824584387644e-06,4.8134226763149204e-11,7.244180924966972e-07,6.7898824584387644e-06
1859,7.057620743060917e-06,1.69993003800479e-10,7.023518670783753e-07,7.057620743060917e-06
1860,7.215966758979318e-06,1.69993003800479e-10,6.399869464855458e-07,7.215966758979318e-06
1861,7.356534427214813e-06,1.69993003800479e-10,6.38401745943286e-07,7.356534427214813e-06
1862,7.440815807058243e-06,1.69993003800479e-10,6.892904918588881e-07,7.440815807058243e-06
1863,7.751566304900085e-06,2.654687660173595e-10,6.980473179802564e-07,7.751566304900085e-06
1864,8.093658444912372e-06,2.173345392542103e-10,6.934010018864813e-07,8.093658444912372e-06
1865,8.280843758257106e-06,3.057876412399756e-10,7.662929907123075e-07,8.280843758257106e-06
1866,8.333597179444041e-06,8.917627826652921e-10,8.147087880518354e-07,8.333597179444041e-06
1867,8.502269598206372e-06,1.0214001549308754e-09,8.834238818573275e-07,8.502269598206372e-06
1868,8.524742692575923e-06,1.1558352529052384e-09,9.147089567055186e-07,8.524742692575923e-06
1869,8.499545791502377e-06,1.1954211390615858e-09,9.260399776524406e-07,8.499545791502377e-06
1870,8.51834270828736e-06,1.1844182975665314e-09,9.54023505528312e-07,8.51834270828736e-06
1871,8.510354616321689e-06,1.265570422269237e-09,9.835288941368553e-07,8.510354616321689e-06
1872,8.543989549382656e-06,1.2590207408371056e-09,9.122059623223322e-07,8.543989549382656e-06
1873,8.623437549561328e-06,6.682130840715164e-10,9.008161815212848e-07,8.623437549561328e-06
1874,8.946264902728476e-06,5.385757118059331e-10,8.674857911371094e-07,8.946264902728476e-06
1875,9.037490989222924e-06,4.84370674521831e-10,8.570610085761083e-07,9.037490989222924e-06
1876,9.358117235283966e-06,4.4478478836548364e-10,8.225032875738439e-07,9.358117235283966e-06
1877,9.406507810386497e-06,5.001185576780642e-10,8.29100291152177e-07,9.406507810386497e-06
1878,9.466341777754548e-06,5.641078715257208e-10,8.066962534160536e-07,9.466341777754548e-06
1879,9.690769859714368e-06,5.17118264875549e-10,8.175902540382854e-07,9.690769859714368e-06
1880,9.790149826065836e-06,4.987520515634511e-10,7.854868450911974e-07,9.790149826065836e-06
1881,9.595134802761354e-06,5.303176469390841e-10,7.830534920166039e-07,9.595134802761354e-06
1882,9.720394960563031e-06,6.769546352052608e-10,7.934152514670651e-07,9.720394960563031e-06
1883,9.796432745393499e-06,8.375677770392339e-10,8.042789220650905e-07,9.796432745393499e-06
1884,1.0040938442606212e-05,7.892938049179423e-10,7.622211423300282e-07,1.0040938442606212e-05
1885,1.0270268441152958e-05,7.312222018361427e-10,7.564489123979001e-07,1.0270268441152958e-05
1886,1.0298050256096758e-05,8.618400873913349e-10,7.421588504387598e-07,1.0298050256096758e-05
1887,1.0343589695237046e-05,7.90814007532527e-10,7.564612068173509e-07,1.0343589695237046e-05
1888,1.0376038517279085e-05,9.482683071310965e-10,7.463863361018801e-07,1.0376038517279085e-05
1889,1.0604291024459858e-05,9.569393075567083e-10,7.199953090873481e-07,1.0604291024459858e-05
1890,1.0662460226740222e-05,9.481003145271417e-10,7.119351965099798e-07,1.0662460226740222e-05
1891,1.0672883945517242e-05,9.845928536763741e-10,7.229367530011846e-07,1.0672883945517242e-05
1892,1.0692460818972904e-05,9.874093467468877e-10,7.493832916744785e-07,1.0692460818972904e-05
1893,1.0811671277874016e-05,8.680009944932771e-10,7.505732842868643e-07,1.0811671277874016e-05
1894,1.1004926818714011e-05,9.066423445336369e-10,7.425139106739412e-07,1.1004926818714011e-05
1895,1.1171650190330443e-05,7.387936572035767e-10,7.993830390010512e-07,1.1171650190330443e-05
1896,1.1219922531121743e-05,7.939619874251593e-10,8.26580097574541e-07,1.1219922531121743e-05
1897,1.1458547305664979e-05,8.279553986856314e-10,8.225467403073188e-07,1.1458547305664979e-05
1898,1.1639584174970099e-05,7.540446481498922e-10,8.23650704465503e-07,1.1639584174970099e-05
1899,1.1828989564881859e-05,8.462973853452991e-10,7.88240242854954e-07,1.1828989564881859e-05
1900,1.199523285322357e-05,9.989506840771663e-10,7.908600342229224e-07,1.199523285322357e-05
1901,1.2229023793354696e-05,1.1897256671896832e-09,7.870305661786656e-07,1.2229023793354696e-05
1902,1.2617120514083321e-05,1.3579556526873863e-09,7.284373607165305e-07,1.2617120514083321e-05
1903,1.2852289078832005e-05,1.4816670430255791e-09,6.987485952387422e-07,1.2852289078832005e-05
1904,1.3062470835783252e-05,1.58126680003891e-09,6.889692453374405e-07,1.3062470835783252e-05
1905,1.3332354033731722e-05,1.6948677858000645e-09,7.149848865343042e-07,1.3332354033731722e-05
1906,1.346961432448422e-05,1.807513456369187e-09,7.186356713516164e-07,1.346961432448422e-05
1907,1.367121902668649e-05,2.0189416963642006e-09,7.342351052232386e-07,1.367121902668649e-05
1908,1.3676057148716478e-05,2.173625026001348e-09,7.40824443060514e-07,1.3676057148716478e-05
1909,1.3750092486069271e-05,2.163376953769257e-09,7.442882942346582e-07,1.3750092486069271e-05
1910,1.3958193189215048e-05,1.969341420097034e-09,7.682351354430596e-07,1.3958193189215048e-05
1911,1.398468378153796e-05,1.9914885930814664e-09,7.812373285430243e-07,1.398468378153796e-05
1912,1.414216071030491e-05,1.9823282856482447e-09,7.859965843895875e-07,1.414216071030491e-05
1913,1.431435599183065e-05,1.8162248213319084e-09,7.993497693600407e-07,1.431435599183065e-05
1914,1.4455190596761116e-05,1.6106507873457433e-09,7.682055525037867e-07,1.4455190596761116e-05
1915,1.464290146811566e-05,1.5655077868968549e-09,7.646852476942254e-07,1.464290146811566e-05
1916,1.4689249577973637e-05,1.8228586735296354e-09,7.595607891224583e-07,1.4689249577973637e-05
1917,1.4718582731023031e-05,1.965585535604727e-09,7.340223565474194e-07,1.4718582731023031e-05
1918,1.4991382938335715e-05,1.9025351135785027e-09,7.163585727149828e-07,1.4991382938335715e-05
1919,1.5320261809392832e-05,2.099123589235522e-09,6.800403623076688e-07,1.5320261809392832e-05
1920,1.5540051598301424e-05,2.341668795377164e-09,6.728548263319161e-07,1.5540051598301424e-05
1921,1.570121873685691e-05,2.5024888510622692e-09,6.803542029436877e-07,1.570121873685691e-05
1922,1.578078951882032e-05,2.377411188549315e-09,6.705861324007856e-07,1.578078951882032e-05
1923,1.5819272318497368e-05,2.161888176413892e-09,6.865113196649222e-07,1.5819272318497368e-05
1924,1.5978462995138087e-05,2.1162589617215335e-09,6.840839026673555e-07,1.5978462995138087e-05
1925,1.6115219036042356e-05,2.239877696018157e-09,7.051499031669144e-07,1.6115219036042356e-05
1926,1.6106766971850967e-05,2.1598095851465312e-09,7.187218459746094e-07,1.6106766971850967e-05
1927,1.6252299376771718e-05,2.266089046568506e-09,7.273138343017698e-07,1.6252299376771718e-05
1928,1.6531132002585635e-05,2.402446828776915e-09,7.293764789600183e-07,1.6531132002585635e-05
1929,1.6872787195357626e-05,2.287362846750288e-09,7.335078099198913e-07,1.6872787195357626e-05
1930,1.7234681373728173e-05,2.2569736000756434e-09,7.326943805959932e-07,1.7234681373728173e-05
1931,1.7362775646948387e-05,2.096891779260598e-09,7.417395733812424e-07,1.7362775646948387e-05
1932,1.8133680246787014e-05,2.0361711761118784e-09,7.414040672821492e-07,1.8133680246787014e-05
1933,1.9008254769557554e-05,2.015934379746247e-09,7.263171661569296e-07,1.9008254769557554e-05
1934,1.9610379240475595e-05,1.8305107984950553e-09,7.117738099233455e-07,1.9610379240475595e-05
1935,2.0474296304330763e-05,1.6175924488770477e-09,7.286597159301371e-07,2.0474296304330763e-05
1936,2.0954735841119794e-05,1.8470998223004846e-09,7.46072471104396e-07,2.0954735841119794e-05
1937,2.2197288801960114e-05,1.880932235362057e-09,7.614028975565037e-07,2.2197288801960114e-05
1938,2.3005382900009863e-05,1.9193044296729666e-09,7.988707011463703e-07,2.3005382900009863e-05
1939,2.3149429710299175e-05,2.3089749477480025e-09,7.851152434211275e-07,2.3149429710299175e-05
1940,2.2924654071435464e-05,2.389448607230195e-09,9.275924526264134e-07,2.2924654071435464e-05
1941,2.3211278468287283e-05,2.7868304806690146e-09,9.809332855833678e-07,2.3211278468287283e-05
1942,2.3363529700353475e-05,2.8715608303895935e-09,9.592592635142085e-07,2.3363529700353475e-05
1943,2.3714785908980828e-05,3.094864237900603e-09,9.457259336288968e-07,2.3714785908980828e-05
1944,2.2938986148801632e-05,3.3636944658204423e-09,9.37854451876774e-07,2.2938986148801632e-05
1945,2.2691370239564484e-05,3.5808514566225215e-09,9.289418910287038e-07,2.2691370239564484e-05
1946,2.260641537889439e-05,3.330617559527127e-09,9.71895035815708e-07,2.260641537889439e-05
1947,2.2379228799504096e-05,3.3926725555894724e-09,8.778551188827675e-07,2.2379228799504096e-05
1948,2.2297694678335184e-05,3.1136083235492963e-09,8.791477057457087e-07,2.2297694678335184e-05
1949,2.195728640279932e-05,3.1481355300400082e-09,9.183014445365448e-07,2.195728640279932e-05
1950,2.200066020512687e-05,2.9918951443314815e-09,9.649651734175028e-07,2.200066020512687e-05
1951,2.2818654282933233e-05,2.978564601312834e-09,1.0324653203497292e-06,2.2818654282933233e-05
1952,2.30827242506036e-05,3.3968866449843713e-09,1.0559789741039692e-06,2.30827242506036e-05
1953,2.3085883835197558e-05,3.4521433965397007e-09,1.1528045596216025e-06,2.3085883835197558e-05
1954,2.4202680963623736e-05,3.7079939753579895e-09,1.152581100021572e-06,2.4202680963623736e-05
1955,2.445087894947002e-05,3.949835347683006e-09,1.1482184813108428e-06,2.445087894947002e-05
1956,2.4706468788541054e-05,3.959195606282963e-09,1.1601825592931294e-06,2.4706468788541054e-05
1957,2.4750412973974433e-05,3.7655832896277275e-09,1.1880472844235816e-06,2.4750412973974433e-05
1958,2.4310130486680593e-05,3.630811857518219e-09,1.1755962857153333e-06,2.4310130486680593e-05
1959,2.4215769371949136e-05,3.1157928459535356e-09,1.2260247298659773e-06,2.4215769371949136e-05
1960,2.406268530259175e-05,2.952548824478437e-09,1.1646252947424988e-06,2.406268530259175e-05
1961,2.3218169319859173e-05,2.5807200662189953e-09,1.1499729453134933e-06,2.3218169319859173e-05
1962,2.2858077759987543e-05,2.2753384097486317e-09,1.1591721594023902e-06,2.2858077759987543e-05
1963,2.2527936900067808e-05,2.0559073808458704e-09,1.1942438667184824e-06,2.2527936900067808e-05
1964,2.206041842457905e-05,2.2312192569730526e-09,1.185364210089444e-06,2.206041842457905e-05
1965,2.1678750791969443e-05,2.1945947123061924e-09,1.1873161156472634e-06,2.1678750791969443e-05
1966,2.1388532591767478e-05,2.1157773628337803e-09,1.1871521305043383e-06,2.1388532591767478e-05
1967,2.133233413457804e-05,1.9980827785965563e-09,1.2419405948094209e-06,2.133233413457804e-05
1968,2.1323212682286146e-05,1.9735332574504535e-09,1.3467310801778304e-06,2.1323212682286146e-05
1969,2.134001910495239e-05,1.940864532582306e-09,1.4099602075085777e-06,2.134001910495239e-05
1970,2.1123773746824425e-05,1.9269470939521837e-09,1.5306216190375771e-06,2.1123773746824425e-05
1971,2.1148375578507383e-05,1.665462561512803e-09,1.5992433028649039e-06,2.1148375578507383e-05
1972,2.1121868225496394e-05,1.5917117148132677e-09,1.6981572831095297e-06,2.1121868225496394e-05
1973,2.1070270252364154e-05,1.5028725248405245e-09,1.7620457453761316e-06,2.1070270252364154e-05
1974,2.1055148993452478e-05,1.5343281565906507e-09,1.7749141047066326e-06,2.1055148993452478e-05
1975,2.0890052837785333e-05,1.4802259576792868e-09,1.7523220614228713e-06,2.0890052837785333e-05
1976,2.053291557656069e-05,1.3589093184052103e-09,1.7733598107432563e-06,2.053291557656069e-05
1977,2.0487213987507857e-05,1.343304261476013e-09,1.6811175100883702e-06,2.0487213987507857e-05
1978,2.0377367296272757e-05,1.4040880680354917e-09,1.658414817029552e-06,2.0377367296272757e-05
1979,2.027410820509041e-05,1.315609668825094e-09,1.5731979731624181e-06,2.027410820509041e-05
1980,2.0141914969177117e-05,1.3707934470070476e-09,1.5242353258924725e-06,2.0141914969177117e-05
1981,1.9862794943037443e-05,1.3776340068716308e-09,1.4960783931071222e-06,1.9862794943037443e-05
1982,1.9915843170435566e-05,1.389829854378125e-09,1.5109313673227526e-06,1.9915843170435566e-05
1983,2.0107426930085887e-05,1.48565323535418e-09,1.4650438678082928e-06,2.0107426930085887e-05
1984,2.0255927406001968e-05,1.508214029856601e-09,1.4578788523067487e-06,2.0255927406001968e-05
1985,2.0398069994241397e-05,1.5140039856729815e-09,1.4467869959844393e-06,2.0398069994241397e-05
1986,2.0606857755670456e-05,1.6025962303243902e-09,1.469209158650691e-06,2.0606857755670456e-05
1987,2.0894248466772425e-05,1.566025404591593e-09,1.4449925629378413e-06,2.0894248466772425e-05
1988,2.124577518510965e-05,1.4313776196063698e-09,1.4425119648616861e-06,2.124577518510965e-05
1989,2.1441210005182904e-05,1.3760925415035835e-09,1.423138558363592e-06,2.1441210005182904e-05
1990,2.1601581725657786e-05,1.2538313720611427e-09,1.4297567401756948e-06,2.1601581725657786e-05
1991,2.1799369278596714e-05,1.3057788818469719e-09,1.403056785420631e-06,2.1799369278596714e-05
1992,2.2039502644994563e-05,1.3313975160451313e-09,1.4051192920305766e-06,2.2039502644994563e-05
1993,2.2364737950348562e-05,1.489429579670798e-09,1.3909939785402718e-06,2.2364737950348562e-05
1994,2.278006935999396e-05,1.6799150324788214e-09,1.398812790804576e-06,2.278006935999396e-05
1995,2.3170420848016094e-05,1.925603295863506e-09,1.3706208262322304e-06,2.3170420848016094e-05
1996,2.3531551310692782e-05,2.0936610699097612e-09,1.3331209467131494e-06,2.3531551310692782e-05
1997,2.4152669928818276e-05,2.1745830533096264e-09,1.3107527040899316e-06,2.4152669928818276e-05
1998,2.4863855547404716e-05,2.2088539251642813e-09,1.3123498904730826e-06,2.4863855547404716e-05
1999,2.5563158487784676e-05,2.1903768957339966e-09,1.2782308950980742e-06,2.5563158487784676e-05
2000,2.6072571147649016e-05,1.9947662727964096e-09,1.263992300794468e-06,2.6072571147649016e-05
2001,2.653896990523208e-05,1.8044282258853984e-09,1.241498255564823e-06,2.653896990523208e-05
2002,2.697049473811473e-05,1.6057683119693626e-09,1.2087451263401557e-06,2.697049473811473e-05
2003,2.717993629630655e-05,1.4895458834627918e-09,1.1753216183153979e-06,2.717993629630655e-05
2004,2.7449755829625895e-05,1.3935837246086586e-09,1.1550934167254517e-06,2.7449755829625895e-05
2005,2.7502053853822872e-05,1.2752449096709029e-09,1.1412155994808667e-06,2.7502053853822872e-05
2006,2.7815304357708165e-05,1.1355137148021705e-09,1.1195204966237985e-06,2.7815304357708165e-05
2007,2.848848323213003e-05,9.650372108570083e-10,1.0777513840106882e-06,2.848848323213003e-05
2008,2.943823736651601e-05,8.400317485263947e-10,1.0545150124536512e-06,2.943823736651601e-05
2009,2.9974133212817833e-05,6.848327430935314e-10,1.060641255077956e-06,2.9974133212817833e-05
2010,3.0302653093323378e-05,4.815369110400258e-10,1.0622945865179645e-06,3.0302653093323378e-05
2011,3.1116711917482985e-05,3.347829206317472e-10,1.0552394737065437e-06,3.1116711917482985e-05
2012,3.183138271976661e-05,1.7578792885616527e-10,1.0479812674800217e-06,3.183138271976661e-05
2013,3.2042170589972686e-05,1.0394037069530856e-10,1.0392174902205755e-06,3.2042170589972686e-05
2014,3.1996051932635184e-05,8.749606545240977e-11,1.0381783113189158e-06,3.1996051932635184e-05
2015,3.131784225323437e-05,5.059810011452472e-11,1.0111915409132571e-06,3.131784225323437e-05
2016,3.125764149964587e-05,4.026186923538384e-11,9.903827244020898e-07,3.125764149964587e-05
2017,3.166504878511963e-05,3.74197565294887e-11,9.825571775460655e-07,3.166504878511963e-05
2018,3.120080436929129e-05,3.8404351920817706e-11,9.68547965385369e-07,3.120080436929129e-05
2019,3.076398115808843e-05,4.800543990102213e-11,9.410328232206666e-07,3.076398115808843e-05
