x_sums,y_sums,x_ture,y_ture
400,2.628822536479955e-07,400,4.677916305289338e-05
401,2.5486697653929825e-07,401,4.6116128422519455e-05
402,2.507609258969472e-07,402,4.6497167204506695e-05
403,2.442067791160899e-07,403,4.618179809767753e-05
404,2.440412494150327e-07,404,4.5799124304072135e-05
405,2.446787992374918e-07,405,4.641204889464591e-05
406,2.434021188570311e-07,406,4.5900061498590126e-05
407,2.480798161341724e-07,407,4.599984666648587e-05
408,2.5085466908476264e-07,408,4.59181896336044e-05
409,2.395952030714458e-07,409,4.620478752518206e-05
410,2.388914175971028e-07,410,4.633419770730792e-05
411,2.369597442361537e-07,411,4.684482857036138e-05
412,2.403741302511468e-07,412,4.730434271290765e-05
413,2.327682406821907e-07,413,4.762321519332805e-05
414,2.2379393229549077e-07,414,4.765138094496381e-05
415,2.2429179458161038e-07,415,4.724691721743771e-05
416,2.450285321626516e-07,416,4.799747174339635e-05
417,2.386153235001132e-07,417,4.729400201800412e-05
418,2.390218984642851e-07,418,4.688126188869189e-05
419,2.495283440914764e-07,419,4.646667106758936e-05
420,2.374387594059455e-07,420,4.770084602309258e-05
421,2.3744501232575435e-07,421,4.759221077880024e-05
422,2.516271747394455e-07,422,4.748497615634863e-05
423,2.643838245473619e-07,423,4.753646239156037e-05
424,2.633138446331681e-07,424,4.772229814469549e-05
425,2.627349187735361e-07,425,4.686475689855537e-05
426,2.6739542971895454e-07,426,4.762296261365658e-05
427,2.777701590070865e-07,427,4.702960930964244e-05
428,2.734159924924761e-07,428,4.7537292890150896e-05
429,2.9891342271421664e-07,429,4.811171363274168e-05
430,3.0156018794976925e-07,430,4.860420605317424e-05
431,2.894088413997663e-07,431,4.846378266977679e-05
432,3.071312172206067e-07,432,4.857514899673073e-05
433,3.134264667446565e-07,433,4.838598397327587e-05
434,3.161751952275781e-07,434,4.9444351524081344e-05
435,2.964895492927968e-07,435,4.978868050134874e-05
436,3.043505216737685e-07,436,4.9350925629758944e-05
437,3.092969415823583e-07,437,4.945219448667818e-05
438,3.159470379289684e-07,438,4.910704644446794e-05
439,3.0311802236480746e-07,439,5.102211746686537e-05
440,3.107568602445099e-07,440,5.344255363784864e-05
441,3.012366081578399e-07,441,5.379658146661573e-05
442,3.168299177141216e-07,442,5.3469947618266034e-05
443,2.981540571259497e-07,443,5.271821646601893e-05
444,3.013702191927744e-07,444,5.225040097554613e-05
445,3.002500739463748e-07,445,5.124996459926479e-05
446,3.046204223470081e-07,446,5.271320489035653e-05
447,3.088457784120432e-07,447,5.160998158057087e-05
448,3.006551849546061e-07,448,5.136172486735242e-05
449,2.8654028714452426e-07,449,5.269869663087385e-05
450,2.877294646628861e-07,450,5.155624759416761e-05
451,2.897947769015768e-07,451,5.1389154188135376e-05
452,2.981371150234669e-07,452,5.1484342943045446e-05
453,3.01016297122552e-07,453,5.1409580399714673e-05
454,3.02533368797185e-07,454,5.0531405057492e-05
455,3.2251256171630545e-07,455,5.0126995379936746e-05
456,3.239470721037665e-07,456,4.949074354954064e-05
457,3.333722864905044e-07,457,5.008499907229894e-05
458,3.328865388093389e-07,458,5.072967022507717e-05
459,3.290897559480152e-07,459,4.785538996137413e-05
460,3.238509612691977e-07,460,4.81781924983287e-05
461,3.406950680620976e-07,461,4.842876400549098e-05
462,3.278245450179439e-07,462,4.96573858462008e-05
463,3.168153538045195e-07,463,4.869460514912914e-05
464,3.685796905203828e-07,464,5.080786026415548e-05
465,3.647471548506073e-07,465,5.121416013155665e-05
466,3.576605786675957e-07,466,5.2109510371727606e-05
467,3.519476351604434e-07,467,5.269265758605408e-05
468,3.46009233675607e-07,468,4.96863982074761e-05
469,3.4887689113432305e-07,469,5.037511592880557e-05
470,3.534764440435037e-07,470,5.166543685066115e-05
471,4.020723812999037e-07,471,5.248532969354918e-05
472,4.038656785853738e-07,472,5.330254446432393e-05
473,3.84305301892001e-07,473,5.357973973981903e-05
474,3.559641210691888e-07,474,5.361174096053999e-05
475,3.590599478545913e-07,475,5.2496527392317406e-05
476,3.6469658499575597e-07,476,5.1899611467628605e-05
477,4.867606965116726e-07,477,5.190578979506556e-05
478,4.357301354015623e-07,478,5.281305857351981e-05
479,3.977062915185213e-07,479,5.340545352997391e-05
480,4.998713760854097e-07,480,5.347068041114004e-05
481,3.690719382768278e-07,481,5.389873954949768e-05
482,5.104611910151341e-07,482,5.363541536748276e-05
483,4.952909202929742e-07,483,5.321384690302823e-05
484,4.873734070606364e-07,484,5.377317782923845e-05
485,4.053350873992453e-07,485,5.28380941042477e-05
486,4.570728081576548e-07,486,5.367317810721163e-05
487,4.514753483762592e-07,487,5.3606998075598055e-05
488,4.269516337933916e-07,488,5.3771419126340856e-05
489,4.340921209393985e-07,489,5.399863169129405e-05
490,4.932002354455075e-07,490,5.442885386790814e-05
491,5.533927662375513e-07,491,5.857179400793809e-05
492,5.251776741801598e-07,492,5.891686201461458e-05
493,5.195889611084699e-07,493,5.92381324427801e-05
494,5.170662648522142e-07,494,5.984168300139052e-05
495,5.115514561789983e-07,495,6.183443110785447e-05
496,5.181958009200674e-07,496,6.157481662480027e-05
497,6.121583411824608e-07,497,6.132874269886608e-05
498,6.493384612861673e-07,498,6.313427833707205e-05
499,7.911533919419915e-07,499,6.275565153503391e-05
500,7.811038967377369e-07,500,6.465487240348011e-05
501,9.278890122445458e-07,501,6.746477031681155e-05
502,9.03260631401892e-07,502,6.259915764011177e-05
503,9.967932244376546e-07,503,6.183888191506932e-05
504,9.954934178419651e-07,504,6.247382978991871e-05
505,9.924619952766153e-07,505,6.327865308516525e-05
506,1.0616850314448811e-06,506,6.472203988648419e-05
507,1.0580741714886051e-06,507,6.653314007313124e-05
508,1.0721084946644209e-06,508,6.36687213305517e-05
509,1.1225592651621854e-06,509,6.398027159905593e-05
510,1.174156905001508e-06,510,6.473654606712184e-05
511,1.1521278119993754e-06,511,6.559367258367794e-05
512,1.1558421707108526e-06,512,6.689613240139027e-05
513,1.2165974946853898e-06,513,6.087497396427872e-05
514,1.4664044686228474e-06,514,6.059212267116111e-05
515,1.4791231994374215e-06,515,6.131221692027924e-05
516,1.99080641876567e-06,516,6.802923702967487e-05
517,1.928824990789472e-06,517,6.775966591833691e-05
518,1.917245782119779e-06,518,6.707001011818647e-05
