ngram,Platform,Platorm
1839,2.9744543691582035e-07,7.506117949418467e-11
1840,3.146296571847935e-07,7.506117949418467e-11
1841,3.4427681734021984e-07,7.506117949418467e-11
1842,3.6335232981140765e-07,7.506117949418467e-11
1843,3.798846129094662e-07,0.0
1844,3.892642317688504e-07,0.0
1845,3.9372418265364626e-07,6.673876530781188e-11
1846,4.1830213198019397e-07,6.673876530781188e-11
1847,4.375955110650206e-07,6.673876530781188e-11
1848,4.254822353492013e-07,6.673876530781188e-11
1849,4.480106708472574e-07,6.673876530781188e-11
1850,4.4270991647213774e-07,6.673876530781188e-11
1851,4.3065560362265387e-07,1.1316736040331169e-10
1852,4.462668000217361e-07,4.642859509549981e-11
1853,4.7133914904406993e-07,4.642859509549981e-11
1854,4.80132907146721e-07,4.642859509549981e-11
1855,4.97309116553879e-07,9.893034407555084e-11
1856,5.095000403798622e-07,9.893034407555084e-11
1857,6.167472983114359e-07,9.893034407555084e-11
1858,6.727434822551004e-07,5.250174898005103e-11
1859,6.825089339404908e-07,5.250174898005103e-11
1860,6.858360360898327e-07,5.250174898005103e-11
1861,7.331512392738659e-07,1.089884293925536e-10
1862,7.684449932250053e-07,5.648668041250257e-11
1863,7.690913110179411e-07,5.648668041250257e-11
1864,6.609960548433134e-07,5.648668041250257e-11
1865,6.548759837901994e-07,1.0071323140538522e-10
1866,6.500817854820135e-07,1.0071323140538522e-10
1867,6.284240612330905e-07,1.0071323140538522e-10
1868,5.868038215339766e-07,4.422655099288266e-11
1869,5.77399735643017e-07,4.422655099288266e-11
1870,5.640501155669751e-07,4.422655099288266e-11
1871,6.04217502443914e-07,4.422655099288266e-11
1872,5.744568219207784e-07,4.0951710276816906e-11
1873,6.092191467489881e-07,7.996046285414188e-11
1874,6.241919144096235e-07,1.1970117754143772e-10
1875,6.261809143584937e-07,1.1970117754143772e-10
1876,6.273755356492725e-07,1.580331619534446e-10
1877,6.719379013832492e-07,1.580331619534446e-10
1878,6.643575310200893e-07,1.580331619534446e-10
1879,6.719540043117636e-07,1.1708145167662768e-10
1880,6.661234205499309e-07,1.1095938255513614e-10
1881,7.242355520377584e-07,1.0278426324347326e-10
1882,7.440706732657938e-07,1.3519384223226183e-10
1883,7.434564801250027e-07,1.2898448579054137e-10
1884,7.071902002410622e-07,1.2898448579054137e-10
1885,7.307402987472804e-07,1.2898448579054137e-10
1886,7.352153943429585e-07,1.8416171762173202e-10
1887,7.33049051047731e-07,1.512750341658986e-10
1888,7.69063173525605e-07,1.4671228121265756e-10
1889,1.0033555538159687e-06,1.4047359704021696e-10
1890,1.0183200385784273e-06,1.5894234936134462e-10
1891,1.0314024702243581e-06,1.5894234936134462e-10
1892,1.0004836294033988e-06,1.814139314961137e-10
1893,1.0547727892376964e-06,1.2623669966492302e-10
1894,1.047426670603662e-06,1.7042024537593037e-10
1895,9.66336585861427e-07,1.8575981824182312e-10
1896,7.299923449214216e-07,2.1773020093223446e-10
1897,7.41076153839718e-07,2.414458414947061e-10
1898,7.473356861607629e-07,2.775221778574176e-10
1899,7.599681047005496e-07,2.9147840886954516e-10
1900,7.525385155661622e-07,2.9147840886954516e-10
1901,7.880566629734988e-07,2.6443155006930906e-10
1902,8.064216184980719e-07,2.393074250666467e-10
1903,8.155977947613533e-07,2.1304443725040604e-10
1904,8.187799299516232e-07,1.545911563443398e-10
1905,8.708094339583892e-07,1.33761682286071e-10
1906,8.844561908257933e-07,1.59393813624144e-10
1907,8.739794290184883e-07,1.59393813624144e-10
1908,8.611946619956663e-07,1.8343048905197382e-10
1909,8.980710910171703e-07,1.7999320783834705e-10
1910,9.159879498708636e-07,1.481149181478284e-10
1911,9.175409770380481e-07,1.322611782000089e-10
1912,8.774381886464003e-07,1.4584253150389566e-10
1913,9.114232771675493e-07,8.378258701892603e-11
1914,9.091696305014401e-07,9.83990765852332e-11
1915,9.307268474653288e-07,5.7225714246632113e-11
1916,9.026476683564917e-07,4.3444705174636564e-11
1917,9.416641546522442e-07,8.534190913479987e-11
1918,9.505183210681675e-07,8.534190913479987e-11
1919,9.67084344795564e-07,7.071944022448865e-11
1920,9.445472284953991e-07,7.071944022448865e-11
1921,9.994956095787139e-07,1.1232616721677604e-10
1922,9.769221459724316e-07,1.3647746325919285e-10
1923,9.730332278325347e-07,1.3647746325919285e-10
1924,9.286568781265357e-07,1.1900178957326346e-10
1925,9.266739035800648e-07,1.420069647190785e-10
1926,9.086628876632728e-07,1.2780121802106033e-10
1927,9.185499883252695e-07,1.2780121802106033e-10
1928,8.805670047097789e-07,1.6281594723237854e-10
1929,8.87648111204596e-07,1.3866465118996174e-10
1930,8.653285427888997e-07,1.3866465118996174e-10
1931,8.651883506770121e-07,1.142431209157278e-10
1932,9.276010928260803e-07,9.123794576991275e-11
1933,9.65510244960959e-07,9.123794576991275e-11
1934,9.639402865754424e-07,9.123794576991275e-11
1935,9.643554059428944e-07,0.0
1936,9.627496930469143e-07,2.093743234343748e-11
1937,1.0040861054351678e-06,2.093743234343748e-11
1938,9.939223803355292e-07,2.093743234343748e-11
1939,9.205254432994739e-07,2.093743234343748e-11
1940,8.953934086873363e-07,2.093743234343748e-11
1941,9.019367439577763e-07,2.093743234343748e-11
1942,8.910064285113808e-07,2.093743234343748e-11
1943,9.013051648513024e-07,4.2906650454810347e-11
1944,9.233279294156611e-07,4.2906650454810347e-11
1945,9.699714951239002e-07,4.2906650454810347e-11
1946,9.933060109038446e-07,7.600285876842503e-11
1947,1.0511619734643318e-06,7.600285876842503e-11
1948,1.0532362872644235e-06,7.600285876842503e-11
1949,1.1007779871111519e-06,1.1001518347113809e-10
1950,1.1458456745978246e-06,6.710853301632775e-11
1951,1.1446259122749325e-06,1.0020672981868119e-10
1952,1.1456434419544946e-06,1.315746281768274e-10
1953,1.1784506049090332e-06,9.847841986321271e-11
1954,1.143128006983066e-06,1.129943757608284e-10
1955,1.1855367055042215e-06,1.2748862778958322e-10
1956,1.171795263741972e-06,9.347630308687016e-11
1957,1.2182321142972796e-06,9.347630308687016e-11
1958,1.2098257359736766e-06,6.037810628451673e-11
1959,1.2268357880072602e-06,4.030414692466979e-11
1960,1.201755805725822e-06,5.089200786980084e-11
1961,1.2501562391012807e-06,8.139832756239227e-11
1962,1.2297611289925823e-06,9.75093438532986e-11
1963,1.2720383730473778e-06,1.866440514047036e-10
1964,1.227896210106597e-06,2.0463067153451775e-10
1965,1.276139382103533e-06,2.4870608152292664e-10
1966,1.2996613512379035e-06,2.549982853840481e-10
1967,1.3599791697872985e-06,2.797891402688586e-10
1968,1.3393808200947075e-06,2.524799476631502e-10
1969,1.394673534248016e-06,2.3982845074956213e-10
1970,1.4071406764872206e-06,1.6823276105526475e-10
1971,1.4559015133792336e-06,1.681479419987245e-10
1972,1.4535692116623977e-06,1.762452029557033e-10
1973,1.5103029876887116e-06,1.9167544733950896e-10
1974,1.5144933221173623e-06,1.6444423451912804e-10
1975,1.5875117144657582e-06,1.6295015188373873e-10
1976,1.5978876847709346e-06,2.4143355618304925e-10
1977,1.6540510776914225e-06,2.560001818664924e-10
1978,1.6993708576202543e-06,2.952178803995929e-10
1979,1.7489092150364222e-06,2.9181141481379337e-10
1980,1.743995929765723e-06,3.2932647333378766e-10
1981,1.8261965319002878e-06,3.593279622262001e-10
1982,1.879869760809275e-06,3.5052045690589905e-10
1983,1.923018235824462e-06,3.2810833712680424e-10
1984,1.8940148720503203e-06,3.6950862508655646e-10
1985,1.910935273891872e-06,3.268572753726115e-10
1986,1.9318949528366957e-06,3.5408517784496496e-10
1987,1.999439307707819e-06,3.370534724338776e-10
1988,1.969306319032122e-06,3.474243511928218e-10
1989,1.9631725243535973e-06,3.7992492584499564e-10
1990,1.9640099416002547e-06,3.857894172771508e-10
1991,2.0085069861254723e-06,3.4512982848606503e-10
1992,2.0355430478957715e-06,3.751981007628556e-10
1993,2.1110840212453956e-06,3.636175864375955e-10
1994,2.1344384159809645e-06,3.4263349498900707e-10
1995,2.183178919170002e-06,3.4521067552148056e-10
1996,2.2198748865775997e-06,3.3050676283087807e-10
1997,2.2828247827939256e-06,3.023899365033651e-10
1998,2.340762161371198e-06,3.0421031963331503e-10
1999,2.372047544797949e-06,2.922133626340592e-10
2000,2.3800749399275186e-06,2.6414677389841046e-10
2001,2.3754430133392035e-06,2.5698477473008145e-10
2002,2.4218657342446803e-06,2.542047088700221e-10
2003,2.4244429174099684e-06,2.4962910112018884e-10
2004,2.395438741586986e-06,2.4327529475025907e-10
2005,2.3555710738167235e-06,2.881060647988828e-10
2006,2.3398825500667693e-06,2.7615288825507834e-10
2007,2.3046995595775243e-06,2.559073667259984e-10
2008,2.308012426510686e-06,2.5171803530454895e-10
2009,2.2622270664994304e-06,2.1999576664345965e-10
2010,2.2441147718512056e-06,2.116449059658925e-10
2011,2.246780338412334e-06,2.1264996311451005e-10
2012,2.2966278590631972e-06,1.5985175484876735e-10
2013,2.3309154845005e-06,1.4461648892294399e-10
2014,2.372381394317407e-06,1.752767549156875e-10
2015,2.4333635662644937e-06,2.464338490215656e-10
2016,2.58131691615355e-06,3.362333908320446e-10
2017,2.6448666024710596e-06,3.779436526472428e-10
2018,2.735692351052421e-06,3.8853882264322515e-10
2019,2.799628589400527e-06,4.3894977496544696e-10
