ngram,Relationship,Relatonship,Rlationship
1583,1.4418678152391555e-06,0.0,0.0
1584,1.4418678152391555e-06,0.0,0.0
1585,1.4418678152391555e-06,0.0,0.0
1586,1.4418678152391555e-06,0.0,0.0
1587,1.4418678152391555e-06,0.0,0.0
1588,1.4418678152391555e-06,0.0,0.0
1589,1.4418678152391555e-06,0.0,0.0
1590,0.0,0.0,0.0
1591,0.0,0.0,0.0
1592,0.0,0.0,0.0
1593,0.0,0.0,0.0
1594,0.0,0.0,0.0
1595,0.0,0.0,0.0
1596,0.0,0.0,0.0
1597,1.2106209266806089e-07,0.0,0.0
1598,1.2106209266806089e-07,0.0,0.0
1599,1.2106209266806089e-07,0.0,0.0
1600,1.2106209266806089e-07,0.0,0.0
1601,1.2106209266806089e-07,0.0,0.0
1602,1.2106209266806089e-07,0.0,0.0
1603,1.2106209266806089e-07,0.0,0.0
1604,0.0,0.0,0.0
1605,0.0,0.0,0.0
1606,0.0,0.0,0.0
1607,0.0,0.0,0.0
1608,0.0,0.0,0.0
1609,0.0,0.0,0.0
1610,0.0,0.0,0.0
1611,0.0,0.0,0.0
1612,0.0,0.0,0.0
1613,0.0,0.0,0.0
1614,0.0,0.0,0.0
1615,0.0,0.0,0.0
1616,0.0,0.0,0.0
1617,0.0,0.0,0.0
1618,0.0,0.0,0.0
1619,0.0,0.0,0.0
1620,0.0,0.0,0.0
1621,0.0,0.0,0.0
1622,2.1104522472471997e-07,0.0,0.0
1623,2.1104522472471997e-07,0.0,0.0
1624,3.603774173045947e-07,0.0,0.0
1625,3.603774173045947e-07,0.0,0.0
1626,3.603774173045947e-07,0.0,0.0
1627,3.603774173045947e-07,0.0,0.0
1628,3.603774173045947e-07,0.0,0.0
1629,1.493321925798747e-07,0.0,0.0
1630,3.2183018967251495e-07,0.0,0.0
1631,1.7249799709264023e-07,0.0,0.0
1632,1.7249799709264023e-07,0.0,0.0
1633,1.7249799709264023e-07,0.0,0.0
1634,5.427524781355584e-07,0.0,0.0
1635,5.427524781355584e-07,0.0,0.0
1636,6.295968871329803e-07,0.0,0.0
1637,4.570988900403401e-07,0.0,0.0
1638,5.244339271419969e-07,0.0,0.0
1639,5.244339271419969e-07,0.0,0.0
1640,5.244339271419969e-07,0.0,0.0
1641,1.5417944609907863e-07,0.0,0.0
1642,1.5417944609907863e-07,0.0,0.0
1643,6.733503710165678e-08,0.0,0.0
1644,2.5065797006261293e-07,0.0,0.0
1645,1.8332293296095615e-07,0.0,0.0
1646,3.8479975371176677e-07,0.0,0.0
1647,3.8479975371176677e-07,0.0,0.0
1648,3.8479975371176677e-07,0.0,0.0
1649,3.8479975371176677e-07,0.0,0.0
1650,3.8479975371176677e-07,0.0,0.0
1651,2.014768207508106e-07,0.0,0.0
1652,2.014768207508106e-07,0.0,0.0
1653,0.0,0.0,0.0
1654,4.1483186155996266e-08,0.0,0.0
1655,4.1483186155996266e-08,0.0,0.0
1656,8.67905173760976e-08,0.0,0.0
1657,8.67905173760976e-08,0.0,0.0
1658,8.67905173760976e-08,0.0,0.0
1659,8.67905173760976e-08,0.0,0.0
1660,8.67905173760976e-08,0.0,0.0
1661,4.530733122010133e-08,0.0,0.0
1662,4.530733122010133e-08,0.0,0.0
1663,3.941698715997128e-07,0.0,0.0
1664,3.941698715997128e-07,0.0,0.0
1665,3.941698715997128e-07,0.0,0.0
1666,3.941698715997128e-07,0.0,0.0
1667,3.941698715997128e-07,0.0,0.0
1668,3.941698715997128e-07,0.0,0.0
1669,3.941698715997128e-07,0.0,0.0
1670,0.0,0.0,0.0
1671,0.0,0.0,0.0
1672,0.0,0.0,0.0
1673,0.0,0.0,0.0
1674,0.0,0.0,0.0
1675,0.0,0.0,0.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,0.0,0.0,0.0
1679,0.0,0.0,0.0
1680,0.0,0.0,0.0
1681,0.0,0.0,0.0
1682,0.0,0.0,0.0
1683,0.0,0.0,0.0
1684,0.0,0.0,0.0
1685,2.0205831674502406e-08,0.0,0.0
1686,4.7835038279637436e-08,0.0,0.0
1687,4.7835038279637436e-08,0.0,0.0
1688,4.7835038279637436e-08,0.0,0.0
1689,4.7835038279637436e-08,0.0,0.0
1690,6.860532916367187e-08,0.0,0.0
1691,6.860532916367187e-08,0.0,0.0
1692,4.8399497489169466e-08,0.0,0.0
1693,2.0770290884034433e-08,0.0,0.0
1694,2.0770290884034433e-08,0.0,0.0
1695,2.0770290884034433e-08,0.0,0.0
1696,2.0770290884034433e-08,0.0,0.0
1697,7.347074821544603e-09,0.0,0.0
1698,1.7718345394054528e-08,0.0,0.0
1699,1.7718345394054528e-08,0.0,0.0
1700,1.7718345394054528e-08,0.0,0.0
1701,1.7718345394054528e-08,0.0,0.0
1702,2.9703505179311052e-08,0.0,0.0
1703,6.282713574786872e-08,0.0,0.0
1704,5.5480060926324115e-08,0.0,0.0
1705,6.342439970044974e-08,0.0,0.0
1706,6.342439970044974e-08,0.0,0.0
1707,6.342439970044974e-08,0.0,0.0
1708,6.342439970044974e-08,0.0,0.0
1709,5.1439239915193214e-08,0.0,0.0
1710,1.831560934663555e-08,0.0,0.0
1711,1.831560934663555e-08,0.0,0.0
1712,0.0,0.0,0.0
1713,0.0,0.0,0.0
1714,4.7858053773909755e-08,0.0,0.0
1715,4.7858053773909755e-08,0.0,0.0
1716,4.7858053773909755e-08,0.0,0.0
1717,4.7858053773909755e-08,0.0,0.0
1718,4.7858053773909755e-08,0.0,0.0
1719,4.7858053773909755e-08,0.0,0.0
1720,4.7858053773909755e-08,0.0,0.0
1721,0.0,0.0,0.0
1722,0.0,0.0,0.0
1723,0.0,0.0,0.0
1724,0.0,0.0,0.0
1725,0.0,0.0,0.0
1726,0.0,0.0,0.0
1727,0.0,0.0,0.0
1728,1.2959119999322866e-08,0.0,0.0
1729,1.2959119999322866e-08,0.0,0.0
1730,1.2959119999322866e-08,0.0,0.0
1731,1.2959119999322866e-08,0.0,0.0
1732,1.2959119999322866e-08,0.0,0.0
1733,4.105819836500554e-08,0.0,0.0
1734,4.105819836500554e-08,0.0,0.0
1735,2.8099078365682673e-08,0.0,0.0
1736,2.8099078365682673e-08,0.0,0.0
1737,2.8099078365682673e-08,0.0,0.0
1738,2.8099078365682673e-08,0.0,0.0
1739,3.7791827318350054e-08,0.0,0.0
1740,9.69274895266738e-09,0.0,0.0
1741,9.69274895266738e-09,0.0,0.0
1742,2.2447493514781465e-08,0.0,0.0
1743,2.2447493514781465e-08,0.0,0.0
1744,2.2447493514781465e-08,0.0,0.0
1745,4.769379760968409e-08,0.0,0.0
1746,4.795700294023066e-08,0.0,0.0
1747,5.627530644655313e-08,0.0,0.0
1748,7.083423371666089e-08,0.0,0.0
1749,7.294533028406086e-08,0.0,0.0
1750,7.95427931775196e-08,0.0,0.0
1751,8.311193181295298e-08,0.0,0.0
1752,7.345998831453926e-08,0.0,0.0
1753,6.350403403132532e-08,0.0,0.0
1754,6.355386794609785e-08,0.0,0.0
1755,4.89949406759901e-08,0.0,0.0
1756,4.020004062965654e-08,0.0,0.0
1757,3.3602577736197807e-08,0.0,0.0
1758,3.003343910076442e-08,0.0,0.0
1759,2.1396668310152174e-08,0.0,0.0
1760,2.1396668310152174e-08,0.0,0.0
1761,1.5804098347465308e-08,0.0,0.0
1762,3.1899590524631094e-08,0.0,0.0
1763,2.8667324006700516e-08,0.0,0.0
1764,3.1478003695692025e-08,0.0,0.0
1765,4.032022893341036e-08,0.0,0.0
1766,3.676369126586516e-08,0.0,0.0
1767,4.2652695851432195e-08,0.0,0.0
1768,4.524155348763413e-08,0.0,0.0
1769,2.914606131046834e-08,0.0,0.0
1770,2.91903083292157e-08,0.0,0.0
1771,3.164491627468838e-08,0.0,0.0
1772,2.5438772865982173e-08,0.0,0.0
1773,3.24184841511104e-08,0.0,0.0
1774,2.6529479565543364e-08,0.0,0.0
1775,3.2719811114491545e-08,0.0,0.0
1776,4.085691962529836e-08,0.0,0.0
1777,3.797399804130107e-08,0.0,0.0
1778,5.4957859977175106e-08,0.0,0.0
1779,5.488346386885366e-08,0.0,0.0
1780,4.450270044539398e-08,0.0,0.0
1781,4.450270044539398e-08,0.0,0.0
1782,4.3738611209067e-08,0.0,0.0
1783,5.7347492595941474e-08,0.0,0.0
1784,6.234090881613546e-08,0.0,0.0
1785,4.1709881643774745e-08,0.0,0.0
1786,1.1553379751307245e-07,0.0,0.0
1787,1.2069036398847694e-07,0.0,0.0
1788,1.2069036398847694e-07,0.0,0.0
1789,1.0989969658124568e-07,0.0,0.0
1790,9.146825202017389e-08,0.0,0.0
1791,8.756080203754988e-08,0.0,0.0
1792,1.0117834811243906e-07,0.0,0.0
1793,3.7611033906362734e-08,0.0,0.0
1794,3.644640969976568e-08,0.0,0.0
1795,3.644640969976568e-08,0.0,0.0
1796,3.739457131248157e-08,0.0,0.0
1797,4.145003356421333e-08,0.0,0.0
1798,4.8465260947340635e-08,0.0,0.0
1799,3.86365186828235e-08,0.0,0.0
1800,2.828821488165545e-08,0.0,0.0
1801,2.6153634496190696e-08,0.0,0.0
1802,4.742584667839976e-08,0.0,0.0
1803,4.858368475778109e-08,0.0,0.0
1804,4.365429757362855e-08,0.0,0.0
1805,3.996762172014152e-08,0.0,0.0
1806,3.688764633429693e-08,0.0,0.0
1807,3.650987499627588e-08,0.0,0.0
1808,4.1713408727162005e-08,0.0,0.0
1809,2.6592640089972974e-08,0.0,0.0
1810,2.8409518166532573e-08,0.0,0.0
1811,3.018780869723514e-08,0.0,0.0
1812,3.341195523428756e-08,0.0,0.0
1813,4.058999549170851e-08,0.0,0.0
1814,4.2885904351562335e-08,0.0,0.0
1815,4.5482043781979494e-08,0.0,0.0
1816,4.370457291307568e-08,0.0,0.0
1817,4.937715861582806e-08,0.0,0.0
1818,4.730666601306309e-08,0.0,0.0
1819,4.3726032572521945e-08,0.0,0.0
1820,3.93799344879296e-08,0.0,0.0
1821,3.9362658148840117e-08,0.0,0.0
1822,3.5195454931421666e-08,0.0,0.0
1823,4.051341306876566e-08,0.0,0.0
1824,3.5612150181155555e-08,0.0,0.0
1825,4.055427282878554e-08,0.0,0.0
1826,4.194716091936763e-08,0.0,0.0
1827,4.7140757836976784e-08,0.0,0.0
1828,5.5899100459555484e-08,0.0,0.0
1829,8.638969920379428e-08,0.0,0.0
1830,8.222543205046609e-08,0.0,0.0
1831,8.691359200595019e-08,0.0,0.0
1832,9.080733117830927e-08,0.0,0.0
1833,9.426406423683278e-08,0.0,0.0
1834,9.512469998997273e-08,0.0,0.0
1835,9.037385290915673e-08,0.0,0.0
1836,6.137411188790662e-08,0.0,0.0
1837,6.746265971254875e-08,0.0,0.0
1838,7.181893327664771e-08,0.0,0.0
1839,6.864014118994938e-08,0.0,0.0
1840,7.159948570542188e-08,0.0,0.0
1841,6.689427779958481e-08,0.0,0.0
1842,6.928027015565671e-08,0.0,0.0
1843,6.931605511795169e-08,0.0,0.0
1844,7.386129549250395e-08,0.0,0.0
1845,7.440475714913322e-08,0.0,0.0
1846,7.599102096784399e-08,0.0,0.0
1847,7.230576213958426e-08,0.0,0.0
1848,7.268849141642672e-08,0.0,0.0
1849,7.041500538207401e-08,0.0,0.0
1850,7.479130914589405e-08,0.0,0.0
1851,7.097986351059912e-08,0.0,0.0
1852,7.034939183573183e-08,0.0,0.0
1853,7.239510426058717e-08,0.0,0.0
1854,7.678832959965933e-08,0.0,0.0
1855,8.223559331911798e-08,0.0,0.0
1856,8.492697795808063e-08,0.0,0.0
1857,8.465320584199227e-08,0.0,0.0
1858,8.618564655599975e-08,0.0,0.0
1859,9.160492047450524e-08,0.0,0.0
1860,9.383038295547002e-08,0.0,0.0
1861,1.1012011417018844e-07,0.0,0.0
1862,1.1321616406283802e-07,0.0,0.0
1863,1.1583018074848691e-07,0.0,0.0
1864,1.1921647212277874e-07,0.0,0.0
1865,1.3390437812534272e-07,0.0,0.0
1866,1.4204084562509577e-07,0.0,0.0
1867,1.496816608437257e-07,0.0,0.0
1868,1.5648707675706775e-07,0.0,0.0
1869,1.7664082767916106e-07,0.0,0.0
1870,1.8180875015007457e-07,0.0,0.0
1871,1.9043180746588666e-07,0.0,0.0
1872,1.943361606241264e-07,0.0,0.0
1873,1.8729632042128026e-07,0.0,0.0
1874,2.0152077898468894e-07,0.0,0.0
1875,1.995071800463068e-07,0.0,0.0
1876,2.1007117620034217e-07,0.0,0.0
1877,2.2427614356144788e-07,0.0,0.0
1878,2.3521974209675785e-07,0.0,0.0
1879,2.295937581006261e-07,0.0,0.0
1880,2.3488052493446177e-07,0.0,0.0
1881,2.3356943147843724e-07,0.0,0.0
1882,2.311881632164971e-07,0.0,0.0
1883,2.191185635475839e-07,0.0,0.0
1884,2.1682646433873742e-07,0.0,0.0
1885,2.115746257556696e-07,0.0,0.0
1886,2.1568033048424695e-07,0.0,0.0
1887,2.502746505277693e-07,2.7633968526151266e-11,0.0
1888,2.519443203904562e-07,2.7633968526151266e-11,0.0
1889,2.546388994265466e-07,2.7633968526151266e-11,0.0
1890,2.6920040495172414e-07,2.7633968526151266e-11,0.0
1891,2.7488737990617143e-07,2.7633968526151266e-11,0.0
1892,2.8766216481861715e-07,2.7633968526151266e-11,0.0
1893,3.0363824521373317e-07,2.7633968526151266e-11,0.0
1894,3.0564542287590613e-07,0.0,0.0
1895,3.133289924660078e-07,0.0,0.0
1896,3.1817816242047617e-07,0.0,0.0
1897,3.2769837129568e-07,0.0,0.0
1898,3.3754656263746643e-07,0.0,0.0
1899,3.464770413432104e-07,0.0,0.0
1900,3.689195823751236e-07,0.0,0.0
1901,3.6422028415472596e-07,0.0,0.0
1902,3.811550105378306e-07,0.0,0.0
1903,4.111134290139619e-07,0.0,0.0
1904,4.1222673985430447e-07,0.0,0.0
1905,4.372765788827694e-07,0.0,0.0
1906,4.574685062509941e-07,0.0,0.0
1907,4.810801093364197e-07,0.0,0.0
1908,5.142912868905114e-07,0.0,0.0
1909,5.586734711674321e-07,0.0,0.0
1910,6.015747585154583e-07,0.0,0.0
1911,6.546662234541145e-07,0.0,0.0
1912,6.85659659081596e-07,0.0,0.0
1913,7.271095309338957e-07,0.0,0.0
1914,7.46496449924702e-07,0.0,0.0
1915,7.763458305427256e-07,0.0,0.0
1916,7.90202713168193e-07,0.0,0.0
1917,8.040899339383551e-07,1.396573432296425e-11,0.0
1918,8.38989365092857e-07,1.396573432296425e-11,1.4380239063019725e-11
1919,9.062641441102772e-07,1.396573432296425e-11,2.8585985761037894e-11
1920,9.407314191126456e-07,1.396573432296425e-11,2.8585985761037894e-11
1921,9.820741167589273e-07,1.396573432296425e-11,2.8585985761037894e-11
1922,1.0416325234733189e-06,1.396573432296425e-11,5.27372818034547e-11
1923,1.1190213058398513e-06,1.396573432296425e-11,5.27372818034547e-11
1924,1.2084136967262436e-06,0.0,5.27372818034547e-11
1925,1.2798788670157331e-06,0.0,3.835704274043497e-11
1926,1.3550346206362259e-06,0.0,2.4151296042416804e-11
1927,1.4615010611253508e-06,2.273837864029206e-11,2.4151296042416804e-11
1928,1.579607442181441e-06,2.273837864029206e-11,2.4151296042416804e-11
1929,1.6728450386186263e-06,2.273837864029206e-11,0.0
1930,1.7551666522714576e-06,2.273837864029206e-11,0.0
1931,1.8389498726329684e-06,2.273837864029206e-11,2.6233009812034627e-11
1932,1.9300141177934293e-06,2.273837864029206e-11,2.6233009812034627e-11
1933,2.037361598792943e-06,2.273837864029206e-11,2.6233009812034627e-11
1934,2.09615973290056e-06,0.0,2.6233009812034627e-11
1935,2.1796075283678614e-06,2.222233310065848e-11,2.6233009812034627e-11
1936,2.263963941524188e-06,8.50346281484298e-11,2.6233009812034627e-11
1937,2.3845804792342406e-06,1.0747704512085018e-10,2.6233009812034627e-11
1938,2.47361634007705e-06,2.379905498863165e-10,0.0
1939,2.5524893122305263e-06,3.6246067456970263e-10,0.0
1940,2.566288003436057e-06,3.6246067456970263e-10,0.0
1941,2.624824349238354e-06,3.900392449494662e-10,0.0
1942,2.6366008764203537e-06,3.927249577127613e-10,0.0
1943,2.6947539351697614e-06,3.2991266266499e-10,0.0
1944,2.7314731271742076e-06,3.833555358077691e-10,0.0
1945,2.8004308205709094e-06,2.716114515839101e-10,0.0
1946,2.905390342026034e-06,1.636894310573313e-10,0.0
1947,3.016116287264075e-06,1.8024640708563007e-10,0.0
1948,3.1434277129197393e-06,1.8686783668072796e-10,0.0
1949,3.298216824987321e-06,1.6195979081677437e-10,1.7006162351356532e-11
1950,3.412529460027664e-06,1.6195979081677437e-10,1.7006162351356532e-11
1951,3.5189869517385626e-06,1.0262359910275163e-10,1.7006162351356532e-11
1952,3.6417894924462805e-06,1.4658997527743674e-10,1.7006162351356532e-11
1953,3.7315794868066277e-06,1.7710958196058358e-10,1.7006162351356532e-11
1954,3.85897543050565e-06,1.6055260593228482e-10,1.7006162351356532e-11
1955,3.982669665804549e-06,1.2635260595742333e-10,1.7006162351356532e-11
1956,4.1121617674174815e-06,1.2635260595742333e-10,1.346800548069587e-11
1957,4.280317105959901e-06,1.2635260595742333e-10,1.346800548069587e-11
1958,4.416281951437538e-06,1.2170531546848044e-10,1.346800548069587e-11
1959,4.530677805243093e-06,7.026345775048729e-11,1.346800548069587e-11
1960,4.66841824423422e-06,8.672291456386055e-11,2.4055866425826925e-11
1961,4.794244107740399e-06,8.672291456386055e-11,2.4055866425826925e-11
1962,4.905074937206726e-06,1.0712642677696798e-10,2.4055866425826925e-11
1963,5.020346829301811e-06,1.1703028328170972e-10,1.0587860945131057e-11
1964,5.066784394460098e-06,1.619968336062451e-10,2.8574481074945216e-11
1965,5.125715363517104e-06,1.853553520987055e-10,2.8574481074945216e-11
1966,5.273419511857875e-06,2.0044062738953728e-10,2.8574481074945216e-11
1967,5.491466773881777e-06,1.6344749660866598e-10,3.567597804478493e-11
1968,5.72324526209351e-06,2.6086945599722103e-10,1.065283099827801e-10
1969,6.11505908766828e-06,2.853503732905668e-10,1.6038962221845817e-10
1970,6.427233399465747e-06,3.017550435714865e-10,1.6038962221845817e-10
1971,6.811931533385567e-06,2.925920953934989e-10,1.6925570468982543e-10
1972,7.243264527850053e-06,3.7037255207206243e-10,1.8664659500495466e-10
1973,7.629134870512644e-06,5.09075270033981e-10,2.0315478862656785e-10
1974,7.959503753746893e-06,5.803112712587932e-10,1.8546543071159708e-10
1975,8.347368943110009e-06,5.883128151307204e-10,1.1461309877360191e-10
1976,8.584293092488743e-06,5.595012479114076e-10,6.878821768149405e-11
1977,8.898568531939028e-06,5.893775953391689e-10,8.484103945176941e-11
1978,9.191811581591277e-06,5.943736346357222e-10,6.614826543658938e-11
1979,9.44599157394675e-06,5.300990569120526e-10,5.688507601472484e-11
1980,9.643720399513508e-06,4.2771174399832846e-10,4.037688239311166e-11
1981,9.727021668887964e-06,3.604609002156549e-10,4.800668097176037e-11
1982,9.836550946472147e-06,3.1432935718564027e-10,4.800668097176037e-11
1983,9.927883054063256e-06,3.648790436461269e-10,4.73727555199461e-11
1984,9.96062252462642e-06,3.6749891621897946e-10,3.8670527097955136e-11
1985,9.915746626834984e-06,3.773377998950167e-10,3.774467345816847e-11
1986,9.90988272470921e-06,3.7693148205849726e-10,5.034263779655847e-11
1987,9.79611845001013e-06,3.7442407111295696e-10,7.040503993297317e-11
1988,9.863230064053954e-06,3.716305160431485e-10,8.356947078791421e-11
1989,9.90685306792979e-06,4.3207476882071004e-10,9.687349434533183e-11
1990,9.944823952017551e-06,4.386843071341977e-10,8.947098865357589e-11
1991,9.762802879517299e-06,4.3900297682800526e-10,8.212039530529149e-11
1992,9.825945588610402e-06,4.201761835290593e-10,7.488632035907677e-11
1993,9.725142003195028e-06,4.4911260821400845e-10,6.060201447809023e-11
1994,9.625163589329791e-06,4.344473074941695e-10,5.3545872101347565e-11
1995,9.502432476438116e-06,4.5143158655669424e-10,5.191303736091462e-11
1996,9.304733274413074e-06,3.758096492731003e-10,3.8609013803497e-11
1997,8.968750730023853e-06,3.0833008666083673e-10,5.58665861587799e-11
1998,8.938423889048863e-06,2.9542896997794953e-10,6.164437363342934e-11
1999,8.651941633226151e-06,3.124264369039739e-10,6.706761782842336e-11
2000,8.47640213968199e-06,2.6628469964754386e-10,6.581868780156493e-11
2001,8.321283075929387e-06,2.511871732438894e-10,5.788315808806312e-11
2002,8.078891953898295e-06,2.1184580875236288e-10,3.872176339490631e-11
2003,7.774411382602661e-06,1.9352222007424606e-10,3.872176339490631e-11
2004,7.5980764709778925e-06,2.533747923773509e-10,3.155728307637138e-11
2005,7.359271421591984e-06,2.419326475266992e-10,2.5779495601721945e-11
2006,7.11067826029778e-06,2.2400288271099252e-10,2.5502823563267844e-11
2007,6.895538003196375e-06,2.0358262992070664e-10,3.1044716400760055e-11
2008,6.7482921102574826e-06,1.943225669661811e-10,2.597398635458984e-11
2009,6.691522490395333e-06,2.096974082472463e-10,3.8420023610953786e-11
2010,6.636882452377384e-06,2.0437620246965034e-10,4.251391971600769e-11
2011,6.488218852090151e-06,1.7126788479490277e-10,3.242082767925972e-11
2012,6.339665820373089e-06,1.3648772984835896e-10,3.242082767925972e-11
2013,6.347586934550366e-06,1.2166136352322254e-10,2.7274255522719796e-11
2014,6.207334666084664e-06,1.1612279144209862e-10,2.6931433521773915e-11
2015,6.0508639632774115e-06,9.49584731283323e-11,2.6931433521773915e-11
2016,5.8875170257774045e-06,9.924902120388751e-11,2.0743882058511202e-11
2017,5.7651544314770336e-06,9.19094632576926e-11,1.9424983612366848e-11
2018,5.757120834459783e-06,6.479586520113934e-11,2.330998033484022e-11
2019,5.750758759859309e-06,8.099483150142417e-11,2.9137475418550274e-11
