ngram,Qi,Q,Qii,Qi
1834,4.492248554096737e-08,1.3797678678071992e-05,3.0668840324464342e-09,4.492248554096737e-08
1835,4.285772194277472e-08,1.3749802292295499e-05,2.241487027733667e-09,4.285772194277472e-08
1836,4.363186992658744e-08,6.890877622416676e-06,2.0306641923539814e-09,4.363186992658744e-08
1837,4.527641702825999e-08,6.68804750603158e-06,1.613719729271728e-09,4.527641702825999e-08
1838,4.388109735893002e-08,6.685597132413282e-06,1.7000955881180906e-09,4.388109735893002e-08
1839,4.250583072819479e-08,7.146267762436764e-06,1.6626234991942317e-09,4.250583072819479e-08
1840,4.3493735343450423e-08,6.930672108345399e-06,1.4082964159913202e-09,4.3493735343450423e-08
1841,4.166429233366996e-08,7.092919076967519e-06,1.5090038900973062e-09,4.166429233366996e-08
1842,4.38215990478901e-08,7.357191796992473e-06,1.4630679683642305e-09,4.38215990478901e-08
1843,4.3237921687477865e-08,8.090886370025277e-06,1.7253660880963854e-09,4.3237921687477865e-08
1844,4.207547174165224e-08,8.460152912448393e-06,1.9043975602832982e-09,4.207547174165224e-08
1845,4.2910613221433125e-08,8.298748590667465e-06,2.11383072950306e-09,4.2910613221433125e-08
1846,4.307201858669682e-08,7.917388237339245e-06,2.006366485650192e-09,4.307201858669682e-08
1847,4.4967190859779294e-08,8.225269019541364e-06,2.3550187831590718e-09,4.4967190859779294e-08
1848,4.690471757027938e-08,8.427757360810314e-06,2.4426321283093397e-09,4.690471757027938e-08
1849,4.792520869045802e-08,8.695363963592431e-06,2.9121361354102403e-09,4.792520869045802e-08
1850,4.984433741940718e-08,8.445111689070472e-06,3.504296361026401e-09,4.984433741940718e-08
1851,5.188385543419827e-08,8.411699971994885e-06,3.3096678572367264e-09,5.188385543419827e-08
1852,5.230274626098565e-08,8.823484936978535e-06,3.0973343413874333e-09,5.230274626098565e-08
1853,5.8604751781591146e-08,9.459961932277241e-06,3.3842662323329317e-09,5.8604751781591146e-08
1854,5.541254617063325e-08,9.996047603116104e-06,3.1620354112860127e-09,5.541254617063325e-08
1855,5.571682442402042e-08,1.0611891541754761e-05,2.9870427559990684e-09,5.571682442402042e-08
1856,5.4671506940654324e-08,1.0601606585883669e-05,2.9425946917222792e-09,5.4671506940654324e-08
1857,5.2006606259575553e-08,1.0494518392079044e-05,2.5213443872423066e-09,5.2006606259575553e-08
1858,5.25737442152214e-08,1.0847812128693996e-05,2.785283194560252e-09,5.25737442152214e-08
1859,5.36078234501604e-08,1.0809255659946107e-05,2.756734761101752e-09,5.36078234501604e-08
1860,5.1123919320161804e-08,1.0926287099469586e-05,2.518122202818266e-09,5.1123919320161804e-08
1861,5.312932164055642e-08,1.0846935245873673e-05,2.5420614819487194e-09,5.312932164055642e-08
1862,5.406823331912035e-08,1.089247611421992e-05,2.781017194308788e-09,5.406823331912035e-08
1863,5.837850127120094e-08,1.0998444200335403e-05,2.807184960675256e-09,5.837850127120094e-08
1864,5.880544203965396e-08,1.174853488399614e-05,2.7507378914342392e-09,5.880544203965396e-08
1865,5.877270987347012e-08,1.2385682046962237e-05,2.701325702807773e-09,5.877270987347012e-08
1866,5.993770102463714e-08,1.2534539044801412e-05,2.49601809062686e-09,5.993770102463714e-08
1867,5.9156343062178555e-08,1.2860991513922013e-05,2.5977369144669638e-09,5.9156343062178555e-08
1868,6.351493807090134e-08,1.3825742176517711e-05,3.133589070764791e-09,6.351493807090134e-08
1869,6.699486730456425e-08,1.5041439707731894e-05,3.1071552315203074e-09,6.699486730456425e-08
1870,6.65467625131961e-08,1.5641948656203957e-05,3.3367933812858806e-09,6.65467625131961e-08
1871,8.82429413349785e-08,1.6061970200098585e-05,3.3657930411022464e-09,8.82429413349785e-08
1872,1.0297268510888508e-07,1.645506108616246e-05,3.5034011564809883e-09,1.0297268510888508e-07
1873,1.0568943713857542e-07,1.828543697359107e-05,3.633281834122418e-09,1.0568943713857542e-07
1874,1.1358100339618562e-07,2.006568164298577e-05,3.684989329550652e-09,1.1358100339618562e-07
1875,1.1248999547725752e-07,1.9784768093294197e-05,3.2039956719488926e-09,1.1248999547725752e-07
1876,1.1212385585070348e-07,1.9702780783908175e-05,3.0739529017458675e-09,1.1212385585070348e-07
1877,1.303983978573342e-07,1.9569820194322218e-05,2.7957352623429544e-09,1.303983978573342e-07
1878,1.1439187578129609e-07,1.8958122642028945e-05,2.571401425122133e-09,1.1439187578129609e-07
1879,1.0434946671823906e-07,1.896616491389328e-05,2.39420523089657e-09,1.0434946671823906e-07
1880,1.0444703844671364e-07,1.763401087373495e-05,2.5693133810987335e-09,1.0444703844671364e-07
1881,1.0096307180772004e-07,1.6098955841568697e-05,2.550693386663535e-09,1.0096307180772004e-07
1882,1.1591780183347769e-07,1.5943919866653493e-05,2.7884414301380745e-09,1.1591780183347769e-07
1883,1.211395255852819e-07,1.536515199924387e-05,2.861047732061195e-09,1.211395255852819e-07
1884,1.0497028922275473e-07,1.5880312665623414e-05,2.6418817133944117e-09,1.0497028922275473e-07
1885,1.0803733983623585e-07,1.650120001223903e-05,2.721664417647064e-09,1.0803733983623585e-07
1886,1.0713102532073598e-07,1.6655703932753697e-05,2.959212430653224e-09,1.0713102532073598e-07
1887,1.0717442527103621e-07,1.6994199930715176e-05,2.847535033164864e-09,1.0717442527103621e-07
1888,1.2269883598037268e-07,1.717586837912677e-05,2.90079335155521e-09,1.2269883598037268e-07
1889,1.2098168359183807e-07,1.716688452039047e-05,2.748632623093629e-09,1.2098168359183807e-07
1890,1.2665015905862935e-07,1.7257502934496317e-05,2.8369522604115058e-09,1.2665015905862935e-07
1891,1.332856050290892e-07,1.7498649997703198e-05,3.0951542915959506e-09,1.332856050290892e-07
1892,1.3482344992813262e-07,1.7476164170407822e-05,3.0811321906552637e-09,1.3482344992813262e-07
1893,1.3419548037875627e-07,1.7567846433459116e-05,2.829161619263435e-09,1.3419548037875627e-07
1894,1.3322620974674594e-07,1.767547187877686e-05,2.8123039928575265e-09,1.3322620974674594e-07
1895,1.1645451130399514e-07,1.752546242122272e-05,2.7401690281893464e-09,1.1645451130399514e-07
1896,1.0219820926035286e-07,1.769432310538832e-05,2.8389067128843847e-09,1.0219820926035286e-07
1897,8.97564070052275e-08,1.7565107555128634e-05,2.685951286781777e-09,8.97564070052275e-08
1898,7.982362555074879e-08,1.6842273388257517e-05,2.4292890397705135e-09,7.982362555074879e-08
1899,7.951171657591008e-08,1.690888114223656e-05,2.4188824276905052e-09,7.951171657591008e-08
1900,8.130838377188151e-08,1.5944138275309732e-05,2.6792693777874123e-09,8.130838377188151e-08
1901,8.915972062238455e-08,1.5534313986011383e-05,2.812854774500043e-09,8.915972062238455e-08
1902,1.0399561237558633e-07,1.5218411525503533e-05,2.9522746786929996e-09,1.0399561237558633e-07
1903,1.2921484783743965e-07,1.4996166490683599e-05,2.8696839190648203e-09,1.2921484783743965e-07
1904,1.3441261208819405e-07,1.4819005757869621e-05,2.9447765495912594e-09,1.3441261208819405e-07
1905,1.4188033605120965e-07,1.4966217609721103e-05,3.2327553332679925e-09,1.4188033605120965e-07
1906,1.3610005465482443e-07,1.4303604335249734e-05,3.29075928411677e-09,1.3610005465482443e-07
1907,1.3546667990535104e-07,1.4290031945815177e-05,3.1407754492412162e-09,1.3546667990535104e-07
1908,1.3321252570871627e-07,1.4252792035612011e-05,2.8565783072309614e-09,1.3321252570871627e-07
1909,1.2099741805319093e-07,1.4033516500993365e-05,2.701773122686697e-09,1.2099741805319093e-07
1910,9.999973420755331e-08,1.3919143124699726e-05,2.636033137802331e-09,9.999973420755331e-08
1911,1.0492542961466305e-07,1.3579658505997421e-05,2.4176511269148803e-09,1.0492542961466305e-07
1912,1.0272596893758288e-07,1.3721831237489823e-05,2.010406872722724e-09,1.0272596893758288e-07
1913,1.0918116950214036e-07,1.4946988553024962e-05,2.030176360356961e-09,1.0918116950214036e-07
1914,1.1578892968243184e-07,1.5816358037617257e-05,1.883068288601107e-09,1.1578892968243184e-07
1915,1.1375077134191867e-07,1.686597001285658e-05,2.0026187533669517e-09,1.1375077134191867e-07
1916,1.123839347932127e-07,1.7813504070675534e-05,2.019338204587281e-09,1.123839347932127e-07
1917,1.1438656802705996e-07,1.8086862707735107e-05,2.107545011525198e-09,1.1438656802705996e-07
1918,1.1147541251992671e-07,1.8719810343879673e-05,2.415564653064044e-09,1.1147541251992671e-07
1919,1.1462756280674771e-07,1.921849746265382e-05,2.3560329798222313e-09,1.1462756280674771e-07
1920,1.2458876495559578e-07,2.014835679022196e-05,2.459108559639743e-09,1.2458876495559578e-07
1921,1.287434037473239e-07,2.0445820804785137e-05,2.505239436535943e-09,1.287434037473239e-07
1922,1.4260051476152773e-07,1.988257437395597e-05,2.3560104740154894e-09,1.4260051476152773e-07
1923,1.565063730676489e-07,1.8613263819133863e-05,2.3876209025759057e-09,1.565063730676489e-07
1924,1.7025371436472726e-07,1.8059626459684557e-05,2.3733591044842026e-09,1.7025371436472726e-07
1925,1.856533304232601e-07,1.7047934436829693e-05,2.177742946291821e-09,1.856533304232601e-07
1926,1.9241145058198787e-07,1.5712974865372026e-05,2.485427530452e-09,1.9241145058198787e-07
1927,2.0282329517483178e-07,1.3229989365624664e-05,2.5453036662475323e-09,2.0282329517483178e-07
1928,2.1677936956621124e-07,1.2529728857251549e-05,2.5097898204151647e-09,2.1677936956621124e-07
1929,2.233190120445475e-07,1.2107533491091869e-05,2.3177139493338726e-09,2.233190120445475e-07
1930,2.313448297692438e-07,1.2682826828885091e-05,2.1426779794886386e-09,2.313448297692438e-07
1931,2.3088181982140149e-07,1.3223125539038197e-05,1.988030589356831e-09,2.3088181982140149e-07
1932,2.2955392913510358e-07,1.4869850929244421e-05,1.973320324604495e-09,2.2955392913510358e-07
1933,2.572012423992679e-07,1.6638124179735314e-05,1.8157899231826695e-09,2.572012423992679e-07
1934,2.6701866927071804e-07,1.697992684057681e-05,1.6303663419314773e-09,2.6701866927071804e-07
1935,2.615563455979749e-07,1.6730419572143417e-05,1.734432145524981e-09,2.615563455979749e-07
1936,2.669917904540853e-07,1.7065203142660073e-05,1.897583233402754e-09,2.669917904540853e-07
1937,2.636719865937006e-07,1.7217222583505126e-05,1.9266306803901655e-09,2.636719865937006e-07
1938,2.668611419462e-07,1.8528652617533226e-05,2.23433985599034e-09,2.668611419462e-07
1939,2.6757608192643343e-07,1.845339297038403e-05,2.1510238828221465e-09,2.6757608192643343e-07
1940,2.386180426583451e-07,1.891172450996237e-05,2.1825371192869217e-09,2.386180426583451e-07
1941,2.1725116994275595e-07,2.0084533519236303e-05,2.2489761640289073e-09,2.1725116994275595e-07
1942,2.115170433723636e-07,2.0336808250119376e-05,2.195001117374521e-09,2.115170433723636e-07
1943,2.0244852651428248e-07,2.0646039826845352e-05,2.4570840758845034e-09,2.0244852651428248e-07
1944,2.0353072979365345e-07,2.131006138889851e-05,2.551701278845948e-09,2.0353072979365345e-07
1945,2.0932211798805967e-07,2.1272363872932537e-05,2.4020528264858042e-09,2.0932211798805967e-07
1946,2.0874260339301793e-07,2.1103710033847684e-05,2.83993076674197e-09,2.0874260339301793e-07
1947,2.374013336390947e-07,2.051727954364781e-05,2.7787662647073473e-09,2.374013336390947e-07
1948,2.540123773542291e-07,2.148299608961679e-05,2.6767448575120464e-09,2.540123773542291e-07
1949,2.656880216786054e-07,2.3454663148316157e-05,2.642045027201334e-09,2.656880216786054e-07
1950,2.738247612147201e-07,2.489921020501892e-05,2.5976046076030865e-09,2.738247612147201e-07
1951,2.779343049041927e-07,2.564324001598704e-05,2.587102785968552e-09,2.779343049041927e-07
1952,2.8694233427423957e-07,2.6480063232676393e-05,2.5850437029057663e-09,2.8694233427423957e-07
1953,2.97363884880854e-07,2.784144895226096e-05,2.3781073935477284e-09,2.97363884880854e-07
1954,2.8617956055703484e-07,2.8594450278822997e-05,2.5507154801017252e-09,2.8617956055703484e-07
1955,2.9266946707399e-07,2.8268956157262437e-05,2.4826407596378886e-09,2.9266946707399e-07
1956,3.0470688930758373e-07,2.758181835815776e-05,2.462896109278745e-09,3.0470688930758373e-07
1957,3.162325502411737e-07,2.7061824896788623e-05,2.681259214654119e-09,3.162325502411737e-07
1958,3.470526296821065e-07,2.696119164673811e-05,2.885858599707295e-09,3.470526296821065e-07
1959,3.610182578280988e-07,2.638716874311545e-05,3.1601022750952066e-09,3.610182578280988e-07
1960,3.7944203411046017e-07,2.578780653753451e-05,3.149804575893914e-09,3.7944203411046017e-07
1961,4.152732750688821e-07,2.590818543727177e-05,3.3366425812784784e-09,4.152732750688821e-07
1962,4.3565258270713715e-07,2.634629163367208e-05,3.6379015990105147e-09,4.3565258270713715e-07
1963,4.5754188704449916e-07,2.648794881159639e-05,3.8142150073282116e-09,4.5754188704449916e-07
1964,4.6337324631297504e-07,2.6628472759122296e-05,3.5764848225840394e-09,4.6337324631297504e-07
1965,4.62588908638801e-07,2.676507262679349e-05,3.5345480193476372e-09,4.62588908638801e-07
1966,4.6282472356194505e-07,2.680646347081555e-05,3.290273038152642e-09,4.6282472356194505e-07
1967,4.6211604041803055e-07,2.7102366792470483e-05,3.685827389330955e-09,4.6211604041803055e-07
1968,4.526031805848366e-07,2.7020856318163817e-05,3.556279905479544e-09,4.526031805848366e-07
1969,4.4566911989412414e-07,2.7423053325037472e-05,3.6590700628177532e-09,4.4566911989412414e-07
1970,4.421790598436408e-07,2.8051009264475268e-05,3.730797575635896e-09,4.421790598436408e-07
1971,4.4810556281455707e-07,2.8679150740832222e-05,3.764777569058099e-09,4.4810556281455707e-07
1972,4.4389173581294017e-07,2.9313784190370435e-05,3.8537278130539625e-09,4.4389173581294017e-07
1973,4.347811771562452e-07,2.9821759328894715e-05,4.1662749758078885e-09,4.347811771562452e-07
1974,4.2619603034056907e-07,3.0100160074653104e-05,4.034863205453527e-09,4.2619603034056907e-07
1975,4.1628322427251465e-07,3.0463224123065758e-05,4.375669445825078e-09,4.1628322427251465e-07
1976,4.121090902182394e-07,3.0448998586507514e-05,4.345745192273804e-09,4.121090902182394e-07
1977,4.107888327910457e-07,3.084847048739903e-05,4.205585467177895e-09,4.107888327910457e-07
1978,4.479366119929702e-07,3.167305164554689e-05,4.290808692480092e-09,4.479366119929702e-07
1979,4.668710736106212e-07,3.1916385653728086e-05,4.1877482434163736e-09,4.668710736106212e-07
1980,5.162383363962622e-07,3.1972122607320284e-05,4.393552950026398e-09,5.162383363962622e-07
1981,5.515223173396018e-07,3.216085419158584e-05,4.256955105879407e-09,5.515223173396018e-07
1982,5.896414937264385e-07,3.237874885339157e-05,3.986346237232803e-09,5.896414937264385e-07
1983,6.198709700454077e-07,3.272386311437003e-05,4.067814022131902e-09,6.198709700454077e-07
1984,6.536889957585248e-07,3.401370382302308e-05,4.484436790162607e-09,6.536889957585248e-07
1985,6.58605383055796e-07,3.4520085007118594e-05,4.774269455966516e-09,6.58605383055796e-07
1986,6.935294598926183e-07,3.526743395403693e-05,4.9579563946419316e-09,6.935294598926183e-07
1987,7.045126884414848e-07,3.558515631344302e-05,4.565909428322357e-09,7.045126884414848e-07
1988,7.509855533628849e-07,3.608944773856949e-05,4.5481872871075015e-09,7.509855533628849e-07
1989,7.917934762450127e-07,3.626753563626802e-05,4.498637557708613e-09,7.917934762450127e-07
1990,8.529078903458347e-07,3.577738919245478e-05,4.267382225364713e-09,8.529078903458347e-07
1991,9.272066076196747e-07,3.584150856892977e-05,3.900520573196786e-09,9.272066076196747e-07
1992,9.687882831193356e-07,3.50937713977016e-05,3.441976703655314e-09,9.687882831193356e-07
1993,1.0242221151202102e-06,3.4603602086593e-05,3.2747400981390585e-09,1.0242221151202102e-06
1994,1.0727900010871444e-06,3.869571758384284e-05,3.3766807762601404e-09,1.0727900010871444e-06
1995,1.138779615368029e-06,3.880776473254498e-05,3.3650741875541304e-09,1.138779615368029e-06
1996,1.1655413020759755e-06,3.9534539350175434e-05,3.275805848801383e-09,1.1655413020759755e-06
1997,1.2125566075025875e-06,3.999107970490253e-05,3.196689611430413e-09,1.2125566075025875e-06
1998,1.2211932016725768e-06,3.881600787281059e-05,3.3821326374448647e-09,1.2211932016725768e-06
1999,1.269352326614483e-06,3.853623482947504e-05,3.554713222188509e-09,1.269352326614483e-06
2000,1.3362391168162243e-06,3.840967110591009e-05,3.5520093215930207e-09,1.3362391168162243e-06
2001,1.387170495295972e-06,3.4259207105995824e-05,3.4239815110177166e-09,1.387170495295972e-06
2002,1.3859772544882226e-06,3.404154007772117e-05,3.4984590145471982e-09,1.3859772544882226e-06
2003,1.4098881462944388e-06,3.3247660862148874e-05,3.651063451570735e-09,1.4098881462944388e-06
2004,1.4907652549871791e-06,3.278696593562407e-05,3.660582154856635e-09,1.4907652549871791e-06
2005,1.506278246259691e-06,3.199723089762431e-05,3.42078121384759e-09,1.506278246259691e-06
2006,1.557874595294249e-06,3.140872338138122e-05,3.1940577484488942e-09,1.557874595294249e-06
2007,1.6301346639530884e-06,3.112786102324857e-05,2.8456903183078045e-09,1.6301346639530884e-06
2008,1.7023022727309062e-06,3.094945350312628e-05,2.492719665601685e-09,1.7023022727309062e-06
2009,1.7009419772356132e-06,3.16052334840476e-05,2.302649959595726e-09,1.7009419772356132e-06
2010,1.7399133379772787e-06,3.187206207907626e-05,1.9614833566907107e-09,1.7399133379772787e-06
2011,1.6716131767680054e-06,3.158494811421926e-05,1.720450980093245e-09,1.6716131767680054e-06
2012,1.8081482754236537e-06,3.136714050404927e-05,1.5080021913733382e-09,1.8081482754236537e-06
2013,1.850302088054637e-06,3.177058143981932e-05,1.34266321077143e-09,1.850302088054637e-06
2014,1.8197136699070273e-06,3.174805923273587e-05,1.3328393547570476e-09,1.8197136699070273e-06
2015,1.8566078097137506e-06,3.176407621400098e-05,1.3047222588039427e-09,1.8566078097137506e-06
2016,4.36563256503827e-06,3.090744394285139e-05,1.1089722711561073e-09,4.36563256503827e-06
2017,4.829691382231734e-06,3.0291881254621938e-05,1.0358855347577152e-09,4.829691382231734e-06
2018,5.502164231074857e-06,3.059308910451364e-05,1.1000768074254097e-09,5.502164231074857e-06
2019,6.290845590228855e-06,3.1424449844053015e-05,1.0947534823113614e-09,6.290845590228855e-06
