ngram,Join,Jin,Jon,Jon
1807,1.1854667231351153e-06,6.201656179070727e-07,2.030083399923959e-06,2.030083399923959e-06
1808,1.2168293486476095e-06,5.607263956010553e-07,2.0769106835619562e-06,2.0769106835619562e-06
1809,1.1904822291139032e-06,5.013367488767731e-07,2.0503122186710243e-06,2.0503122186710243e-06
1810,1.1469259756527857e-06,4.703858037048901e-07,1.9872209934744333e-06,1.9872209934744333e-06
1811,1.1788326251657314e-06,4.2716753309183074e-07,2.0925598716660587e-06,2.0925598716660587e-06
1812,1.16172366558333e-06,4.388798515719827e-07,2.0921022171803216e-06,2.0921022171803216e-06
1813,1.1035977455061844e-06,4.4174475176207905e-07,2.121205121901377e-06,2.121205121901377e-06
1814,1.0638749797310863e-06,4.935134906450653e-07,1.5429705919294584e-06,1.5429705919294584e-06
1815,1.0087913275518595e-06,5.210479473914477e-07,1.5449450724450538e-06,1.5449450724450538e-06
1816,1.2228924544745366e-06,7.385723636486676e-07,1.631513100619486e-06,1.631513100619486e-06
1817,1.2284267622167784e-06,8.961592966118457e-07,1.6025200661066004e-06,1.6025200661066004e-06
1818,1.3027211431498081e-06,9.229657353314127e-07,1.3657785789941305e-06,1.3657785789941305e-06
1819,1.3446803239146123e-06,9.568796964945899e-07,1.541060328236199e-06,1.541060328236199e-06
1820,1.3492082757693424e-06,1.1063987618139696e-06,1.4308880135363973e-06,1.4308880135363973e-06
1821,1.3606745678121764e-06,1.0895805563190412e-06,1.587786487432043e-06,1.587786487432043e-06
1822,1.3831395335728303e-06,1.0565129368192823e-06,1.6730079112546394e-06,1.6730079112546394e-06
1823,1.1797919309434031e-06,8.244268039041864e-07,1.6176848102337056e-06,1.6176848102337056e-06
1824,1.2311631637982958e-06,6.397497510793723e-07,1.5946791092704058e-06,1.5946791092704058e-06
1825,1.1031447603012827e-06,6.122431922709179e-07,1.5096228399410653e-06,1.5096228399410653e-06
1826,1.0598150035028603e-06,5.400891406484984e-07,1.2852134513455634e-06,1.2852134513455634e-06
1827,1.0746131156988018e-06,3.7239959738144535e-07,1.2998086893795907e-06,1.2998086893795907e-06
1828,1.026576910589938e-06,3.65123720972146e-07,1.1511842542079518e-06,1.1511842542079518e-06
1829,9.925431316202906e-07,3.71796862249799e-07,1.0321316576015046e-06,1.0321316576015046e-06
1830,9.908997071761405e-07,3.834192382003364e-07,1.0168567590491357e-06,1.0168567590491357e-06
1831,9.152132227947212e-07,3.9837090477184187e-07,1.0477176520648105e-06,1.0477176520648105e-06
1832,9.265556449073691e-07,3.622213650292646e-07,1.0722904773631723e-06,1.0722904773631723e-06
1833,9.266677401293626e-07,3.538441311385603e-07,1.0665580946676658e-06,1.0665580946676658e-06
1834,8.866470742369919e-07,3.418930662389487e-07,1.0903016556897325e-06,1.0903016556897325e-06
1835,9.040377010803371e-07,3.1229719102806743e-07,1.1409732191428442e-06,1.1409732191428442e-06
1836,8.917026791875417e-07,2.919093406360064e-07,1.1022592291608037e-06,1.1022592291608037e-06
1837,8.767078806418535e-07,2.609020189733461e-07,1.1157582418621002e-06,1.1157582418621002e-06
1838,9.785601378098363e-07,2.501927919443655e-07,1.1324326091458455e-06,1.1324326091458455e-06
1839,9.766610803905808e-07,2.6316182502991327e-07,1.1152489897930146e-06,1.1152489897930146e-06
1840,9.740831988632896e-07,2.851040627709673e-07,1.138075796396671e-06,1.138075796396671e-06
1841,9.758301676551388e-07,2.973903739140431e-07,1.1512800191277556e-06,1.1512800191277556e-06
1842,1.0222436880472481e-06,3.176478579851911e-07,1.1321717140942513e-06,1.1321717140942513e-06
1843,1.0315954130289486e-06,3.350683885271012e-07,1.1491761954727866e-06,1.1491761954727866e-06
1844,1.0670865029689075e-06,3.3593308858468974e-07,1.1467926047511616e-06,1.1467926047511616e-06
1845,9.552988363533847e-07,3.41397085078045e-07,1.1243760289809351e-06,1.1243760289809351e-06
1846,9.432653200747154e-07,3.3160012995787316e-07,1.1260199731363433e-06,1.1260199731363433e-06
1847,9.599704152865992e-07,2.968335987166678e-07,1.1736980403449188e-06,1.1736980403449188e-06
1848,9.839667508718515e-07,2.917176910191951e-07,1.150991563138502e-06,1.150991563138502e-06
1849,9.809351126932597e-07,2.614220976836025e-07,1.2147812965070313e-06,1.2147812965070313e-06
1850,1.02383234791757e-06,2.5342697743521316e-07,1.1994507238861324e-06,1.1994507238861324e-06
1851,1.0048874839542674e-06,2.5956611742523297e-07,1.231547230418073e-06,1.231547230418073e-06
1852,1.0378825062876525e-06,2.4952629473773413e-07,1.1955270744173113e-06,1.1955270744173113e-06
1853,1.0584574689736265e-06,2.5279212780203254e-07,1.191298654898024e-06,1.191298654898024e-06
1854,1.0480660372585199e-06,2.598605297927341e-07,1.1306651767232064e-06,1.1306651767232064e-06
1855,1.018844394755953e-06,2.512710608471025e-07,1.2145456967768302e-06,1.2145456967768302e-06
1856,1.0001150566755053e-06,2.4801427603701344e-07,1.160494865156839e-06,1.160494865156839e-06
1857,1.0073053431369772e-06,2.356915952564772e-07,1.1885152113271552e-06,1.1885152113271552e-06
1858,1.0029754012716045e-06,2.3183157184446047e-07,1.1717878659770316e-06,1.1717878659770316e-06
1859,9.938613223831844e-07,2.44988825670589e-07,1.1863306618969155e-06,1.1863306618969155e-06
1860,9.937417725528315e-07,2.5221891064575175e-07,1.2199441406275063e-06,1.2199441406275063e-06
1861,9.897974402000337e-07,2.505208840375417e-07,1.2483150158004719e-06,1.2483150158004719e-06
1862,1.0305350883754727e-06,2.5491516250245437e-07,1.1648066577306184e-06,1.1648066577306184e-06
1863,1.0158005271218177e-06,2.6240134535068395e-07,1.1633476008552992e-06,1.1633476008552992e-06
1864,9.836347365827741e-07,2.646967414778244e-07,1.1379707497586163e-06,1.1379707497586163e-06
1865,1.0009496073897545e-06,2.7257081975611594e-07,1.2012270644845557e-06,1.2012270644845557e-06
1866,9.942450073400063e-07,2.66894980021399e-07,1.2285237452098435e-06,1.2285237452098435e-06
1867,9.998135348204023e-07,2.75133556572525e-07,1.2194771475800996e-06,1.2194771475800996e-06
1868,9.899493582971836e-07,3.499466702448574e-07,1.1992960448229236e-06,1.1992960448229236e-06
1869,9.867822866129115e-07,3.7199166870647916e-07,1.1947319243128213e-06,1.1947319243128213e-06
1870,1.0032246028198903e-06,3.88985431040315e-07,1.172433079383544e-06,1.172433079383544e-06
1871,9.954039147227637e-07,4.03287706214022e-07,1.2011980743409367e-06,1.2011980743409367e-06
1872,9.931689451799945e-07,4.1161189301419654e-07,1.111637077753715e-06,1.111637077753715e-06
1873,1.053029011797792e-06,4.4953605587189873e-07,1.1334699852990785e-06,1.1334699852990785e-06
1874,1.019906708929089e-06,4.685260941122189e-07,1.1373010855615057e-06,1.1373010855615057e-06
1875,1.0085447489213299e-06,4.335640621125744e-07,1.1560731861339133e-06,1.1560731861339133e-06
1876,9.675739371622122e-07,4.6247418237856307e-07,1.1822232863778481e-06,1.1822232863778481e-06
1877,9.539518340976168e-07,4.936428297241946e-07,1.1855469373196165e-06,1.1855469373196165e-06
1878,9.504923030233061e-07,5.482277945897554e-07,1.1645434402193392e-06,1.1645434402193392e-06
1879,9.318432765732203e-07,5.770776933137053e-07,1.1975592185210968e-06,1.1975592185210968e-06
1880,8.644460730725509e-07,6.289286846237831e-07,1.1879932831756638e-06,1.1879932831756638e-06
1881,8.735673548341895e-07,6.424578730600063e-07,1.1980935141764348e-06,1.1980935141764348e-06
1882,8.805205067931508e-07,6.344671744175554e-07,1.1854277610317304e-06,1.1854277610317304e-06
1883,8.737314536639522e-07,6.000874991838958e-07,1.1820785955153821e-06,1.1820785955153821e-06
1884,8.544070624338929e-07,6.131312042206056e-07,1.1776172154246263e-06,1.1776172154246263e-06
1885,8.47767881038765e-07,6.190419290825438e-07,1.1829953986567228e-06,1.1829953986567228e-06
1886,8.454297975341823e-07,6.279972199406205e-07,1.1815040059965604e-06,1.1815040059965604e-06
1887,8.438839894811931e-07,5.62659193649649e-07,1.141547467601153e-06,1.141547467601153e-06
1888,8.409632528127986e-07,5.533040174603749e-07,1.0947015880446997e-06,1.0947015880446997e-06
1889,8.290973434148847e-07,5.903839215599354e-07,1.0740428706412786e-06,1.0740428706412786e-06
1890,8.292438776282194e-07,6.332937151195697e-07,1.069006283874582e-06,1.069006283874582e-06
1891,8.342692987233542e-07,5.936854969539646e-07,1.1446584754334514e-06,1.1446584754334514e-06
1892,8.473441214716461e-07,5.368762328674035e-07,1.1280352997086344e-06,1.1280352997086344e-06
1893,8.374748290407297e-07,5.04301981761403e-07,1.1324811047026223e-06,1.1324811047026223e-06
1894,8.314466575549366e-07,4.945236956440827e-07,1.1379359615862735e-06,1.1379359615862735e-06
1895,8.329009314625832e-07,4.639735128161452e-07,1.1287337510371539e-06,1.1287337510371539e-06
1896,8.514955912427727e-07,4.221423068884178e-07,1.1257574621075556e-06,1.1257574621075556e-06
1897,8.653603020190661e-07,3.871669938299809e-07,1.0756781908379968e-06,1.0756781908379968e-06
1898,8.620445198305658e-07,3.946136441105149e-07,9.879536102224456e-07,9.879536102224456e-07
1899,8.460522492116849e-07,3.9306667076743906e-07,9.565091626687457e-07,9.565091626687457e-07
1900,8.419411057859958e-07,3.743371134338044e-07,8.894308263864202e-07,8.894308263864202e-07
1901,8.328790467463218e-07,3.569027577603785e-07,8.619202763579128e-07,8.619202763579128e-07
1902,8.221972182452321e-07,3.4937805740550433e-07,8.70533499762262e-07,8.70533499762262e-07
1903,8.097081263258588e-07,3.257555931668321e-07,8.615836577519076e-07,8.615836577519076e-07
1904,8.118960782407417e-07,3.0227304088319737e-07,8.712352804910292e-07,8.712352804910292e-07
1905,8.166613594897041e-07,2.745826139159492e-07,9.138700534094824e-07,9.138700534094824e-07
1906,8.272443941288137e-07,2.568141996204888e-07,9.786071716786995e-07,9.786071716786995e-07
1907,8.448581476321644e-07,2.522916702218936e-07,1.0738459812793216e-06,1.0738459812793216e-06
1908,8.520329483222408e-07,2.360826089540881e-07,1.2390473378738015e-06,1.2390473378738015e-06
1909,8.801355712811138e-07,2.2591286048217235e-07,1.3241377376159238e-06,1.3241377376159238e-06
1910,8.895289462478624e-07,2.0740017094210218e-07,1.3693430267786816e-06,1.3693430267786816e-06
1911,9.141592321222041e-07,1.9702561969227516e-07,1.3852210096436984e-06,1.3852210096436984e-06
1912,9.478524053260376e-07,1.8154212609390795e-07,1.36200495554866e-06,1.36200495554866e-06
1913,9.96553840845341e-07,1.7842474976857504e-07,1.3302217374595266e-06,1.3302217374595266e-06
1914,1.0570683213830177e-06,1.7255308648600476e-07,1.283065525318047e-06,1.283065525318047e-06
1915,1.1225305343032232e-06,1.7192049028835754e-07,1.2177719749420897e-06,1.2177719749420897e-06
1916,1.1488286710508483e-06,1.7124463218871305e-07,1.1383603220695347e-06,1.1383603220695347e-06
1917,1.201355173309691e-06,1.685090873187229e-07,1.1434844152193233e-06,1.1434844152193233e-06
1918,1.2466231120405219e-06,1.6846726071305186e-07,1.2360622219733029e-06,1.2360622219733029e-06
1919,1.2376721575232556e-06,1.7480943118438779e-07,1.3105302839124176e-06,1.3105302839124176e-06
1920,1.2126962474212633e-06,1.9225178147865206e-07,1.3783600414691527e-06,1.3783600414691527e-06
1921,1.1693690242152246e-06,2.0118032953827685e-07,1.748422862744649e-06,1.748422862744649e-06
1922,1.1275774828131295e-06,2.2569651036974392e-07,1.7791832403548012e-06,1.7791832403548012e-06
1923,1.1069056264594629e-06,2.3733965040914233e-07,1.8691766529497857e-06,1.8691766529497857e-06
1924,1.068677241684262e-06,2.6279779368516234e-07,1.89123021040619e-06,1.89123021040619e-06
1925,1.0221342076225222e-06,2.787485401865654e-07,2.0199229961040795e-06,2.0199229961040795e-06
1926,1.0245882841835346e-06,2.912500117905178e-07,2.147386502266662e-06,2.147386502266662e-06
1927,1.0528520176324361e-06,2.865014831091425e-07,2.2108625736499173e-06,2.2108625736499173e-06
1928,1.0956082243345527e-06,2.86680956053585e-07,1.8432178551717828e-06,1.8432178551717828e-06
1929,1.0969468381257945e-06,2.7081809962835125e-07,1.8066285909818752e-06,1.8066285909818752e-06
1930,1.089754391614406e-06,2.6244637751915434e-07,1.783393047714656e-06,1.783393047714656e-06
1931,1.0951963856444178e-06,2.462732758041446e-07,1.8182060037880937e-06,1.8182060037880937e-06
1932,1.0934236667838247e-06,2.384674624116607e-07,1.7775382730178535e-06,1.7775382730178535e-06
1933,1.1079345735457276e-06,2.2994080341374813e-07,1.6305809984779834e-06,1.6305809984779834e-06
1934,1.0729934112012934e-06,2.1974262105166937e-07,1.526073382202802e-06,1.526073382202802e-06
1935,1.0366909626619808e-06,2.1617659992248912e-07,1.5311199571702413e-06,1.5311199571702413e-06
1936,1.056177666214353e-06,2.1808857297855866e-07,1.6153129373768543e-06,1.6153129373768543e-06
1937,1.0958349970938537e-06,2.180919917041787e-07,1.6298403774531574e-06,1.6298403774531574e-06
1938,1.1164241868755198e-06,2.1332284104248954e-07,1.6705573671060847e-06,1.6705573671060847e-06
1939,1.1944773957241393e-06,2.123092010768752e-07,1.6465888685550972e-06,1.6465888685550972e-06
1940,1.2288764180214327e-06,2.164384044687852e-07,1.7925226692178903e-06,1.7925226692178903e-06
1941,1.295262547630825e-06,2.2384226180552753e-07,1.8979853848577477e-06,1.8979853848577477e-06
1942,1.3259482005066405e-06,2.4496026794297775e-07,2.1155451414805223e-06,2.1155451414805223e-06
1943,1.3504487859401188e-06,2.449986311603425e-07,2.17235763752147e-06,2.17235763752147e-06
1944,1.3610250724533607e-06,2.514136322620938e-07,2.521007997659451e-06,2.521007997659451e-06
1945,1.3724675065012498e-06,2.6783574063366747e-07,2.459500462594276e-06,2.459500462594276e-06
1946,1.3137805743619019e-06,2.7835324090119684e-07,2.3454911765189275e-06,2.3454911765189275e-06
1947,1.2768588411355658e-06,2.863967755014788e-07,2.208858079809163e-06,2.208858079809163e-06
1948,1.2261219321122293e-06,3.028811761396355e-07,2.197234136604363e-06,2.197234136604363e-06
1949,1.2210488843525776e-06,2.9254222714111424e-07,2.0296010104305296e-06,2.0296010104305296e-06
1950,1.2033469991885276e-06,3.054816772873892e-07,1.9072851143521672e-06,1.9072851143521672e-06
1951,1.1879466878131747e-06,3.18443259824822e-07,1.555900098537677e-06,1.555900098537677e-06
1952,1.168633340447351e-06,3.1490127331120933e-07,1.61808705862703e-06,1.61808705862703e-06
1953,1.1837917424730091e-06,3.137287844115885e-07,1.835019637448048e-06,1.835019637448048e-06
1954,1.1711380076511496e-06,3.1142828658760534e-07,1.8417713200895896e-06,1.8417713200895896e-06
1955,1.1680554052873049e-06,3.0192107455409965e-07,1.7805922587805462e-06,1.7805922587805462e-06
1956,1.1486601546753912e-06,2.9918090506596074e-07,1.7804202018721429e-06,1.7804202018721429e-06
1957,1.123119529568482e-06,3.0056406379636816e-07,1.8127314790815165e-06,1.8127314790815165e-06
1958,1.0944035823610778e-06,2.9347083747260125e-07,1.8257484758318502e-06,1.8257484758318502e-06
1959,1.0740225206973264e-06,3.015042255226165e-07,1.8098907860673665e-06,1.8098907860673665e-06
1960,1.0447627443811922e-06,3.0968231661583037e-07,1.6552525526744181e-06,1.6552525526744181e-06
1961,1.0436977098444394e-06,3.234382169076915e-07,1.6907940789678833e-06,1.6907940789678833e-06
1962,1.041159764879142e-06,3.366155120992127e-07,1.750425391427208e-06,1.750425391427208e-06
1963,1.0382825946310601e-06,3.524623772526476e-07,1.8065190293522652e-06,1.8065190293522652e-06
1964,1.0369127656823757e-06,3.5778556041675203e-07,1.839290413434875e-06,1.839290413434875e-06
1965,1.0600776444594625e-06,3.7487009357002013e-07,1.8721713104241644e-06,1.8721713104241644e-06
1966,1.0762570354927448e-06,3.782386061500022e-07,1.8792037021090176e-06,1.8792037021090176e-06
1967,1.0971038071667344e-06,4.0009890816301255e-07,1.9509433773886746e-06,1.9509433773886746e-06
1968,1.1048860609922225e-06,4.049353289506793e-07,2.00433482534988e-06,2.00433482534988e-06
1969,1.1163712088091415e-06,4.0404529905962203e-07,2.062120545685632e-06,2.062120545685632e-06
1970,1.1268470936036984e-06,4.20241316792921e-07,2.1451468228406156e-06,2.1451468228406156e-06
1971,1.148405382472057e-06,4.315627515032767e-07,2.2609137399090936e-06,2.2609137399090936e-06
1972,1.1326635558361886e-06,4.3362143336318173e-07,2.377887686374639e-06,2.377887686374639e-06
1973,1.1398766771110656e-06,4.422418393395284e-07,2.546983686053344e-06,2.546983686053344e-06
1974,1.135571454012409e-06,4.2848011665747823e-07,2.6279276750886183e-06,2.6279276750886183e-06
1975,1.1983324839093257e-06,4.48280096471925e-07,2.7339438020135276e-06,2.7339438020135276e-06
1976,1.200969498833209e-06,4.792983645529603e-07,2.850244495026085e-06,2.850244495026085e-06
1977,1.2219379154235606e-06,5.123341436176685e-07,2.920817678386811e-06,2.920817678386811e-06
1978,1.2339703516772715e-06,5.989557873168191e-07,2.937761662126702e-06,2.937761662126702e-06
1979,1.2894211392579434e-06,6.5212221654422e-07,2.9897918401340055e-06,2.9897918401340055e-06
1980,1.3129094570883484e-06,7.28435383377603e-07,3.0285124401936107e-06,3.0285124401936107e-06
1981,1.349244371340319e-06,8.141826616078365e-07,3.080758070999374e-06,3.080758070999374e-06
1982,1.3409447449573366e-06,8.852303413472587e-07,3.1273223807407443e-06,3.1273223807407443e-06
1983,1.3956628371098695e-06,9.506412896241403e-07,3.2074028045566853e-06,3.2074028045566853e-06
1984,1.443716363220509e-06,1.0005068621207362e-06,3.3234591358320486e-06,3.3234591358320486e-06
1985,1.5094091817705442e-06,1.0379386107420681e-06,3.43887398100508e-06,3.43887398100508e-06
1986,1.562025415426303e-06,1.1198388684923494e-06,3.6270192660075347e-06,3.6270192660075347e-06
1987,1.6365580839711974e-06,1.1954960785130555e-06,3.7572471813161556e-06,3.7572471813161556e-06
1988,1.6927434671742958e-06,1.2677654532516108e-06,3.943441372809632e-06,3.943441372809632e-06
1989,1.7401206215643988e-06,1.3697872580970788e-06,4.091301596937618e-06,4.091301596937618e-06
1990,1.7920676620113746e-06,1.4435414479001857e-06,4.272693071730568e-06,4.272693071730568e-06
1991,1.839572860262706e-06,1.567164596443555e-06,4.437620581094441e-06,4.437620581094441e-06
1992,1.8834768005555297e-06,1.620427172253715e-06,4.613863568790423e-06,4.613863568790423e-06
1993,1.920942638987201e-06,1.7109760912197608e-06,4.721389099618786e-06,4.721389099618786e-06
1994,1.9400325429939713e-06,1.7759947468221071e-06,4.911550084735998e-06,4.911550084735998e-06
1995,1.9683078725003204e-06,1.8159640668662696e-06,5.04191848449409e-06,5.04191848449409e-06
1996,2.01379657482903e-06,1.8470741614302305e-06,5.199972682541036e-06,5.199972682541036e-06
1997,2.0505597149167443e-06,1.904529004345282e-06,5.234522177488543e-06,5.234522177488543e-06
1998,2.072831843439157e-06,1.9292546572354955e-06,5.340935656152267e-06,5.340935656152267e-06
1999,2.0788270376215223e-06,1.9888940739422523e-06,5.468968148696669e-06,5.468968148696669e-06
2000,2.0914944798278157e-06,2.045130892318931e-06,5.590481902930021e-06,5.590481902930021e-06
2001,2.112904277445133e-06,2.119419751319843e-06,5.623442575597437e-06,5.623442575597437e-06
2002,2.1339044451451628e-06,2.229552235024e-06,5.722645970048948e-06,5.722645970048948e-06
2003,2.134393883222531e-06,2.3001356826820744e-06,5.791048157074588e-06,5.791048157074588e-06
2004,2.107701610449502e-06,2.3824684376450023e-06,5.9728083994871535e-06,5.9728083994871535e-06
2005,2.1023355267451346e-06,2.4251148715848103e-06,6.048498107702471e-06,6.048498107702471e-06
2006,2.1052593898015663e-06,2.411265638459424e-06,6.190956420531231e-06,6.190956420531231e-06
2007,2.0995705004419766e-06,2.4064119575736446e-06,6.430299825816681e-06,6.430299825816681e-06
2008,2.079666046483908e-06,2.3733109303845723e-06,6.718929983305445e-06,6.718929983305445e-06
2009,2.0340432261686407e-06,2.349404147545491e-06,6.89936859998852e-06,6.89936859998852e-06
2010,2.004418807441003e-06,2.3335422676089886e-06,7.034731359973583e-06,7.034731359973583e-06
2011,2.017292250197248e-06,2.327803031221265e-06,7.466330056818801e-06,7.466330056818801e-06
2012,2.0456843360859367e-06,2.4302771310301196e-06,7.700379163517418e-06,7.700379163517418e-06
2013,2.042806792295388e-06,2.613973590216899e-06,7.827942291831797e-06,7.827942291831797e-06
2014,2.04609562258286e-06,2.726828110358578e-06,7.814071328279429e-06,7.814071328279429e-06
2015,2.056188057914759e-06,2.84926321520678e-06,7.594563482728388e-06,7.594563482728388e-06
2016,2.1002375823237732e-06,4.983737588710417e-06,7.432929188715727e-06,7.432929188715727e-06
2017,2.129353939987292e-06,5.4204042119939304e-06,7.530321984935047e-06,7.530321984935047e-06
2018,2.137264164048247e-06,6.000239045533817e-06,7.144189930841094e-06,7.144189930841094e-06
2019,2.1020176745878416e-06,6.7196289705862e-06,6.955953153919836e-06,6.955953153919836e-06
