ngram,Engine,Engne,Engin,Engine
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1579,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1580,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1581,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1582,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1583,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1584,4.81826223871654e-07,0.0,0.0,4.81826223871654e-07
1585,0.0,0.0,0.0,0.0
1586,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1587,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1588,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1589,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1590,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1591,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1592,7.188938460395937e-07,0.0,0.0,7.188938460395937e-07
1593,0.0,0.0,0.0,0.0
1594,1.67631583281036e-07,0.0,0.0,1.67631583281036e-07
1595,1.67631583281036e-07,0.0,0.0,1.67631583281036e-07
1596,1.67631583281036e-07,0.0,2.1041822557370843e-07,1.67631583281036e-07
1597,2.886936759490969e-07,0.0,2.1041822557370843e-07,2.886936759490969e-07
1598,6.791079272261413e-06,0.0,2.1041822557370843e-07,6.791079272261413e-06
1599,6.791079272261413e-06,0.0,2.1041822557370843e-07,6.791079272261413e-06
1600,6.791079272261413e-06,0.0,2.1041822557370843e-07,6.791079272261413e-06
1601,6.623447688980377e-06,0.0,2.1041822557370843e-07,6.623447688980377e-06
1602,6.623447688980377e-06,0.0,2.1041822557370843e-07,6.623447688980377e-06
1603,6.623447688980377e-06,0.0,0.0,6.623447688980377e-06
1604,6.672655916060778e-06,0.0,0.0,6.672655916060778e-06
1605,1.7027031974846197e-07,0.0,0.0,1.7027031974846197e-07
1606,1.7027031974846197e-07,0.0,0.0,1.7027031974846197e-07
1607,1.7027031974846197e-07,0.0,0.0,1.7027031974846197e-07
1608,3.699479163645135e-07,0.0,0.0,3.699479163645135e-07
1609,7.472958714060951e-07,0.0,0.0,7.472958714060951e-07
1610,8.747441354119343e-07,0.0,0.0,8.747441354119343e-07
1611,9.092983727246715e-07,0.0,0.0,9.092983727246715e-07
1612,1.1782991009567922e-06,0.0,0.0,1.1782991009567922e-06
1613,1.3381095819957928e-06,0.0,0.0,1.3381095819957928e-06
1614,1.3381095819957928e-06,0.0,0.0,1.3381095819957928e-06
1615,1.1384319853797415e-06,0.0,3.809432525615973e-07,1.1384319853797415e-06
1616,7.610840303381597e-07,0.0,3.809432525615973e-07,7.610840303381597e-07
1617,1.0042597620797875e-06,0.0,3.809432525615973e-07,1.0042597620797875e-06
1618,7.994352050185885e-07,0.0,5.778975297029579e-07,7.994352050185885e-07
1619,1.2056414594293789e-06,0.0,5.778975297029579e-07,1.2056414594293789e-06
1620,1.2473088060817515e-06,0.0,6.786364435486445e-07,1.2473088060817515e-06
1621,1.4257268016340926e-06,0.0,6.786364435486445e-07,1.4257268016340926e-06
1622,1.4257268016340926e-06,0.0,2.976931909870473e-07,1.4257268016340926e-06
1623,1.4257268016340926e-06,0.0,2.976931909870473e-07,1.4257268016340926e-06
1624,1.8017637850269758e-06,0.0,2.976931909870473e-07,1.8017637850269758e-06
1625,1.8017637850269758e-06,0.0,9.313858169792053e-07,1.8017637850269758e-06
1626,1.5858004352204652e-06,0.0,9.313858169792053e-07,1.5858004352204652e-06
1627,1.5440939478139626e-06,0.0,9.904182434183895e-07,1.5440939478139626e-06
1628,1.4311875783537938e-06,0.0,9.904182434183895e-07,1.4311875783537938e-06
1629,1.4311875783537938e-06,0.0,9.904182434183895e-07,1.4311875783537938e-06
1630,1.603685575446434e-06,0.0,9.904182434183895e-07,1.603685575446434e-06
1631,1.1404245096205808e-06,0.0,9.904182434183895e-07,1.1404245096205808e-06
1632,1.3236767780914046e-06,0.0,2.513974745202826e-07,1.3236767780914046e-06
1633,1.1386187403721643e-06,0.0,2.513974745202826e-07,1.1386187403721643e-06
1634,1.1022655631417625e-06,0.0,9.162613423541188e-08,1.1022655631417625e-06
1635,1.1190736505081337e-06,0.0,9.162613423541188e-08,1.1190736505081337e-06
1636,1.4664512864978211e-06,0.0,9.162613423541188e-08,1.4664512864978211e-06
1637,1.5134336714644242e-06,0.0,9.162613423541188e-08,1.5134336714644242e-06
1638,1.2973687952515839e-06,0.0,9.162613423541188e-08,1.2973687952515839e-06
1639,1.4255974463139864e-06,0.0,0.0,1.4255974463139864e-06
1640,1.459836024001301e-06,0.0,0.0,1.459836024001301e-06
1641,1.3961399482858333e-06,0.0,0.0,1.3961399482858333e-06
1642,1.5297199037636996e-06,0.0,0.0,1.5297199037636996e-06
1643,1.2726647144388283e-06,0.0,0.0,1.2726647144388283e-06
1644,1.5114916729024635e-06,0.0,0.0,1.5114916729024635e-06
1645,1.6406239597342522e-06,0.0,0.0,1.6406239597342522e-06
1646,1.4298814505764312e-06,0.0,0.0,1.4298814505764312e-06
1647,1.5376394872289114e-06,0.0,1.040455523642387e-07,1.5376394872289114e-06
1648,1.7071635787553013e-06,0.0,1.040455523642387e-07,1.7071635787553013e-06
1649,1.6477194597947736e-06,0.0,3.387288692075734e-07,1.6477194597947736e-06
1650,1.8648379571979085e-06,0.0,7.779302271566329e-07,1.8648379571979085e-06
1651,1.6215310227250614e-06,0.0,7.779302271566329e-07,1.6215310227250614e-06
1652,2.9838627792092405e-06,0.0,9.449444097039564e-07,2.9838627792092405e-06
1653,3.0338759253416877e-06,0.0,9.449444097039564e-07,3.0338759253416877e-06
1654,2.783626460508718e-06,0.0,8.82382043495714e-07,2.783626460508718e-06
1655,2.670586370965923e-06,0.0,9.404850881570123e-07,2.670586370965923e-06
1656,2.650052814650345e-06,0.0,7.058017713136775e-07,2.650052814650345e-06
1657,2.95430935791176e-06,0.0,2.944048458987579e-07,2.95430935791176e-06
1658,5.205628091126917e-06,0.0,2.944048458987579e-07,5.205628091126917e-06
1659,4.161503974436138e-06,0.0,3.2039377068875705e-07,4.161503974436138e-06
1660,4.411626434830396e-06,0.0,4.005685708209837e-07,4.411626434830396e-06
1661,5.992514299383142e-06,0.0,3.590853846649874e-07,5.992514299383142e-06
1662,7.0537041908989655e-06,0.0,1.6813775382778268e-06,7.0537041908989655e-06
1663,7.640426929356181e-06,0.0,1.747072516877779e-06,7.640426929356181e-06
1664,1.0133664838057094e-05,0.0,1.955085963345482e-06,1.0133664838057094e-05
1665,9.651468417359865e-06,0.0,2.087360810167281e-06,9.651468417359865e-06
1666,1.1813336056677923e-05,0.0,1.8943577028299581e-06,1.1813336056677923e-05
1667,1.2191317637189059e-05,0.0,2.0413491159030983e-06,1.2191317637189059e-05
1668,1.0882029203328005e-05,0.0,2.3038684113479187e-06,1.0882029203328005e-05
1669,1.0064082321800275e-05,0.0,9.234732130737809e-07,1.0064082321800275e-05
1670,1.0694158423315717e-05,0.0,1.0896732354532496e-06,1.0694158423315717e-05
1671,8.332316708349805e-06,0.0,8.929655491231512e-07,8.332316708349805e-06
1672,7.332218014458444e-06,0.0,1.2281021172709318e-06,7.332218014458444e-06
1673,5.52167586777484e-06,0.0,1.4507879484426667e-06,5.52167586777484e-06
1674,6.434407526155285e-06,0.0,1.581457488392906e-06,6.434407526155285e-06
1675,6.683245341524266e-06,0.0,1.4562121910850173e-06,6.683245341524266e-06
1676,6.882100868616752e-06,0.0,1.4562121910850173e-06,6.882100868616752e-06
1677,6.3690349634271115e-06,0.0,1.2914895860051599e-06,6.3690349634271115e-06
1678,6.2035798821723025e-06,0.0,1.2523793933334154e-06,6.2035798821723025e-06
1679,6.857651442260249e-06,0.0,8.311115168778218e-07,6.857651442260249e-06
1680,6.697626239266745e-06,0.0,6.989353339901884e-07,6.697626239266745e-06
1681,5.923448757779884e-06,0.0,3.6347542829519496e-07,5.923448757779884e-06
1682,7.091893816582992e-06,0.0,2.66523496098411e-07,7.091893816582992e-06
1683,7.1514715663007725e-06,0.0,3.989268658902542e-07,7.1514715663007725e-06
1684,6.896248253594552e-06,0.0,3.317544699906908e-07,6.896248253594552e-06
1685,7.308695395685001e-06,0.0,3.721661333396956e-07,7.308695395685001e-06
1686,6.527105207559154e-06,0.0,3.5365180143084475e-07,6.527105207559154e-06
1687,6.521531499207153e-06,0.0,3.455423325249285e-07,6.521531499207153e-06
1688,6.070037508314792e-06,0.0,3.6975806340576257e-07,6.070037508314792e-06
1689,4.87821700647016e-06,0.0,3.6100716727105464e-07,4.87821700647016e-06
1690,4.800362181153364e-06,0.0,2.493740883632459e-07,4.800362181153364e-06
1691,4.827581863407561e-06,0.0,2.493740883632459e-07,4.827581863407561e-06
1692,4.500201384871616e-06,0.0,3.7463874085525664e-07,4.500201384871616e-06
1693,4.17666628241672e-06,0.0,5.664678935448007e-07,4.17666628241672e-06
1694,4.451686761188155e-06,0.0,5.084532647612962e-07,4.451686761188155e-06
1695,4.885165610955612e-06,0.0,4.928752933405381e-07,4.885165610955612e-06
1696,4.867754829060037e-06,0.0,5.24287906549554e-07,4.867754829060037e-06
1697,4.974269846310822e-06,0.0,6.284178896618999e-07,4.974269846310822e-06
1698,8.23110255104049e-06,0.0,6.491604308069197e-07,8.23110255104049e-06
1699,9.803288743829139e-06,0.0,5.226927360776504e-07,9.803288743829139e-06
1700,9.972202471025022e-06,0.0,3.4222793487970193e-07,9.972202471025022e-06
1701,9.895789064882723e-06,0.0,3.8550969959162883e-07,9.895789064882723e-06
1702,9.967192389532492e-06,0.0,3.784664122414532e-07,9.967192389532492e-06
1703,1.0061369656406377e-05,0.0,3.375650489293288e-07,1.0061369656406377e-05
1704,1.0610150898823381e-05,0.0,2.819589082849104e-07,1.0610150898823381e-05
1705,7.739867604478995e-06,0.0,3.619522195614471e-07,7.739867604478995e-06
1706,6.534986758716903e-06,0.0,3.3381898134621224e-07,6.534986758716903e-06
1707,6.635164611777457e-06,0.0,3.4343523529806977e-07,6.635164611777457e-06
1708,6.392074997815403e-06,0.0,2.854137873344241e-07,6.392074997815403e-06
1709,5.986452768930965e-06,0.0,2.7346848392133847e-07,5.986452768930965e-06
1710,6.2107330580017465e-06,0.0,2.6860108753063674e-07,6.2107330580017465e-06
1711,6.013719095270582e-06,0.0,2.3807626904824376e-07,6.013719095270582e-06
1712,5.580416200245963e-06,0.0,4.6324299875420495e-07,5.580416200245963e-06
1713,5.61057108175841e-06,0.0,4.846216614039025e-07,5.61057108175841e-06
1714,5.62209613365537e-06,0.0,4.4558345990708403e-07,5.62209613365537e-06
1715,6.528661872705145e-06,0.0,4.47259945904729e-07,6.528661872705145e-06
1716,6.7515774000120084e-06,0.0,4.617998042379311e-07,6.7515774000120084e-06
1717,6.780918803477627e-06,0.0,4.751504028328262e-07,6.780918803477627e-06
1718,6.4793670649773305e-06,0.0,4.4412284440552086e-07,6.4793670649773305e-06
1719,7.448744197193134e-06,0.0,1.2480513333912313e-07,7.448744197193134e-06
1720,7.2856304151563175e-06,0.0,1.014122160216045e-07,7.2856304151563175e-06
1721,7.426889819076418e-06,0.0,9.184060546983477e-08,7.426889819076418e-06
1722,6.443974078657837e-06,0.0,1.268837723143536e-07,6.443974078657837e-06
1723,7.477559782793313e-06,0.0,1.0031889782372413e-07,7.477559782793313e-06
1724,8.01648710486396e-06,0.0,7.562419566754994e-08,8.01648710486396e-06
1725,7.805023902359867e-06,0.0,8.258834530546924e-08,7.805023902359867e-06
1726,7.516311045817149e-06,0.0,8.239097226692138e-08,7.516311045817149e-06
1727,7.378800773949479e-06,0.0,7.332984403823112e-08,7.378800773949479e-06
1728,7.577316117541548e-06,0.0,7.332984403823112e-08,7.577316117541548e-06
1729,8.04912325033261e-06,0.0,2.69643238531054e-08,8.04912325033261e-06
1730,7.414015824126961e-06,0.0,2.69643238531054e-08,7.414015824126961e-06
1731,7.010317631284124e-06,0.0,2.109340410275503e-08,7.010317631284124e-06
1732,7.507610981909758e-06,0.0,6.3874980225721495e-09,7.507610981909758e-06
1733,6.781881828438989e-06,0.0,2.8099078365682673e-08,6.781881828438989e-06
1734,6.672718557508363e-06,0.0,4.35842732063715e-08,6.672718557508363e-06
1735,6.224251852212806e-06,0.0,4.35842732063715e-08,6.224251852212806e-06
1736,5.983187488059879e-06,0.0,4.35842732063715e-08,5.983187488059879e-06
1737,5.17730748989769e-06,0.0,4.35842732063715e-08,5.17730748989769e-06
1738,4.306810995201106e-06,0.0,4.35842732063715e-08,4.306810995201106e-06
1739,3.873478541598681e-06,0.0,4.35842732063715e-08,3.873478541598681e-06
1740,4.319504552898122e-06,0.0,1.5485194840688824e-08,4.319504552898122e-06
1741,8.49350309246282e-06,0.0,5.9413507764410105e-09,8.49350309246282e-06
1742,9.752838764143235e-06,0.0,1.2318723057498054e-08,9.752838764143235e-06
1743,9.828615199174756e-06,0.0,3.158151023236704e-08,9.828615199174756e-06
1744,1.0514836097692231e-05,0.0,5.3901811522142195e-08,1.0514836097692231e-05
1745,1.0850008883218315e-05,0.0,6.021338754586785e-08,1.0850008883218315e-05
1746,1.1385952088208537e-05,4.977977141606971e-09,6.021338754586785e-08,1.1385952088208537e-05
1747,1.0998215267526185e-05,4.977977141606971e-09,6.853169105219032e-08,1.0998215267526185e-05
1748,6.887226001189057e-06,4.977977141606971e-09,6.623007209327625e-08,6.887226001189057e-06
1749,5.547360680273934e-06,4.977977141606971e-09,5.985269981221921e-08,5.547360680273934e-06
1750,5.0439253170355054e-06,4.977977141606971e-09,4.058991263735022e-08,5.0439253170355054e-06
1751,4.301806484363624e-06,4.977977141606971e-09,1.8269611347575066e-08,4.301806484363624e-06
1752,4.0827830097051835e-06,4.977977141606971e-09,1.1958035323849409e-08,4.0827830097051835e-06
1753,3.218875511785362e-06,0.0,1.1958035323849409e-08,3.218875511785362e-06
1754,3.000583303349101e-06,0.0,3.639731817526938e-09,3.000583303349101e-06
1755,2.5723406419534252e-06,0.0,3.85330776810276e-09,2.5723406419534252e-06
1756,2.187777503032911e-06,0.0,6.8887783096930175e-09,2.187777503032911e-06
1757,1.945200324371399e-06,0.0,1.906927136831525e-08,1.945200324371399e-06
1758,1.8410472486201407e-06,0.0,2.2176856160984115e-08,1.8410472486201407e-06
1759,1.7694377285286983e-06,0.0,2.2176856160984115e-08,1.7694377285286983e-06
1760,1.7876692481877399e-06,0.0,2.2176856160984115e-08,1.7876692481877399e-06
1761,1.6193534812763183e-06,0.0,2.4952423619392254e-08,1.6193534812763183e-06
1762,1.4710203848673181e-06,0.0,2.6464279910344757e-08,1.4710203848673181e-06
1763,1.4327640980939447e-06,0.0,2.6267483934004432e-08,1.4327640980939447e-06
1764,1.6861835904689672e-06,0.0,1.9708350253365226e-08,1.6861835904689672e-06
1765,1.6099680806291872e-06,0.0,1.954817387326914e-08,1.6099680806291872e-06
1766,1.4365529149732277e-06,0.0,1.954817387326914e-08,1.4365529149732277e-06
1767,1.3501439996486755e-06,0.0,1.954817387326914e-08,1.3501439996486755e-06
1768,1.2498250774634862e-06,0.0,2.2137031509471073e-08,1.2498250774634862e-06
1769,1.250095083703075e-06,0.0,1.677186745041581e-08,1.250095083703075e-06
1770,1.1379197612118982e-06,0.0,1.9699036053160464e-08,1.1379197612118982e-06
1771,9.050158707525822e-07,0.0,1.4077676675177436e-08,9.050158707525822e-07
1772,8.212227352747245e-07,0.0,1.1130268262604659e-08,8.212227352747245e-07
1773,8.658605322255295e-07,0.0,1.1130268262604659e-08,8.658605322255295e-07
1774,8.38352182849381e-07,0.0,1.1130268262604659e-08,8.38352182849381e-07
1775,9.204783038642615e-07,0.0,5.765843167994587e-09,9.204783038642615e-07
1776,8.810419152333842e-07,0.0,8.478212671596858e-09,8.810419152333842e-07
1777,9.025572548385494e-07,0.0,2.712369503602271e-09,9.025572548385494e-07
1778,9.004911752137039e-07,0.0,2.712369503602271e-09,9.004911752137039e-07
1779,9.833156988341735e-07,0.0,2.712369503602271e-09,9.833156988341735e-07
1780,9.174983688353677e-07,0.0,2.712369503602271e-09,9.174983688353677e-07
1781,8.607432115630737e-07,0.0,6.537403253657561e-09,8.607432115630737e-07
1782,8.233842712408139e-07,0.0,6.537403253657561e-09,8.233842712408139e-07
1783,7.627071535612881e-07,0.0,5.99963279057647e-09,7.627071535612881e-07
1784,8.199329256188191e-07,0.0,9.328577021960882e-09,8.199329256188191e-07
1785,7.568769595828988e-07,0.0,9.328577021960882e-09,7.568769595828988e-07
1786,7.970160303167566e-07,0.0,1.2008773658018462e-08,7.970160303167566e-07
1787,7.650149314031296e-07,0.0,2.7478472576701407e-08,7.650149314031296e-07
1788,7.340543350307729e-07,0.0,2.49599908995281e-08,7.340543350307729e-07
1789,6.713851722192235e-07,0.0,2.6123375716581776e-08,6.713851722192235e-07
1790,8.377090970108319e-07,0.0,2.3948776676060594e-08,8.377090970108319e-07
1791,7.380132842627063e-07,0.0,2.0619832444676182e-08,7.380132842627063e-07
1792,7.61164626185616e-07,0.0,2.0619832444676182e-08,7.61164626185616e-07
1793,7.17586284996027e-07,0.0,1.9911680050808756e-08,7.17586284996027e-07
1794,7.69269084750184e-07,0.0,6.4379522665295295e-09,7.69269084750184e-07
1795,8.619769898489591e-07,0.0,6.957944442831376e-09,8.619769898489591e-07
1796,9.195300419508255e-07,0.0,8.639044400484051e-09,9.195300419508255e-07
1797,1.1595722315048209e-06,0.0,1.4875204433297183e-08,1.1595722315048209e-06
1798,1.2352418739932806e-06,0.0,1.8347144628957527e-08,1.2352418739932806e-06
1799,1.2361744633640877e-06,0.0,2.135099246609278e-08,1.2361744633640877e-06
1800,1.300756285412977e-06,0.0,2.0613940015274627e-08,1.300756285412977e-06
1801,1.2663465684324495e-06,0.0,2.001099032509858e-08,1.2663465684324495e-06
1802,1.2803128827597123e-06,0.0,1.905269967191917e-08,1.2803128827597123e-06
1803,1.255468573292871e-06,0.0,1.831421458931004e-08,1.255468573292871e-06
1804,9.335551404936788e-07,0.0,1.3908519859638448e-08,9.335551404936788e-07
1805,8.7490352435842e-07,0.0,1.1994644706041818e-08,8.7490352435842e-07
1806,9.169441942244053e-07,0.0,1.002499727675854e-08,9.169441942244053e-07
1807,8.127734239289046e-07,0.0,9.41766918417995e-09,8.127734239289046e-07
1808,8.230007892962021e-07,0.0,1.1319732326090356e-08,8.230007892962021e-07
1809,8.003798857966363e-07,0.0,1.3165351031574346e-08,8.003798857966363e-07
1810,7.907063377388113e-07,0.0,1.236697722006852e-08,7.907063377388113e-07
1811,7.705393402700013e-07,0.0,1.0770895857754276e-08,7.705393402700013e-07
1812,8.015950762845543e-07,0.0,1.0645080436181128e-08,8.015950762845543e-07
1813,8.392180948898645e-07,0.0,1.1938632749064482e-08,8.392180948898645e-07
1814,8.397186905183065e-07,0.0,1.1937843475655946e-08,8.397186905183065e-07
1815,8.91830308903861e-07,0.0,1.076730666531895e-08,8.91830308903861e-07
1816,1.056667453472723e-06,0.0,9.57481611456907e-09,1.056667453472723e-06
1817,1.079596919290842e-06,0.0,1.0494708721101428e-08,1.079596919290842e-06
1818,1.104025532835554e-06,0.0,1.1155499127620975e-08,1.104025532835554e-06
1819,1.289784052005416e-06,0.0,1.1226223887003276e-08,1.289784052005416e-06
1820,1.3386362606330034e-06,0.0,9.782852750106485e-09,1.3386362606330034e-06
1821,1.7699240808204714e-06,0.0,1.0055858114453388e-08,1.7699240808204714e-06
1822,2.051318136052162e-06,0.0,8.679923763870484e-09,2.051318136052162e-06
1823,2.110637914094176e-06,1.4046276840064464e-10,9.26548355500196e-09,2.110637914094176e-06
1824,2.308976206677471e-06,1.4046276840064464e-10,8.513285251357923e-09,2.308976206677471e-06
1825,2.4591917378659545e-06,1.4046276840064464e-10,9.770596585769096e-09,2.4591917378659545e-06
1826,2.5067503851719915e-06,1.4046276840064464e-10,1.1467074845228353e-08,2.5067503851719915e-06
1827,2.5781445336698587e-06,1.4046276840064464e-10,1.1628399322814533e-08,2.5781445336698587e-06
1828,2.527076048863819e-06,1.4046276840064464e-10,1.1059507468555045e-08,2.527076048863819e-06
1829,2.402660844122043e-06,1.4046276840064464e-10,1.4597625267295404e-08,2.402660844122043e-06
1830,2.2809074867577043e-06,0.0,1.411086098761822e-08,2.2809074867577043e-06
1831,2.2262031831944895e-06,0.0,1.4214750075426861e-08,2.2262031831944895e-06
1832,2.261867036525343e-06,0.0,1.3594954685812257e-08,2.261867036525343e-06
1833,2.4356322358341586e-06,0.0,1.2210023785692264e-08,2.4356322358341586e-06
1834,2.436283011775231e-06,0.0,1.4237544984244518e-08,2.436283011775231e-06
1835,2.372126865728725e-06,8.37834008520539e-11,2.03578790650535e-08,2.372126865728725e-06
1836,2.4189445996723535e-06,8.37834008520539e-11,2.2676531763465846e-08,2.4189445996723535e-06
1837,2.5785522309109055e-06,1.6122481127922583e-10,2.957490925175372e-08,2.5785522309109055e-06
1838,2.701868619884148e-06,2.375505585889519e-10,3.204096467511265e-08,2.701868619884148e-06
1839,2.848936024487817e-06,2.375505585889519e-10,3.3766876152339723e-08,2.848936024487817e-06
1840,2.6681463753318113e-06,2.375505585889519e-10,3.414434753982018e-08,2.6681463753318113e-06
1841,2.6943516136920413e-06,2.375505585889519e-10,3.282056049158655e-08,2.6943516136920413e-06
1842,2.6139751168687198e-06,1.5376715773689805e-10,2.788962445115268e-08,2.6139751168687198e-06
1843,2.629790157828081e-06,1.5376715773689805e-10,2.2661305593934296e-08,2.629790157828081e-06
1844,2.8264458121287006e-06,7.632574730972611e-11,1.5945888038564656e-08,2.8264458121287006e-06
1845,2.8286571510502005e-06,0.0,1.4036263833767343e-08,2.8286571510502005e-06
1846,2.8867046759322486e-06,0.0,1.2342954087379049e-08,2.8867046759322486e-06
1847,3.0419174176391347e-06,0.0,1.2514574011999815e-08,3.0419174176391347e-06
1848,3.2190139336307766e-06,0.0,1.3937018904032681e-08,3.2190139336307766e-06
1849,3.3830917150875654e-06,0.0,1.354516321327992e-08,3.3830917150875654e-06
1850,3.441778582263006e-06,0.0,1.5965690737727656e-08,3.441778582263006e-06
1851,3.3544258063297353e-06,0.0,1.6855412050225434e-08,3.3544258063297353e-06
1852,3.410745746025766e-06,0.0,1.734897330558332e-08,3.410745746025766e-06
1853,3.3908988825714914e-06,4.825934096786e-11,1.843794513892557e-08,3.3908988825714914e-06
1854,3.5342268997088207e-06,4.825934096786e-11,1.8851934489662525e-08,3.5342268997088207e-06
1855,3.4940372708141306e-06,4.825934096786e-11,2.0510210292051008e-08,3.4940372708141306e-06
1856,3.5411759264596706e-06,9.795814556337997e-11,2.1220535804746177e-08,3.5411759264596706e-06
1857,3.6089571884596287e-06,9.795814556337997e-11,1.8915104276524223e-08,3.6089571884596287e-06
1858,3.70867032220953e-06,1.5556165879258644e-10,1.8814403876124937e-08,3.70867032220953e-06
1859,3.9047860614768326e-06,2.1649104731125135e-10,1.9170742073169678e-08,3.9047860614768326e-06
1860,4.064264593190663e-06,1.6823170634339135e-10,1.9383252970937648e-08,4.064264593190663e-06
1861,4.089088926256019e-06,2.2471838675589392e-10,1.9091064602199433e-08,4.089088926256019e-06
1862,4.3484759706708635e-06,2.2471838675589392e-10,1.749256346122203e-08,4.3484759706708635e-06
1863,4.499528618647933e-06,1.7501958216037394e-10,1.823155315605618e-08,4.499528618647933e-06
1864,4.639542696947631e-06,2.221147036137897e-10,2.592294074637331e-08,4.639542696947631e-06
1865,4.698736899756893e-06,2.5296429237034856e-10,2.6249735083995673e-08,4.698736899756893e-06
1866,4.729129354278225e-06,2.8051414365951443e-10,2.773239695029263e-08,4.729129354278225e-06
1867,4.802549678320897e-06,3.237266010813755e-10,3.303277651411918e-08,4.802549678320897e-06
