ngram,X2,X,X,X
1563,0.0,1.2025258781380086e-05,1.2025258781380086e-05,1.2025258781380086e-05
1564,0.0,1.2025258781380086e-05,1.2025258781380086e-05,1.2025258781380086e-05
1565,0.0,3.1586261164712985e-06,3.1586261164712985e-06,3.1586261164712985e-06
1566,0.0,6.96596712909273e-06,6.96596712909273e-06,6.96596712909273e-06
1567,0.0,8.583192668863506e-06,8.583192668863506e-06,8.583192668863506e-06
1568,2.9410813502701264e-06,8.583192668863506e-06,8.583192668863506e-06,8.583192668863506e-06
1569,2.9410813502701264e-06,9.325897995690216e-06,9.325897995690216e-06,9.325897995690216e-06
1570,2.9410813502701264e-06,7.962032863620802e-06,7.962032863620802e-06,7.962032863620802e-06
1571,2.9410813502701264e-06,7.962032863620802e-06,7.962032863620802e-06,7.962032863620802e-06
1572,2.9410813502701264e-06,8.481993648144584e-06,8.481993648144584e-06,8.481993648144584e-06
1573,2.9410813502701264e-06,4.674652635523151e-06,4.674652635523151e-06,4.674652635523151e-06
1574,2.9410813502701264e-06,1.807377657314646e-06,1.807377657314646e-06,1.807377657314646e-06
1575,0.0,3.0646572862938877e-06,3.0646572862938877e-06,3.0646572862938877e-06
1576,0.0,3.223312855230428e-06,3.223312855230428e-06,3.223312855230428e-06
1577,0.0,1.3429216486266732e-05,1.3429216486266732e-05,1.3429216486266732e-05
1578,0.0,1.5597434444966245e-05,1.5597434444966245e-05,1.5597434444966245e-05
1579,0.0,1.8311247556214638e-05,1.8311247556214638e-05,1.8311247556214638e-05
1580,0.0,1.8311247556214638e-05,1.8311247556214638e-05,1.8311247556214638e-05
1581,0.0,1.8359843384782186e-05,1.8359843384782186e-05,1.8359843384782186e-05
1582,0.0,1.794052650438971e-05,1.794052650438971e-05,1.794052650438971e-05
1583,0.0,2.5450061392413253e-05,2.5450061392413253e-05,2.5450061392413253e-05
1584,0.0,1.6143269346814903e-05,1.6143269346814903e-05,1.6143269346814903e-05
1585,0.0,1.4541205668397847e-05,1.4541205668397847e-05,1.4541205668397847e-05
1586,0.0,1.274521946470486e-05,1.274521946470486e-05,1.274521946470486e-05
1587,0.0,1.6552094556183355e-05,1.6552094556183355e-05,1.6552094556183355e-05
1588,0.0,1.66282929967565e-05,1.66282929967565e-05,1.66282929967565e-05
1589,0.0,1.709741549607965e-05,1.709741549607965e-05,1.709741549607965e-05
1590,0.0,9.466446629500882e-06,9.466446629500882e-06,9.466446629500882e-06
1591,0.0,1.0966136155080416e-05,1.0966136155080416e-05,1.0966136155080416e-05
1592,0.0,1.1593925462096064e-05,1.1593925462096064e-05,1.1593925462096064e-05
1593,0.0,1.1272521468137192e-05,1.1272521468137192e-05,1.1272521468137192e-05
1594,0.0,8.303804276822899e-06,8.303804276822899e-06,8.303804276822899e-06
1595,0.0,9.437486824026564e-06,9.437486824026564e-06,9.437486824026564e-06
1596,0.0,1.3601275181177438e-05,1.3601275181177438e-05,1.3601275181177438e-05
1597,0.0,1.4516217626286171e-05,1.4516217626286171e-05,1.4516217626286171e-05
1598,4.423391633931065e-08,1.8398632749137634e-05,1.8398632749137634e-05,1.8398632749137634e-05
1599,4.423391633931065e-08,1.885544517270838e-05,1.885544517270838e-05,1.885544517270838e-05
1600,4.423391633931065e-08,1.8271591898155748e-05,1.8271591898155748e-05,1.8271591898155748e-05
1601,4.423391633931065e-08,1.8605377168309394e-05,1.8605377168309394e-05,1.8605377168309394e-05
1602,4.423391633931065e-08,1.8263798892803607e-05,1.8263798892803607e-05,1.8263798892803607e-05
1603,4.423391633931065e-08,1.3617145506421885e-05,1.3617145506421885e-05,1.3617145506421885e-05
1604,4.423391633931065e-08,1.2433087087109535e-05,1.2433087087109535e-05,1.2433087087109535e-05
1605,0.0,6.8264921862594615e-06,6.8264921862594615e-06,6.8264921862594615e-06
1606,0.0,7.498059176214156e-06,7.498059176214156e-06,7.498059176214156e-06
1607,0.0,9.205019913289497e-06,9.205019913289497e-06,9.205019913289497e-06
1608,0.0,8.831787129435855e-06,8.831787129435855e-06,8.831787129435855e-06
1609,0.0,8.124872952716292e-06,8.124872952716292e-06,8.124872952716292e-06
1610,0.0,7.555549262048901e-06,7.555549262048901e-06,7.555549262048901e-06
1611,0.0,1.0321931232023676e-05,1.0321931232023676e-05,1.0321931232023676e-05
1612,0.0,1.1799315724861767e-05,1.1799315724861767e-05,1.1799315724861767e-05
1613,0.0,1.0915287004666294e-05,1.0915287004666294e-05,1.0915287004666294e-05
1614,0.0,9.335015339014977e-06,9.335015339014977e-06,9.335015339014977e-06
1615,0.0,1.4631396993536327e-05,1.4631396993536327e-05,1.4631396993536327e-05
1616,0.0,1.4237125615831506e-05,1.4237125615831506e-05,1.4237125615831506e-05
1617,0.0,1.6205972997340723e-05,1.6205972997340723e-05,1.6205972997340723e-05
1618,0.0,1.4799845725324953e-05,1.4799845725324953e-05,1.4799845725324953e-05
1619,0.0,1.3323046882110898e-05,1.3323046882110898e-05,1.3323046882110898e-05
1620,0.0,1.5209136855836342e-05,1.5209136855836342e-05,1.5209136855836342e-05
1621,0.0,2.4006070978949928e-05,2.4006070978949928e-05,2.4006070978949928e-05
1622,0.0,1.9177250221348784e-05,1.9177250221348784e-05,1.9177250221348784e-05
1623,0.0,1.962506829451221e-05,1.962506829451221e-05,1.962506829451221e-05
1624,2.090650663636292e-06,2.6361255614964258e-05,2.6361255614964258e-05,2.6361255614964258e-05
1625,2.090650663636292e-06,2.5736160296219168e-05,2.5736160296219168e-05,2.5736160296219168e-05
1626,2.090650663636292e-06,2.6438684212085457e-05,2.6438684212085457e-05,2.6438684212085457e-05
1627,2.090650663636292e-06,2.4552242004054798e-05,2.4552242004054798e-05,2.4552242004054798e-05
1628,2.090650663636292e-06,1.8895762618090623e-05,1.8895762618090623e-05,1.8895762618090623e-05
1629,2.090650663636292e-06,1.9362607547788813e-05,1.9362607547788813e-05,1.9362607547788813e-05
1630,2.090650663636292e-06,3.804663875988419e-05,3.804663875988419e-05,3.804663875988419e-05
1631,0.0,3.027698728276716e-05,3.027698728276716e-05,3.027698728276716e-05
1632,0.0,3.2237931658788253e-05,3.2237931658788253e-05,3.2237931658788253e-05
1633,0.0,3.2231128768346806e-05,3.2231128768346806e-05,3.2231128768346806e-05
1634,2.3449449924685595e-06,4.116031206129784e-05,4.116031206129784e-05,4.116031206129784e-05
1635,2.3449449924685595e-06,3.950095041156081e-05,3.950095041156081e-05,3.950095041156081e-05
1636,4.081833139935043e-06,4.0894232889903446e-05,4.0894232889903446e-05,4.0894232889903446e-05
1637,4.593954015165634e-06,2.396256344841926e-05,2.396256344841926e-05,2.396256344841926e-05
1638,4.593954015165634e-06,2.4118984453837455e-05,2.4118984453837455e-05,2.4118984453837455e-05
1639,7.163671528230355e-06,2.301456593808585e-05,2.301456593808585e-05,2.301456593808585e-05
1640,7.163671528230355e-06,2.2774526509497912e-05,2.2774526509497912e-05,2.2774526509497912e-05
1641,4.8187265357617955e-06,1.485600673082185e-05,1.485600673082185e-05,1.485600673082185e-05
1642,4.8187265357617955e-06,1.4334941624838393e-05,1.4334941624838393e-05,1.4334941624838393e-05
1643,3.081838388295312e-06,1.2382734764417234e-05,1.2382734764417234e-05,1.2382734764417234e-05
1644,2.569717513064721e-06,1.2480312891836678e-05,1.2480312891836678e-05,1.2480312891836678e-05
1645,2.618834344048082e-06,1.3343869535934313e-05,1.3343869535934313e-05,1.3343869535934313e-05
1646,3.5133204586860043e-07,2.1818906913852387e-05,2.1818906913852387e-05,2.1818906913852387e-05
1647,3.5133204586860043e-07,2.287297489341914e-05,2.287297489341914e-05,2.287297489341914e-05
1648,3.5133204586860043e-07,2.198324338158792e-05,2.198324338158792e-05,2.198324338158792e-05
1649,3.5133204586860043e-07,2.271082926849236e-05,2.271082926849236e-05,2.271082926849236e-05
1650,3.5133204586860043e-07,2.4918487984645514e-05,2.4918487984645514e-05,2.4918487984645514e-05
1651,3.5133204586860043e-07,2.4797310288704466e-05,2.4797310288704466e-05,2.4797310288704466e-05
1652,3.022152148852391e-07,2.5092265657024526e-05,2.5092265657024526e-05,2.5092265657024526e-05
1653,0.0,1.7228260211205842e-05,1.7228260211205842e-05,1.7228260211205842e-05
1654,0.0,1.6536698370016112e-05,1.6536698370016112e-05,1.6536698370016112e-05
1655,0.0,1.6895224819433808e-05,1.6895224819433808e-05,1.6895224819433808e-05
1656,9.061466244020266e-08,2.12538765741296e-05,2.12538765741296e-05,2.12538765741296e-05
1657,9.061466244020266e-08,2.01797939943e-05,2.01797939943e-05,2.01797939943e-05
1658,9.061466244020266e-08,1.941210510787122e-05,1.941210510787122e-05,1.941210510787122e-05
1659,9.061466244020266e-08,2.063828586480148e-05,2.063828586480148e-05,2.063828586480148e-05
1660,9.061466244020266e-08,1.8886855351800997e-05,1.8886855351800997e-05,1.8886855351800997e-05
1661,9.061466244020266e-08,1.8602797938781024e-05,1.8602797938781024e-05,1.8602797938781024e-05
1662,1.31214522168323e-07,1.8065792638870854e-05,1.8065792638870854e-05,1.8065792638870854e-05
1663,4.059985972812033e-08,1.3462546836048464e-05,1.3462546836048464e-05,1.3462546836048464e-05
1664,4.059985972812033e-08,1.3788078636675241e-05,1.3788078636675241e-05,1.3788078636675241e-05
1665,8.469147668880136e-08,1.6648382305512704e-05,1.6648382305512704e-05,1.6648382305512704e-05
1666,8.469147668880136e-08,1.671208643269243e-05,1.671208643269243e-05,1.671208643269243e-05
1667,8.469147668880136e-08,1.7956746238009407e-05,1.7956746238009407e-05,1.7956746238009407e-05
1668,8.469147668880136e-08,1.8235018225303584e-05,1.8235018225303584e-05,1.8235018225303584e-05
1669,7.40457092466126e-08,2.0089665018271523e-05,2.0089665018271523e-05,2.0089665018271523e-05
1670,7.40457092466126e-08,2.0345024885110824e-05,2.0345024885110824e-05,2.0345024885110824e-05
1671,1.1315590191835717e-07,2.0644989490392618e-05,2.0644989490392618e-05,2.0644989490392618e-05
1672,6.906428495767614e-08,1.8155622196250727e-05,1.8155622196250727e-05,1.8155622196250727e-05
1673,9.380715531343802e-08,1.668635429398689e-05,1.668635429398689e-05,1.668635429398689e-05
1674,9.380715531343802e-08,1.66916724992916e-05,1.66916724992916e-05,1.66916724992916e-05
1675,9.380715531343802e-08,1.7057262214491076e-05,1.7057262214491076e-05,1.7057262214491076e-05
1676,6.385306302750645e-08,1.622722486769947e-05,1.622722486769947e-05,1.622722486769947e-05
1677,6.385306302750645e-08,1.5145901150909985e-05,1.5145901150909985e-05,1.5145901150909985e-05
1678,2.4742870355761885e-08,1.4065063883858134e-05,1.4065063883858134e-05,1.4065063883858134e-05
1679,2.4742870355761885e-08,1.4877998052855088e-05,1.4877998052855088e-05,1.4877998052855088e-05
1680,0.0,1.4344259268130242e-05,1.4344259268130242e-05,1.4344259268130242e-05
1681,0.0,1.4078882356573428e-05,1.4078882356573428e-05,1.4078882356573428e-05
1682,0.0,1.434259177455845e-05,1.434259177455845e-05,1.434259177455845e-05
1683,0.0,1.4188444375966875e-05,1.4188444375966875e-05,1.4188444375966875e-05
1684,3.7988054048452925e-07,2.904248049162561e-05,2.904248049162561e-05,2.904248049162561e-05
1685,4.0008637215903165e-07,2.9008578297050137e-05,2.9008578297050137e-05,2.9008578297050137e-05
1686,4.553447853693017e-07,2.7630256616768228e-05,2.7630256616768228e-05,2.7630256616768228e-05
1687,4.553447853693017e-07,2.950497361910363e-05,2.950497361910363e-05,2.950497361910363e-05
1688,4.553447853693017e-07,2.9095797019960757e-05,2.9095797019960757e-05,2.9095797019960757e-05
1689,4.869159551747413e-07,3.04201460364441e-05,3.04201460364441e-05,3.04201460364441e-05
1690,4.869159551747413e-07,2.9685520010908867e-05,2.9685520010908867e-05,2.9685520010908867e-05
1691,1.070354146902121e-07,1.5952881507733503e-05,1.5952881507733503e-05,1.5952881507733503e-05
1692,1.1049762755581988e-07,1.8560281075354267e-05,1.8560281075354267e-05,1.8560281075354267e-05
1693,5.523921434554982e-08,2.5262131462763398e-05,2.5262131462763398e-05,2.5262131462763398e-05
1694,5.523921434554982e-08,2.3180384232546203e-05,2.3180384232546203e-05,2.3180384232546203e-05
1695,7.074601780589416e-08,2.396888261760718e-05,2.396888261760718e-05,2.396888261760718e-05
1696,5.49207937540684e-08,2.3550846890429966e-05,2.3550846890429966e-05,2.3550846890429966e-05
1697,5.49207937540684e-08,2.489262767215093e-05,2.489262767215093e-05,2.489262767215093e-05
1698,6.529206432657832e-08,2.5523365625953636e-05,2.5523365625953636e-05,2.5523365625953636e-05
1699,4.1624019786468125e-08,2.3802836039976683e-05,2.3802836039976683e-05,2.3802836039976683e-05
1700,4.1624019786468125e-08,1.8112693656543604e-05,1.8112693656543604e-05,1.8112693656543604e-05
1701,4.1624019786468125e-08,1.949532816070132e-05,1.949532816070132e-05,1.949532816070132e-05
1702,2.6117216326123786e-08,2.0009790595005533e-05,2.0009790595005533e-05,2.0009790595005533e-05
1703,2.1412480423675462e-08,2.0155396019358056e-05,2.0155396019358056e-05,2.0155396019358056e-05
1704,3.00742470926707e-08,1.970535517362545e-05,1.970535517362545e-05,1.970535517362545e-05
1705,2.8860781193478554e-08,1.9149551527724335e-05,1.9149551527724335e-05,1.9149551527724335e-05
1706,2.8860781193478554e-08,1.945666086352763e-05,1.945666086352763e-05,1.945666086352763e-05
1707,4.101323420562559e-08,1.9604390087936607e-05,1.9604390087936607e-05,1.9604390087936607e-05
1708,4.101323420562559e-08,1.9684788899862076e-05,1.9684788899862076e-05,1.9684788899862076e-05
1709,5.3038250363053e-08,1.9297409380669706e-05,1.9297409380669706e-05,1.9297409380669706e-05
1710,4.199704051188746e-08,1.9967532352893613e-05,1.9967532352893613e-05,1.9967532352893613e-05
1711,3.3335273842892225e-08,2.0244336285811316e-05,2.0244336285811316e-05,2.0244336285811316e-05
1712,3.50408890475202e-08,2.169342354006533e-05,2.169342354006533e-05,2.169342354006533e-05
1713,3.50408890475202e-08,2.2640312766140725e-05,2.2640312766140725e-05,2.2640312766140725e-05
1714,4.2031657138912644e-08,2.533311375633015e-05,2.533311375633015e-05,2.533311375633015e-05
1715,4.2031657138912644e-08,2.688189540224682e-05,2.688189540224682e-05,2.688189540224682e-05
1716,4.771655730857154e-08,2.8953675739882912e-05,2.8953675739882912e-05,2.8953675739882912e-05
1717,5.535796278520268e-08,2.7850348747701253e-05,2.7850348747701253e-05,2.7850348747701253e-05
1718,6.309971922746627e-08,2.8448078280364696e-05,2.8448078280364696e-05,2.8448078280364696e-05
1719,5.882117041064053e-08,2.742372687082804e-05,2.742372687082804e-05,2.742372687082804e-05
1720,6.788229863933079e-08,2.748747439389782e-05,2.748747439389782e-05,2.748747439389782e-05
1721,5.749913561154634e-08,2.403138439279116e-05,2.403138439279116e-05,2.403138439279116e-05
1722,6.522672230906729e-08,2.2386446809312993e-05,2.2386446809312993e-05,2.2386446809312993e-05
1723,5.369198216190593e-08,2.0856523406109773e-05,2.0856523406109773e-05,2.0856523406109773e-05
1724,4.605057668527479e-08,2.0897845388390124e-05,2.0897845388390124e-05,2.0897845388390124e-05
1725,3.83088202430112e-08,2.1306523194652982e-05,2.1306523194652982e-05,2.1306523194652982e-05
1726,3.811144720446334e-08,2.2554666169786026e-05,2.2554666169786026e-05,2.2554666169786026e-05
1727,3.589303483002888e-08,2.1843399736098945e-05,2.1843399736098945e-05,2.1843399736098945e-05
1728,3.3612536753935274e-08,2.256140422624802e-05,2.256140422624802e-05,2.256140422624802e-05
1729,2.588495005641432e-08,2.2005329291070147e-05,2.2005329291070147e-05,2.2005329291070147e-05
1730,1.9709773876489375e-08,2.242277930365942e-05,2.242277930365942e-05,2.242277930365942e-05
1731,2.6676513442680516e-08,2.2272295089870958e-05,2.2272295089870958e-05,2.2272295089870958e-05
1732,3.293503730057117e-08,2.312480111348642e-05,2.312480111348642e-05,2.312480111348642e-05
1733,2.654753927799902e-08,2.1908643767736586e-05,2.1908643767736586e-05,2.1908643767736586e-05
1734,3.519001826443205e-08,2.2349348000716418e-05,2.2349348000716418e-05,2.2349348000716418e-05
1735,2.8710458264770622e-08,2.285499197439224e-05,2.285499197439224e-05,2.285499197439224e-05
1736,3.9735108409948746e-08,2.3854721023651238e-05,2.3854721023651238e-05,2.3854721023651238e-05
1737,3.9735108409948746e-08,2.310713742709985e-05,2.310713742709985e-05,2.310713742709985e-05
1738,4.92438176585048e-08,2.3819700800231658e-05,2.3819700800231658e-05,2.3819700800231658e-05
1739,4.944712677407941e-08,2.2468157892165307e-05,2.2468157892165307e-05,2.2468157892165307e-05
1740,4.944712677407941e-08,2.3260006595851985e-05,2.3260006595851985e-05,2.3260006595851985e-05
1741,5.178598375518309e-08,2.3785200288070234e-05,2.3785200288070234e-05,2.3785200288070234e-05
1742,5.178598375518309e-08,2.3887640314309726e-05,2.3887640314309726e-05,2.3887640314309726e-05
1743,4.076133361000497e-08,2.368967086243044e-05,2.368967086243044e-05,2.368967086243044e-05
1744,4.968945432892724e-08,2.621654649764033e-05,2.621654649764033e-05,2.621654649764033e-05
1745,3.321400551418005e-08,2.6904307690399166e-05,2.6904307690399166e-05,2.6904307690399166e-05
1746,3.670812682392872e-08,2.6455027442092876e-05,2.6455027442092876e-05,2.6455027442092876e-05
1747,4.502643033025119e-08,2.594887415138406e-05,2.594887415138406e-05,2.594887415138406e-05
1748,3.448184214351256e-08,2.4568328236845055e-05,2.4568328236845055e-05,2.4568328236845055e-05
1749,4.439240289652194e-08,2.3778598655813505e-05,2.3778598655813505e-05,2.3778598655813505e-05
1750,7.737971685628509e-08,2.4565843497319812e-05,2.4565843497319812e-05,2.4565843497319812e-05
1751,7.20207347727962e-08,2.2704147340846248e-05,2.2704147340846248e-05,2.2704147340846248e-05
1752,8.37165057276934e-08,2.1866408652775654e-05,2.1866408652775654e-05,2.1866408652775654e-05
1753,9.387796115082178e-08,2.2116008040029556e-05,2.2116008040029556e-05,2.2116008040029556e-05
1754,1.7342510437247582e-07,2.199719451060186e-05,2.199719451060186e-05,2.199719451060186e-05
1755,1.8541217957793572e-07,2.2463905614651075e-05,2.2463905614651075e-05,2.2463905614651075e-05
1756,1.876435009912874e-07,2.518361387566464e-05,2.518361387566464e-05,2.518361387566464e-05
1757,1.5465618703152423e-07,2.4164696307187633e-05,2.4164696307187633e-05,2.4164696307187633e-05
1758,1.541946331887597e-07,2.4215742346963714e-05,2.4215742346963714e-05,2.4215742346963714e-05
1759,1.529352469426775e-07,2.46829089779307e-05,2.46829089779307e-05,2.46829089779307e-05
1760,1.4080193798195394e-07,2.610565232836442e-05,2.610565232836442e-05,2.610565232836442e-05
1761,5.848762617079371e-08,2.705066773549853e-05,2.705066773549853e-05,2.705066773549853e-05
1762,6.604690762555623e-08,2.819883307633323e-05,2.819883307633323e-05,2.819883307633323e-05
1763,6.242104864741447e-08,2.6199325865101336e-05,2.6199325865101336e-05,2.6199325865101336e-05
1764,7.366376740338052e-08,2.6949094327782014e-05,2.6949094327782014e-05,2.6949094327782014e-05
1765,7.055618261071167e-08,2.710493208724074e-05,2.710493208724074e-05,2.710493208724074e-05
1766,6.011979790189668e-08,2.6992614948539995e-05,2.6992614948539995e-05,2.6992614948539995e-05
1767,5.2135697156277927e-08,2.6293368916542802e-05,2.6293368916542802e-05,2.6293368916542802e-05
1768,5.194898733407172e-08,2.6036744592212407e-05,2.6036744592212407e-05,2.6036744592212407e-05
1769,3.4261946422832675e-08,2.5810728922286736e-05,2.5810728922286736e-05,2.5810728922286736e-05
1770,3.727760957060257e-08,2.567653090019511e-05,2.567653090019511e-05,2.567653090019511e-05
1771,2.8667534631868615e-08,2.5183168483116397e-05,2.5183168483116397e-05,2.5183168483116397e-05
1772,3.657577986513973e-08,2.424018306815664e-05,2.424018306815664e-05,2.424018306815664e-05
1773,3.657577986513973e-08,2.3950656083928023e-05,2.3950656083928023e-05,2.3950656083928023e-05
1774,4.7265632423838204e-08,2.2853708027728965e-05,2.2853708027728965e-05,2.2853708027728965e-05
1775,5.056727481189682e-08,2.1521603360140163e-05,2.1521603360140163e-05,2.1521603360140163e-05
1776,4.9565603938666366e-08,2.1049107609932044e-05,2.1049107609932044e-05,2.1049107609932044e-05
1777,4.095196791199994e-08,2.095840656173615e-05,2.095840656173615e-05,2.095840656173615e-05
1778,4.38816114873524e-08,2.1237510476826822e-05,2.1237510476826822e-05,2.1237510476826822e-05
1779,4.109673769546264e-08,2.2214595706567968e-05,2.2214595706567968e-05,2.2214595706567968e-05
1780,4.5795018317156585e-08,2.3752472511010376e-05,2.3752472511010376e-05,2.3752472511010376e-05
1781,3.89301995085134e-08,2.4055784316650325e-05,2.4055784316650325e-05,2.4055784316650325e-05
1782,3.242226550729096e-08,2.4460656017514077e-05,2.4460656017514077e-05,2.4460656017514077e-05
1783,2.8634355077526508e-08,2.3817629750867907e-05,2.3817629750867907e-05,2.3817629750867907e-05
1784,3.070972098839775e-08,2.3396552153696704e-05,2.3396552153696704e-05,2.3396552153696704e-05
1785,3.000180066286313e-08,2.2456580024611738e-05,2.2456580024611738e-05,2.2456580024611738e-05
1786,2.7558625857539354e-08,2.1210660634096712e-05,2.1210660634096712e-05,2.1210660634096712e-05
1787,2.4149486854696534e-08,1.913721410216697e-05,1.913721410216697e-05,1.913721410216697e-05
1788,2.424410932328718e-08,1.8812313750718852e-05,1.8812313750718852e-05,1.8812313750718852e-05
1789,3.371982401237769e-08,1.865865124273114e-05,1.865865124273114e-05,1.865865124273114e-05
1790,3.0475474334577616e-08,1.811872997287927e-05,1.811872997287927e-05,1.811872997287927e-05
1791,3.091188917535094e-08,1.8146710447451498e-05,1.8146710447451498e-05,1.8146710447451498e-05
1792,3.367535634473435e-08,1.7915191555013215e-05,1.7915191555013215e-05,1.7915191555013215e-05
1793,3.888333667743739e-08,1.869214663331929e-05,1.869214663331929e-05,1.869214663331929e-05
1794,4.0588151633309215e-08,1.842739350520008e-05,1.842739350520008e-05,1.842739350520008e-05
1795,4.123485616450548e-08,1.825561880001e-05,1.825561880001e-05,1.825561880001e-05
1796,3.149733121940049e-08,1.7470991614183212e-05,1.7470991614183212e-05,1.7470991614183212e-05
1797,3.492787202320967e-08,1.6723100998206064e-05,1.6723100998206064e-05,1.6723100998206064e-05
1798,3.29699811579027e-08,1.648543807927386e-05,1.648543807927386e-05,1.648543807927386e-05
1799,3.0759073129818914e-08,1.6046691728531315e-05,1.6046691728531315e-05,1.6046691728531315e-05
1800,2.451755179829921e-08,1.4851081817011749e-05,1.4851081817011749e-05,1.4851081817011749e-05
