ngram,Cookie,Cokie,Cooke,Cooki
1916,6.345329315950363e-08,3.151616656141673e-10,4.94127587964093e-06,2.4770715796001194e-09
1917,5.142642603824957e-08,2.610253352749606e-10,4.82784324568846e-06,2.8562566914810563e-09
1918,4.863256946358823e-08,3.904474908072204e-10,4.860206120481182e-06,2.6678071815159197e-09
1919,4.701920859011872e-08,3.4720516838599684e-10,4.792141745773344e-06,2.6187307560527576e-09
1920,4.8876060532165866e-08,2.9001349238777507e-10,4.880484344279726e-06,2.6486918055671336e-09
1921,5.238939288736739e-08,4.721782607765488e-10,4.973306788867506e-06,2.3867550475691654e-09
1922,4.754518759649987e-08,6.011473065368835e-10,5.06342231736718e-06,2.366008722276547e-09
1923,4.57976950331483e-08,5.654933009952806e-10,5.166142727830447e-06,2.4348721134564197e-09
1924,5.0593839720899525e-08,4.956646264066476e-10,5.369580971351492e-06,2.441447869269301e-09
1925,5.871115606380174e-08,3.6624247087438787e-10,5.510498535191541e-06,2.481670837082918e-09
1926,6.358633289745999e-08,3.6624247087438787e-10,5.648929930300385e-06,2.3819084482568087e-09
1927,7.323778612138604e-08,4.1171922815497197e-10,5.657766580822811e-06,2.5350545155130735e-09
1928,7.926921950586672e-08,3.061759159698038e-10,5.600356546762798e-06,2.3801911077013317e-09
1929,8.826735000054344e-08,3.888403309655024e-10,5.444479938887525e-06,2.394939627567031e-09
1930,9.615935222687508e-08,4.459690632658513e-10,5.453601975854586e-06,2.535936587706138e-09
1931,9.474558433047215e-08,4.722020730778859e-10,5.2677792804648305e-06,2.523323121878767e-09
1932,9.318205838683622e-08,4.958453191689876e-10,5.2445857363636605e-06,2.437045057820545e-09
1933,1.0058325118831948e-07,5.190124778366365e-10,5.197863499363718e-06,2.4633867802746424e-09
1934,9.447536391300154e-08,5.634072196875855e-10,5.035655444122053e-06,2.2782336810729068e-09
1935,9.435107679272342e-08,6.499479387229406e-10,4.93285259446046e-06,2.1846471219357154e-09
1936,8.920349919045683e-08,5.689377877545912e-10,4.8934818031349484e-06,2.0234312083010154e-09
1937,9.68058415651285e-08,5.994676917562915e-10,4.736012020397798e-06,1.879544337628809e-09
1938,1.0510413517295092e-07,5.732346819442569e-10,5.003499414410076e-06,1.724672412820435e-09
1939,1.1398171092683437e-07,1.5453524333202446e-09,4.854076256119047e-06,2.0346577200847094e-09
1940,1.1476170616983186e-07,1.8832909596890245e-09,4.762258283465469e-06,2.200389465872072e-09
1941,1.2559737732382408e-07,1.986469449250754e-09,4.736301889352035e-06,2.3996106768287007e-09
1942,1.3650461637228416e-07,2.2072195182687437e-09,4.647728604010938e-06,2.5348937552191077e-09
1943,1.458681850863286e-07,2.446817351905598e-09,4.536143186279722e-06,2.667740837760034e-09
1944,1.3857990564604604e-07,2.562261133424012e-09,4.538007000779284e-06,2.8123298451936715e-09
1945,1.4075548396671626e-07,2.5997999745072266e-09,4.128803506578801e-06,2.761621740811547e-09
1946,1.4035853825232281e-07,2.150126406284615e-09,4.0729465646498805e-06,2.404328260295431e-09
1947,1.38005014654092e-07,1.822134673304784e-09,4.011810980435777e-06,2.212281849775114e-09
1948,1.4523040801707664e-07,1.817184680508177e-09,4.102725045283608e-06,2.1196461411473624e-09
1949,1.414488264929657e-07,1.6567422275340756e-09,4.255328706546736e-06,2.1505661695897516e-09
1950,1.381312212548177e-07,1.2875023368869825e-09,4.507835196168994e-06,2.1209392337644725e-09
1951,1.452655666867031e-07,1.109493768683808e-09,4.58798090871174e-06,1.9493843840732795e-09
1952,1.5948205702086072e-07,2.96971281494545e-09,4.936403456667904e-06,1.912615320089271e-09
1953,1.6083423202774482e-07,2.502071571755923e-09,5.1199348100843574e-06,2.0295405356307583e-09
1954,1.6382410754951187e-07,2.541537403152486e-09,5.232660246942292e-06,1.9637702575181493e-09
1955,1.5540972445445993e-07,3.165115497075607e-09,5.261954746466861e-06,1.8629610552624497e-09
1956,1.527910557440139e-07,3.102113290449309e-09,5.317698326377597e-06,1.7964206947393028e-09
1957,1.5330271553791265e-07,3.136168217978051e-09,5.258479632175295e-06,1.6276508950165335e-09
1958,1.46363167427158e-07,3.16983358212524e-09,5.204192608029448e-06,1.6128032798157221e-09
1959,1.2704184878690024e-07,1.396309024752946e-09,5.002562310047713e-06,1.5563709606806038e-09
1960,1.2286788932312576e-07,1.3813900063513224e-09,4.900306781304867e-06,1.44337047869314e-09
1961,1.1900827498071262e-07,1.3875992061722948e-09,4.8551696636423e-06,1.3124153034179846e-09
1962,1.143756226237461e-07,6.677369252765836e-10,4.696221952014769e-06,1.3022701805809334e-09
1963,1.1098982862936932e-07,5.619798475781884e-10,4.496717013223263e-06,1.282083661457989e-09
1964,1.0411765621094154e-07,6.54897905746513e-10,4.281383456015776e-06,1.3150335027261357e-09
1965,1.0530091490831442e-07,7.302567201732708e-10,4.262290823524901e-06,1.1796916063059167e-09
1966,1.0976123020002757e-07,1.1863660847361806e-09,4.092954278738554e-06,1.3495010426594384e-09
1967,1.0788449803352965e-07,1.3970239726950646e-09,3.935639792221732e-06,1.3658335177143703e-09
1968,1.102206519070543e-07,1.5662181472388325e-09,3.7471667967890554e-06,1.4682338519581402e-09
1969,1.1488272682364758e-07,1.689847587257479e-09,3.6507483075963265e-06,1.4274103327898452e-09
1970,1.1653046121702054e-07,2.076535055017814e-09,3.5286018373881234e-06,1.4870520053429053e-09
1971,1.255983771589594e-07,2.478647049513378e-09,3.5132079574395902e-06,1.6206793684858667e-09
1972,1.3105382074789824e-07,2.7895296231658253e-09,3.3595825763248806e-06,1.7147739894696201e-09
1973,1.3476349534715026e-07,2.3247442859641865e-09,3.3120097344051047e-06,1.508929996824853e-09
1974,1.4823051332411653e-07,2.4090493568250183e-09,3.2250711358626305e-06,1.510584308433189e-09
1975,1.5724859382869128e-07,2.2908182017999934e-09,3.1681852306064684e-06,1.4447453550963424e-09
1976,1.844536652941185e-07,2.22806514508075e-09,3.126926198352261e-06,1.437306844971025e-09
1977,1.9876358895284545e-07,2.125212751811846e-09,3.1453792936580224e-06,1.4099598790094448e-09
1978,2.1427896155858305e-07,1.889285093449798e-09,3.0878637906945575e-06,1.3372711509569107e-09
1979,2.2849610356193546e-07,2.1105855951830677e-09,3.0677726954309037e-06,1.2748790911842889e-09
1980,2.4877857843616115e-07,2.473074697409824e-09,3.060116958814823e-06,1.2887923902685623e-09
1981,2.607024579707026e-07,3.1598669712553017e-09,3.076636760722197e-06,1.2005872090143604e-09
1982,2.8301614309254675e-07,3.7193839912725527e-09,3.074196456509526e-06,1.255424581752302e-09
1983,2.954826884758534e-07,4.3143448496303046e-09,3.0853080456186684e-06,1.22350359209124e-09
1984,3.0893212559541486e-07,4.438971349226709e-09,3.0252750613206965e-06,1.0889986650537103e-09
1985,3.2761193275681375e-07,5.141664554437446e-09,3.03549550803187e-06,1.0089055820941946e-09
1986,3.5058089257030846e-07,5.659807099180268e-09,3.0202286000400946e-06,1.0145951737491492e-09
1987,3.648102132761518e-07,7.054251500398274e-09,3.030660796607013e-06,9.847118081258393e-10
1988,3.886404158492951e-07,7.866586905689945e-09,3.0144486962464204e-06,1.0865353180670008e-09
1989,4.127955069829373e-07,9.658518397768847e-09,2.983430022140965e-06,1.0534847240593693e-09
1990,4.2148462447195403e-07,1.243266280402468e-08,2.976588705548368e-06,9.68284012494079e-10
1991,4.4876858445214954e-07,1.679642513963131e-08,2.9312700462469365e-06,1.2700077021778254e-09
1992,4.590155689194424e-07,2.095624182122232e-08,2.8593267740818973e-06,1.3578575803434895e-09
1993,4.688730094975264e-07,2.8771589174628583e-08,2.839667786247446e-06,1.3540206337100562e-09
1994,4.840590374247508e-07,3.243326191742264e-08,2.7856418195629625e-06,1.4532779345012769e-09
1995,5.113114087050365e-07,3.662425740458275e-08,2.7599400190021176e-06,1.6993662271020631e-09
1996,5.306948683677806e-07,4.120134075183809e-08,2.767953251999903e-06,2.2203382069437996e-09
1997,5.547901155620951e-07,4.6624719069703654e-08,2.684220264979688e-06,3.012117571239108e-09
1998,5.878699726378857e-07,4.827740137817013e-08,2.689888235961137e-06,3.326017493167553e-09
1999,6.485548656850629e-07,4.9444586583799066e-08,2.714045584590557e-06,3.5671284339043397e-09
2000,6.929969101422882e-07,4.5254393756165105e-08,2.6691775149499463e-06,4.166686995432656e-09
2001,7.253278795360529e-07,4.653022043856124e-08,2.6529025295271173e-06,4.263718838310686e-09
2002,7.478806846198235e-07,4.4604656476313464e-08,2.640596838838454e-06,4.031361815799122e-09
2003,7.720911493639246e-07,4.0940426921614355e-08,2.631124808820979e-06,3.856239010653033e-09
2004,7.93007383695762e-07,3.4806177241973405e-08,2.6322249076266805e-06,3.126087182765096e-09
2005,7.899104892723179e-07,3.302713911880671e-08,2.613192853979334e-06,2.5635544798063847e-09
2006,7.795900549873685e-07,3.3913153935876446e-08,2.5517810107495668e-06,2.2217799029127558e-09
2007,7.938972755385163e-07,3.37860028208427e-08,2.512816503700118e-06,1.694123682608303e-09
2008,8.392351073130808e-07,3.0092458302988234e-08,2.4738194822150817e-06,1.4509462996161103e-09
2009,8.770855239552995e-07,2.8848592340377114e-08,2.467368891042757e-06,1.4270433882198778e-09
2010,8.960039232468781e-07,3.0408152186721186e-08,2.41273476474037e-06,9.706726890522178e-10
2011,9.473719079064072e-07,3.14132765514127e-08,2.381341801083181e-06,8.184680106279199e-10
2012,1.0099029818125667e-06,3.151463293501625e-08,2.3379036844874335e-06,7.526203380752478e-10
2013,1.0655523721782499e-06,2.884256592291682e-08,2.3486487147498077e-06,7.781134377699799e-10
2014,1.0857502843464317e-06,2.5616354244155966e-08,2.33205059885222e-06,6.20408826495262e-10
2015,1.0883482397210692e-06,2.342312261609842e-08,2.277848060267778e-06,5.368682829647626e-10
2016,1.0844526140577467e-06,2.308488448018612e-08,2.183413243983523e-06,4.77457235454575e-10
2017,1.1076800205955806e-06,2.1153148714129582e-08,2.1578105891724895e-06,4.997188947364339e-10
2018,1.100828649214236e-06,2.0041307813301047e-08,2.138817853847286e-06,5.866639618545833e-10
2019,1.088114686353947e-06,1.662266968516235e-08,2.1104449956510507e-06,6.398824456410601e-10
