ngram,Cookie,Cokie,Cooke,Cooki
1579,0.0,0.0,1.5344227222158224e-06,0.0
1580,0.0,0.0,1.5344227222158224e-06,0.0
1581,0.0,0.0,1.5344227222158224e-06,0.0
1582,0.0,0.0,2.3723854708025882e-06,0.0
1583,0.0,0.0,2.6126967733424474e-06,0.0
1584,0.0,0.0,2.6126967733424474e-06,0.0
1585,0.0,0.0,3.692810293744385e-06,0.0
1586,0.0,0.0,8.15045145178114e-06,0.0
1587,0.0,0.0,8.15045145178114e-06,0.0
1588,0.0,0.0,8.15045145178114e-06,0.0
1589,0.0,0.0,7.312488703194374e-06,0.0
1590,0.0,0.0,7.072177400654514e-06,0.0
1591,0.0,0.0,7.60524432865038e-06,0.0
1592,0.0,0.0,6.284217696312615e-06,0.0
1593,0.0,0.0,9.79620381258428e-07,0.0
1594,0.0,0.0,1.482515147342513e-06,0.0
1595,0.0,0.0,1.482515147342513e-06,0.0
1596,0.0,0.0,4.638788660875954e-06,0.0
1597,0.0,0.0,5.001974938880137e-06,0.0
1598,0.0,0.0,6.857539412002163e-06,0.0
1599,0.0,0.0,8.154562010531663e-06,0.0
1600,0.0,0.0,9.199093678294698e-06,0.0
1601,0.0,0.0,8.891522773930255e-06,0.0
1602,0.0,0.0,8.891522773930255e-06,0.0
1603,0.0,0.0,6.147359369736348e-06,0.0
1604,0.0,0.0,5.954443411480627e-06,0.0
1605,0.0,0.0,4.127996476199769e-06,0.0
1606,0.0,0.0,2.911053984787161e-06,0.0
1607,0.0,0.0,2.1664659389638733e-06,0.0
1608,0.0,0.0,2.9695300765654664e-06,0.0
1609,0.0,0.0,5.988313716898119e-06,0.0
1610,0.0,0.0,5.5762036075585845e-06,0.0
1611,0.0,0.0,5.508345566340722e-06,0.0
1612,0.0,0.0,5.484162556967931e-06,0.0
1613,0.0,0.0,5.563892930890038e-06,0.0
1614,0.0,0.0,7.124664120640643e-06,0.0
1615,0.0,0.0,6.507219373881006e-06,0.0
1616,0.0,0.0,4.209284798305037e-06,0.0
1617,0.0,0.0,6.927194078798493e-06,0.0
1618,0.0,0.0,6.923258938838574e-06,0.0
1619,0.0,0.0,6.497791982188314e-06,0.0
1620,0.0,0.0,1.0468277066268325e-05,0.0
1621,0.0,0.0,8.339426796867753e-06,0.0
1622,0.0,0.0,8.02883195254773e-06,0.0
1623,0.0,0.0,8.385639651870796e-06,0.0
1624,0.0,0.0,6.563723494374634e-06,0.0
1625,0.0,0.0,7.711216678022278e-06,0.0
1626,0.0,0.0,7.828303994626498e-06,0.0
1627,0.0,0.0,4.017551110077225e-06,0.0
1628,0.0,0.0,4.5597609771773155e-06,0.0
1629,0.0,0.0,4.571941912802556e-06,0.0
1630,0.0,0.0,4.960518067166829e-06,0.0
1631,0.0,0.0,4.404604859636103e-06,0.0
1632,0.0,0.0,4.716278819419781e-06,0.0
1633,0.0,0.0,7.228513019137088e-06,0.0
1634,0.0,0.0,7.402642990785223e-06,0.0
1635,0.0,0.0,6.764334841591335e-06,0.0
1636,0.0,0.0,7.202871967950029e-06,0.0
1637,0.0,0.0,6.834040943561247e-06,0.0
1638,0.0,0.0,7.09997638231081e-06,0.0
1639,0.0,0.0,8.189920030028069e-06,0.0
1640,0.0,0.0,7.812649154662463e-06,0.0
1641,0.0,0.0,7.796753201156597e-06,0.0
1642,0.0,0.0,8.146232825570873e-06,0.0
1643,0.0,0.0,9.883227578809186e-06,0.0
1644,0.0,0.0,9.244133025276824e-06,9.166146648047808e-08
1645,0.0,0.0,8.834584994994138e-06,1.407782974638394e-07
1646,0.0,0.0,6.992904348278119e-06,1.407782974638394e-07
1647,0.0,0.0,4.6283192075082165e-06,1.407782974638394e-07
1648,0.0,0.0,4.33393945188852e-06,1.407782974638394e-07
1649,0.0,0.0,4.058595663991582e-06,1.407782974638394e-07
1650,0.0,0.0,1.8444545771347163e-06,1.407782974638394e-07
1651,0.0,0.0,1.4721473990318503e-06,4.9116830983361326e-08
1652,0.0,0.0,1.665379845202811e-06,0.0
1653,0.0,0.0,2.8946185831760625e-06,0.0
1654,0.0,0.0,2.8946185831760625e-06,0.0
1655,0.0,0.0,3.234149033914946e-06,0.0
1656,0.0,0.0,4.1650694332214954e-06,0.0
1657,0.0,0.0,4.844064538441931e-06,0.0
1658,0.0,0.0,5.186989450781507e-06,0.0
1659,0.0,0.0,5.762305266086644e-06,0.0
1660,0.0,0.0,4.609082030323666e-06,0.0
1661,0.0,0.0,5.549677747954515e-06,0.0
1662,0.0,0.0,6.407145552397456e-06,0.0
1663,0.0,0.0,6.239499303514354e-06,0.0
1664,0.0,0.0,6.224037698692493e-06,0.0
1665,0.0,0.0,6.3242120112201e-06,0.0
1666,0.0,0.0,5.558938417899688e-06,0.0
1667,0.0,0.0,4.741920264450528e-06,0.0
1668,0.0,0.0,3.9325841945420895e-06,0.0
1669,2.995409228593157e-08,0.0,3.0614085509179338e-06,0.0
1670,2.995409228593157e-08,0.0,2.5281705404722743e-06,0.0
1671,2.995409228593157e-08,0.0,1.8207169034667459e-06,0.0
1672,2.995409228593157e-08,0.0,1.7344283337804102e-06,0.0
1673,2.995409228593157e-08,0.0,1.6089149547886855e-06,0.0
1674,2.995409228593157e-08,0.0,1.6090713716364137e-06,0.0
1675,2.995409228593157e-08,0.0,1.4778117239140037e-06,0.0
1676,0.0,0.0,1.1403782106559187e-06,0.0
1677,0.0,0.0,1.3920242533263912e-06,0.0
1678,0.0,0.0,1.5115356818893945e-06,0.0
1679,2.3071769256992932e-08,0.0,1.4148014031434286e-06,0.0
1680,2.3071769256992932e-08,0.0,1.775019082320536e-06,0.0
1681,2.3071769256992932e-08,0.0,1.9337165001940903e-06,2.237584746061267e-08
1682,2.3071769256992932e-08,0.0,2.2966150855349303e-06,2.237584746061267e-08
1683,2.3071769256992932e-08,0.0,2.3896357837267194e-06,2.237584746061267e-08
1684,2.3071769256992932e-08,0.0,1.7807196306713585e-06,2.237584746061267e-08
1685,2.3071769256992932e-08,0.0,1.0228480945784213e-05,2.237584746061267e-08
1686,0.0,0.0,9.910033613534455e-06,2.237584746061267e-08
1687,0.0,0.0,9.557987500638124e-06,2.237584746061267e-08
1688,0.0,0.0,9.380820612493932e-06,0.0
1689,0.0,0.0,9.017922027153094e-06,0.0
1690,0.0,0.0,1.1847888509513333e-05,0.0
1691,0.0,0.0,1.1892065085053868e-05,0.0
1692,0.0,0.0,4.839547191945062e-06,0.0
1693,0.0,0.0,5.250834703929286e-06,0.0
1694,0.0,0.0,6.192627682009645e-06,0.0
1695,0.0,0.0,6.239076924430265e-06,0.0
1696,0.0,0.0,6.459520169041103e-06,0.0
1697,0.0,0.0,3.724753599142007e-06,0.0
1698,0.0,0.0,4.346230574420977e-06,0.0
1699,0.0,0.0,3.0667274424039145e-06,0.0
1700,1.29978526989102e-08,0.0,3.368688356074147e-06,0.0
1701,1.29978526989102e-08,0.0,2.3831622359336635e-06,0.0
1702,1.29978526989102e-08,0.0,2.457913654195311e-06,0.0
1703,2.403906255007574e-08,0.0,2.822654502259476e-06,0.0
1704,2.403906255007574e-08,0.0,2.9217214725057213e-06,0.0
1705,2.403906255007574e-08,0.0,2.4466336623975493e-06,0.0
1706,2.403906255007574e-08,0.0,2.3442865345454526e-06,0.0
1707,1.104120985116554e-08,0.0,1.7613907955040174e-06,0.0
1708,1.104120985116554e-08,0.0,1.9252869703580344e-06,0.0
1709,1.104120985116554e-08,0.0,2.791646141174299e-06,0.0
1710,0.0,0.0,2.464687392083371e-06,0.0
1711,0.0,0.0,2.9651543270249803e-06,0.0
1712,0.0,0.0,2.843137784631316e-06,0.0
1713,3.2454045546208883e-08,0.0,3.023955628123076e-06,0.0
1714,3.2454045546208883e-08,0.0,3.200980099141556e-06,0.0
1715,3.2454045546208883e-08,0.0,3.3833768903995017e-06,0.0
1716,3.2454045546208883e-08,0.0,2.7919733806161924e-06,0.0
1717,3.2454045546208883e-08,0.0,2.633086304675609e-06,7.641405476631137e-09
1718,3.2454045546208883e-08,0.0,2.7264246276510155e-06,7.641405476631137e-09
1719,3.2454045546208883e-08,0.0,3.148858671206004e-06,7.641405476631137e-09
1720,0.0,0.0,3.251948141626469e-06,7.641405476631137e-09
1721,0.0,0.0,3.3987449715563604e-06,7.641405476631137e-09
1722,0.0,0.0,3.091060835101546e-06,7.641405476631137e-09
1723,0.0,0.0,2.8706192795522967e-06,7.641405476631137e-09
1724,0.0,0.0,3.053085151805135e-06,5.870919750350367e-09
1725,0.0,0.0,2.3605009736067065e-06,5.870919750350367e-09
1726,0.0,0.0,2.0957960811886423e-06,5.870919750350367e-09
1727,0.0,0.0,1.966378233321718e-06,5.870919750350367e-09
1728,0.0,0.0,1.68544139406939e-06,1.23504797500118e-08
1729,0.0,0.0,2.0478319291734285e-06,1.23504797500118e-08
1730,0.0,0.0,2.0219232997728146e-06,1.23504797500118e-08
1731,0.0,0.0,1.9700215716511593e-06,6.479559999661433e-09
1732,0.0,0.0,2.0916331940108127e-06,6.479559999661433e-09
1733,0.0,0.0,2.510511113281869e-06,6.479559999661433e-09
1734,0.0,0.0,2.615408659169459e-06,6.479559999661433e-09
1735,0.0,0.0,2.4662777125935724e-06,0.0
1736,0.0,0.0,2.6936026326243985e-06,0.0
1737,0.0,0.0,2.7602267899900264e-06,0.0
1738,0.0,0.0,2.8488497239972536e-06,0.0
1739,0.0,0.0,5.245690061883579e-06,6.461832973465269e-09
1740,0.0,0.0,4.908239755455465e-06,6.461832973465269e-09
1741,0.0,0.0,4.670423278087453e-06,6.461832973465269e-09
1742,0.0,0.0,4.797254291588615e-06,6.461832973465269e-09
1743,0.0,0.0,4.46736175620442e-06,6.461832973465269e-09
1744,0.0,0.0,4.382902294050187e-06,6.461832973465269e-09
1745,0.0,0.0,4.203231615714945e-06,6.461832973465269e-09
1746,0.0,0.0,2.031357683206027e-06,0.0
1747,0.0,0.0,2.0812312543837052e-06,0.0
1748,0.0,0.0,2.4872748554116697e-06,0.0
1749,0.0,0.0,2.5416066072076708e-06,0.0
1750,0.0,0.0,2.639940362314519e-06,0.0
1751,0.0,0.0,2.771893020638215e-06,0.0
1752,0.0,0.0,2.9293311984344783e-06,0.0
1753,0.0,0.0,2.7354524263500934e-06,0.0
1754,0.0,0.0,2.691744936912853e-06,0.0
1755,0.0,0.0,2.6051830640686343e-06,0.0
1756,0.0,0.0,2.8701020450431055e-06,0.0
1757,0.0,0.0,2.7209111002386114e-06,0.0
1758,0.0,0.0,3.619246496912508e-06,0.0
1759,0.0,0.0,3.7369302390288794e-06,0.0
1760,0.0,0.0,4.171382962730215e-06,0.0
1761,0.0,0.0,4.277931273983475e-06,0.0
1762,0.0,0.0,4.24660044830359e-06,0.0
1763,0.0,0.0,4.668513838623767e-06,0.0
1764,0.0,0.0,5.017485818825662e-06,0.0
1765,0.0,0.0,4.4718022503989885e-06,0.0
1766,0.0,0.0,4.880880299294534e-06,0.0
1767,0.0,0.0,4.360386453429653e-06,0.0
1768,0.0,0.0,4.329169671888979e-06,0.0
1769,0.0,0.0,4.428777856446686e-06,0.0
1770,2.8829215839972935e-09,0.0,3.754095652246698e-06,2.8829215839972935e-09
1771,2.8829215839972935e-09,0.0,3.6375129184307298e-06,2.8829215839972935e-09
1772,2.8829215839972935e-09,0.0,3.4514768166055935e-06,2.8829215839972935e-09
1773,2.8829215839972935e-09,0.0,4.037610811532691e-06,2.8829215839972935e-09
1774,2.8829215839972935e-09,0.0,3.845834726234898e-06,2.8829215839972935e-09
1775,2.8829215839972935e-09,0.0,3.8087165259120022e-06,5.771610744886857e-09
1776,2.8829215839972935e-09,0.0,3.825230448585769e-06,1.11963497520914e-08
1777,0.0,0.0,4.00913550687879e-06,3.749393227638263e-08
1778,0.0,0.0,4.066201427121996e-06,3.749393227638263e-08
1779,0.0,0.0,3.945144953831914e-06,4.005561799707331e-08
1780,0.0,0.0,2.984642118722799e-06,4.005561799707331e-08
1781,0.0,0.0,3.298357699220235e-06,4.005561799707331e-08
1782,0.0,0.0,3.387523845179073e-06,3.716692883618375e-08
1783,0.0,0.0,3.3463302965433935e-06,3.1742189828979206e-08
1784,0.0,0.0,3.3900869636584374e-06,5.89062995207509e-09
1785,0.0,0.0,3.1218334502877302e-06,7.508752350052613e-09
1786,0.0,0.0,3.2227326625746045e-06,7.627263265419515e-09
1787,0.0,0.0,3.3902565519383643e-06,8.916404884270638e-09
1788,0.0,0.0,3.4737354326352943e-06,8.916404884270638e-09
1789,0.0,0.0,3.510498117975658e-06,8.916404884270638e-09
1790,0.0,0.0,3.785119848284272e-06,1.1126101690755214e-08
1791,0.0,0.0,3.8097823237746653e-06,8.883123696940792e-09
1792,0.0,0.0,4.021440060699076e-06,9.441525402767833e-09
1793,0.0,0.0,4.671769309944855e-06,8.733373008900408e-09
1794,0.0,0.0,4.542576594498574e-06,7.444231390049286e-09
1795,0.0,0.0,4.377800710894267e-06,7.444231390049286e-09
1796,9.481616127158888e-10,0.0,4.872771764244785e-06,8.392393002765175e-09
1797,3.782779994005685e-09,0.0,4.845942385145463e-06,6.7496198471620315e-09
1798,4.940093350264923e-09,0.0,4.9816202525627366e-06,5.6636536095920425e-09
1799,4.940093350264923e-09,0.0,5.420746772090622e-06,3.487129505787477e-09
1800,4.940093350264923e-09,0.0,5.322432213818372e-06,1.5150852635973218e-09
1801,5.404433821100594e-09,0.0,5.347118433616872e-06,1.5150852635973218e-09
1802,5.8385606191028015e-09,0.0,5.38267607095934e-06,2.8174656893246006e-09
1803,4.890399006386912e-09,7.019999185128459e-10,5.043508151304975e-06,1.869304076608712e-09
1804,2.055780625097116e-09,7.019999185128459e-10,5.277290191380806e-06,1.3023804257272786e-09
1805,8.984672688378786e-10,7.019999185128459e-10,5.4315819397743326e-06,2.081412946759136e-09
1806,8.984672688378786e-10,7.019999185128459e-10,5.201948624744546e-06,2.081412946759136e-09
1807,1.1076884964822398e-09,7.019999185128459e-10,4.880252163275145e-06,2.081412946759136e-09
1808,6.433480256465682e-10,7.019999185128459e-10,5.092290751105923e-06,2.081412946759136e-09
1809,2.092212276443612e-10,7.019999185128459e-10,5.492676336871227e-06,9.59957335844308e-10
1810,4.271588796963702e-10,0.0,6.861906058475142e-06,1.177894987896317e-09
1811,8.959267613509578e-10,0.0,7.111809151995528e-06,1.8810468103781984e-09
1812,1.1346350208591665e-09,0.0,7.717568353525297e-06,1.3407225488545497e-09
1813,1.1346350208591665e-09,0.0,8.061486304151394e-06,1.3407225488545497e-09
1814,9.254137932148052e-10,0.0,8.1680265273982e-06,1.5496806853627326e-09
1815,1.118554502989509e-09,9.657035805941761e-10,8.29333131540417e-06,1.5496806853627326e-09
1816,1.118554502989509e-09,1.1558762994364917e-09,8.118154255498666e-06,1.5589285893925974e-09
1817,9.006168509374999e-10,1.1558762994364917e-09,6.955303173786628e-06,1.3409909373405883e-09
1818,4.318489692829124e-10,1.1558762994364917e-09,6.447117357311072e-06,6.37839114858707e-10
1819,1.9314070977470366e-10,1.1558762994364917e-09,5.745534508605488e-06,3.9913085535049827e-10
1820,3.405376457012364e-10,1.1558762994364917e-09,5.3395513402522606e-06,3.9913085535049827e-10
1821,5.976461547874123e-10,1.1558762994364917e-09,5.26729438986097e-06,7.043897370146673e-10
1822,4.0450544501270866e-10,1.901727188423154e-10,5.191066390710018e-06,8.29158638574309e-10
1823,6.854309818139979e-10,0.0,5.260112045237163e-06,6.389859197319936e-10
1824,2.8313512486935875e-09,0.0,5.244770753571564e-06,9.072259530919422e-10
1825,2.8313512486935875e-09,0.0,5.4741891030321966e-06,1.033842757434757e-09
1826,3.305344220549955e-09,0.0,5.4628504975491e-06,1.033842757434757e-09
1827,3.6808003153357814e-09,0.0,5.551844164334138e-06,1.1384133635772287e-09
1828,3.4236918062496055e-09,0.0,5.547519971774559e-06,8.44854963766295e-10
1829,5.040000163246207e-09,0.0,5.525019852419584e-06,7.200860622066532e-10
1830,5.521510962732837e-09,0.0,5.376636636356125e-06,9.106951462786331e-10
1831,3.5613800162894093e-09,0.0,5.208680314743626e-06,7.353497731367651e-10
1832,3.7316789341141595e-09,0.0,5.082246843812754e-06,8.641813455310756e-10
1833,3.3401642245729182e-09,0.0,5.065604584940177e-06,1.0291378701613292e-09
1834,2.8173111938605596e-09,0.0,5.1123603433162704e-06,1.0076274576625061e-09
1835,3.2362281901906644e-09,0.0,5.216940865336385e-06,8.707522401531418e-10
1836,1.6949810126882475e-09,0.0,5.092632623667928e-06,1.095935778635696e-09
1837,1.319751736466352e-09,0.0,5.05183353587719e-06,9.82768104990888e-10
1838,1.7445683945079997e-09,1.0685604781964945e-09,5.111721423288275e-06,1.1188506946321501e-09
1839,1.6500509133646597e-09,1.0685604781964945e-09,4.865881627275874e-06,8.63402317895025e-10
1840,1.7187445831647251e-09,1.1441464442540905e-09,4.8554067169399266e-06,8.496177253799634e-10
1841,1.7187445831647251e-09,1.1441464442540905e-09,4.710847861133516e-06,8.365351427437012e-10
1842,2.637767250655644e-09,1.2657773242251226e-09,4.556405136619495e-06,1.056828949749392e-09
1843,2.693855131027537e-09,1.2657773242251226e-09,4.606271626731281e-06,8.972199411998766e-10
1844,2.44021378500595e-09,1.2657773242251226e-09,4.619528031720879e-06,1.8883042431281994e-09
1845,2.230040382514683e-09,1.9721684602862817e-10,4.559995172063022e-06,1.7928045238844804e-09
1846,2.2846999451050667e-09,1.9721684602862817e-10,4.60259960683678e-06,1.923245523156274e-09
1847,2.4365553305142183e-09,1.216308799710321e-10,4.538621981607451e-06,2.0751009085654258e-09
1848,3.09280739907436e-09,1.216308799710321e-10,4.693069123667166e-06,2.2785616806052035e-09
1849,1.9160863451439525e-09,0.0,4.8468743573591515e-06,2.565619359819392e-09
1850,2.2596363589779044e-09,0.0,4.831066754767173e-06,2.689924465710496e-09
1851,3.101071169694539e-09,0.0,4.98531445763157e-06,1.8071131337370007e-09
1852,3.459062139895711e-09,0.0,4.889904240761618e-06,2.4320591493090913e-09
1853,3.7629552014044924e-09,0.0,5.002009402232943e-06,2.6876928777801775e-09
1854,3.964946482248877e-09,0.0,5.2065610621606794e-06,2.9906879036748333e-09
1855,3.8862136524692966e-09,1.575052469401531e-10,5.108890685992914e-06,3.29476875940823e-09
1856,4.221983080603715e-09,5.550956837043129e-10,4.979106571616805e-06,3.0515254926096904e-09
1857,4.3730289231039674e-09,5.550956837043129e-10,4.9966229848256006e-06,3.1985854441275917e-09
1858,3.916460013440672e-09,5.550956837043129e-10,4.808161845306001e-06,6.4114784275355015e-09
1859,4.864059345775575e-09,5.550956837043129e-10,4.869955513900745e-06,8.029301128737692e-09
1860,5.893610298203709e-09,5.550956837043129e-10,4.819980404136004e-06,8.924125850993749e-09
1861,5.783998454792336e-09,6.115823641168155e-10,4.747622045085466e-06,8.93945701590277e-09
1862,5.819380184084772e-09,4.5407711717666237e-10,4.751055647440288e-06,8.64052914931587e-09
1863,5.704295194927259e-09,5.648668041250257e-11,4.7680760612170814e-06,8.62680270076664e-09
1864,5.455311250354303e-09,1.5067692331933406e-10,4.774876872813495e-06,8.80790944941217e-09
1865,5.909863741239616e-09,1.5067692331933406e-10,5.089565352786199e-06,5.895794138613805e-09
1866,4.646237077616482e-09,1.5067692331933406e-10,5.25620167276689e-06,4.404340321022866e-09
1867,3.5712641732743577e-09,1.5067692331933406e-10,5.243405926843739e-06,3.9012650887571e-09
1868,5.192383792770475e-09,9.41902429068315e-11,5.362257200301558e-06,4.4450157840206626e-09
1869,5.014927584312545e-09,1.7336201521952636e-10,5.438618115606784e-06,4.878970370571421e-09
1870,5.013152686623406e-09,1.7336201521952636e-10,5.480518666445278e-06,5.051642723178215e-09
1871,5.691369344061416e-09,7.917177231269485e-11,5.761274548733906e-06,4.7770527533685936e-09
1872,6.1516950898367534e-09,7.917177231269485e-11,6.015835489441608e-06,4.495319259691298e-09
1873,6.684517701265642e-09,7.917177231269485e-11,6.218916171617041e-06,4.546736923468789e-09
1874,6.93145702739579e-09,7.917177231269485e-11,6.4847105412419685e-06,4.682949171298998e-09
1875,5.396311017083885e-09,7.917177231269485e-11,6.518486770801246e-06,4.8817559835815214e-09
1876,6.1491577544156175e-09,0.0,6.61483961396568e-06,4.667525826158274e-09
1877,6.747676417617754e-09,0.0,6.681713914856248e-06,4.789818383191655e-09
1878,6.636118162920265e-09,3.6285359637590526e-11,6.572688497336847e-06,5.126927771215151e-09
1879,5.8661707555022045e-09,3.6285359637590526e-11,6.169855753666655e-06,6.004497470663799e-09
1880,6.33796599330034e-09,3.6285359637590526e-11,5.998486358294031e-06,5.2327207963490505e-09
1881,8.006403127782034e-09,3.6285359637590526e-11,5.838846196378914e-06,5.9600952744582565e-09
1882,8.43249095946622e-09,3.6285359637590526e-11,5.766753279853479e-06,5.827748315669266e-09
1883,8.625472463259193e-09,1.326532415659086e-10,5.868987890218185e-06,5.939762459661324e-09
1884,9.141860094327318e-09,1.326532415659086e-10,6.13122827936812e-06,6.195448662030653e-09
1885,9.562534827470666e-09,9.636788192831806e-11,6.170189408294391e-06,6.282418268150585e-09
1886,1.0830375517047384e-08,9.636788192831806e-11,6.277186977448375e-06,5.88980540529503e-09
1887,1.0543988095333492e-08,9.636788192831806e-11,6.295539021396378e-06,6.029345625943197e-09
1888,9.130793327776537e-09,9.636788192831806e-11,6.323959496512543e-06,5.279028484192086e-09
1889,9.348673581298174e-09,3.3190593131036753e-10,6.316354626635855e-06,4.413856962466005e-09
1890,9.029819558747931e-09,2.3553804938204944e-10,6.158132951635967e-06,4.334736506247541e-09
1891,8.507777086005523e-09,2.3553804938204944e-10,5.790098319786401e-06,4.576542446597744e-09
1892,7.88524521867982e-09,2.3553804938204944e-10,5.798737544994635e-06,4.24608082028044e-09
1893,6.738138999143725e-09,3.0472307217215596e-10,5.70766964561439e-06,3.810043835983379e-09
1894,6.306540876823062e-09,3.2681484502765963e-10,5.7445149000808926e-06,3.837446773045729e-09
1895,6.5586923194059315e-09,3.903284679600867e-10,5.652301037376414e-06,3.2850922934305314e-09
1896,7.623331997409975e-09,2.1293169608479649e-10,5.587630247256519e-06,3.3450691105940678e-09
1897,9.235965833401646e-09,4.73006261143232e-10,5.49433480045991e-06,4.095655751054242e-09
1898,9.471531178409772e-09,4.73006261143232e-10,5.477447627656927e-06,3.2576442178720656e-09
1899,1.0351006591540518e-08,4.73006261143232e-10,5.2961850737379535e-06,3.2484208021900584e-09
1900,1.1500464326884087e-08,5.122448655723946e-10,5.336025554113023e-06,3.2838720631644946e-09
1901,1.317057193464929e-08,5.244264665384333e-10,5.163637914457857e-06,3.4837327943039652e-09
1902,1.507496400725878e-08,4.781311338916286e-10,5.222940671956167e-06,3.5237958582813788e-09
1903,1.400071601511042e-08,5.793813088025449e-10,5.232501475152926e-06,3.782809747982745e-09
1904,1.5273244510386315e-08,3.351604836919288e-10,5.419154864024936e-06,3.325408075889007e-09
1905,1.5147214403400866e-08,5.486165619017491e-10,5.471315814377574e-06,3.6009312674524706e-09
1906,1.4736345730982845e-08,6.106765063867187e-10,5.43248253442081e-06,3.5368357131915218e-09
1907,1.4721963838480536e-08,5.315532270297066e-10,5.3025908398142614e-06,3.7018614205765387e-09
1908,1.9171330427931414e-08,4.972798532081641e-10,5.300143454535698e-06,3.6372555443721565e-09
1909,1.952760239224257e-08,5.076235810665328e-10,5.195491732073216e-06,4.55386798111793e-09
1910,3.629037210422277e-08,4.721971335766969e-10,5.201189131704658e-06,4.019997525338072e-09
1911,3.9695183013626386e-08,4.5634339362887744e-10,4.905466344748025e-06,3.6428968889065263e-09
1912,4.5070176289487204e-08,2.8612963784028066e-10,4.8892743507167324e-06,3.5256003354839596e-09
1913,4.7177124556136666e-08,2.812613693535328e-10,4.904635391410141e-06,3.5335060433183685e-09
1914,5.0037543886105595e-08,2.6657751105758313e-10,4.9597995582319395e-06,3.6786267206981702e-09
1915,5.764546249866141e-08,2.825162336215849e-10,4.979136325086334e-06,3.5467084665999747e-09
