ngram,Queue,Queu,Quee,Que
1554,0.0,0.0,0.0,0.0
1555,7.812804791943303e-06,0.0,0.0,0.0
1556,7.812804791943303e-06,0.0,0.0,0.0
1557,7.812804791943303e-06,0.0,0.0,9.345008168436055e-06
1558,7.812804791943303e-06,0.0,0.0,9.345008168436055e-06
1559,7.812804791943303e-06,0.0,0.0,9.345008168436055e-06
1560,7.812804791943303e-06,0.0,0.0,9.345008168436055e-06
1561,7.812804791943303e-06,0.0,0.0,9.345008168436055e-06
1562,0.0,0.0,0.0,1.1122722753498238e-05
1563,0.0,0.0,0.0,1.1122722753498238e-05
1564,0.0,0.0,0.0,1.7777145850621828e-06
1565,0.0,0.0,0.0,1.7777145850621828e-06
1566,0.0,0.0,0.0,1.7777145850621828e-06
1567,0.0,0.0,0.0,1.7777145850621828e-06
1568,0.0,0.0,0.0,1.7777145850621828e-06
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,2.5145592579584834e-06
1576,0.0,0.0,0.0,2.5145592579584834e-06
1577,0.0,0.0,0.0,2.292636652003109e-05
1578,0.0,0.0,0.0,2.3167279631966915e-05
1579,0.0,0.0,0.0,2.3167279631966915e-05
1580,0.0,0.0,0.0,2.3167279631966915e-05
1581,0.0,0.0,0.0,2.3167279631966915e-05
1582,0.0,0.0,0.0,2.0652720374008432e-05
1583,7.209339076195777e-07,0.0,0.0,2.089303167654829e-05
1584,7.209339076195777e-07,0.0,0.0,4.812244144756863e-07
1585,7.209339076195777e-07,0.0,0.0,2.403113025398592e-07
1586,2.158721599698765e-06,0.0,0.0,2.403113025398592e-07
1587,2.158721599698765e-06,0.0,0.0,2.403113025398592e-07
1588,2.158721599698765e-06,0.0,0.0,2.403113025398592e-07
1589,2.158721599698765e-06,0.0,0.0,8.004907223429265e-07
1590,1.4377876920791875e-06,0.0,0.0,1.080130719596387e-06
1591,2.2373880840729854e-06,0.0,0.0,1.080130719596387e-06
1592,2.2373880840729854e-06,0.0,0.0,1.080130719596387e-06
1593,7.99600391993798e-07,0.0,0.0,1.080130719596387e-06
1594,7.99600391993798e-07,0.0,0.0,1.415393886158459e-06
1595,7.99600391993798e-07,0.0,4.5079709057712793e-07,1.415393886158459e-06
1596,7.99600391993798e-07,0.0,6.612153161508363e-07,8.552144663553918e-07
1597,7.99600391993798e-07,0.0,6.612153161508363e-07,4.563252592301329e-07
1598,0.0,0.0,6.612153161508363e-07,4.563252592301329e-07
1599,0.0,0.0,6.612153161508363e-07,5.742364075039015e-07
1600,0.0,0.0,6.612153161508363e-07,5.367009992239348e-06
1601,0.0,0.0,1.8331584864686841e-06,6.594337719434407e-06
1602,0.0,0.0,1.3823613958915563e-06,6.594337719434407e-06
1603,0.0,0.0,1.171943170317848e-06,6.594337719434407e-06
1604,0.0,0.0,1.171943170317848e-06,6.473275626766346e-06
1605,0.0,0.0,1.171943170317848e-06,6.810586293275784e-06
1606,8.008010711689297e-08,0.0,1.171943170317848e-06,7.733716561883089e-06
1607,8.008010711689297e-08,0.0,1.171943170317848e-06,2.9409429771476425e-06
1608,8.008010711689297e-08,0.0,0.0,1.5780296800065635e-06
1609,8.008010711689297e-08,0.0,0.0,1.7667036575273544e-06
1610,8.008010711689297e-08,0.0,0.0,1.7667036575273544e-06
1611,8.008010711689297e-08,0.0,0.0,1.9715282145885534e-06
1612,8.008010711689297e-08,0.0,0.0,1.903218276311236e-06
1613,0.0,0.0,1.598104810390006e-07,1.1817978215081633e-06
1614,3.296097474958515e-07,0.0,1.598104810390006e-07,1.5114075690040148e-06
1615,3.296097474958515e-07,0.0,1.598104810390006e-07,2.073616477511158e-06
1616,3.296097474958515e-07,0.0,1.598104810390006e-07,1.884942499990367e-06
1617,3.296097474958515e-07,0.0,1.598104810390006e-07,2.1320251692356706e-06
1618,3.296097474958515e-07,0.0,1.598104810390006e-07,2.1241548893158324e-06
1619,3.296097474958515e-07,0.0,1.598104810390006e-07,1.8551541610837115e-06
1620,3.296097474958515e-07,0.0,0.0,1.7370110266970836e-06
1621,0.0,0.0,0.0,2.1210732614105965e-06
1622,0.0,0.0,0.0,1.3591867562874022e-06
1623,0.0,0.0,0.0,1.3591867562874022e-06
1624,0.0,0.0,0.0,1.261436279621973e-06
1625,0.0,0.0,0.0,1.0644820024806125e-06
1626,0.0,0.0,0.0,1.523725635317013e-06
1627,0.0,0.0,0.0,1.3222478076256396e-06
1628,0.0,0.0,0.0,1.0016455982102862e-06
1629,0.0,0.0,0.0,1.414292309423867e-06
1630,8.624899854632012e-08,0.0,8.624899854632012e-08,1.5867903065165073e-06
1631,8.624899854632012e-08,0.0,8.624899854632012e-08,1.6074980716699168e-06
1632,8.624899854632012e-08,0.0,8.624899854632012e-08,1.7907503401407406e-06
1633,8.624899854632012e-08,0.0,8.624899854632012e-08,2.154063460173867e-06
1634,8.624899854632012e-08,0.0,8.624899854632012e-08,2.2774816232283357e-06
1635,8.624899854632012e-08,0.0,8.624899854632012e-08,1.9667315638928684e-06
1636,8.624899854632012e-08,0.0,8.624899854632012e-08,1.8146180877920415e-06
1637,0.0,0.0,0.0,2.0079207437057837e-06
1638,0.0,0.0,0.0,2.0398858932172255e-06
1639,0.0,0.0,0.0,2.168114544279628e-06
1640,0.0,0.0,1.028080548946621e-07,1.653981964214576e-06
1641,0.0,0.0,1.028080548946621e-07,2.486117198584127e-06
1642,0.0,0.0,1.028080548946621e-07,2.72764698040971e-06
1643,0.0,0.0,1.9313050155947815e-07,3.1896933186154845e-06
1644,0.0,0.0,1.9313050155947815e-07,3.098877056930048e-06
1645,0.0,0.0,1.9313050155947815e-07,3.093339273618767e-06
1646,0.0,0.0,2.938689119348835e-07,2.781858354085541e-06
1647,0.0,0.0,1.9106085704022136e-07,2.473434181281066e-06
1648,0.0,0.0,1.9106085704022136e-07,1.5637300196301242e-06
1649,0.0,0.0,1.9106085704022136e-07,1.239880524345998e-06
1650,0.0,0.0,1.007384103754053e-07,1.088262755339591e-06
1651,0.0,0.0,1.007384103754053e-07,1.0712788512786834e-06
1652,0.0,0.0,1.007384103754053e-07,1.3758541074691623e-06
1653,0.0,0.0,0.0,1.4512298857230884e-06
1654,0.0,0.0,0.0,1.824578565187299e-06
1655,0.0,0.0,0.0,2.069244544600224e-06
1656,0.0,0.0,0.0,2.2504738694806292e-06
1657,0.0,0.0,0.0,1.8741430868171198e-06
1658,0.0,0.0,0.0,1.66975823390203e-06
1659,1.9300310733732268e-07,0.0,0.0,1.297384394709817e-06
1660,1.9300310733732268e-07,0.0,0.0,1.8634070175137043e-06
1661,1.9300310733732268e-07,0.0,0.0,1.758799973978447e-06
1662,1.9300310733732268e-07,0.0,0.0,1.5900843379768048e-06
1663,1.9300310733732268e-07,0.0,6.569497859995213e-08,1.8687198632960644e-06
1664,1.9300310733732268e-07,0.0,1.0499795978700734e-07,1.8706037516429724e-06
1665,1.9300310733732268e-07,0.0,1.0499795978700734e-07,2.0374462061616735e-06
1666,0.0,0.0,1.0499795978700734e-07,2.228364646076183e-06
1667,0.0,0.0,1.0499795978700734e-07,1.7492278305196253e-06
1668,0.0,0.0,1.0499795978700734e-07,1.7430054900354923e-06
1669,0.0,0.0,1.0499795978700734e-07,2.2202877322082974e-06
1670,0.0,0.0,7.79521493703734e-08,2.185563744205865e-06
1671,0.0,0.0,3.864916818331819e-08,2.3019303755843012e-06
1672,0.0,0.0,8.785037104124577e-08,2.302877695521082e-06
1673,0.0,0.0,8.785037104124577e-08,2.0822619960979083e-06
1674,0.0,0.0,8.785037104124577e-08,2.2778361637522593e-06
1675,0.0,0.0,1.2216887057547865e-07,2.186909365978603e-06
1676,0.0,0.0,1.651153809234529e-07,2.2320251754795857e-06
1677,0.0,0.0,1.264662127401347e-07,2.176332494790196e-06
1678,0.0,0.0,1.4638478416730193e-07,2.0427180922005002e-06
1679,2.3071769256992932e-08,0.0,1.2025535056636727e-07,2.236604530025943e-06
1680,2.3071769256992932e-08,0.0,1.3835727941113873e-07,2.6263851395924576e-06
1681,2.3071769256992932e-08,0.0,1.3835727941113873e-07,2.425180322721384e-06
1682,2.3071769256992932e-08,0.0,1.0403877987690586e-07,2.43503711772064e-06
1683,2.3071769256992932e-08,0.0,6.10922695289316e-08,2.0115117779693847e-06
1684,2.3071769256992932e-08,0.0,6.10922695289316e-08,1.8173930779344768e-06
1685,2.3071769256992932e-08,0.0,1.0179119515539372e-07,2.001830921471992e-06
1686,0.0,0.0,1.0634863250353582e-07,2.1114939922231964e-06
1687,0.0,0.0,1.706468830369496e-07,2.117142961261769e-06
1688,0.0,0.0,1.706468830369496e-07,2.146878338343023e-06
1689,0.0,0.0,1.706468830369496e-07,2.1232848926696794e-06
1690,0.0,0.0,1.706468830369496e-07,2.1518560840507106e-06
1691,0.0,0.0,1.706468830369496e-07,2.196721084146702e-06
1692,0.0,0.0,1.1002938598332029e-07,2.377381130307705e-06
1693,0.0,0.0,8.240017937818525e-08,2.071884572225307e-06
1694,0.0,0.0,0.0,1.8213390181439796e-06
1695,1.550680346034434e-08,0.0,1.550680346034434e-08,1.8055475428419804e-06
1696,3.12527492139582e-08,0.0,3.12527492139582e-08,1.8523889886117623e-06
1697,3.12527492139582e-08,0.0,3.12527492139582e-08,1.7647811481375747e-06
1698,3.12527492139582e-08,0.0,4.1624019786468125e-08,1.7520120698983582e-06
1699,5.7391829955122375e-08,0.0,6.77631005276323e-08,1.5605246192405633e-06
1700,5.7391829955122375e-08,0.0,6.77631005276323e-08,1.653014724719729e-06
1701,6.705858928463776e-08,0.0,7.742985985714768e-08,1.5928276460337138e-06
1702,5.155178582429341e-08,0.0,7.390821618205986e-08,1.6859263171552032e-06
1703,3.580584007067955e-08,0.0,8.024469013077708e-08,1.8235065389100264e-06
1704,6.179113906260422e-08,0.0,8.890645679977232e-08,2.0170033394606435e-06
1705,6.179113906260422e-08,0.0,9.685079557389794e-08,2.1850479145411683e-06
1706,3.565205832144004e-08,0.0,9.286248062575656e-08,2.319487180102442e-06
1707,1.0856677639432227e-07,1.2152453012147037e-08,1.1716738665005063e-07,2.5300941907906756e-06
1708,9.890001706480689e-08,1.2152453012147037e-08,1.4608409669238297e-07,2.616510057253306e-06
1709,9.890001706480689e-08,1.2152453012147037e-08,1.3409893690712644e-07,2.581311848968783e-06
1710,9.890001706480689e-08,1.2152453012147037e-08,1.1201651720479536e-07,2.4972596780311766e-06
1711,7.291471807288222e-08,1.2152453012147037e-08,1.324317366879768e-07,2.4038201088062905e-06
1712,7.291471807288222e-08,1.2152453012147037e-08,1.24979547219287e-07,2.3433893180221536e-06
1713,7.291471807288222e-08,1.2152453012147037e-08,1.0282878142626422e-07,2.0616147691855858e-06
1714,0.0,0.0,7.852387540197014e-08,1.8453508313801388e-06
1715,0.0,0.0,5.126275937072933e-08,1.8243583131801903e-06
1716,0.0,0.0,7.78276338613588e-08,1.7818371296535979e-06
1717,7.641405476631137e-09,0.0,7.78276338613588e-08,1.8445508008621151e-06
1718,7.641405476631137e-09,0.0,4.875064770918211e-08,1.8305941336750818e-06
1719,7.641405476631137e-09,0.0,3.7887227831236355e-08,1.989665666509869e-06
1720,1.670253370532139e-08,0.0,4.6948356059926614e-08,2.065018341974272e-06
1721,1.670253370532139e-08,0.0,5.5708414135681646e-08,2.0040084304387814e-06
1722,2.4430120402842348e-08,0.0,6.756882088763763e-08,2.226299443464086e-06
1723,3.6780472762692236e-08,0.0,6.570465111670793e-08,2.2688268472847994e-06
1724,2.9139067286061097e-08,0.0,7.744649061740866e-08,2.2355628906162953e-06
1725,2.9139067286061097e-08,0.0,9.950535075274405e-08,2.377533210814623e-06
1726,2.9139067286061097e-08,0.0,1.1228034679788834e-07,2.1205974170308243e-06
1727,7.481966589141718e-08,0.0,1.1006193442345388e-07,2.058669354352917e-06
1728,7.481966589141718e-08,0.0,1.0778143634736028e-07,2.124406591974548e-06
1729,7.346405591793623e-08,0.0,9.097065297883741e-08,1.9716226558687467e-06
1730,9.384665539917997e-08,0.0,7.445318621941105e-08,1.97227179147116e-06
1731,1.0778013453156226e-07,0.0,7.664482585109259e-08,1.8796654493209125e-06
1732,1.0778013453156226e-07,0.0,6.710301343153852e-08,1.7903680762693902e-06
1733,1.0778013453156226e-07,0.0,6.13527869778149e-08,1.8471591667028925e-06
1734,7.884706576533063e-08,0.0,6.999526596424793e-08,1.943057895914535e-06
1735,7.884706576533063e-08,0.0,6.35157059645865e-08,1.910116842347114e-06
1736,7.247508904129063e-08,0.0,6.265605431313556e-08,1.9663560968703157e-06
1737,1.228016758757024e-07,0.0,6.831607279877971e-08,2.007168940768419e-06
1738,1.5829454420262274e-07,0.0,5.987440993797983e-08,2.0317728837783633e-06
1739,1.5829454420262274e-07,0.0,5.381919519566379e-08,2.0770717940519845e-06
1740,1.65781822809257e-07,0.0,4.679442560424312e-08,1.960338620067757e-06
1741,1.399731647414423e-07,0.0,3.7250581539995305e-08,1.996012672732052e-06
1742,1.591052810770829e-07,0.0,4.362795382105235e-08,1.8518596789363073e-06
1743,1.687366746645174e-07,0.0,4.774702233589778e-08,1.650386658574072e-06
1744,8.5677135989012e-08,0.0,4.2831886608902485e-08,1.5456133886410889e-06
1745,3.6250788529709355e-08,0.0,4.365164636104575e-08,1.5657806216040626e-06
1746,3.6250788529709355e-08,0.0,4.2167790529187444e-08,1.4291475898582057e-06
1747,3.2922661676236335e-08,0.0,5.048609403550992e-08,1.467394879130422e-06
1748,3.2922661676236335e-08,0.0,6.274340336176465e-08,1.408033751561431e-06
1749,1.379054534059573e-08,0.0,5.6366031080707605e-08,1.4425884761034728e-06
1750,4.374393012897469e-08,0.0,5.333210038673185e-08,1.4407574196541515e-06
1751,8.300445334238507e-08,0.0,5.154225693867634e-08,1.4861663625457107e-06
1752,8.300445334238507e-08,0.0,4.9129271064072914e-08,1.5270249572755086e-06
1753,9.306315819555624e-08,0.0,4.918064634905152e-08,1.524153373923452e-06
1754,8.8904006442395e-08,0.0,4.9230480263824054e-08,1.4876678570934537e-06
1755,8.8904006442395e-08,0.0,3.488512792923107e-08,1.3583282257708821e-06
1756,1.374715351078391e-07,0.0,3.792059847082133e-08,1.3992961547566146e-06
1757,9.788675673202566e-08,0.0,3.436825884201815e-08,1.3708829231161092e-06
1758,6.79489876428566e-08,0.0,3.3445151156489117e-08,1.278391973106149e-06
1759,7.490657744873325e-08,0.0,3.650415081324354e-08,1.1994635867397716e-06
1760,6.48478725955621e-08,0.0,3.679753238624731e-08,1.1822171960115417e-06
1761,6.762344005397023e-08,0.0,3.398052988196858e-08,1.1203674392033593e-06
1762,6.762344005397023e-08,0.0,3.0127222113865825e-08,1.114118268625524e-06
1763,2.1894585953776058e-08,0.0,7.818789476183546e-08,1.1800222361151619e-06
1764,2.470526564276757e-08,0.0,8.076413087516293e-08,1.6383869235271829e-06
1765,1.832991993109902e-08,0.0,7.454896128982519e-08,1.7266172806427806e-06
1766,1.8174434401885264e-08,0.0,6.759137148394854e-08,1.6438840069505595e-06
1767,8.000898153527811e-08,0.0,7.69911489482768e-08,1.6080410643683405e-06
1768,7.991562662417501e-08,0.0,9.28977144099008e-08,1.580633733867996e-06
1769,8.600814587517952e-08,0.0,9.899023366090529e-08,1.5468943550851172e-06
1770,8.605239289392688e-08,0.0,5.07770120553427e-08,1.346498874811784e-06
1771,8.587435702216745e-08,0.0,5.3053583875290703e-08,8.713802880525431e-07
1772,8.819911226761893e-08,0.0,5.568966570430283e-08,8.548595928914438e-07
1773,8.658738970268587e-08,0.0,6.607042912776251e-08,8.318448294630798e-07
1774,3.009776884864225e-08,0.0,5.4020380803519533e-08,9.433045582747062e-07
1775,5.052506958845372e-08,0.0,3.545136958596881e-08,9.660050831631191e-07
1776,5.799439734793006e-08,0.0,3.207121983856658e-08,9.66211327327723e-07
1777,8.137392905536802e-08,0.0,3.2106348563892036e-08,9.583705288410523e-07
1778,8.430357263072047e-08,0.0,2.6989561062253286e-08,1.0211214081274583e-06
1779,8.15930946933869e-08,0.0,2.6915164953931836e-08,1.0260116312110767e-06
1780,7.640271298165707e-08,0.0,1.6534401530472157e-08,1.0756362606960984e-06
1781,7.297030357733547e-08,0.0,1.5774455265825183e-08,9.02863222661056e-07
1782,4.986079029021896e-08,0.0,1.288576610493562e-08,9.442294453622578e-07
1783,4.4997339441822855e-08,0.0,1.017339660133335e-08,8.874107899308521e-07
1784,3.038619134088094e-08,0.0,1.0584290523395014e-08,8.868745169365866e-07
1785,3.93870051494462e-08,0.0,1.2657513894152674e-08,8.09407185085677e-07
1786,4.486590933692826e-08,0.0,1.0095828173461996e-08,8.130536254416906e-07
1787,5.5179042287737245e-08,0.0,1.0095828173461996e-08,7.550685633564822e-07
1788,8.462377516187708e-08,1.3065520728819786e-09,9.48986337131633e-09,7.547263984568937e-07
1789,9.044069924714546e-08,2.4699368899356547e-09,1.0653248188370007e-08,7.849593828268553e-07
1790,8.505684842167024e-08,2.4699368899356547e-09,1.2862944994854582e-08,8.622468499197566e-07
1791,7.34055432311769e-08,2.4699368899356547e-09,1.279189960306277e-08,9.335856735300954e-07
1792,6.537201408767552e-08,3.5581989418379376e-09,9.025794587915113e-09,9.459971010983281e-07
1793,5.831744630059786e-08,3.5581989418379376e-09,1.001181670901019e-08,8.995099522378171e-07
1794,4.8004313349788874e-08,4.5561845090397975e-09,1.197902308775716e-07,1.0074534933275053e-06
1795,1.8473607849805214e-08,3.2496324361578186e-09,1.27616400304374e-07,1.136093430886831e-06
1796,1.3604845377252722e-08,2.0862476191041424e-09,1.292975002620267e-07,1.0564425565462443e-06
1797,1.7660307628984484e-08,2.0862476191041424e-09,1.3162319266259358e-07,1.042608784830788e-06
1798,1.939627772681466e-08,2.0862476191041424e-09,1.3125857715020777e-07,1.0152145039553164e-06
1799,2.307978912747493e-08,9.979855672018596e-10,1.319726238767162e-07,9.85473458773153e-07
1800,2.415208648948968e-08,9.979855672018596e-10,1.3304492123873096e-07,9.54243587005164e-07
1801,2.8331150695290067e-08,0.0,2.605254995862489e-08,9.206932369514626e-07
1802,3.0845874362687e-08,0.0,2.2129350161849615e-08,8.360422205961575e-07
1803,4.3586711383016204e-08,2.105999692097222e-09,2.2794865043148808e-08,9.576928131796843e-07
1804,4.048778937512257e-08,2.105999692097222e-09,2.192040644238042e-08,9.714723562735474e-07
1805,5.1476016592135106e-08,2.105999692097222e-09,2.136422074171053e-08,9.635215373496716e-07
1806,7.46158964456559e-08,2.105999692097222e-09,2.13717626453201e-08,9.873581023254831e-07
1807,8.13448681112407e-08,2.105999692097222e-09,2.5590079769496502e-08,1.0272132483026195e-06
1808,8.234379425938901e-08,2.105999692097222e-09,3.01002957162463e-08,1.009906782201142e-06
1809,8.487766933740204e-08,2.2869245069096725e-09,2.79664957858472e-08,1.0249886648645251e-06
1810,8.012411407370174e-08,1.809248148124506e-10,2.968699965220724e-08,9.333689539354444e-07
1811,7.936878760566352e-08,1.809248148124506e-10,2.8135524513369807e-08,9.60357332197808e-07
1812,8.120579434286615e-08,4.1963307432065934e-10,2.770809296289859e-08,9.745130650376917e-07
1813,5.716384191397797e-08,6.136124782888227e-10,2.841997443730244e-08,1.0127030723846734e-06
1814,6.23767458003093e-08,6.136124782888227e-10,2.5277709830057963e-08,1.0639049930562448e-06
1815,6.453810260812329e-08,6.136124782888227e-10,2.2616827775680448e-08,1.0645915965921761e-06
1816,6.393865931946558e-08,4.326876634763721e-10,2.1823178692719532e-08,1.0095288546706018e-06
1817,5.7230734437244534e-08,4.326876634763721e-10,2.121905952533e-08,1.0477822749115667e-06
1818,5.801181198908775e-08,4.326876634763721e-10,2.4659684833799085e-08,1.0192231343353342e-06
1819,5.141637211230383e-08,1.9397940396816337e-10,2.9062511381588204e-08,1.0340050542773888e-06
1820,6.141436007364323e-08,1.4739693592653273e-10,2.9046527215216755e-08,1.2919904374289866e-06
1821,6.785429107480923e-08,2.759511904696207e-10,2.861179458437034e-08,1.3068284374639916e-06
1822,7.885597241852338e-08,2.759511904696207e-10,2.6097489122126457e-08,1.3586531183916252e-06
1823,7.356351210725215e-08,2.759511904696207e-10,2.5220044084863147e-08,1.4273873846702502e-06
1824,8.085851480440656e-08,2.759511904696207e-10,2.31419400468066e-08,1.460875288168089e-06
1825,8.656440542154087e-08,2.759511904696207e-10,2.18968306344079e-08,1.4274725117502385e-06
1826,8.39310619734793e-08,2.759511904696207e-10,1.736181167087482e-08,1.4103130508504234e-06
1827,8.323563146664778e-08,1.2855425454308796e-10,1.6738334527945298e-08,1.1440522403713009e-06
1828,7.393876545945335e-08,0.0,1.5252317504226605e-08,1.0372469481418584e-06
1829,5.9181725171291484e-08,0.0,1.4888103194721225e-08,9.167268168701932e-07
1830,6.477449941501488e-08,3.812181681439597e-10,1.691443899228976e-08,8.539298781735332e-07
1831,6.677091641498529e-08,4.741128283620404e-10,1.6595630647486814e-08,7.822175120963948e-07
1832,6.196230626999619e-08,4.741128283620404e-10,1.3738200037900178e-08,8.132580059542047e-07
1833,6.322814678177175e-08,4.741128283620404e-10,1.32803785746205e-08,8.312023364201845e-07
1834,5.225611638642087e-08,6.402332156493376e-10,1.3225432051098908e-08,7.765730824108427e-07
1835,7.186136384364414e-08,6.402332156493376e-10,1.4692878532887984e-08,7.574058632339334e-07
1836,7.473263709454971e-08,9.404779336260764e-10,1.5638223922158952e-08,8.138248891295266e-07
1837,8.465164366303465e-08,1.0239082121848192e-09,1.4762826897448837e-08,8.141788693397498e-07
1838,7.84755077428859e-08,1.0073392992764646e-09,1.528108179676175e-08,8.320814929772626e-07
1839,8.085953443323238e-08,1.0073392992764646e-09,1.762261295620452e-08,8.069881443719038e-07
1840,7.977904863715984e-08,1.0073392992764646e-09,2.4995346744763732e-08,8.019041907963193e-07
1841,8.032489111948443e-08,8.412189119891675e-10,2.624703730548715e-08,8.463173669172517e-07
1842,5.979337710674112e-08,9.020343519746835e-10,2.7336525678021773e-08,8.688677358544997e-07
1843,6.625629822565315e-08,6.673641639309835e-10,2.77819007164583e-08,8.962356495041084e-07
1844,5.403538086820195e-08,2.694985742504993e-10,2.8031214175224965e-08,9.140189506849441e-07
1845,6.097251110353292e-08,1.931728269407732e-10,2.7419127793645463e-08,8.969279455024142e-07
1846,6.630802573681649e-08,2.583933265766701e-10,2.70215217820383e-08,9.47969226672285e-07
1847,6.54568711614242e-08,3.189987916675717e-10,2.1541225438324674e-08,9.337872402933758e-07
1848,6.42148257108082e-08,3.189987916675717e-10,2.004815310588778e-08,9.148770345746016e-07
1849,6.227372091010303e-08,4.731414982028781e-10,2.0200582032511453e-08,9.050157895476982e-07
1850,5.5241806811474296e-08,4.0756696826983937e-10,2.1230356647298062e-08,8.723732776161341e-07
1851,5.779270750849719e-08,4.336413014386206e-10,2.0607620752701094e-08,8.775855998724833e-07
1852,5.501835076415773e-08,6.86449155454635e-10,2.019107370188067e-08,9.151753894392251e-07
1853,4.9102296831701353e-08,7.17747337754458e-10,1.9116056293455586e-08,8.987489569075738e-07
1854,5.281898499528584e-08,9.096511718479202e-10,1.928759120671332e-08,9.373263440336035e-07
1855,5.1386333918149573e-08,1.1196581677681244e-09,2.384435353925645e-08,9.694281857264286e-07
1856,4.783183170177706e-08,1.2028928567505863e-09,2.2356608754746177e-08,9.760724911497424e-07
1857,4.709592563553347e-08,1.2991613102768846e-09,2.2992679252606e-08,1.0027956867426319e-06
1858,5.2137245631911355e-08,1.2639076333150916e-09,2.4151538927493935e-08,1.0575922065722158e-06
1859,4.994319624529453e-08,1.0110997792990771e-09,2.4808691735854283e-08,1.034828820983031e-06
1860,4.953307402339695e-08,9.14581097363357e-10,2.5481008541256804e-08,1.010162463899178e-06
1861,5.5101975046259865e-08,7.185584785914959e-10,2.7294158552341027e-08,1.0112393868309612e-06
1862,5.7055539721367106e-08,6.199880252046239e-10,2.4048803837217747e-08,9.69622541496002e-07
1863,5.825365028450895e-08,3.2179518970133966e-10,2.4239146055395266e-08,9.68616356138747e-07
1864,6.511254418179696e-08,3.197169790818728e-10,2.2345620972633436e-08,9.433324277909248e-07
1865,6.018978889902168e-08,3.505665678384316e-10,2.1437077636830637e-08,8.893856764708679e-07
1866,5.734646433909672e-08,3.505665678384316e-10,2.2467282129972384e-08,9.105124425851889e-07
1867,5.6160539076342634e-08,4.3699148268215385e-10,2.2200901688458023e-08,8.951070640250691e-07
1868,4.888527221120447e-08,3.8050480226965126e-10,1.8662159944377825e-08,8.66103846419719e-07
1869,4.937578676081752e-08,3.482400320490139e-10,1.8179548913873792e-08,8.933236342402649e-07
1870,5.008741408931071e-08,4.749494131317533e-10,2.0326685477657846e-08,9.774869665436979e-07
1871,4.62339464490924e-08,6.242155364028739e-10,1.8908102258511202e-08,1.0730768817016463e-06
1872,4.4818858973323065e-08,5.767141446939255e-10,2.0161295870886013e-08,1.1732402559313674e-06
