ngram,Event,Evet,Event,Evet
1865,2.823553505290225e-07,2.3903588671928387e-09,2.823553505290225e-07,2.3903588671928387e-09
1866,2.8253113068136114e-07,2.6549972736195873e-09,2.8253113068136114e-07,2.6549972736195873e-09
1867,2.747492483682176e-07,2.540653810350386e-09,2.747492483682176e-07,2.540653810350386e-09
1868,2.648742634749267e-07,2.2913571397418865e-09,2.648742634749267e-07,2.2913571397418865e-09
1869,2.3906355092354457e-07,1.7488166827371388e-09,2.3906355092354457e-07,1.7488166827371388e-09
1870,2.397909517932411e-07,2.038970484516004e-09,2.397909517932411e-07,2.038970484516004e-09
1871,2.370688240002242e-07,2.4316929739650763e-09,2.370688240002242e-07,2.4316929739650763e-09
1872,2.2828975586110444e-07,2.238412566413217e-09,2.2828975586110444e-07,2.238412566413217e-09
1873,2.2628554217720064e-07,1.8374178369283202e-09,2.2628554217720064e-07,1.8374178369283202e-09
1874,2.27155723564465e-07,2.3038911810070927e-09,2.27155723564465e-07,2.3038911810070927e-09
1875,2.2346906039924112e-07,3.217143535699003e-09,2.2346906039924112e-07,3.217143535699003e-09
1876,2.1569890813160392e-07,3.4012800512580756e-09,2.1569890813160392e-07,3.4012800512580756e-09
1877,2.0243055790355617e-07,4.0420351827512894e-09,2.0243055790355617e-07,4.0420351827512894e-09
1878,2.0283174251289893e-07,3.9179760388411265e-09,2.0283174251289893e-07,3.9179760388411265e-09
1879,2.0468443600358504e-07,4.411493773456446e-09,2.0468443600358504e-07,4.411493773456446e-09
1880,1.8946342907254022e-07,4.948355439690236e-09,1.8946342907254022e-07,4.948355439690236e-09
1881,1.908074612596725e-07,5.046687829539971e-09,1.908074612596725e-07,5.046687829539971e-09
1882,2.048514541489307e-07,4.270679127798311e-09,2.048514541489307e-07,4.270679127798311e-09
1883,2.1529456262214808e-07,4.3629893507559e-09,2.1529456262214808e-07,4.3629893507559e-09
1884,2.2348739240182374e-07,3.6284297947172408e-09,2.2348739240182374e-07,3.6284297947172408e-09
1885,2.2622451873693145e-07,3.758971943236742e-09,2.2622451873693145e-07,3.758971943236742e-09
1886,2.256379677386836e-07,3.1434614990365007e-09,2.256379677386836e-07,3.1434614990365007e-09
1887,2.337756167695001e-07,3.3056118556703697e-09,2.337756167695001e-07,3.3056118556703697e-09
1888,2.361248436143017e-07,2.9082000062098855e-09,2.361248436143017e-07,2.9082000062098855e-09
1889,2.306829267289296e-07,4.146903098689592e-09,2.306829267289296e-07,4.146903098689592e-09
1890,2.2637859079363158e-07,5.125386710285491e-09,2.2637859079363158e-07,5.125386710285491e-09
1891,2.2314136620999697e-07,5.751871193623462e-09,2.2314136620999697e-07,5.751871193623462e-09
1892,2.215704556972144e-07,5.910151312793488e-09,2.215704556972144e-07,5.910151312793488e-09
1893,2.3030790633323965e-07,6.426989004485303e-09,2.3030790633323965e-07,6.426989004485303e-09
1894,2.3845937643532776e-07,5.973376047764743e-09,2.3845937643532776e-07,5.973376047764743e-09
1895,2.582793732537019e-07,5.803372036895991e-09,2.582793732537019e-07,5.803372036895991e-09
1896,2.6131497017039304e-07,4.89983422090136e-09,2.6131497017039304e-07,4.89983422090136e-09
1897,2.908875862723497e-07,3.778923681910637e-09,2.908875862723497e-07,3.778923681910637e-09
1898,3.089468987939524e-07,3.1608862987348677e-09,3.089468987939524e-07,3.1608862987348677e-09
1899,3.183804640879576e-07,2.764205134627876e-09,3.183804640879576e-07,2.764205134627876e-09
1900,3.2738733222816207e-07,2.2910958209974653e-09,3.2738733222816207e-07,2.2910958209974653e-09
1901,3.4251652485701403e-07,2.500042268443232e-09,3.4251652485701403e-07,2.500042268443232e-09
1902,3.4401799504329187e-07,3.0617466340032706e-09,3.4401799504329187e-07,3.0617466340032706e-09
1903,3.588648382901738e-07,2.7866189038811787e-09,3.588648382901738e-07,2.7866189038811787e-09
1904,3.502824321393356e-07,2.8272810124820224e-09,3.502824321393356e-07,2.8272810124820224e-09
1905,3.591059477717603e-07,2.849190169510304e-09,3.591059477717603e-07,2.849190169510304e-09
1906,3.777756611660672e-07,2.873465227664391e-09,3.777756611660672e-07,2.873465227664391e-09
1907,3.943214851785472e-07,2.8495222213566406e-09,3.943214851785472e-07,2.8495222213566406e-09
1908,3.928798711123298e-07,2.222515822174793e-09,3.928798711123298e-07,2.222515822174793e-09
1909,3.904043645824069e-07,1.8094044040850576e-09,3.904043645824069e-07,1.8094044040850576e-09
1910,3.9584180707866577e-07,1.8530731552398753e-09,3.9584180707866577e-07,1.8530731552398753e-09
1911,4.0272336881181605e-07,1.6086111173255598e-09,4.0272336881181605e-07,1.6086111173255598e-09
1912,4.178938906664241e-07,1.5215509963084628e-09,4.178938906664241e-07,1.5215509963084628e-09
1913,4.1538083093785515e-07,1.399558358095021e-09,4.1538083093785515e-07,1.399558358095021e-09
1914,4.16952620493508e-07,1.5162544870455414e-09,4.16952620493508e-07,1.5162544870455414e-09
1915,4.152914324809639e-07,1.6247336016255482e-09,4.152914324809639e-07,1.6247336016255482e-09
1916,4.213508353651767e-07,1.57489134432e-09,4.213508353651767e-07,1.57489134432e-09
1917,4.2224520971753267e-07,1.467769747013189e-09,4.2224520971753267e-07,1.467769747013189e-09
1918,4.284233503832573e-07,1.4294567117291633e-09,4.284233503832573e-07,1.4294567117291633e-09
1919,4.1849117289010404e-07,1.3415135431087727e-09,4.1849117289010404e-07,1.3415135431087727e-09
1920,4.2602951566550473e-07,1.3930513330175286e-09,4.2602951566550473e-07,1.3930513330175286e-09
1921,4.2472942141102976e-07,1.3986968488184053e-09,4.2472942141102976e-07,1.3986968488184053e-09
1922,4.3613111090832846e-07,1.3291615030830428e-09,4.3613111090832846e-07,1.3291615030830428e-09
1923,4.3689164743097665e-07,1.2507042306581744e-09,4.3689164743097665e-07,1.2507042306581744e-09
1924,4.4317481443353503e-07,1.173781667101232e-09,4.4317481443353503e-07,1.173781667101232e-09
1925,4.406293011730408e-07,1.2744112669922053e-09,4.406293011730408e-07,1.2744112669922053e-09
1926,4.4790312309877276e-07,1.3125088159173158e-09,4.4790312309877276e-07,1.3125088159173158e-09
1927,4.5064369455108786e-07,1.2628625605566007e-09,4.5064369455108786e-07,1.2628625605566007e-09
1928,4.7279688227977855e-07,1.243255070321985e-09,4.7279688227977855e-07,1.243255070321985e-09
1929,4.842672467475495e-07,1.3293229691616455e-09,4.842672467475495e-07,1.3293229691616455e-09
1930,4.910420768413002e-07,1.3998214492311994e-09,4.910420768413002e-07,1.3998214492311994e-09
1931,5.01553306061656e-07,1.4631563421169907e-09,5.01553306061656e-07,1.4631563421169907e-09
1932,5.105466576489042e-07,1.4695370476047742e-09,5.105466576489042e-07,1.4695370476047742e-09
1933,5.150859538259413e-07,1.4941693913885145e-09,5.150859538259413e-07,1.4941693913885145e-09
1934,5.235404135614122e-07,1.8068261172946416e-09,5.235404135614122e-07,1.8068261172946416e-09
1935,5.07658711512704e-07,2.2015437092396237e-09,5.07658711512704e-07,2.2015437092396237e-09
1936,5.142604980587098e-07,2.0656136008006295e-09,5.142604980587098e-07,2.0656136008006295e-09
1937,5.123847423809431e-07,2.0273337929056977e-09,5.123847423809431e-07,2.0273337929056977e-09
1938,5.028842662925724e-07,2.056744473146109e-09,5.028842662925724e-07,2.056744473146109e-09
1939,4.817703427306697e-07,2.094146300812838e-09,4.817703427306697e-07,2.094146300812838e-09
1940,4.6048115060719805e-07,2.112529024727345e-09,4.6048115060719805e-07,2.112529024727345e-09
1941,4.3482087010358684e-07,2.247432224449548e-09,4.3482087010358684e-07,2.247432224449548e-09
1942,4.204412310368103e-07,1.846693623416432e-09,4.204412310368103e-07,1.846693623416432e-09
1943,4.0877269823015793e-07,1.979540705957358e-09,4.0877269823015793e-07,1.979540705957358e-09
1944,4.2452326251155424e-07,2.1035425306387926e-09,4.2452326251155424e-07,2.1035425306387926e-09
1945,4.258684051754764e-07,2.089500810471228e-09,4.258684051754764e-07,2.089500810471228e-09
1946,4.3700616255851597e-07,2.096984284629043e-09,4.3700616255851597e-07,2.096984284629043e-09
1947,4.636823405235191e-07,2.0488872503372183e-09,4.636823405235191e-07,2.0488872503372183e-09
1948,4.787618398235541e-07,1.613158685996398e-09,4.787618398235541e-07,1.613158685996398e-09
1949,4.981280109664762e-07,1.7370114077256256e-09,4.981280109664762e-07,1.7370114077256256e-09
1950,4.987799806193445e-07,1.8596642479908253e-09,4.987799806193445e-07,1.8596642479908253e-09
1951,4.977719925136626e-07,2.3173816357921086e-09,4.977719925136626e-07,2.3173816357921086e-09
1952,5.011688577789235e-07,2.4685633695905753e-09,5.011688577789235e-07,2.4685633695905753e-09
1953,5.26781714630228e-07,2.4225841491595392e-09,5.26781714630228e-07,2.4225841491595392e-09
1954,5.42333497475868e-07,2.493351715569604e-09,5.42333497475868e-07,2.493351715569604e-09
1955,5.537183369597187e-07,2.7136965056026187e-09,5.537183369597187e-07,2.7136965056026187e-09
1956,5.684041509214564e-07,2.4579194473390534e-09,5.684041509214564e-07,2.4579194473390534e-09
1957,5.895404667301461e-07,2.187844770430912e-09,5.895404667301461e-07,2.187844770430912e-09
1958,6.23649181566829e-07,1.8431495139660724e-09,6.23649181566829e-07,1.8431495139660724e-09
1959,6.646274966572361e-07,1.6587316996132172e-09,6.646274966572361e-07,1.6587316996132172e-09
1960,7.123103955564147e-07,1.6457382361651745e-09,7.123103955564147e-07,1.6457382361651745e-09
1961,7.335273234535375e-07,1.6563706676083915e-09,7.335273234535375e-07,1.6563706676083915e-09
1962,7.704539695753608e-07,1.4996662562565583e-09,7.704539695753608e-07,1.4996662562565583e-09
1963,8.06145115867756e-07,1.6304033520090196e-09,8.06145115867756e-07,1.6304033520090196e-09
1964,8.511102740677805e-07,1.639358236462028e-09,8.511102740677805e-07,1.639358236462028e-09
1965,8.668498756898251e-07,1.628288710214016e-09,8.668498756898251e-07,1.628288710214016e-09
1966,9.100555108229205e-07,1.7176700379500127e-09,9.100555108229205e-07,1.7176700379500127e-09
1967,9.359060624904357e-07,1.911024878025509e-09,9.359060624904357e-07,1.911024878025509e-09
1968,9.863715766706655e-07,1.9628653147307773e-09,9.863715766706655e-07,1.9628653147307773e-09
1969,1.0600808601728723e-06,1.9526470757773903e-09,1.0600808601728723e-06,1.9526470757773903e-09
1970,1.1260241876698274e-06,1.886112583575945e-09,1.1260241876698274e-06,1.886112583575945e-09
1971,1.1833709631251362e-06,2.019612715160284e-09,1.1833709631251362e-06,2.019612715160284e-09
1972,1.2567862281035299e-06,1.7358551818169587e-09,1.2567862281035299e-06,1.7358551818169587e-09
1973,1.333509706975227e-06,1.7928948563878627e-09,1.333509706975227e-06,1.7928948563878627e-09
1974,1.376438132995515e-06,1.5319974891855485e-09,1.376438132995515e-06,1.5319974891855485e-09
1975,1.4478878743570282e-06,1.4852577501223152e-09,1.4478878743570282e-06,1.4852577501223152e-09
1976,1.5150423320976967e-06,1.5260378278496895e-09,1.5150423320976967e-06,1.5260378278496895e-09
1977,1.5955958068453974e-06,1.9964760083241676e-09,1.5955958068453974e-06,1.9964760083241676e-09
1978,1.6656094723137876e-06,1.8969345697402875e-09,1.6656094723137876e-06,1.8969345697402875e-09
1979,1.7523834847971948e-06,2.1409448816963763e-09,1.7523834847971948e-06,2.1409448816963763e-09
1980,1.8201308356375584e-06,2.0141212665945675e-09,1.8201308356375584e-06,2.0141212665945675e-09
1981,1.9433517601490687e-06,2.050063674374769e-09,1.9433517601490687e-06,2.050063674374769e-09
1982,2.0635256662769408e-06,2.0089830434142998e-09,2.0635256662769408e-06,2.0089830434142998e-09
1983,2.174763283489613e-06,1.9658559859335257e-09,2.174763283489613e-06,1.9658559859335257e-09
1984,2.3025208487784506e-06,1.5917435623537456e-09,2.3025208487784506e-06,1.5917435623537456e-09
1985,2.4641692237180124e-06,1.5478208556122093e-09,2.4641692237180124e-06,1.5478208556122093e-09
1986,2.6165121848212687e-06,1.4100566270158765e-09,2.6165121848212687e-06,1.4100566270158765e-09
1987,2.7841572643540402e-06,1.5662729843260843e-09,2.7841572643540402e-06,1.5662729843260843e-09
1988,2.931500180888439e-06,1.6181273622604765e-09,2.931500180888439e-06,1.6181273622604765e-09
1989,3.0954781128197543e-06,1.7595480469470966e-09,3.0954781128197543e-06,1.7595480469470966e-09
1990,3.227384987829802e-06,1.7438542038965871e-09,3.227384987829802e-06,1.7438542038965871e-09
1991,3.3821713389313246e-06,1.897003379777321e-09,3.3821713389313246e-06,1.897003379777321e-09
1992,3.6222298344260447e-06,1.967769915266006e-09,3.6222298344260447e-06,1.967769915266006e-09
1993,3.790296367307227e-06,2.3452753865933165e-09,3.790296367307227e-06,2.3452753865933165e-09
1994,4.0288732959327585e-06,2.510721360974141e-09,4.0288732959327585e-06,2.510721360974141e-09
1995,4.2902706809400115e-06,2.855738138026912e-09,4.2902706809400115e-06,2.855738138026912e-09
1996,4.534194398989452e-06,2.8893557863745353e-09,4.534194398989452e-06,2.8893557863745353e-09
1997,4.728276573067498e-06,3.171939044754879e-09,4.728276573067498e-06,3.171939044754879e-09
1998,4.896293246149851e-06,3.466922637862524e-09,4.896293246149851e-06,3.466922637862524e-09
1999,5.018383749951941e-06,3.7106395416636975e-09,5.018383749951941e-06,3.7106395416636975e-09
2000,5.191099392374911e-06,4.190369511698171e-09,5.191099392374911e-06,4.190369511698171e-09
2001,5.224454201067731e-06,4.265600444292821e-09,5.224454201067731e-06,4.265600444292821e-09
2002,5.222830363241623e-06,4.155785620391888e-09,5.222830363241623e-06,4.155785620391888e-09
2003,5.199847562055636e-06,4.4424804152803125e-09,5.199847562055636e-06,4.4424804152803125e-09
2004,5.2367554417287465e-06,4.604520288862903e-09,5.2367554417287465e-06,4.604520288862903e-09
2005,5.305458216753323e-06,4.842740335726197e-09,5.305458216753323e-06,4.842740335726197e-09
2006,5.258517246277604e-06,5.102008022410993e-09,5.258517246277604e-06,5.102008022410993e-09
2007,5.280049273486449e-06,5.23513581691353e-09,5.280049273486449e-06,5.23513581691353e-09
2008,5.277581164721466e-06,5.028770257352124e-09,5.277581164721466e-06,5.028770257352124e-09
2009,5.2233570256378566e-06,7.13144752774651e-09,5.2233570256378566e-06,7.13144752774651e-09
2010,5.087755913077022e-06,7.396589594778545e-09,5.087755913077022e-06,7.396589594778545e-09
2011,4.923963777920497e-06,7.571931811714957e-09,4.923963777920497e-06,7.571931811714957e-09
2012,4.707242429243966e-06,8.927150098512828e-09,4.707242429243966e-06,8.927150098512828e-09
2013,4.554560811292114e-06,8.902467366464099e-09,4.554560811292114e-06,8.902467366464099e-09
2014,4.271424618959177e-06,1.2438233332190407e-08,4.271424618959177e-06,1.2438233332190407e-08
2015,4.070075549732012e-06,2.2609628708940884e-08,4.070075549732012e-06,2.2609628708940884e-08
2016,3.916307442913032e-06,2.182533557057046e-08,3.916307442913032e-06,2.182533557057046e-08
2017,3.862747765500292e-06,2.4407348586663602e-08,3.862747765500292e-06,2.4407348586663602e-08
2018,3.841888428723905e-06,2.8131932960917538e-08,3.841888428723905e-06,2.8131932960917538e-08
2019,3.8029114648452378e-06,3.119339708756996e-08,3.8029114648452378e-06,3.119339708756996e-08
