ngram,Event,Evet,Event,Evet
1542,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1543,1.6602222915805344e-06,0.0,1.6602222915805344e-06,0.0
1544,1.7993272162389725e-06,0.0,1.7993272162389725e-06,0.0
1545,1.7993272162389725e-06,0.0,1.7993272162389725e-06,0.0
1546,1.391049246584381e-07,0.0,1.391049246584381e-07,0.0
1547,1.391049246584381e-07,0.0,1.391049246584381e-07,0.0
1548,1.391049246584381e-07,0.0,1.391049246584381e-07,0.0
1549,1.391049246584381e-07,0.0,1.391049246584381e-07,0.0
1550,6.794506361984531e-07,0.0,6.794506361984531e-07,0.0
1551,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1552,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1553,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1554,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1555,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1556,5.40345711540015e-07,0.0,5.40345711540015e-07,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,2.40913111935827e-07,0.0,2.40913111935827e-07,0.0
1579,2.40913111935827e-07,0.0,2.40913111935827e-07,0.0
1580,2.40913111935827e-07,0.0,2.40913111935827e-07,0.0
1581,8.342204864675296e-07,0.0,8.342204864675296e-07,0.0
1582,8.342204864675296e-07,0.0,8.342204864675296e-07,0.0
1583,8.342204864675296e-07,0.0,8.342204864675296e-07,0.0
1584,8.342204864675296e-07,0.0,8.342204864675296e-07,0.0
1585,5.933073745317026e-07,0.0,5.933073745317026e-07,0.0
1586,5.933073745317026e-07,0.0,5.933073745317026e-07,0.0
1587,5.933073745317026e-07,0.0,5.933073745317026e-07,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1594,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1595,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1596,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1597,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1598,4.465534532625627e-07,0.0,4.465534532625627e-07,0.0
1599,6.823757498100999e-07,0.0,6.823757498100999e-07,0.0
1600,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1601,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1602,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1603,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1604,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1605,2.3582229654753713e-07,0.0,2.3582229654753713e-07,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1612,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1613,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1614,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1615,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1616,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1617,1.0241227853059951e-07,0.0,1.0241227853059951e-07,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,1.0073891384568664e-07,0.0,1.0073891384568664e-07,0.0
1621,1.0073891384568664e-07,0.0,1.0073891384568664e-07,0.0
1622,1.0073891384568664e-07,0.0,1.0073891384568664e-07,0.0
1623,1.0073891384568664e-07,0.0,1.0073891384568664e-07,0.0
1624,1.0073891384568664e-07,0.0,1.0073891384568664e-07,0.0
1625,5.16062365412446e-07,0.0,5.16062365412446e-07,0.0
1626,5.16062365412446e-07,0.0,5.16062365412446e-07,0.0
1627,4.1532345156675934e-07,0.0,4.1532345156675934e-07,0.0
1628,4.808350776589318e-07,0.0,4.808350776589318e-07,0.0
1629,6.458937653925594e-07,0.0,6.458937653925594e-07,0.0
1630,6.458937653925594e-07,0.0,6.458937653925594e-07,0.0
1631,7.59253737214749e-07,0.0,7.59253737214749e-07,0.0
1632,3.4393028564798964e-07,0.0,3.4393028564798964e-07,0.0
1633,4.810230832065696e-07,0.0,4.810230832065696e-07,0.0
1634,4.810230832065696e-07,0.0,4.810230832065696e-07,0.0
1635,8.27110040648092e-07,0.0,8.27110040648092e-07,0.0
1636,6.620513529144643e-07,0.0,6.620513529144643e-07,0.0
1637,8.083716076206266e-07,0.0,8.083716076206266e-07,0.0
1638,8.970167430431632e-07,0.0,8.970167430431632e-07,0.0
1639,1.0527572028097763e-06,0.0,1.0527572028097763e-06,0.0
1640,9.156644052511962e-07,0.0,9.156644052511962e-07,0.0
1641,9.156644052511962e-07,0.0,9.156644052511962e-07,0.0
1642,5.040658217175016e-07,0.0,5.040658217175016e-07,0.0
1643,9.556780469210935e-07,0.0,9.556780469210935e-07,0.0
1644,1.26766513273781e-06,0.0,1.26766513273781e-06,0.0
1645,1.0656600254930839e-06,0.0,1.0656600254930839e-06,0.0
1646,9.099195657264707e-07,0.0,9.099195657264707e-07,0.0
1647,1.3261017751834255e-06,0.0,1.3261017751834255e-06,0.0
1648,2.013840295538622e-06,0.0,2.013840295538622e-06,0.0
1649,2.326751395490386e-06,0.0,2.326751395490386e-06,0.0
1650,2.709621737397226e-06,0.0,2.709621737397226e-06,0.0
1651,3.369316475852559e-06,0.0,3.369316475852559e-06,0.0
1652,3.5920020634096417e-06,0.0,3.5920020634096417e-06,0.0
1653,3.7427536199174938e-06,0.0,3.7427536199174938e-06,0.0
1654,3.492504155084524e-06,0.0,3.492504155084524e-06,0.0
1655,3.0371778133745205e-06,0.0,3.0371778133745205e-06,0.0
1656,2.9508033614027747e-06,0.0,2.9508033614027747e-06,0.0
1657,2.1719296593606226e-06,0.0,2.1719296593606226e-06,0.0
1658,1.6436995541166003e-06,0.0,1.6436995541166003e-06,0.0
1659,1.549682707491229e-06,0.0,1.549682707491229e-06,0.0
1660,1.4791059511156033e-06,0.0,1.4791059511156033e-06,0.0
1661,2.925622989583384e-06,0.0,2.925622989583384e-06,0.0
1662,3.0992094082193944e-06,0.0,3.0992094082193944e-06,0.0
1663,3.463927600120899e-06,0.0,3.463927600120899e-06,0.0
1664,4.1550754060283775e-06,0.0,4.1550754060283775e-06,0.0
1665,3.918036367979637e-06,0.0,3.918036367979637e-06,0.0
1666,4.3486452178902776e-06,0.0,4.3486452178902776e-06,0.0
1667,4.62544588637164e-06,3.245231588217783e-08,4.62544588637164e-06,3.245231588217783e-08
1668,3.363021830539635e-06,3.245231588217783e-08,3.363021830539635e-06,3.245231588217783e-08
1669,3.586059197654582e-06,3.245231588217783e-08,3.586059197654582e-06,3.245231588217783e-08
1670,3.535892704219025e-06,7.110148406549602e-08,3.535892704219025e-06,7.110148406549602e-08
1671,2.945576803930245e-06,7.110148406549602e-08,2.945576803930245e-06,7.110148406549602e-08
1672,3.822873996536405e-06,7.110148406549602e-08,3.822873996536405e-06,7.110148406549602e-08
1673,4.1048539937297135e-06,7.110148406549602e-08,4.1048539937297135e-06,7.110148406549602e-08
1674,4.040653249960867e-06,3.864916818331819e-08,4.040653249960867e-06,3.864916818331819e-08
1675,4.136768000405157e-06,3.864916818331819e-08,4.136768000405157e-06,3.864916818331819e-08
1676,4.151929666867156e-06,3.864916818331819e-08,4.151929666867156e-06,3.864916818331819e-08
1677,4.4840824589950245e-06,0.0,4.4840824589950245e-06,0.0
1678,5.263814533204173e-06,0.0,5.263814533204173e-06,0.0
1679,5.233516406276197e-06,0.0,5.233516406276197e-06,0.0
1680,5.424068733970801e-06,0.0,5.424068733970801e-06,0.0
1681,6.227710530635834e-06,0.0,6.227710530635834e-06,0.0
1682,6.991232047377187e-06,0.0,6.991232047377187e-06,0.0
1683,7.406261374853784e-06,0.0,7.406261374853784e-06,0.0
1684,7.818769777908788e-06,0.0,7.818769777908788e-06,0.0
1685,7.610006897656214e-06,0.0,7.610006897656214e-06,0.0
1686,7.79173524279031e-06,0.0,7.79173524279031e-06,0.0
1687,8.861129897143525e-06,0.0,8.861129897143525e-06,0.0
1688,9.20905228797762e-06,0.0,9.20905228797762e-06,0.0
1689,1.0840795701889355e-05,0.0,1.0840795701889355e-05,0.0
1690,1.1277029703446065e-05,0.0,1.1277029703446065e-05,0.0
1691,1.2046428569841997e-05,0.0,1.2046428569841997e-05,0.0
1692,1.3756827164408086e-05,0.0,1.3756827164408086e-05,0.0
1693,1.4162384884132604e-05,0.0,1.4162384884132604e-05,0.0
1694,1.3304843378136866e-05,0.0,1.3304843378136866e-05,0.0
1695,1.4279565740642803e-05,0.0,1.4279565740642803e-05,0.0
1696,1.3453641388748241e-05,0.0,1.3453641388748241e-05,0.0
1697,1.3787601996487605e-05,1.4694149643089207e-08,1.3787601996487605e-05,1.4694149643089207e-08
1698,1.4211187330407224e-05,3.5436690788109056e-08,1.4211187330407224e-05,3.5436690788109056e-08
1699,1.4125895956697474e-05,3.5436690788109056e-08,1.4125895956697474e-05,3.5436690788109056e-08
1700,1.4496521414132855e-05,3.5436690788109056e-08,1.4496521414132855e-05,3.5436690788109056e-08
1701,1.5041208826005459e-05,3.5436690788109056e-08,1.5041208826005459e-05,3.5436690788109056e-08
1702,1.4395951179072394e-05,3.5436690788109056e-08,1.4395951179072394e-05,3.5436690788109056e-08
1703,1.4699124221806414e-05,3.5436690788109056e-08,1.4699124221806414e-05,3.5436690788109056e-08
1704,1.4974511941545643e-05,2.0742541145019848e-08,1.4974511941545643e-05,2.0742541145019848e-08
1705,1.5572800683522864e-05,0.0,1.5572800683522864e-05,0.0
1706,1.607773239291938e-05,0.0,1.607773239291938e-05,0.0
1707,1.6423494084197694e-05,0.0,1.6423494084197694e-05,0.0
1708,1.7982259513311355e-05,0.0,1.7982259513311355e-05,0.0
1709,1.8781809298421388e-05,0.0,1.8781809298421388e-05,0.0
1710,2.0009449924275812e-05,0.0,2.0009449924275812e-05,0.0
1711,1.9891567977278362e-05,0.0,1.9891567977278362e-05,0.0
1712,2.0421200783208144e-05,3.2590260648898295e-08,2.0421200783208144e-05,3.2590260648898295e-08
1713,1.9510994596722802e-05,3.2590260648898295e-08,1.9510994596722802e-05,3.2590260648898295e-08
1714,1.948663650961992e-05,3.2590260648898295e-08,1.948663650961992e-05,3.2590260648898295e-08
1715,1.8607793598286143e-05,3.2590260648898295e-08,1.8607793598286143e-05,3.2590260648898295e-08
1716,1.792054627003381e-05,5.030017697598461e-08,1.792054627003381e-05,5.030017697598461e-08
1717,1.7346758275899837e-05,5.030017697598461e-08,1.7346758275899837e-05,5.030017697598461e-08
1718,1.6923665758180766e-05,5.804193341824819e-08,1.6923665758180766e-05,5.804193341824819e-08
1719,1.6082656267306966e-05,3.862141489158992e-08,1.6082656267306966e-05,3.862141489158992e-08
1720,1.652755145187257e-05,4.768254312028018e-08,1.652755145187257e-05,4.768254312028018e-08
1721,1.6492560592139072e-05,4.768254312028018e-08,1.6492560592139072e-05,4.768254312028018e-08
1722,1.760216023935105e-05,4.768254312028018e-08,1.760216023935105e-05,4.768254312028018e-08
1723,1.7722986350625952e-05,2.997262679319387e-08,1.7722986350625952e-05,2.997262679319387e-08
1724,1.8331740778064288e-05,3.584354654354424e-08,1.8331740778064288e-05,3.584354654354424e-08
1725,1.9701734215362065e-05,2.810179010128065e-08,1.9701734215362065e-05,2.810179010128065e-08
1726,2.02959123011429e-05,1.4932047979040623e-08,2.02959123011429e-05,1.4932047979040623e-08
1727,2.008660067076562e-05,1.271363560460616e-08,2.008660067076562e-05,1.271363560460616e-08
1728,2.0830487820993377e-05,1.271363560460616e-08,2.0830487820993377e-05,1.271363560460616e-08
1729,2.0120004592172336e-05,1.9085612328646155e-08,2.0120004592172336e-05,1.9085612328646155e-08
1730,2.1451833423010873e-05,1.9085612328646155e-08,2.1451833423010873e-05,1.9085612328646155e-08
1731,2.1089205932055067e-05,1.3214692578295789e-08,2.1089205932055067e-05,1.3214692578295789e-08
1732,2.155375607669287e-05,1.3214692578295789e-08,2.155375607669287e-05,1.3214692578295789e-08
1733,2.2324496707629544e-05,1.3214692578295789e-08,2.2324496707629544e-05,1.3214692578295789e-08
1734,2.3119989626658416e-05,6.371976724039996e-09,2.3119989626658416e-05,6.371976724039996e-09
1735,2.391567276000777e-05,6.371976724039996e-09,2.391567276000777e-05,6.371976724039996e-09
1736,2.516599020704494e-05,0.0,2.516599020704494e-05,0.0
1737,2.590406828468466e-05,0.0,2.590406828468466e-05,0.0
1738,2.585970443241032e-05,0.0,2.585970443241032e-05,0.0
1739,2.6793984943651594e-05,0.0,2.6793984943651594e-05,0.0
1740,2.8271392303785043e-05,0.0,2.8271392303785043e-05,0.0
1741,2.9374781141606426e-05,5.9413507764410105e-09,2.9374781141606426e-05,5.9413507764410105e-09
1742,2.8190820947721867e-05,1.2318723057498054e-08,2.8190820947721867e-05,1.2318723057498054e-08
1743,2.8031616758588435e-05,1.2318723057498054e-08,2.8031616758588435e-05,1.2318723057498054e-08
1744,2.6651070064482546e-05,1.2318723057498054e-08,2.6651070064482546e-05,1.2318723057498054e-08
1745,2.6455864177218507e-05,5.018817818479095e-08,2.6455864177218507e-05,5.018817818479095e-08
1746,2.433840511782494e-05,5.018817818479095e-08,2.433840511782494e-05,5.018817818479095e-08
1747,2.0880714665898787e-05,5.850648169111342e-08,2.0880714665898787e-05,5.850648169111342e-08
1748,1.9357738243083338e-05,5.256513091467241e-08,1.9357738243083338e-05,5.256513091467241e-08
1749,1.8733440031480442e-05,4.6187758633615365e-08,1.8733440031480442e-05,4.6187758633615365e-08
1750,1.7047763321897946e-05,4.9486490080344736e-08,1.7047763321897946e-05,4.9486490080344736e-08
1751,1.6210992076334412e-05,5.3055628715778114e-08,1.6210992076334412e-05,5.3055628715778114e-08
1752,1.5469718813879547e-05,1.5186173588485223e-08,1.5469718813879547e-05,1.5186173588485223e-08
1753,1.6372717384781155e-05,2.0215526015070802e-08,1.6372717384781155e-05,2.0215526015070802e-08
1754,1.6226604852168487e-05,1.189722250874833e-08,1.6226604852168487e-05,1.189722250874833e-08
1755,1.4981851174005506e-05,1.189722250874833e-08,1.4981851174005506e-05,1.189722250874833e-08
1756,1.3729266096821188e-05,1.189722250874833e-08,1.3729266096821188e-05,1.189722250874833e-08
1757,1.230298442221413e-05,8.598491062018963e-09,1.230298442221413e-05,8.598491062018963e-09
1758,1.1294941486994503e-05,5.029352426585579e-09,1.1294941486994503e-05,5.029352426585579e-09
1759,1.0239941145430618e-05,5.029352426585579e-09,1.0239941145430618e-05,5.029352426585579e-09
1760,7.893539142449818e-06,2.661366999794674e-09,7.893539142449818e-06,2.661366999794674e-09
1761,6.52219965299342e-06,2.661366999794674e-09,6.52219965299342e-06,2.661366999794674e-09
1762,6.04250473250951e-06,2.661366999794674e-09,6.04250473250951e-06,2.661366999794674e-09
1763,5.977001364954049e-06,2.661366999794674e-09,5.977001364954049e-06,2.661366999794674e-09
1764,5.6701075793950754e-06,5.472046688786187e-09,5.6701075793950754e-06,5.472046688786187e-09
1765,5.573165903375152e-06,5.472046688786187e-09,5.573165903375152e-06,5.472046688786187e-09
1766,4.900533407895377e-06,5.472046688786187e-09,4.900533407895377e-06,5.472046688786187e-09
1767,4.655802903081556e-06,5.7551819817750325e-09,4.655802903081556e-06,5.7551819817750325e-09
1768,4.492360696011539e-06,8.437394529080069e-09,4.492360696011539e-06,8.437394529080069e-09
1769,4.163756784691941e-06,8.437394529080069e-09,4.163756784691941e-06,8.437394529080069e-09
1770,3.6956714991122553e-06,8.437394529080069e-09,3.6956714991122553e-06,8.437394529080069e-09
1771,3.5693460631591734e-06,5.6267148400885554e-09,3.5693460631591734e-06,5.6267148400885554e-09
1772,3.09159811097613e-06,5.6267148400885554e-09,3.09159811097613e-06,5.6267148400885554e-09
1773,3.142001495299545e-06,5.6267148400885554e-09,3.142001495299545e-06,5.6267148400885554e-09
1774,3.152100654395846e-06,8.027138826654273e-09,3.152100654395846e-06,8.027138826654273e-09
1775,3.055354357327035e-06,1.6899682922907492e-08,3.055354357327035e-06,1.6899682922907492e-08
1776,2.717842172777247e-06,2.2324421930112034e-08,2.717842172777247e-06,2.2324421930112034e-08
1777,2.5533376271726283e-06,2.2324421930112034e-08,2.5533376271726283e-06,2.2324421930112034e-08
1778,2.6573052796915623e-06,3.344899671528115e-08,2.6573052796915623e-06,3.344899671528115e-08
1779,2.790386377325506e-06,3.344899671528115e-08,2.790386377325506e-06,3.344899671528115e-08
1780,2.5821962188794193e-06,3.344899671528115e-08,2.5821962188794193e-06,3.344899671528115e-08
1781,2.331908668955813e-06,2.8104070435931916e-08,2.331908668955813e-06,2.8104070435931916e-08
1782,2.3822619336247693e-06,1.8707447273819914e-08,2.3822619336247693e-06,1.8707447273819914e-08
1783,2.4206819456854386e-06,1.3282708266615373e-08,2.4206819456854386e-06,1.3282708266615373e-08
1784,2.307511709074918e-06,1.3282708266615373e-08,2.307511709074918e-06,1.3282708266615373e-08
1785,2.089571637498011e-06,2.1581334814462546e-09,2.089571637498011e-06,2.1581334814462546e-09
1786,1.8713359963840048e-06,2.1581334814462546e-09,1.8713359963840048e-06,2.1581334814462546e-09
1787,1.7729258437222079e-06,3.447275100297377e-09,1.7729258437222079e-06,3.447275100297377e-09
1788,1.651980426231603e-06,3.447275100297377e-09,1.651980426231603e-06,3.447275100297377e-09
1789,1.3965136775238664e-06,1.2891416188511228e-09,1.3965136775238664e-06,1.2891416188511228e-09
1790,1.3512346299648925e-06,2.393990022093411e-09,1.3512346299648925e-06,2.393990022093411e-09
1791,1.4199853889554755e-06,5.65188886168601e-09,1.4199853889554755e-06,5.65188886168601e-09
1792,1.3045490244881615e-06,5.65188886168601e-09,1.3045490244881615e-06,5.65188886168601e-09
1793,1.2292655761874421e-06,5.65188886168601e-09,1.2292655761874421e-06,5.65188886168601e-09
1794,1.1000528680986982e-06,6.358718377238606e-09,1.1000528680986982e-06,6.358718377238606e-09
1795,1.0948566487708637e-06,1.0011806875606259e-08,1.0948566487708637e-06,1.0011806875606259e-08
1796,1.1435100840831832e-06,1.0959968488322147e-08,1.1435100840831832e-06,1.0959968488322147e-08
1797,1.1273346720892213e-06,9.855120085079859e-09,1.1273346720892213e-06,9.855120085079859e-09
1798,1.051222479223465e-06,6.59722124548726e-09,1.051222479223465e-06,6.59722124548726e-09
1799,9.83254730207201e-07,6.59722124548726e-09,9.83254730207201e-07,6.59722124548726e-09
1800,1.0904376170271592e-06,6.59722124548726e-09,1.0904376170271592e-06,6.59722124548726e-09
1801,1.083631900655746e-06,4.601250111083541e-09,1.083631900655746e-06,4.601250111083541e-09
1802,1.1008880034881128e-06,2.2505420384431675e-09,1.1008880034881128e-06,2.2505420384431675e-09
1803,9.531521446401062e-07,4.812380081732824e-09,9.531521446401062e-07,4.812380081732824e-09
1804,9.080851230334832e-07,5.422535182780004e-09,9.080851230334832e-07,5.422535182780004e-09
1805,9.192237371280498e-07,5.941890186227689e-09,9.192237371280498e-07,5.941890186227689e-09
1806,8.702396801904147e-07,6.458990390153677e-09,8.702396801904147e-07,6.458990390153677e-09
1807,7.364620882656579e-07,7.295875300731122e-09,7.364620882656579e-07,7.295875300731122e-09
1808,6.79243312008891e-07,7.531238489986793e-09,6.79243312008891e-07,7.531238489986793e-09
1809,5.473871453887114e-07,6.2288580642595144e-09,5.473871453887114e-07,6.2288580642595144e-09
1810,5.907441707872099e-07,2.718858408253969e-09,5.907441707872099e-07,2.718858408253969e-09
1811,5.476340366580448e-07,2.343087248034083e-09,5.476340366580448e-07,2.343087248034083e-09
1812,5.352204815218491e-07,1.8237322445863973e-09,5.352204815218491e-07,1.8237322445863973e-09
1813,5.229581989039746e-07,1.3066320406604097e-09,5.229581989039746e-07,1.3066320406604097e-09
1814,4.7269538023491417e-07,6.787052665911477e-10,4.7269538023491417e-07,6.787052665911477e-10
1815,5.64939122276493e-07,1.2159049164342913e-09,5.64939122276493e-07,1.2159049164342913e-09
1816,5.619725007883452e-07,1.4060776352766068e-09,5.619725007883452e-07,1.4060776352766068e-09
1817,5.384144848059285e-07,1.9201203484340924e-09,5.384144848059285e-07,1.9201203484340924e-09
1818,5.124322167863024e-07,1.864771273904101e-09,5.124322167863024e-07,1.864771273904101e-09
1819,4.5358610683316716e-07,2.465961038541512e-09,4.5358610683316716e-07,2.465961038541512e-09
1820,4.4221861271255746e-07,2.908151830460781e-09,4.4221861271255746e-07,2.908151830460781e-09
1821,4.640459049401865e-07,3.5990734836843785e-09,4.640459049401865e-07,3.5990734836843785e-09
1822,3.4963205207207337e-07,3.6998929634332202e-09,3.4963205207207337e-07,3.6998929634332202e-09
1823,3.5098954193862095e-07,4.212034070733799e-09,3.5098954193862095e-07,4.212034070733799e-09
1824,3.0713926995369026e-07,4.7709514910161084e-09,3.0713926995369026e-07,4.7709514910161084e-09
1825,3.1655700029529855e-07,4.971767029817085e-09,3.1655700029529855e-07,4.971767029817085e-09
1826,3.2679204764463066e-07,4.607573751107858e-09,3.2679204764463066e-07,4.607573751107858e-09
1827,3.2016163231674e-07,4.479094777616004e-09,3.2016163231674e-07,4.479094777616004e-09
1828,2.853202890459475e-07,3.7998736062456425e-09,2.853202890459475e-07,3.7998736062456425e-09
1829,2.8450398506915266e-07,3.6995083663171613e-09,2.8450398506915266e-07,3.6995083663171613e-09
1830,2.6971230633015306e-07,3.5690218241108643e-09,2.6971230633015306e-07,3.5690218241108643e-09
1831,2.5588092203828895e-07,3.3321136167734674e-09,2.5588092203828895e-07,3.3321136167734674e-09
1832,2.5244502564549164e-07,3.633458882974188e-09,2.5244502564549164e-07,3.633458882974188e-09
1833,2.677020022799427e-07,3.478940659361131e-09,2.677020022799427e-07,3.478940659361131e-09
1834,2.6214529214030335e-07,3.663590002795607e-09,2.6214529214030335e-07,3.663590002795607e-09
1835,2.646553148062074e-07,4.699682405145162e-09,2.646553148062074e-07,4.699682405145162e-09
1836,2.686520446104623e-07,4.301971207836581e-09,2.686520446104623e-07,4.301971207836581e-09
1837,2.808902723115482e-07,4.117350983966008e-09,2.808902723115482e-07,4.117350983966008e-09
1838,3.013135280330711e-07,3.5866020471025148e-09,3.013135280330711e-07,3.5866020471025148e-09
1839,2.927009197557189e-07,5.709319414063227e-09,2.927009197557189e-07,5.709319414063227e-09
1840,2.605867998844198e-07,1.5604188861674728e-08,2.605867998844198e-07,1.5604188861674728e-08
1841,2.765341581120343e-07,1.559567097686454e-08,2.765341581120343e-07,1.559567097686454e-08
1842,2.891428627955455e-07,1.4886258892232718e-08,2.891428627955455e-07,1.4886258892232718e-08
1843,2.8439288054674504e-07,1.4576527540555162e-08,2.8439288054674504e-07,1.4576527540555162e-08
1844,2.855613619853362e-07,1.4189320480489137e-08,2.855613619853362e-07,1.4189320480489137e-08
1845,2.644079911208662e-07,1.4017495021865857e-08,2.644079911208662e-07,1.4017495021865857e-08
1846,2.885682367345258e-07,1.2061448459047393e-08,2.885682367345258e-07,1.2061448459047393e-08
1847,2.86971013809177e-07,2.5083390126872426e-09,2.86971013809177e-07,2.5083390126872426e-09
1848,2.9084499431064614e-07,2.182558752775573e-09,2.9084499431064614e-07,2.182558752775573e-09
1849,3.0228815514224803e-07,2.387573297798643e-09,3.0228815514224803e-07,2.387573297798643e-09
1850,3.220781345752195e-07,4.268265027132909e-09,3.220781345752195e-07,4.268265027132909e-09
1851,3.189578572054026e-07,5.2896941271640685e-09,3.189578572054026e-07,5.2896941271640685e-09
1852,3.228501961010417e-07,5.560709162974067e-09,3.228501961010417e-07,5.560709162974067e-09
1853,3.0842431491302183e-07,4.857620718366564e-09,3.0842431491302183e-07,4.857620718366564e-09
1854,3.0790728747628495e-07,4.736393626509588e-09,3.0790728747628495e-07,4.736393626509588e-09
1855,2.979422423062975e-07,5.517362091010471e-09,2.979422423062975e-07,5.517362091010471e-09
1856,2.808832521493189e-07,5.112900230181643e-09,2.808832521493189e-07,5.112900230181643e-09
1857,2.581401373293245e-07,3.407305104730085e-09,2.581401373293245e-07,3.407305104730085e-09
1858,2.6011164980640646e-07,2.5010830311573376e-09,2.6011164980640646e-07,2.5010830311573376e-09
1859,2.6757534905235456e-07,2.584025572881034e-09,2.6757534905235456e-07,2.584025572881034e-09
1860,2.67010780216229e-07,2.6832283775820744e-09,2.67010780216229e-07,2.6832283775820744e-09
1861,2.725498465646784e-07,2.719137272487261e-09,2.725498465646784e-07,2.719137272487261e-09
1862,2.9088593781320273e-07,2.5541615568590105e-09,2.9088593781320273e-07,2.5541615568590105e-09
1863,2.903732507775203e-07,2.254007817694058e-09,2.903732507775203e-07,2.254007817694058e-09
1864,2.9095726615326255e-07,2.107526926785143e-09,2.9095726615326255e-07,2.107526926785143e-09
