ngram,Backup,Backp,Bacup
1818,1.4324031960555317e-09,0.0,6.381478215696948e-08
1819,1.1052841181984669e-09,0.0,5.535389683127992e-08
1820,7.173253102621402e-10,0.0,3.000379208576273e-08
1821,5.083671737539573e-10,0.0,2.8685076282540323e-08
1822,6.33136075313599e-10,0.0,2.020388161534064e-08
1823,6.33136075313599e-10,0.0,2.087790143942162e-08
1824,6.33136075313599e-10,0.0,2.6213121705000375e-08
1825,4.0168314706180905e-10,0.0,4.567261616525034e-08
1826,2.513857059024563e-10,0.0,4.695000122012516e-08
1827,2.513857059024563e-10,0.0,4.453385266905181e-08
1828,9.133615768470398e-10,0.0,4.716647034846184e-08
1829,8.588669537472932e-10,0.0,4.634336368626789e-08
1830,8.588669537472932e-10,0.0,4.3583989243042454e-08
1831,8.588669537472932e-10,0.0,3.901456554647861e-08
1832,7.322501494044786e-10,0.0,2.314661046958528e-08
1833,8.147284117196055e-10,0.0,2.7076308179679083e-08
1834,8.147284117196055e-10,0.0,2.6935319752396936e-08
1835,4.878861441832377e-10,0.0,2.554664086622844e-08
1836,1.5435295105551257e-09,0.0,3.0907764474769854e-08
1837,1.5435295105551257e-09,0.0,3.223046439261777e-08
1838,1.925158239173592e-09,0.0,3.7802787693814414e-08
1839,1.925158239173592e-09,0.0,4.149383490771795e-08
1840,1.918265942916061e-09,0.0,4.6652523368249735e-08
1841,2.0582211649308337e-09,0.0,5.030110017401057e-08
1842,1.7230875615226182e-09,0.0,5.421656038403658e-08
1843,5.971699166908349e-10,0.0,5.6349066111595544e-08
1844,5.971699166908349e-10,0.0,6.278570450847707e-08
1845,6.159737640589112e-10,0.0,6.935889982985697e-08
1846,8.116352669316842e-10,0.0,7.257938605675918e-08
1847,8.572602310558913e-10,0.0,7.889471323859912e-08
1848,8.266803590879184e-10,0.0,8.719599112591173e-08
1849,8.80419895718124e-10,0.0,8.84073451905871e-08
1850,8.80419895718124e-10,0.0,8.863920340575402e-08
1851,9.268484908136238e-10,4.642859509549981e-11,1.0416002891945806e-07
1852,1.0320316228591103e-09,4.642859509549981e-11,1.0919245393584528e-07
1853,1.1259261816538262e-09,4.642859509549981e-11,1.0758460129116948e-07
1854,1.2572245506563868e-09,4.642859509549981e-11,9.970532387017426e-08
1855,1.7253684393901482e-09,4.642859509549981e-11,9.247363306842869e-08
1856,3.3116894345866908e-09,4.642859509549981e-11,9.086667570759996e-08
1857,4.755716300922483e-09,4.642859509549981e-11,9.486289899639035e-08
1858,7.647066995503898e-09,0.0,8.491018580311252e-08
1859,7.446098230065193e-09,0.0,8.722559893418033e-08
1860,7.461518212816185e-09,0.0,9.586760946993828e-08
1861,7.547928980246508e-09,0.0,1.0616229165602168e-07
1862,7.304719369065944e-09,0.0,1.1416134120573978e-07
1863,6.42846493497424e-09,0.0,1.2829384741865268e-07
1864,6.114720983520426e-09,0.0,1.3146819404547777e-07
1865,3.7961133918835395e-09,0.0,1.367314835322629e-07
1866,4.464738071316024e-09,0.0,1.343457835137737e-07
1867,4.807948864434966e-09,0.0,1.3512436782191018e-07
1868,5.768568067665569e-09,0.0,1.3317964280596633e-07
1869,8.442785708646333e-09,0.0,1.33978875486004e-07
1870,1.033987663743931e-08,0.0,1.2260784793787544e-07
1871,1.1076092551068735e-08,0.0,1.179039799126258e-07
1872,1.2176892700515346e-08,0.0,1.1426809822166564e-07
1873,2.5714877021394093e-08,0.0,1.2069162380612397e-07
1874,2.6696059458280226e-08,0.0,1.1469381685661314e-07
1875,2.6720316245335392e-08,0.0,1.1314839249670123e-07
1876,2.792830715898325e-08,0.0,1.1422345888182203e-07
1877,2.5826636892592854e-08,0.0,1.2337421903144525e-07
1878,2.533898176996071e-08,0.0,1.2600545521276478e-07
1879,2.4771165753532742e-08,3.4913813903461997e-11,1.2086517488439442e-07
1880,1.1312283681214857e-08,3.4913813903461997e-11,1.0868095553665366e-07
1881,1.0345791905714513e-08,3.4913813903461997e-11,1.0266423952235268e-07
1882,9.961873611733348e-09,3.4913813903461997e-11,9.530128610078594e-08
1883,1.615308699496966e-08,3.4913813903461997e-11,8.542445125872941e-08
1884,2.474713266055671e-08,3.4913813903461997e-11,7.777798722535018e-08
1885,3.201722525198696e-08,3.4913813903461997e-11,8.0568803184633e-08
1886,3.180308238981411e-08,0.0,7.917883237951173e-08
1887,3.127575392320685e-08,0.0,8.642076819244591e-08
1888,3.304313229384499e-08,0.0,9.086547945815124e-08
1889,3.3123919416868016e-08,0.0,9.547421088638788e-08
1890,2.3576241340147623e-08,0.0,1.0848238117335183e-07
1891,1.5370355845232908e-08,0.0,1.2056692761624227e-07
1892,6.9686069454582315e-09,0.0,1.1333828199764997e-07
1893,6.953060904812958e-09,2.3061673602521792e-11,1.1317026503223002e-07
1894,6.648933229388579e-09,2.3061673602521792e-11,1.0709163486158754e-07
1895,4.684443927998367e-09,2.3061673602521792e-11,1.1646564246348134e-07
1896,3.993246289191177e-09,2.3061673602521792e-11,1.1130635004162417e-07
1897,1.0805392691715099e-08,2.3061673602521792e-11,1.0021074205366989e-07
1898,1.0146616451806828e-08,2.3061673602521792e-11,9.056152196405622e-08
1899,1.0901193947532306e-08,2.3061673602521792e-11,9.320236163798004e-08
1900,1.0213644882231928e-08,0.0,9.47902703631241e-08
1901,1.0129820648963062e-08,0.0,8.958573870034212e-08
1902,9.801800403076908e-09,0.0,7.647041095586766e-08
1903,9.679542040912687e-09,0.0,8.769489007980675e-08
1904,2.4353931411218762e-09,0.0,9.824964714815515e-08
1905,2.2230167627336682e-09,1.5246862304442642e-11,1.0096129951112484e-07
1906,1.6711864669893828e-09,1.5246862304442642e-11,1.0301215220514287e-07
1907,3.0770881477769153e-09,1.5246862304442642e-11,1.0500264124857495e-07
1908,3.090963651697365e-09,1.5246862304442642e-11,1.110415114778464e-07
1909,3.2426185308282688e-09,1.5246862304442642e-11,1.1397388176094734e-07
1910,3.572591373528817e-09,2.902075207129278e-11,1.1223341342006929e-07
1911,3.675701782628644e-09,2.902075207129278e-11,1.0387850579718361e-07
1912,5.285918068333371e-09,1.3773889766850139e-11,9.639796973358119e-08
1913,5.222027270918821e-09,2.807180876640558e-11,8.908603125031992e-08
1914,4.238949778491628e-09,2.807180876640558e-11,8.203633125195406e-08
1915,4.406755246425373e-09,2.807180876640558e-11,7.364787839898262e-08
1916,4.5237543235186555e-09,4.312367130054895e-11,7.313093927255718e-08
1917,4.6569278592098075e-09,2.934978153369881e-11,6.677554357078666e-08
1918,4.571553865620867e-09,2.934978153369881e-11,6.62145629754767e-08
1919,3.2544526756035045e-09,2.934978153369881e-11,6.55852611584708e-08
1920,3.5180551805069626e-09,1.5051862534143368e-11,6.647655378547565e-08
1921,3.759884594143971e-09,1.5051862534143368e-11,6.779973306590494e-08
1922,4.74528010536395e-09,1.5051862534143368e-11,6.715539768720191e-08
1923,4.682628063079619e-09,0.0,6.474938934226365e-08
1924,5.306613941919685e-09,0.0,7.376184133331013e-08
1925,6.172121480574333e-09,0.0,7.244621664475354e-08
1926,6.421692098714158e-09,0.0,7.001155972423995e-08
1927,7.045394965844918e-09,0.0,7.15307011083561e-08
1928,6.5335847843073225e-09,0.0,7.139036891804348e-08
1929,6.1397035392271195e-09,0.0,7.179442412003872e-08
1930,6.177138800467219e-09,0.0,6.931083821167963e-08
1931,5.302525815257095e-09,0.0,5.4756275196561026e-08
1932,4.251306576616035e-09,0.0,5.207718903729333e-08
1933,6.342944169901443e-09,2.316715866764899e-11,5.0288528135362346e-08
1934,6.125585086788224e-09,2.316715866764899e-11,4.409317152668077e-08
1935,6.626717143274976e-09,2.316715866764899e-11,4.673262361214776e-08
1936,7.705484440988033e-09,2.316715866764899e-11,4.5931090296237794e-08
1937,8.334209735037592e-09,2.316715866764899e-11,4.454654448490406e-08
1938,9.328377879670922e-09,2.316715866764899e-11,3.9899883777902035e-08
1939,1.1283870346038124e-08,4.806118400083445e-11,3.787516332311368e-08
1940,9.837182624039542e-09,2.4894025333185457e-11,3.678760356657611e-08
1941,1.0132542424149245e-08,5.2472595712949044e-11,3.470156073603903e-08
1942,9.766718037492898e-09,5.2472595712949044e-11,2.9162952180123673e-08
1943,9.19358145168303e-09,7.392592094035422e-11,3.1929350845822617e-08
1944,9.94800559388815e-09,7.392592094035422e-11,3.3478834942408346e-08
1945,1.1593524870282375e-08,1.1146476202356886e-10,3.813742363182168e-08
1946,1.138027729195658e-08,8.65707366903834e-11,3.8827997071523764e-08
1947,1.1937674721756203e-08,8.65707366903834e-11,4.4106804304127374e-08
1948,1.1834624835671548e-08,7.609216629805055e-11,4.925409718176914e-08
1949,1.3947511082587231e-08,7.609216629805055e-11,5.0978755439246015e-08
1950,1.8030583375556423e-08,5.463884107064538e-11,4.77619508387761e-08
1951,2.2505260766081392e-08,8.773703787299882e-11,4.884962022190718e-08
1952,2.2190536265652228e-08,5.019819678978418e-11,4.710300619389532e-08
1953,2.4220349535499153e-08,5.019819678978418e-11,4.974098390318561e-08
1954,2.686999676728062e-08,6.471415268739987e-11,4.5676662706130496e-08
1955,3.162231695544701e-08,6.210840472872396e-11,4.2762160035181296e-08
1956,3.63129567050789e-08,6.210840472872396e-11,4.1102649411024165e-08
1957,3.861312514175097e-08,6.210840472872396e-11,3.988597896409374e-08
1958,3.964611927642636e-08,4.091201583860433e-11,3.7526510153286704e-08
1959,4.978781298348167e-08,4.091201583860433e-11,3.582622579553377e-08
1960,5.5041233285432356e-08,4.091201583860433e-11,3.212540709642196e-08
1961,6.09366977195285e-08,2.639605994098864e-11,3.151693889995906e-08
1962,6.567852649043613e-08,4.250707623189496e-11,3.041237737834633e-08
1963,7.03653090080739e-08,6.231478924137842e-11,2.9509697288939866e-08
1964,7.673061221323354e-08,7.130809930628551e-11,3.014412262660114e-08
1965,8.249611381318442e-08,5.940629139405168e-11,3.2895600402379644e-08
1966,8.54372572689499e-08,6.819936282376204e-11,3.51126366077941e-08
1967,9.392950874241381e-08,6.819936282376204e-11,3.7376073030210525e-08
1968,1.0095737630016239e-07,6.819936282376204e-11,4.109975090419279e-08
1969,1.123160201034677e-07,3.7594094504100894e-11,4.348406688693883e-08
1970,1.2121792078037936e-07,5.2864417208832644e-11,4.2269607496742926e-08
1971,1.343447522117458e-07,5.2822007680562526e-11,4.107337505031085e-08
1972,1.5332387550058358e-07,8.760378831082098e-11,3.588329303535634e-08
1973,1.7412802882128225e-07,7.881071688111061e-11,3.214787141254354e-08
1974,1.9646038091585589e-07,8.695821989067122e-11,2.855543103562143e-08
1975,2.2272768213887112e-07,9.506772006522596e-11,2.4263061401289373e-08
1976,2.3752988097060423e-07,1.272134446395068e-10,2.1319917767722733e-08
1977,2.5444307790881536e-07,1.242410524658423e-10,1.999619339950901e-08
1978,2.694038942406353e-07,1.3161000910120813e-10,1.9030133913133795e-08
1979,2.882910540133058e-07,1.0495592936421438e-10,2.007520093018554e-08
1980,3.047303696998175e-07,1.2062958419854575e-10,2.035155003251735e-08
1981,3.4390144979365035e-07,1.5826087464341854e-10,2.079005615282118e-08
1982,3.8519045883081813e-07,1.723858585640186e-10,2.1460223566448022e-08
1983,4.678080236837039e-07,1.5504514537324964e-10,2.0946502437319784e-08
1984,5.289038337455818e-07,1.302900951809833e-10,1.9776015364974294e-08
1985,5.631231252729256e-07,1.2120431295519525e-10,1.872132506162773e-08
1986,6.261483187180212e-07,1.4071083237080347e-10,1.6903160522068513e-08
1987,6.762649442342601e-07,1.7184944984895345e-10,1.625605846758812e-08
1988,6.951186069922446e-07,1.3300206620571664e-10,1.5067238885129493e-08
1989,7.18921788640208e-07,1.3737562922539707e-10,1.3629277262339201e-08
1990,7.506917703332354e-07,1.3588554240162587e-10,1.2240420867369397e-08
1991,7.60764789577349e-07,1.2853494905334147e-10,1.2520534196726528e-08
1992,7.989874006852915e-07,1.3402556643869546e-10,1.1985356326452542e-08
1993,7.941299600133789e-07,1.128327054804907e-10,1.1590743983650294e-08
1994,8.20985422121469e-07,1.1154234083995566e-10,1.110655339126814e-08
1995,8.777448426501775e-07,1.2377232572191588e-10,1.0850872835175908e-08
1996,9.070813900637274e-07,1.0346631785467558e-10,9.719008835824233e-09
1997,9.207441930162272e-07,1.0165644219263724e-10,1.86118215442629e-08
1998,9.545333503930514e-07,1.0165644219263724e-10,1.8504021426224426e-08
1999,9.944180630684838e-07,1.2147121503103264e-10,1.859914888768799e-08
2000,1.0684783140797144e-06,1.306071431561584e-10,1.856455357694488e-08
2001,1.07353975766143e-06,1.0536815566889298e-10,1.8430854429953214e-08
2002,1.0424442880970934e-06,1.4526085195809557e-10,1.7966644806831156e-08
2003,1.0830783025994606e-06,1.544332241452752e-10,1.8343114075288928e-08
2004,1.0649387718331127e-06,1.5302126728432087e-10,9.333957479944793e-09
2005,1.0845458210237017e-06,1.7289564125626862e-10,1.1242842339649023e-08
2006,1.1331228912630259e-06,1.4035617608630447e-10,1.2099780606027771e-08
2007,1.1439280943445089e-06,1.408803718524635e-10,1.2419760204401037e-08
2008,1.1764978791818846e-06,1.258885312462242e-10,1.2749766068306404e-08
2009,1.1710981847759934e-06,6.68344402638648e-11,1.2643439438266211e-08
2010,1.1006124022320104e-06,5.1360028829090205e-11,1.2900101812160107e-08
2011,1.0575744389435776e-06,5.055173095601186e-11,1.721177714638803e-08
2012,9.970921074195109e-07,3.6017214508473774e-11,1.5911309856976785e-08
2013,8.83271630820153e-07,4.136823720881009e-11,1.571047279570946e-08
2014,7.619192631734352e-07,4.085400371175599e-11,1.5884866501534945e-08
2015,6.5898398052663e-07,4.099359542296201e-11,1.5445773929708854e-08
2016,6.106736033676238e-07,4.725208121606325e-11,1.5681683126648035e-08
2017,5.861742664592384e-07,5.5127428085407125e-11,1.5997938973555392e-08
2018,5.581225138939771e-07,5.315420187335107e-11,1.1599779980997482e-08
2019,5.19308578361688e-07,5.709800167397194e-11,1.0715100806635292e-08
