ngram,Jumper,Jump
1662,1.350357012240368e-07,1.0610307786659438e-06
1663,1.350357012240368e-07,1.0610307786659438e-06
1664,1.0723126868989701e-07,1.0610307786659438e-06
1665,0.0,1.0610307786659438e-06
1666,0.0,1.6034960026445333e-07
1667,0.0,0.0
1668,0.0,0.0
1669,0.0,0.0
1670,0.0,3.864916818331819e-08
1671,0.0,3.864916818331819e-08
1672,0.0,6.324976961228198e-08
1673,0.0,8.799263996804387e-08
1674,0.0,8.799263996804387e-08
1675,0.0,8.799263996804387e-08
1676,0.0,8.799263996804387e-08
1677,0.0,1.5010206969431499e-07
1678,0.0,1.7002064112148219e-07
1679,0.0,1.6849180894951132e-07
1680,0.0,1.4374893859374944e-07
1681,0.0,1.8850063351497477e-07
1682,1.0080516079012471e-07,1.8850063351497477e-07
1683,1.0080516079012471e-07,1.8850063351497477e-07
1684,1.3002674035890648e-07,8.774203560538549e-08
1685,1.3002674035890648e-07,8.802929585272068e-08
1686,1.3002674035890648e-07,9.258673320086278e-08
1687,1.3002674035890648e-07,9.258673320086278e-08
1688,1.3002674035890648e-07,4.7835038279637436e-08
1689,2.9221579568781764e-08,1.109773778905167e-07
1690,4.99918704528162e-08,2.563694120486356e-07
1691,4.523634394055469e-08,2.563694120486356e-07
1692,4.523634394055469e-08,2.834996694543536e-07
1693,7.658753783549141e-08,2.5587046284921857e-07
1694,1.4974418961953363e-07,2.5587046284921857e-07
1695,1.4974418961953363e-07,2.5587046284921857e-07
1696,1.4974418961953363e-07,2.084740689919532e-07
1697,1.363209735570438e-07,8.512325929846806e-08
1698,1.1185492050052354e-07,1.888359609633231e-07
1699,1.1185492050052354e-07,1.545694122536848e-07
1700,8.050372660558683e-08,2.455543852063004e-07
1701,3.634735281009073e-08,3.3255521917193877e-07
1702,8.428799195111683e-08,4.164513386837955e-07
1703,8.428799195111683e-08,4.007053929301817e-07
1704,8.560268379856747e-08,4.3063476644939716e-07
1705,8.560268379856747e-08,3.7271108713606995e-07
1706,8.560268379856747e-08,4.2609384211443414e-07
1707,8.560268379856747e-08,3.7156622819825967e-07
1708,5.660240581002134e-08,3.1350299626150703e-07
1709,8.66176666899524e-09,2.296068767496503e-07
1710,8.66176666899524e-09,3.1568199127767524e-07
1711,9.692328717392229e-09,3.2186536559817925e-07
1712,9.692328717392229e-09,2.869397631245972e-07
1713,2.0510343899461858e-08,2.4212349813979017e-07
1714,2.0510343899461858e-08,2.1523774965511881e-07
1715,3.183269724006875e-08,1.9762250096683992e-07
1716,4.06876554036119e-08,2.2418737545746937e-07
1717,4.832906088024304e-08,2.145263167108169e-07
1718,6.186200098211105e-08,1.8733937017551788e-07
1719,8.82014852265911e-08,2.225700472178817e-07
1720,7.738347004452148e-08,2.0093401685374245e-07
1721,8.614352812027651e-08,2.0888252245348277e-07
1722,7.482117477966962e-08,2.130153425079178e-07
1723,7.831656897597636e-08,2.1732634942444357e-07
1724,7.654608324969558e-08,1.5852505238659172e-07
1725,5.332081443043535e-08,1.275580266175374e-07
1726,4.614382323861069e-08,1.708888999831158e-07
1727,5.982925494712227e-08,1.708888999831158e-07
1728,5.106919687136724e-08,1.5984834383126717e-07
1729,5.106919687136724e-08,1.6350910060834523e-07
1730,4.690208247179076e-08,1.4899969512173682e-07
1731,4.103116272144039e-08,1.5228715507678965e-07
1732,6.606525815300301e-08,2.211309180211174e-07
1733,4.690276510034762e-08,1.4575548691807073e-07
1734,4.3540796618961915e-08,1.6124068175875956e-07
1735,5.0007722661251005e-08,1.806288259282545e-07
1736,7.205702295160726e-08,2.000991707567274e-07
1737,6.387378499133384e-08,2.1834083595097452e-07
1738,6.387378499133384e-08,2.194078823387307e-07
1739,3.8839689559771225e-08,1.5379503588113558e-07
1740,6.130152487214349e-08,1.472327753049285e-07
1741,6.286076319789962e-08,1.7927838667576778e-07
1742,6.277120943666756e-08,1.7892017163083957e-07
1743,4.072190914631132e-08,1.7885947097998463e-07
1744,4.518596950577246e-08,1.754997528889492e-07
1745,4.518596950577246e-08,1.535324878026196e-07
1746,4.518596950577246e-08,1.5527954845749393e-07
1747,3.936074120604514e-08,1.7690633212298833e-07
1748,3.111777147069006e-08,1.6213311328426373e-07
1749,2.4740399189633015e-08,1.4653418491304494e-07
1750,3.7935324976550485e-08,1.1790480515726034e-07
1751,3.7040403252522735e-08,8.665638213350186e-08
1752,3.7040403252522735e-08,1.0614933237158247e-07
1753,4.206975567910831e-08,1.715822912322957e-07
1754,2.5433148666463368e-08,1.4665229767071457e-07
1755,4.105995568945023e-08,1.1774801806601382e-07
1756,5.016636680669048e-08,1.1997933947936546e-07
1757,4.6106810813739685e-08,1.1617339141472322e-07
1758,4.25376721783063e-08,1.1928097620739209e-07
1759,7.732562120768957e-08,9.978802596931149e-08
1760,8.028036952672274e-08,3.203845696678595e-08
1761,8.583150444353902e-08,3.062995571464658e-08
1762,6.924754763255286e-08,3.4824394035126716e-08
1763,7.149583477631235e-08,2.2682511868765687e-08
1764,7.079250404932022e-08,2.2213624717437597e-08
1765,7.079250404932022e-08,1.9106039924768733e-08
1766,4.620771118116604e-08,2.590814420143163e-08
1767,3.822361043554727e-08,3.2080284079987516e-08
1768,9.168114952931969e-08,3.1986929168884415e-08
1769,8.899856749979205e-08,2.6985442705803767e-08
1770,7.764386923879232e-08,4.4282972209787527e-08
1771,7.447711780628197e-08,4.919218810073289e-08
1772,7.711319963529409e-08,6.237259749955878e-08
1773,7.469561604165977e-08,5.81656840787608e-08
1774,8.80579314862676e-08,5.4677103479759485e-08
1775,3.1937946636568474e-08,6.932702589779183e-08
1776,5.906164065753014e-08,7.170550527949412e-08
1777,6.489774127617563e-08,5.7326026084833104e-08
1778,8.466274665457669e-08,4.9576594512196996e-08
1779,9.995846537792983e-08,4.1519556554752464e-08
1780,9.452203312118204e-08,4.597178637766319e-08
1781,8.49847514266295e-08,4.827692759842453e-08
1782,1.0799366404309499e-07,4.605172700321093e-08
1783,8.52191681031757e-08,4.932538415809111e-08
1784,8.10475396002224e-08,4.973627808015278e-08
1785,5.9253491383312196e-08,5.828199155035106e-08
1786,5.204247737517724e-08,6.119921001714244e-08
1787,8.965672915195455e-08,6.317578054344202e-08
1788,1.0151032027648301e-07,6.205847340774134e-08
1789,8.375641221850369e-08,5.742200239110064e-08
1790,8.272175947407082e-08,6.529633240453287e-08
1791,9.30029155910006e-08,6.413932064828844e-08
1792,1.5832718298318988e-07,6.587160759709474e-08
1793,1.4957844068114972e-07,7.064930507283407e-08
1794,1.126090051682484e-07,7.060718409945821e-08
1795,1.161090940219164e-07,6.86407844848905e-08
1796,1.0986172352797244e-07,6.765193738544895e-08
1797,1.1278333822417608e-07,6.751999670484565e-08
1798,1.0893890361225139e-07,8.386507792985348e-08
1799,5.059147488241576e-08,7.921670836757195e-08
1800,5.60293808809271e-08,7.916000198195303e-08
1801,7.253772325656525e-08,7.992928122543422e-08
1802,6.55145594917274e-08,8.404545630875354e-08
1803,6.747923591327825e-08,8.965683865166543e-08
1804,6.337861867068892e-08,7.901252680702392e-08
1805,5.8912910105846095e-08,7.451809835856693e-08
1806,5.4646479087848224e-08,7.205397624586243e-08
1807,5.686070535050801e-08,6.912579308959721e-08
1808,4.159494387019029e-08,7.420252450580328e-08
1809,3.6857311361667855e-08,7.329975559855484e-08
1810,4.6072570774364456e-08,7.04112653896313e-08
1811,4.534333162910441e-08,7.844344450193472e-08
1812,4.43336374595609e-08,7.51627306426274e-08
1813,4.168463491842951e-08,8.046688394967663e-08
1814,4.041878374851292e-08,8.317097410781571e-08
1815,5.298548774338282e-08,7.529615889520106e-08
1816,5.203344269740942e-08,7.512330059609797e-08
1817,4.221278742428629e-08,7.388503675542779e-08
1818,4.850498288736357e-08,7.885504465272269e-08
1819,4.91857356113964e-08,8.404470161086205e-08
1820,5.1783963276160905e-08,9.107111560118547e-08
1821,5.101033906385055e-08,8.560411148193583e-08
1822,4.094461810869429e-08,9.823976299117021e-08
1823,4.318743762610211e-08,1.0341496598747263e-07
1824,4.36871943065853e-08,1.046536429579906e-07
1825,4.548495573836979e-08,9.674402739230053e-08
1826,4.84588191795865e-08,8.827788836437581e-08
1827,4.7268618987215764e-08,8.265371219197601e-08
1828,4.55313714350528e-08,8.71678054181757e-08
1829,4.3431953145045554e-08,8.296915560939461e-08
1830,3.891666113174454e-08,9.534744346443144e-08
1831,5.067470912730901e-08,1.0497276800184149e-07
1832,5.19072805056047e-08,1.1375324707582227e-07
1833,8.760830841733228e-08,1.2377324866617657e-07
1834,1.1737261017076759e-07,1.367027441087235e-07
1835,1.2593590119942227e-07,1.4003161246429435e-07
1836,1.3270709838967116e-07,1.4062957680900062e-07
1837,1.364901639330388e-07,1.4187669908746363e-07
1838,1.301358452110435e-07,1.4004379928727368e-07
1839,1.32592983196186e-07,1.4265401659940835e-07
1840,9.544905006058408e-08,1.4678621239129696e-07
1841,7.735383178442135e-08,1.605310891201433e-07
1842,8.100527233117256e-08,1.6112558094099378e-07
1843,7.556325495475643e-08,1.608098614269693e-07
1844,8.561816144947443e-08,1.4709108293280743e-07
1845,1.1183061587871634e-07,1.4130909318867323e-07
1846,1.1573241717347368e-07,1.3116036460100338e-07
1847,1.1992512989016696e-07,1.2626988673706103e-07
1848,1.1749572641812328e-07,1.0192689359200813e-07
1849,1.2447616524825988e-07,1.0404552394252928e-07
1850,1.274806962214825e-07,1.1642792787012826e-07
1851,1.1947790109648588e-07,1.3540348626455462e-07
1852,9.705011905225547e-08,1.4399139912159497e-07
1853,9.25097763472747e-08,1.6337373612681665e-07
1854,9.645854045662158e-08,1.7901832092905222e-07
1855,9.563862083236277e-08,1.8729217288182554e-07
1856,8.694690377199419e-08,1.9878910555754764e-07
1857,9.352244591452421e-08,1.976414227198932e-07
1858,1.022726142504585e-07,1.900553903461904e-07
1859,1.0181937629535501e-07,2.016772262842486e-07
1860,1.0049506572938429e-07,2.012714332977339e-07
1861,9.768368970851173e-08,2.003063335515825e-07
1862,9.898928457882253e-08,2.1449073780591528e-07
1863,8.975132205689209e-08,2.2222088042716287e-07
1864,8.084437906420914e-08,2.7612907769837746e-07
1865,7.33434047463431e-08,2.9773683455199975e-07
1866,7.2178223271229e-08,3.581614781264112e-07
1867,6.730733659310317e-08,3.7579757515361833e-07
1868,6.753604811901173e-08,3.6894779092173327e-07
1869,6.48620240692058e-08,3.840355812404336e-07
1870,7.063120019016164e-08,3.816468908520879e-07
1871,7.255233670986985e-08,3.405150498078261e-07
1872,7.286389954889014e-08,3.385654504687149e-07
1873,7.250001640305267e-08,2.7960375348357047e-07
1874,8.037496103595134e-08,2.989756861130185e-07
1875,7.92452183873138e-08,3.2528473476694284e-07
1876,7.365965919754152e-08,3.1028127978061093e-07
1877,7.451354580975281e-08,3.1691949483761815e-07
1878,8.355039682328425e-08,3.2306451609136797e-07
1879,8.107356868387277e-08,3.3215269062176436e-07
1880,7.991234087155266e-08,3.4904776465996943e-07
1881,7.281898969527642e-08,3.216202303844641e-07
1882,7.573841998009812e-08,3.123034519246305e-07
1883,8.411852141827175e-08,3.2302462419206026e-07
1884,8.078673374711798e-08,3.3351540196235874e-07
1885,7.192434026137562e-08,3.4030619287607677e-07
1886,7.503359203805563e-08,3.586878075826202e-07
1887,7.648038596081668e-08,3.641847204757401e-07
1888,7.933761330442784e-08,3.731278915048668e-07
1889,7.83265840758369e-08,3.881341155777461e-07
1890,1.522087680021806e-07,3.93386313492426e-07
1891,1.4864109739879234e-07,4.047295841961126e-07
1892,1.9293802365284917e-07,4.1159265963740056e-07
1893,2.0668371040041427e-07,4.161901634753511e-07
1894,2.9626353535507276e-07,4.1267562827280404e-07
1895,2.980648464553529e-07,4.25181899085406e-07
1896,3.455931850534658e-07,4.320199674826394e-07
1897,2.705904447809969e-07,4.409374818286389e-07
1898,2.8942220962692643e-07,4.3781483327620663e-07
1899,2.505414826714514e-07,4.566523525032348e-07
1900,2.3771136779617207e-07,4.5009518804103467e-07
1901,1.526502688063504e-07,4.74878183760146e-07
1902,1.5661264082414812e-07,4.974718958042754e-07
1903,1.083175910870133e-07,5.265733794398589e-07
1904,1.1059765268685493e-07,5.565986417163263e-07
1905,1.0237175018801281e-07,5.815871223343752e-07
1906,1.0015056923456151e-07,6.015082151731934e-07
1907,9.823527286861073e-08,6.24206149625804e-07
1908,9.742917634574561e-08,6.424718321795808e-07
1909,9.367770051734884e-08,6.424662696450209e-07
1910,9.33106047032847e-08,6.275046351739937e-07
1911,8.879587198862282e-08,6.203967473084049e-07
1912,8.451354156185126e-08,6.166730567461595e-07
1913,8.373489431992961e-08,6.004593322878853e-07
1914,8.462993150715192e-08,5.915657327802495e-07
1915,7.923350965808953e-08,5.75150603968463e-07
1916,8.064146023960867e-08,5.772591537476858e-07
1917,8.206616237365389e-08,6.023321848910459e-07
1918,8.257535353907639e-08,6.034652853616405e-07
1919,8.650478581070534e-08,6.257469392169566e-07
1920,9.131514693600756e-08,6.813055831246726e-07
1921,9.589637223988185e-08,7.41567670762119e-07
1922,1.0005107498045618e-07,7.686562396104688e-07
1923,9.574919346277966e-08,7.94890654885551e-07
1924,9.546838697360727e-08,8.044524893843377e-07
1925,9.712887966933132e-08,8.349424222485271e-07
1926,9.170715437838745e-08,8.8842032904982e-07
1927,8.797766375729615e-08,8.727577096578898e-07
1928,8.580901119817749e-08,8.296696185945101e-07
1929,8.437997272332203e-08,8.877395479040777e-07
1930,8.752297121970645e-08,8.702390914550051e-07
1931,8.87461238465091e-08,8.88527763111467e-07
1932,9.200131907099213e-08,8.934503869438361e-07
1933,1.0060479585912877e-07,8.66648731191942e-07
1934,1.0346995996509836e-07,8.834646710706043e-07
1935,1.0545151038091457e-07,9.06018174516378e-07
1936,1.0855162559307376e-07,8.782548580451735e-07
1937,1.290876708383491e-07,9.535632687272612e-07
1938,1.2864319489023857e-07,9.412429855209276e-07
1939,1.2780480420003316e-07,9.74675880830286e-07
1940,1.2615627602891826e-07,9.96715698420303e-07
1941,1.4759946915481642e-07,1.0176289119304523e-06
1942,1.4785139106671912e-07,1.0131637395716098e-06
1943,1.4840219872017508e-07,9.974686869489752e-07
1944,1.3276390222115098e-07,9.443471234200323e-07
1945,1.3726094648193664e-07,9.250316484862456e-07
1946,1.3819171990852347e-07,8.679804669295013e-07
1947,1.330463622447756e-07,8.100629104644343e-07
1948,1.1817045780000107e-07,7.561911680958084e-07
1949,1.1519934060645807e-07,7.258508308690839e-07
1950,1.192927712168057e-07,6.947286367773943e-07
1951,1.1597774220360537e-07,6.927014786534918e-07
1952,1.3367660248572326e-07,6.888781578189602e-07
1953,1.4267767665744812e-07,6.80122606614272e-07
1954,1.4381786529936237e-07,6.857602800534681e-07
1955,1.3809584231694316e-07,6.709600971329824e-07
1956,1.3777185005535232e-07,6.877144268660881e-07
1957,1.3132341081245613e-07,6.925642667608502e-07
1958,1.2846183088705792e-07,6.838217733015231e-07
1959,1.0959418160285037e-07,6.878380531816219e-07
1960,1.0019541564685954e-07,7.253323539251661e-07
1961,9.907327580549463e-08,7.121242496006224e-07
1962,9.582058270650253e-08,7.284254966829654e-07
1963,1.0157596161012147e-07,7.12001069911951e-07
1964,1.018948075121833e-07,7.13273266228498e-07
1965,1.0453182649631085e-07,6.926316424531771e-07
1966,1.0527839577889608e-07,6.784268537428164e-07
1967,1.0907530167969526e-07,6.427202379200025e-07
1968,1.1269071161937713e-07,6.461224627076132e-07
1969,1.2139164543408958e-07,6.343997500022982e-07
1970,1.2372371368688358e-07,6.325643247302131e-07
1971,1.2954784064537046e-07,6.31985358268139e-07
1972,1.356586249049282e-07,6.443349401966511e-07
1973,1.3790288733162015e-07,6.717237072604933e-07
1974,1.371485548621162e-07,6.821912441929661e-07
1975,1.4111430906333616e-07,7.096903686942824e-07
1976,1.5148236595255833e-07,7.231456038425677e-07
1977,1.514136158675683e-07,7.551239897501156e-07
1978,1.6147773099614175e-07,7.644826739903822e-07
1979,1.6059647123256582e-07,7.725954885375228e-07
1980,1.646329305263602e-07,7.677385756973568e-07
1981,1.6559261796698722e-07,7.924478008395194e-07
1982,1.6291135653188705e-07,7.968542214647252e-07
1983,1.4920609357562042e-07,8.174579063182006e-07
1984,1.4693384287056688e-07,8.167760207860348e-07
1985,1.3618202794012696e-07,8.323556975093587e-07
1986,1.3783969978119005e-07,8.635272316886195e-07
1987,1.3539556878835617e-07,8.827665932845516e-07
1988,1.3220492738647798e-07,8.847825938573806e-07
1989,1.3298734659526546e-07,8.980878679462226e-07
1990,1.3445231315602412e-07,8.994955140094265e-07
1991,1.3587850235450916e-07,9.150286846956337e-07
1992,1.3730608421675633e-07,9.451075178341333e-07
1993,1.40776699757745e-07,9.453227919818476e-07
1994,1.428496107434642e-07,9.70122260111696e-07
1995,1.4719563320600822e-07,9.928117248948963e-07
1996,1.558728968120704e-07,1.0207630793956923e-06
1997,1.602664627041252e-07,1.0519414916286353e-06
1998,1.7092987393750393e-07,1.0788278359541437e-06
1999,1.8934144512578704e-07,1.0969383928178495e-06
2000,1.9430536367183648e-07,1.130059282721569e-06
2001,2.0761408490800803e-07,1.1479150511409638e-06
2002,2.135416476026616e-07,1.1658045358282315e-06
2003,2.1264821928720527e-07,1.1823192867918157e-06
2004,2.1548166882569474e-07,1.2000146268422083e-06
2005,2.0404702232618937e-07,1.2181043952555877e-06
2006,1.9718461073482884e-07,1.2390737538225949e-06
2007,2.050335500111292e-07,1.2580150691324628e-06
2008,1.9704698875752262e-07,1.2850679240727914e-06
2009,1.9598170654587322e-07,1.3013727116880806e-06
2010,1.887608890781069e-07,1.300460342333411e-06
2011,1.84520536501103e-07,1.3160477660026767e-06
2012,1.8634697239251962e-07,1.3453402191641674e-06
2013,1.7486737086918375e-07,1.3445084212954889e-06
2014,1.5969014352127227e-07,1.32166555236576e-06
2015,1.550549565568612e-07,1.2915284547229281e-06
2016,1.459112013435515e-07,1.2847242974852894e-06
2017,1.471988397838686e-07,1.2902964954264462e-06
2018,1.451297293897369e-07,1.2746744232572383e-06
2019,1.434444385495226e-07,1.230103237048752e-06
