ngram,CSL,CS,CSL,CS
1546,0.0,3.467333288296816e-06,0.0,3.467333288296816e-06
1547,0.0,3.467333288296816e-06,0.0,3.467333288296816e-06
1548,0.0,3.467333288296816e-06,0.0,3.467333288296816e-06
1549,0.0,3.467333288296816e-06,0.0,3.467333288296816e-06
1550,0.0,3.467333288296816e-06,0.0,3.467333288296816e-06
1551,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,5.882162700540253e-05,0.0,5.882162700540253e-05
1569,0.0,5.882162700540253e-05,0.0,5.882162700540253e-05
1570,0.0,6.0332639285271785e-05,0.0,6.0332639285271785e-05
1571,0.0,6.0332639285271785e-05,0.0,6.0332639285271785e-05
1572,0.0,6.0332639285271785e-05,0.0,6.0332639285271785e-05
1573,0.0,6.0332639285271785e-05,0.0,6.0332639285271785e-05
1574,0.0,6.087735083123594e-05,0.0,6.087735083123594e-05
1575,0.0,2.055723825833411e-06,0.0,2.055723825833411e-06
1576,0.0,2.055723825833411e-06,0.0,2.055723825833411e-06
1577,0.0,5.447115459641541e-07,0.0,5.447115459641541e-07
1578,0.0,5.447115459641541e-07,0.0,5.447115459641541e-07
1579,0.0,5.447115459641541e-07,0.0,5.447115459641541e-07
1580,0.0,5.447115459641541e-07,0.0,5.447115459641541e-07
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,1.769356653572426e-07,0.0,1.769356653572426e-07
1599,0.0,4.1275796190477975e-07,0.0,4.1275796190477975e-07
1600,0.0,4.1275796190477975e-07,0.0,4.1275796190477975e-07
1601,0.0,4.1275796190477975e-07,0.0,4.1275796190477975e-07
1602,0.0,5.171586800705492e-07,0.0,5.171586800705492e-07
1603,0.0,5.171586800705492e-07,0.0,5.171586800705492e-07
1604,0.0,5.171586800705492e-07,0.0,5.171586800705492e-07
1605,0.0,5.650967977999244e-07,0.0,5.650967977999244e-07
1606,0.0,3.2927450125238724e-07,0.0,3.2927450125238724e-07
1607,0.0,3.2927450125238724e-07,0.0,3.2927450125238724e-07
1608,0.0,3.2927450125238724e-07,0.0,3.2927450125238724e-07
1609,0.0,2.2487378308661781e-07,0.0,2.2487378308661781e-07
1610,0.0,4.797703110982963e-07,0.0,4.797703110982963e-07
1611,0.0,6.845948681594953e-07,0.0,6.845948681594953e-07
1612,0.0,4.5972108507287756e-07,0.0,4.5972108507287756e-07
1613,0.0,4.5972108507287756e-07,0.0,4.5972108507287756e-07
1614,0.0,4.5972108507287756e-07,0.0,4.5972108507287756e-07
1615,0.0,4.5972108507287756e-07,0.0,4.5972108507287756e-07
1616,0.0,4.5972108507287756e-07,0.0,4.5972108507287756e-07
1617,0.0,2.0482455706119902e-07,0.0,2.0482455706119902e-07
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,3.5683599110468223e-07,0.0,3.5683599110468223e-07
1622,0.0,4.2718439934625554e-07,0.0,4.2718439934625554e-07
1623,0.0,4.2718439934625554e-07,0.0,4.2718439934625554e-07
1624,0.0,5.765165919261303e-07,0.0,5.765165919261303e-07
1625,0.0,5.765165919261303e-07,0.0,5.765165919261303e-07
1626,0.0,5.765165919261303e-07,0.0,5.765165919261303e-07
1627,0.0,5.765165919261303e-07,0.0,5.765165919261303e-07
1628,0.0,2.8519222691362043e-07,0.0,2.8519222691362043e-07
1629,0.0,2.148438186720471e-07,0.0,2.148438186720471e-07
1630,0.0,3.873418157646873e-07,0.0,3.873418157646873e-07
1631,0.0,2.946896090959074e-07,0.0,2.946896090959074e-07
1632,0.0,3.8631574333131926e-07,0.0,3.8631574333131926e-07
1633,0.0,5.234085408898994e-07,0.0,5.234085408898994e-07
1634,0.0,5.234085408898994e-07,0.0,5.234085408898994e-07
1635,0.0,5.402166282562706e-07,0.0,5.402166282562706e-07
1636,8.684440899742185e-08,6.270610372536924e-07,8.684440899742185e-08,6.270610372536924e-07
1637,8.684440899742185e-08,4.545630401610522e-07,8.684440899742185e-08,4.545630401610522e-07
1638,8.684440899742185e-08,3.978830542499574e-07,8.684440899742185e-08,3.978830542499574e-07
1639,8.684440899742185e-08,3.062569200145455e-07,8.684440899742185e-08,3.062569200145455e-07
1640,8.684440899742185e-08,2.719721773506275e-07,8.684440899742185e-08,2.719721773506275e-07
1641,8.684440899742185e-08,2.719721773506275e-07,8.684440899742185e-08,2.719721773506275e-07
1642,8.684440899742185e-08,1.8965246389208395e-07,8.684440899742185e-08,1.8965246389208395e-07
1643,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1644,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1645,0.0,1.5192488587802343e-07,0.0,1.5192488587802343e-07
1646,0.0,6.556169539960268e-07,0.0,6.556169539960268e-07
1647,0.0,5.528088991013647e-07,0.0,5.528088991013647e-07
1648,0.0,6.445073706475211e-07,0.0,6.445073706475211e-07
1649,0.0,7.227351456354622e-07,0.0,7.227351456354622e-07
1650,0.0,8.105754188493717e-07,0.0,8.105754188493717e-07
1651,0.0,8.105754188493717e-07,0.0,8.105754188493717e-07
1652,0.0,8.171299847552811e-07,0.0,8.171299847552811e-07
1653,0.0,3.8881369489120387e-07,0.0,3.8881369489120387e-07
1654,0.0,5.547464395151889e-07,0.0,5.547464395151889e-07
1655,0.0,4.6304796796903247e-07,0.0,4.6304796796903247e-07
1656,0.0,5.207421866413955e-07,0.0,5.207421866413955e-07
1657,0.0,4.6070634596162563e-07,0.0,4.6070634596162563e-07
1658,0.0,6.215532449362269e-07,0.0,6.215532449362269e-07
1659,0.0,5.980490332798841e-07,0.0,5.980490332798841e-07
1660,0.0,5.22673255025958e-07,0.0,5.22673255025958e-07
1661,0.0,3.567405104019729e-07,0.0,3.567405104019729e-07
1662,0.0,3.9734037013009325e-07,0.0,3.9734037013009325e-07
1663,0.0,2.6141837646978925e-07,0.0,2.6141837646978925e-07
1664,0.0,2.3361394393564945e-07,0.0,2.3361394393564945e-07
1665,0.0,7.276704496104815e-08,0.0,7.276704496104815e-08
1666,0.0,2.0039345015123088e-07,0.0,2.0039345015123088e-07
1667,0.0,2.6529808191558655e-07,0.0,2.6529808191558655e-07
1668,0.0,3.965577296379966e-07,0.0,3.965577296379966e-07
1669,0.0,4.158660544817394e-07,0.0,4.158660544817394e-07
1670,0.0,4.545152226650576e-07,0.0,4.545152226650576e-07
1671,0.0,5.327356080085468e-07,0.0,5.327356080085468e-07
1672,0.0,5.327356080085468e-07,0.0,5.327356080085468e-07
1673,0.0,3.729420175854362e-07,0.0,3.729420175854362e-07
1674,0.0,3.405679101271224e-07,0.0,3.405679101271224e-07
1675,0.0,3.4658226054164386e-07,0.0,3.4658226054164386e-07
1676,0.0,3.725670966657292e-07,0.0,3.725670966657292e-07
1677,0.0,4.0109032438197444e-07,0.0,4.0109032438197444e-07
1678,0.0,3.826256533199869e-07,0.0,3.826256533199869e-07
1679,0.0,4.287691918339728e-07,0.0,4.287691918339728e-07
1680,0.0,5.373807649026016e-07,0.0,5.373807649026016e-07
1681,0.0,5.048502405965596e-07,0.0,5.048502405965596e-07
1682,0.0,4.4822037433992333e-07,0.0,4.4822037433992333e-07
1683,0.0,4.0646181024125584e-07,0.0,4.0646181024125584e-07
1684,0.0,3.6851099391047424e-07,0.0,3.6851099391047424e-07
1685,0.0,3.4916694297797743e-07,0.0,3.4916694297797743e-07
1686,0.0,4.411694456101551e-07,0.0,4.411694456101551e-07
1687,0.0,3.7375796223061896e-07,0.0,3.7375796223061896e-07
1688,0.0,3.7375796223061896e-07,0.0,3.7375796223061896e-07
1689,0.0,3.2468500015576343e-07,0.0,3.2468500015576343e-07
1690,0.0,2.805505435584824e-07,0.0,2.805505435584824e-07
1691,0.0,2.757950170462209e-07,0.0,2.757950170462209e-07
1692,0.0,2.3538335369721608e-07,0.0,2.3538335369721608e-07
1693,0.0,9.723731255105252e-08,0.0,9.723731255105252e-08
1694,0.0,8.042277345664064e-08,0.0,8.042277345664064e-08
1695,0.0,1.1143638037732931e-07,0.0,1.1143638037732931e-07
1696,0.0,7.986521057188969e-08,0.0,7.986521057188969e-08
1697,0.0,3.0027745115798356e-07,0.0,3.0027745115798356e-07
1698,0.0,1.2092257455671124e-06,0.0,1.2092257455671124e-06
1699,0.0,1.2484343666788585e-06,0.0,1.2484343666788585e-06
1700,0.0,1.2614322193777688e-06,0.0,1.2614322193777688e-06
1701,0.0,1.4787156520209725e-06,0.0,1.4787156520209725e-06
1702,0.0,1.4716723646707969e-06,0.0,1.4716723646707969e-06
1703,0.0,1.4937547843731278e-06,0.0,1.4937547843731278e-06
1704,0.0,1.2993278427789586e-06,0.0,1.2993278427789586e-06
1705,0.0,4.1170251766483747e-07,0.0,4.1170251766483747e-07
1706,0.0,4.0572004422756436e-07,0.0,4.0572004422756436e-07
1707,0.0,4.048746445408012e-07,0.0,4.048746445408012e-07
1708,0.0,1.9214326333180258e-07,0.0,1.9214326333180258e-07
1709,0.0,2.1627300839099917e-07,0.0,2.1627300839099917e-07
1710,0.0,2.114056120002975e-07,0.0,2.114056120002975e-07
1711,0.0,2.3388195862545607e-07,0.0,2.3388195862545607e-07
1712,0.0,3.619076543210602e-07,0.0,3.619076543210602e-07
1713,0.0,4.2604364531533587e-07,0.0,4.2604364531533587e-07
1714,0.0,6.914679033798166e-07,0.0,6.914679033798166e-07
1715,0.0,7.304644234246942e-07,0.0,7.304644234246942e-07
1716,0.0,7.177841914491572e-07,0.0,7.177841914491572e-07
1717,0.0,7.617004119505769e-07,0.0,7.617004119505769e-07
1718,0.0,7.596893039720141e-07,0.0,7.596893039720141e-07
1719,0.0,6.056291986007116e-07,0.0,6.056291986007116e-07
1720,0.0,9.250789645420809e-07,0.0,9.250789645420809e-07
1721,0.0,6.825424857684734e-07,0.0,6.825424857684734e-07
1722,0.0,6.918842306699194e-07,0.0,6.918842306699194e-07
1723,0.0,6.811651027354466e-07,0.0,6.811651027354466e-07
1724,0.0,6.670012169252004e-07,0.0,6.670012169252004e-07
1725,0.0,6.646683995573507e-07,0.0,6.646683995573507e-07
1726,0.0,7.918262363253754e-07,0.0,7.918262363253754e-07
1727,0.0,5.255540734034574e-07,0.0,5.255540734034574e-07
1728,0.0,5.229116421138055e-07,0.0,5.229116421138055e-07
1729,0.0,4.7112368203475595e-07,0.0,4.7112368203475595e-07
1730,0.0,4.6278945323560296e-07,0.0,4.6278945323560296e-07
1731,0.0,4.436890534975646e-07,0.0,4.436890534975646e-07
1732,0.0,4.496395240900191e-07,0.0,4.496395240900191e-07
1733,0.0,3.2380138240536584e-07,0.0,3.2380138240536584e-07
1734,0.0,2.1971722523923226e-07,0.0,2.1971722523923226e-07
1735,0.0,2.519886836336939e-07,0.0,2.519886836336939e-07
1736,2.2049300290356248e-08,4.3596913254110146e-07,2.2049300290356248e-08,4.3596913254110146e-07
1737,2.2049300290356248e-08,4.4728916951238974e-07,2.2049300290356248e-08,4.4728916951238974e-07
1738,2.2049300290356248e-08,4.523731088771196e-07,2.2049300290356248e-08,4.523731088771196e-07
1739,2.2049300290356248e-08,7.544748115151378e-07,2.2049300290356248e-08,7.544748115151378e-07
1740,2.2049300290356248e-08,7.93298732609011e-07,2.2049300290356248e-08,7.93298732609011e-07
1741,2.2049300290356248e-08,7.943739542984726e-07,2.2049300290356248e-08,7.943739542984726e-07
1742,2.2049300290356248e-08,8.381200201158987e-07,2.2049300290356248e-08,8.381200201158987e-07
1743,0.0,6.479144514872002e-07,0.0,6.479144514872002e-07
1744,0.0,7.407575708384684e-07,0.0,7.407575708384684e-07
1745,0.0,1.2379790693525398e-06,0.0,1.2379790693525398e-06
1746,0.0,9.455449015506799e-07,0.0,9.455449015506799e-07
1747,0.0,9.813071630203143e-07,0.0,9.813071630203143e-07
1748,0.0,1.002931264386981e-06,0.0,1.002931264386981e-06
1749,0.0,9.242476214207532e-07,0.0,9.242476214207532e-07
1750,0.0,9.511670750076259e-07,0.0,9.511670750076259e-07
1751,0.0,9.020202144581293e-07,0.0,9.020202144581293e-07
1752,0.0,4.537182089084776e-07,0.0,4.537182089084776e-07
1753,0.0,5.951565721521288e-07,0.0,5.951565721521288e-07
1754,0.0,5.455208378992081e-07,0.0,5.455208378992081e-07
1755,0.0,5.264589333364711e-07,0.0,5.264589333364711e-07
1756,0.0,5.149400733119234e-07,0.0,5.149400733119234e-07
1757,9.135369793966674e-09,5.479310354011042e-07,9.135369793966674e-09,5.479310354011042e-07
1758,9.135369793966674e-09,6.412502508672852e-07,9.135369793966674e-09,6.412502508672852e-07
1759,9.135369793966674e-09,6.046041919814473e-07,9.135369793966674e-09,6.046041919814473e-07
1760,1.1796736793761348e-08,5.231916182830381e-07,1.1796736793761348e-08,5.231916182830381e-07
1761,1.1796736793761348e-08,5.659850208823107e-07,1.1796736793761348e-08,5.659850208823107e-07
1762,1.1796736793761348e-08,5.480830022211844e-07,1.1796736793761348e-08,5.480830022211844e-07
1763,1.1796736793761348e-08,6.0935306578358e-07,1.1796736793761348e-08,6.0935306578358e-07
1764,2.661366999794674e-09,5.498546207555981e-07,2.661366999794674e-09,5.498546207555981e-07
1765,2.661366999794674e-09,4.205215345466838e-07,2.661366999794674e-09,4.205215345466838e-07
1766,2.661366999794674e-09,6.473813779653678e-07,2.661366999794674e-09,6.473813779653678e-07
1767,0.0,5.835654072987901e-07,0.0,5.835654072987901e-07
1768,5.364425094610072e-09,5.349804358242441e-07,5.364425094610072e-09,5.349804358242441e-07
1769,5.364425094610072e-09,5.484833463599768e-07,5.364425094610072e-09,5.484833463599768e-07
1770,5.364425094610072e-09,5.439564176867862e-07,5.364425094610072e-09,5.439564176867862e-07
1771,5.364425094610072e-09,5.664039609395591e-07,5.364425094610072e-09,5.664039609395591e-07
1772,5.364425094610072e-09,6.127535974493574e-07,5.364425094610072e-09,6.127535974493574e-07
1773,5.364425094610072e-09,3.7959728566810167e-07,5.364425094610072e-09,3.7959728566810167e-07
1774,5.364425094610072e-09,3.5304883486527873e-07,5.364425094610072e-09,3.5304883486527873e-07
1775,0.0,3.648120525667764e-07,0.0,3.648120525667764e-07
1776,0.0,3.652284387304202e-07,0.0,3.652284387304202e-07
1777,0.0,2.990266320271725e-07,0.0,2.990266320271725e-07
1778,0.0,2.8471576740685123e-07,0.0,2.8471576740685123e-07
1779,0.0,2.1836734427032362e-07,0.0,2.1836734427032362e-07
1780,0.0,2.1702572589837083e-07,0.0,2.1702572589837083e-07
1781,0.0,2.1440386786610232e-07,0.0,2.1440386786610232e-07
1782,0.0,1.8398879778455273e-07,0.0,1.8398879778455273e-07
1783,0.0,1.617991064303429e-07,0.0,1.617991064303429e-07
1784,0.0,1.6802520467048714e-07,0.0,1.6802520467048714e-07
1785,0.0,1.9846617301969412e-07,0.0,1.9846617301969412e-07
1786,0.0,2.3535989157608128e-07,0.0,2.3535989157608128e-07
1787,0.0,2.660981530360524e-07,0.0,2.660981530360524e-07
1788,0.0,2.732932711881274e-07,0.0,2.732932711881274e-07
1789,0.0,2.8894025051938244e-07,0.0,2.8894025051938244e-07
1790,2.2096968064845767e-09,3.2468147383367197e-07,2.2096968064845767e-09,3.2468147383367197e-07
1791,2.2096968064845767e-09,3.4228021255395493e-07,2.2096968064845767e-09,3.4228021255395493e-07
1792,2.2096968064845767e-09,3.0361652493736203e-07,2.2096968064845767e-09,3.0361652493736203e-07
1793,2.2096968064845767e-09,2.7403120027104576e-07,2.2096968064845767e-09,2.7403120027104576e-07
1794,2.2096968064845767e-09,2.386402176820671e-07,2.2096968064845767e-09,2.386402176820671e-07
1795,2.2096968064845767e-09,3.005634364886386e-07,2.2096968064845767e-09,3.005634364886386e-07
1796,2.2096968064845767e-09,2.965207792320663e-07,2.2096968064845767e-09,2.965207792320663e-07
1797,0.0,2.924174842584242e-07,0.0,2.924174842584242e-07
1798,0.0,4.241769947351973e-07,0.0,4.241769947351973e-07
1799,0.0,4.4183599153971696e-07,0.0,4.4183599153971696e-07
1800,0.0,4.669104985818454e-07,0.0,4.669104985818454e-07
1801,0.0,4.5301493400984327e-07,0.0,4.5301493400984327e-07
1802,0.0,3.7535468777605274e-07,0.0,3.7535468777605274e-07
1803,0.0,3.8779902565368373e-07,0.0,3.8779902565368373e-07
1804,3.0507755052358986e-10,3.78917371384497e-07,3.0507755052358986e-10,3.78917371384497e-07
1805,3.0507755052358986e-10,2.306788786654579e-07,3.0507755052358986e-10,2.306788786654579e-07
1806,3.0507755052358986e-10,2.3040382960256727e-07,3.0507755052358986e-10,2.3040382960256727e-07
1807,7.235200058123123e-10,2.201014146813967e-07,7.235200058123123e-10,2.201014146813967e-07
1808,9.588831950679833e-10,2.2271686970855497e-07,9.588831950679833e-10,2.2271686970855497e-07
1809,1.1398080098804338e-09,2.1841475371177565e-07,1.1398080098804338e-09,2.1841475371177565e-07
1810,1.793620950176132e-09,1.956682120456727e-07,1.793620950176132e-09,1.956682120456727e-07
1811,1.7229273404798358e-09,1.8203948469265795e-07,1.7229273404798358e-09,1.8203948469265795e-07
1812,1.7229273404798358e-09,1.80023266896764e-07,1.7229273404798358e-09,1.80023266896764e-07
1813,1.9169067444479992e-09,1.6477629470403242e-07,1.9169067444479992e-09,1.6477629470403242e-07
1814,1.4984642891592769e-09,1.4028109924473548e-07,1.4984642891592769e-09,1.4028109924473548e-07
1815,1.4562418096783096e-09,1.3253381630257926e-07,1.4562418096783096e-09,1.3253381630257926e-07
1816,1.4654897137081742e-09,1.421840230315346e-07,1.4654897137081742e-09,1.421840230315346e-07
1817,9.830243444649715e-10,1.41061710629791e-07,9.830243444649715e-10,1.41061710629791e-07
1818,7.486404036376776e-10,1.2770740909218148e-07,7.486404036376776e-10,1.2770740909218148e-07
1819,7.486404036376776e-10,1.5796136665358063e-07,7.486404036376776e-10,1.5796136665358063e-07
1820,7.020579355960471e-10,1.6910519004146147e-07,7.020579355960471e-10,1.6910519004146147e-07
1821,7.020579355960471e-10,1.7389027310140852e-07,7.020579355960471e-10,1.7389027310140852e-07
1822,1.382299544669e-09,1.7670317475904085e-07,1.382299544669e-09,1.7670317475904085e-07
1823,1.1921268258266844e-09,1.7166284241706569e-07,1.1921268258266844e-09,1.7166284241706569e-07
1824,1.0207792547741894e-09,1.7203150447033166e-07,1.0207792547741894e-09,1.7203150447033166e-07
1825,1.0207792547741894e-09,1.699374051002321e-07,1.0207792547741894e-09,1.699374051002321e-07
1826,1.0207792547741894e-09,1.38634467207664e-07,1.0207792547741894e-09,1.38634467207664e-07
1827,8.733823188476566e-10,1.2762020824246584e-07,8.733823188476566e-10,1.2762020824246584e-07
1828,8.733823188476566e-10,1.2389154286600907e-07,8.733823188476566e-10,1.2389154286600907e-07
1829,4.91919965079595e-10,1.3472002637269854e-07,4.91919965079595e-10,1.3472002637269854e-07
1830,6.825290491515748e-10,1.316182769122471e-07,6.825290491515748e-10,1.316182769122471e-07
1831,6.825290491515748e-10,1.2444451462962596e-07,6.825290491515748e-10,1.2444451462962596e-07
1832,7.676785080639498e-10,1.196171979245264e-07,7.676785080639498e-10,1.196171979245264e-07
1833,7.676785080639498e-10,1.208511304996916e-07,7.676785080639498e-10,1.208511304996916e-07
1834,1.1829794762821928e-09,1.1120572196432477e-07,1.1829794762821928e-09,1.1120572196432477e-07
1835,1.1829794762821928e-09,1.1168842815680233e-07,1.1829794762821928e-09,1.1168842815680233e-07
1836,9.16243049685152e-10,9.630082230062596e-08,9.16243049685152e-10,9.630082230062596e-08
1837,7.256339656131721e-10,9.363932004394623e-08,7.256339656131721e-10,9.363932004394623e-08
1838,7.256339656131721e-10,9.37957774941164e-08,7.256339656131721e-10,9.37957774941164e-08
1839,6.404845067007971e-10,1.0421247915408977e-07,6.404845067007971e-10,1.0421247915408977e-07
1840,6.404845067007971e-10,9.803143795141165e-08,6.404845067007971e-10,9.803143795141165e-08
1841,2.2518353848255401e-10,9.491867913880014e-08,2.2518353848255401e-10,9.491867913880014e-08
1842,2.2518353848255401e-10,1.0292586338778165e-07,2.2518353848255401e-10,1.0292586338778165e-07
1843,0.0,1.2289747276992914e-07,0.0,1.2289747276992914e-07
1844,0.0,1.2300873056655552e-07,0.0,1.2300873056655552e-07
1845,2.0021628799327118e-10,1.3559282103463894e-07,2.0021628799327118e-10,1.3559282103463894e-07
1846,6.567597894096317e-10,1.2368684717703866e-07,6.567597894096317e-10,1.2368684717703866e-07
1847,7.173652545005333e-10,1.2668994843677085e-07,7.173652545005333e-10,1.2668994843677085e-07
1848,7.720529295239333e-10,1.2831164245393927e-07,7.720529295239333e-10,1.2831164245393927e-07
1849,8.795320027843445e-10,1.1822376271603779e-07,8.795320027843445e-10,1.1822376271603779e-07
1850,9.270019117403803e-10,1.0802334112928033e-07,9.270019117403803e-10,1.0802334112928033e-07
1851,9.734305068358801e-10,1.1054854403320341e-07,9.734305068358801e-10,1.1054854403320341e-07
1852,8.237757896458118e-10,9.377325531951491e-08,8.237757896458118e-10,9.377325531951491e-08
1853,3.672322882294513e-10,9.339671943767566e-08,3.672322882294513e-10,9.339671943767566e-08
1854,3.066268231385497e-10,1.0316318922930026e-07,3.066268231385497e-10,1.0316318922930026e-07
1855,4.6194614403535384e-10,1.117650490251825e-07,4.6194614403535384e-10,1.117650490251825e-07
1856,7.520575075391025e-10,1.1898224272499647e-07,7.520575075391025e-10,1.1898224272499647e-07
1857,7.527218253462159e-10,1.1409066148969162e-07,7.527218253462159e-10,1.1409066148969162e-07
1858,7.638967434799224e-10,1.158998179968356e-07,7.638967434799224e-10,1.158998179968356e-07
1859,7.133351726767196e-10,1.1868763039046826e-07,7.133351726767196e-10,1.1868763039046826e-07
1860,7.133351726767196e-10,1.3041024260473932e-07,7.133351726767196e-10,1.3041024260473932e-07
1861,7.698218530892222e-10,1.2599059674909897e-07,7.698218530892222e-10,1.2599059674909897e-07
1862,6.155331284356841e-10,1.2193675961011e-07,6.155331284356841e-10,1.2193675961011e-07
1863,2.6568057277996463e-10,1.1934815700799716e-07,2.6568057277996463e-10,1.1934815700799716e-07
1864,2.175463460168154e-10,1.1888612253382494e-07,2.175463460168154e-10,1.1888612253382494e-07
1865,1.5994283278760894e-10,1.1966287770194738e-07,1.5994283278760894e-10,1.1966287770194738e-07
1866,2.926616924993551e-10,1.323205793823945e-07,2.926616924993551e-10,1.323205793823945e-07
1867,3.358741499212162e-10,1.277541628041945e-07,3.358741499212162e-10,1.277541628041945e-07
1868,3.241991675118072e-10,1.3116812068249472e-07,3.241991675118072e-10,1.3116812068249472e-07
1869,3.872385507491012e-10,1.3937574396192887e-07,3.872385507491012e-10,1.3937574396192887e-07
1870,4.662100507234004e-10,1.4492982509344593e-07,4.662100507234004e-10,1.4492982509344593e-07
1871,2.0486765260420624e-09,1.5070975223352434e-07,2.0486765260420624e-09,1.5070975223352434e-07
1872,2.21248336714933e-09,1.5691200668957857e-07,2.21248336714933e-09,1.5691200668957857e-07
1873,2.196790769134641e-09,1.5578385565666914e-07,2.196790769134641e-09,1.5578385565666914e-07
1874,2.1933190264000757e-09,1.7507732203674615e-07,2.1933190264000757e-09,1.7507732203674615e-07
1875,2.1485073283969822e-09,1.8262430704193582e-07,2.1485073283969822e-09,1.8262430704193582e-07
1876,2.068081658305029e-09,1.874772144511943e-07,2.068081658305029e-09,1.874772144511943e-07
1877,2.1161306437303804e-09,1.9001096112398435e-07,2.1161306437303804e-09,1.9001096112398435e-07
1878,7.150909626345887e-10,2.0045551707426057e-07,7.150909626345887e-10,2.0045551707426057e-07
1879,6.21111749334245e-10,2.0065781265137567e-07,6.21111749334245e-10,2.0065781265137567e-07
1880,5.698588545488548e-10,2.0337283095679076e-07,5.698588545488548e-10,2.0337283095679076e-07
1881,6.879461127746416e-10,1.901011066658092e-07,6.879461127746416e-10,1.901011066658092e-07
1882,6.879461127746416e-10,1.9297308792179786e-07,6.879461127746416e-10,1.9297308792179786e-07
1883,6.817367563329211e-10,1.9570833233371688e-07,6.817367563329211e-10,1.9570833233371688e-07
1884,5.680002044102953e-10,2.002041717170349e-07,5.680002044102953e-10,2.002041717170349e-07
1885,4.736432456559874e-10,1.9372631803500034e-07,4.736432456559874e-10,1.9372631803500034e-07
1886,4.5899284968025407e-10,2.0137953323943032e-07,4.5899284968025407e-10,2.0137953323943032e-07
1887,6.142912309777973e-10,2.1205814196686594e-07,6.142912309777973e-10,2.1205814196686594e-07
