ngram,CSL,CS,CSL,CS
1888,9.695172700377848e-10,2.234823292773009e-07,9.695172700377848e-10,2.234823292773009e-07
1889,1.0742008493031768e-09,2.2744331066145866e-07,1.0742008493031768e-09,2.2744331066145866e-07
1890,1.0673739114785974e-09,2.22536473058556e-07,1.0673739114785974e-09,2.22536473058556e-07
1891,1.0063520968931324e-09,2.3541476780662508e-07,1.0063520968931324e-09,2.3541476780662508e-07
1892,1.3911854763420146e-09,2.477642502591542e-07,1.3911854763420146e-09,2.477642502591542e-07
1893,1.635810015221395e-09,2.492148902482378e-07,1.635810015221395e-09,2.492148902482378e-07
1894,1.547288904145207e-09,2.356125788440165e-07,1.547288904145207e-09,2.356125788440165e-07
1895,1.0342348921721367e-09,2.2701244769710423e-07,1.0342348921721367e-09,2.2701244769710423e-07
1896,9.876925904135042e-10,2.214251882800714e-07,9.876925904135042e-10,2.214251882800714e-07
1897,1.2782017428618936e-09,3.082718466527824e-07,1.2782017428618936e-09,3.082718466527824e-07
1898,1.7652322857410395e-09,3.1246827956822797e-07,1.7652322857410395e-09,3.1246827956822797e-07
1899,2.1311687732022175e-09,3.0384762997722904e-07,2.1311687732022175e-09,3.0384762997722904e-07
1900,2.987885692830515e-09,3.089920405890163e-07,2.987885692830515e-09,3.089920405890163e-07
1901,3.952083017986853e-09,3.1614475964098734e-07,3.952083017986853e-09,3.1614475964098734e-07
1902,5.226236499122905e-09,3.339348353392779e-07,5.226236499122905e-09,3.339348353392779e-07
1903,6.427287717920243e-09,3.357024545331504e-07,6.427287717920243e-09,3.357024545331504e-07
1904,7.427343311811845e-09,2.5470875389796023e-07,7.427343311811845e-09,2.5470875389796023e-07
1905,7.748396464129265e-09,2.415205386796515e-07,7.748396464129265e-09,2.415205386796515e-07
1906,7.825940974624603e-09,2.5211685843779766e-07,7.825940974624603e-09,2.5211685843779766e-07
1907,7.182178375840311e-09,2.613259551610879e-07,7.182178375840311e-09,2.613259551610879e-07
1908,6.661857510081859e-09,2.7185375829828574e-07,6.661857510081859e-09,2.7185375829828574e-07
1909,5.9940684479390225e-09,2.725635011659376e-07,5.9940684479390225e-09,2.725635011659376e-07
1910,5.850561019775975e-09,2.8716468542760207e-07,5.850561019775975e-09,2.8716468542760207e-07
1911,4.8841488948474824e-09,3.008079078524263e-07,4.8841488948474824e-09,3.008079078524263e-07
1912,4.4796602300627745e-09,3.234814950506656e-07,4.4796602300627745e-09,3.234814950506656e-07
1913,3.907426065247981e-09,3.2897161515523165e-07,3.907426065247981e-09,3.2897161515523165e-07
1914,4.037795526506167e-09,3.446035269202444e-07,4.037795526506167e-09,3.446035269202444e-07
1915,4.051101137087747e-09,3.6945727239461643e-07,4.051101137087747e-09,3.6945727239461643e-07
1916,3.745773976707564e-09,3.8299194216051546e-07,3.745773976707564e-09,3.8299194216051546e-07
1917,3.2445812386023523e-09,3.886186204584062e-07,3.2445812386023523e-09,3.886186204584062e-07
1918,3.384061063117981e-09,4.0135046625826884e-07,3.384061063117981e-09,4.0135046625826884e-07
1919,4.798801610052448e-09,4.020156723072432e-07,4.798801610052448e-09,4.020156723072432e-07
1920,7.054236782013033e-09,4.3267376830564377e-07,7.054236782013033e-09,4.3267376830564377e-07
1921,7.226347869299892e-09,4.372379415989209e-07,7.226347869299892e-09,4.372379415989209e-07
1922,6.998884614718901e-09,4.4888994515141736e-07,6.998884614718901e-09,4.4888994515141736e-07
1923,8.490248758010109e-09,4.781428271728925e-07,8.490248758010109e-09,4.781428271728925e-07
1924,8.999146824554113e-09,4.929283566720446e-07,8.999146824554113e-09,4.929283566720446e-07
1925,9.614467063759743e-09,4.835686167682849e-07,9.614467063759743e-09,4.835686167682849e-07
1926,1.0730270767161138e-08,4.883799899094551e-07,1.0730270767161138e-08,4.883799899094551e-07
1927,8.768360133209235e-09,4.662683100572654e-07,8.768360133209235e-09,4.662683100572654e-07
1928,1.075869031958681e-08,4.727058922071592e-07,1.075869031958681e-08,4.727058922071592e-07
1929,1.1357281147285545e-08,4.592074316990745e-07,1.1357281147285545e-08,4.592074316990745e-07
1930,1.2804939394531597e-08,4.4490660197230423e-07,1.2804939394531597e-08,4.4490660197230423e-07
1931,1.275710235861181e-08,4.5353710577598706e-07,1.275710235861181e-08,4.5353710577598706e-07
1932,1.3378811011425081e-08,4.895578302109373e-07,1.3378811011425081e-08,4.895578302109373e-07
1933,2.6986023384166302e-08,5.052501990121527e-07,2.6986023384166302e-08,5.052501990121527e-07
1934,2.7360403149450415e-08,5.222144474308672e-07,2.7360403149450415e-08,5.222144474308672e-07
1935,2.528817333313782e-08,6.036749969747948e-07,2.528817333313782e-08,6.036749969747948e-07
1936,2.5416059542696497e-08,6.402575049183465e-07,2.5416059542696497e-08,6.402575049183465e-07
1937,2.4532453719266252e-08,6.724252200131429e-07,2.4532453719266252e-08,6.724252200131429e-07
1938,2.5806143444384588e-08,7.33363906744801e-07,2.5806143444384588e-08,7.33363906744801e-07
1939,3.844403925360293e-08,7.612135602487667e-07,3.844403925360293e-08,7.612135602487667e-07
1940,2.329552379569983e-08,8.620898565173515e-07,2.329552379569983e-08,8.620898565173515e-07
1941,2.4573490734322182e-08,9.1357812185119e-07,2.4573490734322182e-08,9.1357812185119e-07
1942,2.548408481065475e-08,8.696830816136623e-07,2.548408481065475e-08,8.696830816136623e-07
1943,2.6883924166197304e-08,8.808923277164078e-07,2.6883924166197304e-08,8.808923277164078e-07
1944,2.851144818651262e-08,9.160899269642999e-07,2.851144818651262e-08,9.160899269642999e-07
1945,2.8658538145772842e-08,9.265584627168469e-07,2.8658538145772842e-08,9.265584627168469e-07
1946,1.7207151766943492e-08,1.2240074056535377e-06,1.7207151766943492e-08,1.2240074056535377e-06
1947,1.8778014191208773e-08,1.2306346012077744e-06,1.8778014191208773e-08,1.2306346012077744e-06
1948,2.1413793024497148e-08,1.3023678856630535e-06,2.1413793024497148e-08,1.3023678856630535e-06
1949,2.3086063600479586e-08,1.3539568937760902e-06,2.3086063600479586e-08,1.3539568937760902e-06
1950,2.4658271868815973e-08,1.457479876470253e-06,2.4658271868815973e-08,1.457479876470253e-06
1951,2.4348193810348155e-08,1.6653557557739468e-06,2.4348193810348155e-08,1.6653557557739468e-06
1952,2.8893953896158564e-08,1.8673079011932714e-06,2.8893953896158564e-08,1.8673079011932714e-06
1953,3.053136613370303e-08,1.7109889865553538e-06,3.053136613370303e-08,1.7109889865553538e-06
1954,3.425952296457321e-08,1.710715244891097e-06,3.425952296457321e-08,1.710715244891097e-06
1955,3.7103641809770645e-08,1.7791027500736943e-06,3.7103641809770645e-08,1.7791027500736943e-06
1956,4.460224875150029e-08,1.937539796667157e-06,4.460224875150029e-08,1.937539796667157e-06
1957,5.1118747076576e-08,2.0171684614719458e-06,5.1118747076576e-08,2.0171684614719458e-06
1958,6.511903143697445e-08,2.000211582396462e-06,6.511903143697445e-08,2.000211582396462e-06
1959,6.539541073737252e-08,1.99430256283709e-06,6.539541073737252e-08,1.99430256283709e-06
1960,7.273570038332114e-08,2.0456849857250096e-06,7.273570038332114e-08,2.0456849857250096e-06
1961,8.216181969698613e-08,2.2827337196369105e-06,8.216181969698613e-08,2.2827337196369105e-06
1962,8.50333319947692e-08,2.458762245234019e-06,8.50333319947692e-08,2.458762245234019e-06
1963,8.649930549609053e-08,2.5165967209821768e-06,8.649930549609053e-08,2.5165967209821768e-06
1964,8.852164004987831e-08,2.639140705338962e-06,8.852164004987831e-08,2.639140705338962e-06
1965,9.646408268996051e-08,2.733073480547838e-06,9.646408268996051e-08,2.733073480547838e-06
1966,1.0604589359023261e-07,3.006378879685404e-06,1.0604589359023261e-07,3.006378879685404e-06
1967,1.170280654605449e-07,3.205861665784531e-06,1.170280654605449e-07,3.205861665784531e-06
1968,1.2040333936218823e-07,3.3025836988339767e-06,1.2040333936218823e-07,3.3025836988339767e-06
1969,1.2641503133181686e-07,3.3851403843852623e-06,1.2641503133181686e-07,3.3851403843852623e-06
1970,1.3140141216386576e-07,3.5781130398910525e-06,1.3140141216386576e-07,3.5781130398910525e-06
1971,1.551424406086101e-07,3.7354801471727635e-06,1.551424406086101e-07,3.7354801471727635e-06
1972,1.753247228667273e-07,3.981595390151986e-06,1.753247228667273e-07,3.981595390151986e-06
1973,1.8598486966376576e-07,3.967805891339335e-06,1.8598486966376576e-07,3.967805891339335e-06
1974,1.8968153727070914e-07,4.08404928618568e-06,1.8968153727070914e-07,4.08404928618568e-06
1975,2.1033842350399417e-07,4.2922967427979785e-06,2.1033842350399417e-07,4.2922967427979785e-06
1976,2.399198868780721e-07,4.6049554579700014e-06,2.399198868780721e-07,4.6049554579700014e-06
1977,2.5601048849109377e-07,4.83641166023777e-06,2.5601048849109377e-07,4.83641166023777e-06
1978,2.5901700999903756e-07,5.1330659646607406e-06,2.5901700999903756e-07,5.1330659646607406e-06
1979,2.6088706509394146e-07,5.415623880773117e-06,2.6088706509394146e-07,5.415623880773117e-06
1980,2.764605337038769e-07,5.689332868184595e-06,2.764605337038769e-07,5.689332868184595e-06
1981,2.8327189381473416e-07,5.980738998394892e-06,2.8327189381473416e-07,5.980738998394892e-06
1982,2.885245789587186e-07,6.3682984676103975e-06,2.885245789587186e-07,6.3682984676103975e-06
1983,2.8349333953363906e-07,6.600385469417753e-06,2.8349333953363906e-07,6.600385469417753e-06
1984,2.939598126821303e-07,6.921660510020697e-06,2.939598126821303e-07,6.921660510020697e-06
1985,3.1075629181032127e-07,7.058035862428369e-06,3.1075629181032127e-07,7.058035862428369e-06
1986,3.1663553759894316e-07,7.123561122820579e-06,3.1663553759894316e-07,7.123561122820579e-06
1987,3.316090442240238e-07,7.237705956088446e-06,3.316090442240238e-07,7.237705956088446e-06
1988,3.53271003307652e-07,7.307791163059717e-06,3.53271003307652e-07,7.307791163059717e-06
1989,3.6280714864135787e-07,7.11017602433068e-06,3.6280714864135787e-07,7.11017602433068e-06
1990,3.8343931204768265e-07,6.999238069381265e-06,3.8343931204768265e-07,6.999238069381265e-06
1991,4.056033771705968e-07,6.824014690209879e-06,4.056033771705968e-07,6.824014690209879e-06
1992,4.1789948162269344e-07,6.800614560883592e-06,4.1789948162269344e-07,6.800614560883592e-06
1993,4.316505948866377e-07,6.698094564074251e-06,4.316505948866377e-07,6.698094564074251e-06
1994,4.2307753135771365e-07,6.530329885988197e-06,4.2307753135771365e-07,6.530329885988197e-06
1995,4.3879823660323123e-07,6.359950605526267e-06,4.3879823660323123e-07,6.359950605526267e-06
1996,4.367270776128862e-07,6.198021960049768e-06,4.367270776128862e-07,6.198021960049768e-06
1997,4.204985819861966e-07,6.008053917737145e-06,4.204985819861966e-07,6.008053917737145e-06
1998,4.047481395121265e-07,5.8354400087929596e-06,4.047481395121265e-07,5.8354400087929596e-06
1999,3.944292887224167e-07,5.631655052898818e-06,3.944292887224167e-07,5.631655052898818e-06
2000,3.7783403935723723e-07,5.461003053954171e-06,3.7783403935723723e-07,5.461003053954171e-06
2001,3.7980817475207526e-07,5.506870106078818e-06,3.7980817475207526e-07,5.506870106078818e-06
2002,3.503293198394074e-07,5.4587849912682685e-06,3.503293198394074e-07,5.4587849912682685e-06
2003,3.4145010983723167e-07,5.411764634897866e-06,3.4145010983723167e-07,5.411764634897866e-06
2004,3.385277815531091e-07,5.356831089946874e-06,3.385277815531091e-07,5.356831089946874e-06
2005,3.266872121392745e-07,5.270020015554369e-06,3.266872121392745e-07,5.270020015554369e-06
2006,3.063369961507435e-07,5.14127441419987e-06,3.063369961507435e-07,5.14127441419987e-06
2007,2.8875367417770447e-07,5.059819354106107e-06,2.8875367417770447e-07,5.059819354106107e-06
2008,2.717059999213234e-07,4.995820680570822e-06,2.717059999213234e-07,4.995820680570822e-06
2009,2.652499842627419e-07,5.066893533824311e-06,2.652499842627419e-07,5.066893533824311e-06
2010,2.512696458519973e-07,5.086600270130605e-06,2.512696458519973e-07,5.086600270130605e-06
2011,2.3825551969431607e-07,5.043862854238666e-06,2.3825551969431607e-07,5.043862854238666e-06
2012,2.3805956824877024e-07,4.991831506881031e-06,2.3805956824877024e-07,4.991831506881031e-06
2013,2.30361621333941e-07,5.083423924848571e-06,2.30361621333941e-07,5.083423924848571e-06
2014,2.2635785309635788e-07,5.0423786238492795e-06,2.2635785309635788e-07,5.0423786238492795e-06
2015,2.3145406048895113e-07,4.909055145877314e-06,2.3145406048895113e-07,4.909055145877314e-06
2016,2.2393167244315138e-07,4.793723422023634e-06,2.2393167244315138e-07,4.793723422023634e-06
2017,2.2624398354764708e-07,4.744154618189593e-06,2.2624398354764708e-07,4.744154618189593e-06
2018,2.2995539552539413e-07,4.757767237606459e-06,2.2995539552539413e-07,4.757767237606459e-06
2019,2.2059190030176978e-07,4.829053523280891e-06,2.2059190030176978e-07,4.829053523280891e-06
