ngram,Chubb,Chub,Chub,Chub
1624,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1625,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1626,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1627,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1628,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1629,0.0,4.849455373394969e-06,4.849455373394969e-06,4.849455373394969e-06
1630,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1631,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1632,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1633,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1634,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1635,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1636,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1637,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1638,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1639,0.0,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1640,0.0,2.5405535097888787e-06,2.5405535097888787e-06,2.5405535097888787e-06
1641,0.0,2.5405535097888787e-06,2.5405535097888787e-06,2.5405535097888787e-06
1642,0.0,2.5405535097888787e-06,2.5405535097888787e-06,2.5405535097888787e-06
1643,0.0,2.5405535097888787e-06,2.5405535097888787e-06,2.5405535097888787e-06
1644,0.0,2.4673933824357974e-06,2.4673933824357974e-06,2.4673933824357974e-06
1645,0.0,2.516510213419159e-06,2.516510213419159e-06,2.516510213419159e-06
1646,0.0,2.516510213419159e-06,2.516510213419159e-06,2.516510213419159e-06
1647,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1648,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1649,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1650,0.0,7.779060938771312e-06,7.779060938771312e-06,7.779060938771312e-06
1651,0.0,7.779060938771312e-06,7.779060938771312e-06,7.779060938771312e-06
1652,0.0,7.72994410778795e-06,7.72994410778795e-06,7.72994410778795e-06
1653,0.0,7.72994410778795e-06,7.72994410778795e-06,7.72994410778795e-06
1654,0.0,7.895876852411935e-06,7.895876852411935e-06,7.895876852411935e-06
1655,0.0,7.895876852411935e-06,7.895876852411935e-06,7.895876852411935e-06
1656,1.8122932488040533e-07,7.895876852411935e-06,7.895876852411935e-06,7.895876852411935e-06
1657,2.9244705501696444e-07,1.9373717715812484e-07,1.9373717715812484e-07,1.9373717715812484e-07
1658,2.9244705501696444e-07,1.9373717715812484e-07,1.9373717715812484e-07,1.9373717715812484e-07
1659,2.9244705501696444e-07,1.9373717715812484e-07,1.9373717715812484e-07,1.9373717715812484e-07
1660,2.9244705501696444e-07,1.9373717715812484e-07,1.9373717715812484e-07,1.9373717715812484e-07
1661,2.9244705501696444e-07,2.7804432534139778e-08,2.7804432534139778e-08,2.7804432534139778e-08
1662,2.9244705501696444e-07,2.7804432534139778e-08,2.7804432534139778e-08,2.7804432534139778e-08
1663,1.1121773013655911e-07,2.7804432534139778e-08,2.7804432534139778e-08,2.7804432534139778e-08
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1670,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1671,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1672,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1673,0.0,2.995409228593157e-08,2.995409228593157e-08,2.995409228593157e-08
1674,0.0,6.248461659197346e-08,6.248461659197346e-08,6.248461659197346e-08
1675,0.0,6.248461659197346e-08,6.248461659197346e-08,6.248461659197346e-08
1676,0.0,3.2530524306041893e-08,3.2530524306041893e-08,3.2530524306041893e-08
1677,3.35861979497817e-08,3.2530524306041893e-08,3.2530524306041893e-08,3.2530524306041893e-08
1678,3.35861979497817e-08,3.2530524306041893e-08,3.2530524306041893e-08,3.2530524306041893e-08
1679,3.35861979497817e-08,5.5602293563034825e-08,5.5602293563034825e-08,5.5602293563034825e-08
1680,3.35861979497817e-08,5.5602293563034825e-08,5.5602293563034825e-08,5.5602293563034825e-08
1681,3.35861979497817e-08,2.3071769256992932e-08,2.3071769256992932e-08,2.3071769256992932e-08
1682,3.35861979497817e-08,2.3071769256992932e-08,2.3071769256992932e-08,2.3071769256992932e-08
1683,3.35861979497817e-08,2.3071769256992932e-08,2.3071769256992932e-08,2.3071769256992932e-08
1684,0.0,2.3071769256992932e-08,2.3071769256992932e-08,2.3071769256992932e-08
1685,0.0,2.3071769256992932e-08,2.3071769256992932e-08,2.3071769256992932e-08
1686,0.0,3.039212645359969e-07,3.039212645359969e-07,3.039212645359969e-07
1687,0.0,3.451213542250896e-07,3.451213542250896e-07,3.451213542250896e-07
1688,0.0,3.451213542250896e-07,3.451213542250896e-07,3.451213542250896e-07
1689,0.0,3.451213542250896e-07,3.451213542250896e-07,3.451213542250896e-07
1690,0.0,3.65891645109124e-07,3.65891645109124e-07,3.65891645109124e-07
1691,0.0,3.65891645109124e-07,3.65891645109124e-07,3.65891645109124e-07
1692,0.0,3.65891645109124e-07,3.65891645109124e-07,3.65891645109124e-07
1693,1.5675597556504988e-07,6.197038057312706e-08,6.197038057312706e-08,6.197038057312706e-08
1694,1.5675597556504988e-07,2.0770290884034433e-08,2.0770290884034433e-08,2.0770290884034433e-08
1695,1.5675597556504988e-07,2.0770290884034433e-08,2.0770290884034433e-08,2.0770290884034433e-08
1696,1.5675597556504988e-07,2.0770290884034433e-08,2.0770290884034433e-08,2.0770290884034433e-08
1697,1.5675597556504988e-07,2.2041224058609389e-07,2.2041224058609389e-07,2.2041224058609389e-07
1698,2.189835990001094e-07,2.307835111586038e-07,2.307835111586038e-07,2.307835111586038e-07
1699,2.4512267974127357e-07,2.9613121301151425e-07,2.9613121301151425e-07,2.9613121301151425e-07
1700,8.836670417622372e-08,2.9613121301151425e-07,2.9613121301151425e-07,2.9613121301151425e-07
1701,8.836670417622372e-08,4.2179908429521416e-07,4.2179908429521416e-07,4.2179908429521416e-07
1702,8.836670417622372e-08,4.457694038657272e-07,4.457694038657272e-07,4.457694038657272e-07
1703,8.836670417622372e-08,4.457694038657272e-07,4.457694038657272e-07,4.457694038657272e-07
1704,8.836670417622372e-08,2.253571632796333e-07,2.253571632796333e-07,2.253571632796333e-07
1705,2.6139080741164174e-08,2.1498589270712338e-07,2.1498589270712338e-07,2.1498589270712338e-07
1706,0.0,1.6071357375072433e-07,1.6071357375072433e-07,1.6071357375072433e-07
1707,0.0,1.6071357375072433e-07,1.6071357375072433e-07,1.6071357375072433e-07
1708,0.0,5.43374371529483e-08,5.43374371529483e-08,5.43374371529483e-08
1709,0.0,4.239213373986266e-08,4.239213373986266e-08,4.239213373986266e-08
1710,0.0,4.239213373986266e-08,4.239213373986266e-08,4.239213373986266e-08
1711,9.692328717392229e-09,5.208446245725489e-08,5.208446245725489e-08,5.208446245725489e-08
1712,9.692328717392229e-09,9.553814196903789e-08,9.553814196903789e-08,9.553814196903789e-08
1713,9.692328717392229e-09,1.7100688052908352e-07,1.7100688052908352e-07,1.7100688052908352e-07
1714,1.926393926916197e-08,1.7100688052908352e-07,1.7100688052908352e-07,1.7100688052908352e-07
1715,3.058629260976886e-08,2.0832691153113307e-07,2.0832691153113307e-07,2.0832691153113307e-07
1716,7.486108342748463e-08,1.9630189537370564e-07,1.9630189537370564e-07,1.9630189537370564e-07
1717,7.486108342748463e-08,2.4979173523271516e-07,2.4979173523271516e-07,2.4979173523271516e-07
1718,6.51687547100924e-08,2.4009940651532294e-07,2.4009940651532294e-07,2.4009940651532294e-07
1719,6.51687547100924e-08,2.0323059806465998e-07,2.0323059806465998e-07,2.0323059806465998e-07
1720,6.51687547100924e-08,1.1668647660810296e-07,1.1668647660810296e-07,1.1668647660810296e-07
1721,5.5597144158322665e-08,1.1668647660810296e-07,1.1668647660810296e-07,1.1668647660810296e-07
1722,5.200237751523673e-08,6.78022976176505e-08,6.78022976176505e-08,6.78022976176505e-08
1723,2.0077939057370842e-08,1.727802931839051e-07,1.727802931839051e-07,1.727802931839051e-07
1724,4.9432538316653204e-08,1.2516137307524593e-07,1.2516137307524593e-07,1.2516137307524593e-07
1725,7.149139845198858e-08,1.8398499739597745e-07,1.8398499739597745e-07,1.8398499739597745e-07
1726,7.149139845198858e-08,2.0295011842514604e-07,2.0295011842514604e-07,2.0295011842514604e-07
1727,2.357165830143718e-07,2.303209818421692e-07,2.303209818421692e-07,2.303209818421692e-07
1728,3.912260148857578e-07,2.4328010184149207e-07,2.4328010184149207e-07,2.4328010184149207e-07
1729,1.0143241482296617e-06,2.674123987641711e-07,2.674123987641711e-07,2.674123987641711e-07
1730,1.0428899851636482e-06,1.8698411758626727e-07,1.8698411758626727e-07,1.8698411758626727e-07
1731,1.0274688650367482e-06,1.811131978359169e-07,1.811131978359169e-07,1.811131978359169e-07
1732,1.0304441003329754e-06,1.4106514559638787e-07,1.4106514559638787e-07,1.4106514559638787e-07
1733,1.0866422570643408e-06,1.4361423187178195e-07,1.4361423187178195e-07,1.4361423187178195e-07
1734,9.430639989562093e-07,1.6786068459038817e-07,1.6786068459038817e-07,1.6786068459038817e-07
1735,9.233600154954859e-07,1.613684906333544e-07,1.613684906333544e-07,1.613684906333544e-07
1736,1.990330411721126e-06,1.5155790730351067e-07,1.5155790730351067e-07,1.5155790730351067e-07
1737,2.0117088764339186e-06,1.2700819291515992e-07,1.2700819291515992e-07,1.2700819291515992e-07
1738,2.530481580720334e-06,1.81926357661106e-07,1.81926357661106e-07,1.81926357661106e-07
1739,2.7671517273120116e-06,1.6638170206663615e-07,1.6638170206663615e-07,1.6638170206663615e-07
1740,2.823262751202752e-06,1.4576990230758774e-07,1.4576990230758774e-07,1.4576990230758774e-07
1741,2.850146630960028e-06,1.0009393694839933e-07,1.0009393694839933e-07,1.0009393694839933e-07
1742,2.778114906374997e-06,1.0000438318716728e-07,1.0000438318716728e-07,1.0000438318716728e-07
1743,1.215158298301893e-06,1.2611205184904456e-07,1.2611205184904456e-07,1.2611205184904456e-07
1744,1.9608585424586115e-06,1.484323531388197e-07,1.484323531388197e-07,1.484323531388197e-07
1745,1.4975796927631433e-06,9.982576441659927e-08,9.982576441659927e-08,9.982576441659927e-08
1746,1.8481666432178047e-06,1.3641866506272242e-07,1.3641866506272242e-07,1.3641866506272242e-07
1747,1.7608123731146667e-06,1.2893138645608815e-07,1.2893138645608815e-07,1.2893138645608815e-07
1748,1.800635130523785e-06,1.5210789021986265e-07,1.5210789021986265e-07,1.5210789021986265e-07
1749,1.7665930889571818e-06,1.6555163944482437e-07,1.6555163944482437e-07,1.6555163944482437e-07
1750,1.7109231375148478e-06,1.272908650865442e-07,1.272908650865442e-07,1.272908650865442e-07
1751,1.3098100534339859e-06,1.0853970243220243e-07,1.0853970243220243e-07,1.0853970243220243e-07
1752,2.055188044128694e-06,1.451126165262297e-07,1.451126165262297e-07,1.451126165262297e-07
1753,1.6289828944796421e-06,1.4552361880605857e-07,1.4552361880605857e-07,1.4552361880605857e-07
1754,1.6918934306886513e-06,1.706280315768741e-07,1.706280315768741e-07,1.706280315768741e-07
1755,1.646926250487013e-06,2.1086972092275248e-07,2.1086972092275248e-07,2.1086972092275248e-07
1756,1.7507552700278341e-06,1.9711954049991425e-07,1.9711954049991425e-07,1.9711954049991425e-07
1757,1.6898564528641406e-06,2.054940854938942e-07,2.054940854938942e-07,2.054940854938942e-07
1758,1.3699870119613218e-06,2.050325316511297e-07,2.050325316511297e-07,2.050325316511297e-07
1759,6.630243315644943e-07,1.6910563133925344e-07,1.6910563133925344e-07,1.6910563133925344e-07
1760,4.849223894812635e-07,1.8475951714590012e-07,1.8475951714590012e-07,1.8475951714590012e-07
1761,6.524091438515305e-07,1.6520623929190087e-07,1.6520623929190087e-07,1.6520623929190087e-07
1762,6.797698952303628e-07,9.85292774353346e-08,9.85292774353346e-08,9.85292774353346e-08
1763,8.158832725614827e-07,2.6277880823702813e-07,2.6277880823702813e-07,2.6277880823702813e-07
1764,8.369620486194305e-07,2.501294280270778e-07,2.501294280270778e-07,2.501294280270778e-07
1765,8.855304624181112e-07,2.529166600595545e-07,2.529166600595545e-07,2.529166600595545e-07
1766,7.8789097455813e-07,2.66365382576136e-07,2.66365382576136e-07,2.66365382576136e-07
1767,8.240744092193251e-07,2.546442127636185e-07,2.546442127636185e-07,2.546442127636185e-07
1768,5.982265451263759e-07,2.5445750294141233e-07,2.5445750294141233e-07,2.5445750294141233e-07
1769,5.467569690966099e-07,2.9746881580194895e-07,2.9746881580194895e-07,2.9746881580194895e-07
1770,2.9438041946962456e-07,1.2714834391707492e-07,1.2714834391707492e-07,1.2714834391707492e-07
1771,3.8666309519287877e-07,1.3469020387901764e-07,1.3469020387901764e-07,1.3469020387901764e-07
1772,2.748070439143443e-07,2.6059948104213096e-07,2.6059948104213096e-07,2.6059948104213096e-07
1773,2.9574617802349425e-07,2.427883595755377e-07,2.427883595755377e-07,2.427883595755377e-07
1774,3.5045977548569293e-07,2.012932873083985e-07,2.012932873083985e-07,2.012932873083985e-07
1775,3.3251019512395684e-07,2.1614968634001537e-07,2.1614968634001537e-07,2.1614968634001537e-07
1776,3.223697448666891e-07,1.7588053045715567e-07,1.7588053045715567e-07,1.7588053045715567e-07
1777,3.2258051620358076e-07,1.7879858076647842e-07,1.7879858076647842e-07,1.7879858076647842e-07
1778,2.020728996196145e-07,1.6563536142655266e-07,1.6563536142655266e-07,1.6563536142655266e-07
1779,2.295818763034926e-07,3.8954638879675126e-08,3.8954638879675126e-08,3.8954638879675126e-08
1780,2.031378666548075e-07,6.45491307389128e-08,6.45491307389128e-08,6.45491307389128e-08
1781,1.7501985537039998e-07,6.570170134929348e-08,6.570170134929348e-08,6.570170134929348e-08
1782,1.8504643354130428e-07,6.058781159319032e-08,6.058781159319032e-08,6.058781159319032e-08
1783,2.3344889957651764e-07,9.430585683795861e-08,9.430585683795861e-08,9.430585683795861e-08
1784,2.2759190392613554e-07,9.971016723397952e-08,9.971016723397952e-08,9.971016723397952e-08
1785,2.2779418630745697e-07,1.0780077935074977e-07,1.0780077935074977e-07,1.0780077935074977e-07
1786,1.9934214482272443e-07,1.1071799781754115e-07,1.1071799781754115e-07,1.1071799781754115e-07
1787,2.835946385662932e-07,8.768488157784304e-08,8.768488157784304e-08,8.768488157784304e-08
1788,2.2981669392915398e-07,8.77795040464337e-08,8.77795040464337e-08,8.77795040464337e-08
1789,2.431369015961796e-07,9.594026601738343e-08,9.594026601738343e-08,9.594026601738343e-08
1790,1.9764581082881705e-07,6.01120271020201e-08,6.01120271020201e-08,6.01120271020201e-08
1791,2.1531559367206553e-07,5.5047565236269036e-08,5.5047565236269036e-08,5.5047565236269036e-08
1792,2.3663659780887819e-07,5.675131171350196e-08,5.675131171350196e-08,5.675131171350196e-08
1793,2.779463648445406e-07,5.462685440501705e-08,5.462685440501705e-08,5.462685440501705e-08
1794,2.0795731663676114e-07,5.246424450433551e-08,5.246424450433551e-08,5.246424450433551e-08
1795,2.9691170664948784e-07,5.2197676784057223e-08,5.2197676784057223e-08,5.2197676784057223e-08
1796,2.923513357749081e-07,3.272262689384726e-08,3.272262689384726e-08,3.272262689384726e-08
1797,2.983105612689282e-07,7.419505188011044e-08,7.419505188011044e-08,7.419505188011044e-08
1798,2.9329305358974776e-07,1.316961049419823e-07,1.316961049419823e-07,1.316961049419823e-07
1799,3.2432676886985844e-07,1.3632021657526495e-07,1.3632021657526495e-07,1.3632021657526495e-07
1800,3.1827994056194644e-07,1.4069568139112626e-07,1.4069568139112626e-07,1.4069568139112626e-07
1801,3.429662172038661e-07,1.6741951494988632e-07,1.6741951494988632e-07,1.6741951494988632e-07
1802,2.522210879517063e-07,1.8113149811784167e-07,1.8113149811784167e-07,1.8113149811784167e-07
1803,2.429399137733006e-07,1.9172985028197737e-07,1.9172985028197737e-07,1.9172985028197737e-07
1804,2.7016844735986266e-07,1.7043385115909716e-07,1.7043385115909716e-07,1.7043385115909716e-07
1805,3.5934393391049267e-07,1.6862169108630303e-07,1.6862169108630303e-07,1.6862169108630303e-07
1806,3.098826125226749e-07,1.5756437221625674e-07,1.5756437221625674e-07,1.5756437221625674e-07
1807,2.840580728096549e-07,1.5919838501434113e-07,1.5919838501434113e-07,1.5919838501434113e-07
1808,2.6747683737734664e-07,1.3701221693703962e-07,1.3701221693703962e-07,1.3701221693703962e-07
1809,2.7489800252007104e-07,1.3773962592722455e-07,1.3773962592722455e-07,1.3773962592722455e-07
1810,3.10501794688532e-07,1.3293788368530711e-07,1.3293788368530711e-07,1.3293788368530711e-07
1811,2.960323125681238e-07,1.5819877217739175e-07,1.5819877217739175e-07,1.5819877217739175e-07
1812,1.9902411553727818e-07,2.5274139200551614e-07,2.5274139200551614e-07,2.5274139200551614e-07
1813,2.0594761451775412e-07,3.044703932784744e-07,3.044703932784744e-07,3.044703932784744e-07
1814,1.9922043748010765e-07,3.1302267952274375e-07,3.1302267952274375e-07,3.1302267952274375e-07
1815,1.9552369678876858e-07,3.1727264066765723e-07,3.1727264066765723e-07,3.1727264066765723e-07
1816,1.987715835736838e-07,3.102101777991655e-07,3.102101777991655e-07,3.102101777991655e-07
1817,1.7397844130430583e-07,3.198118483689021e-07,3.198118483689021e-07,3.198118483689021e-07
1818,1.560279818996995e-07,2.8001173189652816e-07,2.8001173189652816e-07,2.8001173189652816e-07
1819,1.5744250804670757e-07,1.6454757099739125e-07,1.6454757099739125e-07,1.6454757099739125e-07
1820,1.7196881125463343e-07,1.709219392052676e-07,1.709219392052676e-07,1.709219392052676e-07
1821,1.7681472286312783e-07,1.8386814965814275e-07,1.8386814965814275e-07,1.8386814965814275e-07
1822,1.8526076571236315e-07,2.486946694294342e-07,2.486946694294342e-07,2.486946694294342e-07
1823,1.8608520235829928e-07,2.5943638145723267e-07,2.5943638145723267e-07,2.5943638145723267e-07
1824,1.9512115808798365e-07,2.464149752816931e-07,2.464149752816931e-07,2.464149752816931e-07
1825,2.253416369057959e-07,2.441739224780447e-07,2.441739224780447e-07,2.441739224780447e-07
1826,2.4596816875340923e-07,2.2155344327399818e-07,2.2155344327399818e-07,2.2155344327399818e-07
1827,3.167509906428937e-07,1.9783891299799246e-07,1.9783891299799246e-07,1.9783891299799246e-07
1828,3.1620109958956686e-07,1.868116551609741e-07,1.868116551609741e-07,1.868116551609741e-07
1829,3.3814485180170906e-07,1.2229072763960046e-07,1.2229072763960046e-07,1.2229072763960046e-07
1830,3.4166846571029706e-07,1.5846415988919814e-07,1.5846415988919814e-07,1.5846415988919814e-07
1831,3.3141710023950767e-07,1.9660539152255296e-07,1.9660539152255296e-07,1.9660539152255296e-07
1832,3.156063529883925e-07,2.06413696040337e-07,2.06413696040337e-07,2.06413696040337e-07
1833,3.123126422873871e-07,2.103088385345992e-07,2.103088385345992e-07,2.103088385345992e-07
1834,2.9747515384315193e-07,1.8784192385672733e-07,1.8784192385672733e-07,1.8784192385672733e-07
1835,2.9466449648550353e-07,1.7072342879081199e-07,1.7072342879081199e-07,1.7072342879081199e-07
1836,2.988519034780828e-07,1.782272219332169e-07,1.782272219332169e-07,1.782272219332169e-07
1837,3.148728861138547e-07,1.2725178675866899e-07,1.2725178675866899e-07,1.2725178675866899e-07
1838,3.2520457539573856e-07,1.4071962490496454e-07,1.4071962490496454e-07,1.4071962490496454e-07
1839,3.3126143453695735e-07,1.5966634338480746e-07,1.5966634338480746e-07,1.5966634338480746e-07
1840,3.3882487368178514e-07,1.4739592403754743e-07,1.4739592403754743e-07,1.4739592403754743e-07
1841,2.8674683351580044e-07,1.5583525733323507e-07,1.5583525733323507e-07,1.5583525733323507e-07
1842,2.8433801446681173e-07,1.6162531376754226e-07,1.6162531376754226e-07,1.6162531376754226e-07
1843,3.3622812216955414e-07,1.512147796185153e-07,1.512147796185153e-07,1.512147796185153e-07
1844,3.8676395977940305e-07,1.5352787028989822e-07,1.5352787028989822e-07,1.5352787028989822e-07
1845,4.546946996697443e-07,1.0335749881359593e-07,1.0335749881359593e-07,1.0335749881359593e-07
1846,4.6160932803169477e-07,7.676177357244082e-08,7.676177357244082e-08,7.676177357244082e-08
1847,5.087661816917586e-07,8.342911377618683e-08,8.342911377618683e-08,8.342911377618683e-08
1848,5.818854386266789e-07,6.769110529246194e-08,6.769110529246194e-08,6.769110529246194e-08
1849,6.564654435286294e-07,7.14010671539914e-08,7.14010671539914e-08,7.14010671539914e-08
1850,6.016931998991433e-07,8.035413807354936e-08,8.035413807354936e-08,8.035413807354936e-08
1851,5.685320161319396e-07,8.467489871171502e-08,8.467489871171502e-08,8.467489871171502e-08
1852,5.056759399784434e-07,9.132504225866406e-08,9.132504225866406e-08,9.132504225866406e-08
1853,5.370818355134231e-07,9.524377984705876e-08,9.524377984705876e-08,9.524377984705876e-08
1854,5.137552778121192e-07,9.952560680354899e-08,9.952560680354899e-08,9.952560680354899e-08
1855,4.688784299235392e-07,1.0303908888025554e-07,1.0303908888025554e-07,1.0303908888025554e-07
1856,4.2201213139898233e-07,1.1037668404664405e-07,1.1037668404664405e-07,1.1037668404664405e-07
1857,4.026626356790075e-07,1.2059423783382174e-07,1.2059423783382174e-07,1.2059423783382174e-07
1858,4.0092163138589445e-07,1.1678325709648821e-07,1.1678325709648821e-07,1.1678325709648821e-07
1859,4.187140396944804e-07,1.0989735039450871e-07,1.0989735039450871e-07,1.0989735039450871e-07
1860,4.015424264837618e-07,1.1156448869493423e-07,1.1156448869493423e-07,1.1156448869493423e-07
1861,3.828311808514887e-07,1.2075591929569134e-07,1.2075591929569134e-07,1.2075591929569134e-07
1862,3.601275011533289e-07,1.26586419822518e-07,1.26586419822518e-07,1.26586419822518e-07
