ngram,Loews,Lows,Loes,Loes
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,1.4377876920791875e-06,0.0,0.0,0.0
1587,1.4377876920791875e-06,0.0,0.0,0.0
1588,1.4377876920791875e-06,0.0,0.0,0.0
1589,1.4377876920791875e-06,0.0,0.0,0.0
1590,1.4377876920791875e-06,0.0,0.0,0.0
1591,1.4377876920791875e-06,0.0,0.0,0.0
1592,1.4377876920791875e-06,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0
1603,0.0,0.0,0.0,0.0
1604,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1609,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1610,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1611,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1612,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1613,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1614,0.0,0.0,1.996775966160515e-07,1.996775966160515e-07
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1629,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1630,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1631,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1632,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1633,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1634,0.0,0.0,6.55116260921724e-08,6.55116260921724e-08
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,1.028080548946621e-07,0.0,0.0
1641,0.0,1.028080548946621e-07,0.0,0.0
1642,0.0,1.028080548946621e-07,0.0,0.0
1643,0.0,1.028080548946621e-07,0.0,0.0
1644,0.0,1.028080548946621e-07,0.0,0.0
1645,0.0,1.028080548946621e-07,0.0,0.0
1646,0.0,4.050232697799012e-07,0.0,0.0
1647,0.0,3.022152148852391e-07,0.0,0.0
1648,0.0,3.022152148852391e-07,0.0,0.0
1649,0.0,3.022152148852391e-07,0.0,0.0
1650,0.0,3.022152148852391e-07,4.392013660695479e-08,4.392013660695479e-08
1651,0.0,3.022152148852391e-07,4.392013660695479e-08,4.392013660695479e-08
1652,0.0,3.022152148852391e-07,4.392013660695479e-08,4.392013660695479e-08
1653,0.0,0.0,4.392013660695479e-08,4.392013660695479e-08
1654,0.0,0.0,8.540332276295106e-08,8.540332276295106e-08
1655,0.0,5.81030446612983e-08,8.540332276295106e-08,8.540332276295106e-08
1656,0.0,1.0341037588139962e-07,8.540332276295106e-08,8.540332276295106e-08
1657,0.0,1.0341037588139962e-07,4.1483186155996266e-08,4.1483186155996266e-08
1658,0.0,1.0341037588139962e-07,4.1483186155996266e-08,4.1483186155996266e-08
1659,0.0,1.0341037588139962e-07,4.1483186155996266e-08,4.1483186155996266e-08
1660,0.0,1.835851760136263e-07,4.1483186155996266e-08,4.1483186155996266e-08
1661,0.0,1.835851760136263e-07,0.0,0.0
1662,0.0,1.25482131352328e-07,0.0,0.0
1663,0.0,8.017480013222666e-08,0.0,0.0
1664,0.0,8.017480013222666e-08,0.0,0.0
1665,0.0,1.6835803405358873e-07,0.0,0.0
1666,0.0,1.6835803405358873e-07,0.0,0.0
1667,0.0,8.818323392136205e-08,0.0,0.0
1668,0.0,8.818323392136205e-08,0.0,0.0
1669,0.0,8.818323392136205e-08,2.995409228593157e-08,2.995409228593157e-08
1670,0.0,1.2683240210468023e-07,2.995409228593157e-08,2.995409228593157e-08
1671,0.0,2.050527874481694e-07,2.995409228593157e-08,2.995409228593157e-08
1672,0.0,1.4147015495577113e-07,5.4554693714895363e-08,5.4554693714895363e-08
1673,0.0,1.4147015495577113e-07,5.4554693714895363e-08,5.4554693714895363e-08
1674,0.0,1.4147015495577113e-07,5.4554693714895363e-08,5.4554693714895363e-08
1675,0.0,1.4147015495577113e-07,5.4554693714895363e-08,5.4554693714895363e-08
1676,0.0,1.4147015495577113e-07,2.4600601428963794e-08,2.4600601428963794e-08
1677,0.0,1.3640718472223462e-07,2.4600601428963794e-08,2.4600601428963794e-08
1678,0.0,5.818679937874549e-08,2.4600601428963794e-08,2.4600601428963794e-08
1679,0.0,3.35861979497817e-08,0.0,0.0
1680,0.0,5.168812679455316e-08,0.0,0.0
1681,0.0,5.168812679455316e-08,0.0,0.0
1682,0.0,5.168812679455316e-08,0.0,0.0
1683,0.0,2.2822595318367738e-07,0.0,0.0
1684,0.0,1.946397552338957e-07,0.0,0.0
1685,0.0,1.946397552338957e-07,4.041166334900481e-08,4.041166334900481e-08
1686,0.0,2.2226896183903072e-07,4.041166334900481e-08,4.041166334900481e-08
1687,0.0,2.0416703299425925e-07,4.041166334900481e-08,4.041166334900481e-08
1688,0.0,2.0416703299425925e-07,4.041166334900481e-08,4.041166334900481e-08
1689,0.0,2.673093726051385e-07,4.041166334900481e-08,4.041166334900481e-08
1690,0.0,9.07715462160143e-08,4.041166334900481e-08,4.041166334900481e-08
1691,0.0,9.07715462160143e-08,4.041166334900481e-08,4.041166334900481e-08
1692,0.0,1.1443959075612448e-07,0.0,0.0
1693,0.0,8.681038415098946e-08,0.0,0.0
1694,0.0,8.681038415098946e-08,0.0,0.0
1695,0.0,8.681038415098946e-08,0.0,0.0
1696,0.0,2.3668044540110193e-08,3.1491891507227724e-08,3.1491891507227724e-08
1697,0.0,2.3668044540110193e-08,3.1491891507227724e-08,3.1491891507227724e-08
1698,0.0,4.441058568513004e-08,3.1491891507227724e-08,3.1491891507227724e-08
1699,0.0,2.0742541145019848e-08,1.0990913373072025e-07,1.0990913373072025e-07
1700,0.0,3.3740393843930046e-08,1.0990913373072025e-07,1.0990913373072025e-07
1701,0.0,1.0140770915053768e-07,1.0990913373072025e-07,1.0990913373072025e-07
1702,0.0,1.2537802872105074e-07,1.0990913373072025e-07,1.0990913373072025e-07
1703,0.0,1.2537802872105074e-07,7.841724222349253e-08,7.841724222349253e-08
1704,0.0,1.4270156205904122e-07,7.841724222349253e-08,7.841724222349253e-08
1705,0.0,1.3111682558733913e-07,9.673285157012807e-08,9.673285157012807e-08
1706,0.0,1.4219220848385054e-07,1.831560934663555e-08,1.831560934663555e-08
1707,0.0,1.534992618092344e-07,1.831560934663555e-08,1.831560934663555e-08
1708,0.0,9.54778138455887e-08,1.831560934663555e-08,1.831560934663555e-08
1709,0.0,1.196075589047853e-07,1.831560934663555e-08,1.831560934663555e-08
1710,0.0,1.540376055280441e-07,1.831560934663555e-08,1.831560934663555e-08
1711,0.0,1.367140721900536e-07,2.8007938064027778e-08,2.8007938064027778e-08
1712,0.0,1.384196873946816e-07,9.692328717392229e-09,9.692328717392229e-09
1713,0.0,1.4898033486230945e-07,9.692328717392229e-09,9.692328717392229e-09
1714,0.0,1.3424703938978511e-07,9.692328717392229e-09,9.692328717392229e-09
1715,0.0,1.4724587872803697e-07,9.692328717392229e-09,9.692328717392229e-09
1716,0.0,1.0800077226187049e-07,9.692328717392229e-09,9.692328717392229e-09
1717,0.0,8.885353659187395e-08,9.692328717392229e-09,9.692328717392229e-09
1718,0.0,9.659529303413755e-08,0.0,0.0
1719,0.0,9.231674421731181e-08,0.0,0.0
1720,0.0,9.786409752418227e-08,0.0,0.0
1721,0.0,1.058126031239226e-07,8.760058075755036e-09,8.760058075755036e-09
1722,0.0,9.862306983775073e-08,8.760058075755036e-09,8.760058075755036e-09
1723,0.0,1.0829363970645187e-07,8.760058075755036e-09,8.760058075755036e-09
1724,0.0,9.888174850353997e-08,8.760058075755036e-09,8.760058075755036e-09
1725,0.0,1.0584589814145926e-07,8.760058075755036e-09,8.760058075755036e-09
1726,0.0,1.2481101917062786e-07,8.760058075755036e-09,8.760058075755036e-09
1727,0.0,1.0447035135387393e-07,8.760058075755036e-09,8.760058075755036e-09
1728,0.0,9.342979520202529e-08,0.0,0.0
1729,0.0,7.797462180698339e-08,0.0,0.0
1730,0.0,6.763233173501249e-08,0.0,0.0
1731,0.0,7.56948911170444e-08,0.0,0.0
1732,0.0,7.976455711806401e-08,4.380966548264301e-08,4.380966548264301e-08
1733,0.0,7.528887278697636e-08,4.380966548264301e-08,4.380966548264301e-08
1734,0.0,6.844615693272057e-08,4.380966548264301e-08,4.380966548264301e-08
1735,0.0,8.136737556745694e-08,4.380966548264301e-08,4.380966548264301e-08
1736,0.0,9.239202571263507e-08,4.380966548264301e-08,4.380966548264301e-08
1737,0.0,1.1189530064419679e-07,4.380966548264301e-08,4.380966548264301e-08
1738,0.0,1.144372703265617e-07,4.380966548264301e-08,4.380966548264301e-08
1739,0.0,9.889261473209185e-08,3.2309164867326346e-09,3.2309164867326346e-09
1740,0.0,1.0028014228526314e-07,3.2309164867326346e-09,3.2309164867326346e-09
1741,0.0,1.2998689667499873e-07,3.2309164867326346e-09,3.2309164867326346e-09
1742,0.0,1.1058611804060092e-07,3.2309164867326346e-09,3.2309164867326346e-09
1743,0.0,1.3808704224516077e-07,3.2309164867326346e-09,3.2309164867326346e-09
1744,0.0,1.371848925251535e-07,3.2309164867326346e-09,3.2309164867326346e-09
1745,0.0,1.7120205190021158e-07,3.2309164867326346e-09,3.2309164867326346e-09
1746,0.0,1.8290506683829984e-07,0.0,0.0
1747,0.0,1.7707983853857252e-07,0.0,0.0
1748,0.0,1.5829227960141778e-07,3.639731817526938e-09,3.639731817526938e-09
1749,0.0,1.7315812073093184e-07,3.639731817526938e-09,3.639731817526938e-09
1750,0.0,1.4782747216811133e-07,3.639731817526938e-09,3.639731817526938e-09
1751,0.0,1.2818138626715025e-07,3.639731817526938e-09,3.639731817526938e-09
1752,0.0,9.328313867383389e-08,3.639731817526938e-09,3.639731817526938e-09
1753,0.0,8.337855967559854e-08,3.639731817526938e-09,3.639731817526938e-09
1754,0.0,7.511009008404862e-08,3.639731817526938e-09,3.639731817526938e-09
1755,0.0,7.189751016767332e-08,0.0,0.0
1756,0.0,6.917355120452027e-08,0.0,0.0
1757,0.0,5.5978625417602805e-08,0.0,0.0
1758,0.0,5.816310227097736e-08,0.0,0.0
1759,0.0,4.9526331480365116e-08,0.0,0.0
1760,0.0,4.715834605357421e-08,0.0,0.0
1761,0.0,5.821918160263197e-08,1.387783754580596e-08,1.387783754580596e-08
1762,0.0,5.587773012548171e-08,1.387783754580596e-08,1.387783754580596e-08
1763,0.0,5.5090546220120425e-08,1.387783754580596e-08,1.387783754580596e-08
1764,0.0,5.790122590911194e-08,1.387783754580596e-08,1.387783754580596e-08
1765,0.0,5.152588019744339e-08,1.387783754580596e-08,1.387783754580596e-08
1766,0.0,6.497460271402491e-08,2.7482046099131755e-08,2.7482046099131755e-08
1767,0.0,7.409124488536431e-08,2.7482046099131755e-08,2.7482046099131755e-08
1768,0.0,6.002669700982161e-08,3.5061908931766084e-08,3.5061908931766084e-08
1769,0.0,5.466153295076635e-08,3.5061908931766084e-08,3.5061908931766084e-08
1770,0.0,5.772144260975308e-08,4.659359526775526e-08,4.659359526775526e-08
1771,0.0,6.017605055522576e-08,4.659359526775526e-08,4.659359526775526e-08
1772,0.0,5.986472397166511e-08,4.9229677096767384e-08,4.9229677096767384e-08
1773,0.0,4.4648793360936775e-08,3.562546854344159e-08,3.562546854344159e-08
1774,0.0,4.3560636748501176e-08,8.105734369426695e-08,8.105734369426695e-08
1775,0.0,3.81962116538911e-08,6.537702163760579e-08,6.537702163760579e-08
1776,0.0,5.718279868663753e-08,6.537702163760579e-08,6.537702163760579e-08
1777,0.0,4.568624107597381e-08,5.3845335301616615e-08,5.3845335301616615e-08
1778,0.0,5.154552822667873e-08,5.3845335301616615e-08,5.3845335301616615e-08
1779,0.0,5.4032817839047964e-08,5.6332624913985844e-08,5.6332624913985844e-08
1780,0.0,5.5889856806093774e-08,5.8681765224832816e-08,5.8681765224832816e-08
1781,0.0,5.0937554618712966e-08,2.2812474702910938e-08,2.2812474702910938e-08
1782,0.0,1.3078849343222438e-07,1.7035096381131813e-08,1.7035096381131813e-08
1783,0.0,1.291986987236474e-07,1.7035096381131813e-08,1.7035096381131813e-08
1784,0.0,1.2794512053001687e-07,1.7035096381131813e-08,1.7035096381131813e-08
1785,0.0,1.3461989301077892e-07,2.027134117708686e-08,2.027134117708686e-08
1786,0.0,1.5361829027885472e-07,1.9168264689791873e-08,1.9168264689791873e-08
1787,0.0,1.5430571905942054e-07,3.228882329762785e-08,3.228882329762785e-08
1788,0.0,1.537943769796308e-07,2.533934281448832e-08,2.533934281448832e-08
1789,0.0,9.25575952389782e-08,3.5809806167971403e-08,3.5809806167971403e-08
1790,0.0,9.283837736668537e-08,3.8019502974455984e-08,3.8019502974455984e-08
1791,0.0,1.0637743283073828e-07,5.8652862122698934e-08,5.8652862122698934e-08
1792,0.0,8.966634761670938e-08,5.7593141430548455e-08,5.7593141430548455e-08
1793,0.0,7.737684410662788e-08,5.3572846476462084e-08,5.3572846476462084e-08
1794,0.0,7.562990779673231e-08,4.8083003483562995e-08,4.8083003483562995e-08
1795,0.0,8.04496927488328e-08,1.7150145481537038e-07,1.7150145481537038e-07
1796,0.0,7.510979863464432e-08,1.610309914618873e-07,1.610309914618873e-07
1797,0.0,6.366838421558083e-08,1.6619130224374397e-07,1.6619130224374397e-07
1798,0.0,5.193679683149607e-08,1.5134450974991459e-07,1.5134450974991459e-07
1799,0.0,6.767008388562448e-08,1.5097029442452075e-07,1.5097029442452075e-07
1800,0.0,5.954279380659955e-08,1.633202113231797e-07,1.633202113231797e-07
1801,4.643404708356716e-10,5.6340923545609e-08,1.6169848380899664e-07,1.6169848380899664e-07
1802,4.643404708356716e-10,5.671397370779882e-08,3.6535181927429705e-08,3.6535181927429705e-08
1803,4.643404708356716e-10,4.6949710405134026e-08,3.934318160148109e-08,3.934318160148109e-08
1804,7.694180213592614e-10,4.834048919885195e-08,3.319348421523419e-08,3.319348421523419e-08
1805,7.694180213592614e-10,5.0581454199719444e-08,3.7794018010422244e-08,3.7794018010422244e-08
1806,7.694180213592614e-10,4.2292058617070845e-08,3.728445977354714e-08,3.728445977354714e-08
1807,7.694180213592614e-10,4.549138412000632e-08,3.4349498039582775e-08,3.4349498039582775e-08
1808,3.0507755052358986e-10,5.0236963287732447e-08,2.6932822385004685e-08,2.6932822385004685e-08
1809,3.0507755052358986e-10,4.578843894518871e-08,2.787381690540412e-08,2.787381690540412e-08
1810,3.0507755052358986e-10,5.034213249440914e-08,3.8795889294768974e-08,3.8795889294768974e-08
1811,0.0,5.396562282758818e-08,3.921626667846567e-08,3.921626667846567e-08
1812,0.0,5.756233991048378e-08,2.954529103910935e-08,2.954529103910935e-08
1813,0.0,5.853517746702762e-08,3.232610788574318e-08,3.232610788574318e-08
1814,0.0,6.584003031662178e-08,2.3538027146433445e-08,2.3538027146433445e-08
1815,0.0,6.8351724788077e-08,2.742509191173375e-08,2.742509191173375e-08
1816,0.0,7.45522597307107e-08,3.702620698931014e-08,3.702620698931014e-08
1817,0.0,6.957282293131226e-08,2.4324220352208873e-08,2.4324220352208873e-08
1818,3.580697325946046e-10,6.208212585282321e-08,3.0202996928859905e-08,3.0202996928859905e-08
1819,3.580697325946046e-10,5.728142658613576e-08,3.294371328114007e-08,3.294371328114007e-08
1820,5.054666685211373e-10,5.190354964871144e-08,3.5208213995068556e-08,3.5208213995068556e-08
1821,5.054666685211373e-10,4.257945767400477e-08,4.023772667441758e-08,4.023772667441758e-08
1822,5.054666685211373e-10,3.815074174034245e-08,4.052473417155105e-08,4.052473417155105e-08
1823,6.459294369217819e-10,2.8367554908267526e-08,3.515426997121754e-08,3.515426997121754e-08
1824,9.141694702817307e-10,2.9709259052879133e-08,3.747918496190193e-08,3.747918496190193e-08
1825,5.56099737687126e-10,3.101419895504673e-08,3.3884841853039557e-08,3.3884841853039557e-08
1826,5.56099737687126e-10,3.5866636898569075e-08,3.5641923190610214e-08,3.5641923190610214e-08
1827,4.087028017605933e-10,3.5399493875892015e-08,3.170897906150978e-08,3.170897906150978e-08
1828,4.087028017605933e-10,3.878913038387769e-08,4.072638962579081e-08,4.072638962579081e-08
1829,4.906256623193883e-09,3.626659810558002e-08,3.771909299185186e-08,3.771909299185186e-08
1830,4.765793854793239e-09,4.0454744570134997e-08,3.863642548753075e-08,3.863642548753075e-08
1831,4.4975538214332895e-09,4.1788253111820136e-08,5.042525419440835e-08,5.042525419440835e-08
1832,4.582703280345665e-09,4.115135305531632e-08,4.939521464868741e-08,4.939521464868741e-08
1833,4.665181542660792e-09,3.599638352471045e-08,4.97073357712858e-08,4.97073357712858e-08
1834,4.665181542660792e-09,3.89812278963778e-08,4.9129536121889876e-08,4.9129536121889876e-08
1835,4.748964943512846e-09,3.4225432646703014e-08,3.646654013676555e-08,3.646654013676555e-08
1836,4.765946605621098e-10,3.5111606828357774e-08,3.6309902386376184e-08,3.6309902386376184e-08
1837,5.540360709892817e-10,3.411137480416723e-08,3.27600930510081e-08,3.27600930510081e-08
1838,8.593390602281861e-10,3.316042754672058e-08,1.8992127362845882e-08,1.8992127362845882e-08
1839,7.741896013158112e-10,3.4264700283464274e-08,2.4054096746186004e-08,2.4054096746186004e-08
1840,7.672973050582804e-10,3.451788061730505e-08,2.132473385176224e-08,2.132473385176224e-08
1841,7.672973050582804e-10,3.35412518077354e-08,2.488568551228809e-08,2.488568551228809e-08
1842,8.659602162326102e-10,3.6590416791731125e-08,2.3847930868165738e-08,2.3847930868165738e-08
1843,7.719257376161335e-10,4.1399160924778955e-08,2.353570341792225e-08,2.353570341792225e-08
1844,6.944843271889616e-10,4.2501664917641135e-08,2.259924691827564e-08,2.259924691827564e-08
1845,4.5592010325786903e-10,4.1964424062663445e-08,2.5363186979226223e-08,2.5363186979226223e-08
1846,5.21140602893766e-10,4.315009099238003e-08,1.8580105073543303e-08,1.8580105073543303e-08
1847,5.061601019270715e-10,4.456924937049475e-08,1.7540982888419876e-08,1.7540982888419876e-08
1848,7.795984849742358e-10,4.7322964848360375e-08,1.4449589334576883e-08,1.4449589334576883e-08
1849,8.121103194686746e-10,5.1287846604606916e-08,1.4175156286861629e-08,1.4175156286861629e-08
1850,1.0607205312508837e-09,5.346640920476732e-08,1.4244709792673608e-08,1.4244709792673608e-08
1851,1.2000063205024653e-09,5.885955849700102e-08,1.2934458964204104e-08,1.2934458964204104e-08
1852,1.4871985349567446e-09,6.687473888941245e-08,1.18809113658358e-08,1.18809113658358e-08
1853,1.6632747322299834e-09,7.627564763928213e-08,1.2926872017260393e-08,1.2926872017260393e-08
1854,2.25919343550223e-09,8.266886959112136e-08,1.2734871189325401e-08,1.2734871189325401e-08
1855,2.300765546335372e-09,8.600735920286492e-08,1.3168079706003612e-08,1.3168079706003612e-08
1856,2.5330966530694762e-09,8.625905069590902e-08,1.321494780270882e-08,1.321494780270882e-08
1857,2.7309481025789798e-09,8.71345215663106e-08,1.2372447193748875e-08,1.2372447193748875e-08
1858,3.2253009786740806e-09,8.825429124012122e-08,1.2248595598103001e-08,1.2248595598103001e-08
1859,3.1150875529866492e-09,9.107831796687346e-08,1.1723374081031222e-08,1.1723374081031222e-08
1860,3.1177716916122986e-09,1.0466436504787322e-07,1.1394295856043918e-08,1.1394295856043918e-08
1861,2.9131409665491705e-09,1.1142842331374985e-07,1.2879018930687737e-08,1.2879018930687737e-08
1862,3.2110314407418628e-09,1.234040141184778e-07,1.159760306837906e-08,1.159760306837906e-08
1863,3.6230240395086965e-09,1.4188269403803133e-07,1.1377237659918445e-08,1.1377237659918445e-08
1864,3.6576499289659684e-09,1.5217638146428465e-07,1.4042955655467284e-08,1.4042955655467284e-08
1865,3.289370569576582e-09,1.625137012898189e-07,1.5836591688816222e-08,1.5836591688816222e-08
1866,3.311090734925415e-09,1.7611472661168852e-07,1.694944575168579e-08,1.694944575168579e-08
1867,3.369597109273822e-09,1.723807453605072e-07,1.69167299533614e-08,1.69167299533614e-08
1868,3.4554440578712533e-09,1.7207602403297123e-07,1.637590415651654e-08,1.637590415651654e-08
1869,3.5550890485426733e-09,1.633430924487454e-07,1.6589836266638665e-08,1.6589836266638665e-08
1870,3.413826998865943e-09,1.5118553773975562e-07,1.8261015556829208e-08,1.8261015556829208e-08
1871,3.2073510196945723e-09,1.4382051663882782e-07,1.8786487793980607e-08,1.8786487793980607e-08
1872,3.6381707646526706e-09,1.3589459411735204e-07,1.7553105255022468e-08,1.7553105255022468e-08
1873,3.9188555575212345e-09,1.4478751962445001e-07,1.5012470631705e-08,1.5012470631705e-08
1874,3.815071925039604e-09,1.473506665255237e-07,1.470422285519492e-08,1.470422285519492e-08
1875,4.199977239010317e-09,1.5084310384898864e-07,1.5604545465310238e-08,1.5604545465310238e-08
1876,4.369066933637303e-09,1.5485271680810391e-07,1.4785241919668124e-08,1.4785241919668124e-08
1877,4.315128936711281e-09,1.5092373116333745e-07,1.3707399469455237e-08,1.3707399469455237e-08
1878,4.671360869552237e-09,1.5117618395216986e-07,1.0375500331909798e-08,1.0375500331909798e-08
1879,4.568716627240121e-09,1.5289083421521354e-07,9.930539438382117e-09,9.930539438382117e-09
1880,4.48300769522498e-09,1.2811220224356085e-07,1.1397333616563238e-08,1.1397333616563238e-08
1881,4.663091278191343e-09,1.1267809136532897e-07,1.1457291115846147e-08,1.1457291115846147e-08
1882,4.485865869239904e-09,1.0452012182733078e-07,9.27907756980468e-09,9.27907756980468e-09
1883,4.053947019347756e-09,9.90310837778452e-08,1.0138273141637098e-08,1.0138273141637098e-08
1884,3.755996085581208e-09,9.821122099700525e-08,1.0057190445524254e-08,1.0057190445524254e-08
1885,3.6034923616463335e-09,9.717830197684765e-08,1.0318274742563257e-08,1.0318274742563257e-08
1886,3.341020951960364e-09,9.514514281201108e-08,1.1152499241567121e-08,1.1152499241567121e-08
1887,3.571456590784854e-09,9.856810935713969e-08,1.068226688058108e-08,1.068226688058108e-08
1888,4.191774609958137e-09,9.921283350422527e-08,1.050357223419951e-08,1.050357223419951e-08
1889,3.760405066697916e-09,1.0671189443201001e-07,1.246485733677868e-08,1.246485733677868e-08
1890,3.6142365608274727e-09,1.1137587055795198e-07,1.1698298647238353e-08,1.1698298647238353e-08
1891,3.376130946237359e-09,1.1591828703266011e-07,1.3016592692594031e-08,1.3016592692594031e-08
1892,3.4407895738957403e-09,1.2062542355449425e-07,1.420954458859163e-08,1.420954458859163e-08
1893,3.6401446777491385e-09,1.2201492032610467e-07,1.4690763209098837e-08,1.4690763209098837e-08
1894,3.744599281445866e-09,1.2078855198589216e-07,1.4750033131402266e-08,1.4750033131402266e-08
1895,3.1265758394992206e-09,1.2216034812289373e-07,1.4737353369399995e-08,1.4737353369399995e-08
1896,3.045090195869753e-09,1.1410368675309915e-07,1.3230601312942878e-08,1.3230601312942878e-08
1897,3.428881860984794e-09,1.100529952883075e-07,1.4969713595698e-08,1.4969713595698e-08
1898,3.860039843317509e-09,1.0556392027183392e-07,1.4742552575544972e-08,1.4742552575544972e-08
