ngram,CSX,CS,CS,CS
1544,1.391049246584381e-07,3.1994131859391928e-06,3.1994131859391928e-06,3.1994131859391928e-06
1545,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1546,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1547,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1548,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1549,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1550,1.391049246584381e-07,3.467333288296816e-06,3.467333288296816e-06,3.467333288296816e-06
1551,0.0,2.679201023576232e-07,2.679201023576232e-07,2.679201023576232e-07
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,5.882162700540253e-05,5.882162700540253e-05,5.882162700540253e-05
1569,0.0,5.882162700540253e-05,5.882162700540253e-05,5.882162700540253e-05
1570,0.0,6.0332639285271785e-05,6.0332639285271785e-05,6.0332639285271785e-05
1571,0.0,6.0332639285271785e-05,6.0332639285271785e-05,6.0332639285271785e-05
1572,0.0,6.0332639285271785e-05,6.0332639285271785e-05,6.0332639285271785e-05
1573,0.0,6.0332639285271785e-05,6.0332639285271785e-05,6.0332639285271785e-05
1574,0.0,6.087735083123594e-05,6.087735083123594e-05,6.087735083123594e-05
1575,0.0,2.055723825833411e-06,2.055723825833411e-06,2.055723825833411e-06
1576,0.0,2.055723825833411e-06,2.055723825833411e-06,2.055723825833411e-06
1577,0.0,5.447115459641541e-07,5.447115459641541e-07,5.447115459641541e-07
1578,0.0,5.447115459641541e-07,5.447115459641541e-07,5.447115459641541e-07
1579,0.0,5.447115459641541e-07,5.447115459641541e-07,5.447115459641541e-07
1580,0.0,5.447115459641541e-07,5.447115459641541e-07,5.447115459641541e-07
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,1.769356653572426e-07,1.769356653572426e-07,1.769356653572426e-07
1599,0.0,4.1275796190477975e-07,4.1275796190477975e-07,4.1275796190477975e-07
1600,0.0,4.1275796190477975e-07,4.1275796190477975e-07,4.1275796190477975e-07
1601,0.0,4.1275796190477975e-07,4.1275796190477975e-07,4.1275796190477975e-07
1602,0.0,5.171586800705492e-07,5.171586800705492e-07,5.171586800705492e-07
1603,0.0,5.171586800705492e-07,5.171586800705492e-07,5.171586800705492e-07
1604,0.0,5.171586800705492e-07,5.171586800705492e-07,5.171586800705492e-07
1605,0.0,5.650967977999244e-07,5.650967977999244e-07,5.650967977999244e-07
1606,0.0,3.2927450125238724e-07,3.2927450125238724e-07,3.2927450125238724e-07
1607,0.0,3.2927450125238724e-07,3.2927450125238724e-07,3.2927450125238724e-07
1608,0.0,3.2927450125238724e-07,3.2927450125238724e-07,3.2927450125238724e-07
1609,0.0,2.2487378308661781e-07,2.2487378308661781e-07,2.2487378308661781e-07
1610,0.0,4.797703110982963e-07,4.797703110982963e-07,4.797703110982963e-07
1611,0.0,6.845948681594953e-07,6.845948681594953e-07,6.845948681594953e-07
1612,0.0,4.5972108507287756e-07,4.5972108507287756e-07,4.5972108507287756e-07
1613,0.0,4.5972108507287756e-07,4.5972108507287756e-07,4.5972108507287756e-07
1614,0.0,4.5972108507287756e-07,4.5972108507287756e-07,4.5972108507287756e-07
1615,0.0,4.5972108507287756e-07,4.5972108507287756e-07,4.5972108507287756e-07
1616,0.0,4.5972108507287756e-07,4.5972108507287756e-07,4.5972108507287756e-07
1617,0.0,2.0482455706119902e-07,2.0482455706119902e-07,2.0482455706119902e-07
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,3.5683599110468223e-07,3.5683599110468223e-07,3.5683599110468223e-07
1622,0.0,4.2718439934625554e-07,4.2718439934625554e-07,4.2718439934625554e-07
1623,0.0,4.2718439934625554e-07,4.2718439934625554e-07,4.2718439934625554e-07
1624,0.0,5.765165919261303e-07,5.765165919261303e-07,5.765165919261303e-07
1625,0.0,5.765165919261303e-07,5.765165919261303e-07,5.765165919261303e-07
1626,0.0,5.765165919261303e-07,5.765165919261303e-07,5.765165919261303e-07
1627,0.0,5.765165919261303e-07,5.765165919261303e-07,5.765165919261303e-07
1628,0.0,2.8519222691362043e-07,2.8519222691362043e-07,2.8519222691362043e-07
1629,0.0,2.148438186720471e-07,2.148438186720471e-07,2.148438186720471e-07
1630,0.0,3.873418157646873e-07,3.873418157646873e-07,3.873418157646873e-07
1631,0.0,2.946896090959074e-07,2.946896090959074e-07,2.946896090959074e-07
1632,0.0,3.8631574333131926e-07,3.8631574333131926e-07,3.8631574333131926e-07
1633,0.0,5.234085408898994e-07,5.234085408898994e-07,5.234085408898994e-07
1634,0.0,5.234085408898994e-07,5.234085408898994e-07,5.234085408898994e-07
1635,0.0,5.402166282562706e-07,5.402166282562706e-07,5.402166282562706e-07
1636,0.0,6.270610372536924e-07,6.270610372536924e-07,6.270610372536924e-07
1637,0.0,4.545630401610522e-07,4.545630401610522e-07,4.545630401610522e-07
1638,0.0,3.978830542499574e-07,3.978830542499574e-07,3.978830542499574e-07
1639,0.0,3.062569200145455e-07,3.062569200145455e-07,3.062569200145455e-07
1640,0.0,2.719721773506275e-07,2.719721773506275e-07,2.719721773506275e-07
1641,0.0,2.719721773506275e-07,2.719721773506275e-07,2.719721773506275e-07
1642,0.0,1.8965246389208395e-07,1.8965246389208395e-07,1.8965246389208395e-07
1643,0.0,1.028080548946621e-07,1.028080548946621e-07,1.028080548946621e-07
1644,0.0,1.028080548946621e-07,1.028080548946621e-07,1.028080548946621e-07
1645,0.0,1.5192488587802343e-07,1.5192488587802343e-07,1.5192488587802343e-07
1646,0.0,6.556169539960268e-07,6.556169539960268e-07,6.556169539960268e-07
1647,0.0,5.528088991013647e-07,5.528088991013647e-07,5.528088991013647e-07
1648,0.0,6.445073706475211e-07,6.445073706475211e-07,6.445073706475211e-07
1649,0.0,7.227351456354622e-07,7.227351456354622e-07,7.227351456354622e-07
1650,0.0,8.105754188493717e-07,8.105754188493717e-07,8.105754188493717e-07
1651,0.0,8.105754188493717e-07,8.105754188493717e-07,8.105754188493717e-07
1652,0.0,8.171299847552811e-07,8.171299847552811e-07,8.171299847552811e-07
1653,0.0,3.8881369489120387e-07,3.8881369489120387e-07,3.8881369489120387e-07
1654,0.0,5.547464395151889e-07,5.547464395151889e-07,5.547464395151889e-07
1655,0.0,4.6304796796903247e-07,4.6304796796903247e-07,4.6304796796903247e-07
1656,0.0,5.207421866413955e-07,5.207421866413955e-07,5.207421866413955e-07
1657,0.0,4.6070634596162563e-07,4.6070634596162563e-07,4.6070634596162563e-07
1658,0.0,6.215532449362269e-07,6.215532449362269e-07,6.215532449362269e-07
1659,0.0,5.980490332798841e-07,5.980490332798841e-07,5.980490332798841e-07
1660,0.0,5.22673255025958e-07,5.22673255025958e-07,5.22673255025958e-07
1661,0.0,3.567405104019729e-07,3.567405104019729e-07,3.567405104019729e-07
1662,0.0,3.9734037013009325e-07,3.9734037013009325e-07,3.9734037013009325e-07
1663,0.0,2.6141837646978925e-07,2.6141837646978925e-07,2.6141837646978925e-07
1664,0.0,2.3361394393564945e-07,2.3361394393564945e-07,2.3361394393564945e-07
1665,0.0,7.276704496104815e-08,7.276704496104815e-08,7.276704496104815e-08
1666,0.0,2.0039345015123088e-07,2.0039345015123088e-07,2.0039345015123088e-07
1667,0.0,2.6529808191558655e-07,2.6529808191558655e-07,2.6529808191558655e-07
1668,0.0,3.965577296379966e-07,3.965577296379966e-07,3.965577296379966e-07
1669,0.0,4.158660544817394e-07,4.158660544817394e-07,4.158660544817394e-07
1670,0.0,4.545152226650576e-07,4.545152226650576e-07,4.545152226650576e-07
1671,0.0,5.327356080085468e-07,5.327356080085468e-07,5.327356080085468e-07
1672,0.0,5.327356080085468e-07,5.327356080085468e-07,5.327356080085468e-07
1673,0.0,3.729420175854362e-07,3.729420175854362e-07,3.729420175854362e-07
1674,0.0,3.405679101271224e-07,3.405679101271224e-07,3.405679101271224e-07
1675,0.0,3.4658226054164386e-07,3.4658226054164386e-07,3.4658226054164386e-07
1676,0.0,3.725670966657292e-07,3.725670966657292e-07,3.725670966657292e-07
1677,0.0,4.0109032438197444e-07,4.0109032438197444e-07,4.0109032438197444e-07
1678,0.0,3.826256533199869e-07,3.826256533199869e-07,3.826256533199869e-07
1679,0.0,4.287691918339728e-07,4.287691918339728e-07,4.287691918339728e-07
1680,0.0,5.373807649026016e-07,5.373807649026016e-07,5.373807649026016e-07
1681,0.0,5.048502405965596e-07,5.048502405965596e-07,5.048502405965596e-07
1682,0.0,4.4822037433992333e-07,4.4822037433992333e-07,4.4822037433992333e-07
1683,0.0,4.0646181024125584e-07,4.0646181024125584e-07,4.0646181024125584e-07
1684,0.0,3.6851099391047424e-07,3.6851099391047424e-07,3.6851099391047424e-07
1685,0.0,3.4916694297797743e-07,3.4916694297797743e-07,3.4916694297797743e-07
1686,0.0,4.411694456101551e-07,4.411694456101551e-07,4.411694456101551e-07
1687,0.0,3.7375796223061896e-07,3.7375796223061896e-07,3.7375796223061896e-07
1688,0.0,3.7375796223061896e-07,3.7375796223061896e-07,3.7375796223061896e-07
1689,0.0,3.2468500015576343e-07,3.2468500015576343e-07,3.2468500015576343e-07
1690,0.0,2.805505435584824e-07,2.805505435584824e-07,2.805505435584824e-07
1691,0.0,2.757950170462209e-07,2.757950170462209e-07,2.757950170462209e-07
1692,0.0,2.3538335369721608e-07,2.3538335369721608e-07,2.3538335369721608e-07
1693,0.0,9.723731255105252e-08,9.723731255105252e-08,9.723731255105252e-08
1694,0.0,8.042277345664064e-08,8.042277345664064e-08,8.042277345664064e-08
1695,0.0,1.1143638037732931e-07,1.1143638037732931e-07,1.1143638037732931e-07
1696,0.0,7.986521057188969e-08,7.986521057188969e-08,7.986521057188969e-08
1697,0.0,3.0027745115798356e-07,3.0027745115798356e-07,3.0027745115798356e-07
1698,0.0,1.2092257455671124e-06,1.2092257455671124e-06,1.2092257455671124e-06
1699,0.0,1.2484343666788585e-06,1.2484343666788585e-06,1.2484343666788585e-06
1700,0.0,1.2614322193777688e-06,1.2614322193777688e-06,1.2614322193777688e-06
1701,0.0,1.4787156520209725e-06,1.4787156520209725e-06,1.4787156520209725e-06
1702,0.0,1.4716723646707969e-06,1.4716723646707969e-06,1.4716723646707969e-06
1703,0.0,1.4937547843731278e-06,1.4937547843731278e-06,1.4937547843731278e-06
1704,0.0,1.2993278427789586e-06,1.2993278427789586e-06,1.2993278427789586e-06
1705,0.0,4.1170251766483747e-07,4.1170251766483747e-07,4.1170251766483747e-07
1706,0.0,4.0572004422756436e-07,4.0572004422756436e-07,4.0572004422756436e-07
1707,0.0,4.048746445408012e-07,4.048746445408012e-07,4.048746445408012e-07
1708,0.0,1.9214326333180258e-07,1.9214326333180258e-07,1.9214326333180258e-07
1709,0.0,2.1627300839099917e-07,2.1627300839099917e-07,2.1627300839099917e-07
1710,0.0,2.114056120002975e-07,2.114056120002975e-07,2.114056120002975e-07
1711,0.0,2.3388195862545607e-07,2.3388195862545607e-07,2.3388195862545607e-07
1712,0.0,3.619076543210602e-07,3.619076543210602e-07,3.619076543210602e-07
1713,0.0,4.2604364531533587e-07,4.2604364531533587e-07,4.2604364531533587e-07
1714,0.0,6.914679033798166e-07,6.914679033798166e-07,6.914679033798166e-07
1715,0.0,7.304644234246942e-07,7.304644234246942e-07,7.304644234246942e-07
1716,0.0,7.177841914491572e-07,7.177841914491572e-07,7.177841914491572e-07
1717,0.0,7.617004119505769e-07,7.617004119505769e-07,7.617004119505769e-07
1718,0.0,7.596893039720141e-07,7.596893039720141e-07,7.596893039720141e-07
1719,0.0,6.056291986007116e-07,6.056291986007116e-07,6.056291986007116e-07
1720,0.0,9.250789645420809e-07,9.250789645420809e-07,9.250789645420809e-07
1721,0.0,6.825424857684734e-07,6.825424857684734e-07,6.825424857684734e-07
1722,0.0,6.918842306699194e-07,6.918842306699194e-07,6.918842306699194e-07
1723,0.0,6.811651027354466e-07,6.811651027354466e-07,6.811651027354466e-07
1724,0.0,6.670012169252004e-07,6.670012169252004e-07,6.670012169252004e-07
1725,0.0,6.646683995573507e-07,6.646683995573507e-07,6.646683995573507e-07
1726,0.0,7.918262363253754e-07,7.918262363253754e-07,7.918262363253754e-07
1727,0.0,5.255540734034574e-07,5.255540734034574e-07,5.255540734034574e-07
1728,0.0,5.229116421138055e-07,5.229116421138055e-07,5.229116421138055e-07
1729,0.0,4.7112368203475595e-07,4.7112368203475595e-07,4.7112368203475595e-07
1730,0.0,4.6278945323560296e-07,4.6278945323560296e-07,4.6278945323560296e-07
1731,0.0,4.436890534975646e-07,4.436890534975646e-07,4.436890534975646e-07
1732,0.0,4.496395240900191e-07,4.496395240900191e-07,4.496395240900191e-07
1733,0.0,3.2380138240536584e-07,3.2380138240536584e-07,3.2380138240536584e-07
1734,0.0,2.1971722523923226e-07,2.1971722523923226e-07,2.1971722523923226e-07
1735,0.0,2.519886836336939e-07,2.519886836336939e-07,2.519886836336939e-07
1736,0.0,4.3596913254110146e-07,4.3596913254110146e-07,4.3596913254110146e-07
1737,0.0,4.4728916951238974e-07,4.4728916951238974e-07,4.4728916951238974e-07
1738,0.0,4.523731088771196e-07,4.523731088771196e-07,4.523731088771196e-07
1739,0.0,7.544748115151378e-07,7.544748115151378e-07,7.544748115151378e-07
1740,0.0,7.93298732609011e-07,7.93298732609011e-07,7.93298732609011e-07
1741,0.0,7.943739542984726e-07,7.943739542984726e-07,7.943739542984726e-07
1742,0.0,8.381200201158987e-07,8.381200201158987e-07,8.381200201158987e-07
1743,0.0,6.479144514872002e-07,6.479144514872002e-07,6.479144514872002e-07
1744,0.0,7.407575708384684e-07,7.407575708384684e-07,7.407575708384684e-07
1745,0.0,1.2379790693525398e-06,1.2379790693525398e-06,1.2379790693525398e-06
1746,0.0,9.455449015506799e-07,9.455449015506799e-07,9.455449015506799e-07
1747,0.0,9.813071630203143e-07,9.813071630203143e-07,9.813071630203143e-07
1748,0.0,1.002931264386981e-06,1.002931264386981e-06,1.002931264386981e-06
1749,0.0,9.242476214207532e-07,9.242476214207532e-07,9.242476214207532e-07
1750,0.0,9.511670750076259e-07,9.511670750076259e-07,9.511670750076259e-07
1751,0.0,9.020202144581293e-07,9.020202144581293e-07,9.020202144581293e-07
1752,0.0,4.537182089084776e-07,4.537182089084776e-07,4.537182089084776e-07
1753,0.0,5.951565721521288e-07,5.951565721521288e-07,5.951565721521288e-07
1754,0.0,5.455208378992081e-07,5.455208378992081e-07,5.455208378992081e-07
1755,0.0,5.264589333364711e-07,5.264589333364711e-07,5.264589333364711e-07
1756,0.0,5.149400733119234e-07,5.149400733119234e-07,5.149400733119234e-07
1757,0.0,5.479310354011042e-07,5.479310354011042e-07,5.479310354011042e-07
1758,0.0,6.412502508672852e-07,6.412502508672852e-07,6.412502508672852e-07
1759,0.0,6.046041919814473e-07,6.046041919814473e-07,6.046041919814473e-07
1760,0.0,5.231916182830381e-07,5.231916182830381e-07,5.231916182830381e-07
1761,0.0,5.659850208823107e-07,5.659850208823107e-07,5.659850208823107e-07
1762,0.0,5.480830022211844e-07,5.480830022211844e-07,5.480830022211844e-07
1763,0.0,6.0935306578358e-07,6.0935306578358e-07,6.0935306578358e-07
1764,0.0,5.498546207555981e-07,5.498546207555981e-07,5.498546207555981e-07
1765,0.0,4.205215345466838e-07,4.205215345466838e-07,4.205215345466838e-07
1766,0.0,6.473813779653678e-07,6.473813779653678e-07,6.473813779653678e-07
1767,0.0,5.835654072987901e-07,5.835654072987901e-07,5.835654072987901e-07
1768,0.0,5.349804358242441e-07,5.349804358242441e-07,5.349804358242441e-07
1769,0.0,5.484833463599768e-07,5.484833463599768e-07,5.484833463599768e-07
1770,0.0,5.439564176867862e-07,5.439564176867862e-07,5.439564176867862e-07
1771,0.0,5.664039609395591e-07,5.664039609395591e-07,5.664039609395591e-07
1772,0.0,6.127535974493574e-07,6.127535974493574e-07,6.127535974493574e-07
1773,0.0,3.7959728566810167e-07,3.7959728566810167e-07,3.7959728566810167e-07
1774,0.0,3.5304883486527873e-07,3.5304883486527873e-07,3.5304883486527873e-07
1775,0.0,3.648120525667764e-07,3.648120525667764e-07,3.648120525667764e-07
1776,0.0,3.652284387304202e-07,3.652284387304202e-07,3.652284387304202e-07
1777,0.0,2.990266320271725e-07,2.990266320271725e-07,2.990266320271725e-07
1778,0.0,2.8471576740685123e-07,2.8471576740685123e-07,2.8471576740685123e-07
1779,0.0,2.1836734427032362e-07,2.1836734427032362e-07,2.1836734427032362e-07
1780,0.0,2.1702572589837083e-07,2.1702572589837083e-07,2.1702572589837083e-07
1781,0.0,2.1440386786610232e-07,2.1440386786610232e-07,2.1440386786610232e-07
1782,0.0,1.8398879778455273e-07,1.8398879778455273e-07,1.8398879778455273e-07
1783,0.0,1.617991064303429e-07,1.617991064303429e-07,1.617991064303429e-07
1784,0.0,1.6802520467048714e-07,1.6802520467048714e-07,1.6802520467048714e-07
1785,0.0,1.9846617301969412e-07,1.9846617301969412e-07,1.9846617301969412e-07
1786,4.020294954086369e-09,2.3535989157608128e-07,2.3535989157608128e-07,2.3535989157608128e-07
1787,4.020294954086369e-09,2.660981530360524e-07,2.660981530360524e-07,2.660981530360524e-07
1788,4.020294954086369e-09,2.732932711881274e-07,2.732932711881274e-07,2.732932711881274e-07
1789,4.020294954086369e-09,2.8894025051938244e-07,2.8894025051938244e-07,2.8894025051938244e-07
1790,4.020294954086369e-09,3.2468147383367197e-07,3.2468147383367197e-07,3.2468147383367197e-07
1791,4.020294954086369e-09,3.4228021255395493e-07,3.4228021255395493e-07,3.4228021255395493e-07
1792,4.020294954086369e-09,3.0361652493736203e-07,3.0361652493736203e-07,3.0361652493736203e-07
1793,0.0,2.7403120027104576e-07,2.7403120027104576e-07,2.7403120027104576e-07
1794,0.0,2.386402176820671e-07,2.386402176820671e-07,2.386402176820671e-07
1795,0.0,3.005634364886386e-07,3.005634364886386e-07,3.005634364886386e-07
1796,0.0,2.965207792320663e-07,2.965207792320663e-07,2.965207792320663e-07
1797,0.0,2.924174842584242e-07,2.924174842584242e-07,2.924174842584242e-07
1798,0.0,4.241769947351973e-07,4.241769947351973e-07,4.241769947351973e-07
1799,0.0,4.4183599153971696e-07,4.4183599153971696e-07,4.4183599153971696e-07
1800,0.0,4.669104985818454e-07,4.669104985818454e-07,4.669104985818454e-07
1801,0.0,4.5301493400984327e-07,4.5301493400984327e-07,4.5301493400984327e-07
1802,0.0,3.7535468777605274e-07,3.7535468777605274e-07,3.7535468777605274e-07
1803,0.0,3.8779902565368373e-07,3.8779902565368373e-07,3.8779902565368373e-07
1804,0.0,3.78917371384497e-07,3.78917371384497e-07,3.78917371384497e-07
1805,0.0,2.306788786654579e-07,2.306788786654579e-07,2.306788786654579e-07
1806,0.0,2.3040382960256727e-07,2.3040382960256727e-07,2.3040382960256727e-07
1807,2.092212276443612e-10,2.201014146813967e-07,2.201014146813967e-07,2.201014146813967e-07
1808,4.445844169000322e-10,2.2271686970855497e-07,2.2271686970855497e-07,2.2271686970855497e-07
1809,4.445844169000322e-10,2.1841475371177565e-07,2.1841475371177565e-07,2.1841475371177565e-07
1810,4.445844169000322e-10,1.956682120456727e-07,1.956682120456727e-07,1.956682120456727e-07
1811,4.445844169000322e-10,1.8203948469265795e-07,1.8203948469265795e-07,1.8203948469265795e-07
1812,4.445844169000322e-10,1.80023266896764e-07,1.80023266896764e-07,1.80023266896764e-07
1813,4.445844169000322e-10,1.6477629470403242e-07,1.6477629470403242e-07,1.6477629470403242e-07
1814,2.35363189255671e-10,1.4028109924473548e-07,1.4028109924473548e-07,1.4028109924473548e-07
1815,0.0,1.3253381630257926e-07,1.3253381630257926e-07,1.3253381630257926e-07
1816,0.0,1.421840230315346e-07,1.421840230315346e-07,1.421840230315346e-07
1817,0.0,1.41061710629791e-07,1.41061710629791e-07,1.41061710629791e-07
1818,0.0,1.2770740909218148e-07,1.2770740909218148e-07,1.2770740909218148e-07
1819,1.5029744115935273e-10,1.5796136665358063e-07,1.5796136665358063e-07,1.5796136665358063e-07
1820,1.5029744115935273e-10,1.6910519004146147e-07,1.6910519004146147e-07,1.6910519004146147e-07
1821,5.35960212718781e-10,1.7389027310140852e-07,1.7389027310140852e-07,1.7389027310140852e-07
1822,7.854980158380645e-10,1.7670317475904085e-07,1.7670317475904085e-07,1.7670317475904085e-07
1823,7.854980158380645e-10,1.7166284241706569e-07,1.7166284241706569e-07,1.7166284241706569e-07
1824,7.854980158380645e-10,1.7203150447033166e-07,1.7203150447033166e-07,1.7203150447033166e-07
1825,9.121148201808791e-10,1.699374051002321e-07,1.699374051002321e-07,1.699374051002321e-07
1826,8.803156219856184e-10,1.38634467207664e-07,1.38634467207664e-07,1.38634467207664e-07
1827,8.803156219856184e-10,1.2762020824246584e-07,1.2762020824246584e-07,1.2762020824246584e-07
1828,7.153114687876081e-10,1.2389154286600907e-07,1.2389154286600907e-07,1.2389154286600907e-07
1829,9.576936307479196e-10,1.3472002637269854e-07,1.3472002637269854e-07,1.3472002637269854e-07
1830,9.576936307479196e-10,1.316182769122471e-07,1.316182769122471e-07,1.316182769122471e-07
1831,9.576936307479196e-10,1.2444451462962596e-07,1.2444451462962596e-07,1.2444451462962596e-07
1832,8.310768264051051e-10,1.196171979245264e-07,1.196171979245264e-07,1.196171979245264e-07
1833,7.125785834410132e-10,1.208511304996916e-07,1.208511304996916e-07,1.208511304996916e-07
1834,7.125785834410132e-10,1.1120572196432477e-07,1.1120572196432477e-07,1.1120572196432477e-07
1835,4.91919965079595e-10,1.1168842815680233e-07,1.1168842815680233e-07,1.1168842815680233e-07
1836,0.0,9.630082230062596e-08,9.630082230062596e-08,9.630082230062596e-08
1837,7.744141042717193e-11,9.363932004394623e-08,9.363932004394623e-08,9.363932004394623e-08
1838,4.59070139045638e-10,9.37957774941164e-08,9.37957774941164e-08,9.37957774941164e-08
1839,6.864144411597043e-10,1.0421247915408977e-07,1.0421247915408977e-07,1.0421247915408977e-07
1840,7.620004072173003e-10,9.803143795141165e-08,9.803143795141165e-08,9.803143795141165e-08
1841,7.620004072173003e-10,9.491867913880014e-08,9.491867913880014e-08,9.491867913880014e-08
1842,8.228158472028164e-10,1.0292586338778165e-07,1.0292586338778165e-07,1.0292586338778165e-07
1843,8.883903771358551e-10,1.2289747276992914e-07,1.2289747276992914e-07,1.2289747276992914e-07
1844,8.109489667086831e-10,1.2300873056655552e-07,1.2300873056655552e-07,1.2300873056655552e-07
1845,4.293202380902171e-10,1.3559282103463894e-07,1.3559282103463894e-07,1.3559282103463894e-07
1846,2.0197593597615082e-10,1.2368684717703866e-07,1.2368684717703866e-07,1.2368684717703866e-07
1847,1.2638996991855477e-10,1.2668994843677085e-07,1.2668994843677085e-07,1.2668994843677085e-07
1848,1.8107764494195473e-10,1.2831164245393927e-07,1.2831164245393927e-07,1.2831164245393927e-07
1849,1.7400174158664428e-10,1.1822376271603779e-07,1.1822376271603779e-07,1.1822376271603779e-07
1850,1.0842721165360558e-10,1.0802334112928033e-07,1.0802334112928033e-07,1.0802334112928033e-07
1851,1.0842721165360558e-10,1.1054854403320341e-07,1.1054854403320341e-07,1.1054854403320341e-07
1852,1.5898878245680847e-10,9.377325531951491e-08,9.377325531951491e-08,9.377325531951491e-08
1853,2.0724812342466847e-10,9.339671943767566e-08,9.339671943767566e-08,9.339671943767566e-08
1854,2.5774998405455763e-10,1.0316318922930026e-07,1.0316318922930026e-07,1.0316318922930026e-07
1855,3.0806580699125977e-10,1.117650490251825e-07,1.117650490251825e-07,1.117650490251825e-07
1856,3.5372387955209407e-10,1.1898224272499647e-07,1.1898224272499647e-07,1.1898224272499647e-07
1857,3.5372387955209407e-10,1.1409066148969162e-07,1.1409066148969162e-07,1.1409066148969162e-07
1858,4.68930906010507e-10,1.158998179968356e-07,1.158998179968356e-07,1.158998179968356e-07
1859,5.40228112244634e-10,1.1868763039046826e-07,1.1868763039046826e-07,1.1868763039046826e-07
1860,6.749543979278627e-10,1.3041024260473932e-07,1.3041024260473932e-07,1.3041024260473932e-07
1861,6.809392177104761e-10,1.2599059674909897e-07,1.2599059674909897e-07,1.2599059674909897e-07
