ngram,CSX,CS,CS,CS
1862,5.75935719750374e-10,1.2193675961011e-07,1.2193675961011e-07,1.2193675961011e-07
1863,5.242759916677744e-10,1.1934815700799716e-07,1.1934815700799716e-07,1.1934815700799716e-07
1864,6.655613560280216e-10,1.1888612253382494e-07,1.1888612253382494e-07,1.1888612253382494e-07
1865,7.272605335411392e-10,1.1966287770194738e-07,1.1966287770194738e-07,1.1966287770194738e-07
1866,7.381206162155556e-10,1.323205793823945e-07,1.323205793823945e-07,1.323205793823945e-07
1867,8.144097340956336e-10,1.277541628041945e-07,1.277541628041945e-07,1.277541628041945e-07
1868,9.371698456955053e-10,1.3116812068249472e-07,1.3116812068249472e-07,1.3116812068249472e-07
1869,1.095513390320895e-09,1.3937574396192887e-07,1.3937574396192887e-07,1.3937574396192887e-07
1870,1.1744848902951942e-09,1.4492982509344593e-07,1.4492982509344593e-07,1.4492982509344593e-07
1871,1.276655892112899e-09,1.5070975223352434e-07,1.5070975223352434e-07,1.5070975223352434e-07
1872,1.0997496881413683e-09,1.5691200668957857e-07,1.5691200668957857e-07,1.5691200668957857e-07
1873,1.0840570901266793e-09,1.5578385565666914e-07,1.5578385565666914e-07,1.5578385565666914e-07
1874,9.44004485692318e-10,1.7507732203674615e-07,1.7507732203674615e-07,1.7507732203674615e-07
1875,9.653328374754316e-10,1.8262430704193582e-07,1.8262430704193582e-07,1.8262430704193582e-07
1876,9.603172304980693e-10,1.874772144511943e-07,1.874772144511943e-07,1.874772144511943e-07
1877,9.384628629760527e-10,1.9001096112398435e-07,1.9001096112398435e-07,1.9001096112398435e-07
1878,9.490040182263166e-10,2.0045551707426057e-07,2.0045551707426057e-07,2.0045551707426057e-07
1879,1.158486893716924e-09,2.0065781265137567e-07,2.0065781265137567e-07,2.0065781265137567e-07
1880,1.2716674221583242e-09,2.0337283095679076e-07,2.0337283095679076e-07,2.0337283095679076e-07
1881,1.3102732549746016e-09,1.901011066658092e-07,1.901011066658092e-07,1.901011066658092e-07
1882,1.3365651601355516e-09,1.9297308792179786e-07,1.9297308792179786e-07,1.9297308792179786e-07
1883,1.408095624227152e-09,1.9570833233371688e-07,1.9570833233371688e-07,1.9570833233371688e-07
1884,1.4252842398373593e-09,2.002041717170349e-07,2.002041717170349e-07,2.002041717170349e-07
1885,1.4324962168846663e-09,1.9372631803500034e-07,1.9372631803500034e-07,1.9372631803500034e-07
1886,1.4713108826518756e-09,2.0137953323943032e-07,2.0137953323943032e-07,2.0137953323943032e-07
1887,1.489809815196403e-09,2.1205814196686594e-07,2.1205814196686594e-07,2.1205814196686594e-07
1888,1.4669960484476568e-09,2.234823292773009e-07,2.234823292773009e-07,2.234823292773009e-07
1889,1.423325267170737e-09,2.2744331066145866e-07,2.2744331066145866e-07,2.2744331066145866e-07
1890,1.3755367004161405e-09,2.22536473058556e-07,2.22536473058556e-07,2.22536473058556e-07
1891,1.407123386064159e-09,2.3541476780662508e-07,2.3541476780662508e-07,2.3541476780662508e-07
1892,1.25827179627994e-09,2.477642502591542e-07,2.477642502591542e-07,2.477642502591542e-07
1893,1.240590987082259e-09,2.492148902482378e-07,2.492148902482378e-07,2.492148902482378e-07
1894,1.080252355821289e-09,2.356125788440165e-07,2.356125788440165e-07,2.356125788440165e-07
1895,1.0087517725893796e-09,2.2701244769710423e-07,2.2701244769710423e-07,2.2701244769710423e-07
1896,9.030772082522073e-10,2.214251882800714e-07,2.214251882800714e-07,2.214251882800714e-07
1897,9.860819383256114e-10,3.082718466527824e-07,3.082718466527824e-07,3.082718466527824e-07
1898,9.58718802758694e-10,3.1246827956822797e-07,3.1246827956822797e-07,3.1246827956822797e-07
1899,1.0467138663753213e-09,3.0384762997722904e-07,3.0384762997722904e-07,3.0384762997722904e-07
1900,1.177509240906411e-09,3.089920405890163e-07,3.089920405890163e-07,3.089920405890163e-07
1901,1.3633291400567365e-09,3.1614475964098734e-07,3.1614475964098734e-07,3.1614475964098734e-07
1902,1.6269630325511336e-09,3.339348353392779e-07,3.339348353392779e-07,3.339348353392779e-07
1903,1.8044676467329372e-09,3.357024545331504e-07,3.357024545331504e-07,3.357024545331504e-07
1904,1.8773216235525224e-09,2.5470875389796023e-07,2.5470875389796023e-07,2.5470875389796023e-07
1905,1.8577824834054013e-09,2.415205386796515e-07,2.415205386796515e-07,2.415205386796515e-07
1906,1.7815494000674092e-09,2.5211685843779766e-07,2.5211685843779766e-07,2.5211685843779766e-07
1907,1.5812892106836784e-09,2.613259551610879e-07,2.613259551610879e-07,2.613259551610879e-07
1908,1.3894489447885405e-09,2.7185375829828574e-07,2.7185375829828574e-07,2.7185375829828574e-07
1909,1.2001115260292953e-09,2.725635011659376e-07,2.725635011659376e-07,2.725635011659376e-07
1910,1.0415024398469086e-09,2.8716468542760207e-07,2.8716468542760207e-07,2.8716468542760207e-07
1911,9.32220808483716e-10,3.008079078524263e-07,3.008079078524263e-07,3.008079078524263e-07
1912,1.041704389415088e-09,3.234814950506656e-07,3.234814950506656e-07,3.234814950506656e-07
1913,9.890740924691143e-10,3.2897161515523165e-07,3.2897161515523165e-07,3.2897161515523165e-07
1914,9.302376012344991e-10,3.446035269202444e-07,3.446035269202444e-07,3.446035269202444e-07
1915,1.023216820796234e-09,3.6945727239461643e-07,3.6945727239461643e-07,3.6945727239461643e-07
1916,1.1713921182250025e-09,3.8299194216051546e-07,3.8299194216051546e-07,3.8299194216051546e-07
1917,1.2146322360605056e-09,3.886186204584062e-07,3.886186204584062e-07,3.886186204584062e-07
1918,1.1060272380498353e-09,4.0135046625826884e-07,4.0135046625826884e-07,4.0135046625826884e-07
1919,1.0318730790461116e-09,4.020156723072432e-07,4.020156723072432e-07,4.020156723072432e-07
1920,1.1227950632733803e-09,4.3267376830564377e-07,4.3267376830564377e-07,4.3267376830564377e-07
1921,1.1891492869762844e-09,4.372379415989209e-07,4.372379415989209e-07,4.372379415989209e-07
1922,1.0621259348221811e-09,4.4888994515141736e-07,4.4888994515141736e-07,4.4888994515141736e-07
1923,8.989077656832275e-10,4.781428271728925e-07,4.781428271728925e-07,4.781428271728925e-07
1924,2.224542177448845e-09,4.929283566720446e-07,4.929283566720446e-07,4.929283566720446e-07
1925,2.1555106152363177e-09,4.835686167682849e-07,4.835686167682849e-07,4.835686167682849e-07
1926,2.1051450067271257e-09,4.883799899094551e-07,4.883799899094551e-07,4.883799899094551e-07
1927,2.0564253276424337e-09,4.662683100572654e-07,4.662683100572654e-07,4.662683100572654e-07
1928,2.2070884921264268e-09,4.727058922071592e-07,4.727058922071592e-07,4.727058922071592e-07
1929,2.259929089103758e-09,4.592074316990745e-07,4.592074316990745e-07,4.592074316990745e-07
1930,2.300526217937003e-09,4.4490660197230423e-07,4.4490660197230423e-07,4.4490660197230423e-07
1931,1.0188655197307384e-09,4.5353710577598706e-07,4.5353710577598706e-07,4.5353710577598706e-07
1932,1.3747903529878362e-09,4.895578302109373e-07,4.895578302109373e-07,4.895578302109373e-07
1933,4.827673673522627e-09,5.052501990121527e-07,5.052501990121527e-07,5.052501990121527e-07
1934,5.073467772882217e-09,5.222144474308672e-07,5.222144474308672e-07,5.222144474308672e-07
1935,5.2652486180550434e-09,6.036749969747948e-07,6.036749969747948e-07,6.036749969747948e-07
1936,5.917852969566135e-09,6.402575049183465e-07,6.402575049183465e-07,6.402575049183465e-07
1937,6.382876306863596e-09,6.724252200131429e-07,6.724252200131429e-07,6.724252200131429e-07
1938,1.5269934332857408e-08,7.33363906744801e-07,7.33363906744801e-07,7.33363906744801e-07
1939,1.5340985624691583e-08,7.612135602487667e-07,7.612135602487667e-07,7.612135602487667e-07
1940,1.277655441762298e-08,8.620898565173515e-07,8.620898565173515e-07,8.620898565173515e-07
1941,1.2941061270207603e-08,9.1357812185119e-07,9.1357812185119e-07,9.1357812185119e-07
1942,1.3326637254047163e-08,8.696830816136623e-07,8.696830816136623e-07,8.696830816136623e-07
1943,1.308776953479196e-08,8.808923277164078e-07,8.808923277164078e-07,8.808923277164078e-07
1944,1.289572226781388e-08,9.160899269642999e-07,9.160899269642999e-07,9.160899269642999e-07
1945,5.25150913231544e-09,9.265584627168469e-07,9.265584627168469e-07,9.265584627168469e-07
1946,9.378895564943995e-09,1.2240074056535377e-06,1.2240074056535377e-06,1.2240074056535377e-06
1947,8.82923296379496e-09,1.2306346012077744e-06,1.2306346012077744e-06,1.2306346012077744e-06
1948,9.05764009827083e-09,1.3023678856630535e-06,1.3023678856630535e-06,1.3023678856630535e-06
1949,8.245981262890365e-09,1.3539568937760902e-06,1.3539568937760902e-06,1.3539568937760902e-06
1950,8.594020193898797e-09,1.457479876470253e-06,1.457479876470253e-06,1.457479876470253e-06
1951,8.488661741777394e-09,1.6653557557739468e-06,1.6653557557739468e-06,1.6653557557739468e-06
1952,7.893435080167218e-09,1.8673079011932714e-06,1.8673079011932714e-06,1.8673079011932714e-06
1953,3.9990777990693365e-09,1.7109889865553538e-06,1.7109889865553538e-06,1.7109889865553538e-06
1954,4.062138942677913e-09,1.710715244891097e-06,1.710715244891097e-06,1.710715244891097e-06
1955,3.990968825259447e-09,1.7791027500736943e-06,1.7791027500736943e-06,1.7791027500736943e-06
1956,4.687082309575073e-09,1.937539796667157e-06,1.937539796667157e-06,1.937539796667157e-06
1957,4.448606086679011e-09,2.0171684614719458e-06,2.0171684614719458e-06,2.0171684614719458e-06
1958,6.486083828757419e-09,2.000211582396462e-06,2.000211582396462e-06,2.000211582396462e-06
1959,6.467998168803644e-09,1.99430256283709e-06,1.99430256283709e-06,1.99430256283709e-06
1960,7.3713373500388406e-09,2.0456849857250096e-06,2.0456849857250096e-06,2.0456849857250096e-06
1961,9.466575586917055e-09,2.2827337196369105e-06,2.2827337196369105e-06,2.2827337196369105e-06
1962,1.0478837289947966e-08,2.458762245234019e-06,2.458762245234019e-06,2.458762245234019e-06
1963,1.3045196605483106e-08,2.5165967209821768e-06,2.5165967209821768e-06,2.5165967209821768e-06
1964,1.4255389376874713e-08,2.639140705338962e-06,2.639140705338962e-06,2.639140705338962e-06
1965,1.3279712567688356e-08,2.733073480547838e-06,2.733073480547838e-06,2.733073480547838e-06
1966,1.4207577083068048e-08,3.006378879685404e-06,3.006378879685404e-06,3.006378879685404e-06
1967,1.4243332608592546e-08,3.205861665784531e-06,3.205861665784531e-06,3.205861665784531e-06
1968,1.3169020413832705e-08,3.3025836988339767e-06,3.3025836988339767e-06,3.3025836988339767e-06
1969,1.2974668704503399e-08,3.3851403843852623e-06,3.3851403843852623e-06,3.3851403843852623e-06
1970,1.0916282861777354e-08,3.5781130398910525e-06,3.5781130398910525e-06,3.5781130398910525e-06
1971,1.1686359689479429e-08,3.7354801471727635e-06,3.7354801471727635e-06,3.7354801471727635e-06
1972,1.1015298704921049e-08,3.981595390151986e-06,3.981595390151986e-06,3.981595390151986e-06
1973,1.080953250718965e-08,3.967805891339335e-06,3.967805891339335e-06,3.967805891339335e-06
1974,1.0745037811891019e-08,4.08404928618568e-06,4.08404928618568e-06,4.08404928618568e-06
1975,1.1428243684719064e-08,4.2922967427979785e-06,4.2922967427979785e-06,4.2922967427979785e-06
1976,2.524654155574727e-08,4.6049554579700014e-06,4.6049554579700014e-06,4.6049554579700014e-06
1977,5.077366190978491e-08,4.83641166023777e-06,4.83641166023777e-06,4.83641166023777e-06
1978,8.461119252852914e-08,5.1330659646607406e-06,5.1330659646607406e-06,5.1330659646607406e-06
1979,1.1586384499448091e-07,5.415623880773117e-06,5.415623880773117e-06,5.415623880773117e-06
1980,1.6754847756824835e-07,5.689332868184595e-06,5.689332868184595e-06,5.689332868184595e-06
1981,2.420522096408766e-07,5.980738998394892e-06,5.980738998394892e-06,5.980738998394892e-06
1982,3.041492533384371e-07,6.3682984676103975e-06,6.3682984676103975e-06,6.3682984676103975e-06
1983,3.7686981459371184e-07,6.600385469417753e-06,6.600385469417753e-06,6.600385469417753e-06
1984,4.460008743275726e-07,6.921660510020697e-06,6.921660510020697e-06,6.921660510020697e-06
1985,5.429694454051059e-07,7.058035862428369e-06,7.058035862428369e-06,7.058035862428369e-06
1986,6.273627743017382e-07,7.123561122820579e-06,7.123561122820579e-06,7.123561122820579e-06
1987,6.633737622710864e-07,7.237705956088446e-06,7.237705956088446e-06,7.237705956088446e-06
1988,6.714505949340881e-07,7.307791163059717e-06,7.307791163059717e-06,7.307791163059717e-06
1989,7.115259401351588e-07,7.11017602433068e-06,7.11017602433068e-06,7.11017602433068e-06
1990,7.03910083237653e-07,6.999238069381265e-06,6.999238069381265e-06,6.999238069381265e-06
1991,6.992230591354851e-07,6.824014690209879e-06,6.824014690209879e-06,6.824014690209879e-06
1992,6.347991643451678e-07,6.800614560883592e-06,6.800614560883592e-06,6.800614560883592e-06
1993,5.985039998839576e-07,6.698094564074251e-06,6.698094564074251e-06,6.698094564074251e-06
1994,6.026710691133173e-07,6.530329885988197e-06,6.530329885988197e-06,6.530329885988197e-06
1995,6.487051759255078e-07,6.359950605526267e-06,6.359950605526267e-06,6.359950605526267e-06
1996,6.216170212220667e-07,6.198021960049768e-06,6.198021960049768e-06,6.198021960049768e-06
1997,6.225700904646406e-07,6.008053917737145e-06,6.008053917737145e-06,6.008053917737145e-06
1998,5.886139108822266e-07,5.8354400087929596e-06,5.8354400087929596e-06,5.8354400087929596e-06
1999,5.840876724505506e-07,5.631655052898818e-06,5.631655052898818e-06,5.631655052898818e-06
2000,5.58031976944611e-07,5.461003053954171e-06,5.461003053954171e-06,5.461003053954171e-06
2001,5.097685930520259e-07,5.506870106078818e-06,5.506870106078818e-06,5.506870106078818e-06
2002,4.2462621000335534e-07,5.4587849912682685e-06,5.4587849912682685e-06,5.4587849912682685e-06
2003,3.914360604539979e-07,5.411764634897866e-06,5.411764634897866e-06,5.411764634897866e-06
2004,3.449072494277061e-07,5.356831089946874e-06,5.356831089946874e-06,5.356831089946874e-06
2005,3.297964497050998e-07,5.270020015554369e-06,5.270020015554369e-06,5.270020015554369e-06
2006,2.894834848023363e-07,5.14127441419987e-06,5.14127441419987e-06,5.14127441419987e-06
2007,2.581536315509376e-07,5.059819354106107e-06,5.059819354106107e-06,5.059819354106107e-06
2008,2.286647864074049e-07,4.995820680570822e-06,4.995820680570822e-06,4.995820680570822e-06
2009,1.980160959647037e-07,5.066893533824311e-06,5.066893533824311e-06,5.066893533824311e-06
2010,1.6666044798187484e-07,5.086600270130605e-06,5.086600270130605e-06,5.086600270130605e-06
2011,1.443949437478815e-07,5.043862854238666e-06,5.043862854238666e-06,5.043862854238666e-06
2012,1.1891540298490457e-07,4.991831506881031e-06,4.991831506881031e-06,4.991831506881031e-06
2013,1.0451189983281698e-07,5.083423924848571e-06,5.083423924848571e-06,5.083423924848571e-06
2014,9.088110175525799e-08,5.0423786238492795e-06,5.0423786238492795e-06,5.0423786238492795e-06
2015,8.403849705018729e-08,4.909055145877314e-06,4.909055145877314e-06,4.909055145877314e-06
2016,7.808323942981588e-08,4.793723422023634e-06,4.793723422023634e-06,4.793723422023634e-06
2017,7.623831640065266e-08,4.744154618189593e-06,4.744154618189593e-06,4.744154618189593e-06
2018,7.387272518144528e-08,4.757767237606459e-06,4.757767237606459e-06,4.757767237606459e-06
2019,6.309183753216985e-08,4.829053523280891e-06,4.829053523280891e-06,4.829053523280891e-06
